absorbance_3.1_1,3.1_1,3.1_2,3.1_3,3.1_4
578.058,0.07846738,0.05089425,0.06339813,0.04457472
578.5401,0.08204262,0.05361846,0.06712559,0.04144068
579.0222,0.08469841,0.05643371,0.06861213,0.04027516
579.5043,0.08657214,0.05940775,0.06726895,0.04146787
579.9865,0.08789456,0.0625596,0.06329985,0.04512646
580.4686,0.08885787,0.06575309,0.05768507,0.05101554
580.9507,0.08953509,0.06868622,0.05184475,0.0584268
581.4328,0.0898931,0.07099324,0.04708322,0.06629243
581.9149,0.08984977,0.07234629,0.04432359,0.07327607
582.397,0.08931493,0.0725922,0.04382315,0.07813518
582.8792,0.08821319,0.07177766,0.04526186,0.08005151
583.3613,0.08645428,0.0701129,0.0478932,0.07878041
583.8434,0.08396509,0.06787655,0.05081385,0.07478341
584.3255,0.08071581,0.06531389,0.05322558,0.06900454
584.8076,0.07678922,0.06260578,0.05458175,0.06263924
585.2897,0.07245171,0.05987354,0.05476295,0.05669514
585.7719,0.06814422,0.05723689,0.05404662,0.05178305
586.254,0.06443754,0.05489118,0.05301892,0.04813027
586.7361,0.06179405,0.05308177,0.05234461,0.04568966
587.2182,0.05988797,0.05222148,0.05259177,0.04587918
587.7003,0.05936608,0.05227716,0.05408777,0.04681162
588.1824,0.0597978,0.05304994,0.05680233,0.04813312
588.6646,0.06063312,0.05417634,0.06037541,0.04959228
589.1467,0.06143427,0.05521984,0.06417455,0.05100904
589.6288,0.06206401,0.05583659,0.06749026,0.05223069
590.1109,0.062691,0.05586055,0.0696338,0.05307253
590.593,0.06368931,0.05538333,0.07010792,0.05333836
591.0751,0.06539821,0.0547016,0.06876042,0.05291845
591.5573,0.067931,0.05420854,0.06582342,0.05187704
592.0394,0.07103921,0.05419869,0.06188135,0.05051412
592.5215,0.07421495,0.05471249,0.0576467,0.04926249
593.0036,0.07685587,0.05551618,0.05382351,0.04856513
593.4857,0.07851294,0.05618743,0.0509115,0.04868583
593.9678,0.07902645,0.05631888,0.04911881,0.04961374
594.45,0.0784861,0.05563401,0.04841525,0.05108947
594.9321,0.07715054,0.05412579,0.048579,0.05270407
595.4142,0.07531146,0.05205078,0.04930382,0.0540705
595.8963,0.07324575,0.04987942,0.05025726,0.05490775
596.3784,0.07117904,0.04812644,0.05117479,0.05513808
596.8605,0.06930403,0.04716534,0.05190814,0.05485522
597.3427,0.06784686,0.04715166,0.05242117,0.05424062
597.8248,0.06705561,0.04795876,0.0527732,0.05345632
598.3069,0.06714408,0.04925283,0.05306274,0.05257589
598.789,0.06821195,0.05056578,0.05337591,0.05159638
599.2711,0.07013237,0.05145237,0.05373536,0.05050138
599.7532,0.07253689,0.05159843,0.05408224,0.04934733
600.2354,0.07486482,0.05086321,0.05429991,0.04832117
600.7175,0.07657817,0.04930808,0.05427784,0.04769873
601.1996,0.07732979,0.04713779,0.0539736,0.04774441
601.6817,0.07704568,0.04464313,0.05346096,0.04860137
602.1638,0.07591479,0.042112,0.05292951,0.05019544
602.6459,0.07426507,0.03979721,0.05264042,0.05224497
603.1281,0.07244131,0.03790732,0.0528653,0.05431894
603.6102,0.07066976,0.03657801,0.05377546,0.0560038
604.0923,0.06904367,0.0358856,0.05538782,0.05700393
604.5744,0.06756108,0.03584055,0.05753049,0.05721975
605.0565,0.06621259,0.03638998,0.05989972,0.05674553
605.5386,0.06505886,0.03742402,0.0621091,0.05579419
606.0208,0.06425457,0.03878281,0.06378324,0.0546021
606.5029,0.06397374,0.0402905,0.06466064,0.05334021
606.985,0.0643222,0.04175977,0.06460474,0.05211863
607.4671,0.06523191,0.04302321,0.06362654,0.05101716
607.9492,0.06644795,0.04397218,0.06185908,0.05013142
608.4313,0.06755682,0.04456367,0.05953402,0.04961495
608.9135,0.06811605,0.04483627,0.05694955,0.04965122
609.3956,0.06781746,0.04489077,0.05441369,0.05037282
609.8777,0.06654885,0.04486796,0.05223795,0.05178931
610.3598,0.06444544,0.04490147,0.05066404,0.0537235
610.8419,0.06180955,0.04507157,0.04980088,0.05585115
611.324,0.05904028,0.04538822,0.0495829,0.05775653
611.8062,0.05650341,0.04578432,0.04975477,0.05908176
612.2883,0.05445118,0.04615402,0.04994782,0.05964386
612.7704,0.05303939,0.04639303,0.04974899,0.05945499
613.2525,0.05233586,0.04646008,0.04887226,0.05870379
613.7346,0.05236478,0.04640728,0.04726418,0.05764293
614.2167,0.05312959,0.04638271,0.04514378,0.05651446
614.6989,0.05459804,0.04657822,0.04295171,0.05545801
615.181,0.05667622,0.04715521,0.04120775,0.05450786
615.6631,0.05917414,0.04817602,0.04039478,0.05364523
616.1452,0.0618257,0.04954398,0.04077762,0.05287166
616.6273,0.06433553,0.05101825,0.04236099,0.05226133
617.1094,0.06642197,0.05226476,0.04490619,0.05196717
617.5916,0.06790496,0.05299274,0.04804767,0.05214478
618.0737,0.06872,0.05304537,0.05140807,0.05286012
618.5558,0.06891105,0.05245773,0.05467451,0.05400768
619.0379,0.06859461,0.05143443,0.05764915,0.05531442
619.52,0.06793164,0.05027718,0.06019177,0.05640124
620.0021,0.06710891,0.04927674,0.06215099,0.05689343
620.4843,0.06631549,0.04858518,0.06334828,0.05657228
620.9664,0.06575099,0.04817189,0.0635792,0.05543073
621.4485,0.06560665,0.04781476,0.06269117,0.05369368
621.9306,0.06601384,0.04720446,0.06068378,0.05171665
622.4127,0.06700936,0.04603856,0.05776488,0.04988647
622.8948,0.06848574,0.04416002,0.05435158,0.04848247
623.377,0.07020193,0.04163032,0.05093716,0.04759044
623.8591,0.07179563,0.03874032,0.04800018,0.0471205
624.3412,0.0728751,0.03594507,0.04583754,0.04687887
624.8233,0.0731515,0.03370239,0.04448555,0.04670125
625.3054,0.07250318,0.03238704,0.0437487,0.04654017
625.7875,0.0710419,0.03214788,0.0433037,0.0465176
626.2697,0.06905469,0.03288431,0.04287811,0.04685809
626.7518,0.06693205,0.03428791,0.04235137,0.04779392
627.2339,0.06502573,0.03595368,0.04182236,0.04941731
627.716,0.06354839,0.03751583,0.04153913,0.05161059
628.1981,0.06256499,0.03869569,0.04181279,0.05403682
628.6802,0.06200012,0.03936923,0.04286267,0.05622928
629.1624,0.06171095,0.03954986,0.04472604,0.05773867
629.6445,0.06154924,0.03935049,0.04722254,0.05822163
630.1266,0.06143174,0.03893056,0.04999583,0.05758381
630.6087,0.06136455,0.03844117,0.05262355,0.05599833
631.0908,0.06143705,0.03800634,0.05470286,0.05388042
631.5729,0.06177941,0.03769708,0.05598883,0.05174693
632.0551,0.06250813,0.03754193,0.0564264,0.05007564
632.5372,0.06368282,0.03754447,0.0561382,0.04920797
633.0193,0.06526926,0.03769891,0.05535609,0.04924583
633.5014,0.06714275,0.03799662,0.05434211,0.05007371
633.9835,0.06910624,0.03842739,0.05332151,0.05140065
634.4656,0.07095887,0.03897074,0.05241385,0.05287532
634.9478,0.07253338,0.03958531,0.05163397,0.0541613
635.4299,0.0737303,0.040204,0.05091448,0.05500244
635.912,0.07452683,0.04074905,0.05016587,0.05527594
636.3941,0.07494431,0.04114259,0.04933185,0.05497203
636.8762,0.07500776,0.04133322,0.04843464,0.05417051
637.3583,0.07471453,0.0413172,0.04757792,0.05299213
637.8405,0.07402688,0.0411442,0.04692763,0.05157649
638.3226,0.072899,0.04091141,0.04665758,0.05005825
638.8047,0.07132613,0.04072933,0.04687642,0.04854705
639.2868,0.06939304,0.04069667,0.04759298,0.04713592
639.7689,0.06730133,0.04086496,0.04868885,0.04588967
640.251,0.06532703,0.04122121,0.04996118,0.04484108
640.7332,0.06378204,0.04169792,0.05116377,0.04399766
641.2153,0.06290682,0.04220409,0.05209369,0.04335002
641.6974,0.06278665,0.04267355,0.05265515,0.04288845
642.1795,0.06332917,0.04309017,0.05286534,0.04261799
642.6616,0.06427912,0.04350182,0.05283911,0.04256485
643.1437,0.0653125,0.04399201,0.05272609,0.0427657
643.6259,0.06609727,0.04464331,0.05266378,0.04325239
644.108,0.06641129,0.04548246,0.05272065,0.04402105
644.5901,0.06619268,0.04645713,0.05288359,0.04501841
645.0722,0.06554255,0.04743286,0.05307528,0.04613558
645.5543,0.06468171,0.04824281,0.05319459,0.04723747
646.0364,0.06386828,0.04874671,0.05316056,0.04820182
646.5186,0.06334072,0.0488759,0.05293096,0.04894696
647.0007,0.06323646,0.04866844,0.0525101,0.04946165
647.4828,0.06357276,0.04825351,0.05193077,0.04979527
647.9649,0.06424792,0.04782169,0.0512386,0.05003565
648.447,0.06507746,0.04755105,0.05047534,0.05026541
648.9291,0.06583911,0.04756418,0.04968169,0.05053037
649.4113,0.06631683,0.04790086,0.04891147,0.05082422
649.8934,0.06637163,0.04851618,0.04823471,0.05110014
650.3755,0.06596701,0.04930606,0.04774019,0.05129875
650.8576,0.06519298,0.05013285,0.04752049,0.05138458
651.3397,0.06423997,0.05086406,0.04763309,0.05136728
651.8218,0.06337201,0.05137314,0.04807524,0.05130062
652.304,0.06286494,0.05154874,0.04876333,0.05125771
652.7861,0.06291576,0.05131105,0.04955214,0.05128911
653.2682,0.06360601,0.05062043,0.0502614,0.05139658
653.7503,0.06486315,0.04950429,0.05072956,0.05152309
654.2324,0.06648843,0.04806899,0.05086786,0.05158317
654.7145,0.06819219,0.04650977,0.05067702,0.05149695
655.1967,0.06967316,0.0450828,0.05025275,0.05124269
655.6788,0.07071045,0.04402949,0.0497465,0.05087855
656.1609,0.07118282,0.04353828,0.04933693,0.05054137
656.643,0.07109778,0.043673,0.04917457,0.05040279
657.1251,0.07055791,0.04436192,0.04933726,0.05059727
657.6072,0.06972961,0.0454127,0.04982241,0.05117804
658.0894,0.0687927,0.04657025,0.05054687,0.05207581
658.5715,0.06790188,0.04759701,0.05138264,0.05312048
659.0536,0.067189,0.04830471,0.05218937,0.05407251
659.5357,0.06674835,0.04860913,0.0528749,0.0547125
660.0178,0.06664004,0.04852602,0.05342482,0.05491489
660.4999,0.06690003,0.04814737,0.05391099,0.05467694
660.9821,0.06753232,0.04759963,0.0544589,0.05412015
661.4642,0.06850604,0.0470061,0.05518707,0.05343506
661.9463,0.06974576,0.04647489,0.05615218,0.05282994
662.4284,0.07113725,0.04607693,0.05729989,0.05245141
662.9105,0.07254223,0.04584412,0.05846797,0.0523551
663.3926,0.07381949,0.04576925,0.05942459,0.05250615
663.8748,0.07486721,0.04581005,0.0599687,0.05281299
664.3569,0.07563543,0.04590336,0.05999512,0.05317459
664.839,0.07613141,0.04598099,0.05953623,0.0535125
665.3211,0.07640497,0.04599327,0.05875658,0.05379182
665.8032,0.07653735,0.04592067,0.05793965,0.05401015
666.2853,0.07661721,0.04578817,0.05747566,0.05419163
666.7675,0.07671165,0.04566611,0.05776897,0.05436729
667.2496,0.07680468,0.04565719,0.05909849,0.05457821
667.7317,0.07678443,0.04583111,0.06130861,0.05485907
668.2138,0.07658074,0.04614373,0.06368569,0.05524544
668.6959,0.07630299,0.046436,0.06525739,0.05573301
669.178,0.07619421,0.0465661,0.06547134,0.05620079
669.6602,0.0763864,0.04652854,0.06444179,0.05647968
670.1423,0.07684544,0.04644463,0.06263325,0.05652086
670.6244,0.07741954,0.04649805,0.06054763,0.05642787
671.1065,0.07792804,0.04685702,0.05855733,0.05634438
671.5886,0.07820858,0.0476482,0.0569403,0.05640089
672.0707,0.07813404,0.04889832,0.05586688,0.0566679
672.5529,0.07763609,0.05051411,0.0553969,0.05714614
673.035,0.0767052,0.05227608,0.05549163,0.05777457
673.5171,0.07541111,0.05390254,0.0560159,0.05844697
673.9992,0.0738851,0.05515307,0.05679169,0.05905271
674.4813,0.07230576,0.05588173,0.05763117,0.05950088
674.9634,0.07085682,0.05608761,0.0583968,0.05975638
675.4456,0.06969561,0.05588033,0.05902085,0.05984403
675.9277,0.06894897,0.05543577,0.05949617,0.05983924
676.4098,0.06868903,0.05492385,0.05986358,0.05983964
676.8919,0.0689301,0.05446817,0.06018258,0.05993024
677.374,0.06963119,0.05414505,0.06051061,0.06015781
677.8561,0.07070889,0.05398887,0.0608777,0.06050822
678.3383,0.07205696,0.05401966,0.061283,0.0609114
678.8204,0.07355413,0.05425601,0.06169923,0.06125627
679.3025,0.07508791,0.05470277,0.06209309,0.06143225
679.7846,0.07655513,0.05532876,0.06244635,0.06135977
680.2667,0.07786517,0.05604434,0.06277118,0.06101893
680.7488,0.07895339,0.05671722,0.0631112,0.06046504
681.231,0.07977913,0.05720578,0.06352577,0.05982061
681.7131,0.08032496,0.05741441,0.06406079,0.05925329
682.1952,0.08059034,0.05734478,0.06471753,0.05892364
682.6773,0.08058342,0.05710377,0.06544212,0.05895999
683.1594,0.0803183,0.05687574,0.06613,0.05942377
683.6415,0.07981706,0.05683976,0.06666771,0.0602912
684.1237,0.07912086,0.05711268,0.06696394,0.06145024
684.6058,0.07829885,0.05769195,0.06698777,0.06271956
685.0879,0.07744169,0.05846468,0.06677791,0.06390714
685.57,0.0766624,0.05924784,0.06642699,0.06484112
686.0521,0.07607451,0.05986326,0.06604268,0.06542547
686.5342,0.07576346,0.06021068,0.06570818,0.06566271
687.0164,0.07577896,0.06028526,0.06547289,0.06564979
687.4985,0.0761157,0.06017714,0.06535528,0.06554869
687.9806,0.07671951,0.06001534,0.06536411,0.06552508
688.4627,0.0774975,0.05992334,0.06552377,0.06570914
688.9448,0.07834898,0.05996293,0.06587671,0.06613738
689.4269,0.07919516,0.0601239,0.06646047,0.06674942
689.9091,0.07998506,0.06034283,0.0672733,0.0674063
690.3912,0.08069776,0.06054402,0.06823491,0.06795061
690.8733,0.08132711,0.06067084,0.06918527,0.0682684
691.3554,0.0818646,0.06069618,0.06989539,0.0683222
691.8375,0.08229721,0.06062239,0.07014617,0.06817232
692.3196,0.08261479,0.06046917,0.06980552,0.06795226
692.8018,0.08282722,0.06026848,0.06888202,0.06783537
693.2839,0.08297774,0.06006276,0.06754267,0.06796753
693.766,0.08314227,0.05991057,0.06606669,0.06842513
694.2481,0.08341937,0.05989381,0.06478627,0.06919556
694.7302,0.08389208,0.06009794,0.06396893,0.07017943
695.2123,0.08459975,0.06058877,0.06376324,0.07121838
695.6945,0.08551636,0.06137834,0.06416998,0.07212423
696.1766,0.08655506,0.0624021,0.06506081,0.0727358
696.6587,0.0875909,0.06352137,0.06623412,0.07294227
697.1408,0.08849382,0.06455116,0.0674834,0.07270671
697.6229,0.08917525,0.0653305,0.06867248,0.07207467
698.105,0.08959758,0.06576099,0.06974879,0.07116944
698.5872,0.0897772,0.06584733,0.07073889,0.07018115
699.0693,0.08976633,0.06569137,0.07170911,0.06931517
699.5514,0.08963607,0.06546564,0.07272932,0.06877038
700.0335,0.08945715,0.06535845,0.07383803,0.06868112
700.5156,0.08928812,0.065504,0.07502675,0.06907351
700.9977,0.08917943,0.06596269,0.07623981,0.06985618
701.4799,0.08917208,0.06670414,0.07738669,0.07083458
701.962,0.08929211,0.06763652,0.07836725,0.07178266
702.4441,0.08954538,0.06863271,0.07908326,0.07249232
702.9262,0.08990416,0.06957529,0.07946716,0.07286209
703.4083,0.09031045,0.07039142,0.07950289,0.07293556
703.8904,0.09067916,0.07106052,0.07923855,0.07290314
704.3726,0.09093145,0.07161902,0.07878326,0.07303862
704.8547,0.09102777,0.0721388,0.07827716,0.07359219
705.3368,0.09098653,0.07270858,0.07787347,0.07472589
705.8189,0.09088783,0.07339936,0.07768875,0.07643942
706.301,0.09084332,0.07424192,0.07778101,0.07858308
706.7831,0.09096571,0.07521768,0.07814918,0.08089314
707.2653,0.09132075,0.07626165,0.07874645,0.08309139
707.7474,0.09190855,0.07728843,0.07951239,0.08497022
708.2295,0.09267242,0.0782157,0.08039854,0.08643642
708.7116,0.09353425,0.07900485,0.08138685,0.08753193
709.1937,0.0944389,0.07967211,0.08248208,0.0883878
709.6758,0.09538256,0.08028807,0.08368668,0.08916396
710.158,0.09641779,0.08094481,0.08497462,0.08996961
710.6401,0.09762549,0.08171989,0.0862769,0.09082902
711.1222,0.09907292,0.08264256,0.08748692,0.09167928
711.6043,0.1007662,0.08367796,0.08850366,0.09241265
712.0864,0.1026366,0.08474191,0.0892709,0.09293085
712.5685,0.1045489,0.08573842,0.08981648,0.09320123
713.0507,0.10636,0.0866128,0.09025297,0.09328543
713.5328,0.1079615,0.08737566,0.09075576,0.09333545
714.0149,0.1093297,0.08811003,0.09151137,0.09355938
714.497,0.1105337,0.08893256,0.09264059,0.09414326
714.9791,0.1117135,0.0899539,0.09416796,0.09520727
715.4612,0.1130251,0.09122929,0.09600122,0.09675197
715.9434,0.1145667,0.09274121,0.09797403,0.09865986
716.4255,0.116346,0.09441667,0.09988607,0.1007165
716.9076,0.1182643,0.09617303,0.1015709,0.1026747
717.3897,0.12016,0.0979706,0.1029435,0.1043421
717.8718,0.1218438,0.09983145,0.1040005,0.1056188
718.3539,0.1231691,0.1018297,0.1048087,0.1065415
718.8361,0.12408,0.1040328,0.1054586,0.1072596
719.3182,0.1246175,0.1064368,0.1060307,0.1079905
719.8003,0.1249024,0.1089046,0.1065547,0.1089196
720.2824,0.1250699,0.1111787,0.106999,0.1101119
720.7645,0.1252216,0.1129109,0.1072804,0.1114625
721.2466,0.1253701,0.1137892,0.1072975,0.1127102
721.7288,0.1254385,0.113648,0.1069697,0.1135274
722.2109,0.1252863,0.1125234,0.1062564,0.1136036
722.693,0.1247726,0.1106569,0.1051755,0.1127738
723.1751,0.1238091,0.1084044,0.1037912,0.1110635
723.6572,0.1223871,0.1061466,0.102202,0.1086865
724.1393,0.120581,0.1041436,0.1005122,0.1059679
724.6215,0.1185185,0.1024812,0.09881505,0.1032513
725.1036,0.1163514,0.1010717,0.09718944,0.1008353
725.5857,0.1142078,0.09971753,0.09569091,0.09889231
726.0678,0.1121768,0.09820347,0.09435655,0.09746598
726.5499,0.1103053,0.09637693,0.0932077,0.09648235
727.032,0.1086015,0.09421337,0.09224605,0.09579062
727.5142,0.1070524,0.09181243,0.09144921,0.09520078
727.9963,0.1056409,0.08936532,0.09076504,0.09451926
728.4784,0.1043575,0.08707393,0.09012026,0.09359917
728.9605,0.1032059,0.08510657,0.08942404,0.09235381
729.4426,0.1022029,0.08355115,0.08858845,0.09078167
729.9247,0.101369,0.08239798,0.08755735,0.08896685
730.4069,0.1007225,0.08155476,0.08631884,0.08707552
730.889,0.1002679,0.08087516,0.08491571,0.08531928
731.3711,0.09999043,0.08021557,0.08342911,0.08388425
731.8532,0.09985106,0.07946061,0.08196044,0.08289318
732.3353,0.09978698,0.07856029,0.08059864,0.08235358
732.8174,0.09972299,0.07753617,0.07939267,0.08216222
733.2996,0.09957098,0.07647058,0.07834788,0.08212969
733.7817,0.09924632,0.07547656,0.07743241,0.08204924
734.2638,0.09868597,0.07465301,0.07660499,0.08177254
734.7459,0.09785278,0.07406105,0.07583797,0.08123343
735.228,0.09674922,0.07369637,0.07514057,0.08046092
735.7101,0.09541591,0.0734976,0.07455366,0.07953587
736.1923,0.09393013,0.07336313,0.07413442,0.07854536
736.6744,0.09239296,0.07319068,0.0739195,0.0775342
737.1565,0.09090969,0.07291034,0.07389703,0.07649473
737.6386,0.08958562,0.07249662,0.07398641,0.07538645
738.1207,0.08849869,0.07197133,0.07405078,0.07417825
738.6028,0.08768792,0.07138225,0.0739317,0.07288377
739.085,0.08714715,0.070779,0.07348217,0.07157946
739.5671,0.08682489,0.07018495,0.07262503,0.07038087
740.0492,0.08663892,0.06958977,0.07137468,0.06939924
740.5313,0.08648947,0.06895322,0.06984103,0.06870059
741.0134,0.08629126,0.06822675,0.06819481,0.06826972
741.4955,0.08598949,0.06737456,0.06662681,0.06801589
741.9777,0.08557052,0.06638703,0.06530553,0.06780035
742.4598,0.0850623,0.06528428,0.06432578,0.06749825
742.9419,0.08451853,0.06410737,0.06370236,0.06703577
743.424,0.08399804,0.062907,0.0633765,0.06641327
743.9061,0.08353662,0.06172907,0.06325129,0.06569288
744.3882,0.08313682,0.06061556,0.06322178,0.06496878
744.8704,0.08276586,0.05960912,0.06320666,0.06432821
745.3525,0.0823745,0.05875286,0.06317058,0.06381837
745.8346,0.08191663,0.0580975,0.06312132,0.06344508
746.3167,0.08137444,0.05769337,0.06310031,0.06318231
746.7988,0.08076921,0.05757622,0.06315766,0.06299724
747.2809,0.08015833,0.05775765,0.06333546,0.0628657
747.7631,0.07961726,0.05821059,0.06364544,0.06277911
748.2452,0.07920812,0.0588681,0.06406018,0.06273842
748.7273,0.07896364,0.05961742,0.06450919,0.06274137
749.2094,0.07887047,0.06031252,0.06488805,0.06277432
749.6915,0.07887717,0.06080309,0.06508766,0.06281555
750.1736,0.07890624,0.06094465,0.06500827,0.06284261
750.6558,0.0788825,0.06063949,0.06459552,0.06284556
751.1379,0.07875557,0.05986151,0.06385766,0.06283255
751.62,0.07850586,0.0586666,0.06287018,0.06282436
752.1021,0.07814671,0.05719344,0.06176414,0.06283987
752.5842,0.07771092,0.05563395,0.06069128,0.0628825
753.0663,0.07724268,0.05421741,0.05980667,0.06293143
753.5485,0.07678409,0.053145,0.0592212,0.0629468
754.0306,0.07637111,0.0525454,0.05898314,0.06288606
754.5127,0.07603375,0.05245274,0.05907775,0.06271774
754.9948,0.07579049,0.05279449,0.05943844,0.06243524
755.4769,0.07564274,0.05342072,0.05997457,0.06205531
755.959,0.0755659,0.05413458,0.06058879,0.06160632
756.4412,0.0755062,0.0547579,0.06120213,0.06111053
756.9233,0.07538314,0.05516286,0.06175457,0.06057387
757.4054,0.07510201,0.0552923,0.06219831,0.05998493
757.8875,0.07458985,0.05516598,0.06249511,0.05932734
