absorbance_3.6_1,3.6_1,3.6_2,3.6_3,3.6_4,3.6_5,5.12_1,5.12_2,5.12_3,5.12_4,5.12_5,5.12_6
1026.909,0.05033429,0.06603663,0.05144747,0.06167185,0.08060317,0.07519203,0.05951119,0.03778682,0.08532327,0.06317887,0.0486396
1027.391,0.05059719,0.06640474,0.05174478,0.06150099,0.08049373,0.07497852,0.05960762,0.03769391,0.08538161,0.06338057,0.04855796
1027.873,0.05086449,0.0666501,0.05207792,0.06136812,0.08047742,0.07484645,0.05961484,0.03758957,0.08560234,0.06359891,0.0485282
1028.355,0.05111204,0.06674312,0.05238582,0.06132397,0.08054636,0.0748308,0.0595262,0.03747897,0.08595617,0.06381965,0.04856142
1028.837,0.05132047,0.06668867,0.05262133,0.06139181,0.08065921,0.07494492,0.05935932,0.03736626,0.08638892,0.06402002,0.04865895
1029.319,0.05147726,0.0665241,0.0527609,0.06156401,0.0807536,0.07517721,0.05915373,0.03725643,0.08683039,0.06416951,0.04881324
1029.801,0.05158005,0.06630588,0.05281254,0.0618057,0.0807739,0.07549226,0.05895819,0.03715479,0.087215,0.06423951,0.0490072
1030.283,0.05163582,0.06608998,0.05280722,0.06207087,0.08069241,0.07584223,0.05881493,0.03706581,0.08749567,0.06421287,0.0492165
1030.766,0.05165927,0.06592398,0.05278773,0.06231477,0.08051828,0.07617401,0.05875187,0.03699237,0.08764673,0.06408815,0.0494094
1031.248,0.05166905,0.06583564,0.05278916,0.06251258,0.08029518,0.07644642,0.05877462,0.03693622,0.08766982,0.06388234,0.04955518
1031.73,0.05168238,0.06583339,0.05282772,0.06266369,0.08008293,0.07663782,0.05886894,0.03689981,0.08758906,0.06362469,0.04963128
1032.212,0.05171134,0.06591213,0.05289637,0.0627886,0.07994051,0.07674683,0.0590065,0.03688953,0.08744711,0.06334908,0.04962911
1032.694,0.05175774,0.06605752,0.05296829,0.062916,0.07990261,0.07678765,0.05915496,0.03691749,0.0872927,0.06308074,0.04955766
1033.176,0.05181121,0.0662501,0.05300905,0.063068,0.07997303,0.07678051,0.0592853,0.03699912,0.08717057,0.06283153,0.04943972
1033.658,0.05185108,0.06646311,0.05298748,0.06324962,0.08012767,0.07674417,0.05937369,0.03714879,0.08711597,0.06260087,0.04930637
1034.14,0.05185343,0.06666555,0.05288927,0.06344414,0.08032847,0.07668897,0.05940524,0.03736963,0.08714467,0.06238286,0.0491842
1034.623,0.05179786,0.06682184,0.05272051,0.06361925,0.08053797,0.07661894,0.05937297,0.03764632,0.08725161,0.06217691,0.04908837
1035.105,0.05167455,0.06689706,0.05250777,0.06373641,0.08072881,0.07653651,0.05927599,0.03794033,0.08741183,0.06199466,0.04901955
1035.587,0.05148885,0.066868,0.05228683,0.06376726,0.08088909,0.07644719,0.05911919,0.03819798,0.0875881,0.06185924,0.04896596
1036.069,0.05125889,0.06672915,0.05209477,0.06370116,0.08101831,0.0763626,0.05891167,0.0383611,0.08773808,0.0617986,0.04891131
1036.551,0.05101117,0.06649876,0.05195881,0.06354826,0.0811193,0.07629849,0.05866564,0.03838325,0.0878225,0.06183238,0.04884185
1037.033,0.05077037,0.0662142,0.05188867,0.06333324,0.08119355,0.07626738,0.05839367,0.03824884,0.08781702,0.06195981,0.04875328
1037.515,0.05055492,0.06592642,0.05187684,0.06308637,0.08123849,0.07627236,0.05810819,0.03797849,0.0877156,0.06215643,0.04865021
1037.997,0.05037504,0.06568912,0.0519019,0.06283359,0.08125091,0.0763022,0.05782132,0.03762872,0.08753382,0.06237809,0.04854237
1038.479,0.05023441,0.06554347,0.05193915,0.06258841,0.0812318,0.07633372,0.05754431,0.03727153,0.08730427,0.06257855,0.04843695
1038.962,0.0501362,0.06551416,0.05196684,0.06235326,0.08118901,0.07633619,0.05729037,0.03698021,0.08707297,0.0627229,0.04833435
1039.444,0.05008741,0.06560338,0.0519735,0.06212354,0.08113784,0.07628115,0.05707441,0.03680632,0.08688927,0.06280145,0.04822634
1039.926,0.05009839,0.06579411,0.05196035,0.06189533,0.08109552,0.07615285,0.05691073,0.03676495,0.08679171,0.0628315,0.0481021
1040.408,0.05017919,0.06605098,0.05193717,0.06167172,0.08107702,0.07595187,0.05681167,0.03683682,0.0868026,0.06285118,0.0479535
1040.89,0.05033028,0.06632762,0.05191568,0.0614647,0.08109005,0.07569681,0.0567828,0.03697757,0.08692096,0.06290384,0.04778428
1041.372,0.0505366,0.06657643,0.05190172,0.06129134,0.08113398,0.07541879,0.05682091,0.03713974,0.08712433,0.06301904,0.04761139
1041.854,0.05076244,0.06675147,0.05188984,0.06116965,0.08120065,0.07515892,0.05691353,0.03728436,0.08737342,0.06320705,0.04746439
1042.336,0.05095679,0.06682119,0.05186386,0.06111108,0.08127712,0.07496095,0.05704234,0.03739469,0.0876244,0.0634543,0.04737734
1042.818,0.05106998,0.06677729,0.05180386,0.06111644,0.08134952,0.07486265,0.05719046,0.03747646,0.08784358,0.06373268,0.04737662
1043.301,0.05106436,0.06663834,0.05169361,0.06117705,0.08140218,0.07489491,0.05734585,0.03754999,0.08801238,0.06400724,0.04747503
1043.783,0.05093327,0.0664475,0.05153314,0.06127962,0.08142057,0.07507275,0.05750639,0.03763875,0.08813389,0.06424861,0.04766633
1044.265,0.05070568,0.0662584,0.05134344,0.06141323,0.08139306,0.07539134,0.05767708,0.03775822,0.08822566,0.06443866,0.04792869
1044.747,0.05044606,0.06612407,0.05116906,0.06157441,0.08131313,0.0758226,0.05786557,0.03791202,0.08831251,0.06456897,0.04822934
1045.229,0.05023738,0.06607488,0.05106903,0.06176849,0.08118374,0.07631788,0.05807415,0.03809365,0.08841223,0.06463929,0.04853473
1045.711,0.05015735,0.06611051,0.05110174,0.06200675,0.08101938,0.07681879,0.058295,0.03829136,0.08852798,0.06465375,0.0488182
1046.193,0.05026388,0.0661992,0.05131545,0.06230054,0.08084695,0.0772647,0.0585098,0.03849512,0.08864605,0.06462206,0.04906154
1046.675,0.05057178,0.06629203,0.05173078,0.06265351,0.08069941,0.07761373,0.0586955,0.03869995,0.08874127,0.06455988,0.04925707
1047.157,0.05105075,0.06634467,0.05233547,0.06305803,0.08060712,0.07785246,0.05883478,0.03890581,0.0887889,0.06449105,0.04940527
1047.64,0.05162716,0.06633367,0.05308339,0.0634934,0.08059279,0.07799752,0.05892486,0.03911433,0.08877343,0.06444818,0.04951134
1048.122,0.05220646,0.06627065,0.05390433,0.06393097,0.08066499,0.07808729,0.05898391,0.03932514,0.08869729,0.06446483,0.04958354
1048.604,0.05269599,0.06619731,0.05471778,0.06434019,0.08081989,0.07816441,0.05904822,0.03953502,0.08858082,0.06456777,0.04963159
1049.086,0.05302072,0.06617312,0.05544092,0.06469268,0.08104651,0.07826085,0.05916641,0.03973915,0.08845825,0.06476875,0.04966882
1049.568,0.05314665,0.06624873,0.05601034,0.06496964,0.08133291,0.07838421,0.0593815,0.03993525,0.0883647,0.06505822,0.04971096
1050.05,0.0530833,0.06645099,0.05638915,0.06516369,0.08166838,0.07851859,0.05971945,0.04012673,0.08832842,0.06540684,0.04977562
1050.532,0.05288132,0.06677218,0.05657448,0.06528027,0.08204191,0.07863417,0.06017916,0.04032279,0.08836511,0.06577107,0.04988132
1051.014,0.05261505,0.06717636,0.05659819,0.06533685,0.08243804,0.07870683,0.06073157,0.04053441,0.08847577,0.06610916,0.05004157
1051.497,0.05236692,0.06761421,0.05652084,0.06536158,0.08283237,0.07873124,0.0613259,0.04076855,0.08865206,0.0663897,0.05026359
1051.979,0.05221067,0.06804052,0.05642206,0.06539049,0.0831913,0.07873018,0.06190093,0.04102292,0.0888826,0.06659965,0.05054577
1052.461,0.05219325,0.06843316,0.05637599,0.06545878,0.08348286,0.07874681,0.0624057,0.04128508,0.08915993,0.06674561,0.05087924
1052.943,0.05233398,0.06879573,0.05644261,0.06559516,0.08368602,0.07883409,0.06280812,0.04153559,0.08948324,0.06684782,0.05125117
1053.425,0.05262567,0.0691535,0.05665308,0.06581233,0.08380429,0.07903706,0.0631035,0.04175599,0.08985731,0.06693302,0.0516472
1053.907,0.0530434,0.06953794,0.05700546,0.06610125,0.08386857,0.0793767,0.06331379,0.04193844,0.09028827,0.06702466,0.05205667
1054.389,0.05355249,0.06997522,0.0574698,0.06642884,0.08393346,0.07984665,0.06348167,0.04209089,0.09077819,0.0671397,0.05247138
1054.871,0.05411614,0.070474,0.05799781,0.06674453,0.08406109,0.08041522,0.06365745,0.04223859,0.09132013,0.06728809,0.05288496
1055.354,0.05470344,0.07102234,0.05854119,0.06699814,0.08429635,0.08103891,0.0638816,0.04241369,0.0918983,0.06747315,0.05329075
1055.836,0.05528618,0.07159071,0.05905692,0.06715145,0.08465537,0.0816692,0.06417821,0.04264872,0.09248817,0.06769449,0.05367889
1056.318,0.05583987,0.07213999,0.05951615,0.06719564,0.08511762,0.08226284,0.064546,0.04296346,0.09306156,0.06794935,0.05403594
1056.8,0.05634318,0.07263384,0.0599031,0.06715508,0.0856377,0.08278731,0.06496228,0.04335824,0.09359387,0.06823257,0.05434909
1057.282,0.05677672,0.07304256,0.06020975,0.06708451,0.08615869,0.08321752,0.0653881,0.04381306,0.09406562,0.06853643,0.05460917
1057.764,0.05712543,0.07335085,0.06043222,0.0670519,0.08663474,0.08353721,0.06578058,0.04429316,0.09446722,0.0688514,0.05481771
1058.246,0.05738189,0.07355948,0.06057062,0.06711483,0.08704364,0.08374149,0.06610635,0.04476063,0.09479827,0.0691689,0.05498813
1058.728,0.05754712,0.0736839,0.06063215,0.06730764,0.08738625,0.08383784,0.06634503,0.04517965,0.09506476,0.06948402,0.05514634
1059.21,0.05763015,0.07374942,0.06063746,0.06762987,0.08767696,0.08384877,0.06649388,0.04552653,0.09527522,0.06979796,0.05532276
1059.693,0.05764458,0.07378298,0.06062082,0.06805332,0.08792879,0.08380717,0.06656317,0.04579146,0.09543543,0.07011688,0.05554287
1060.175,0.05760719,0.07380986,0.0606319,0.06853355,0.08814432,0.08375289,0.06657142,0.04597557,0.095548,0.07044897,0.05582154
1060.657,0.05753486,0.07384618,0.0607234,0.06902932,0.08831318,0.08372045,0.0665388,0.04608846,0.09561259,0.07079783,0.05615684
1061.139,0.05744398,0.07389851,0.06093596,0.06951544,0.08842111,0.08372925,0.06648263,0.04614325,0.0956291,0.07115691,0.05653233
1061.621,0.05735326,0.07396716,0.06128796,0.06998342,0.0884598,0.08378079,0.06641851,0.04615584,0.09560317,0.07150728,0.05692175
1062.103,0.05728274,0.07405107,0.06176438,0.0704376,0.08843766,0.08385947,0.0663597,0.0461431,0.09554823,0.07182128,0.05729828
1062.585,0.05725131,0.07415281,0.06231955,0.07088248,0.08837827,0.08394299,0.06631768,0.04612254,0.09548393,0.07207182,0.05764296
1063.067,0.05727447,0.07428265,0.06288359,0.0713134,0.08831637,0.08401079,0.06630273,0.04611423,0.09543457,0.07224013,0.05794692
1063.55,0.05735891,0.0744552,0.06338447,0.0717122,0.08828395,0.08405599,0.06632172,0.04613777,0.09541993,0.07232644,0.05821157
1064.032,0.05750003,0.07468313,0.06376547,0.07205379,0.08830252,0.08408739,0.06637646,0.04620988,0.09545136,0.07235135,0.05844346
1064.514,0.05768319,0.0749685,0.06399526,0.07231419,0.08838259,0.08412762,0.06646455,0.04634224,0.09553029,0.07235233,0.0586493
1064.996,0.05788926,0.07529621,0.06407587,0.07248451,0.08852705,0.08420305,0.06658089,0.04653662,0.09565032,0.07237004,0.05883126
1065.478,0.05810136,0.07563369,0.06403744,0.07257474,0.08873893,0.08433469,0.06672022,0.04678241,0.09580313,0.07243495,0.05898679
1065.96,0.0583106,0.07593521,0.0639285,0.07261154,0.08902591,0.08453074,0.06687924,0.04705448,0.09598361,0.07255499,0.05911075
1066.442,0.05851908,0.07615951,0.06379759,0.07262287,0.08939689,0.08478355,0.06705687,0.04731799,0.09619176,0.07271057,0.05919947
1066.924,0.05873544,0.07628055,0.06368248,0.072626,0.0898526,0.08507109,0.06725073,0.04753227,0.09643055,0.07285946,0.05925297
1067.406,0.05896779,0.07629748,0.06360248,0.07261702,0.0903755,0.0853622,0.06745419,0.04765945,0.09669805,0.07294976,0.05927518
1067.889,0.05921575,0.07623292,0.06355714,0.07257432,0.09092811,0.08562697,0.06765532,0.04767653,0.09698268,0.07294253,0.05927204
1068.371,0.0594657,0.0761257,0.0635336,0.07247005,0.091456,0.08584245,0.0678381,0.04758086,0.09725943,0.07282481,0.05924911
1068.853,0.05969263,0.07601701,0.06351723,0.07229117,0.09190126,0.08600055,0.06798971,0.04739556,0.09749431,0.07262067,0.05920977
1069.335,0.05987034,0.07593509,0.06350339,0.07205407,0.09222446,0.08611254,0.06810812,0.04716333,0.09765746,0.07238333,0.0591559
1069.817,0.05997832,0.07589095,0.0635049,0.07181237,0.09241097,0.08621096,0.06820782,0.04694146,0.09773353,0.07218574,0.0590901
1070.299,0.06001306,0.07587805,0.0635529,0.07164963,0.09247696,0.08634539,0.06831818,0.04678961,0.097732,0.07209769,0.05901922
1070.781,0.05999123,0.07588157,0.06368736,0.07165055,0.09245732,0.08656794,0.06847138,0.04675277,0.09768595,0.07216095,0.05895535
1071.263,0.05994832,0.07588904,0.06394702,0.07188322,0.09239549,0.08692305,0.06868938,0.04686011,0.09764458,0.07238211,0.0589179
1071.745,0.0599328,0.07590097,0.0643511,0.07237132,0.09232986,0.08742978,0.06896915,0.04712144,0.09765618,0.07272952,0.05893247
1072.228,0.05999317,0.07593401,0.06488881,0.07308615,0.0922869,0.0880726,0.06927939,0.04753299,0.09774986,0.07315157,0.05902677
1072.71,0.06017544,0.07601903,0.06551396,0.07394914,0.09229058,0.08880132,0.06956565,0.04808343,0.09793027,0.07359093,0.05923116
1073.192,0.0605127,0.0761925,0.06615429,0.07485164,0.0923684,0.08954329,0.06977206,0.04875927,0.09817748,0.07400968,0.05957355
1073.674,0.06101929,0.07648259,0.06673591,0.07568938,0.09255394,0.09022985,0.06986911,0.04954453,0.09846151,0.07440018,0.0600747
1074.156,0.06168743,0.07690366,0.06719971,0.07637697,0.09288516,0.09081262,0.06986985,0.05041449,0.09875591,0.07478406,0.06074441
1074.638,0.06248315,0.07744887,0.06752686,0.07687388,0.09338667,0.09128317,0.06983747,0.05133134,0.09905354,0.07519869,0.0615751
1075.12,0.06335148,0.07809416,0.0677432,0.07718628,0.09405346,0.09167002,0.06986461,0.0522452,0.09936934,0.07567526,0.06253974
1075.602,0.0642181,0.07880168,0.06791336,0.07736229,0.09484106,0.09202656,0.0700544,0.05309462,0.09973578,0.07622404,0.06358895
1076.084,0.06500895,0.07953172,0.068115,0.0774744,0.09567162,0.09240424,0.07048025,0.05382365,0.1001886,0.07682462,0.06465861
1076.567,0.06567156,0.08025251,0.06840996,0.07759842,0.09646088,0.09283108,0.07116395,0.05439876,0.1007521,0.07743444,0.06568353
1077.049,0.06618969,0.08094458,0.06882921,0.07780624,0.09713834,0.0933044,0.07206981,0.05481949,0.1014318,0.07800075,0.06660445
1077.531,0.06659576,0.08160745,0.06936102,0.07814781,0.09767893,0.09379636,0.07311792,0.055125,0.1022121,0.07848623,0.06738783
1078.013,0.06696244,0.08225587,0.06996514,0.07864641,0.09810635,0.09427428,0.07421486,0.05538242,0.1030655,0.07888353,0.06803125
1078.495,0.06738617,0.08291542,0.07058997,0.07930154,0.0984824,0.09472162,0.07527452,0.05567542,0.103959,0.0792212,0.06856294
1078.977,0.0679481,0.08360958,0.07120003,0.08009114,0.09887304,0.09515335,0.07624651,0.05607508,0.1048646,0.07955407,0.0690296
1079.459,0.06868651,0.08435008,0.07178929,0.08097988,0.09932,0.09561325,0.07711799,0.05662599,0.1057633,0.07994457,0.0694811
1079.941,0.0695822,0.08512811,0.07238099,0.08192421,0.09982429,0.09616093,0.07790223,0.05734148,0.1066412,0.08044609,0.06995758
1080.424,0.07056593,0.08591567,0.07301336,0.08288381,0.1003515,0.09684418,0.07862031,0.05820605,0.107489,0.08108333,0.07047811
1080.906,0.07154511,0.08667284,0.07372057,0.08382518,0.1008552,0.09768175,0.0792848,0.05918891,0.1083004,0.08184946,0.07104264
1081.388,0.07243557,0.08736103,0.07451735,0.08472455,0.1013075,0.09865609,0.07989281,0.06025443,0.1090727,0.08271061,0.0716396
1081.87,0.07319929,0.08796272,0.07539181,0.08557086,0.1017234,0.09972493,0.08042867,0.06137335,0.1098104,0.08362177,0.07225692
1082.352,0.07385244,0.08849062,0.07631317,0.08636294,0.1021608,0.1008397,0.08087745,0.06252196,0.1105262,0.0845401,0.07288972
1082.834,0.07445675,0.08899235,0.07724543,0.08710779,0.1027043,0.1019665,0.0812391,0.06367785,0.1112394,0.08543456,0.07354294
1083.316,0.07508469,0.08953334,0.0781642,0.08781688,0.1034237,0.1030988,0.08153675,0.06481767,0.1119684,0.086293,0.07422787
1083.798,0.07579289,0.09018315,0.07906304,0.08850425,0.1043482,0.1042522,0.08181949,0.06591437,0.1127246,0.08711646,0.07495622
1084.281,0.07659727,0.0909918,0.07995081,0.08918675,0.1054473,0.1054485,0.08215612,0.06694127,0.1135079,0.08791365,0.07573476
1084.763,0.07747357,0.0919717,0.08084074,0.08988181,0.1066417,0.1066953,0.08261482,0.06788213,0.1143101,0.08869424,0.0765644
1085.245,0.078374,0.09309484,0.0817401,0.09060872,0.1078253,0.1079728,0.08325459,0.06873637,0.1151208,0.08946548,0.07744355
1085.727,0.07925525,0.09429982,0.08264326,0.09138642,0.1089016,0.1092341,0.08410864,0.06952095,0.1159376,0.09023239,0.07837303
1086.209,0.08010316,0.09551624,0.0835354,0.09222972,0.1098188,0.1104238,0.08517632,0.070262,0.116771,0.09099969,0.079357
1086.691,0.08093594,0.09667927,0.08440195,0.09314653,0.1105761,0.1114942,0.08642113,0.07098651,0.117644,0.09177417,0.08040185
1087.173,0.08179259,0.09775032,0.08524057,0.09413509,0.1112214,0.1124281,0.08777449,0.07171132,0.1185817,0.09256542,0.08150898
1087.655,0.08270502,0.09872282,0.08606663,0.09518434,0.1118245,0.1132441,0.08915257,0.0724407,0.1195985,0.09338368,0.08266801
1088.137,0.0836789,0.09961715,0.08691245,0.09627333,0.1124618,0.1139932,0.0904615,0.07317245,0.1206902,0.09423657,0.08385231
1088.62,0.08468205,0.1004694,0.08781406,0.097375,0.1131926,0.1147393,0.09161928,0.07390915,0.1218314,0.09512444,0.08502166
1089.102,0.08565865,0.1013136,0.08879475,0.09846207,0.1140471,0.1155351,0.09257602,0.0746664,0.1229874,0.09603655,0.08613415
1089.584,0.08654846,0.1021736,0.08985391,0.09950658,0.1150275,0.1164098,0.09331898,0.07547587,0.1241239,0.09694813,0.08715297
1090.066,0.08731769,0.1030543,0.09096052,0.1004849,0.1161082,0.1173572,0.09387818,0.07637474,0.1252216,0.09782229,0.0880588
1090.548,0.08797211,0.1039438,0.09206226,0.1013808,0.1172437,0.1183429,0.09431056,0.07738703,0.1262791,0.0986183,0.08885063
1091.03,0.08855598,0.1048184,0.09309255,0.1021842,0.1183689,0.1193125,0.09468781,0.07850876,0.1273039,0.09929518,0.08954225
1091.512,0.08913016,0.1056528,0.09398998,0.1028951,0.1194124,0.1202106,0.09506986,0.07969791,0.1282988,0.0998267,0.0901528
1091.994,0.08974352,0.1064287,0.09471235,0.1035234,0.1203092,0.1209969,0.09548919,0.08088434,0.1292488,0.100211,0.09069952
1092.477,0.09041545,0.1071393,0.09524015,0.1040886,0.1210086,0.1216527,0.09594858,0.08198106,0.1301162,0.1004764,0.09119679
1092.959,0.09112368,0.1077913,0.09558199,0.1046141,0.1214917,0.1221866,0.09642415,0.08291613,0.1308519,0.1006783,0.09165588
1093.441,0.09181457,0.1084002,0.09576967,0.1051192,0.1217736,0.1226302,0.09688071,0.08365151,0.1314157,0.1008834,0.09208821
1093.923,0.09241683,0.1089837,0.09585583,0.1056118,0.1218996,0.1230307,0.09728434,0.08418995,0.1317935,0.1011552,0.09250754
1094.405,0.09286672,0.1095514,0.09590203,0.1060821,0.1219271,0.1234342,0.09761567,0.0845685,0.1320101,0.1015261,0.09292558
1094.887,0.09312084,0.1100979,0.09596917,0.1065056,0.1219071,0.1238721,0.09787293,0.08483791,0.1321215,0.1019871,0.09334792
1095.369,0.09316039,0.110601,0.09611121,0.1068494,0.1218756,0.1243517,0.09807032,0.08504622,0.1322003,0.1024854,0.09376876
1095.851,0.09299263,0.1110272,0.09635855,0.1070888,0.1218467,0.1248503,0.09823108,0.08521998,0.1323046,0.1029448,0.09417239
1096.333,0.09264649,0.1113424,0.0967105,0.1072177,0.1218241,0.1253202,0.09838191,0.08536376,0.1324606,0.1032899,0.09453821
1096.816,0.09217344,0.1115226,0.0971293,0.1072535,0.1218112,0.1256982,0.09855117,0.08546399,0.1326544,0.1034696,0.09484777
1097.298,0.09163786,0.1115657,0.09754874,0.107229,0.1218189,0.1259278,0.09876283,0.08550072,0.1328406,0.1034775,0.09509209
1097.78,0.09111445,0.1114923,0.09788667,0.1071793,0.1218637,0.1259721,0.09903367,0.08545262,0.1329587,0.1033506,0.09526886
1098.262,0.09067813,0.1113421,0.09806646,0.1071245,0.1219561,0.125825,0.0993676,0.08530165,0.1329523,0.1031576,0.09537552
1098.744,0.09038219,0.111158,0.09804528,0.1070595,0.1220874,0.1255118,0.09975015,0.08503404,0.132788,0.1029691,0.09539954
1099.226,0.09024814,0.1109758,0.09782514,0.1069564,0.1222218,0.1250833,0.1001434,0.08463912,0.1324565,0.1028429,0.09531288
1099.708,0.09025565,0.1108138,0.09745685,0.1067781,0.1222994,0.1246025,0.100488,0.08411218,0.1319723,0.1028086,0.09507655
1100.19,0.09035113,0.1106691,0.09701898,0.1065014,0.1222584,0.1241245,0.1007187,0.08345936,0.1313627,0.1028659,0.09466061
1100.672,0.09046063,0.1105217,0.09659725,0.1061319,0.1220522,0.1236893,0.1007746,0.08270109,0.130665,0.1029926,0.09406288
1101.155,0.09051748,0.1103432,0.09625307,0.1057108,0.1216706,0.1233137,0.1006194,0.08187227,0.1299226,0.1031542,0.09332851
1101.637,0.09048987,0.1101114,0.09600148,0.1052991,0.1211446,0.1229923,0.1002531,0.0810145,0.1291808,0.1033159,0.09254353
1102.119,0.0903884,0.1098152,0.09581168,0.1049632,0.1205406,0.1227058,0.0997113,0.08017077,0.128492,0.1034419,0.09182481
1102.601,0.09026434,0.1094624,0.09562275,0.1047496,0.1199433,0.1224308,0.09905756,0.07937911,0.1279115,0.1034964,0.09128465
1103.083,0.09018327,0.1090764,0.09537788,0.1046715,0.1194298,0.1221524,0.09836143,0.07866867,0.1274862,0.1034473,0.09099017
1103.565,0.09020472,0.1086941,0.09504701,0.1047115,0.1190668,0.1218672,0.09769286,0.07806809,0.127249,0.1032668,0.09094928
1104.047,0.09035598,0.1083575,0.09464805,0.1048341,0.1188992,0.1215875,0.0971081,0.07761,0.1272051,0.1029449,0.09110323
1104.529,0.0906252,0.1081034,0.09423901,0.1050069,0.1189493,0.1213354,0.09664767,0.07733037,0.1273309,0.1024983,0.09135616
1105.011,0.09096961,0.1079619,0.09390405,0.1052116,0.1192196,0.12114,0.09634461,0.07726854,0.1275746,0.1019774,0.09160063
1105.494,0.0913367,0.1079483,0.0937205,0.105451,0.1196892,0.1210308,0.09622692,0.07745357,0.127872,0.1014595,0.09176227
1105.976,0.09169059,0.1080646,0.09373241,0.1057389,0.1203146,0.1210323,0.09631716,0.07789263,0.1281681,0.1010279,0.09182288
1106.458,0.09202297,0.1083,0.09394574,0.1060887,0.1210262,0.1211656,0.09662974,0.07856534,0.1284269,0.10076,0.09182058
1106.94,0.09235708,0.1086369,0.0943312,0.1064995,0.1217418,0.1214453,0.09715848,0.07942665,0.1286455,0.1007037,0.09183381
1107.422,0.09273362,0.1090564,0.09484549,0.1069543,0.1223875,0.1218788,0.09787035,0.08042085,0.1288518,0.1008696,0.0919493
1107.904,0.09319523,0.109541,0.09544766,0.1074247,0.1229135,0.1224635,0.09869789,0.08149157,0.1290973,0.1012375,0.09224318
1108.386,0.09376485,0.1100788,0.09611674,0.1078844,0.1233187,0.1231833,0.09955223,0.08259818,0.1294395,0.1017693,0.09275541
1108.868,0.09443746,0.1106641,0.09685178,0.1083207,0.1236503,0.1240069,0.1003437,0.08371779,0.1299244,0.1024266,0.09348695
1109.351,0.09518044,0.111294,0.09766187,0.1087384,0.1239928,0.1248868,0.100998,0.08483602,0.1305773,0.1031819,0.09440495
1109.833,0.09594625,0.1119651,0.09854962,0.1091555,0.1244334,0.1257692,0.1014835,0.08593631,0.131393,0.1040236,0.09545617
1110.315,0.09668832,0.11267,0.09949839,0.1095916,0.1250301,0.1266045,0.1018188,0.08698973,0.1323394,0.1049486,0.09658043
1110.797,0.09737156,0.1133929,0.1004653,0.1100581,0.1257925,0.1273588,0.1020677,0.08795221,0.1333616,0.1059494,0.09771524
1111.279,0.09798342,0.1141112,0.1013914,0.1105529,0.1266762,0.1280271,0.1023163,0.08877912,0.1343988,0.1070036,0.09880841
1111.761,0.0985317,0.1147959,0.1022158,0.1110635,0.1276019,0.1286348,0.1026481,0.08944125,0.1353948,0.1080684,0.09981941
1112.243,0.09903671,0.1154142,0.1028912,0.1115761,0.1284783,0.1292321,0.1031175,0.08993907,0.1363073,0.1090833,0.1007229
1112.725,0.0995177,0.1159368,0.1034007,0.1120873,0.1292396,0.1298722,0.1037287,0.09030519,0.137116,0.1099876,0.1015123
1113.208,0.09998195,0.1163413,0.1037592,0.1126057,0.1298542,0.1305919,0.1044352,0.0905921,0.1378188,0.1107306,0.1021979
1113.69,0.1004158,0.1166165,0.1040065,0.1131472,0.130324,0.1313902,0.1051492,0.09085003,0.1384246,0.1112834,0.1028004
1114.172,0.1007875,0.1167668,0.1041909,0.1137213,0.1306686,0.132223,0.1057755,0.09110282,0.1389413,0.1116431,0.1033387
1114.654,0.1010523,0.1168138,0.1043564,0.1143172,0.1309071,0.1330079,0.1062318,0.09134009,0.1393675,0.1118288,0.103819
1115.136,0.1011655,0.1167958,0.1045307,0.1148936,0.1310479,0.1336436,0.1064731,0.0915229,0.1396891,0.1118737,0.1042249
1115.618,0.1010983,0.1167571,0.1047187,0.1153879,0.131088,0.134046,0.1065031,0.09160757,0.1398844,0.1118132,0.1045192
1116.1,0.100844,0.1167406,0.1049026,0.1157231,0.1310233,0.1341631,0.1063668,0.09156525,0.1399295,0.1116791,0.1046482
1116.582,0.1004198,0.1167703,0.1050444,0.1158311,0.1308565,0.1339905,0.1061323,0.09139682,0.1398094,0.1114932,0.1045561
1117.064,0.09985797,0.1168385,0.1050965,0.115674,0.1305987,0.1335641,0.1058599,0.09112827,0.1395222,0.1112628,0.1042044
1117.547,0.0991959,0.1169004,0.1050032,0.115249,0.1302624,0.1329428,0.1055866,0.09079283,0.1390793,0.1109813,0.1035787
1118.029,0.09846558,0.1168792,0.1047126,0.1145877,0.1298486,0.1321846,0.1053113,0.09040771,0.1385001,0.1106308,0.1026966
1118.511,0.0976868,0.1166914,0.1041887,0.1137411,0.1293402,0.1313269,0.1050019,0.08996087,0.1378037,0.1101874,0.1016018
1118.993,0.09687242,0.1162614,0.1034169,0.1127684,0.1287031,0.130386,0.104608,0.08941235,0.137006,0.109625,0.1003613
1119.475,0.09603314,0.1155501,0.1024132,0.1117196,0.1279033,0.1293623,0.1040829,0.08871317,0.1361174,0.1089231,0.09905136
1119.957,0.09518123,0.114565,0.1012211,0.1106251,0.1269269,0.1282536,0.103402,0.08783314,0.1351448,0.1080717,0.09774043
1120.439,0.09433159,0.1133569,0.09990719,0.1094979,0.1257956,0.1270663,0.102566,0.0867748,0.1340964,0.10707,0.09648512
1120.921,0.09349366,0.1120008,0.09854287,0.1083354,0.1245683,0.1258186,0.1015992,0.08557805,0.1329834,0.1059265,0.09531446
