absorbance_1.11_1A,1.11_1A,1.11_2A,1.11_3A,1.11_4A,1.11_5A,6.9_1,6.9_2,6.9_2_NoCbbes_DiffDrop_Drop1,6.9_2_NoCbbes_DiffDrop_Drop2_1,6.9_2_NoCbbes_DiffDrop_Drop2_2,6.9_2_NoCbbes_DiffDrop_Drop2_3,6.9_2_NoCbbes_SameDrop_1,6.9_2_NoCbbes_SameDrop_2,6.9_3,6.9_4,6.9_5
818.6342,0.03320815,0.04930206,0.07675678,0.02193197,0.06220577,0.06135273,0.06480336,0.06689728,0.01365957,0.06662266,0.09265409,0.04753208,0.05824108,0.04670402,0.0241778,0.02396634
819.1163,0.03392172,0.04869831,0.07651508,0.02212573,0.06325867,0.06180684,0.06472971,0.06720478,0.01317103,0.06629413,0.09280438,0.04755276,0.05856602,0.0466667,0.02436322,0.02320778
819.5984,0.03455425,0.04816075,0.07617702,0.02223356,0.06429577,0.0623891,0.06482891,0.0675116,0.01309712,0.06586144,0.09285489,0.04761026,0.05888102,0.04664183,0.02468206,0.02247975
820.0806,0.03499344,0.0477213,0.07576844,0.02218484,0.06522655,0.06298316,0.06510302,0.06782877,0.01344816,0.06538152,0.09282363,0.04767009,0.05916706,0.04662324,0.02509043,0.02187905
820.5627,0.03518951,0.04739324,0.07533467,0.02195562,0.06594753,0.06347073,0.06553313,0.06816472,0.01415245,0.06492127,0.09275656,0.04770538,0.05941181,0.0465805,0.02551595,0.02146641
821.0448,0.0351596,0.04717394,0.07493477,0.02157951,0.06637199,0.06377801,0.06608348,0.0685176,0.0150812,0.06453957,0.09271292,0.04771052,0.05961373,0.04647238,0.0258867,0.02125316
821.5269,0.03496497,0.04705142,0.07463701,0.02113568,0.06644857,0.06388955,0.06669901,0.06887351,0.01607115,0.06428102,0.09275334,0.04770207,0.05978174,0.04625915,0.02614778,0.02120577
822.009,0.03468112,0.04701113,0.07450303,0.02072283,0.06618746,0.06384734,0.0673065,0.06921171,0.01696331,0.0641694,0.09292147,0.04771305,0.05993314,0.04591792,0.02627883,0.0212501
822.4911,0.03436515,0.04704428,0.07456625,0.02041765,0.06566437,0.06372069,0.0678269,0.06951478,0.0176488,0.06420638,0.09322851,0.04777571,0.06008393,0.04545235,0.02629785,0.02129646
822.9733,0.03405233,0.04715043,0.07482251,0.02026,0.06501341,0.06357685,0.06817886,0.06977392,0.01807632,0.06437784,0.09364972,0.04790999,0.06024005,0.04489421,0.02625553,0.02125566
823.4554,0.03375854,0.04733833,0.07522346,0.02024521,0.06439386,0.06345231,0.06829772,0.06999003,0.01825839,0.064658,0.09412564,0.04811335,0.06038744,0.04430116,0.0262193,0.02106942
823.9375,0.03349578,0.04762032,0.07569396,0.02034277,0.06393693,0.06334521,0.06815587,0.07016646,0.01825056,0.06501594,0.09458279,0.0483636,0.060495,0.04374358,0.02624744,0.02073297
824.4196,0.03328918,0.0480058,0.07614528,0.02051977,0.06372546,0.06323256,0.06777,0.07029866,0.01812941,0.06541239,0.0949454,0.04862702,0.06052074,0.04330385,0.0263772,0.02030304
824.9017,0.03317908,0.04848952,0.07650436,0.02076332,0.06376964,0.06309621,0.06720577,0.07036658,0.01796666,0.06579948,0.09516097,0.0488734,0.06043314,0.04306336,0.02660858,0.0198883
825.3839,0.03320715,0.04904601,0.07673582,0.0210848,0.06402083,0.0629449,0.06655889,0.0703387,0.01781045,0.06612504,0.09521675,0.04908745,0.06022948,0.04308531,0.02690634,0.01961037
825.866,0.03340107,0.04962256,0.07684372,0.02150684,0.06439355,0.06282067,0.0659445,0.07018113,0.01768856,0.06633201,0.09514368,0.04926915,0.05994561,0.04340771,0.02720605,0.01957611
826.3481,0.03375182,0.05014428,0.07686567,0.0220382,0.06480183,0.06278153,0.06546587,0.06987835,0.01761128,0.06637306,0.09501032,0.04942858,0.05965025,0.04402466,0.02743327,0.0198308
826.8302,0.03421131,0.05053271,0.07684901,0.02265564,0.06518841,0.06286794,0.06518865,0.06944789,0.01757963,0.06622505,0.09489743,0.04957342,0.05941731,0.04488466,0.02752909,0.02033982
827.3123,0.03469634,0.05071682,0.07683424,0.02329521,0.06552818,0.06307849,0.06513663,0.06894736,0.0175923,0.06589773,0.09488167,0.04969934,0.05930333,0.04589005,0.02746419,0.02098963
827.7944,0.03511431,0.05066173,0.07683628,0.02386984,0.06582439,0.06335502,0.06528655,0.06846211,0.01764549,0.06543617,0.09500437,0.04978582,0.05931666,0.04692065,0.02725388,0.02162305
828.2766,0.03539274,0.05038214,0.07684636,0.02430269,0.06608945,0.06360313,0.0655852,0.06807629,0.01773218,0.06490569,0.09526082,0.04980358,0.05941472,0.04786587,0.02695395,0.02209606
828.7587,0.03548976,0.04994914,0.07684406,0.02454926,0.0663277,0.06371717,0.06596214,0.06785621,0.01783913,0.06438074,0.09560071,0.04972425,0.05951444,0.0486393,0.02665331,0.02231047
829.2408,0.03540426,0.0494763,0.07681776,0.02461959,0.06652841,0.06362899,0.06635149,0.06782399,0.01794874,0.0639195,0.09594426,0.04953697,0.05952894,0.04920129,0.02644701,0.02225496
829.7229,0.03516432,0.04908846,0.07677974,0.02457011,0.06667247,0.06333746,0.06670512,0.06795701,0.01804574,0.06355175,0.09621026,0.04925665,0.05940378,0.04955629,0.02640893,0.02199799
830.205,0.03481646,0.04890018,0.07676985,0.02448501,0.06674645,0.06291773,0.06699175,0.06819547,0.01812154,0.06328066,0.09633107,0.04892685,0.05913687,0.0497398,0.02657742,0.02166804
830.6871,0.03441013,0.04897009,0.07684028,0.02443789,0.06675852,0.06250072,0.06719947,0.06846681,0.01818001,0.0630909,0.0962761,0.04861004,0.05878406,0.04979724,0.02693888,0.02140092
831.1693,0.03399068,0.04928583,0.07703184,0.02446374,0.06674207,0.0622304,0.06732932,0.06870815,0.01823486,0.06296613,0.09605133,0.04837043,0.05843516,0.049765,0.02743493,0.02129299
831.6514,0.0336061,0.04976229,0.07735334,0.02454851,0.06675002,0.06222971,0.06739085,0.0688774,0.01830383,0.0629038,0.09569138,0.04826235,0.0581879,0.04966374,0.02797432,0.0213778
832.1335,0.03330544,0.05027209,0.07776897,0.02463656,0.06683089,0.06255235,0.06739864,0.06896146,0.01839757,0.06292258,0.09524103,0.04831201,0.05810705,0.04949614,0.02846328,0.0216135
832.6156,0.03314085,0.050687,0.07820944,0.02465699,0.06700684,0.06317288,0.06737006,0.06896707,0.01851253,0.0630563,0.09473959,0.04851415,0.05820916,0.04925649,0.02882723,0.02190744
833.0977,0.03316565,0.05091395,0.07859024,0.02454897,0.06726042,0.06399029,0.06732719,0.06891115,0.01862934,0.06334233,0.09421647,0.04883529,0.05846326,0.04894018,0.02902181,0.02214524
833.5798,0.03341655,0.05093213,0.07884937,0.02428849,0.06753654,0.06486228,0.06729375,0.06881244,0.01872094,0.06380146,0.09369059,0.04922717,0.05881012,0.04854998,0.02904021,0.02223975
834.062,0.03390245,0.05079362,0.07896779,0.02389288,0.06776142,0.06563916,0.06729543,0.06869163,0.01876432,0.06442732,0.09318326,0.04964075,0.05918515,0.04809754,0.02890291,0.0221545
834.5441,0.03459363,0.05060806,0.07897796,0.02341346,0.06786691,0.06619587,0.06735821,0.06857792,0.01875203,0.06518235,0.09272943,0.05003807,0.05953542,0.04760108,0.02864484,0.02191388
835.0262,0.03542643,0.05049334,0.07894678,0.02291135,0.06782291,0.06647037,0.06750298,0.06851093,0.01869939,0.06600983,0.09237858,0.05040452,0.05983361,0.04708215,0.02829909,0.02158893
835.5083,0.03631251,0.05053921,0.07895166,0.02243913,0.06764656,0.06646772,0.06774358,0.06854121,0.01864209,0.06684621,0.09219112,0.05074636,0.06007221,0.04656667,0.02789026,0.02127217
835.9904,0.0371561,0.05077589,0.07905053,0.02202685,0.06740024,0.06625739,0.06808294,0.068721,0.0186263,0.06763434,0.09222466,0.05108257,0.06025654,0.04608982,0.02743651,0.02104934
836.4725,0.03788129,0.05116739,0.0792584,0.02167877,0.06716286,0.06594318,0.06851037,0.06908326,0.01869139,0.06833691,0.09251156,0.05143024,0.06039754,0.04569377,0.02695386,0.02096924
836.9547,0.03843641,0.0516303,0.07954903,0.02138373,0.06700704,0.06563941,0.06899926,0.069627,0.01885985,0.06893221,0.0930487,0.05179062,0.06051078,0.0454282,0.02646751,0.02103987
837.4368,0.0387998,0.05206581,0.07986514,0.02113182,0.06697233,0.06544007,0.06950656,0.07030628,0.01913084,0.06941026,0.09378912,0.05213952,0.06062137,0.0453388,0.02601758,0.02122936
837.9189,0.03897615,0.05240204,0.0801473,0.02092762,0.06705421,0.06539055,0.06998222,0.07104229,0.01948493,0.06976735,0.09465569,0.05243336,0.06076448,0.0454491,0.02565233,0.02148547
838.401,0.03898786,0.05260725,0.08034857,0.02079777,0.06721193,0.06548559,0.0703731,0.07173593,0.01989259,0.0700023,0.09555107,0.05261817,0.06098619,0.04574983,0.02542187,0.02174951
838.8831,0.03886931,0.05269443,0.08044752,0.02078711,0.06738899,0.06567455,0.07063767,0.07229785,0.02032708,0.07011898,0.09637995,0.05265072,0.06133117,0.04619238,0.02536265,0.02197552
839.3652,0.03865908,0.05269955,0.08044653,0.02094035,0.06754348,0.06588919,0.07075895,0.07267773,0.02077401,0.07012841,0.09707363,0.05251866,0.06182286,0.04670662,0.02548438,0.0221427
839.8474,0.03840216,0.05265814,0.08036081,0.02128829,0.06766225,0.06606363,0.07075077,0.072871,0.02123182,0.07005221,0.09759246,0.05224833,0.06245002,0.04721586,0.02576784,0.02225389
840.3295,0.03814725,0.0525813,0.08020744,0.02182707,0.06776842,0.06615935,0.07065818,0.07291622,0.02170581,0.06991891,0.09792952,0.05190215,0.06315663,0.04766672,0.02616856,0.02233243
840.8116,0.03793993,0.0524514,0.07999904,0.02251248,0.06790561,0.06617357,0.07054381,0.07287294,0.02219864,0.06975655,0.09810337,0.05155656,0.06385725,0.04804644,0.02663349,0.02240929
841.2937,0.03782124,0.05223418,0.07975033,0.02325936,0.06811966,0.06613281,0.07047795,0.07280362,0.02270069,0.06958733,0.09814974,0.05128719,0.06444905,0.04838123,0.0271088,0.02251679
841.7758,0.03781815,0.05190417,0.0794843,0.02396113,0.0684316,0.06607591,0.07051578,0.07275088,0.02318517,0.06942308,0.09811259,0.05114273,0.06484565,0.0487206,0.02755393,0.02267927
842.2579,0.03793627,0.05146838,0.07923505,0.0245243,0.06882438,0.0660328,0.07068203,0.07272972,0.02361533,0.06926776,0.09803552,0.0511343,0.06500533,0.04910744,0.0279476,0.02290864
842.7401,0.03815947,0.05098106,0.07904933,0.02488894,0.06924119,0.06601427,0.07096741,0.07273203,0.02394934,0.06912575,0.09796152,0.05123737,0.0649379,0.04955774,0.0282845,0.02320633
843.2222,0.03845153,0.05053657,0.07897078,0.02505754,0.0696029,0.06600793,0.07133028,0.0727378,0.02415508,0.06900982,0.09792518,0.051404,0.0647013,0.05004644,0.02857203,0.02356407
843.7043,0.03876611,0.0502385,0.07902244,0.02509235,0.06983747,0.06598967,0.07171504,0.07272895,0.0242197,0.06894322,0.09794656,0.05158366,0.06437419,0.05051936,0.02882502,0.02396732
844.1864,0.03905094,0.05017899,0.07919608,0.0251041,0.0698979,0.06593794,0.07206231,0.07269607,0.0241519,0.06895652,0.09802871,0.0517324,0.06403663,0.05091006,0.02906311,0.02439515
844.6685,0.0392592,0.05039994,0.07944896,0.0252103,0.06978441,0.06584887,0.07232871,0.07264125,0.02397976,0.06907211,0.09815367,0.05182458,0.06374113,0.05117136,0.0293066,0.02482166
845.1506,0.03935664,0.05088173,0.07971869,0.02549199,0.06954186,0.06574006,0.07249504,0.07257529,0.02374163,0.06929069,0.0982877,0.05185182,0.06350414,0.05129435,0.0295725,0.02521721
845.6328,0.03932217,0.05154391,0.07993876,0.02596813,0.0692523,0.06564812,0.07256512,0.07251375,0.0234818,0.06958135,0.09838708,0.05181709,0.06331329,0.0513114,0.02986952,0.02554697
846.1149,0.03915442,0.05227012,0.0800664,0.02657947,0.06900637,0.06561395,0.07256016,0.07247313,0.02323944,0.06988643,0.09841356,0.05173027,0.06314205,0.05128267,0.03018977,0.02577761
846.597,0.03887123,0.05294343,0.08009492,0.02720982,0.06887706,0.06566989,0.07250916,0.07247016,0.02304512,0.07014034,0.09834695,0.05160741,0.06296956,0.0512709,0.03050569,0.02588389
847.0791,0.03851216,0.05346958,0.08005472,0.02771353,0.06890512,0.06583205,0.07244162,0.07252146,0.02292019,0.07028804,0.09819071,0.05147278,0.06279255,0.0513246,0.03076747,0.02585451
847.5612,0.03812972,0.05380843,0.07999826,0.02797446,0.06908625,0.06609683,0.07237977,0.07263896,0.02287295,0.07031121,0.09797166,0.0513587,0.06262945,0.05145949,0.03091576,0.02570013
848.0433,0.0377811,0.05397466,0.07997974,0.027941,0.06937908,0.06644503,0.07233676,0.0728246,0.02289895,0.07023326,0.09773023,0.05130287,0.06251171,0.05166131,0.03089708,0.02545473
848.5255,0.03751984,0.05402914,0.08004112,0.02764259,0.06971797,0.06684577,0.07231875,0.07306299,0.02297874,0.07011385,0.09751019,0.05134242,0.06247242,0.05189256,0.03067813,0.02517705
849.0076,0.03737856,0.05405039,0.08019885,0.02718088,0.07003856,0.06726316,0.07232566,0.07331938,0.02308039,0.07002163,0.09734347,0.05149946,0.06252778,0.05210855,0.03026231,0.02493636
849.4897,0.03736389,0.054109,0.08044739,0.02669642,0.07029509,0.06765793,0.0723547,0.07354396,0.02316322,0.07001105,0.09724592,0.05177354,0.06267131,0.05226674,0.02968966,0.02480216
849.9718,0.03745523,0.05424468,0.08076736,0.02633449,0.07047202,0.06798753,0.07240281,0.07368317,0.02318514,0.07010461,0.09721927,0.052138,0.06287259,0.05233083,0.02903018,0.02482979
850.4539,0.03761476,0.05445008,0.08113831,0.0261942,0.07058769,0.06821432,0.0724688,0.07370213,0.02311817,0.07028674,0.09725744,0.05255005,0.06309115,0.05227687,0.02835952,0.02504168
850.936,0.03779993,0.05467646,0.08154268,0.02631547,0.07068546,0.06830996,0.07255633,0.07359866,0.02295821,0.07051848,0.09735602,0.05296448,0.06329186,0.0520942,0.02774238,0.02542194
851.4182,0.03797704,0.0548487,0.08196634,0.02667603,0.07081923,0.06826439,0.07267413,0.07341072,0.02273236,0.07075759,0.09751834,0.05334781,0.06346067,0.05179012,0.02722218,0.02591295
851.9003,0.03813139,0.05490013,0.0823941,0.02720995,0.07103114,0.0680913,0.07283235,0.07320127,0.02249185,0.07098041,0.09775295,0.05368766,0.06361137,0.05139371,0.02681791,0.02643074
852.3824,0.03826545,0.05479235,0.08280222,0.02782609,0.07133904,0.06782976,0.07303722,0.07304049,0.02230256,0.07118803,0.09806711,0.05398715,0.06378054,0.05095945,0.02654004,0.02687589
852.8645,0.03839106,0.05453549,0.08315542,0.02842629,0.07172625,0.06753766,0.07328045,0.07297622,0.02222483,0.07139965,0.09845495,0.05425164,0.06400947,0.05056299,0.02640438,0.0271534
853.3466,0.03851849,0.05418327,0.08341593,0.0289266,0.07214589,0.06727348,0.07353279,0.07301072,0.02228981,0.07163353,0.09889046,0.05447398,0.06431816,0.05027816,0.0264374,0.02719924
853.8287,0.03864851,0.05381897,0.08355099,0.02925406,0.07252941,0.06708598,0.0737398,0.07309751,0.02249137,0.07189058,0.09932505,0.05462832,0.06468774,0.05016212,0.02667244,0.02698762
854.3109,0.03877089,0.05352454,0.08354656,0.02935332,0.07280533,0.06699967,0.07382843,0.07315358,0.02278357,0.07214406,0.09969451,0.05467505,0.06505071,0.05023107,0.02712941,0.02654043
854.793,0.03887138,0.0533477,0.08341639,0.02919449,0.07292427,0.06701019,0.07373183,0.07309796,0.02310098,0.07234985,0.0999405,0.05458307,0.06531288,0.05045304,0.02779506,0.02591658
855.2751,0.0389396,0.05329042,0.08320207,0.02877603,0.07286915,0.06709053,0.07340623,0.07287777,0.02337546,0.07246244,0.1000213,0.05434923,0.06537439,0.0507545,0.02860709,0.02520413
855.7572,0.03897737,0.05330901,0.08296479,0.02813469,0.0726651,0.06720223,0.07285912,0.07249922,0.02356322,0.07246087,0.09992877,0.05401606,0.06517442,0.05104408,0.02945989,0.02449919
856.2393,0.03899862,0.05334142,0.08276522,0.02734289,0.07236983,0.06731104,0.0721554,0.07202654,0.02365892,0.07236236,0.09968983,0.05366353,0.0647219,0.05124951,0.0302363,0.0238827
856.7214,0.03902443,0.05333054,0.08265112,0.02651061,0.07206366,0.06739291,0.0714184,0.07157044,0.023694,0.07222448,0.09936324,0.05339781,0.06410803,0.05133511,0.03083057,0.02341615
857.2036,0.03907214,0.05325535,0.08263892,0.0257653,0.07182527,0.06744096,0.0708008,0.07125009,0.0237234,0.07212691,0.09902275,0.05331352,0.06349012,0.05131723,0.03118911,0.02312924
857.6857,0.03914681,0.05313785,0.08270869,0.0252193,0.07170652,0.06746222,0.07043352,0.0711472,0.02379663,0.07213697,0.09873164,0.05345693,0.06303451,0.05125012,0.03132584,0.02302026
858.1678,0.03924,0.05303428,0.08280376,0.02495711,0.07172302,0.06747416,0.07039893,0.07128683,0.02394163,0.07229063,0.09853145,0.05381295,0.06288004,0.0512058,0.03131745,0.02306164
858.6499,0.03933593,0.05300571,0.08284619,0.02500846,0.07184693,0.06749736,0.07069106,0.07162251,0.02414691,0.07257167,0.09842499,0.05430336,0.06307592,0.05124157,0.03127413,0.02320908
859.132,0.03942344,0.05308476,0.08276188,0.02534731,0.07201982,0.06754815,0.07122143,0.07206085,0.02436882,0.07292198,0.09838083,0.05481946,0.06356886,0.05137701,0.03129609,0.02341455
859.6141,0.03950638,0.05325853,0.0824946,0.0259004,0.07216563,0.0676342,0.07183549,0.072486,0.02454287,0.07325839,0.09834363,0.05524761,0.06421299,0.05159118,0.03145108,0.02363118
860.0963,0.03960706,0.05346641,0.08203262,0.0265707,0.07221638,0.06774972,0.07236635,0.072806,0.02461077,0.0735079,0.09825715,0.05551055,0.06482121,0.05183262,0.03175199,0.02382414
860.5784,0.03975906,0.05362613,0.08141394,0.02726436,0.07213116,0.06787334,0.07268936,0.07298064,0.02454029,0.07363255,0.09808728,0.05558447,0.06523075,0.05204349,0.03216571,0.02397347
861.0605,0.03999427,0.05366034,0.0807265,0.02789913,0.07190047,0.06796968,0.07274932,0.07302899,0.02433224,0.07363723,0.09783535,0.05549579,0.06534024,0.05217578,0.03263022,0.02407417
861.5426,0.04032417,0.05353549,0.08008384,0.02842226,0.07154703,0.06799944,0.0725811,0.0730195,0.0240175,0.07356237,0.09754258,0.05530303,0.06514691,0.05220997,0.03308108,0.02413441
862.0247,0.04072915,0.0532752,0.07959398,0.02880871,0.07111175,0.06793403,0.07228585,0.07303944,0.02364047,0.0734591,0.09727713,0.05506884,0.06473136,0.05215346,0.03346692,0.02417029
862.5068,0.04115619,0.05295783,0.07933676,0.02905288,0.07064339,0.06776885,0.07199725,0.07316925,0.02324391,0.07336578,0.0971171,0.05484191,0.06422625,0.0520344,0.03374727,0.02420074
862.989,0.04153465,0.05268461,0.07933525,0.02916242,0.07018213,0.06753437,0.07182164,0.07344788,0.0228516,0.07328556,0.09711811,0.05464011,0.06375613,0.051888,0.03388895,0.02424021
863.4711,0.04179617,0.05254578,0.07955769,0.0291513,0.0697563,0.06729088,0.0718037,0.07386415,0.02246701,0.07318559,0.09729446,0.05445443,0.06339926,0.0517473,0.03385743,0.02429365
863.9532,0.04189305,0.05259497,0.07992853,0.02903952,0.06938735,0.0671182,0.07191403,0.07436023,0.02208246,0.0730101,0.09761021,0.05426057,0.06317349,0.05164374,0.0336149,0.02435757
864.4353,0.04181611,0.05282865,0.0803605,0.028853,0.06909445,0.06708247,0.07206605,0.07485561,0.02169326,0.07271113,0.09799021,0.05403603,0.06304464,0.05160602,0.03313686,0.02442287
864.9174,0.04159447,0.05319382,0.08077972,0.02862861,0.06890053,0.06721374,0.07215537,0.07527296,0.02131296,0.07227354,0.09834222,0.05377373,0.0629591,0.05166181,0.03242996,0.02448145
865.3995,0.04128814,0.05360289,0.08114075,0.02841707,0.06883207,0.06748884,0.07210092,0.0755602,0.02097999,0.07173194,0.09858227,0.05348884,0.0628765,0.05183693,0.03155186,0.0245336
865.8817,0.04096519,0.05396707,0.0814336,0.02827441,0.0689086,0.06783737,0.07188598,0.07570785,0.02074767,0.07116261,0.09866697,0.05321554,0.06279524,0.05214344,0.03060513,0.0245916
866.3638,0.0406866,0.05421375,0.0816682,0.02825637,0.06913111,0.06816126,0.07156459,0.07574566,0.02067023,0.07066413,0.09860196,0.05300095,0.062752,0.05257118,0.02972326,0.02467838
866.8459,0.0404948,0.05429967,0.08185521,0.02840571,0.06946993,0.06836507,0.07124814,0.07572883,0.0207817,0.07032599,0.09843747,0.05289378,0.06280402,0.05307836,0.02903837,0.02482131
867.328,0.04040674,0.05421612,0.0819902,0.02873538,0.06986897,0.06839557,0.07105751,0.0757104,0.02107703,0.07019313,0.09824315,0.05292847,0.06299525,0.05359931,0.0286346,0.02503911
867.8101,0.04042052,0.05398197,0.08205032,0.02922179,0.07025255,0.0682516,0.07108977,0.07572472,0.02150679,0.0702561,0.09808627,0.05311811,0.06333388,0.05405384,0.02853315,0.02533309
868.2922,0.04052204,0.05363888,0.08200438,0.02979918,0.07054717,0.06798442,0.07138237,0.07577273,0.0219813,0.07045259,0.09800799,0.05344654,0.06377785,0.05436771,0.02868579,0.02568185
868.7744,0.040694,0.05324049,0.08183454,0.03037503,0.07071077,0.06767078,0.07190331,0.07582513,0.02240033,0.07069875,0.09801322,0.05387148,0.06424949,0.05449925,0.02900231,0.02604705
869.2565,0.04091639,0.05285282,0.08155298,0.0308391,0.07074489,0.06739018,0.07256273,0.07583372,0.02266993,0.07091382,0.09807856,0.05432802,0.06465351,0.05444783,0.02937784,0.02638252
869.7386,0.04116658,0.05254691,0.08121024,0.03109037,0.0707003,0.06719792,0.07324126,0.07575272,0.02273258,0.07105236,0.0981673,0.05474336,0.0649096,0.05425669,0.0297295,0.026652
870.2207,0.04141887,0.05238354,0.08087891,0.03106707,0.07065322,0.06711291,0.07383391,0.07555959,0.022583,0.07111663,0.09825185,0.05505952,0.06498046,0.05399293,0.03002103,0.02684442
870.7028,0.04163985,0.05240873,0.08063783,0.03075827,0.07068366,0.06712709,0.07426214,0.07526195,0.02226638,0.07114609,0.09832039,0.0552416,0.06487581,0.05373199,0.03025602,0.02697814
871.1849,0.04179101,0.05263823,0.08054187,0.03021394,0.07083929,0.06721761,0.07448938,0.0748973,0.02186535,0.07119229,0.0983782,0.0552899,0.06464788,0.05353241,0.03046241,0.0270964
871.6671,0.04183791,0.05305265,0.08060438,0.02952806,0.07111663,0.06736369,0.07451265,0.07451536,0.02146912,0.07128613,0.09843467,0.05523537,0.06436609,0.05342142,0.03066535,0.02724652
872.1492,0.04175358,0.053596,0.08079718,0.02882628,0.071459,0.06754794,0.07434564,0.07416375,0.02115753,0.07142027,0.09848962,0.0551299,0.0641012,0.05339726,0.03086956,0.02746445
872.6313,0.04152961,0.05418696,0.08106242,0.02823116,0.07177565,0.06775181,0.07400671,0.07386939,0.02097738,0.07154536,0.09852324,0.0550274,0.06390315,0.05343617,0.03105251,0.02775363
873.1134,0.0411792,0.05474123,0.08133967,0.02782874,0.07198019,0.06794896,0.07351246,0.07363108,0.02093359,0.07159445,0.09850093,0.05496352,0.06379071,0.05350854,0.03117665,0.02808188
873.5955,0.04073747,0.05518056,0.08158015,0.02766028,0.07201355,0.06809755,0.07288804,0.07342431,0.02099647,0.07150828,0.09838343,0.05494922,0.06375691,0.05358603,0.03120347,0.02838629
874.0776,0.04025587,0.05545471,0.08176246,0.02771185,0.07187042,0.06815101,0.07217684,0.07321656,0.02111513,0.07127011,0.098149,0.05496734,0.0637772,0.05365013,0.03111347,0.02859657
874.5598,0.03978904,0.05554874,0.08188936,0.02793054,0.0715948,0.06807854,0.07144621,0.0729872,0.02124015,0.07091694,0.09780698,0.05498445,0.06382516,0.05369128,0.03091298,0.0286629
875.0419,0.03939129,0.05547941,0.08197623,0.02823976,0.07126527,0.06788296,0.07079079,0.07273805,0.02133179,0.0705317,0.09739985,0.05496107,0.06387921,0.05370363,0.0306318,0.0285718
875.524,0.03910351,0.05528806,0.08203715,0.02856681,0.07096122,0.06761416,0.07031006,0.07249889,0.02137226,0.07021064,0.09699101,0.05486859,0.06393073,0.05368209,0.03031276,0.02835862
876.0061,0.03894869,0.05502592,0.0820771,0.02886115,0.07073549,0.06735738,0.0700783,0.07231515,0.02136093,0.07002322,0.0966402,0.05469703,0.06398121,0.05362354,0.02999693,0.02809534
876.4882,0.03893188,0.05474949,0.08209495,0.02909717,0.07060492,0.06721507,0.07012393,0.07223384,0.02130656,0.06998992,0.09638792,0.05445614,0.06403576,0.05353002,0.02972088,0.02787632
876.9703,0.03904017,0.05450667,0.08209037,0.02927598,0.07055026,0.0672624,0.07040845,0.07228102,0.02121731,0.07006935,0.09623934,0.05417075,0.06409512,0.05341364,0.02951064,0.02778313
877.4525,0.03924826,0.05433158,0.08207264,0.02941337,0.0705347,0.06751867,0.0708364,0.07245009,0.02109593,0.07018102,0.09617085,0.05387322,0.0641491,0.05329745,0.02938474,0.02786057
877.9346,0.03952157,0.05424253,0.08206461,0.02952814,0.07052234,0.0679357,0.07127228,0.07270041,0.02094128,0.07023372,0.09614592,0.05359897,0.06417435,0.05321245,0.02935822,0.02810636
878.4167,0.03982471,0.05423709,0.08209416,0.02962978,0.07049693,0.06841405,0.0715907,0.07297091,0.0207556,0.07017133,0.09613926,0.05337839,0.06414034,0.05318673,0.02944006,0.02847188
878.8988,0.04012687,0.05429319,0.08218315,0.02971402,0.07046463,0.06883858,0.07171187,0.07319973,0.02055288,0.069995,0.09615289,0.05323519,0.06401908,0.05323415,0.0296306,0.02888182
879.3809,0.04040254,0.05437023,0.08233602,0.02976303,0.07044598,0.06911013,0.0716223,0.07333878,0.02036456,0.06976601,0.09621871,0.05318461,0.06379672,0.05334732,0.02991581,0.02925129
879.863,0.04063469,0.05442029,0.082534,0.02975345,0.07046098,0.0691831,0.07137917,0.0733705,0.0202341,0.06958043,0.09638353,0.05323005,0.06348622,0.0534965,0.03026568,0.02951619
880.3452,0.04081244,0.05439804,0.08274142,0.02966516,0.07051644,0.06906733,0.07108743,0.07330797,0.02020834,0.06953557,0.09668708,0.05336193,0.06313112,0.05363755,0.03063731,0.02964418
880.8273,0.04092783,0.05427142,0.08291677,0.02949036,0.07060085,0.06881618,0.07087098,0.07318881,0.02032445,0.06969893,0.09714142,0.05355717,0.06280614,0.05372208,0.03098053,0.02963659
881.3094,0.04097533,0.0540335,0.08303228,0.02924018,0.07069125,0.06849545,0.07082544,0.07305995,0.02059583,0.0700818,0.09772015,0.05378572,0.06259564,0.05371698,0.03125276,0.02951942
881.7915,0.04095171,0.05370432,0.08308166,0.02894363,0.07076517,0.06816109,0.07100005,0.07296732,0.02100883,0.07064217,0.09836555,0.05401801,0.06257828,0.05361022,0.03142629,0.02932841
882.2736,0.04085987,0.05332589,0.08308262,0.02864414,0.07081414,0.06784698,0.0713864,0.07294779,0.02152544,0.07129753,0.09900551,0.05423264,0.06280386,0.05341504,0.03149211,0.02909398
882.7557,0.04071291,0.05294746,0.08306599,0.02838312,0.0708503,0.06756554,0.07192888,0.07302389,0.02209821,0.07195836,0.09958345,0.05442406,0.06327441,0.05316114,0.03146059,0.02883045
883.2379,0.04053989,0.052614,0.08306456,0.02819147,0.07090401,0.06732403,0.0725401,0.07320601,0.02267893,0.072543,0.1000693,0.05460064,0.06393895,0.05288569,0.03135709,0.02853961
883.72,0.04038764,0.0523539,0.08310023,0.02807676,0.07101315,0.0671386,0.07312022,0.07349166,0.0232278,0.07299116,0.100465,0.05477881,0.06469637,0.05262212,0.03121843,0.0282187
