absorbance_1.11_1A,1.11_1A,1.11_2A,1.11_3A,1.11_4A,1.11_5A,6.9_1,6.9_2,6.9_2_NoCbbes_DiffDrop_Drop1,6.9_2_NoCbbes_DiffDrop_Drop2_1,6.9_2_NoCbbes_DiffDrop_Drop2_2,6.9_2_NoCbbes_DiffDrop_Drop2_3,6.9_2_NoCbbes_SameDrop_1,6.9_2_NoCbbes_SameDrop_2,6.9_3,6.9_4,6.9_5
1776.6,0.0430607,0.05671945,0.0848364,0.02916481,0.07257218,0.07160714,0.07545089,0.07877728,0.02430224,0.07533992,0.1008845,0.05915757,0.06811155,0.05469229,0.0317011,0.02717114
1777.082,0.04288618,0.05647364,0.08472469,0.02917019,0.07231273,0.07145686,0.07516435,0.07858853,0.02407295,0.07503983,0.1006474,0.05894605,0.06795894,0.05471291,0.031523,0.02699143
1777.564,0.04271085,0.0562392,0.08464774,0.02918074,0.07205881,0.07127174,0.07488616,0.07843661,0.02386671,0.07478156,0.1004245,0.05873982,0.06779476,0.05474917,0.03134535,0.02685895
1778.046,0.04253614,0.05601929,0.08456239,0.02916116,0.07181639,0.0710691,0.07461509,0.0783022,0.02367533,0.07456428,0.1002084,0.05852709,0.06760611,0.05479068,0.03115716,0.02676677
1778.529,0.04236207,0.0558163,0.08443111,0.02907597,0.0715849,0.07086771,0.07435191,0.07816301,0.02348755,0.07437821,0.099994,0.05828874,0.06737901,0.05482361,0.03095085,0.02669616
1779.011,0.042189,0.05563099,0.08423226,0.02889981,0.0713594,0.07067963,0.07410045,0.07799906,0.02329387,0.07420851,0.09978101,0.05800584,0.06710337,0.05482826,0.03072451,0.02661935
1779.493,0.04201949,0.05546177,0.08396466,0.02862592,0.07113282,0.07050711,0.07386913,0.07779531,0.02308927,0.07403876,0.09957442,0.05766805,0.06677928,0.05477602,0.03048486,0.0265026
1779.975,0.04185991,0.05530462,0.08364844,0.02827569,0.07090048,0.07033964,0.07366984,0.0775503,0.02287639,0.07385702,0.09938524,0.05728475,0.06642395,0.05463721,0.0302469,0.0263174
1780.457,0.04171973,0.05515656,0.08331855,0.02789435,0.07066465,0.0701618,0.0735124,0.07727943,0.02266511,0.07366262,0.09922587,0.0568861,0.06606991,0.05439635,0.03002917,0.02605713
1780.939,0.04160722,0.05501736,0.08301052,0.02753738,0.0704346,0.06996164,0.07340065,0.07701235,0.02246867,0.07346673,0.09910527,0.05651576,0.06575638,0.05406119,0.02984701,0.02574307
1781.421,0.0415264,0.05489321,0.0827462,0.02724563,0.07022492,0.06974126,0.07333091,0.07677988,0.02229852,0.0732875,0.09902457,0.05621192,0.06551301,0.05366234,0.0297056,0.0254188
1781.903,0.04147354,0.05479331,0.0825274,0.02702927,0.07004854,0.0695164,0.0732951,0.07660088,0.02215982,0.0731397,0.09897742,0.05599413,0.06535046,0.05323627,0.02959819,0.02512979
1782.385,0.04143782,0.05472686,0.08234207,0.02687288,0.06991585,0.06930967,0.07328352,0.07647951,0.02205233,0.0730296,0.09895183,0.0558641,0.06526168,0.05281565,0.02950875,0.02491335
1782.868,0.04140308,0.05469781,0.08217328,0.02674612,0.06983162,0.06914106,0.07328576,0.07640435,0.02196997,0.07294999,0.09893204,0.05580945,0.06522651,0.05242125,0.02941558,0.02478885
1783.35,0.04135162,0.05470175,0.08200734,0.02661933,0.06979523,0.06901859,0.07328901,0.0763528,0.02190195,0.07288153,0.09890028,0.05580954,0.06521822,0.05206224,0.02929684,0.02475591
1783.832,0.04126513,0.05472402,0.08183932,0.02647036,0.06979928,0.06893453,0.07327642,0.07629441,0.02183218,0.0727945,0.0988371,0.05583641,0.06520567,0.05174336,0.02913421,0.02479391
1784.314,0.04113176,0.05474035,0.08167379,0.02629252,0.06982911,0.0688637,0.07322857,0.07619896,0.02174171,0.07265776,0.09872679,0.0558593,0.06516104,0.05146794,0.02892289,0.02486405
1784.796,0.04094971,0.05472636,0.08152189,0.02609601,0.06986649,0.06877377,0.07313006,0.07604846,0.02161548,0.07245341,0.09856428,0.05585255,0.06506952,0.05124152,0.02867823,0.02492076
1785.278,0.04073066,0.05466469,0.0813963,0.02590362,0.06989332,0.06863654,0.07297467,0.0758438,0.02144897,0.07218626,0.09835964,0.05580148,0.06493413,0.05107233,0.02843563,0.02492283
1785.76,0.04049587,0.05455649,0.08130538,0.02574169,0.06990033,0.06844567,0.07276972,0.07560707,0.02125297,0.07188698,0.09813603,0.05570902,0.06477597,0.05096886,0.02823777,0.02485134
1786.242,0.04026851,0.0544195,0.08125065,0.02562713,0.06988977,0.0682181,0.07253201,0.07536909,0.02104875,0.07159769,0.09791975,0.05559022,0.06462259,0.05093529,0.02811616,0.02471218
1786.725,0.04006858,0.05428128,0.08122774,0.02556622,0.06987181,0.06798855,0.07228316,0.07516074,0.02086327,0.07136048,0.09773297,0.05546657,0.06449854,0.05096989,0.02808252,0.02452783
1787.207,0.03990869,0.05416774,0.08122902,0.0255534,0.06985853,0.06779408,0.07204254,0.07500103,0.02071839,0.07120245,0.09758712,0.05535666,0.06441633,0.0510619,0.0281242,0.02432396
1787.689,0.03979358,0.05409475,0.08124685,0.02557686,0.06985865,0.06766347,0.0718246,0.07489565,0.02062753,0.07113247,0.0974825,0.05527129,0.06437559,0.05119365,0.02821205,0.02411976
1788.171,0.03972431,0.05406762,0.0812749,0.02562364,0.06987506,0.06761464,0.0716408,0.07484087,0.02059555,0.07114404,0.09741278,0.05521447,0.06436636,0.05133943,0.02830558,0.02392719
1788.653,0.03969804,0.05407902,0.08130905,0.02568218,0.06990307,0.06764969,0.07149998,0.07482632,0.02061944,0.07121947,0.09736884,0.05518364,0.06437418,0.05146964,0.02836517,0.02374909
1789.135,0.03970829,0.05411271,0.08134718,0.02574206,0.0699316,0.06775635,0.07140943,0.07483938,0.02069087,0.07133391,0.09734367,0.05517111,0.06438404,0.05155342,0.02835821,0.02358445
1789.617,0.039743,0.05414348,0.0813879,0.02579006,0.06994234,0.06790588,0.07137676,0.07486729,0.02079677,0.07145614,0.09733549,0.05516592,0.06438275,0.0515595,0.02826557,0.02343182
1790.099,0.03978455,0.05414315,0.08142818,0.02580903,0.06991464,0.06805535,0.0714073,0.07490008,0.02092447,0.07155508,0.09735087,0.05515638,0.06436219,0.05146381,0.02808884,0.02329261
1790.582,0.03980758,0.05408484,0.08145958,0.02577329,0.06982862,0.0681488,0.0715002,0.07493082,0.02106205,0.07160107,0.09740209,0.05513316,0.06431913,0.05125583,0.02785444,0.02317206
1791.064,0.03978276,0.05395022,0.08146494,0.02565043,0.06967267,0.06812482,0.07163927,0.0749544,0.02119812,0.07157204,0.09749869,0.05509221,0.06425547,0.05095284,0.02761578,0.02307547
1791.546,0.03969078,0.05374341,0.08142298,0.0254181,0.06945587,0.06794381,0.07179005,0.07496746,0.02132256,0.07146437,0.09763324,0.0550388,0.06417698,0.05060454,0.02743328,0.02300189
1792.028,0.0395371,0.05349657,0.08131892,0.02508646,0.0692112,0.06761626,0.07190578,0.07496811,0.0214257,0.07130042,0.09777222,0.05498469,0.06409235,0.05028443,0.02734769,0.02293766
1792.51,0.03935686,0.05326106,0.08115819,0.02470796,0.06898616,0.06720751,0.07194932,0.07495687,0.02149848,0.07112084,0.09786563,0.0549398,0.0640108,0.05005649,0.0273535,0.02285991
1792.992,0.03919481,0.05307979,0.08096689,0.02435192,0.06881621,0.06679881,0.07191457,0.07493639,0.02153216,0.07096092,0.09787705,0.05490243,0.06393956,0.04994284,0.0274109,0.02275223
1793.474,0.03908242,0.0529718,0.08077953,0.02406983,0.06871156,0.0664482,0.07182261,0.07490938,0.02151601,0.07083569,0.0977963,0.05485943,0.0638812,0.04992537,0.02747429,0.02261242
1793.956,0.03902683,0.05293166,0.08062456,0.0238787,0.06865959,0.06617684,0.07170536,0.07487556,0.02143587,0.07073867,0.09763545,0.05479109,0.06383251,0.04996746,0.02751562,0.02245179
1794.438,0.0390149,0.05294176,0.08051757,0.02376661,0.06863865,0.06597888,0.07158823,0.07483139,0.02127751,0.07065121,0.09741583,0.05468122,0.06378473,0.05003455,0.02752744,0.02228698
1794.921,0.03902351,0.05298214,0.08046336,0.02371249,0.06862868,0.06584014,0.0714859,0.07476969,0.02102828,0.0705507,0.09715898,0.05451887,0.06372324,0.05009843,0.02751212,0.02213508
1795.403,0.03902794,0.05303382,0.08045513,0.02369799,0.06861627,0.06574703,0.0714011,0.07468203,0.02068438,0.07041642,0.09688379,0.05430499,0.06362934,0.05013677,0.02747435,0.02200877
1795.885,0.03900874,0.05308052,0.08047552,0.02371208,0.06859566,0.06569071,0.0713286,0.07456264,0.02025685,0.07023664,0.09660466,0.05405397,0.06348725,0.05013524,0.02741737,0.02191304
1796.367,0.03895436,0.05310733,0.08049925,0.02374957,0.06856758,0.0656658,0.07125983,0.07441214,0.01977585,0.07001221,0.09633523,0.05379489,0.06328819,0.05008617,0.02734413,0.02184575
1796.849,0.03886418,0.05310265,0.08049922,0.02380774,0.06853682,0.06566771,0.07118702,0.07423964,0.01928802,0.06975869,0.09608761,0.05356487,0.06303743,0.04999192,0.02725875,0.02179862
1797.331,0.0387468,0.05305929,0.08045444,0.02388333,0.06850858,0.06568974,0.0711062,0.07406028,0.01884292,0.06950174,0.09587108,0.05339668,0.06275319,0.04986368,0.02716899,0.02176161
1797.813,0.03861626,0.05297425,0.0803534,0.02397046,0.0684865,0.06571922,0.07101677,0.07389238,0.01848874,0.06927246,0.0956938,0.05331376,0.06246444,0.04971948,0.02708579,0.02172644
1798.295,0.03848657,0.05284794,0.08019566,0.02406132,0.06846954,0.06573766,0.07091812,0.07374986,0.01825864,0.06909665,0.09555999,0.05331993,0.06220174,0.04957826,0.02701998,0.02168963
1798.777,0.03836657,0.05268359,0.07998878,0.02414831,0.06845194,0.06572358,0.07080708,0.07363629,0.01816463,0.06898673,0.09546833,0.05339942,0.06198701,0.0494532,0.02697724,0.02165253
1799.26,0.0382578,0.05248796,0.07974575,0.02422261,0.06842293,0.06565694,0.07067512,0.07354292,0.01819389,0.06893766,0.0954089,0.05351366,0.06182994,0.04935043,0.02695359,0.02161904
1799.742,0.03815452,0.05227323,0.07948161,0.02427477,0.06837022,0.06553032,0.07051158,0.07344914,0.01830594,0.06892636,0.09536081,0.05360842,0.06172336,0.04926682,0.02693286,0.02159205
1800.224,0.03804809,0.05205728,0.07921074,0.0242963,0.06828543,0.06535771,0.07031194,0.07333274,0.0184417,0.06892166,0.09529731,0.05362963,0.06164841,0.04919456,0.02689215,0.02157065
1800.706,0.03793107,0.05186287,0.0789466,0.02427979,0.06816813,0.06517884,0.07008696,0.07318078,0.01853466,0.06889659,0.09519275,0.05353999,0.0615825,0.04912697,0.02680977,0.0215494
1801.188,0.0378028,0.05171073,0.07870111,0.02422364,0.06802786,0.06504598,0.06986666,0.07300207,0.01854101,0.06884687,0.09503816,0.05334019,0.06151415,0.04906511,0.02667925,0.0215226
1801.67,0.03767064,0.05161278,0.07848455,0.02413386,0.06788075,0.06499927,0.06969187,0.07282495,0.01845702,0.06879361,0.09484819,0.05306888,0.06144966,0.04901747,0.02651347,0.02148866
1802.152,0.03754557,0.05156881,0.07830562,0.02402291,0.06774332,0.06505322,0.06960157,0.0726861,0.01831547,0.06877363,0.09465627,0.05278717,0.06140743,0.04899394,0.02633721,0.02145247
1802.634,0.0374373,0.05156721,0.07817122,0.02390697,0.06762644,0.06519157,0.06961726,0.07261193,0.01816595,0.06881799,0.09450007,0.05255244,0.06140581,0.04899719,0.02617485,0.0214236
1803.116,0.03735033,0.05159149,0.07808534,0.02380289,0.06753462,0.06537918,0.06973773,0.0726098,0.01805247,0.06893881,0.09440749,0.05240177,0.06145171,0.04901863,0.02604078,0.02141174
1803.599,0.03728405,0.051624,0.07804951,0.02372696,0.06746803,0.06557334,0.06993925,0.07266633,0.01800421,0.06912512,0.09439141,0.05234953,0.06153639,0.0490379,0.0259379,0.02142444
1804.081,0.03723351,0.05165145,0.07806201,0.02368959,0.06742473,0.06573812,0.07018158,0.07275295,0.01802794,0.06934661,0.09444559,0.05238571,0.06163824,0.04902927,0.02585995,0.02146341
1804.563,0.03719142,0.0516661,0.07811747,0.02369238,0.06740297,0.06585013,0.07041752,0.07283475,0.01811189,0.0695639,0.09454894,0.05248285,0.06172977,0.04896913,0.02579717,0.02152521
1805.045,0.03715054,0.05166639,0.07820904,0.02372405,0.06740088,0.06589974,0.07059935,0.07287813,0.01823,0.06973654,0.09466979,0.0526006,0.06178437,0.04884087,0.02574125,0.02160212
1805.527,0.03710561,0.05165509,0.078329,0.02376254,0.06741682,0.06589037,0.07069474,0.07286339,0.01835291,0.06983741,0.09477685,0.05269835,0.06178751,0.04864203,0.02568934,0.02168435
1806.009,0.03705548,0.05163636,0.07847019,0.02377935,0.06744813,0.06583314,0.07069138,0.07278838,0.01845381,0.06985745,0.09484517,0.05274338,0.0617393,0.04838428,0.02564437,0.02176229
1806.491,0.03700292,0.05161363,0.0786253,0.02374699,0.06748992,0.06574191,0.0706005,0.07266973,0.018514,0.06980684,0.09486106,0.05271786,0.06165576,0.04809143,0.02561276,0.02182671
1806.973,0.03695438,0.0515867,0.07878635,0.02365053,0.06753583,0.06562735,0.07045053,0.07253602,0.01852719,0.0697085,0.09482415,0.05262361,0.06156151,0.04779158,0.02560068,0.02187021
1807.456,0.03691882,0.05155225,0.07894343,0.02349372,0.06757843,0.06549625,0.07027879,0.07241801,0.01849601,0.0695902,0.09474429,0.0524791,0.06148231,0.04751193,0.02560982,0.0218861
1807.938,0.03690552,0.05150501,0.07908253,0.02330094,0.06760941,0.0653538,0.07011974,0.07233851,0.01842862,0.0694747,0.09463689,0.05231343,0.0614367,0.04727522,0.02563613,0.021868
1808.42,0.03692207,0.05144037,0.07918791,0.02310888,0.06762277,0.06520557,0.06999169,0.07230221,0.01833226,0.06937079,0.09451623,0.05215207,0.06142843,0.04709576,0.02567103,0.02181084
1808.902,0.03697212,0.05135616,0.07924321,0.02295757,0.06761503,0.06506018,0.06989434,0.07229404,0.01820998,0.06927267,0.09439372,0.05200912,0.06144551,0.04698258,0.02570447,0.02171209
1809.384,0.03705383,0.05125277,0.07923543,0.02287583,0.06758524,0.0649296,0.06980999,0.07228349,0.01805997,0.06916197,0.09427719,0.05188127,0.06146403,0.04694184,0.02572905,0.02157516
1809.866,0.03715955,0.05113292,0.07916088,0.02287094,0.06753538,0.06482439,0.06971586,0.07223883,0.01787935,0.06901863,0.09417263,0.05175205,0.06145802,0.04697745,0.02574185,0.02141013
1810.348,0.03727555,0.05099995,0.07902785,0.02292538,0.06746812,0.06475019,0.06959593,0.07213853,0.01767137,0.06882945,0.09408686,0.05160248,0.06140907,0.04708894,0.02574346,0.02123523
1810.83,0.03738325,0.05085767,0.0788594,0.02300304,0.06738738,0.06470296,0.06945206,0.07198291,0.01744973,0.06859675,0.09402666,0.05142513,0.06131423,0.04726508,0.0257342,0.02107294
1811.313,0.03746466,0.05071172,0.07868688,0.02306696,0.06729718,0.06467146,0.06930358,0.07179339,0.0172382,0.06833902,0.09399471,0.0512323,0.061188,0.04748176,0.02571134,0.02094182
1811.795,0.03750533,0.05057011,0.07854359,0.02309001,0.0672019,0.06464071,0.06917799,0.07160349,0.01706336,0.06808539,0.09398527,0.05105371,0.06105665,0.0477029,0.02566882,0.02085037
1812.277,0.03749874,0.05044339,0.07845347,0.02306666,0.06710646,0.06460018,0.06909428,0.0714414,0.01694327,0.06786372,0.09398223,0.05092136,0.06094606,0.04789098,0.02560141,0.02079241
1812.759,0.03744735,0.05034155,0.07842344,0.0230082,0.06701529,0.06454732,0.06905268,0.07131729,0.01687986,0.06769015,0.09396521,0.05085287,0.06087008,0.04802086,0.02550928,0.0207517
1813.241,0.03736039,0.05027253,0.07844547,0.02293531,0.06693217,0.06448583,0.06903362,0.0712233,0.01685952,0.06756876,0.09391383,0.05084575,0.06082747,0.04808309,0.02540098,0.02070819
1813.723,0.03725082,0.05023928,0.07850033,0.02286743,0.06686001,0.06442174,0.06900518,0.07113943,0.01685878,0.06749302,0.09381516,0.05087785,0.06080258,0.04808408,0.02529243,0.02064582
1814.205,0.03713142,0.05023807,0.07856572,0.02281713,0.06680137,0.06435844,0.06893446,0.07104463,0.0168531,0.06745119,0.09366676,0.05091808,0.06077299,0.04803953,0.02520221,0.02055819
1814.687,0.03701482,0.05025903,0.0786187,0.02279126,0.06675917,0.06429604,0.06879259,0.07092332,0.01682078,0.06742953,0.09347772,0.05093274,0.06071293,0.04796942,0.02514899,0.02044938
1815.169,0.0369107,0.05028557,0.078641,0.02278975,0.06673574,0.06423148,0.06856486,0.07077195,0.01674933,0.06741342,0.09326747,0.05089596,0.06060161,0.04789218,0.02514374,0.02033401
1815.652,0.03682314,0.05029797,0.07862137,0.02280827,0.06673204,0.06416231,0.06825566,0.07060047,0.01663865,0.06738979,0.09306072,0.05079816,0.06043086,0.04782116,0.02518443,0.02023221
1816.134,0.03675003,0.05027484,0.07855678,0.02283642,0.06674504,0.06409069,0.06789386,0.07043242,0.01650266,0.06734687,0.09288491,0.05064949,0.06021172,0.04776507,0.0252523,0.0201657
1816.616,0.03668199,0.05020139,0.07845328,0.02286117,0.06676698,0.06402493,0.06752787,0.07029665,0.01636622,0.067278,0.09275967,0.0504794,0.059976,0.04772713,0.02531436,0.02014623
1817.098,0.0366073,0.05007455,0.07832351,0.02286956,0.06678716,0.06397744,0.06721205,0.07021732,0.01625723,0.06718414,0.092692,0.0503253,0.05976749,0.04770728,0.02533499,0.02017037
1817.58,0.03651569,0.04990581,0.078183,0.02285231,0.06679259,0.06395986,0.06699609,0.07020799,0.01619967,0.06707516,0.09267537,0.05022321,0.05963187,0.0477039,0.02528618,0.02021773
1818.062,0.03640554,0.04971898,0.07804514,0.02280701,0.06677346,0.06397551,0.06690815,0.07026703,0.01620496,0.06696747,0.09269571,0.05019439,0.05959791,0.04771467,0.02516151,0.02025931
1818.544,0.03628618,0.04954476,0.07791898,0.02273874,0.06672582,0.06401689,0.06695133,0.07038193,0.01626953,0.06687906,0.09273863,0.05024212,0.05966963,0.04773584,0.02497744,0.02027
1819.026,0.03617746,0.04941832,0.07781026,0.0226601,0.06665203,0.06406679,0.06710542,0.07053426,0.01637772,0.06682565,0.09279379,0.05035538,0.05982569,0.04776005,0.02476947,0.020237
1819.509,0.03610393,0.04936979,0.07772169,0.02258713,0.06656049,0.06410512,0.06733392,0.07070597,0.01650608,0.06681499,0.09285636,0.05051564,0.06002769,0.04777709,0.02458044,0.02016694
1819.991,0.03608682,0.04942009,0.07765488,0.02253469,0.06646241,0.06411727,0.06759183,0.07088261,0.01662964,0.06684472,0.09292398,0.0507024,0.06023239,0.04777573,0.02444737,0.02008341
1820.473,0.03613787,0.04957685,0.07761123,0.02251249,0.06636921,0.06409837,0.06783118,0.07105254,0.01672463,0.06690278,0.09299272,0.05089561,0.06040112,0.04774787,0.02439421,0.02002126
1820.955,0.03625351,0.04983061,0.07759099,0.02252047,0.06628732,0.06405602,0.06801463,0.07120844,0.01677593,0.06697131,0.09305564,0.05107988,0.06051282,0.04769326,0.02442388,0.02001192
1821.437,0.03641524,0.05015573,0.07759271,0.02254968,0.06621691,0.06400578,0.06812063,0.07134451,0.01677733,0.06703153,0.09310328,0.05124348,0.06056533,0.04762203,0.02452005,0.02007483
1821.919,0.03659168,0.05051011,0.07761305,0.02258376,0.06615223,0.06396628,0.06814635,0.07145554,0.01673352,0.06706809,0.09312598,0.05137823,0.06057303,0.04755368,0.02465156,0.02020913
1822.401,0.03674686,0.05084377,0.07764727,0.02260469,0.06608473,0.06395079,0.06810704,0.07153547,0.01665709,0.06707337,0.09311817,0.05147906,0.06055776,0.04751185,0.02478312,0.02039349
1822.883,0.03684276,0.05109958,0.07769112,0.02259527,0.06600715,0.063965,0.06803203,0.07157599,0.01656804,0.06704829,0.09308046,0.05154395,0.06054212,0.04751787,0.02487952,0.02058721
1823.365,0.0368451,0.0512213,0.07774188,0.02254049,0.06591802,0.06400519,0.06796055,0.0715681,0.01649141,0.06700373,0.09302345,0.05157533,0.06054372,0.04758322,0.02491288,0.02073499
1823.848,0.03673338,0.05117086,0.07779945,0.02243129,0.06582498,0.06406111,0.06792851,0.07150641,0.01645065,0.06695818,0.09296481,0.05158072,0.06057066,0.04770075,0.02487149,0.02078473
1824.33,0.03650967,0.05094524,0.07786489,0.02226749,0.06574456,0.06411918,0.06795804,0.07139526,0.01646231,0.06693517,0.09292696,0.05157444,0.06062156,0.04784177,0.02476594,0.02070425
1824.812,0.03620464,0.0505901,0.07793768,0.02206191,0.06569654,0.06416836,0.06804546,0.07125492,0.01652839,0.06695613,0.09292838,0.05157536,0.06069084,0.04796236,0.02463138,0.02050327
1825.294,0.03586666,0.05018329,0.07801427,0.02183821,0.06569502,0.06420325,0.06816393,0.07111668,0.01663631,0.06703129,0.0929751,0.0515982,0.06077532,0.0480261,0.02451189,0.02023059
1825.776,0.0355457,0.04980849,0.07808785,0.02162517,0.06574233,0.06422216,0.06827816,0.07101462,0.0167667,0.0671588,0.09306134,0.05164913,0.06087926,0.04801695,0.02444662,0.01995468
1826.258,0.03527638,0.04952223,0.07814871,0.02144747,0.06583019,0.06422219,0.06836407,0.07097606,0.01690335,0.06732786,0.09317477,0.05172477,0.06101377,0.04794379,0.02445582,0.01973327
1826.74,0.03507311,0.04934061,0.0781866,0.02131982,0.06594482,0.06419712,0.06841884,0.07101519,0.01704017,0.06752553,0.09330551,0.05181722,0.06119116,0.04782809,0.0245409,0.01959447
1827.222,0.03494053,0.04925274,0.07819326,0.02125382,0.06607451,0.06413627,0.06845582,0.07113686,0.01717903,0.06773736,0.0934478,0.05191609,0.06141952,0.04769222,0.0246902,0.0195416
1827.704,0.0348826,0.04923402,0.07816572,0.02125874,0.06621322,0.06402928,0.06849681,0.07133517,0.01732399,0.06794605,0.09359878,0.0520102,0.06169479,0.04755108,0.02488237,0.01955914
1828.187,0.03490932,0.04925931,0.07810883,0.02134013,0.06636117,0.06387234,0.06855938,0.07159229,0.01747323,0.06812853,0.09375417,0.05208705,0.0619944,0.04740758,0.02508796,0.01962127
1828.669,0.03503341,0.04930702,0.07804073,0.02148859,0.06652079,0.0636778,0.0686501,0.07186865,0.01761025,0.06825183,0.09390096,0.05212942,0.06226753,0.04725521,0.02526224,0.01969162
1829.151,0.03525771,0.04936245,0.07798881,0.02166926,0.06668989,0.0634799,0.06875511,0.07210372,0.01770194,0.06828169,0.09401558,0.05212007,0.06244065,0.04708334,0.0253514,0.01973184
1829.633,0.03556099,0.04942007,0.07797948,0.02183112,0.0668577,0.06332345,0.06884348,0.07223655,0.01771231,0.06820219,0.09407219,0.05204966,0.06244891,0.04688763,0.02531459,0.01971487
1830.115,0.03589146,0.04948168,0.0780238,0.0219262,0.06700525,0.06324165,0.06888179,0.07223309,0.01762439,0.06803139,0.09405574,0.05192423,0.06227383,0.04667871,0.02514675,0.01963753
1830.597,0.03618708,0.04955555,0.07811071,0.02194179,0.06711442,0.06323159,0.06885687,0.07210971,0.0174567,0.067817,0.09397411,0.05176327,0.06196362,0.04648123,0.02488821,0.0195244
1831.079,0.03640332,0.04964828,0.07821283,0.02189956,0.06717394,0.06325972,0.06878185,0.07191467,0.01725088,0.06760801,0.0938518,0.05158878,0.06160032,0.04632123,0.02459983,0.01941098
1831.561,0.03651962,0.04976159,0.07829874,0.02183628,0.06717803,0.06328285,0.06868436,0.07169981,0.01705053,0.06743621,0.09371532,0.05141837,0.06126216,0.04621879,0.0243369,0.01932978
1832.043,0.03653925,0.04989004,0.07834325,0.02178033,0.06712476,0.06326991,0.06859005,0.07149778,0.0168841,0.06731078,0.0935833,0.05126347,0.06099672,0.04618366,0.02413345,0.01930044
1832.526,0.03647841,0.05002357,0.07833283,0.0217443,0.06701525,0.06320873,0.06851229,0.07132032,0.01676199,0.06722668,0.09346367,0.05113052,0.06082098,0.04621711,0.02400425,0.01933151
1833.008,0.03636153,0.05014953,0.07826519,0.02172877,0.06685739,0.06310276,0.06845271,0.07116953,0.01668428,0.06717502,0.09335901,0.05102547,0.06073446,0.04631478,0.02395411,0.01942473
1833.49,0.03621597,0.05025257,0.07814844,0.02172557,0.0666669,0.06296694,0.06840309,0.07104433,0.01664325,0.06714785,0.09326825,0.05095347,0.06072225,0.04646451,0.02397819,0.01957481
1833.972,0.03606722,0.05031722,0.07799774,0.02172266,0.06646755,0.06282151,0.06835224,0.07094771,0.01662899,0.06714113,0.09319066,0.05091877,0.06076185,0.04664675,0.02406532,0.01977037
1834.454,0.03593679,0.05032897,0.07783405,0.02170637,0.06629072,0.06268817,0.06829204,0.07088966,0.01663202,0.06715372,0.09312718,0.05092213,0.06082392,0.04683229,0.02419467,0.01999269
1834.936,0.03583389,0.05028187,0.07767791,0.02166548,0.06616531,0.06258327,0.0682229,0.07088459,0.01664688,0.06718493,0.09308066,0.05095838,0.06088027,0.04698976,0.02433942,0.02021967
1835.418,0.03575418,0.05018311,0.07754546,0.0215941,0.06610839,0.0625153,0.06815396,0.070944,0.01667181,0.06723047,0.09305409,0.05101476,0.06090928,0.04709224,0.02447051,0.02043009
1835.9,0.03568133,0.05005492,0.0774458,0.02149102,0.06611826,0.06248644,0.06809948,0.07106835,0.01670698,0.06727891,0.09304868,0.05107161,0.06090009,0.04712424,0.02456055,0.0206058
1836.383,0.0355968,0.04992919,0.07738069,0.02136093,0.06617221,0.06249535,0.06806904,0.07123903,0.01675057,0.06731142,0.09306066,0.05110677,0.06085388,0.04708832,0.02459292,0.02073436
1836.865,0.03548934,0.0498384,0.07734662,0.02121222,0.06623313,0.06254149,0.0680609,0.0714187,0.01679503,0.06730542,0.09308018,0.05110147,0.0607806,0.04700377,0.02456396,0.02080743
1837.347,0.03536236,0.04980494,0.07733786,0.02105721,0.06626086,0.06262552,0.06805842,0.07155523,0.01682651,0.06724021,0.09309103,0.05104406,0.06069162,0.04690216,0.0244842,0.02081698
1837.829,0.03523462,0.04983146,0.07734942,0.02091034,0.06623005,0.06274784,0.06803662,0.07160082,0.01682916,0.06710622,0.09307482,0.05093397,0.06059354,0.04681466,0.024373,0.0207555
1838.311,0.03513362,0.04990101,0.07737714,0.02078663,0.06613794,0.0629041,0.06797158,0.07152496,0.01679157,0.0669098,0.09301531,0.05078058,0.06048521,0.0467649,0.02425278,0.02061793
1838.793,0.0350855,0.04998327,0.0774169,0.02069919,0.0660074,0.06308307,0.06785116,0.07132422,0.01671285,0.06667349,0.09290234,0.0505991,0.06035991,0.0467638,0.02414182,0.02040589
1839.275,0.03510416,0.05004926,0.07746461,0.02065405,0.06587506,0.06326798,0.06768002,0.07102047,0.01660342,0.06642763,0.09273507,0.05040298,0.06021074,0.04680917,0.02404742,0.02013114
1839.757,0.03519063,0.05007989,0.07751498,0.0206486,0.06578004,0.06344026,0.06747848,0.07065108,0.01648239,0.06620578,0.09252056,0.05020164,0.06003563,0.04689156,0.02396592,0.01981662
1840.24,0.03533644,0.05007198,0.0775634,0.02067142,0.06575219,0.06358253,0.06727637,0.07025775,0.01637283,0.06603895,0.09227393,0.0499999,0.0598411,0.04699964,0.02388478,0.01949563
1840.722,0.03553232,0.05003578,0.07760601,0.020707,0.06580357,0.06368315,0.06710315,0.06987364,0.01629332,0.06595153,0.09201375,0.04979942,0.05964046,0.04712461,0.02378751,0.01920361
1841.204,0.03577361,0.0499897,0.07763987,0.02073934,0.06592944,0.06373456,0.06698726,0.0695265,0.01625853,0.06596508,0.09176642,0.04960603,0.0594546,0.04725879,0.02365754,0.01898014
1841.686,0.03606334,0.04995377,0.07766308,0.02075901,0.06610724,0.06373413,0.06695265,0.06924023,0.01627569,0.06609708,0.09156745,0.0494346,0.05930927,0.04739281,0.02348391,0.01886288
