absorbance_5.11_1A (2),5.11_1A (2),5.11_1A,5.11_2A (2),5.11_2A,5.11_3A (2),5.11_3A,5.11_4A (2),5.11_4A
3657.337,0.01735926,0.02289939,0.1034757,0.05345149,0.02203733,0.05491428,0.05484713,0.01116866
3657.819,0.01745133,0.02291824,0.1035207,0.05339102,0.02172081,0.0547898,0.0547517,0.01131671
3658.302,0.01751812,0.02292441,0.1036599,0.05344385,0.02145739,0.05470474,0.05464398,0.01143366
3658.784,0.0175587,0.02291641,0.1038724,0.05358835,0.0212563,0.05466373,0.05456196,0.01150391
3659.266,0.01757326,0.02289461,0.1041405,0.05378841,0.02112418,0.05465911,0.05453443,0.01151263
3659.748,0.01756383,0.02286128,0.1044521,0.05400431,0.0210635,0.05467346,0.05457287,0.01145249
3660.23,0.01753526,0.02282389,0.1047965,0.05419884,0.02107199,0.05468465,0.05467365,0.01132817
3660.712,0.01749696,0.02279837,0.1051597,0.05434309,0.02113635,0.05467229,0.05482101,0.01115949
3661.194,0.01746156,0.02280595,0.105522,0.05442265,0.02123278,0.05462749,0.05499583,0.01097742
3661.676,0.01744263,0.02286936,0.1058558,0.05443357,0.02132943,0.05455529,0.05518085,0.01081977
3662.158,0.01745117,0.02300255,0.1061282,0.05437763,0.02139349,0.05447264,0.05536643,0.01072142
3662.641,0.01749026,0.0232026,0.1063101,0.05425727,0.02140323,0.05439995,0.05555182,0.01070299
3663.123,0.01755468,0.02344693,0.1063808,0.05407453,0.0213498,0.0543525,0.05574135,0.0107665
3663.605,0.01763124,0.02369807,0.1063352,0.05383489,0.02123974,0.05433448,0.0559405,0.0108926
3664.087,0.01770578,0.02391887,0.1061858,0.05355228,0.02108835,0.05433831,0.05615203,0.01104799
3664.569,0.01776624,0.02408013,0.1059614,0.05325508,0.02091454,0.05435057,0.05637368,0.0111901
3665.051,0.01780912,0.02417359,0.1057,0.05298539,0.02073376,0.05436157,0.05659804,0.01127868
3665.533,0.01783934,0.0242104,0.1054386,0.05278962,0.02055366,0.05437435,0.05681388,0.01128443
3666.015,0.01786952,0.02421621,0.1052128,0.05271537,0.02037777,0.05441007,0.05700573,0.01118973
3666.498,0.01791368,0.02421948,0.1050506,0.05279952,0.02020928,0.05450929,0.05715635,0.01099078
3666.98,0.01798111,0.02423958,0.1049755,0.05306324,0.02005622,0.05472489,0.05724886,0.01069454
3667.462,0.01806915,0.02427497,0.1050086,0.05350421,0.01993681,0.05511364,0.05726936,0.01032324
3667.944,0.01815681,0.02429471,0.1051682,0.05408987,0.01987899,0.0557081,0.0572161,0.009917406
3668.426,0.01820544,0.02424245,0.1054633,0.05475343,0.01990877,0.056481,0.05710894,0.009539573
3668.908,0.01817016,0.02405492,0.1058719,0.05538217,0.02002746,0.05729125,0.05700276,0.009273308
3669.39,0.01803697,0.02372118,0.106331,0.05585314,0.02019532,0.05790314,0.05697,0.009194685
3669.872,0.01785271,0.02331895,0.1067595,0.05609209,0.02035161,0.05810976,0.05705497,0.009332901
3670.354,0.01771194,0.02298091,0.1071071,0.05611477,0.02046424,0.05786946,0.05723644,0.00965225
3670.837,0.01769311,0.02279606,0.1073809,0.05599187,0.02055769,0.05730991,0.05744478,0.01007951
3671.319,0.0178229,0.02276961,0.1076203,0.05578608,0.02068597,0.056604,0.05760923,0.01053729
3671.801,0.01808599,0.02285502,0.1078693,0.05552641,0.02090356,0.05588801,0.05767792,0.01095947
3672.283,0.01844691,0.02299692,0.1081578,0.05521055,0.02124954,0.05523628,0.05762068,0.01129971
3672.765,0.01886735,0.0231594,0.1085016,0.0548253,0.02175212,0.05469565,0.05741392,0.01153392
3673.247,0.01930011,0.02333039,0.108893,0.05436912,0.02242356,0.05432362,0.05703372,0.01166333
3673.729,0.01968639,0.02351701,0.1092827,0.05387568,0.02323482,0.05419982,0.05646388,0.01171242
3674.211,0.01994036,0.0237195,0.1095441,0.0534469,0.02405529,0.054414,0.05572907,0.01171639
3674.694,0.0199696,0.02390311,0.1094799,0.05325772,0.02461202,0.05498195,0.05494919,0.01169304
3675.176,0.01975372,0.02401245,0.1089634,0.0534455,0.02463727,0.05574571,0.05432171,0.011633
3675.658,0.01940211,0.0240254,0.1080974,0.0539664,0.02411952,0.05641258,0.05399567,0.01152945
3676.14,0.01908095,0.02397894,0.1071626,0.05461211,0.02335356,0.0567699,0.05394948,0.011407
3676.622,0.0188778,0.02392004,0.1063814,0.05519532,0.02265379,0.05680463,0.05405746,0.01129372
3677.104,0.01878539,0.02387097,0.1058291,0.05563135,0.02217516,0.0566162,0.05420304,0.01118878
3677.586,0.0187449,0.02383221,0.1054785,0.05591366,0.02192128,0.05631987,0.05432662,0.01107725
3678.068,0.01869566,0.02379908,0.1052674,0.05606645,0.02182325,0.05600192,0.0544147,0.01095192
3678.551,0.01859326,0.02377371,0.1051367,0.05611493,0.02179929,0.05572343,0.05447638,0.01083045
3679.033,0.01841966,0.02376484,0.1050414,0.05607999,0.02177999,0.05551764,0.05453058,0.01074764
3679.515,0.01818329,0.02378316,0.1049573,0.05597948,0.02172418,0.05538855,0.05459654,0.01073565
3679.997,0.01791107,0.02383751,0.1048782,0.0558308,0.02162007,0.05531915,0.05469002,0.01081086
3680.479,0.01763385,0.0239302,0.1048141,0.05565196,0.02148117,0.05528162,0.05482135,0.01096221
3680.961,0.01737389,0.0240563,0.1047814,0.05546014,0.02133161,0.0552529,0.05499455,0.01115746
3681.443,0.01714253,0.02420352,0.1047975,0.05527195,0.02119435,0.05522145,0.05520974,0.01135134
3681.925,0.01694245,0.02435336,0.1048718,0.05510082,0.02108388,0.05519071,0.05546162,0.01150048
3682.407,0.0167734,0.02448399,0.1050026,0.05495512,0.0210022,0.05517133,0.0557397,0.01157419
3682.89,0.01664033,0.02457091,0.1051743,0.05483864,0.0209436,0.05517456,0.05602524,0.01155658
3683.372,0.01655374,0.02459288,0.1053597,0.05474814,0.02089619,0.05520311,0.05629376,0.01144944
3683.854,0.01652704,0.02454013,0.1055266,0.05467349,0.0208485,0.05524812,0.05652088,0.01126802
3684.336,0.0165727,0.02441813,0.1056423,0.05459909,0.02079226,0.0552905,0.05668497,0.01103767
3684.818,0.01669573,0.02424858,0.1056833,0.05450598,0.02072896,0.05531025,0.05677533,0.01078682
3685.3,0.01689325,0.0240656,0.1056386,0.05437564,0.0206733,0.05529395,0.05679183,0.01054474
3685.782,0.0171529,0.02391076,0.1055093,0.05419137,0.02065814,0.05523976,0.05674579,0.01034726
3686.264,0.01745833,0.0238204,0.1053055,0.053943,0.02073297,0.05515876,0.05665585,0.01023761
3686.747,0.01779179,0.02381368,0.1050444,0.05363416,0.02095813,0.05506776,0.05654539,0.01026461
3687.229,0.01813533,0.02387268,0.104752,0.05329674,0.02138383,0.05498099,0.0564426,0.01046734
3687.711,0.01847588,0.02393797,0.1044633,0.05299873,0.02201089,0.05489681,0.05637385,0.01084513
3688.193,0.01880443,0.02392381,0.1042233,0.05283938,0.02275128,0.05479176,0.05635405,0.01132581
3688.675,0.01911262,0.02376961,0.1040809,0.05291102,0.02342372,0.05463233,0.05637639,0.01176238
3689.157,0.01938255,0.02349645,0.1040705,0.05323623,0.02384226,0.05440794,0.05641238,0.01200808
3689.639,0.01958303,0.02320226,0.1041961,0.05374341,0.02391438,0.05414695,0.0564253,0.01199252
3690.121,0.01967556,0.02300026,0.1044276,0.05430008,0.02368076,0.05390594,0.05638644,0.01175111
3690.604,0.01963527,0.02294682,0.1047136,0.05478312,0.02326289,0.05373414,0.05628655,0.01138418
3691.085,0.01946265,0.02303209,0.1049979,0.05511464,0.02279085,0.05365196,0.05613046,0.0110021
3691.568,0.01918764,0.02319907,0.1052329,0.0552709,0.02235611,0.05364836,0.0559299,0.0106895
3692.05,0.01885891,0.02338118,0.1053899,0.05527242,0.02199437,0.05369509,0.05569988,0.01048732
3692.532,0.01853028,0.02352414,0.1054562,0.05516,0.02170347,0.05376188,0.05545617,0.01040342
3693.014,0.01824703,0.02359971,0.1054333,0.05497992,0.02146078,0.05383026,0.0552167,0.01041969
3693.496,0.01803432,0.02360774,0.1053343,0.05476975,0.02124136,0.05389792,0.05500036,0.01050315
3693.978,0.017901,0.02357051,0.105178,0.05455776,0.02103142,0.0539768,0.05483011,0.01061516
3694.46,0.01783917,0.02352607,0.1049881,0.05436046,0.02083418,0.05408431,0.05472955,0.01071656
3694.942,0.01783015,0.02351325,0.1047882,0.05418513,0.02066541,0.0542333,0.05471624,0.01077487
3695.425,0.01785023,0.02356396,0.104602,0.05403489,0.0205475,0.05442217,0.05479575,0.01076467
3695.907,0.01787785,0.02368901,0.1044484,0.05391169,0.02049472,0.05463084,0.05495369,0.01067436
3696.389,0.01789983,0.02387472,0.1043386,0.05381833,0.02050563,0.05482727,0.05515735,0.01050996
3696.871,0.01790983,0.02408764,0.1042766,0.05375937,0.02056061,0.05497835,0.05536043,0.01029448
3697.353,0.01790652,0.02428729,0.10426,0.0537397,0.02063213,0.05506464,0.055518,0.01006318
3697.835,0.01788728,0.02444201,0.1042846,0.05376232,0.02069785,0.05508709,0.05560081,0.009853987
3698.317,0.0178445,0.02453372,0.1043456,0.05382834,0.02074869,0.05506384,0.05559714,0.009707352
3698.799,0.01776631,0.02456213,0.1044394,0.05393489,0.02079304,0.05502316,0.05551511,0.009658936
3699.281,0.01764122,0.0245397,0.1045618,0.05407584,0.02085003,0.05499091,0.05537769,0.009734752
3699.764,0.01746633,0.02448654,0.104702,0.05423883,0.02094022,0.05498534,0.0552194,0.009943922
3700.246,0.01725647,0.0244211,0.1048392,0.0544037,0.0210683,0.05500932,0.05507658,0.01026464
3700.728,0.01704677,0.02435408,0.1049442,0.05454378,0.0212139,0.05505282,0.05497664,0.01064078
3701.21,0.01688827,0.02428628,0.1049849,0.05462793,0.02133304,0.05509863,0.05492833,0.01098418
3701.692,0.01682355,0.02421368,0.1049453,0.05463266,0.02138276,0.05513446,0.05491674,0.01121574
3702.174,0.01686721,0.02413491,0.1048357,0.05455012,0.02134847,0.05515881,0.05491319,0.01129941
3702.656,0.017,0.0240576,0.1046915,0.05439025,0.02125182,0.0551763,0.05488771,0.01125171
3703.138,0.01718239,0.02399549,0.1045574,0.05417506,0.02113584,0.05518885,0.05482314,0.01112182
3703.621,0.01737267,0.02396332,0.1044742,0.05393085,0.02104112,0.05519022,0.05471597,0.01096311
3704.103,0.01753974,0.02397275,0.1044739,0.05368523,0.0209939,0.05516711,0.05457078,0.01081808
3704.585,0.01767046,0.0240266,0.1045735,0.05346119,0.02099833,0.05510682,0.05439591,0.01070641
3705.067,0.01776695,0.02411838,0.1047768,0.05327796,0.02104513,0.05500464,0.05420147,0.01063157
3705.549,0.01784389,0.02423168,0.1050735,0.05314926,0.02112022,0.0548723,0.054,0.01058566
3706.031,0.01792169,0.02434568,0.1054422,0.05308002,0.02121646,0.05473723,0.05380587,0.01055453
3706.513,0.01802182,0.02443792,0.1058515,0.05306544,0.02134101,0.05464192,0.05363825,0.01052247
3706.995,0.01816281,0.02449206,0.106264,0.05308998,0.02151781,0.05463425,0.05352121,0.01047541
3707.478,0.01835658,0.0245051,0.1066466,0.05313106,0.02178006,0.0547522,0.05348018,0.01040468
3707.959,0.01860883,0.024489,0.1069707,0.05316026,0.02215885,0.05501378,0.05354038,0.01030692
3708.442,0.01891711,0.02447046,0.1072151,0.05314834,0.02266015,0.05540397,0.0537203,0.01018512
3708.924,0.01927192,0.02448184,0.1073627,0.05307322,0.02325126,0.05587636,0.05402427,0.01004903
3709.406,0.01964822,0.02454936,0.1073966,0.05292937,0.02384156,0.05635073,0.05443238,0.009917381
3709.888,0.02000022,0.02467516,0.1072987,0.05274018,0.024295,0.05673109,0.0548909,0.009817865
3710.37,0.02026514,0.02482913,0.107057,0.05256039,0.0244849,0.05694165,0.05532295,0.009780183
3710.852,0.02037923,0.02495787,0.1066845,0.05246584,0.02436157,0.0569588,0.055651,0.009825106
3711.334,0.02031212,0.02501955,0.106233,0.05251493,0.0240026,0.05682363,0.05583745,0.009949379
3711.816,0.0200853,0.02501039,0.1057806,0.05271481,0.02356268,0.05660483,0.05589879,0.01012659
3712.299,0.01975884,0.02495885,0.1054057,0.0530253,0.02319121,0.05636024,0.0558883,0.01031623
3712.781,0.01940017,0.02489639,0.1051591,0.05338416,0.0229589,0.05611341,0.05586072,0.01047915
3713.263,0.01905621,0.02483664,0.1050552,0.05373793,0.02285894,0.0558654,0.05584931,0.01058714
3713.745,0.01875223,0.02477193,0.1050836,0.05405104,0.02284341,0.05561436,0.05587045,0.01062274
3714.227,0.01849104,0.02468247,0.1052178,0.05430924,0.02285627,0.05536646,0.05592649,0.01058166
3714.709,0.01826235,0.02454749,0.1054266,0.05451515,0.02285449,0.05513767,0.0560128,0.01047023
3715.191,0.01805102,0.02435557,0.1056782,0.05468005,0.02281027,0.05495411,0.05612281,0.01030724
3715.673,0.01784145,0.02410906,0.1059445,0.05481946,0.02271046,0.05484343,0.05624869,0.01011855
3716.156,0.01762297,0.02382688,0.1062017,0.05494766,0.02255188,0.05482895,0.05638208,0.009933609
3716.638,0.0173933,0.02354362,0.1064269,0.05507411,0.02233828,0.05492575,0.0565138,0.00978428
3717.12,0.01716004,0.02330146,0.1066018,0.05519921,0.02207896,0.05513225,0.05663633,0.009696012
3717.602,0.01693837,0.02313892,0.1067137,0.05531471,0.02179033,0.05542861,0.05674546,0.009683742
3718.084,0.0167481,0.02308121,0.1067568,0.05540435,0.02149815,0.05577476,0.05684212,0.009749094
3718.566,0.01660481,0.02313049,0.1067362,0.05545025,0.02123367,0.0561214,0.05693226,0.00988096
3719.048,0.01651417,0.02326771,0.1066657,0.05543691,0.021028,0.0564182,0.05702268,0.01006112
3719.53,0.01647067,0.02345952,0.1065672,0.05535432,0.02090622,0.05662001,0.0571162,0.01026665
3720.012,0.01646135,0.02367449,0.1064627,0.05519807,0.02087881,0.056694,0.05720636,0.01047533
3720.495,0.01647096,0.02388858,0.1063713,0.05496983,0.02094095,0.05661884,0.05727494,0.01066554
3720.977,0.01648906,0.02408754,0.1063052,0.0546791,0.02107336,0.05638596,0.05729458,0.01081499
3721.459,0.01651352,0.02426443,0.106267,0.05434461,0.02125195,0.05600282,0.05723777,0.0109057
3721.941,0.01655025,0.02441234,0.1062505,0.05399637,0.02145607,0.05549742,0.05708519,0.01092929
3722.423,0.01660658,0.02451847,0.1062433,0.05367251,0.02167689,0.05491754,0.0568349,0.01089511
3722.905,0.01668442,0.02456572,0.1062343,0.05340474,0.02191623,0.05431936,0.05650055,0.01082833
3723.387,0.01677508,0.02453659,0.1062163,0.05320947,0.02217753,0.05376136,0.05610453,0.01076562
3723.869,0.01685987,0.02442343,0.1061875,0.05307834,0.02244903,0.05329991,0.05567146,0.01074182
3724.352,0.01691748,0.02423658,0.1061489,0.05298283,0.02269659,0.05298443,0.05522426,0.01077589
3724.834,0.01693047,0.02400985,0.1061026,0.05288012,0.02286092,0.05286298,0.05479456,0.01086742
3725.316,0.01689604,0.02379916,0.1060496,0.05273163,0.022877,0.0529708,0.05442889,0.01099243
3725.798,0.01682981,0.02366354,0.1059922,0.05252421,0.02270743,0.05331118,0.05418163,0.01111473
3726.28,0.01676171,0.02364632,0.1059368,0.05228056,0.02236522,0.05384031,0.05410227,0.01119538
3726.762,0.01672264,0.02375133,0.1058954,0.05205563,0.02192097,0.0544721,0.05420783,0.01121196
3727.244,0.01672895,0.02394308,0.1058815,0.05190869,0.0214661,0.05511016,0.05447315,0.01116332
3727.726,0.01677767,0.02416149,0.1059055,0.05188498,0.0210812,0.05567011,0.05483799,0.01106005
3728.208,0.01684899,0.02434591,0.1059695,0.052,0.02080776,0.05610116,0.05522677,0.0109134
3728.691,0.01691747,0.02445247,0.1060641,0.05224021,0.02064475,0.05638685,0.05556875,0.01072745
3729.173,0.0169586,0.02445542,0.1061686,0.05256706,0.02056561,0.05653252,0.05579602,0.01050473
3729.655,0.01695877,0.02435189,0.1062489,0.05292189,0.02052845,0.0565636,0.0558561,0.01025023
3730.137,0.01692038,0.0241582,0.1062606,0.05323501,0.02048909,0.05651923,0.05571653,0.00997763
3730.619,0.01686675,0.02390924,0.1061486,0.05342842,0.02040545,0.05645825,0.05537737,0.009714746
3731.101,0.0168409,0.0236517,0.105864,0.05344454,0.02024871,0.05644907,0.05488355,0.00950055
3731.583,0.01689298,0.02343557,0.1053843,0.05327373,0.02001113,0.05655566,0.05432148,0.0093766
3732.065,0.01706211,0.0233074,0.104736,0.05298146,0.01970998,0.05681655,0.05380609,0.009374546
3732.548,0.01735306,0.02330137,0.1039966,0.05269728,0.01938484,0.05722008,0.05343015,0.009504555
3733.03,0.01773066,0.0234417,0.1032762,0.05257207,0.01908559,0.05770165,0.05323133,0.009752099
3733.512,0.01812277,0.02374158,0.1027017,0.05272913,0.01886879,0.05814587,0.05318213,0.01007714
3733.994,0.01844715,0.02419275,0.1023859,0.05320302,0.01878642,0.05841988,0.05322076,0.01042317
3734.476,0.01863745,0.02473878,0.1024073,0.05390617,0.01887712,0.05841082,0.05329049,0.01072074
3734.958,0.01867388,0.02524673,0.1027727,0.05462617,0.01914507,0.05808285,0.05337239,0.01090586
3735.44,0.01859853,0.02555329,0.1033933,0.05512749,0.01954338,0.05751993,0.05349017,0.01095847
3735.922,0.01848925,0.02554726,0.1041134,0.05527642,0.01999185,0.0568903,0.05367651,0.01092117
3736.405,0.01841037,0.02522995,0.1047814,0.05510208,0.02041918,0.05634872,0.05393748,0.01087463
3736.887,0.01837753,0.02469569,0.10531,0.0547353,0.02079295,0.05596061,0.05424619,0.0108833
3737.369,0.01836626,0.02406659,0.1056669,0.0543188,0.02111218,0.05571163,0.05456509,0.01096735
3737.851,0.01833402,0.02345611,0.105853,0.05396081,0.02139015,0.0555479,0.05486269,0.01110984
3738.333,0.01824237,0.02294516,0.1058888,0.05372252,0.0216421,0.05541277,0.05512352,0.01127533
3738.815,0.0180649,0.02259139,0.1058075,0.05363767,0.02187966,0.05526352,0.05534448,0.01142667
3739.297,0.01779138,0.02241745,0.1056562,0.05371648,0.02210582,0.05508031,0.05553178,0.01153336
3739.779,0.01742589,0.0224028,0.105488,0.05394922,0.02231166,0.05486654,0.05569596,0.01157759
3740.261,0.01698195,0.02248732,0.105357,0.05430918,0.02247503,0.05464607,0.05584753,0.01155154
3740.744,0.01647532,0.02258063,0.1053025,0.05475715,0.02256137,0.05445624,0.05599354,0.01145987
3741.226,0.01591536,0.02259279,0.1053368,0.05525192,0.02253091,0.05433519,0.05613694,0.0113167
3741.708,0.01531216,0.02244863,0.1054422,0.05574884,0.02233999,0.05431892,0.05627864,0.01115084
3742.19,0.01468631,0.02211657,0.1055671,0.05620074,0.02195087,0.05442956,0.0564192,0.01100651
3742.672,0.01408625,0.02162501,0.1056384,0.05655668,0.02134201,0.05466706,0.05656162,0.01093881
3743.154,0.01361429,0.02108287,0.105568,0.05675437,0.02053599,0.0549852,0.05671101,0.01099451
3743.636,0.0134121,0.0206692,0.1053045,0.05674125,0.01963182,0.05528306,0.05686892,0.01117139
3744.118,0.013585,0.02055607,0.1048929,0.05651506,0.01880433,0.05543965,0.05702366,0.011404
3744.601,0.01410461,0.02080307,0.1044875,0.05615898,0.01823829,0.05538621,0.05715154,0.01159527
3745.083,0.01480884,0.02130515,0.1042487,0.05580077,0.01801837,0.0551583,0.05722749,0.01170256
3745.565,0.01551859,0.02188576,0.1042317,0.05553869,0.01810504,0.05484296,0.05723948,0.0117413
3746.047,0.01611752,0.02239992,0.1043884,0.05542202,0.01839897,0.05451296,0.05718579,0.0117426
3746.529,0.01656944,0.02278272,0.1046221,0.05546348,0.01881114,0.05419143,0.05706958,0.0117229
3747.011,0.01688834,0.02303394,0.1048396,0.05566632,0.01929185,0.05386613,0.05689282,0.01168964
3747.493,0.01711417,0.02319232,0.1049656,0.05603119,0.01982012,0.05350947,0.05665733,0.01166171
3747.975,0.01729862,0.02331527,0.1049542,0.05654569,0.02038677,0.05309839,0.0563692,0.01166778
3748.458,0.01749296,0.02345743,0.104793,0.05716304,0.0209702,0.05263441,0.05604615,0.01174048
3748.939,0.01773268,0.02364747,0.1045129,0.0577619,0.02150555,0.05217528,0.05573168,0.01189031
3749.422,0.01801293,0.02386591,0.1041901,0.05814983,0.02188848,0.05184523,0.05549563,0.01208244
3749.904,0.01827987,0.02404666,0.1039274,0.05811637,0.02201104,0.05180164,0.05541521,0.01222772
3750.386,0.018453,0.02410886,0.1038088,0.0575489,0.02182901,0.05214823,0.0555334,0.01221289
3750.868,0.01848594,0.02401734,0.10385,0.05653482,0.02140748,0.05283666,0.05582182,0.01198068
3751.35,0.01839872,0.02380437,0.1040024,0.05532139,0.02088569,0.05368025,0.05618846,0.01156778
3751.832,0.01826157,0.02354171,0.1041955,0.05417626,0.02039752,0.05445905,0.05652896,0.01108058
3752.314,0.01814223,0.02329355,0.1043814,0.05326352,0.02001256,0.05503325,0.0567765,0.01063316
3752.796,0.01807555,0.02309258,0.1045391,0.05263304,0.01974057,0.05535851,0.05690697,0.01030149
3753.279,0.0180574,0.02294022,0.1046633,0.0522597,0.01955541,0.05545854,0.05692777,0.01011222
3753.761,0.01805948,0.02281864,0.1047527,0.05208827,0.01941994,0.05538722,0.05686302,0.01004759
3754.243,0.01804396,0.02270663,0.104804,0.05206496,0.01930185,0.05519896,0.05673946,0.01006931
3754.725,0.01797725,0.02258889,0.1048134,0.05214581,0.01917889,0.05493903,0.05658251,0.01013363
3755.207,0.01784088,0.02245791,0.1047806,0.05229769,0.01903967,0.05463722,0.05641206,0.01020128
3755.689,0.01763675,0.02231657,0.1047141,0.05249101,0.01888314,0.05431379,0.05624342,0.01024375
3756.171,0.01739146,0.02217488,0.1046331,0.05269376,0.01871743,0.05398232,0.05608572,0.01024602
3756.653,0.0171492,0.02204668,0.1045655,0.05287432,0.01855637,0.0536539,0.05594088,0.01020848
3757.135,0.01696527,0.02194881,0.1045443,0.05300052,0.01842155,0.05334624,0.05580549,0.01014494
3757.618,0.01688381,0.02189858,0.1045964,0.05305368,0.01834247,0.05308913,0.05567542,0.01007883
3758.1,0.01692,0.02191225,0.1047319,0.05303608,0.01835239,0.05292417,0.05555206,0.01003506
3758.582,0.01705202,0.02200296,0.1049371,0.05297612,0.01848473,0.05289882,0.05544659,0.01003162
3759.064,0.0172292,0.02217524,0.1051771,0.05291884,0.0187574,0.05304749,0.05537862,0.01007234
3759.546,0.0173972,0.02242029,0.105408,0.05290547,0.01916051,0.05336964,0.05536465,0.01015063
3760.028,0.01751703,0.02271544,0.1055911,0.05296016,0.01965578,0.05382548,0.05540964,0.01025468
3760.51,0.01758043,0.02302875,0.1057055,0.05308232,0.02018881,0.05434659,0.05549951,0.01037656
3760.992,0.01760179,0.02332844,0.1057505,0.0532556,0.02070854,0.05486333,0.05560855,0.01051248
3761.475,0.01760524,0.02358645,0.105738,0.05346061,0.02117527,0.05531599,0.05570627,0.01065964
3761.957,0.01761193,0.02378328,0.1056871,0.0536848,0.021566,0.05566715,0.05576734,0.01081174
3762.439,0.0176363,0.023909,0.1056205,0.05392337,0.02187079,0.05589746,0.05577665,0.01095867
3762.921,0.0176896,0.02396153,0.105569,0.05417323,0.02208598,0.05599634,0.05573024,0.01108998
3763.403,0.01778074,0.02394885,0.1055678,0.05442629,0.02221189,0.05596241,0.05563867,0.01119423
3763.885,0.01791658,0.02388749,0.1056503,0.05466169,0.02224984,0.05580551,0.05552826,0.0112611
3764.367,0.01809813,0.02380378,0.1058341,0.0548409,0.02220312,0.05555307,0.05544156,0.01128007
3764.849,0.01831602,0.02372788,0.1061039,0.05492083,0.02208129,0.05525084,0.05542123,0.01124824
3765.332,0.01854922,0.02368474,0.1064072,0.05487286,0.02190326,0.05495386,0.05549462,0.01117476
3765.813,0.01876815,0.02368492,0.1066674,0.05470085,0.02169767,0.05471084,0.05565932,0.01107901
3766.296,0.01894565,0.02371807,0.106817,0.05444043,0.02149289,0.05454602,0.05588776,0.01097982
3766.778,0.0190606,0.02376009,0.1068124,0.05414502,0.02131261,0.05446241,0.05613981,0.01088601
3767.26,0.01909963,0.0237815,0.1066407,0.05387265,0.02117614,0.05445044,0.05637414,0.01079461
3767.742,0.01905871,0.02375935,0.1063181,0.0536704,0.02109802,0.05449979,0.05655641,0.01069449
3768.224,0.01894392,0.02368312,0.1058901,0.05357119,0.02109054,0.05460186,0.05665821,0.01057369
3768.706,0.01877419,0.0235615,0.1054325,0.05358417,0.021157,0.05474777,0.05665952,0.01042454
3769.188,0.01857787,0.02342137,0.105033,0.05368717,0.02128399,0.05492414,0.05655659,0.01025123
3769.67,0.01838597,0.02330055,0.104769,0.05382758,0.02143737,0.05510811,0.05636812,0.01007063
3770.153,0.01821931,0.02322753,0.1046767,0.05394255,0.02157394,0.05527091,0.05613211,0.009909937
3770.635,0.01808099,0.02320463,0.104741,0.05398873,0.02166096,0.05538685,0.05589026,0.009794788
3771.117,0.01796047,0.02320849,0.104914,0.05395233,0.02168355,0.055439,0.05567589,0.009740269
3771.599,0.01784256,0.02320462,0.1051421,0.0538453,0.02164315,0.05542199,0.05550813,0.009748416
3772.081,0.01771725,0.02316507,0.1053841,0.0536913,0.02155086,0.0553404,0.05539272,0.00981243
3772.563,0.01758167,0.02307835,0.1056109,0.05351658,0.02142396,0.05520672,0.05532917,0.009926004
3773.045,0.01744055,0.02295431,0.1058026,0.05334448,0.02128187,0.05504061,0.05531211,0.01008506
3773.527,0.01730059,0.02281838,0.1059454,0.0531923,0.02114337,0.0548646,0.05533309,0.01028537
3774.01,0.01716783,0.02270714,0.1060271,0.05307316,0.02102655,0.05470356,0.05538063,0.01051779
3774.492,0.01704307,0.02265518,0.1060405,0.05299329,0.02094387,0.05457731,0.05544199,0.01076399
3774.974,0.01692117,0.02268344,0.1059877,0.05295173,0.02090064,0.05449368,0.0555057,0.01099824
3775.456,0.01679286,0.02279576,0.1058825,0.05294089,0.02089539,0.05444795,0.05556299,0.01118659
3775.938,0.0166483,0.02297849,0.1057512,0.05294893,0.02092324,0.05442201,0.05560941,0.0112968
3776.42,0.01648185,0.02320866,0.1056268,0.05296345,0.02098061,0.05439208,0.05564404,0.01130507
3776.902,0.01629435,0.02345835,0.1055475,0.05297407,0.02106736,0.05433412,0.05566608,0.01120088
3777.384,0.01609559,0.02370343,0.1055442,0.05297649,0.02118783,0.0542362,0.05567256,0.01099246
3777.866,0.01590332,0.02392525,0.1056312,0.05297301,0.0213455,0.05410456,0.0556562,0.01070748
3778.349,0.01574102,0.02410799,0.1057943,0.05297259,0.02153345,0.0539675,0.05560829,0.01039313
3778.831,0.0156296,0.02424065,0.105991,0.05298495,0.02172743,0.05386463,0.05552499,0.01010428
3779.313,0.01557977,0.02431836,0.1061657,0.05301614,0.0218909,0.05382619,0.05541435,0.009887826
3779.795,0.01558753,0.02434464,0.106272,0.05306612,0.02198778,0.05385455,0.05529697,0.009769644
3780.277,0.01563839,0.02432925,0.1062951,0.05313286,0.02200155,0.05392244,0.05519694,0.009748496
3780.759,0.01571382,0.02428367,0.1062465,0.05321847,0.02193744,0.05398919,0.05513162,0.009804869
3781.241,0.01579739,0.02421969,0.1061523,0.05333312,0.02181718,0.05401858,0.05510699,0.009913088
3781.723,0.01587838,0.02414717,0.1060375,0.05349303,0.02166893,0.05399407,0.05511658,0.010051
3782.206,0.0159519,0.02407615,0.1059232,0.05371499,0.02152494,0.05391999,0.05514548,0.01020558
3782.688,0.0160201,0.02401652,0.1058255,0.05400617,0.02141894,0.05382278,0.05517375,0.01037067
3783.17,0.01609175,0.02397547,0.1057536,0.05435265,0.02137581,0.05374206,0.05518435,0.01054201
3783.652,0.01618042,0.02395435,0.1057104,0.05470959,0.0214045,0.05372249,0.05516898,0.01070926
