absorbance_5.11_1A (2),5.11_1A (2),5.11_1A,5.11_2A (2),5.11_2A,5.11_3A (2),5.11_3A,5.11_4A (2),5.11_4A
1511.918,0.01600973,0.02063412,0.09278083,0.04699776,0.02021429,0.04800668,0.04773116,0.008877246
1512.4,0.01610061,0.02085279,0.09273808,0.04684807,0.02003082,0.04809801,0.04777836,0.008901602
1512.882,0.01613713,0.02117633,0.09273528,0.04669454,0.01991374,0.04820862,0.04783282,0.008886287
1513.364,0.01613143,0.02156271,0.09275112,0.04656804,0.01988072,0.04831765,0.04787767,0.008852596
1513.846,0.01610413,0.02196283,0.09277058,0.04650478,0.01993714,0.04841177,0.04790604,0.008817099
1514.329,0.0160839,0.02232841,0.09278792,0.04654714,0.02007886,0.04848595,0.04792293,0.008785487
1514.811,0.01610344,0.02261639,0.09280785,0.04673706,0.02028952,0.04854086,0.04794811,0.008748723
1515.293,0.01619042,0.02279534,0.09284401,0.04709956,0.02053961,0.04857773,0.04801343,0.008684523
1515.775,0.01635453,0.02284626,0.0929101,0.04761162,0.0207752,0.04859035,0.04815823,0.00856467
1516.257,0.01657002,0.0227727,0.09300815,0.04817045,0.02091872,0.04856234,0.04841065,0.008373928
1516.739,0.01678386,0.02260646,0.0931232,0.04861638,0.02090413,0.04847873,0.0487614,0.00813281
1517.221,0.01694438,0.02240496,0.09323248,0.04880058,0.02071463,0.04834453,0.04915686,0.007901747
1517.703,0.01703966,0.02222335,0.09332656,0.04867358,0.02039677,0.04818955,0.0495262,0.007750563
1518.186,0.01709264,0.02208775,0.09341075,0.04828082,0.02001036,0.04804152,0.04982069,0.007713055
1518.668,0.01713732,0.02199995,0.09349456,0.0477028,0.01958963,0.0479061,0.05001951,0.007777607
1519.15,0.01719271,0.02195408,0.09357574,0.04699866,0.01912688,0.04775587,0.05011834,0.007895463
1519.632,0.01725297,0.0219551,0.09363532,0.04618648,0.01858634,0.04753616,0.0501117,0.008002693
1520.114,0.017283,0.02203292,0.09364104,0.0452792,0.0179474,0.0471782,0.0499861,0.008034206
1520.596,0.01721382,0.02223751,0.09355573,0.04433534,0.01725544,0.04663409,0.0497276,0.007951675
1521.078,0.01696564,0.02260291,0.0933601,0.04352043,0.01666263,0.04593949,0.049345,0.007775836
1521.56,0.01651613,0.02307718,0.09308639,0.04309915,0.01639595,0.04527724,0.04890504,0.007604974
1522.042,0.01598089,0.02351655,0.09283927,0.04323883,0.0165832,0.04490311,0.04850536,0.007568375
1522.525,0.01554415,0.02378979,0.09273556,0.0438502,0.01713612,0.04494143,0.04819653,0.007724953
1523.007,0.01532551,0.0238475,0.09283131,0.04468231,0.01783709,0.04531147,0.04795297,0.008036591
1523.489,0.01532741,0.02369842,0.09310564,0.04552225,0.01850141,0.0458286,0.04772265,0.008415614
1523.971,0.01549193,0.02335656,0.09349702,0.04625712,0.01903,0.04631688,0.04747544,0.008779969
1524.453,0.01574844,0.02282832,0.09392254,0.04682816,0.01938152,0.04662889,0.04721961,0.009059232
1524.935,0.01603126,0.02212938,0.09428591,0.04721209,0.01956156,0.04667391,0.04700062,0.009203464
1525.417,0.01628234,0.02130874,0.09449302,0.04741263,0.01961457,0.04644,0.04688332,0.009190192
1525.899,0.01644898,0.02046615,0.09447219,0.0474648,0.01962084,0.04602081,0.04692104,0.009035574
1526.382,0.01649929,0.01972443,0.09421603,0.04742921,0.01966313,0.04559177,0.0471119,0.008796209
1526.864,0.01642678,0.01918146,0.09378358,0.04736653,0.01978926,0.04532511,0.04739102,0.008545074
1527.346,0.01624517,0.01888032,0.09327167,0.04731187,0.01999359,0.04531164,0.04766127,0.008343222
1527.828,0.01598013,0.01880494,0.0927702,0.0472666,0.0202305,0.04552569,0.04784609,0.008219955
1528.31,0.01566193,0.01890841,0.09234284,0.04721423,0.02044489,0.04586827,0.04791348,0.008176107
1528.792,0.01532421,0.01913534,0.09203038,0.04713879,0.02059417,0.04621906,0.04787362,0.008196116
1529.274,0.01499787,0.01943555,0.0918531,0.04703517,0.02066085,0.04648715,0.04776323,0.008257329
1529.756,0.01470873,0.01976469,0.091824,0.04690918,0.02064607,0.0466231,0.04762564,0.008335061
1530.239,0.01447405,0.02008193,0.09195306,0.04677068,0.02056084,0.04661984,0.04749827,0.008405516
1530.721,0.01429594,0.02035158,0.09224641,0.04662633,0.02041406,0.04650152,0.04740253,0.008448933
1531.203,0.01416407,0.0205362,0.09270516,0.04647693,0.02020705,0.04631276,0.04734488,0.008451059
1531.685,0.01405437,0.02059538,0.09330892,0.04632146,0.01993335,0.04611098,0.04731587,0.008409791
1532.167,0.01393572,0.0204959,0.09399963,0.04616667,0.01958784,0.04595436,0.04729301,0.008342387
1532.649,0.01377569,0.02023435,0.09464548,0.04604681,0.01918844,0.04588613,0.04724195,0.008291772
1533.131,0.01356794,0.01987483,0.09506531,0.04602848,0.01879638,0.04590332,0.04713226,0.008309068
1533.613,0.01335656,0.01954123,0.0951478,0.04616982,0.01850192,0.04595866,0.04696246,0.008414943
1534.095,0.01321568,0.01934735,0.0949489,0.04647229,0.01836867,0.04599598,0.04676337,0.008577789
1534.578,0.01319444,0.01932138,0.09464031,0.04687536,0.01839158,0.04599841,0.04657584,0.008738953
1535.06,0.01328986,0.01941819,0.09436379,0.04730504,0.01851694,0.04598142,0.04642705,0.008854864
1535.542,0.01347256,0.01957601,0.09418993,0.04769862,0.01868233,0.04597316,0.04633511,0.008908014
1536.024,0.01371181,0.01975266,0.09412759,0.04800931,0.01884057,0.04600339,0.04631781,0.008904743
1536.506,0.01399098,0.01993537,0.09415288,0.04819819,0.01895838,0.0460999,0.04640092,0.008860477
1536.988,0.01430498,0.02013877,0.09422733,0.04821825,0.01900862,0.04629831,0.04662528,0.008797379
1537.47,0.01465731,0.0204055,0.09430505,0.04801758,0.01897117,0.04664513,0.0470458,0.008743723
1537.952,0.01505606,0.02080871,0.09434458,0.04754279,0.01884172,0.04721163,0.04773039,0.008738343
1538.434,0.01548598,0.02144024,0.09431645,0.0467783,0.01865863,0.04808499,0.0487321,0.008841526
1538.917,0.01587387,0.02235683,0.09420551,0.04581865,0.01852321,0.04931636,0.05003284,0.009109387
1539.399,0.01604944,0.02345949,0.09398918,0.04496353,0.01857993,0.05077859,0.05144311,0.009524504
1539.881,0.01579393,0.02435457,0.0936055,0.04472167,0.01890121,0.05197715,0.05253176,0.009882586
1540.363,0.01508282,0.02456307,0.09301369,0.0454085,0.01935749,0.05228211,0.052885,0.009893144
1540.845,0.01420793,0.02400904,0.09229794,0.04674374,0.01970555,0.0515498,0.05251427,0.009479855
1541.327,0.01352717,0.02308311,0.09163469,0.04810457,0.01980636,0.05024439,0.05180695,0.008841196
1541.809,0.01317618,0.02219092,0.09116079,0.04907793,0.01967817,0.04889062,0.05107878,0.008193995
1542.291,0.0131053,0.02152187,0.09093438,0.04954414,0.01939281,0.04777447,0.05042844,0.007629602
1542.773,0.0132073,0.02110597,0.09097347,0.04952037,0.01902024,0.04700731,0.04983026,0.007151659
1543.256,0.01338816,0.02089733,0.09126053,0.04907661,0.01862215,0.04660762,0.04924024,0.006741466
1543.738,0.01359107,0.02083324,0.09174334,0.04831588,0.01826455,0.04655149,0.04865427,0.006403058
1544.22,0.01379597,0.02085716,0.09232672,0.04738963,0.0180174,0.04676609,0.04812486,0.006178092
1544.702,0.01401324,0.02093091,0.09290145,0.0464725,0.01792772,0.04713079,0.04772761,0.006120184
1545.184,0.01426224,0.02103594,0.09338336,0.04570909,0.01800098,0.04750949,0.04751454,0.006261053
1545.666,0.01455171,0.02116543,0.09374191,0.04516653,0.01819843,0.04779236,0.04748397,0.006588843
1546.148,0.01486899,0.02131389,0.09399536,0.04482671,0.01845924,0.04792619,0.04758755,0.007052192
1546.63,0.01518605,0.02147171,0.09417978,0.04462691,0.01872362,0.04789832,0.04775944,0.007584643
1547.113,0.01546758,0.02162467,0.09432495,0.04449327,0.01894546,0.04772029,0.0479337,0.008117103
1547.595,0.01568046,0.02175699,0.09443817,0.04436457,0.01909848,0.04741465,0.04805553,0.008586543
1548.077,0.01579532,0.02185154,0.09449556,0.04419906,0.01917011,0.04701515,0.04807354,0.008923254
1548.559,0.01579385,0.02189338,0.09444032,0.04398578,0.01916458,0.04657058,0.04794349,0.009057637
1549.041,0.01567959,0.02187565,0.09420538,0.04375069,0.01910371,0.04613977,0.04764152,0.008947046
1549.523,0.01548697,0.02180359,0.09374584,0.04355508,0.01902519,0.04578259,0.04718135,0.008610295
1550.005,0.01527576,0.02169463,0.09308764,0.04346737,0.01897068,0.04553263,0.04662103,0.008150776
1550.487,0.01510236,0.02156698,0.09232432,0.04352527,0.01896767,0.04538272,0.04603632,0.007711501
1550.969,0.0149995,0.02142599,0.0915731,0.04372775,0.01902197,0.04529317,0.04549442,0.007420599
1551.452,0.01497027,0.02125994,0.09092285,0.04404923,0.01912002,0.04521649,0.04503914,0.007341804
1551.934,0.015001,0.02104753,0.09041488,0.04446446,0.01923869,0.04511535,0.04469927,0.007475064
1552.416,0.0150773,0.02077141,0.09006383,0.04495227,0.01935283,0.04496922,0.0445071,0.00777802
1552.898,0.01518673,0.02043294,0.08986672,0.0454921,0.01943871,0.04477658,0.04449702,0.0081768
1553.38,0.01531579,0.02005733,0.08981159,0.04605611,0.01947647,0.04455158,0.04469076,0.008583494
1553.862,0.01543836,0.01969501,0.08987482,0.04660118,0.01945121,0.04432258,0.04507487,0.008904704
1554.344,0.0155164,0.01939932,0.09002343,0.0470818,0.01935623,0.04411943,0.04558985,0.009079223
1554.826,0.01550888,0.01920155,0.09022787,0.04747008,0.0191934,0.04396388,0.04615243,0.009098774
1555.309,0.01537924,0.01910096,0.09046804,0.04776401,0.01896628,0.04386374,0.04668109,0.009002827
1555.791,0.01510316,0.01907029,0.0907445,0.04798575,0.01866955,0.04381726,0.04712801,0.008852874
1556.273,0.01466639,0.01907202,0.09107684,0.04816614,0.01827719,0.04382078,0.0474764,0.008700833
1556.755,0.01407242,0.0190703,0.09150673,0.04832934,0.01774294,0.04388902,0.04772115,0.008588127
1557.237,0.01336044,0.01904343,0.09210453,0.04846759,0.01701175,0.04408344,0.04784232,0.008549755
1557.719,0.01265679,0.01898931,0.09295367,0.04850666,0.01608579,0.0445406,0.04777797,0.008636812
1558.201,0.01223124,0.01891688,0.09398512,0.04827915,0.01517521,0.04539447,0.04744855,0.008877504
1558.683,0.01232846,0.01882962,0.09474197,0.04769024,0.01473173,0.046461,0.04691928,0.009145772
1559.166,0.01281742,0.01875816,0.09477351,0.0469877,0.01500855,0.04724106,0.0464885,0.009240372
1559.648,0.01335709,0.01877204,0.09432444,0.04650834,0.01573322,0.04759154,0.04634206,0.009194903
1560.13,0.01380283,0.01888213,0.0938514,0.04630161,0.0165278,0.04772882,0.04639596,0.00913913
1560.612,0.01414579,0.01903386,0.09351224,0.04626689,0.01719731,0.0477957,0.04652162,0.009089856
1561.094,0.01440297,0.01917377,0.09329311,0.04631476,0.01769549,0.04782473,0.04664449,0.009017432
1561.576,0.01459204,0.01927525,0.09315567,0.04639367,0.01804846,0.04781646,0.04673342,0.008907685
1562.058,0.01472771,0.01933165,0.09307753,0.04647752,0.01830283,0.04777259,0.04677701,0.008764957
1562.54,0.01481953,0.01934541,0.09303863,0.04655328,0.01850441,0.04769463,0.04677555,0.008598978
1563.022,0.01487081,0.01932392,0.09301279,0.04661813,0.01869148,0.04758098,0.04674005,0.008419028
1563.505,0.01488232,0.0192796,0.09296755,0.04667615,0.01889579,0.04742966,0.04669082,0.008237419
1563.987,0.01485859,0.0192307,0.09287307,0.04673691,0.01913971,0.04724251,0.0466542,0.008072379
1564.469,0.01481253,0.01919744,0.0927176,0.04681094,0.01943057,0.04703043,0.04665038,0.007942882
1564.951,0.01476501,0.01919546,0.09251275,0.04690585,0.01975415,0.04681295,0.04668384,0.007861611
1565.433,0.01473734,0.01922789,0.09229069,0.04702214,0.02007715,0.04661465,0.04673746,0.007826935
1565.915,0.01474125,0.0192844,0.09208532,0.04715537,0.02036093,0.0464566,0.04678227,0.007824691
1566.397,0.01477604,0.01934553,0.09192155,0.04729954,0.02056783,0.04635572,0.04678813,0.007835863
1566.879,0.01483072,0.01939066,0.09180889,0.04745127,0.02066847,0.04632602,0.04673488,0.007846498
1567.361,0.01489071,0.01940477,0.09174441,0.04760861,0.02064363,0.0463791,0.04661686,0.007853329
1567.844,0.01494112,0.01938101,0.09172004,0.04776498,0.02048727,0.04652341,0.04644472,0.007868801
1568.326,0.0149696,0.0193247,0.0917274,0.04789891,0.02021874,0.04674795,0.04624812,0.00791878
1568.808,0.01496919,0.01925329,0.09175903,0.04796896,0.01989227,0.04700696,0.04607008,0.008030416
1569.29,0.01494053,0.01919192,0.09180772,0.04791977,0.01959786,0.04721165,0.04595327,0.008210065
1569.772,0.01489937,0.0191618,0.09187052,0.04771902,0.01942076,0.04728416,0.0459093,0.008431014
1570.254,0.01487021,0.01917122,0.09195109,0.04738549,0.01939433,0.04721855,0.0459125,0.008652438
1570.736,0.01486973,0.0192138,0.09205307,0.04697439,0.01949107,0.04707765,0.04592291,0.008846648
1571.218,0.01489549,0.01927766,0.09217235,0.04654313,0.0196567,0.04693849,0.04591589,0.009010259
1571.7,0.01493192,0.01935392,0.09229807,0.04612922,0.0198471,0.0468527,0.04588849,0.009153983
1572.183,0.01496142,0.01944265,0.09241724,0.04575555,0.02003918,0.04684874,0.04585081,0.009293399
1572.665,0.01496929,0.01955054,0.0925156,0.04543243,0.0202281,0.0469343,0.04581792,0.009438986
1573.147,0.0149442,0.01968748,0.09257523,0.0451642,0.02041547,0.04710627,0.04580475,0.009589007
1573.629,0.01487579,0.01986082,0.09257281,0.04495399,0.02059935,0.04735276,0.04582738,0.009724398
1574.111,0.01475366,0.02006966,0.09248511,0.04480254,0.02076901,0.04765569,0.04590135,0.009807942
1574.593,0.01457151,0.02029628,0.09230353,0.04470951,0.02090463,0.0479891,0.04604261,0.009790879
1575.075,0.01433499,0.02049454,0.09205826,0.04467351,0.02098027,0.04830924,0.04625895,0.009629868
1575.557,0.01407277,0.02059725,0.09182622,0.04469216,0.02097596,0.04855342,0.04653387,0.009317472
1576.04,0.01384026,0.02055,0.09170064,0.04475752,0.02089287,0.04865122,0.04681006,0.008906627
1576.522,0.01369736,0.02036925,0.09172059,0.04485442,0.02076651,0.04857153,0.04700683,0.00849504
1577.004,0.01367185,0.02014101,0.09184258,0.04496525,0.02064969,0.04835535,0.04707311,0.008163806
1577.486,0.01374893,0.01995671,0.09198643,0.04507636,0.02058169,0.04808245,0.04700954,0.00793673
1577.968,0.01389084,0.019862,0.09209405,0.04517983,0.02057325,0.04782247,0.04684939,0.007795066
1578.45,0.01406238,0.01985678,0.0921485,0.0452721,0.02061397,0.04761381,0.0466303,0.007709712
1578.932,0.014241,0.01992291,0.09215856,0.04535064,0.02068731,0.04747803,0.04638404,0.007657454
1579.414,0.01441601,0.02003776,0.09214546,0.04541336,0.02077432,0.04742453,0.04613664,0.007622477
1579.896,0.01458427,0.02018062,0.09213211,0.04545854,0.02085708,0.04745065,0.04590734,0.007592935
1580.379,0.01474508,0.02033254,0.09214241,0.04548503,0.02091932,0.04754213,0.04571185,0.007560628
1580.861,0.01489558,0.02047502,0.09219709,0.04549348,0.02095024,0.04766949,0.04555954,0.007523489
1581.343,0.01503008,0.02059213,0.09230883,0.04548749,0.02094681,0.04779476,0.04545061,0.00748622
1581.825,0.01513854,0.02066886,0.09247887,0.04547372,0.02091409,0.04787696,0.04538,0.007461953
1582.307,0.01520993,0.0206943,0.09269357,0.04546217,0.02086286,0.04788664,0.04534067,0.007467351
1582.789,0.01523805,0.02066446,0.0929279,0.04546338,0.02080525,0.04781576,0.04532921,0.007515415
1583.271,0.01522353,0.02058335,0.09314734,0.0454867,0.02075267,0.04767765,0.04534844,0.007610593
1583.753,0.0151767,0.02046372,0.09331689,0.04553692,0.0207127,0.04750161,0.04540551,0.007742542
1584.236,0.01511429,0.02032457,0.09341028,0.04561299,0.02068858,0.04732057,0.04550563,0.007889008
1584.718,0.01505704,0.02018962,0.09341347,0.04570681,0.02068058,0.04716282,0.04564651,0.008019201
1585.2,0.01502256,0.02008056,0.09333099,0.0458055,0.02068668,0.04704355,0.04581609,0.008106636
1585.682,0.01501931,0.02001043,0.09318372,0.04589592,0.0207032,0.0469626,0.045995,0.008138701
1586.164,0.01504443,0.01998223,0.0930054,0.04596732,0.02072619,0.04690903,0.04616233,0.008122765
1586.646,0.01508403,0.01998809,0.09283217,0.04601495,0.02075193,0.04686815,0.0463047,0.008083797
1587.128,0.01511741,0.02001403,0.09269235,0.04604057,0.02077791,0.04682863,0.0464201,0.008053043
1587.61,0.01512013,0.0200453,0.09260404,0.04604961,0.02080323,0.04678607,0.04651675,0.0080588
1588.093,0.01507077,0.02007201,0.09257007,0.04604747,0.02082864,0.0467444,0.04660745,0.008111651
1588.575,0.01495529,0.02009211,0.09258233,0.04603688,0.02085729,0.0467138,0.04670249,0.008200895
1589.057,0.014771,0.02010998,0.09262501,0.04601629,0.02089266,0.04670759,0.04680366,0.008296801
1589.539,0.01452941,0.020133,0.09268309,0.04598117,0.02093744,0.04673759,0.04690178,0.008363669
1590.021,0.01425654,0.02016513,0.09274666,0.04592764,0.02099099,0.0468111,0.04698052,0.008373231
1590.503,0.01399257,0.0202033,0.0928122,0.04585551,0.02104757,0.0469289,0.04702255,0.008314531
1590.985,0.01378169,0.02023709,0.0928804,0.04577063,0.02109709,0.04708525,0.04701734,0.008196279
1591.467,0.01366741,0.02025084,0.09295141,0.0456855,0.02112674,0.0472676,0.04696471,0.008040183
1591.949,0.01368302,0.02022999,0.09301996,0.04561733,0.02112442,0.04745798,0.04687524,0.007872101
1592.432,0.01384034,0.02016724,0.09307559,0.04558261,0.02108392,0.04763763,0.04676618,0.007711955
1592.914,0.01412401,0.02006579,0.09310441,0.04559547,0.02100846,0.04778814,0.04665777,0.007573603
1593.396,0.01448683,0.01994035,0.09309638,0.045663,0.02091284,0.04789592,0.0465684,0.007466955
1593.878,0.01486295,0.01981127,0.09305149,0.04578216,0.02081942,0.04795586,0.0465091,0.00740195
1594.36,0.01517732,0.01969915,0.09298442,0.04593899,0.02075323,0.04796992,0.04648196,0.007392996
1594.842,0.01536995,0.01961673,0.09292196,0.04610878,0.02073238,0.04794607,0.04647894,0.00745495
1595.324,0.01541771,0.01956462,0.09289249,0.04626286,0.0207595,0.04789292,0.04648479,0.00759461
1595.806,0.0153384,0.01953298,0.09291674,0.04637206,0.02082147,0.04781735,0.04648062,0.007802208
1596.288,0.01518597,0.01950811,0.09299792,0.04641603,0.02089213,0.047724,0.0464497,0.008047241
1596.771,0.01502454,0.01948026,0.09312072,0.04638927,0.02094458,0.04761732,0.04638443,0.008287599
1597.253,0.01491278,0.01944836,0.09325602,0.04630328,0.02095737,0.04750455,0.0462879,0.008477245
1597.735,0.01488337,0.01942154,0.09337236,0.04618489,0.02092175,0.04739812,0.04617463,0.00858297
1598.217,0.01493819,0.01941399,0.09344672,0.04606906,0.02084148,0.04731262,0.04606542,0.008592953
1598.699,0.01505318,0.01944096,0.09346943,0.04599483,0.02072891,0.04726264,0.04598458,0.008517278
1599.181,0.01518878,0.01951142,0.0934471,0.04599359,0.02059953,0.04725517,0.04595168,0.008384676
1599.663,0.0153057,0.01962483,0.09339798,0.04608002,0.02046619,0.04728584,0.04597524,0.008231017
1600.145,0.01537324,0.01976909,0.09334757,0.04624629,0.02033795,0.04733646,0.04605021,0.008093531
1600.627,0.01538051,0.01992482,0.09331736,0.04646026,0.02021993,0.04737896,0.04615774,0.007999027
1601.11,0.01533779,0.02007217,0.09331653,0.04667336,0.02011671,0.04738633,0.04627237,0.007960419
1601.592,0.01527172,0.02019521,0.09333837,0.04682856,0.02003689,0.04733967,0.04636883,0.007978126
1602.074,0.01521416,0.02028757,0.0933632,0.0468809,0.01999426,0.04723925,0.0464335,0.008043276
1602.556,0.0151898,0.0203512,0.09336829,0.04681042,0.02000525,0.04710387,0.04646776,0.008142708
1603.038,0.01521037,0.020392,0.09333755,0.04662822,0.02008335,0.04696658,0.04648786,0.008259084
1603.52,0.0152707,0.02041379,0.09327071,0.04637179,0.02023087,0.04685932,0.04651587,0.008373084
1604.002,0.01535414,0.02041547,0.09318486,0.04609186,0.02043638,0.04680435,0.0465707,0.008464135
1604.484,0.01543843,0.02039241,0.093109,0.04584154,0.02067648,0.04680933,0.04666227,0.008511277
1604.967,0.0155039,0.02034068,0.09307229,0.04566003,0.02092414,0.04686816,0.04678896,0.008500937
1605.449,0.01553686,0.02026327,0.0930957,0.04557023,0.0211562,0.04696755,0.0469397,0.008431785
1605.931,0.01552923,0.02017378,0.0931854,0.0455792,0.02135866,0.0470909,0.04709646,0.008319508
1606.413,0.01547956,0.02009444,0.09333014,0.04567883,0.02152914,0.0472232,0.04723805,0.008194745
1606.895,0.01539095,0.02005194,0.09350304,0.04584823,0.02167409,0.04734957,0.04734155,0.008098179
1607.377,0.01527268,0.02006792,0.09366676,0.04605368,0.02180356,0.04745426,0.04738272,0.008068729
1607.859,0.01513896,0.02014717,0.09378748,0.04625695,0.02192382,0.04752221,0.04734273,0.008126001
1608.341,0.015009,0.02027258,0.09384329,0.04641924,0.02203351,0.04754325,0.04721227,0.008261647
1608.823,0.01490346,0.02040767,0.09383239,0.04651209,0.02212342,0.04751692,0.04699749,0.008439873
1609.306,0.01483859,0.02051343,0.09377033,0.04652548,0.02218221,0.04745523,0.04672098,0.008615699
1609.788,0.01482352,0.02055937,0.09368166,0.04646769,0.02220197,0.04738129,0.04642003,0.008750988
1610.27,0.01485562,0.0205366,0.09358963,0.04636225,0.02218337,0.0473215,0.04613986,0.008828623
1610.752,0.01492166,0.02045665,0.09350787,0.04623779,0.02213518,0.04729436,0.04592025,0.008855131
1611.234,0.01499986,0.02034757,0.09344108,0.04612334,0.02207296,0.04730631,0.04579172,0.008852758
1611.716,0.01506341,0.02024294,0.09338847,0.04604138,0.02201342,0.0473488,0.04576738,0.00884781
1612.198,0.01508752,0.02017039,0.09334867,0.04600462,0.02196965,0.04740499,0.04584283,0.008859106
1612.68,0.01505046,0.02015092,0.09332358,0.04601889,0.02195002,0.04745561,0.04600105,0.008895972
1613.163,0.01493575,0.02019707,0.09331895,0.04608515,0.02195644,0.04748823,0.04621943,0.008957009
1613.645,0.01473292,0.02031643,0.09334183,0.04620363,0.0219851,0.04750154,0.04647857,0.009034269
1614.127,0.01444025,0.02051497,0.09339885,0.04637447,0.02202782,0.04750875,0.04676137,0.009116091
1614.609,0.01407216,0.02079568,0.0934941,0.04659589,0.02207321,0.04753859,0.04705385,0.009190331
1615.091,0.01366952,0.02115226,0.09362982,0.04685936,0.02211025,0.0476297,0.04734088,0.009246854
1615.573,0.01332137,0.02154467,0.0938038,0.04713611,0.02213066,0.0478202,0.04759729,0.009277385
1616.055,0.0131512,0.02188687,0.09400094,0.0473748,0.02212855,0.04811274,0.04778905,0.009270249
1616.537,0.0132585,0.02207012,0.09418883,0.04752153,0.0221006,0.04844876,0.04788812,0.009209287
1617.02,0.01364349,0.02203179,0.09432621,0.04755754,0.02204612,0.04872871,0.04789744,0.009081419
1617.502,0.0141979,0.02180877,0.09439218,0.04751729,0.02197178,0.04888636,0.0478524,0.008896596
1617.984,0.01478428,0.02149659,0.09439326,0.04745684,0.02188791,0.04892416,0.04779359,0.008685828
1618.466,0.01530025,0.02118543,0.09434969,0.04742122,0.02180252,0.04888577,0.04774601,0.008486751
1618.948,0.01569926,0.02092314,0.09428106,0.04742857,0.02172008,0.04881702,0.04771299,0.008329191
1619.43,0.01597055,0.02072301,0.09420028,0.0474774,0.02164209,0.04874783,0.04768353,0.008229853
1619.912,0.01612077,0.02058045,0.09411484,0.04755504,0.02156926,0.04869308,0.04763854,0.0081935
1620.394,0.01616495,0.02048004,0.09402657,0.04764358,0.02150077,0.04865356,0.04755552,0.008210341
1620.876,0.01612398,0.02040408,0.09393711,0.04772191,0.0214378,0.04862322,0.04741208,0.008261552
1621.359,0.01602743,0.02033724,0.09385266,0.04776519,0.02138774,0.04859566,0.04719291,0.008324218
1621.841,0.01591192,0.02027412,0.09378558,0.04775008,0.02136375,0.0485688,0.04690096,0.008381149
1622.323,0.01581866,0.0202215,0.09375104,0.04766005,0.02137995,0.04854576,0.04657258,0.008428103
1622.805,0.0157797,0.02019832,0.09375744,0.04749551,0.02143808,0.04853123,0.04628162,0.00847486
1623.287,0.01580456,0.02022508,0.09380107,0.04727894,0.02152437,0.04852822,0.04610778,0.00853952
1623.769,0.01587688,0.02031046,0.0938697,0.04704633,0.02161595,0.04853604,0.0460945,0.008633513
1624.251,0.01596685,0.02044427,0.09395361,0.04682959,0.02169797,0.04855106,0.04622662,0.008751745
1624.733,0.01604753,0.02060344,0.09404908,0.04664549,0.02177052,0.04856741,0.04645313,0.008874485
1625.215,0.01609999,0.0207617,0.09415534,0.04650187,0.02184478,0.04858027,0.04671817,0.008978004
1625.698,0.01611451,0.02089723,0.09426795,0.04640453,0.02193701,0.04858783,0.04697969,0.00904577
1626.18,0.0160889,0.0209948,0.09437456,0.04636159,0.02205898,0.04859095,0.04721478,0.009074861
1626.662,0.01602902,0.02104335,0.09445151,0.04638273,0.02221348,0.04859182,0.04741155,0.009078274
1627.144,0.01594916,0.02103604,0.09446708,0.04647135,0.0223844,0.04858867,0.04756884,0.009082489
1627.626,0.01587155,0.02097307,0.09439763,0.04661595,0.02254011,0.04857369,0.04769338,0.009116527
1628.108,0.01582417,0.02086515,0.09424248,0.0467872,0.02264153,0.04853318,0.04779778,0.009199589
1628.59,0.01583112,0.02073537,0.09403598,0.04694814,0.02266657,0.0484566,0.04789393,0.009328194
1629.072,0.01590299,0.02061235,0.09383272,0.04707241,0.02262309,0.04834332,0.04798653,0.009479987
1629.554,0.01603442,0.02052509,0.09368845,0.04715246,0.02254472,0.04820359,0.04807124,0.009623866
1630.037,0.01620626,0.02049439,0.09363781,0.04719955,0.02247519,0.04805524,0.04813677,0.009736245
1630.519,0.01639376,0.02053041,0.09368847,0.04723249,0.02245068,0.04791763,0.04817123,0.009808733
1631.001,0.01657063,0.02063423,0.09382811,0.04726987,0.02249792,0.04781203,0.04816505,0.009847203
1631.483,0.01671328,0.02079469,0.09402815,0.0473213,0.0226268,0.04775541,0.04811664,0.009867787
1631.965,0.01680393,0.02099043,0.09425259,0.04738575,0.0228319,0.04775783,0.04803412,0.009887604
1632.447,0.01682844,0.02118581,0.09445845,0.04744925,0.02309271,0.04781992,0.04793662,0.009920047
1632.929,0.01677917,0.02133771,0.09460433,0.04748806,0.02337818,0.04792994,0.04785158,0.009966526
1633.411,0.01665426,0.02140201,0.09465558,0.04747224,0.02365429,0.04806502,0.04781021,0.01001609
1633.894,0.016462,0.02134304,0.09459378,0.04737197,0.0238862,0.04818746,0.04784235,0.01004951
1634.376,0.01622627,0.02115658,0.09443223,0.04717233,0.02404961,0.04824904,0.04796221,0.01005144
1634.858,0.01599386,0.020896,0.09422736,0.0468975,0.02413111,0.04819534,0.04815016,0.01002636
1635.34,0.01583401,0.02069076,0.09406895,0.04663824,0.02412493,0.04798685,0.0483334,0.01000402
1635.822,0.01581069,0.02067858,0.094019,0.04651377,0.0240345,0.04765052,0.04842139,0.01002296
1636.304,0.01594535,0.02089173,0.09406275,0.04657294,0.02388725,0.04729876,0.04838404,0.01010181
1636.786,0.01620736,0.02123028,0.09413457,0.0467485,0.02372758,0.04705361,0.04827789,0.01022719
1637.268,0.01653889,0.02156473,0.0941849,0.04693748,0.02358477,0.04695775,0.04817708,0.01036562
1637.75,0.01688355,0.02181324,0.09419835,0.04707364,0.0234642,0.04698653,0.04811973,0.01048299
1638.233,0.01719557,0.02194838,0.09418505,0.04713889,0.02335891,0.047095,0.04810415,0.01055346
