absorbance_1.8_1A,1.8_1A,1.8_2A,1.8_3A,1.8_4A,1.8_6A
637.3583,0.05763603,0.03972306,0.01380963,0.1097042,0.07768789
637.8405,0.05810677,0.03925734,0.01193627,0.1098434,0.07753681
638.3226,0.05875576,0.03904582,0.01026039,0.1099134,0.07718221
638.8047,0.05949908,0.03913719,0.009057355,0.1100916,0.07662323
639.2868,0.06016234,0.03953735,0.008529354,0.1104981,0.07594169
639.7689,0.06056315,0.04017609,0.008734592,0.1111354,0.07527666
640.251,0.06059496,0.04092229,0.009591138,0.1118942,0.07475612
640.7332,0.06024837,0.04160732,0.01091029,0.1125971,0.07445769
641.2153,0.05960283,0.04209263,0.01246378,0.1130842,0.0743733
641.6974,0.05876589,0.042321,0.01405194,0.1132896,0.07443158
642.1795,0.05782807,0.04232889,0.01551026,0.113265,0.07453715
642.6616,0.05682461,0.04223061,0.0167272,0.1131618,0.07462442
643.1437,0.05574357,0.04216528,0.01763572,0.1131583,0.07468171
643.6259,0.05455432,0.04226112,0.01819638,0.1134079,0.07474312
644.108,0.05324422,0.04258891,0.01840721,0.1139739,0.07485438
644.5901,0.05183851,0.04315484,0.01830673,0.1148264,0.07503316
645.0722,0.05040229,0.04391429,0.01798078,0.1158705,0.07524955
645.5543,0.04902095,0.04479595,0.01754463,0.1170005,0.07543776
646.0364,0.04777891,0.04572298,0.01711495,0.1181404,0.07553146
646.5186,0.04676176,0.04661121,0.01678973,0.1192443,0.07549805
647.0007,0.04605309,0.04736979,0.01661722,0.1202761,0.07536349
647.4828,0.04574267,0.04789773,0.01659725,0.1211705,0.07520155
647.9649,0.04592835,0.04808803,0.01669782,0.121799,0.07511085
648.447,0.04668004,0.04786613,0.01688439,0.1219923,0.07516916
648.9291,0.04800548,0.04722063,0.01714724,0.1215844,0.07541157
649.4113,0.04981284,0.04623183,0.01751227,0.120476,0.07583043
649.8934,0.05191473,0.04505452,0.0180276,0.1186943,0.07639676
650.3755,0.05405021,0.04388834,0.0187367,0.1164043,0.07708915
650.8576,0.05593961,0.04292195,0.0196463,0.1138844,0.07790813
651.3397,0.05737885,0.04226711,0.0207113,0.1114372,0.07886656
651.8218,0.05827424,0.04193914,0.02183363,0.1093442,0.07996482
652.304,0.05867324,0.04185706,0.02288093,0.1078116,0.08116261
652.7861,0.05872938,0.04188789,0.02373028,0.1069357,0.08237794
653.2682,0.05865322,0.04188694,0.02428402,0.1067295,0.08349607
653.7503,0.05863947,0.04174167,0.02449129,0.1071445,0.08440449
654.2324,0.05880485,0.04139536,0.02435005,0.1081077,0.08503331
654.7145,0.0591834,0.04083871,0.02389758,0.1095294,0.0853588
655.1967,0.05973713,0.04010425,0.02320248,0.111307,0.08540218
655.6788,0.06039719,0.03925452,0.02235082,0.1133248,0.08520277
656.1609,0.061093,0.03839388,0.02144623,0.1154379,0.0847996
656.643,0.06177662,0.03767369,0.0205928,0.1174867,0.08422267
657.1251,0.06242502,0.03727618,0.01986993,0.1193287,0.08350377
657.6072,0.06302058,0.03740669,0.01932402,0.1208422,0.08270364
658.0894,0.06353727,0.03822263,0.01894975,0.1219569,0.081928
658.5715,0.06393716,0.03975939,0.01870041,0.122653,0.08131226
659.0536,0.0641718,0.04187343,0.01850678,0.1229506,0.08100161
659.5357,0.06420389,0.04423271,0.01831823,0.1228946,0.08108794
660.0178,0.06402212,0.04640385,0.01813169,0.1225395,0.08157173
660.4999,0.06364341,0.04793308,0.0180031,0.1219479,0.08235438
660.9821,0.06310543,0.04852419,0.01802628,0.1211907,0.08327363
661.4642,0.06245169,0.04812095,0.01829132,0.1203474,0.08416585
661.9463,0.06172457,0.04692848,0.01884662,0.119513,0.08491004
662.4284,0.060961,0.04534546,0.01966222,0.1187726,0.0854709
662.9105,0.06019885,0.04383013,0.02063187,0.1181801,0.08588675
663.3926,0.0594832,0.04278095,0.02159479,0.117737,0.08623651
663.8748,0.05886046,0.04238888,0.02239869,0.1173854,0.08658424
664.3569,0.05837262,0.04263277,0.02293795,0.1170238,0.08695155
664.839,0.05805021,0.04332775,0.02317033,0.1165325,0.08731418
665.3211,0.05790573,0.04423821,0.02311695,0.1158115,0.0876207
665.8032,0.05793472,0.04514515,0.02284151,0.1148034,0.08781955
666.2853,0.058109,0.04588202,0.02243501,0.113532,0.08787488
666.7675,0.05837582,0.04636648,0.0219998,0.1121351,0.08777891
667.2496,0.05864368,0.04657094,0.02164609,0.1109127,0.08753812
667.7317,0.05878961,0.04653475,0.0214588,0.110273,0.087179
668.2138,0.05869182,0.04633538,0.02140857,0.1104829,0.08681141
668.6959,0.05831819,0.04610649,0.02136707,0.1114283,0.08661225
669.178,0.05780763,0.04604667,0.0212782,0.1126721,0.08666568
669.6602,0.05739352,0.04631737,0.02121584,0.1138086,0.086869
670.1423,0.05726174,0.04692247,0.02122496,0.1146331,0.08706971
670.6244,0.05749495,0.04771216,0.02125827,0.1151432,0.08716776
671.1065,0.05810973,0.04850975,0.02125696,0.1154408,0.08711305
671.5886,0.05908677,0.04916164,0.02120482,0.1156673,0.08689755
672.0707,0.06036595,0.04957131,0.0211683,0.1159631,0.08653785
672.5529,0.06184481,0.04971241,0.02127902,0.1164337,0.08607849
673.035,0.06336084,0.04961906,0.02170284,0.1171355,0.08560656
673.5171,0.06472841,0.04939033,0.02256599,0.1180509,0.08524901
673.9992,0.06578927,0.04915641,0.02389173,0.1190972,0.08514852
674.4813,0.06644069,0.04905579,0.02557295,0.1201402,0.08543909
674.9634,0.06666952,0.04918388,0.02738291,0.121036,0.08619068
675.4456,0.06654214,0.04956619,0.02904593,0.1216747,0.08737724
675.9277,0.06618884,0.05015013,0.03028678,0.1220009,0.08885618
676.4098,0.06576218,0.05081628,0.03093617,0.1220432,0.09039862
676.8919,0.06540163,0.05141458,0.03097669,0.121907,0.09175354
677.374,0.06522057,0.05179301,0.03055293,0.1217579,0.09270425
677.8561,0.06528377,0.05185045,0.02991646,0.1217622,0.09314951
678.3383,0.06561327,0.05155526,0.02934237,0.1220359,0.09311154
678.8204,0.06619665,0.05094983,0.02906553,0.1226088,0.09271398
679.3025,0.06699026,0.05013474,0.0292022,0.123407,0.0921175
679.7846,0.06791979,0.0492454,0.02974337,0.1242762,0.09146421
680.2667,0.06887517,0.04842783,0.03056816,0.1250214,0.09084402
680.7488,0.06973039,0.04779718,0.03150361,0.1254867,0.09027803
681.231,0.07035778,0.04742619,0.03237922,0.1255982,0.08974923
681.7131,0.07065561,0.04734013,0.0330812,0.1253898,0.08924128
682.1952,0.07058276,0.04752716,0.03358616,0.124982,0.08877575
682.6773,0.07016788,0.04796043,0.03395049,0.1245445,0.08842728
683.1594,0.06951606,0.04861501,0.0342824,0.1242457,0.08831405
683.6415,0.06877697,0.04947644,0.03468444,0.1241985,0.08855345
684.1237,0.06812607,0.05053224,0.03521506,0.1244507,0.08922741
684.6058,0.06771865,0.05175252,0.03584908,0.1249803,0.09033994
685.0879,0.06764637,0.05307607,0.03648121,0.1257219,0.09180962
685.57,0.06793514,0.05439451,0.03694291,0.1265902,0.09347421
686.0521,0.06854419,0.05556227,0.0370555,0.127504,0.09512442
686.5342,0.06939141,0.05643504,0.03669569,0.1284006,0.09655866
687.0164,0.07036501,0.05689812,0.03583159,0.1292238,0.09759537
687.4985,0.07134037,0.05692249,0.03456145,0.1299196,0.09811958
687.9806,0.07220004,0.05658974,0.03309058,0.1304356,0.09810635
688.4627,0.0728289,0.05609502,0.03170624,0.1307203,0.0976259
688.9448,0.07313918,0.05568922,0.0306839,0.1307411,0.09683238
689.4269,0.07308587,0.05558704,0.03020151,0.1304975,0.09591541
689.9091,0.07267561,0.05591324,0.03031524,0.1300306,0.0950712
690.3912,0.07197513,0.05664798,0.03094758,0.129424,0.09444779
690.8733,0.07110163,0.05765062,0.03193565,0.128789,0.09412369
691.3554,0.07022104,0.05869646,0.03306571,0.1282615,0.09411648
691.8375,0.0695115,0.05956337,0.03413657,0.1279685,0.09439497
692.3196,0.06912877,0.06010075,0.0349951,0.1280017,0.09490722
692.8018,0.06918811,0.06026048,0.03554311,0.1284,0.09559957
693.2839,0.06972869,0.06011,0.03575418,0.1291284,0.09643131
693.766,0.0707168,0.05979348,0.0356586,0.1300822,0.09737088
694.2481,0.07205497,0.05949248,0.0353292,0.131097,0.09837987
694.7302,0.07361294,0.05936159,0.03485728,0.1319982,0.09940434
695.2123,0.07525201,0.05950406,0.03433761,0.1326374,0.1003699
695.6945,0.07684119,0.05996289,0.03385953,0.132933,0.1011878
696.1766,0.07828377,0.06072229,0.03349035,0.1329014,0.1017854
696.6587,0.07951517,0.06172331,0.03327565,0.1326511,0.1021242
697.1408,0.0804987,0.0628743,0.03324052,0.1323574,0.1022184
697.6229,0.08122116,0.06407034,0.03339116,0.1321937,0.1021298
698.105,0.08168145,0.0651947,0.03372126,0.1322954,0.1019578
698.5872,0.08188878,0.06612847,0.03421246,0.1327199,0.1018172
699.0693,0.08186266,0.06677756,0.03483397,0.1334382,0.1018072
699.5514,0.0816405,0.06707934,0.03553607,0.1343561,0.1020034
700.0335,0.08128121,0.06702356,0.03625035,0.1353495,0.1024458
700.5156,0.08085589,0.06665263,0.03690642,0.1363114,0.1031333
700.9977,0.08044532,0.06605574,0.03744324,0.1371664,0.1040258
701.4799,0.08012055,0.06534891,0.03783815,0.1378814,0.1050419
701.962,0.07992222,0.06464432,0.03812278,0.1384535,0.106075
702.4441,0.07985334,0.06404512,0.03838693,0.1388935,0.1069945
702.9262,0.07987185,0.063626,0.03875957,0.139218,0.1076767
703.4083,0.07990586,0.06342488,0.03935888,0.1394501,0.1080413
703.8904,0.07987069,0.06344756,0.04025744,0.1396334,0.1080692
704.3726,0.07970765,0.06366648,0.0414346,0.1398404,0.1078191
704.8547,0.07941207,0.06403191,0.04277926,0.1401623,0.1074035
705.3368,0.07904793,0.06447942,0.0441066,0.1406981,0.1069661
705.8189,0.07873835,0.06494956,0.04522465,0.1415132,0.1066311
706.301,0.07862836,0.06540632,0.04599746,0.1426087,0.1064748
706.7831,0.07885557,0.06584655,0.04637458,0.1439043,0.1065243
707.2653,0.07949473,0.06630436,0.04641076,0.1452513,0.1067657
707.7474,0.0805365,0.06683547,0.0462338,0.1464781,0.1071714
708.2295,0.08188456,0.06749815,0.04601075,0.1474326,0.1077222
708.7116,0.08338871,0.06832088,0.04588958,0.1480478,0.1084167
709.1937,0.08488901,0.06928781,0.04597426,0.1483624,0.1092641
709.6758,0.08624861,0.0703361,0.04632539,0.1485191,0.1102677
710.158,0.0873967,0.07138076,0.04696326,0.1487131,0.1114119
710.6401,0.08833006,0.07234345,0.04788535,0.149138,0.1126619
711.1222,0.0891062,0.07318134,0.04907044,0.1499286,0.1139785
711.6043,0.08981542,0.07390569,0.05047908,0.1511083,0.1153438
712.0864,0.09055664,0.0745706,0.05204449,0.1525876,0.1167755
712.5685,0.0914171,0.07524636,0.05367115,0.1541856,0.1183238
713.0507,0.09245098,0.07597955,0.05526025,0.155705,0.1200418
713.5328,0.0936811,0.0767767,0.05672757,0.1569782,0.1219522
714.0149,0.09509705,0.07760663,0.05803649,0.1579221,0.1240143
714.497,0.09666141,0.07843069,0.05921176,0.1585592,0.1261262
714.9791,0.09830935,0.07923642,0.06033074,0.1590033,0.1281453
715.4612,0.09995633,0.08006559,0.06149014,0.1594236,0.1299426
715.9434,0.1015188,0.08100477,0.06275653,0.1599759,0.1314611
716.4255,0.1029252,0.08216386,0.06413951,0.1607736,0.1327366
