absorbance_3.8_1A,3.8_1A,3.8_2A,3.8_3A
1152.259,0.1505102,0.1758127,0.1724072
1152.741,0.1512516,0.1765681,0.1732502
1153.223,0.1519947,0.177429,0.1741103
1153.705,0.1527346,0.1783615,0.1749755
1154.188,0.1534619,0.1793045,0.1758109
1154.67,0.1541695,0.1801945,0.176572
1155.152,0.1548567,0.1809876,0.1772233
1155.634,0.1555277,0.1816671,0.1777519
1156.116,0.1561837,0.1822437,0.1781745
1156.598,0.1568141,0.1827408,0.1785294
1157.08,0.1573921,0.1831785,0.1788624
1157.562,0.1578818,0.1835625,0.1792043
1158.044,0.1582503,0.1838839,0.1795613
1158.526,0.1584827,0.1841279,0.1799097
1159.009,0.1585913,0.1842859,0.1802079
1159.491,0.1586124,0.1843643,0.1804084
1159.973,0.1585927,0.1843837,0.1804733
1160.455,0.1585664,0.1843692,0.1803885
1160.937,0.1585431,0.1843402,0.1801653
1161.419,0.1585023,0.1842999,0.1798396
1161.901,0.1584053,0.1842334,0.1794587
1162.383,0.158209,0.184112,0.1790738
1162.865,0.1578838,0.1839025,0.1787264
1163.348,0.1574227,0.18358,0.1784359
1163.83,0.1568379,0.1831321,0.1781978
1164.312,0.1561528,0.1825626,0.1779823
1164.794,0.155391,0.1818883,0.1777458
1165.276,0.1545739,0.1811357,0.1774365
1165.758,0.1537217,0.1803333,0.1770096
1166.24,0.1528557,0.1795025,0.1764371
1166.722,0.1520025,0.1786527,0.175709
1167.205,0.151187,0.1777758,0.1748329
1167.687,0.1504219,0.1768484,0.1738272
1168.169,0.1496993,0.175838,0.1727194
1168.651,0.1489873,0.1747196,0.1715413
1169.133,0.1482396,0.17349,0.1703293
1169.615,0.1474081,0.1721804,0.1691276
1170.097,0.1464643,0.1708546,0.1679817
1170.579,0.1454104,0.1695919,0.1669298
1171.062,0.144279,0.1684705,0.1659966
1171.544,0.1431198,0.1675359,0.1651827
1172.026,0.1419822,0.1667888,0.1644654
1172.508,0.1409038,0.1661839,0.1638059
1172.99,0.1399014,0.1656466,0.1631643
1173.472,0.1389763,0.1650964,0.1625136
1173.954,0.1381232,0.1644666,0.1618474
1174.436,0.137339,0.1637263,0.1611785
1174.918,0.1366241,0.1628775,0.1605279
1175.401,0.1359771,0.1619467,0.1599096
1175.883,0.1353884,0.1609663,0.1593172
1176.365,0.1348322,0.1599622,0.1587203
1176.847,0.1342675,0.1589462,0.1580695
1177.329,0.1336483,0.1579161,0.1573149
1177.811,0.1329307,0.1568601,0.1564151
1178.293,0.1320835,0.1557615,0.1553501
1178.775,0.131094,0.1546033,0.1541229
1179.258,0.129962,0.1533673,0.1527538
1179.74,0.1286943,0.1520374,0.1512723
1180.222,0.1272992,0.1506041,0.1497065
1180.704,0.1257853,0.1490703,0.1480836
1181.186,0.1241645,0.1474577,0.1464281
1181.668,0.1224549,0.1458043,0.1447615
1182.15,0.1206838,0.144162,0.1431051
1182.632,0.1188823,0.1425792,0.1414749
1183.115,0.1170755,0.1410858,0.1398772
1183.597,0.1152775,0.1396857,0.1383062
1184.079,0.1134866,0.138354,0.136745
1184.561,0.1116902,0.137047,0.1351709
1185.043,0.1098754,0.1357184,0.1335612
1185.525,0.1080413,0.134335,0.1319037
1186.007,0.1062063,0.132885,0.1302
1186.489,0.1044112,0.1313798,0.1284677
1186.971,0.1027064,0.1298482,0.1267366
1187.453,0.1011398,0.1283268,0.1250435
1187.936,0.09974582,0.1268545,0.1234298
1188.418,0.09853381,0.1254654,0.1219328
1188.9,0.09748957,0.1241879,0.1205829
1189.382,0.09658108,0.1230465,0.1194011
1189.864,0.09577087,0.1220572,0.1183929
1190.346,0.09502529,0.1212265,0.1175495
1190.828,0.09432154,0.1205474,0.1168484
1191.31,0.09365237,0.12,0.1162619
1191.792,0.09302482,0.1195533,0.1157634
1192.275,0.09245706,0.119172,0.1153352
1192.757,0.09197128,0.1188273,0.1149732
1193.239,0.09158976,0.1185006,0.1146839
1193.721,0.09132715,0.1181859,0.114477
1194.203,0.09118443,0.1178847,0.1143548
1194.685,0.09114543,0.117599,0.1143037
1195.167,0.09117533,0.1173225,0.1142914
1195.649,0.0912282,0.1170386,0.1142748
1196.132,0.09124888,0.1167222,0.1142057
1196.614,0.09118541,0.1163485,0.1140442
1197.096,0.0910001,0.1159025,0.1137697
1197.578,0.09067123,0.1153847,0.1133794
1198.06,0.09019679,0.1148121,0.1128862
1198.542,0.08958944,0.1142113,0.1123091
1199.024,0.08887326,0.1136127,0.1116687
1199.506,0.08807857,0.1130401,0.1109824
1199.989,0.08723855,0.1125054,0.1102661
1200.471,0.08639234,0.1120103,0.1095387
1200.953,0.08557965,0.1115462,0.1088215
1201.435,0.08483604,0.1110995,0.1081352
1201.917,0.08418776,0.1106518,0.107494
1202.399,0.08364019,0.1101847,0.1068979
1202.881,0.0831753,0.10968,0.1063298
1203.363,0.08275092,0.1091223,0.1057579
1203.845,0.08231543,0.1085035,0.105147
1204.328,0.08182099,0.1078257,0.1044706
1204.81,0.08123952,0.107104,0.1037204
1205.292,0.08057461,0.1063635,0.1029116
1205.774,0.07986067,0.1056352,0.1020792
1206.256,0.07915595,0.1049518,0.1012707
1206.738,0.07851925,0.1043384,0.1005297
1207.22,0.07799891,0.1038126,0.099892
1207.702,0.07761829,0.1033854,0.09937793
1208.185,0.07737283,0.1030614,0.09899257
1208.667,0.07723571,0.1028423,0.09872846
1209.149,0.07716838,0.1027254,0.09856865
1209.631,0.07713567,0.1027025,0.09849125
1210.113,0.07711095,0.1027551,0.0984705
1210.595,0.07708061,0.102853,0.09847878
1211.077,0.0770424,0.1029607,0.09849212
1211.559,0.07700025,0.1030389,0.09849136
1212.042,0.07695916,0.1030583,0.09846775
1212.524,0.07692277,0.1030079,0.09842506
1213.006,0.07689343,0.1028978,0.09838006
1213.488,0.07687479,0.1027567,0.09835927
1213.97,0.07687281,0.1026215,0.09839338
1214.452,0.07689881,0.10253,0.09851572
1214.934,0.07696825,0.1025096,0.09875633
1215.416,0.07709786,0.1025746,0.09913786
1215.898,0.07730386,0.1027286,0.09967384
1216.38,0.07759623,0.1029691,0.100361
1216.863,0.07797585,0.1032919,0.1011767
1217.345,0.07843141,0.1036926,0.1020715
1217.827,0.07894002,0.104165,0.1029751
1218.309,0.07946971,0.1046975,0.1038058
1218.791,0.07998165,0.1052683,0.104479
1219.273,0.08043897,0.1058467,0.1049328
1219.755,0.08081154,0.1063962,0.1051411
1220.237,0.08107938,0.1068799,0.1051203
1220.719,0.08123633,0.1072718,0.1049246
1221.202,0.08128788,0.1075585,0.1046298
1221.684,0.08124821,0.1077405,0.104315
1222.166,0.08113647,0.1078282,0.1040371
1222.648,0.08097485,0.1078369,0.1038253
1223.13,0.08078901,0.1077826,0.1036802
1223.612,0.08060513,0.1076788,0.1035842
1224.094,0.08045098,0.1075378,0.1035128
1224.576,0.08035083,0.1073712,0.1034462
1225.059,0.08031772,0.1071893,0.103374
1225.541,0.08035053,0.1070019,0.1032922
1226.023,0.08043003,0.1068167,0.1031978
1226.505,0.08052579,0.1066393,0.1030861
1226.987,0.08060107,0.1064765,0.1029496
1227.469,0.08062672,0.1063379,0.1027828
1227.951,0.08059017,0.1062377,0.102588
1228.433,0.08049795,0.1061941,0.1023785
1228.916,0.08037357,0.106224,0.1021761
1229.398,0.08024636,0.1063351,0.1020041
1229.88,0.08014565,0.1065204,0.1018816
1230.362,0.0800906,0.106755,0.1018166
1230.844,0.08008846,0.107002,0.1018057
1231.326,0.08013923,0.1072188,0.1018386
1231.808,0.08023992,0.1073728,0.1019048
1232.29,0.08038887,0.1074512,0.1019983
1232.772,0.08058546,0.1074645,0.1021182
1233.255,0.0808266,0.1074414,0.1022662
1233.737,0.08110128,0.1074172,0.1024407
1234.219,0.08138737,0.1074224,0.1026343
1234.701,0.08165458,0.1074703,0.1028353
1235.183,0.08187193,0.1075545,0.1030313
1235.665,0.08201551,0.1076535,0.1032162
1236.147,0.08207849,0.1077413,0.1033929
1236.629,0.08207165,0.107798,0.1035723
1237.112,0.08201969,0.1078173,0.1037663
1237.594,0.08195017,0.1078089,0.1039787
1238.076,0.08188621,0.1077942,0.1041992
1238.558,0.08184034,0.1077991,0.104403
1239.04,0.08181281,0.1078433,0.1045595
1239.522,0.08179668,0.107935,0.104641
1240.004,0.08178296,0.1080661,0.1046345
1240.486,0.08176464,0.1082147,0.1045459
1240.969,0.08173712,0.1083462,0.104398
1241.451,0.08169597,0.1084201,0.1042208
1241.933,0.08163558,0.1084019,0.1040386
1242.415,0.08154728,0.1082646,0.103864
1242.897,0.08142228,0.1079984,0.1036946
1243.379,0.0812558,0.107612,0.103517
1243.861,0.08104879,0.1071311,0.1033128
1244.343,0.08080713,0.10659,0.1030664
1244.825,0.08053654,0.1060207,0.102768
1245.307,0.08023574,0.105446,0.1024126
1245.79,0.07989227,0.1048721,0.1019974
1246.272,0.07948487,0.1042905,0.1015198
1246.754,0.07898833,0.1036838,0.1009769
1247.236,0.07838619,0.1030364,0.1003672
1247.718,0.07767892,0.1023431,0.09969337
1248.2,0.07688923,0.1016143,0.09896487
1248.682,0.07605657,0.1008732,0.09819639
1249.164,0.07522677,0.1001491,0.09740479
1249.646,0.07444333,0.09947009,0.09660747
1250.129,0.07373352,0.09885272,0.09581853
1250.611,0.07310733,0.0982998,0.09504876
1251.093,0.07255964,0.09780131,0.09430811
1251.575,0.07207829,0.09734107,0.09360641
1252.057,0.07165079,0.09690359,0.09295632
1252.539,0.07126908,0.09647997,0.09237307
1253.021,0.07093035,0.09607045,0.09187242
1253.503,0.07063285,0.09568212,0.09146859
1253.986,0.07037187,0.09532427,0.0911708
1254.468,0.07013704,0.09500274,0.0909798
1254.95,0.06991252,0.0947161,0.09088588
1255.432,0.069681,0.09445594,0.09086832
1255.914,0.06943071,0.09421082,0.09089978
1256.396,0.06915902,0.09397073,0.09094868
1256.878,0.06887551,0.09373373,0.09098621
1257.36,0.06860026,0.09350742,0.09099433
1257.843,0.06836103,0.0933092,0.09096935
1258.325,0.06818803,0.09316068,0.09092433
1258.807,0.06810594,0.09307909,0.09088509
1259.289,0.06813114,0.0930727,0.09088518
1259.771,0.06826615,0.09313565,0.09095362
1260.253,0.06849979,0.09325083,0.09110563
1260.735,0.06880672,0.09339502,0.09133983
1261.217,0.06915337,0.09354884,0.09163968
1261.699,0.06950509,0.09370416,0.09198367
1262.182,0.06982892,0.09386551,0.09235157
1262.664,0.07010156,0.09404626,0.09273183
1263.146,0.07031041,0.09425945,0.09311842
1263.628,0.07045174,0.0945088,0.09350134
1264.11,0.07052781,0.09478018,0.09385759
1264.592,0.07054077,0.0950399,0.09414362
1265.074,0.0704888,0.09523653,0.09429356
1265.556,0.07036392,0.09531578,0.09423727
1266.039,0.07015377,0.09523045,0.09391607
1266.521,0.06984384,0.09495115,0.09330139
1267.003,0.06942473,0.09447473,0.09240747
1267.485,0.06889464,0.09382266,0.09129024
1267.967,0.06826352,0.09303769,0.09003846
1268.449,0.06755117,0.09217241,0.08874691
1268.931,0.0667868,0.09128541,0.08750644
1269.413,0.06600568,0.09043551,0.08639065
1269.896,0.06524103,0.08967122,0.0854441
1270.378,0.06452224,0.08902977,0.08468844
1270.86,0.06386876,0.08853074,0.08412483
1271.342,0.06328744,0.08817321,0.08374007
1271.824,0.06277478,0.08793797,0.08351164
1272.306,0.06232103,0.08779231,0.0834114
1272.788,0.06191726,0.08770338,0.08341024
1273.27,0.06156003,0.08764306,0.08347715
1273.752,0.06125503,0.08759719,0.08358378
1274.234,0.06101605,0.08756635,0.0837086
1274.717,0.06086086,0.08756181,0.08383667
1275.199,0.06080565,0.08759747,0.08396187
1275.681,0.06085837,0.08768061,0.08408518
1276.163,0.06101581,0.08780652,0.08421198
1276.645,0.06126221,0.08795661,0.08434822
1277.127,0.06157304,0.08810361,0.08449707
1277.609,0.06191603,0.08821586,0.08465672
1278.091,0.06225711,0.0882671,0.08481991
1278.573,0.06256492,0.08824213,0.08497323
1279.056,0.06280859,0.08813546,0.08509741
1279.538,0.06296271,0.08795097,0.08516978
1280.02,0.0630075,0.08769722,0.08516791
1280.502,0.06293054,0.08738537,0.08507229
1280.984,0.06273089,0.08702772,0.08487405
1281.466,0.06242189,0.08663873,0.0845774
1281.948,0.06203191,0.08623753,0.0842014
1282.43,0.06159862,0.08584568,0.08377529
1282.913,0.06116427,0.08548603,0.08333212
1283.395,0.0607679,0.08517848,0.08290274
1283.877,0.06043502,0.08493347,0.08250721
1284.359,0.06017417,0.08474915,0.08215523
1284.841,0.05997489,0.08460948,0.08184735
1285.323,0.05981093,0.08448774,0.08157909
1285.805,0.05964407,0.08434961,0.08134437
1286.287,0.05943192,0.08415971,0.0811361
1286.77,0.05913999,0.08389068,0.0809452
1287.252,0.05874654,0.08352695,0.08075538
1287.734,0.05825112,0.08306833,0.08054087
1288.216,0.05767501,0.08253063,0.0802715
1288.698,0.05706052,0.08194315,0.07991726
1289.18,0.05646021,0.08134356,0.0794613
1289.662,0.05592274,0.08076774,0.07890999
1290.144,0.05548601,0.08024869,0.07829607
1290.626,0.0551664,0.07980948,0.07767446
1291.109,0.05495776,0.0794608,0.07710606
1291.591,0.05483598,0.07920354,0.07664907
1292.073,0.05476679,0.07902842,0.07633904
1292.555,0.05471777,0.07892071,0.07618111
1293.037,0.05466228,0.07886149,0.07615083
1293.519,0.05458673,0.07883278,0.07620326
1294.001,0.05448849,0.07881962,0.07628868
1294.483,0.05437249,0.07881086,0.07636255
1294.966,0.05424562,0.07880041,0.0763988
1295.448,0.05411463,0.07878596,0.07639009
1295.93,0.05398483,0.07876837,0.07634299
1296.412,0.05386214,0.07874992,0.07627068
1296.894,0.05375399,0.07873338,0.07618486
1297.376,0.05367006,0.07872038,0.07609262
1297.858,0.05361888,0.07871024,0.07599626
1298.34,0.05360433,0.07869969,0.07589663
1298.823,0.05362213,0.0786831,0.07579827
1299.305,0.05366004,0.07865432,0.07571018
1299.787,0.05369943,0.07860886,0.0756458
1300.269,0.05372135,0.07854647,0.07561855
1300.751,0.05371268,0.0784724,0.07563503
1301.233,0.05366887,0.07839762,0.07569189
1301.715,0.05359357,0.07833657,0.07577319
1302.197,0.05349503,0.078301,0.07585514
1302.679,0.0533806,0.07829735,0.07590907
1303.161,0.05325422,0.07832245,0.07590982
1303.644,0.05311584,0.07836375,0.07584293
1304.126,0.05296597,0.07840119,0.0757073
1304.608,0.05280903,0.07841215,0.07551639
1305.09,0.0526558,0.07837909,0.07529362
1305.572,0.05252206,0.07829238,0.07506964
1306.054,0.05242178,0.07815306,0.07487392
1306.536,0.05236048,0.07797161,0.07472847
1307.018,0.05233008,0.07776573,0.0746458
1307.5,0.05230942,0.07755578,0.07462581
1307.983,0.05227228,0.077359,0.07465672
1308.465,0.05219551,0.07718948,0.07471684
1308.947,0.05207028,0.07705426,0.07478033
1309.429,0.0519065,0.07695488,0.07482217
1309.911,0.05172961,0.07688941,0.07482051
1310.393,0.05157103,0.07685346,0.07476118
1310.875,0.05145785,0.07684283,0.07463802
1311.357,0.05140522,0.07685242,0.07445388
1311.84,0.05141015,0.07687765,0.07422023
1312.322,0.05145392,0.07691284,0.07395575
1312.804,0.05150633,0.07695159,0.07368432
1313.286,0.05153821,0.07698697,0.0734276
1313.768,0.05152733,0.07701248,0.07320168
1314.25,0.05146201,0.07702088,0.0730136
1314.732,0.05133997,0.07700449,0.07286138
1315.214,0.05116411,0.07695508,0.07273778
1315.697,0.05093864,0.07686472,0.07263323
1316.179,0.05066839,0.07672831,0.07254054
1316.661,0.05036105,0.07654617,0.07245563
1317.143,0.05003025,0.07632743,0.07237826
1317.625,0.04969548,0.07608865,0.07230989
1318.107,0.04938239,0.07585291,0.07225132
1318.589,0.04911726,0.07564265,0.07219967
1319.071,0.04891843,0.07547101,0.0721477
1319.553,0.04879282,0.07533717,0.07208357
1320.036,0.04873248,0.07522391,0.07199392
1320.518,0.04871882,0.07510418,0.07186809
1321.0,0.04872604,0.0749484,0.07169962
1321.482,0.04872832,0.07473489,0.07148865
1321.964,0.0487054,0.07445772,0.0712415
1322.446,0.04864281,0.07412948,0.07097053
1322.928,0.04853468,0.0737787,0.07069178
1323.41,0.04838403,0.07344192,0.07042163
1323.893,0.04820174,0.07315732,0.07017528
1324.375,0.04800446,0.07295092,0.06996182
1324.857,0.04780988,0.07283117,0.06978247
1325.339,0.04763424,0.07278819,0.06963133
1325.821,0.04748749,0.07279934,0.06949769
1326.303,0.04737228,0.07283772,0.06937078
1326.785,0.04728576,0.07287841,0.06924363
1327.267,0.04722183,0.07290554,0.06911582
1327.75,0.04717416,0.07291171,0.0689937
1328.232,0.04713843,0.07289596,0.06888836
1328.714,0.0471128,0.07285936,0.06881
1329.196,0.04709622,0.07280292,0.06876452
1329.678,0.04708596,0.07272528,0.06874934
1330.16,0.04707665,0.07262551,0.06875433
1330.642,0.04706066,0.0725055,0.06876296
1331.124,0.04703066,0.07237354,0.068757
1331.606,0.04698442,0.07224388,0.06872306
1332.089,0.04692681,0.07213633,0.06865547
1332.571,0.04687091,0.07207204,0.06855915
1333.053,0.04683333,0.07206815,0.06844725
1333.535,0.04683068,0.07213645,0.06833924
1334.017,0.04687385,0.07227986,0.06825647
1334.499,0.0469641,0.07249232,0.06821664
1334.981,0.04709377,0.07275751,0.06823301
1335.463,0.04724745,0.07304972,0.06831166
1335.945,0.04740942,0.07333864,0.06845137
1336.427,0.04756568,0.07359053,0.06864464
1336.91,0.04770936,0.07377613,0.06887922
1337.392,0.04784036,0.07387899,0.06914042
1337.874,0.0479641,0.07390009,0.06940903
1338.356,0.04808727,0.07386302,0.06966317
1338.838,0.04821422,0.07381066,0.06988071
1339.32,0.04834655,0.07379787,0.07004429
1339.802,0.04848313,0.07386703,0.07015042
1340.284,0.04862233,0.07403085,0.07021147
1340.767,0.0487649,0.07426814,0.07025377
1341.249,0.04891258,0.07453418,0.07030579
1341.731,0.04906722,0.07478039,0.07039081
1342.213,0.04923042,0.07496701,0.07052357
1342.695,0.04940337,0.07507545,0.0707086
1343.177,0.04958732,0.07510985,0.07094169
1343.659,0.0497839,0.07509699,0.07121091
1344.141,0.04999457,0.07507696,0.07150128
1344.624,0.05021828,0.07509466,0.07179707
1345.106,0.05044882,0.07518733,0.0720849
1345.588,0.05067441,0.07537271,0.07235795
1346.07,0.05087854,0.07564726,0.07261333
1346.552,0.05104443,0.0759877,0.07285056
1347.034,0.05116195,0.07636249,0.0730674
1347.516,0.05123196,0.07673782,0.07325888
1347.998,0.05126858,0.07708585,0.0734172
1348.48,0.05129316,0.07738943,0.07353614
1348.963,0.05132804,0.0776393,0.07361321
1349.445,0.0513848,0.07783177,0.07365327
1349.927,0.05145996,0.07796442,0.07366634
1350.409,0.05153482,0.07803404,0.07366417
1350.891,0.0515845,0.07803658,0.07365541
1351.373,0.05158979,0.07796957,0.07364058
1351.855,0.05154366,0.07783538,0.07361313
1352.337,0.05145504,0.07764249,0.0735615
1352.82,0.0513432,0.07740588,0.07347594
1353.302,0.051233,0.07714747,0.07335397
1353.784,0.0511447,0.07689269,0.07320472
1354.266,0.05108946,0.07666685,0.0730486
1354.748,0.05107066,0.07649274,0.07291386
1355.23,0.05108769,0.07638644,0.07282536
1355.712,0.05114044,0.07635511,0.07279621
1356.194,0.05123202,0.07639679,0.07282467
1356.677,0.05136594,0.07650191,0.07289593
1357.159,0.0515408,0.07665539,0.07299037
1357.641,0.05174545,0.07683951,0.07309084
1358.123,0.05195958,0.07703717,0.07319076
1358.605,0.05215799,0.07723506,0.07329606
1359.087,0.05231785,0.07742493,0.07342307
1359.569,0.05242857,0.07760734,0.07359122
1360.051,0.05249526,0.07778846,0.07381582
1360.533,0.0525386,0.07797822,0.07409872
1361.016,0.0525849,0.07818256,0.07442371
1361.498,0.05265528,0.07839473,0.0747524
1361.98,0.0527527,0.07858882,0.07503223
1362.462,0.05285861,0.07873136,0.07521881
1362.944,0.05294354,0.07879731,0.07529671
1363.426,0.05298926,0.07878944,0.07529016
1363.908,0.05300044,0.0787359,0.07524475
1364.39,0.05300231,0.0786752,0.07520707
1364.872,0.05302525,0.07864036,0.07520729
1365.354,0.05309027,0.07864895,0.07525545
1365.837,0.05320475,0.07871057,0.07534952
1366.319,0.05335929,0.07882525,0.07548029
1366.801,0.05353358,0.07898587,0.07563812
1367.283,0.05370066,0.07917599,0.07581336
1367.765,0.05383884,0.0793724,0.07599774
1368.247,0.05394098,0.07955284,0.0761827
1368.729,0.05401704,0.07970049,0.07635703
1369.211,0.05408914,0.079814,0.07650786
1369.694,0.05418146,0.07990561,0.07662355
1370.176,0.05431379,0.07999849,0.07669727
1370.658,0.0544982,0.08011712,0.07673131
1371.14,0.05474195,0.0802828,0.07673933
1371.622,0.05505234,0.08051345,0.07674832
1372.104,0.0554383,0.08082109,0.07679677
1372.586,0.05590647,0.08121019,0.07693136
1373.068,0.05645147,0.08167117,0.07720117
1373.551,0.05704708,0.08218043,0.07763697
1374.033,0.0576454,0.0827051,0.07823312
1374.515,0.05819106,0.08321674,0.07893969
1374.997,0.05864734,0.08370393,0.07968216
1375.479,0.05900769,0.08416732,0.08039019
1375.961,0.05928571,0.0846023,0.08101445
1376.443,0.05949396,0.08498457,0.08152761
1376.925,0.05962872,0.08526766,0.08190693
1377.407,0.05966373,0.08538968,0.08212432
1377.89,0.05956168,0.08529554,0.08215047
1378.372,0.05928674,0.08495279,0.08195841
1378.854,0.05882563,0.08437148,0.08153875
1379.336,0.05819536,0.0836022,0.0809052
1379.818,0.05743904,0.08272117,0.0800906
1380.3,0.05660753,0.08180066,0.07913727
1380.782,0.0557389,0.08088461,0.07808542
1381.264,0.05485532,0.07999023,0.07697673
1381.747,0.05396461,0.07911459,0.07585681
1382.229,0.05306946,0.07825091,0.0747737
1382.711,0.05217814,0.07739995,0.07377923
1383.193,0.05130582,0.07657235,0.0729136
1383.675,0.05046793,0.07578123,0.07219268
1384.157,0.04967722,0.07503721,0.07160678
1384.639,0.04893639,0.07434019,0.07112221
1385.121,0.04823753,0.07367993,0.07069384
1385.604,0.04756963,0.07303872,0.07027405
1386.086,0.0469272,0.07239939,0.06983165
1386.568,0.04631962,0.07175552,0.06936446
1387.05,0.0457724,0.07111679,0.0689005
1387.532,0.0453154,0.07051186,0.06848156
1388.014,0.04496373,0.0699746,0.06813692
1388.496,0.04470599,0.06952744,0.06786659
1388.978,0.0445112,0.06917249,0.06764777
1389.46,0.04434031,0.06889616,0.06745069
1389.943,0.04415735,0.06867799,0.06725127
1390.425,0.0439387,0.06849597,0.06703874
1390.907,0.0436734,0.06833017,0.06681374
1391.389,0.04336435,0.06816302,0.06658368
1391.871,0.04302154,0.06797999,0.06635529
1392.353,0.04266049,0.06777177,0.06613021
1392.835,0.04229622,0.06753629,0.06590182
1393.317,0.04193909,0.06728228,0.06565642
1393.799,0.04159497,0.06702755,0.06537951
1394.281,0.04126692,0.06679281,0.06506677
1394.764,0.04095994,0.06659241,0.06473224
1395.246,0.04068343,0.06642393,0.06440716
1395.728,0.0404509,0.06626761,0.06412312
1396.21,0.04027653,0.06609392,0.06389497
1396.692,0.04017127,0.06587281,0.06371603
1397.174,0.0401393,0.06558567,0.06356319
1397.656,0.0401749,0.0652346,0.06340975
1398.138,0.04025792,0.06485135,0.0632324
1398.621,0.04035233,0.06449495,0.06302357
1399.103,0.0404167,0.06423321,0.06279426
1399.585,0.04041584,0.06411772,0.06256914
1400.067,0.04033715,0.06415975,0.06237325
1400.549,0.04019006,0.0643312,0.06221969
1401.031,0.03999516,0.06458261,0.06210965
1401.513,0.03977367,0.06486231,0.06203488
1401.995,0.03954273,0.06512767,0.06198288
1402.478,0.0393176,0.06534278,0.06193898
1402.96,0.03911072,0.06547922,0.06188773
1403.442,0.03893322,0.06551424,0.06181466
1403.924,0.03879494,0.06543316,0.06170823
1404.406,0.03870004,0.06524279,0.06156563
1404.888,0.03864548,0.06497931,0.06139528
1405.37,0.03862261,0.06470592,0.06121644
1405.852,0.03862306,0.06448789,0.06105181
1406.334,0.03864508,0.06437258,0.06092224
1406.817,0.0386965,0.0643772,0.06084457
1407.299,0.03879289,0.06448874,0.06083069
1407.781,0.03895599,0.06467804,0.0608919
1408.263,0.03920905,0.0649111,0.06103998
1408.745,0.03956971,0.06516403,0.06128508
1409.227,0.04004666,0.06542794,0.06163307
1409.709,0.04063249,0.06571557,0.06207876
1410.191,0.04130333,0.06605569,0.0626045
1410.674,0.04202005,0.06648458,0.06317937
1411.156,0.04273798,0.06702866,0.06376812
1411.638,0.0434206,0.06769062,0.06434363
1412.12,0.04404505,0.06844708,0.06489407
1412.602,0.04460491,0.0692536,0.06542399
1413.084,0.04510467,0.07006181,0.06594737
1413.566,0.04555273,0.07082706,0.06647974
1414.048,0.04595528,0.0715213,0.06702922
1414.531,0.04631332,0.07213818,0.06759407
1415.013,0.04662076,0.07268806,0.06816137
1415.495,0.04686532,0.07319357,0.06871092
1415.977,0.04702967,0.07367665,0.06921984
1416.459,0.04709168,0.07414217,0.06965782
1416.941,0.04702806,0.07455914,0.06998713
1417.423,0.04682299,0.07484708,0.07015768
1417.905,0.04648805,0.07487499,0.07011388
1418.387,0.04607927,0.07453012,0.06982604
1418.87,0.04568906,0.07381924,0.06933165
1419.352,0.04540326,0.07291617,0.0687416
1419.834,0.04524951,0.07205825,0.06817956
1420.316,0.04519979,0.07140312,0.067724
1420.798,0.04520252,0.0709856,0.06739743
1421.28,0.04521479,0.07075033,0.06718501
1421.762,0.04521001,0.07061544,0.0670595
1422.244,0.0451776,0.07050256,0.06699064
1422.726,0.04512028,0.07035651,0.06695049
1423.208,0.04504889,0.07015054,0.06691363
1423.691,0.04497571,0.06989591,0.06686075
1424.173,0.04490618,0.06963965,0.06678447
1424.655,0.04483484,0.06944366,0.0666903
1425.137,0.04474936,0.06935422,0.0665919
1425.619,0.044641,0.06938009,0.06650361
1426.101,0.04451173,0.06950205,0.06643771
1426.583,0.04437929,0.06968869,0.06640458
1427.065,0.04427505,0.06991538,0.06641522
1427.548,0.04424579,0.07017104,0.06648663
1428.03,0.04434428,0.07046083,0.06664084
1428.512,0.04461525,0.07080248,0.06690146
1428.994,0.04508123,0.07121497,0.06728696
1429.476,0.0457277,0.07170917,0.06780055
1429.958,0.04650888,0.07228037,0.06842519
1430.44,0.0473607,0.07290649,0.06912602
1430.922,0.04822482,0.07355298,0.06985996
1431.405,0.04905942,0.07418279,0.07058652
1431.887,0.04983713,0.07476265,0.07127286
1432.369,0.05054258,0.07527283,0.0718997
1432.851,0.05117018,0.07571112,0.07246333
1433.333,0.05172092,0.07609475,0.07297207
1433.815,0.05220793,0.07646011,0.07344596
1434.297,0.05265818,0.07686102,0.07391244
1434.779,0.0531153,0.07736509,0.07440111
1435.261,0.05363327,0.07803316,0.07493275
1435.744,0.0542586,0.07888264,0.07550472
1436.226,0.05499459,0.07984129,0.07607914
1436.708,0.05577385,0.08076994,0.07659691
1437.19,0.05649003,0.0815511,0.07701982
1437.672,0.05706404,0.0821687,0.07736142
1438.154,0.05747934,0.08268075,0.07766924
1438.636,0.05776475,0.08316031,0.07799713
1439.118,0.0579654,0.08365851,0.07838668
1439.601,0.05812458,0.08419174,0.07885897
1440.083,0.0582819,0.08475317,0.07941687
1440.565,0.05847189,0.08531659,0.08004346
1441.047,0.05872037,0.08585157,0.08070808
1441.529,0.05904442,0.08632839,0.08136626
1442.011,0.05944473,0.08673145,0.08197181
1442.493,0.05990748,0.08706393,0.08249114
1442.975,0.06040487,0.08734268,0.08290727
1443.458,0.06090537,0.0875908,0.08322562
1443.94,0.06138594,0.08782708,0.08346881
1444.422,0.06183804,0.08806546,0.08367283
1444.904,0.06227408,0.08831556,0.08387815
1445.386,0.06272314,0.08858886,0.08412168
