absorbance_6.1_1A,6.1_1A,absorbance_6.1_2A,6.1_2A,6.1_3A,6.1_4A
1500.0,0.0465,1498.419,0.05692355,0.04463077,0.05468466
1500.0,0.0465,1498.901,0.05688838,0.04452258,0.05481374
1500.0,0.0465,1499.383,0.05687321,0.04439798,0.05485678
1500.0,0.0464,1499.865,0.05688243,0.04428651,0.05482854
1500.0,0.0463,1500.347,0.05690631,0.04420609,0.05475447
1500.0,0.0462,1500.829,0.05692368,0.04416071,0.05466349
1500.0,0.0462,1501.312,0.05691296,0.04414522,0.0545786
1500.0,0.0461,1501.794,0.05685819,0.04415286,0.05451563
1500.0,0.0459,1502.276,0.05675458,0.04418143,0.05448143
1500.0,0.0458,1502.758,0.05660727,0.04423651,0.0544747
1500.0,0.0457,1503.24,0.0564293,0.04433263,0.05448899
1500.0,0.0456,1503.722,0.05623685,0.04449258,0.05451551
1500.0,0.0454,1504.204,0.05604337,0.0447487,0.054548
1500.0,0.0453,1504.686,0.05586281,0.04514313,0.05458099
1500.0,0.0453,1505.168,0.05571267,0.04572347,0.05461228
1510.0,0.0453,1505.651,0.05563143,0.04652282,0.05464362
1510.0,0.0453,1506.133,0.05570238,0.04745612,0.05469929
1510.0,0.0454,1506.615,0.05603316,0.04815953,0.05483963
1510.0,0.0456,1507.097,0.05659678,0.04812632,0.05508496
1510.0,0.0458,1507.579,0.05714254,0.04737214,0.05530038
1510.0,0.046,1508.061,0.05747732,0.04642441,0.05532995
1510.0,0.0461,1508.543,0.05760569,0.04563247,0.05515534
1510.0,0.0461,1509.025,0.05759924,0.04505936,0.05483386
1510.0,0.046,1509.507,0.05751668,0.04465904,0.05443805
1510.0,0.046,1509.99,0.05739601,0.04438339,0.05403317
1510.0,0.0459,1510.472,0.05726316,0.0442048,0.05367795
1510.0,0.0458,1510.954,0.05713199,0.04411046,0.05341314
1510.0,0.0457,1511.436,0.05700348,0.04409371,0.05325449
1510.0,0.0457,1511.918,0.05686516,0.04414855,0.05319007
1510.0,0.0456,1512.4,0.05669378,0.04426443,0.05318544
1510.0,0.0456,1512.882,0.05646248,0.04442778,0.05319884
1510.0,0.0456,1513.364,0.05614782,0.04462243,0.05319551
1510.0,0.0456,1513.846,0.05573533,0.04483314,0.05316015
1510.0,0.0457,1514.329,0.05522375,0.04504186,0.05309856
1510.0,0.0459,1514.811,0.0546344,0.04522377,0.05303675
1510.0,0.046,1515.293,0.05401649,0.045346,0.05301204
1520.0,0.0463,1515.775,0.05346388,0.04537039,0.05306371
1520.0,0.0465,1516.257,0.05310754,0.045274,0.05321292
1520.0,0.0467,1516.739,0.05305817,0.04507571,0.05344462
1520.0,0.0467,1517.221,0.05333975,0.0448445,0.05371268
1520.0,0.0466,1517.703,0.05387728,0.04465768,0.05397316
1520.0,0.0463,1518.186,0.05457526,0.04454993,0.05421608
1520.0,0.0461,1518.668,0.05537617,0.04450056,0.05446513
1520.0,0.046,1519.15,0.05627977,0.04443882,0.05475903
1520.0,0.046,1519.632,0.05732152,0.04425698,0.0551294
1520.0,0.0462,1520.114,0.0585135,0.04380127,0.05557161
1520.0,0.0466,1520.596,0.05976173,0.04291044,0.05600645
1520.0,0.0471,1521.078,0.06078873,0.04153303,0.05627243
1520.0,0.0477,1521.56,0.061175,0.03991862,0.0562019
1520.0,0.048,1522.042,0.06070777,0.03856385,0.05580873
1520.0,0.048,1522.525,0.05959989,0.03780742,0.05530203
1520.0,0.0476,1523.007,0.05825711,0.0376174,0.0549059
1520.0,0.0471,1523.489,0.05694439,0.03777025,0.05471346
1520.0,0.0465,1523.971,0.05574515,0.03807795,0.05471452
1520.0,0.0459,1524.453,0.05467314,0.03843771,0.05485228
1520.0,0.0454,1524.935,0.05375169,0.03882752,0.05505161
1520.0,0.0449,1525.417,0.05305369,0.0392648,0.05523246
1530.0,0.0446,1525.899,0.05269873,0.03976459,0.05532078
1530.0,0.0445,1526.382,0.0527767,0.04030471,0.05528007
1530.0,0.0446,1526.864,0.05328089,0.04082561,0.05512051
1530.0,0.0448,1527.346,0.05409605,0.04125982,0.05488593
1530.0,0.0451,1527.828,0.05504792,0.04157251,0.05462725
1530.0,0.0452,1528.31,0.05596553,0.04177553,0.05438524
1530.0,0.0452,1528.792,0.05671294,0.04191791,0.05418742
1530.0,0.0451,1529.274,0.05721603,0.04206169,0.05404644
1530.0,0.0448,1529.756,0.05744585,0.04226386,0.05396309
1530.0,0.0444,1530.239,0.05740672,0.04256148,0.05392429
1530.0,0.044,1530.721,0.05712001,0.04296347,0.05390235
1530.0,0.0436,1531.203,0.05661669,0.04344478,0.05384975
1530.0,0.0434,1531.685,0.05594709,0.04393343,0.0536974
1530.0,0.0433,1532.167,0.05519627,0.04430996,0.05337065
1530.0,0.0433,1532.649,0.05452715,0.04441529,0.05283348
1530.0,0.0434,1533.131,0.05415409,0.04414378,0.05216958
1530.0,0.0436,1533.613,0.05420348,0.04356021,0.05158252
1530.0,0.0437,1534.095,0.05459782,0.04288766,0.05126667
1530.0,0.0437,1534.578,0.05512489,0.04232664,0.05126197
1530.0,0.0436,1535.06,0.05560939,0.04193827,0.05148092
1540.0,0.0435,1535.542,0.05596065,0.04168928,0.05180199
1540.0,0.0434,1536.024,0.05615687,0.04151584,0.05212333
1540.0,0.0434,1536.506,0.05620886,0.04136606,0.05237635
1540.0,0.0435,1536.988,0.05614003,0.04121217,0.05250135
1540.0,0.0435,1537.47,0.05598622,0.04105937,0.05244168
1540.0,0.0436,1537.952,0.05579683,0.04094996,0.05212759
1540.0,0.0436,1538.434,0.05565261,0.04097701,0.05147021
1540.0,0.0435,1538.917,0.05565774,0.0412772,0.05038631
1540.0,0.0433,1539.399,0.05589945,0.04197315,0.04890455
1540.0,0.0429,1539.881,0.0563237,0.04300479,0.04738844
1540.0,0.0424,1540.363,0.05667001,0.0440267,0.04648189
1540.0,0.0421,1540.845,0.05668666,0.04468666,0.04654036
1540.0,0.0423,1541.327,0.05638311,0.04498939,0.0472976
1540.0,0.0426,1541.809,0.0559422,0.04516944,0.04830244
1540.0,0.0431,1542.291,0.05551842,0.04541393,0.04928283
1540.0,0.0436,1542.773,0.05519024,0.04578377,0.05013192
1540.0,0.0439,1543.256,0.05497699,0.04622309,0.05082715
1540.0,0.0442,1543.738,0.054869,0.0466048,0.05136693
1540.0,0.0444,1544.22,0.05484121,0.04678211,0.0517588
1540.0,0.0446,1544.702,0.0548599,0.04667801,0.05202589
1540.0,0.0448,1545.184,0.0548923,0.04631246,0.05220614
1550.0,0.045,1545.666,0.05491045,0.04577924,0.05233996
1550.0,0.0453,1546.148,0.0548954,0.04517865,0.05245442
1550.0,0.0456,1546.63,0.05483082,0.04458097,0.05255911
1550.0,0.0458,1547.113,0.05470159,0.04402124,0.05264597
1550.0,0.0459,1547.595,0.05449577,0.04350728,0.05269536
1550.0,0.046,1548.077,0.05421109,0.04304422,0.05268008
1550.0,0.046,1548.559,0.05386978,0.04264579,0.0525766
1550.0,0.0459,1549.041,0.05352301,0.04233517,0.05238238
1550.0,0.0458,1549.523,0.05324801,0.04213501,0.05213324
1550.0,0.0456,1550.005,0.05310611,0.0420446,0.05189962
1550.0,0.0454,1550.487,0.053103,0.04203296,0.05174781
1550.0,0.0453,1550.969,0.05318571,0.04205143,0.05171497
1550.0,0.0451,1551.452,0.0532769,0.04206254,0.05180161
1550.0,0.045,1551.934,0.05331339,0.04205593,0.05198936
1550.0,0.0449,1552.416,0.05325684,0.04204779,0.05225262
1550.0,0.0447,1552.898,0.05310601,0.04207604,0.05256107
1550.0,0.0445,1553.38,0.05289304,0.04218377,0.05287772
1550.0,0.0443,1553.862,0.05267925,0.04240247,0.05315023
1550.0,0.0441,1554.344,0.05252608,0.04273165,0.05332171
1550.0,0.0439,1554.826,0.05246396,0.04314183,0.05334432
1550.0,0.0438,1555.309,0.05247922,0.04359151,0.05318303
1560.0,0.0436,1555.791,0.05252033,0.04405867,0.05281046
1560.0,0.0434,1556.273,0.05251615,0.04455717,0.05218966
1560.0,0.0431,1556.755,0.05238115,0.04513879,0.05126146
1560.0,0.0429,1557.237,0.05202892,0.04588217,0.04994061
1560.0,0.0426,1557.719,0.05141989,0.04682592,0.04819848
1560.0,0.0426,1558.201,0.05075336,0.04774201,0.04641028
1560.0,0.0428,1558.683,0.05059832,0.04798758,0.04561834
1560.0,0.0433,1559.166,0.05128676,0.04722681,0.04642391
1560.0,0.0436,1559.648,0.05235477,0.04603815,0.04795684
1560.0,0.0436,1560.13,0.05329685,0.045005,0.04929755
1560.0,0.0433,1560.612,0.05398513,0.04426361,0.05023059
1560.0,0.0431,1561.094,0.05446034,0.0437584,0.05083973
1560.0,0.0429,1561.576,0.05478565,0.04341108,0.051236
1560.0,0.0428,1562.058,0.05500373,0.04316453,0.05149221
1560.0,0.0428,1562.54,0.05514101,0.04297922,0.05165497
1560.0,0.0428,1563.022,0.05521577,0.04282797,0.05175769
1560.0,0.0429,1563.505,0.05524466,0.04269236,0.05182656
1560.0,0.0431,1563.987,0.05524932,0.04256165,0.05188235
1560.0,0.0433,1564.469,0.05525561,0.04243155,0.05193764
1560.0,0.0435,1564.951,0.05529047,0.04230163,0.0519957
1560.0,0.0437,1565.433,0.05537146,0.04217181,0.05205
1570.0,0.0438,1565.915,0.05550047,0.04203943,0.05208977
1570.0,0.0439,1566.397,0.05566559,0.04189938,0.05210293
1570.0,0.044,1566.879,0.05584327,0.04174717,0.05208061
1570.0,0.0441,1567.361,0.05600233,0.0415825,0.05201866
1570.0,0.0441,1567.844,0.0560976,0.04141624,0.05191985
1570.0,0.0442,1568.326,0.05607473,0.04127544,0.05180014
1570.0,0.0441,1568.808,0.05589019,0.04119903,0.05169186
1570.0,0.044,1569.29,0.05554996,0.04122267,0.05164242
1570.0,0.0439,1569.772,0.05513548,0.0413458,0.05168424
1570.0,0.0437,1570.254,0.05476026,0.0415276,0.05180958
1570.0,0.0436,1570.736,0.05450284,0.04171792,0.05198005
1570.0,0.0435,1571.218,0.05437723,0.04188942,0.05215629
1570.0,0.0435,1571.7,0.0543595,0.04204124,0.05231494
1570.0,0.0435,1572.183,0.05441761,0.04218765,0.05244556
1570.0,0.0434,1572.665,0.05452526,0.04234786,0.05254857
1570.0,0.0434,1573.147,0.05466569,0.04254135,0.05263105
1570.0,0.0434,1573.629,0.05482722,0.04278552,0.05270519
1570.0,0.0434,1574.111,0.05500278,0.04309315,0.05278699
1570.0,0.0435,1574.593,0.05518514,0.04346546,0.05288961
1570.0,0.0437,1575.075,0.05535996,0.04387502,0.05301289
1580.0,0.0438,1575.557,0.05550364,0.04425437,0.05313464
1580.0,0.0441,1576.04,0.05559069,0.04450643,0.05321581
1580.0,0.0442,1576.522,0.05561335,0.04456777,0.05323023
1580.0,0.0443,1577.004,0.05559032,0.04446034,0.05318464
1580.0,0.0443,1577.486,0.05555251,0.04426248,0.05310553
1580.0,0.0442,1577.968,0.05552185,0.04404826,0.05301328
1580.0,0.044,1578.45,0.05550577,0.04385896,0.05291434
1580.0,0.0439,1578.932,0.05550181,0.04371366,0.05280731
1580.0,0.0438,1579.414,0.05550052,0.04361945,0.05269096
1580.0,0.0437,1579.896,0.05548905,0.04357618,0.05256777
1580.0,0.0437,1580.379,0.05545214,0.04357788,0.05244732
1580.0,0.0436,1580.861,0.05537726,0.04361109,0.05234347
1580.0,0.0436,1581.343,0.05526003,0.04365589,0.05227016
1580.0,0.0435,1581.825,0.05510889,0.04368898,0.05223741
1580.0,0.0435,1582.307,0.05494609,0.0436912,0.05224697
1580.0,0.0435,1582.789,0.054801,0.04365537,0.05229137
1580.0,0.0435,1583.271,0.05470518,0.04358698,0.05235542
1580.0,0.0435,1583.753,0.05467951,0.04350195,0.05242145
1580.0,0.0436,1584.236,0.05472819,0.04341847,0.0524751
1580.0,0.0436,1584.718,0.05483532,0.04335149,0.05250724
1580.0,0.0437,1585.2,0.05496813,0.04330555,0.05251686
1590.0,0.0438,1585.682,0.05508768,0.04327559,0.05250957
1590.0,0.0439,1586.164,0.0551559,0.04325097,0.05249477
1590.0,0.0439,1586.646,0.05514959,0.04322235,0.05248088
1590.0,0.044,1587.128,0.0550639,0.04318753,0.05247301
1590.0,0.0441,1587.61,0.05491346,0.04315314,0.05247169
1590.0,0.0442,1588.093,0.05472684,0.0431316,0.05247453
1590.0,0.0443,1588.575,0.05454044,0.04313454,0.05247848
1590.0,0.0443,1589.057,0.05439259,0.04316623,0.05248216
1590.0,0.0444,1589.539,0.05431315,0.0432193,0.05248703
1590.0,0.0445,1590.021,0.05431883,0.04327618,0.05249624
1590.0,0.0446,1590.503,0.05441152,0.04331385,0.05251219
1590.0,0.0447,1590.985,0.05458017,0.04331508,0.05253435
1590.0,0.0448,1591.467,0.05480401,0.04327337,0.0525578
1590.0,0.0448,1591.949,0.05505676,0.04319493,0.05257581
1590.0,0.0448,1592.432,0.05531249,0.04309667,0.05258328
1590.0,0.0448,1592.914,0.05554703,0.04300096,0.05258071
1590.0,0.0447,1593.396,0.0557418,0.04292967,0.05257658
1590.0,0.0446,1593.878,0.05588698,0.04289683,0.05258491
1590.0,0.0444,1594.36,0.05598174,0.04290625,0.05262124
1590.0,0.0443,1594.842,0.05603254,0.04295138,0.05269413
1590.0,0.0443,1595.324,0.05604961,0.04301831,0.05279961
1600.0,0.0443,1595.806,0.05604313,0.04309075,0.05292
1600.0,0.0444,1596.288,0.0560201,0.04315552,0.05302923
1600.0,0.0444,1596.771,0.05598479,0.04320624,0.05310442
1600.0,0.0444,1597.253,0.05594093,0.04324384,0.05313113
1600.0,0.0443,1597.735,0.05589437,0.04327551,0.05310867
1600.0,0.0441,1598.217,0.05585389,0.04331107,0.0530479
1600.0,0.0439,1598.699,0.05583068,0.0433607,0.05296729
1600.0,0.0437,1599.181,0.05583498,0.04343057,0.05288635
1600.0,0.0435,1599.663,0.05587159,0.04352044,0.05281965
1600.0,0.0434,1600.145,0.05593729,0.04362141,0.05277555
1600.0,0.0435,1600.627,0.05601883,0.04371703,0.05275548
1600.0,0.0436,1601.11,0.05609694,0.04378785,0.05275672
1600.0,0.0438,1601.592,0.05614978,0.04381563,0.05277612
1600.0,0.044,1602.074,0.05616222,0.04379104,0.05281308
1600.0,0.0442,1602.556,0.05613115,0.04371687,0.05286955
1600.0,0.0444,1603.038,0.05606727,0.04360726,0.05294739
1600.0,0.0445,1603.52,0.05599149,0.04348153,0.05304505
1600.0,0.0446,1604.002,0.05592836,0.04335644,0.05315612
1600.0,0.0446,1604.484,0.05590079,0.04324163,0.05326981
1600.0,0.0447,1604.967,0.05592389,0.04313658,0.05337531
1600.0,0.0447,1605.449,0.05600394,0.04303419,0.05346443
1610.0,0.0447,1605.931,0.05613795,0.04292523,0.05353424
1610.0,0.0448,1606.413,0.05631453,0.04280563,0.05358715
1610.0,0.0449,1606.895,0.0565137,0.04268071,0.05363
1610.0,0.0449,1607.377,0.05670885,0.04256912,0.05367108
1610.0,0.045,1607.859,0.05687427,0.04249819,0.05371577
1610.0,0.0451,1608.341,0.05699172,0.04249752,0.05376471
1610.0,0.0452,1608.823,0.05705827,0.04258853,0.05381322
1610.0,0.0453,1609.306,0.05708674,0.04277468,0.05385365
1610.0,0.0453,1609.788,0.05710035,0.04304013,0.05387895
1610.0,0.0453,1610.27,0.05712279,0.04335169,0.05388539
1610.0,0.0453,1610.752,0.05716703,0.04366977,0.05387373
1610.0,0.0452,1611.234,0.05723289,0.0439535,0.053849
1610.0,0.0451,1611.716,0.05730751,0.04417038,0.05381791
1610.0,0.045,1612.198,0.05737316,0.04430355,0.05378595
1610.0,0.0449,1612.68,0.05741165,0.04434987,0.05375708
1610.0,0.0447,1613.163,0.05741186,0.04431951,0.05373198
1610.0,0.0446,1613.645,0.05736985,0.04422989,0.05370906
1610.0,0.0445,1614.127,0.05728861,0.04410488,0.0536855
1610.0,0.0444,1614.609,0.05717517,0.04397269,0.05365773
1610.0,0.0444,1615.091,0.05703723,0.04386489,0.05362282
1620.0,0.0444,1615.573,0.05688395,0.04381777,0.05358178
1620.0,0.0445,1616.055,0.05672501,0.04385912,0.05354881
1620.0,0.0447,1616.537,0.05657299,0.0439884,0.05355383
1620.0,0.0449,1617.02,0.05644106,0.04416522,0.05363053
1620.0,0.0451,1617.502,0.05634016,0.04433503,0.05378568
1620.0,0.0453,1617.984,0.05627458,0.0444635,0.05399362
1620.0,0.0453,1618.466,0.05624359,0.04454207,0.05421421
1620.0,0.0453,1618.948,0.05624422,0.04457743,0.05441083
1620.0,0.0452,1619.43,0.05627301,0.04457944,0.05455746
1620.0,0.0451,1619.912,0.05632843,0.044557,0.05463831
1620.0,0.0451,1620.394,0.05641129,0.04451922,0.05464965
1620.0,0.0451,1620.876,0.05652671,0.04447772,0.05459829
1620.0,0.0451,1621.359,0.0566813,0.04445071,0.05450249
1620.0,0.0452,1621.841,0.05687999,0.0444606,0.05438771
1620.0,0.0454,1622.323,0.05711338,0.04452839,0.05428219
1620.0,0.0456,1622.805,0.05734657,0.04465954,0.05420692
1620.0,0.0459,1623.287,0.05752596,0.04483253,0.05416179
1620.0,0.0462,1623.769,0.05760355,0.04500763,0.05412709
1620.0,0.0463,1624.251,0.05756352,0.04514955,0.05408098
1620.0,0.0464,1624.733,0.05742376,0.04524492,0.05401821
1620.0,0.0465,1625.215,0.05721853,0.04529627,0.05395205
1630.0,0.0464,1625.698,0.05698541,0.04530971,0.05390736
1630.0,0.0463,1626.18,0.05675642,0.04528464,0.05390878
1630.0,0.0461,1626.662,0.05656105,0.04520907,0.0539726
1630.0,0.0458,1627.144,0.05642166,0.04506382,0.05409536
1630.0,0.0455,1627.626,0.05634821,0.04483702,0.05425021
1630.0,0.0452,1628.108,0.05633493,0.04453906,0.05439166
1630.0,0.0448,1628.59,0.0563631,0.04421099,0.05447793
1630.0,0.0445,1629.072,0.05641321,0.04390833,0.0544927
1630.0,0.0443,1629.554,0.05647295,0.04368529,0.05444574
1630.0,0.0443,1630.037,0.05654105,0.04357545,0.0543623
1630.0,0.0444,1630.519,0.05662166,0.04358835,0.05426475
1630.0,0.0445,1631.001,0.05671912,0.04371543,0.05416566
1630.0,0.0447,1631.483,0.05683205,0.04393393,0.05406351
1630.0,0.0449,1631.965,0.0569533,0.04421576,0.05394684
1630.0,0.0451,1632.447,0.05706752,0.04452828,0.05380049
1630.0,0.0452,1632.929,0.05715487,0.0448435,0.05361433
1630.0,0.0452,1633.411,0.05719274,0.04514122,0.05339069
1630.0,0.0452,1633.894,0.05715765,0.04540445,0.05315552
1630.0,0.045,1634.376,0.05703199,0.04561481,0.05296395
1630.0,0.0448,1634.858,0.05681996,0.04574123,0.05289991
1630.0,0.0444,1635.34,0.05657876,0.04574513,0.0530437
1640.0,0.0441,1635.822,0.05641406,0.04561431,0.05338806
1640.0,0.0439,1636.304,0.05641111,0.04540275,0.05380119
1640.0,0.044,1636.786,0.05656713,0.04520268,0.05413007
1640.0,0.0444,1637.268,0.05681974,0.0450742,0.05432332
1640.0,0.0448,1637.75,0.0571125,0.04503219,0.05441568
1640.0,0.0453,1638.233,0.05741359,0.04506519,0.05446771
1640.0,0.0458,1638.715,0.05770827,0.04515174,0.05452832
1640.0,0.0462,1639.197,0.05798525,0.04526716,0.054628
1640.0,0.0466,1639.679,0.05823087,0.04538636,0.05477624
1640.0,0.0469,1640.161,0.05843209,0.04548975,0.05496205
1640.0,0.0472,1640.643,0.05857779,0.04556689,0.05515853
1640.0,0.0475,1641.125,0.05866357,0.04561969,0.05533128
1640.0,0.0477,1641.607,0.0586941,0.04566152,0.05545253
1640.0,0.0478,1642.09,0.05868102,0.04571101,0.05550648
1640.0,0.0479,1642.572,0.05863944,0.04578406,0.05549467
1640.0,0.0479,1643.054,0.05858333,0.04588785,0.05543161
1640.0,0.0479,1643.536,0.05852485,0.04601732,0.05534277
1640.0,0.0477,1644.018,0.0584746,0.04615413,0.0552582
1640.0,0.0476,1644.5,0.05844169,0.04627075,0.05520751
1640.0,0.0473,1644.982,0.05843818,0.04632797,0.05521871
1640.0,0.047,1645.464,0.05847912,0.04628564,0.05531272
1650.0,0.0466,1645.947,0.05857875,0.04612172,0.0554946
1650.0,0.0462,1646.429,0.05873564,0.0458747,0.05573913
1650.0,0.046,1646.911,0.0589182,0.0456559,0.05598766
1650.0,0.046,1647.393,0.05908161,0.04557123,0.05618105
1650.0,0.0462,1647.875,0.05920485,0.04563482,0.05630089
1650.0,0.0465,1648.357,0.05929858,0.04578358,0.05636749
1650.0,0.0469,1648.839,0.05938093,0.045951,0.05640968
1650.0,0.0472,1649.321,0.05946346,0.04609021,0.05645363
1650.0,0.0475,1649.803,0.05954589,0.04617371,0.05652394
1650.0,0.0478,1650.286,0.05961734,0.04617911,0.05665597
1650.0,0.048,1650.768,0.05965187,0.04608052,0.0569075
1650.0,0.0482,1651.25,0.05960886,0.04585106,0.05736485
1650.0,0.0483,1651.732,0.05943254,0.04548497,0.05812262
1650.0,0.0484,1652.214,0.05909087,0.04507908,0.05917767
1650.0,0.0484,1652.696,0.05867789,0.04492223,0.06023276
1650.0,0.0486,1653.178,0.05848294,0.04535632,0.06069244
1650.0,0.0488,1653.66,0.05869807,0.04627237,0.06032943
1650.0,0.0492,1654.142,0.05915502,0.04719219,0.05957539
1650.0,0.0495,1654.625,0.05960771,0.04783855,0.05886996
1650.0,0.0497,1655.107,0.05994122,0.04820131,0.05835375
1660.0,0.0497,1655.589,0.06014209,0.04836039,0.05800004
1660.0,0.0497,1656.071,0.06022836,0.04839115,0.05774971
1660.0,0.0496,1656.553,0.06022812,0.04835154,0.05755125
1660.0,0.0494,1657.035,0.06017106,0.04828025,0.05737167
1660.0,0.0492,1657.517,0.06008469,0.04819928,0.05719295
1660.0,0.049,1657.999,0.05999198,0.04811347,0.05700952
1660.0,0.0487,1658.481,0.0599074,0.04801216,0.05682352
1660.0,0.0484,1658.964,0.05983746,0.04787445,0.05664183
1660.0,0.048,1659.446,0.05978154,0.04767773,0.05647353
1660.0,0.0477,1659.928,0.05973363,0.04740793,0.05632493
1660.0,0.0473,1660.41,0.0596867,0.04706898,0.05620002
1660.0,0.047,1660.892,0.0596359,0.04669142,0.05609778
1660.0,0.0467,1661.374,0.05958017,0.04633198,0.05601346
1660.0,0.0464,1661.856,0.05952244,0.04607021,0.0559393
1660.0,0.0463,1662.338,0.05946689,0.04597228,0.05586948
1660.0,0.0463,1662.821,0.05941498,0.04604782,0.05580276
1660.0,0.0465,1663.303,0.05936284,0.0462371,0.05574101
1660.0,0.0467,1663.785,0.05930385,0.04645202,0.0556846
1660.0,0.0468,1664.267,0.05923304,0.04662874,0.05563046
1660.0,0.047,1664.749,0.05914831,0.04674328,0.05557249
1660.0,0.0471,1665.231,0.05905094,0.04680427,0.05550427
1670.0,0.0472,1665.713,0.05894513,0.04683316,0.05542215
1670.0,0.0473,1666.195,0.05883908,0.04685235,0.05532711
1670.0,0.0474,1666.677,0.05874503,0.04687741,0.05522673
1670.0,0.0475,1667.16,0.0586809,0.04691453,0.05513683
1670.0,0.0476,1667.642,0.05867035,0.0469595,0.05508131
1670.0,0.0477,1668.124,0.05873542,0.0470027,0.05508696
1670.0,0.0477,1668.606,0.05888278,0.04703851,0.0551765
1670.0,0.0478,1669.088,0.05908515,0.04707876,0.05535408
1670.0,0.048,1669.57,0.05928348,0.0471523,0.0555978
1670.0,0.0481,1670.052,0.05941435,0.04728453,0.05586749
1670.0,0.0482,1670.534,0.05945239,0.04747263,0.05612773
1670.0,0.0484,1671.017,0.05941832,0.04768462,0.05636323
1670.0,0.0485,1671.499,0.05935518,0.04788076,0.05657586
1670.0,0.0485,1671.981,0.05930458,0.04803167,0.05677342
1670.0,0.0486,1672.463,0.0592939,0.0481269,0.0569622
1670.0,0.0486,1672.945,0.0593421,0.04817089,0.05714313
1670.0,0.0486,1673.427,0.05946043,0.04818393,0.05731048
1670.0,0.0486,1673.909,0.05965154,0.04819852,0.05745127
1670.0,0.0487,1674.391,0.05990178,0.04825623,0.0575435
1670.0,0.0487,1674.874,0.06017417,0.04838663,0.05756885
1670.0,0.0488,1675.356,0.06041847,0.04858416,0.05752794
1680.0,0.0489,1675.838,0.060594,0.04880548,0.05744555
1680.0,0.049,1676.32,0.06068959,0.04899921,0.05735375
1680.0,0.0492,1676.802,0.0607174,0.04913483,0.05727163
1680.0,0.0493,1677.284,0.06069594,0.04920471,0.05720645
1680.0,0.0494,1677.766,0.06064128,0.04921665,0.0571603
1680.0,0.0494,1678.248,0.0605672,0.04918475,0.05713867
1680.0,0.0495,1678.73,0.06049273,0.04912571,0.05715682
1680.0,0.0495,1679.213,0.0604446,0.04905728,0.05723676
1680.0,0.0496,1679.695,0.0604547,0.04899462,0.05739942
1680.0,0.0498,1680.177,0.06055358,0.04894933,0.05765592
1680.0,0.05,1680.659,0.06075741,0.04892487,0.0580037
1680.0,0.0502,1681.141,0.06106473,0.04891929,0.05843382
1680.0,0.0505,1681.623,0.06145805,0.04892993,0.05894011
1680.0,0.0508,1682.105,0.06191335,0.04896114,0.0595316
1680.0,0.0512,1682.587,0.0623944,0.04902979,0.06021872
1680.0,0.0515,1683.069,0.06283142,0.04916384,0.0609657
1680.0,0.0519,1683.552,0.06311239,0.04937765,0.06162746
1680.0,0.0522,1684.034,0.06314111,0.04962703,0.06197171
1680.0,0.0523,1684.516,0.06296004,0.04981602,0.06190263
1680.0,0.0523,1684.998,0.06271968,0.04989574,0.06158039
1680.0,0.0521,1685.48,0.06253102,0.04989864,0.06122856
1690.0,0.052,1685.962,0.06242005,0.04988954,0.06096629
1690.0,0.0519,1686.444,0.06237614,0.04992241,0.06081395
1690.0,0.0518,1686.926,0.06239257,0.05004045,0.06075766
1690.0,0.0519,1687.408,0.06247678,0.05027518,0.06077858
1690.0,0.0521,1687.891,0.06264509,0.0506386,0.06086346
1690.0,0.0523,1688.373,0.06291346,0.05111637,0.06100507
1690.0,0.0527,1688.855,0.06328039,0.05165918,0.06119873
1690.0,0.0531,1689.337,0.06371895,0.05219814,0.06143824
1690.0,0.0535,1689.819,0.06417822,0.05266436,0.06171428
1690.0,0.0539,1690.301,0.06460455,0.0530222,0.06201437
1690.0,0.0542,1690.783,0.06496437,0.05327791,0.06232563
1690.0,0.0544,1691.265,0.06524839,0.0534683,0.06263407
1690.0,0.0546,1691.748,0.06546998,0.0536407,0.06292693
1690.0,0.0547,1692.23,0.06565199,0.05383595,0.06319563
1690.0,0.0548,1692.712,0.06581945,0.05408508,0.0634378
1690.0,0.055,1693.194,0.06599266,0.05440727,0.06366374
1690.0,0.0552,1693.676,0.06618732,0.05481478,0.06390299
1690.0,0.0554,1694.158,0.06641408,0.05530843,0.0642081
1690.0,0.0558,1694.64,0.06668083,0.05587288,0.06465007
1690.0,0.0563,1695.122,0.06699336,0.05646419,0.06529223
1700.0,0.0571,1695.604,0.06735344,0.05700127,0.06613726
1700.0,0.0581,1696.087,0.06775728,0.05740102,0.06708078
1700.0,0.0591,1696.569,0.06819887,0.05763493,0.0679514
1700.0,0.0599,1697.051,0.06868432,0.05775527,0.06861842
1700.0,0.0605,1697.533,0.06923492,0.05784784,0.06905429
1700.0,0.0608,1698.015,0.06989206,0.05799769,0.06930913
1700.0,0.061,1698.497,0.07071438,0.0582886,0.06947517
1700.0,0.0611,1698.979,0.07175576,0.05879886,0.06966236
1700.0,0.0613,1699.461,0.07301105,0.05957412,0.06998491
1700.0,0.0618,1699.944,0.07434038,0.06055167,0.07051145
1700.0,0.0627,1700.426,0.07550421,0.06153983,0.0711971
1700.0,0.0637,1700.908,0.07633805,0.06234417,0.07191771
1700.0,0.0647,1701.39,0.076864,0.06290718,0.07257457
1700.0,0.0655,1701.872,0.07720669,0.06329237,0.07314532
1700.0,0.0661,1702.354,0.07749281,0.063598,0.07365691
