absorbance_6.1_1A,6.1_1A,absorbance_6.1_2A,6.1_2A,6.1_3A,6.1_4A
3090.0,0.0525,3093.743,0.0663649,0.05169973,0.06123375
3090.0,0.0526,3094.225,0.06647136,0.0515959,0.06095447
3090.0,0.0526,3094.707,0.06654354,0.05155811,0.06070902
3090.0,0.0526,3095.189,0.0665646,0.0515863,0.06054787
3100.0,0.0526,3095.671,0.06651646,0.05166329,0.06050688
3100.0,0.0527,3096.154,0.06639029,0.05176368,0.06059543
3100.0,0.0527,3096.636,0.06619458,0.05186138,0.06079445
3100.0,0.0528,3097.118,0.06595526,0.05193921,0.06106146
3100.0,0.0529,3097.6,0.06570667,0.05199181,0.06134523
3100.0,0.0529,3098.082,0.06548308,0.0520245,0.06159749
3100.0,0.0529,3098.564,0.06530515,0.05204925,0.06178556
3100.0,0.0528,3099.046,0.06517524,0.05207905,0.06189638
3100.0,0.0528,3099.528,0.06507844,0.05212566,0.06193132
3100.0,0.0528,3100.01,0.06499279,0.05219591,0.06190049
3100.0,0.0528,3100.493,0.0648987,0.05229101,0.06181526
3100.0,0.0528,3100.975,0.06478833,0.05240673,0.06168656
3100.0,0.0529,3101.457,0.06466951,0.05253321,0.0615278
3100.0,0.0529,3101.939,0.06456222,0.05265653,0.06135898
3100.0,0.053,3102.421,0.06449129,0.05275912,0.06121378
3100.0,0.053,3102.903,0.06447617,0.05282532,0.06113138
3100.0,0.0531,3103.385,0.0645244,0.0528447,0.06114875
3100.0,0.0532,3103.867,0.06462932,0.0528175,0.06128674
3100.0,0.0533,3104.35,0.06477188,0.05275635,0.06153675
3100.0,0.0534,3104.832,0.06492507,0.05268587,0.0618571
3100.0,0.0534,3105.314,0.06505907,0.05263706,0.06217956
3110.0,0.0534,3105.796,0.06515106,0.05263652,0.0624335
3110.0,0.0534,3106.278,0.0651887,0.05269814,0.06256218
3110.0,0.0533,3106.76,0.06517514,0.05281498,0.06254434
3110.0,0.0532,3107.242,0.06512776,0.05296057,0.0623999
3110.0,0.0532,3107.724,0.06507529,0.05309232,0.0621828
3110.0,0.0532,3108.207,0.06504805,0.05316396,0.06195977
3110.0,0.0533,3108.688,0.06506678,0.05314267,0.06178324
3110.0,0.0535,3109.171,0.06513689,0.05301496,0.06167918
3110.0,0.0536,3109.653,0.06524441,0.05279371,0.06163956
3110.0,0.0537,3110.135,0.06536353,0.05251232,0.06163507
3110.0,0.0537,3110.617,0.06546439,0.05221792,0.06162834
3110.0,0.0537,3111.099,0.06552687,0.05195713,0.06159395
3110.0,0.0535,3111.581,0.06554836,0.05176321,0.0615266
3110.0,0.0534,3112.063,0.06554317,0.05165202,0.06143934
3110.0,0.0532,3112.545,0.06553435,0.0516195,0.06135202
3110.0,0.053,3113.028,0.06554009,0.05164833,0.06127839
3110.0,0.0529,3113.51,0.06556435,0.05171338,0.06121904
3110.0,0.0528,3113.992,0.06559154,0.05179229,0.06116037
3110.0,0.0527,3114.474,0.06559511,0.05187089,0.06108494
3110.0,0.0527,3114.956,0.06554793,0.05194381,0.06098104
3110.0,0.0526,3115.438,0.0654394,0.05201265,0.0608532
3120.0,0.0525,3115.92,0.06528261,0.05208106,0.06072197
3120.0,0.0524,3116.402,0.06511183,0.05214872,0.06061786
3120.0,0.0523,3116.885,0.06496761,0.05220883,0.06056637
3120.0,0.0521,3117.367,0.06488041,0.05224778,0.06057782
3120.0,0.0518,3117.849,0.06485742,0.05224908,0.06064161
3120.0,0.0516,3118.331,0.06488047,0.05220072,0.06073093
3120.0,0.0515,3118.813,0.06491495,0.05209998,0.06081182
3120.0,0.0514,3119.295,0.06492602,0.05195652,0.0608547
3120.0,0.0515,3119.777,0.064896,0.05179065,0.06084465
3120.0,0.0516,3120.259,0.06483147,0.05162871,0.06078232
3120.0,0.0519,3120.741,0.06476041,0.05149646,0.06068125
3120.0,0.0522,3121.224,0.0647177,0.05141066,0.06055893
3120.0,0.0525,3121.706,0.06473079,0.05137674,0.06043264
3120.0,0.0529,3122.188,0.0648065,0.05138882,0.06031442
3120.0,0.0531,3122.67,0.06492835,0.05143346,0.06021049
3120.0,0.0533,3123.152,0.06506269,0.05149529,0.06012484
3120.0,0.0534,3123.634,0.06517296,0.05156107,0.06006096
3120.0,0.0534,3124.116,0.06523376,0.05162255,0.06002196
3120.0,0.0534,3124.598,0.0652363,0.05167408,0.0600105
3120.0,0.0533,3125.081,0.0651895,0.05171067,0.06002599
3130.0,0.0532,3125.563,0.06511196,0.05172558,0.06006362
3130.0,0.0531,3126.045,0.06502691,0.05171156,0.06011467
3130.0,0.053,3126.527,0.06495392,0.05166393,0.06016899
3130.0,0.0529,3127.009,0.06490624,0.0515857,0.06021843
3130.0,0.0528,3127.491,0.06489028,0.05149123,0.06025925
3130.0,0.0527,3127.973,0.06490479,0.05140495,0.06029256
3130.0,0.0527,3128.455,0.06494154,0.05135503,0.060323
3130.0,0.0527,3128.938,0.06498373,0.05136839,0.06035609
3130.0,0.0527,3129.419,0.06500761,0.05145945,0.06039592
3130.0,0.0528,3129.902,0.06498732,0.05162665,0.06044349
3130.0,0.0528,3130.384,0.06489952,0.05185086,0.06049601
3130.0,0.0528,3130.866,0.06473459,0.05210041,0.06054853
3130.0,0.0528,3131.348,0.06450216,0.05233978,0.06059378
3130.0,0.0526,3131.83,0.06423543,0.05253621,0.06062284
3130.0,0.0525,3132.312,0.06398182,0.05266978,0.06062731
3130.0,0.0522,3132.794,0.06379189,0.05273668,0.06060027
3130.0,0.052,3133.276,0.06370759,0.05274853,0.06053863
3130.0,0.0518,3133.759,0.06374699,0.05272649,0.06044545
3130.0,0.0517,3134.241,0.06390246,0.05269562,0.0603299
3130.0,0.0516,3134.723,0.06414225,0.05267892,0.06020648
3130.0,0.0516,3135.205,0.06442221,0.05268987,0.06009032
3140.0,0.0516,3135.687,0.06469303,0.05273183,0.05999333
3140.0,0.0518,3136.169,0.06490804,0.0527966,0.0599207
3140.0,0.0519,3136.651,0.06503404,0.05286817,0.05986956
3140.0,0.052,3137.133,0.06505272,0.05292604,0.05983175
3140.0,0.052,3137.615,0.06496658,0.05295072,0.05979862
3140.0,0.052,3138.098,0.06479926,0.05293043,0.05976784
3140.0,0.0519,3138.58,0.06459567,0.05286301,0.05974618
3140.0,0.0518,3139.062,0.0644137,0.05275629,0.05974991
3140.0,0.0516,3139.544,0.0643048,0.0526233,0.05979848
3140.0,0.0514,3140.026,0.06430367,0.05247772,0.05990759
3140.0,0.0512,3140.508,0.06441069,0.05232849,0.06008033
3140.0,0.0511,3140.99,0.06459123,0.05217711,0.06030418
3140.0,0.0512,3141.472,0.06478048,0.05202106,0.06054889
3140.0,0.0513,3141.955,0.06490815,0.05185889,0.06077404
3140.0,0.0514,3142.437,0.06492538,0.05169511,0.06094091
3140.0,0.0517,3142.919,0.06482111,0.05154505,0.06101815
3140.0,0.0519,3143.401,0.06463113,0.05143161,0.06099212
3140.0,0.0522,3143.883,0.06442103,0.05137766,0.06087003
3140.0,0.0524,3144.365,0.06426752,0.05140031,0.06067752
3140.0,0.0525,3144.847,0.06422367,0.0515022,0.06045266
3140.0,0.0526,3145.329,0.06430015,0.05167098,0.06023618
3150.0,0.0527,3145.812,0.06446202,0.05188228,0.06006601
3150.0,0.0527,3146.294,0.0646441,0.05210823,0.05996507
3150.0,0.0527,3146.776,0.06477787,0.05232521,0.05993851
3150.0,0.0526,3147.258,0.06481356,0.05251655,0.05997202
3150.0,0.0526,3147.74,0.06474169,0.05267358,0.06003698
3150.0,0.0526,3148.222,0.06459059,0.05279062,0.06009949
3150.0,0.0526,3148.704,0.06441595,0.05286058,0.06012923
3150.0,0.0526,3149.186,0.06427538,0.05287426,0.06011124
3150.0,0.0526,3149.668,0.06421167,0.05282374,0.06004971
3150.0,0.0527,3150.151,0.06424157,0.05270908,0.05996793
3150.0,0.0527,3150.633,0.06435589,0.05254374,0.05989724
3150.0,0.0527,3151.115,0.06452724,0.05235601,0.05986835
3150.0,0.0528,3151.597,0.06472202,0.05218447,0.05989933
3150.0,0.0528,3152.079,0.06491286,0.05206356,0.0599898
3150.0,0.0529,3152.561,0.06508069,0.05201466,0.06012277
3150.0,0.0529,3153.043,0.06521561,0.05203761,0.0602717
3150.0,0.0529,3153.525,0.06531531,0.0521125,0.06041351
3150.0,0.0529,3154.008,0.06538176,0.05220736,0.06053452
3150.0,0.0528,3154.49,0.06542001,0.0522913,0.06063447
3150.0,0.0527,3154.972,0.06543649,0.05234722,0.06072183
3150.0,0.0525,3155.454,0.06543832,0.05237454,0.06080677
3160.0,0.0523,3155.936,0.06542988,0.05238615,0.06089199
3160.0,0.0521,3156.418,0.06541119,0.05239706,0.06096913
3160.0,0.0519,3156.9,0.06537672,0.0524152,0.06102064
3160.0,0.0518,3157.382,0.06531805,0.05243467,0.06102676
3160.0,0.0517,3157.865,0.06522916,0.05243891,0.06097489
3160.0,0.0517,3158.347,0.0651108,0.052408,0.06086451
3160.0,0.0518,3158.829,0.06497416,0.05233122,0.06070866
3160.0,0.0519,3159.311,0.06483788,0.05221421,0.06052746
3160.0,0.052,3159.793,0.06472352,0.0520806,0.06034415
3160.0,0.052,3160.275,0.06464792,0.05196372,0.06017688
3160.0,0.0521,3160.757,0.06461759,0.05189443,0.06003589
3160.0,0.0521,3161.239,0.06462963,0.05189221,0.05992728
3160.0,0.0521,3161.721,0.06467655,0.0519571,0.05985475
3160.0,0.0521,3162.204,0.06475308,0.0520722,0.05982316
3160.0,0.0522,3162.686,0.06486036,0.05220876,0.05983946
3160.0,0.0523,3163.168,0.06500458,0.0523387,0.05990834
3160.0,0.0525,3163.65,0.06518961,0.05244191,0.06002812
3160.0,0.0526,3164.132,0.06540691,0.05250967,0.06018654
3160.0,0.0528,3164.614,0.06563058,0.05254461,0.06036177
3160.0,0.0529,3165.096,0.06581844,0.05255643,0.06052528
3170.0,0.0529,3165.578,0.06592134,0.05255579,0.06064805
3170.0,0.053,3166.061,0.06590457,0.0525487,0.0607106
3170.0,0.0531,3166.542,0.06576042,0.05253394,0.06070451
3170.0,0.0533,3167.025,0.06551743,0.05250267,0.06063513
3170.0,0.0534,3167.507,0.06523151,0.05244096,0.06051775
3170.0,0.0535,3167.989,0.06497321,0.05233405,0.06037393
3170.0,0.0536,3168.471,0.0648047,0.05217209,0.06022799
3170.0,0.0535,3168.953,0.06475742,0.05195769,0.06010178
3170.0,0.0533,3169.435,0.0648272,0.05170974,0.06001495
3170.0,0.0529,3169.917,0.06497554,0.05146509,0.0599827
3170.0,0.0525,3170.399,0.06514916,0.05126939,0.06001259
3170.0,0.0521,3170.882,0.06529272,0.05117117,0.06010339
3170.0,0.0518,3171.364,0.06536727,0.05120462,0.06024197
3170.0,0.0515,3171.846,0.06535839,0.05137764,0.06040652
3170.0,0.0514,3172.328,0.06527306,0.05166607,0.06056724
3170.0,0.0514,3172.81,0.0651335,0.05201652,0.06069468
3170.0,0.0514,3173.292,0.06496755,0.05236379,0.06076828
3170.0,0.0515,3173.774,0.06480412,0.05264264,0.06078001
3170.0,0.0515,3174.256,0.06466914,0.05281099,0.0607373
3170.0,0.0515,3174.739,0.06458311,0.05285922,0.0606583
3170.0,0.0515,3175.221,0.06456324,0.05280863,0.06056757
3180.0,0.0514,3175.703,0.06461968,0.05270072,0.06048708
3180.0,0.0513,3176.185,0.06475194,0.05257884,0.06043235
3180.0,0.0511,3176.667,0.06494513,0.05247594,0.06041084
3180.0,0.051,3177.149,0.06516862,0.05240183,0.06042428
3180.0,0.0509,3177.631,0.06538117,0.05234424,0.06047227
3180.0,0.0508,3178.113,0.06553584,0.05227637,0.06055488
3180.0,0.0509,3178.595,0.06559508,0.05217131,0.06067307
3180.0,0.0509,3179.078,0.06553926,0.05201345,0.06082669
3180.0,0.0511,3179.56,0.06537098,0.05180421,0.06100964
3180.0,0.0512,3180.042,0.06511391,0.05156073,0.06120775
3180.0,0.0513,3180.524,0.06480677,0.05131096,0.06139828
3180.0,0.0514,3181.006,0.06449579,0.0510853,0.06155128
3180.0,0.0516,3181.488,0.06422134,0.050907,0.06163738
3180.0,0.0518,3181.97,0.06401378,0.05078996,0.06163171
3180.0,0.052,3182.452,0.06388769,0.05073579,0.06151937
3180.0,0.0523,3182.935,0.06384051,0.05073604,0.0612998
3180.0,0.0527,3183.417,0.06385579,0.05077515,0.06098664
3180.0,0.053,3183.899,0.06390899,0.05083627,0.06060724
3180.0,0.0532,3184.381,0.0639763,0.05090747,0.06019603
3180.0,0.0533,3184.863,0.06403957,0.05098455,0.05979452
3180.0,0.0533,3185.345,0.06408994,0.0510728,0.05944424
3190.0,0.0532,3185.827,0.06412779,0.05118321,0.05917983
3190.0,0.053,3186.309,0.06415834,0.05132664,0.0590283
3190.0,0.0528,3186.792,0.06418631,0.05150498,0.05900417
3190.0,0.0526,3187.273,0.06421196,0.05170694,0.05910755
3190.0,0.0525,3187.756,0.06423142,0.05190598,0.05932358
3190.0,0.0525,3188.238,0.06424066,0.05206718,0.05962431
3190.0,0.0524,3188.72,0.0642408,0.05216073,0.05997309
3190.0,0.0524,3189.202,0.06424256,0.05217101,0.06032661
3190.0,0.0523,3189.684,0.06426638,0.05210759,0.06064468
3190.0,0.0523,3190.166,0.06433415,0.05200278,0.06089711
3190.0,0.0523,3190.648,0.06446157,0.05190563,0.06106769
3190.0,0.0523,3191.13,0.0646463,0.05186223,0.06115812
3190.0,0.0523,3191.613,0.06486423,0.05190016,0.06118481
3190.0,0.0524,3192.095,0.06507105,0.0520199,0.06117557
3190.0,0.0524,3192.577,0.0652164,0.05219481,0.06115831
3190.0,0.0524,3193.059,0.06526059,0.05238256,0.06115239
3190.0,0.0524,3193.541,0.06518617,0.05253816,0.06116432
3190.0,0.0523,3194.023,0.06500616,0.05263209,0.06118459
3190.0,0.0523,3194.505,0.06475864,0.05265542,0.06119293
3190.0,0.0523,3194.987,0.06449638,0.05261862,0.0611646
3190.0,0.0523,3195.469,0.06426529,0.05254111,0.06108293
3200.0,0.0524,3195.952,0.06409382,0.0524416,0.06094384
3200.0,0.0525,3196.434,0.06398565,0.0523287,0.06075956
3200.0,0.0527,3196.916,0.06392457,0.05219982,0.06055342
3200.0,0.0529,3197.398,0.0638857,0.05204631,0.06035232
3200.0,0.0531,3197.88,0.06385046,0.05186099,0.06017787
3200.0,0.0532,3198.362,0.06381747,0.05164611,0.06003943
3200.0,0.0533,3198.844,0.0638034,0.05141558,0.05993491
3200.0,0.0534,3199.326,0.06383565,0.05119239,0.05985585
3200.0,0.0534,3199.809,0.063938,0.05099981,0.05979623
3200.0,0.0533,3200.291,0.06411896,0.05085794,0.0597565
3200.0,0.0532,3200.773,0.06436335,0.05077828,0.05974651
3200.0,0.053,3201.255,0.06463578,0.05076249,0.05977962
3200.0,0.0529,3201.737,0.06488585,0.0508055,0.05986642
3200.0,0.0526,3202.219,0.06506407,0.05089552,0.06000662
3200.0,0.0524,3202.701,0.06513862,0.05101797,0.06018713
3200.0,0.0521,3203.183,0.06510183,0.051154,0.06038211
3200.0,0.0518,3203.666,0.06497611,0.05128309,0.06056081
3200.0,0.0516,3204.148,0.06480375,0.05138635,0.06069765
3200.0,0.0514,3204.63,0.06464019,0.05144978,0.06077641
3200.0,0.0512,3205.112,0.06453457,0.05146949,0.06079369
3210.0,0.0511,3205.594,0.06451632,0.05145357,0.06075836
3210.0,0.051,3206.076,0.0645907,0.05142077,0.06068525
3210.0,0.051,3206.558,0.06473854,0.05139358,0.06059055
3210.0,0.0509,3207.04,0.0649263,0.05138915,0.0604876
3210.0,0.051,3207.522,0.06511602,0.05141334,0.06038512
3210.0,0.051,3208.005,0.06528083,0.05145699,0.06028656
3210.0,0.051,3208.487,0.06541125,0.05149998,0.06019098
3210.0,0.051,3208.969,0.06551554,0.05151956,0.06009284
3210.0,0.0511,3209.451,0.06561186,0.05150123,0.0599849
3210.0,0.0511,3209.933,0.06571756,0.05144517,0.05986053
3210.0,0.0513,3210.415,0.06583831,0.05136703,0.059718
3210.0,0.0514,3210.897,0.06596289,0.05128906,0.0595645
3210.0,0.0516,3211.379,0.06606536,0.0512317,0.05941826
3210.0,0.0518,3211.862,0.06611282,0.05120511,0.05930689
3210.0,0.0519,3212.344,0.06608032,0.05120577,0.05925734
3210.0,0.052,3212.826,0.06595852,0.05122161,0.05928775
3210.0,0.052,3213.308,0.06576116,0.05124039,0.059395
3210.0,0.052,3213.79,0.06552094,0.05126011,0.05955191
3210.0,0.0519,3214.272,0.06528362,0.05129254,0.05971169
3210.0,0.0517,3214.754,0.06509625,0.05136146,0.05982219
3210.0,0.0515,3215.236,0.06499261,0.05148945,0.05984789
3220.0,0.0513,3215.719,0.06499079,0.05168719,0.05978188
3220.0,0.0512,3216.201,0.06508907,0.05194184,0.05965282
3220.0,0.0512,3216.683,0.06526968,0.05221779,0.05951098
3220.0,0.0512,3217.165,0.0655008,0.05245927,0.05941768
3220.0,0.0514,3217.647,0.0657426,0.05260748,0.05941978
3220.0,0.0516,3218.129,0.06595491,0.05262038,0.05953351
3220.0,0.0518,3218.611,0.06610033,0.05248271,0.05974219
3220.0,0.052,3219.093,0.06615487,0.05221491,0.06000184
3220.0,0.0521,3219.575,0.06611421,0.05186458,0.06026274
3220.0,0.0522,3220.058,0.06599596,0.05149629,0.06048408
3220.0,0.0521,3220.54,0.06583673,0.05116964,0.06064916
3220.0,0.052,3221.022,0.0656798,0.05092204,0.06076482
3220.0,0.0518,3221.504,0.0655678,0.05076584,0.06085179
3220.0,0.0517,3221.986,0.06552666,0.05068805,0.06092991
3220.0,0.0516,3222.468,0.06556001,0.05066307,0.06100548
3220.0,0.0515,3222.95,0.06564929,0.0506634,0.0610691
3220.0,0.0515,3223.432,0.06576036,0.05067248,0.06109997
3220.0,0.0514,3223.915,0.06585445,0.05068859,0.06107598
3220.0,0.0514,3224.396,0.06589524,0.05072072,0.06098335
3220.0,0.0513,3224.879,0.06585953,0.05078121,0.06082307
3220.0,0.0514,3225.361,0.06573807,0.05087592,0.06060921
3230.0,0.0514,3225.843,0.0655335,0.05099776,0.06036484
3230.0,0.0516,3226.325,0.06525826,0.05112783,0.06011248
3230.0,0.0517,3226.807,0.06493058,0.05124017,0.05987141
3230.0,0.0517,3227.289,0.06457499,0.0513113,0.059656
3230.0,0.0517,3227.771,0.06421981,0.05133009,0.05947704
3230.0,0.0516,3228.253,0.06389716,0.05130079,0.05934524
3230.0,0.0513,3228.736,0.06364045,0.05124251,0.05927267
3230.0,0.051,3229.218,0.0634762,0.05117996,0.05926909
3230.0,0.0507,3229.7,0.06341987,0.05113833,0.0593386
3230.0,0.0505,3230.182,0.06347013,0.05113671,0.05947405
3230.0,0.0505,3230.664,0.06360985,0.05118618,0.05965727
3230.0,0.0507,3231.146,0.06380775,0.05129262,0.05985771
3230.0,0.0509,3231.628,0.06402653,0.05145985,0.0600388
3230.0,0.0513,3232.11,0.06423383,0.05168919,0.06016663
3230.0,0.0515,3232.593,0.0644049,0.05197696,0.06021184
3230.0,0.0518,3233.075,0.06452783,0.05230805,0.06015613
3230.0,0.0519,3233.557,0.06460247,0.05265348,0.05999482
3230.0,0.052,3234.039,0.06463687,0.05296738,0.05973674
3230.0,0.0521,3234.521,0.06464327,0.05319609,0.05940598
3230.0,0.0521,3235.003,0.06463368,0.05329508,0.05903922
3240.0,0.052,3235.485,0.06461862,0.05323891,0.05868612
3240.0,0.052,3235.967,0.06460346,0.05303673,0.05839954
3240.0,0.0519,3236.449,0.06458819,0.05273033,0.05822374
3240.0,0.0517,3236.932,0.06456701,0.05238858,0.05818616
3240.0,0.0516,3237.414,0.06453034,0.05208477,0.05828568
3240.0,0.0514,3237.896,0.0644699,0.05187527,0.0584936
3240.0,0.0512,3238.378,0.06438354,0.05178914,0.05875763
3240.0,0.051,3238.86,0.06428086,0.05182007,0.05902013
3240.0,0.0508,3239.342,0.06418338,0.05193545,0.05923421
3240.0,0.0507,3239.824,0.06412329,0.05208707,0.05937473
3240.0,0.0507,3240.306,0.06413072,0.05223026,0.05944563
3240.0,0.0508,3240.789,0.06422465,0.0523331,0.05947393
3240.0,0.0509,3241.271,0.06440376,0.05237901,0.05949912
3240.0,0.0512,3241.753,0.0646444,0.05236694,0.05955523
3240.0,0.0515,3242.235,0.06490527,0.05230322,0.05966283
3240.0,0.0518,3242.717,0.0651373,0.05219866,0.05982419
3240.0,0.0521,3243.199,0.06530034,0.05206419,0.06002709
3240.0,0.0523,3243.681,0.06537057,0.05191144,0.06025296
3240.0,0.0524,3244.163,0.06534478,0.05175412,0.06048314
3240.0,0.0523,3244.646,0.06523673,0.05160603,0.06070423
3240.0,0.0522,3245.127,0.06506948,0.05147938,0.06090485
3250.0,0.0521,3245.61,0.06486636,0.05138201,0.06107023
3250.0,0.0519,3246.092,0.06464446,0.05131495,0.0611791
3250.0,0.0519,3246.574,0.06441797,0.05127465,0.06120304
3250.0,0.052,3247.056,0.06420224,0.05125722,0.06111487
3250.0,0.0521,3247.538,0.0640163,0.05126216,0.06090069
3250.0,0.0522,3248.02,0.06388614,0.05129542,0.06057099
3250.0,0.0524,3248.502,0.06383727,0.05136647,0.0601677
3250.0,0.0525,3248.984,0.06388607,0.05148309,0.05975513
3250.0,0.0527,3249.467,0.06403299,0.05164539,0.059412
3250.0,0.0528,3249.949,0.06425872,0.05184065,0.05920758
3250.0,0.0528,3250.431,0.06452987,0.05204624,0.05917826
3250.0,0.053,3250.913,0.0648044,0.05223247,0.05932168
3250.0,0.0531,3251.395,0.06504406,0.05237215,0.05959424
3250.0,0.0532,3251.877,0.06522253,0.05244918,0.05992848
3250.0,0.0533,3252.359,0.0653254,0.05245952,0.0602471
3250.0,0.0534,3252.841,0.06535096,0.0524112,0.06049074
3250.0,0.0533,3253.323,0.06530591,0.05231823,0.0606316
3250.0,0.0532,3253.806,0.06520457,0.05219667,0.06067736
3250.0,0.0529,3254.288,0.06506575,0.05205994,0.06066353
3250.0,0.0525,3254.77,0.06491317,0.05191883,0.06063512
3250.0,0.0521,3255.252,0.06477577,0.05178565,0.06063128
3260.0,0.0518,3255.734,0.06468067,0.05167453,0.06066811
3260.0,0.0515,3256.216,0.06464744,0.05160274,0.06073552
3260.0,0.0513,3256.698,0.06468146,0.0515868,0.06080081
3260.0,0.0513,3257.18,0.06476916,0.05163554,0.06082378
3260.0,0.0513,3257.663,0.06488022,0.05174749,0.06076903
3260.0,0.0515,3258.145,0.06497511,0.05190882,0.06061822
3260.0,0.0516,3258.627,0.06502019,0.05209893,0.06037764
3260.0,0.0517,3259.109,0.0649963,0.05229612,0.06007703
3260.0,0.0518,3259.591,0.06490636,0.05248353,0.05976478
3260.0,0.0518,3260.073,0.06477181,0.05265322,0.05949383
3260.0,0.0517,3260.555,0.06462624,0.05280349,0.05931437
3260.0,0.0517,3261.037,0.06450449,0.05293342,0.05926332
3260.0,0.0516,3261.52,0.06443115,0.05303943,0.05935512
3260.0,0.0516,3262.002,0.06441908,0.05311275,0.05958125
3260.0,0.0517,3262.484,0.0644675,0.05314354,0.05990948
3260.0,0.0517,3262.966,0.06456538,0.05312599,0.06029296
3260.0,0.0518,3263.448,0.06469288,0.05306437,0.06067342
3260.0,0.0518,3263.93,0.06482281,0.05297346,0.06099267
3260.0,0.0518,3264.412,0.06492452,0.05287348,0.06120648
3260.0,0.0518,3264.894,0.06496438,0.05278328,0.06128615
3260.0,0.0518,3265.376,0.06491485,0.05271125,0.06122698
3270.0,0.0519,3265.859,0.06476527,0.05265161,0.0610452
3270.0,0.052,3266.341,0.06452878,0.05258779,0.06077417
3270.0,0.0521,3266.823,0.06424528,0.05250061,0.06045401
3270.0,0.0523,3267.305,0.06397097,0.05237949,0.06012309
3270.0,0.0524,3267.787,0.06376869,0.05222714,0.05981584
3270.0,0.0524,3268.269,0.06368465,0.0520598,0.05955726
3270.0,0.0524,3268.751,0.06373473,0.05189938,0.05936448
3270.0,0.0523,3269.233,0.06390064,0.05176513,0.0592492
3270.0,0.0522,3269.716,0.06413911,0.05166399,0.05921695
3270.0,0.052,3270.198,0.0643997,0.05158904,0.05926714
3270.0,0.0518,3270.68,0.06464106,0.05152344,0.05938948
3270.0,0.0515,3271.162,0.06484675,0.05145057,0.0595627
3270.0,0.0513,3271.644,0.06502298,0.05136128,0.05975522
3270.0,0.0511,3272.126,0.06518824,0.05125969,0.05992613
3270.0,0.051,3272.608,0.06535555,0.05116041,0.06003689
3270.0,0.0509,3273.09,0.065519,0.05108322,0.06006015
3270.0,0.051,3273.573,0.06565074,0.05104542,0.05998844
3270.0,0.0512,3274.055,0.06571288,0.05105646,0.05983792
3270.0,0.0514,3274.537,0.06567177,0.05111756,0.05964734
3270.0,0.0517,3275.019,0.06551531,0.05122527,0.05946901
3280.0,0.0519,3275.501,0.06525967,0.05137461,0.05935039
3280.0,0.0521,3275.983,0.06494354,0.05155973,0.05932772
3280.0,0.0523,3276.465,0.06461422,0.05177092,0.05941327
3280.0,0.0523,3276.947,0.06430749,0.05199178,0.05959422
3280.0,0.0524,3277.429,0.06404062,0.05219423,0.05983482
3280.0,0.0525,3277.912,0.0638111,0.05234132,0.06008537
3280.0,0.0526,3278.394,0.06360636,0.05239738,0.0602959
3280.0,0.0526,3278.876,0.06341623,0.05233466,0.06042292
3280.0,0.0527,3279.358,0.06324273,0.05214629,0.06043886
3280.0,0.0528,3279.84,0.06310011,0.05184935,0.0603369
3280.0,0.0528,3280.322,0.06300857,0.05148449,0.06012971
3280.0,0.0527,3280.804,0.06298169,0.0511063,0.05984625
3280.0,0.0526,3281.286,0.06301786,0.05076848,0.05952305
3280.0,0.0524,3281.769,0.06309802,0.050518,0.05919928
3280.0,0.0523,3282.25,0.06319345,0.05038555,0.05890699
3280.0,0.052,3282.733,0.0632792,0.05038419,0.05866421
3280.0,0.0518,3283.215,0.06334276,0.05051339,0.05847646
3280.0,0.0516,3283.697,0.06339141,0.05076135,0.05833582
3280.0,0.0515,3284.179,0.06344658,0.0511087,0.05822696
3280.0,0.0515,3284.661,0.06353515,0.05152548,0.05813169
3280.0,0.0516,3285.143,0.06367551,0.05197487,0.05803579
3290.0,0.0518,3285.625,0.06386869,0.05241571,0.05793107
3290.0,0.052,3286.107,0.0640957,0.05280448,0.05781717
3290.0,0.0523,3286.59,0.06432345,0.05310677,0.05770133
3290.0,0.0525,3287.072,0.06451283,0.0533025,0.05759665
3290.0,0.0525,3287.554,0.06462765,0.05338866,0.05752368
3290.0,0.0524,3288.036,0.06464466,0.0533773,0.05750495
3290.0,0.0522,3288.518,0.06455689,0.05328767,0.05756399
3290.0,0.0519,3289.0,0.06437555,0.05313781,0.05772048
3290.0,0.0515,3289.482,0.0641253,0.05293571,0.05798296
3290.0,0.0513,3289.964,0.0638427,0.05268079,0.0583441
3290.0,0.0511,3290.447,0.06357168,0.05237065,0.0587764
3290.0,0.0511,3290.929,0.06335259,0.05201088,0.05923757
3290.0,0.0512,3291.411,0.06321982,0.05162593,0.0596732
3290.0,0.0513,3291.893,0.06319201,0.0512617,0.06002934
3290.0,0.0514,3292.375,0.06326892,0.05097323,0.0602701
3290.0,0.0515,3292.857,0.06343067,0.05081431,0.06038255
3290.0,0.0514,3293.339,0.06364267,0.05081617,0.0603832
3290.0,0.0513,3293.821,0.06386767,0.05097592,0.06030776
3290.0,0.0512,3294.303,0.06407033,0.05125337,0.06020337
3290.0,0.0511,3294.786,0.06422492,0.05158165,0.06011149
3290.0,0.0511,3295.268,0.0643189,0.05188894,0.06005634
3300.0,0.0511,3295.75,0.06434913,0.05211146,0.06004247
3300.0,0.0512,3296.232,0.06432047,0.05221532,0.06005538
3300.0,0.0513,3296.714,0.0642435,0.05220247,0.06007262
3300.0,0.0514,3297.196,0.06413551,0.05210877,0.06007148
3300.0,0.0514,3297.678,0.06402013,0.05198885,0.06004041
