absorbance_1.7_1A,1.7_1A,1.7_2A,1.7_3A,1.7_4A,1.7_5,2.8_1A,2.8_2A,2.8_3A,2.8_4A,3.10_1A,3.10_2A,3.10_3A,3.10_4A,3.10_5A,3.1_1,3.1_2,3.1_3,3.1_4,4.3_1A,4.3_2A,4.3_3A,4.3_4A,4.3_5A,5.1_1A,5.1_2A,5.1_3A,5.1_4A,5.1_5A
1478.17,0.07839996,0.07964855,0.06195802,0.07056709,0.08278318,0.05345592,0.06613814,0.03930787,0.03446095,0.07074812,0.05331596,0.04635488,0.06970411,0.0265319,0.07448925,0.05395068,0.06188145,0.05986003,0.07987875,0.1435344,0.05612418,0.02548624,0.07588174,0.1267093,0.09207744,0.03486035,0.05041754,0.1098992
1478.652,0.0779295,0.07919674,0.06139491,0.07001683,0.08246458,0.05303665,0.06569091,0.03911527,0.0340832,0.07024066,0.05291924,0.04607965,0.06929727,0.02610393,0.07413862,0.05362368,0.06148556,0.05942999,0.07945124,0.1431197,0.05561522,0.02517401,0.07536518,0.1264186,0.09186172,0.03443912,0.0498513,0.1094189
1479.134,0.07748929,0.07878186,0.06085927,0.06952783,0.08217613,0.05266107,0.06527512,0.03889716,0.03372953,0.06978603,0.05256982,0.04583811,0.06894261,0.02568814,0.07378466,0.05326345,0.06110121,0.05903826,0.07901137,0.142739,0.05517133,0.02484806,0.07486489,0.1260955,0.09162099,0.03400414,0.04938103,0.10902
1479.616,0.07706005,0.07837403,0.06033462,0.06906393,0.08187538,0.05230902,0.06487322,0.03862315,0.0333831,0.06936757,0.05225179,0.04558923,0.06860195,0.02526924,0.07341,0.05284663,0.06070858,0.05865229,0.07853542,0.1423568,0.05477332,0.02448598,0.07436063,0.1257175,0.09132612,0.03354126,0.04897314,0.1086633
1480.098,0.0766457,0.07796636,0.05983128,0.06860819,0.08154371,0.05197013,0.06448738,0.03828766,0.0330373,0.06897932,0.05196645,0.04531164,0.06825534,0.02485044,0.07301351,0.05237859,0.06030207,0.05825537,0.07803347,0.1419599,0.05441836,0.02408674,0.07385343,0.1252885,0.09095845,0.03305733,0.04860348,0.1083217
1480.58,0.07626604,0.07756853,0.0593761,0.06816085,0.08118117,0.05163995,0.06413259,0.03790594,0.03269142,0.06862,0.05172261,0.04500138,0.06789736,0.0244469,0.07260874,0.05189139,0.05988712,0.05784345,0.07753947,0.1415539,0.05411058,0.02366578,0.07335931,0.1248315,0.09051137,0.03257313,0.04825735,0.1079782
1481.063,0.0759463,0.07719676,0.05899553,0.06773227,0.08079956,0.05131688,0.06382639,0.03750815,0.03234693,0.06828486,0.05152295,0.0446658,0.0675314,0.02407752,0.07221843,0.0514359,0.05947663,0.05742086,0.07709631,0.1411588,0.05385076,0.02324798,0.07290129,0.1243771,0.08999166,0.03211519,0.04792787,0.1076218
1481.545,0.07570308,0.07686291,0.05869691,0.0673366,0.08041528,0.05100072,0.06357611,0.0371267,0.03200691,0.06796394,0.05135465,0.04431947,0.06716524,0.02375377,0.07186603,0.05106006,0.05908365,0.05699751,0.07673356,0.1407978,0.05362853,0.02285619,0.07249527,0.1239491,0.08942177,0.03170249,0.04761407,0.1072491
1482.027,0.07553773,0.07657059,0.05846194,0.06698541,0.0800427,0.05069231,0.06337494,0.03678615,0.03167596,0.06764509,0.05119156,0.04397768,0.06680842,0.02347687,0.07156775,0.05079047,0.05871792,0.0565857,0.07645617,0.1404882,0.05342431,0.02250385,0.07214296,0.1235569,0.08883528,0.03134212,0.04731863,0.1068652
1482.509,0.07543851,0.07631619,0.05825546,0.0666862,0.07969174,0.05039478,0.06320644,0.03649905,0.03136107,0.06732023,0.05100367,0.04365479,0.06647303,0.0232392,0.07132949,0.05062521,0.05838456,0.05619927,0.07624737,0.1402386,0.05321806,0.02219331,0.07183339,0.1231962,0.08827043,0.03103168,0.04704669,0.1064839
1482.991,0.07538866,0.07609437,0.05804407,0.06644153,0.07936779,0.0501132,0.06305516,0.03626696,0.03106992,0.06699022,0.05077249,0.04336043,0.06617367,0.02303189,0.07114659,0.05054029,0.05808631,0.05585067,0.07608343,0.1400489,0.0530003,0.02192041,0.07155137,0.1228569,0.08775947,0.03076765,0.04680336,0.1061237
1483.473,0.07537285,0.07590199,0.05780737,0.0662514,0.07907452,0.04985397,0.06291316,0.03608709,0.03080774,0.06666379,0.0504956,0.0431016,0.06592725,0.02284846,0.07100894,0.05050301,0.05782478,0.05555106,0.07594588,0.1399149,0.05277298,0.02167946,0.07128409,0.1225316,0.08732591,0.03055068,0.04659172,0.105804
1483.955,0.07537909,0.07573831,0.0575405,0.06611414,0.07881642,0.04962187,0.06278141,0.03595413,0.0305749,0.06635518,0.05018575,0.0428825,0.06575084,0.02268472,0.07090244,0.05048256,0.05760141,0.05531086,0.07582878,0.1398301,0.05254572,0.02146825,0.071025,0.1222184,0.0869851,0.03038746,0.04641065,0.1055406
1484.437,0.0753972,0.07560197,0.05724937,0.06602399,0.07859728,0.04941658,0.06266779,0.03586163,0.03036486,0.06607588,0.04986345,0.04270192,0.06565499,0.02253645,0.07081145,0.05045681,0.057413,0.05513625,0.07573534,0.1397856,0.05232788,0.02128578,0.07077201,0.1219191,0.08674224,0.03028638,0.04625194,0.1053386
1484.919,0.07541429,0.07548824,0.05694611,0.06597024,0.07842172,0.04923375,0.06258465,0.03579915,0.03016527,0.0658337,0.04955322,0.04255296,0.06564014,0.02239668,0.0707192,0.05041159,0.05725043,0.05503056,0.07567431,0.1397685,0.05212487,0.02113455,0.07052626,0.1216351,0.08659398,0.0302533,0.04609933,0.1051924
1485.402,0.07541215,0.07538725,0.05664268,0.06593486,0.0782944,0.0490649,0.06254657,0.03575084,0.02996271,0.06562945,0.04927923,0.04242183,0.06569186,0.02225533,0.07060958,0.05033968,0.05709518,0.05499155,0.07565257,0.1397604,0.05193746,0.02101783,0.07029063,0.1213631,0.0865268,0.03028733,0.0459308,0.1050829
1485.884,0.07537088,0.07528643,0.05634704,0.06589749,0.07822052,0.04890214,0.06256764,0.03569928,0.02974974,0.06545728,0.04905995,0.04229028,0.06578311,0.02210143,0.07047259,0.05023884,0.05692269,0.05501354,0.07567143,0.1397416,0.05176382,0.02093945,0.07006875,0.1210915,0.08652099,0.03037886,0.04572484,0.1049836
1486.366,0.07527208,0.07517319,0.05606645,0.06583902,0.07820756,0.04874156,0.06265897,0.03562983,0.02953544,0.06530623,0.04890837,0.04213803,0.06587814,0.021927,0.07030822,0.05010936,0.05670699,0.05508597,0.07572237,0.1396931,0.05160746,0.02090194,0.06986618,0.1207988,0.08655106,0.03050959,0.04546935,0.1048649
1486.848,0.07510883,0.07504078,0.05581006,0.06575151,0.07826608,0.04858772,0.0628236,0.03554006,0.02934983,0.06516561,0.04883165,0.04195004,0.06594413,0.02173218,0.07013036,0.04995085,0.05643095,0.05519692,0.07578771,0.1396029,0.05148197,0.02090424,0.06969111,0.1204608,0.08659254,0.03065591,0.04517363,0.1047073
1487.33,0.07489055,0.07489217,0.05559356,0.06564259,0.07840834,0.04845413,0.06305064,0.03544486,0.02923817,0.06502932,0.04883198,0.04172396,0.06596445,0.02152517,0.06996219,0.04975917,0.05609504,0.05533665,0.0758463,0.1394688,0.05141132,0.02093942,0.06955311,0.1200626,0.08662733,0.03079321,0.04487077,0.1045111
1487.812,0.07464232,0.07473617,0.05544145,0.06553066,0.07863639,0.04835699,0.06330203,0.03537494,0.02924602,0.06489561,0.04890397,0.04147112,0.06594101,0.02131854,0.06982876,0.04952424,0.05572318,0.05549164,0.0758712,0.1392947,0.05142046,0.02098511,0.06945963,0.1196108,0.08664162,0.03089171,0.04461822,0.1043025
1488.294,0.07439275,0.07457878,0.05538009,0.06542672,0.07892387,0.04830306,0.06350469,0.03536103,0.02938941,0.06476305,0.04902847,0.0412156,0.06588836,0.02112035,0.06973898,0.04923011,0.05536072,0.05563826,0.07583017,0.1390816,0.05151326,0.02099676,0.06941016,0.1191477,0.08662041,0.03091172,0.04448273,0.1041277
1488.776,0.07415698,0.07441526,0.05542257,0.06531532,0.07920176,0.04827732,0.06356183,0.03540874,0.02963054,0.06462643,0.0491677,0.04098685,0.06581594,0.0209282,0.0696756,0.04886651,0.05506131,0.0557372,0.07568917,0.1388227,0.05165161,0.02091461,0.06939296,0.1187507,0.08654369,0.03080626,0.04451411,0.1040321
1489.259,0.07392529,0.07423011,0.05554682,0.06514774,0.07935718,0.04823577,0.06338702,0.0354768,0.02986512,0.06447554,0.04925944,0.04081253,0.06571433,0.02072881,0.06959257,0.04844527,0.05487012,0.0557369,0.07542569,0.1385074,0.05174347,0.02068444,0.06938192,0.1185179,0.08639149,0.0305394,0.04471346,0.1040348
1489.741,0.07367285,0.07401767,0.0556891,0.06487826,0.07928895,0.04812947,0.06297645,0.03548883,0.02997234,0.06430797,0.04924018,0.04071059,0.06555659,0.02051362,0.06944486,0.04801762,0.05479772,0.05560639,0.07506073,0.138144,0.05168367,0.02031144,0.06934899,0.1185201,0.08616595,0.03012901,0.04501468,0.1041085
1490.223,0.07339235,0.07380263,0.05577664,0.06451719,0.07898412,0.04794496,0.06243359,0.03538876,0.02989986,0.06414283,0.04908396,0.04068684,0.06532485,0.02029483,0.06922772,0.04765969,0.0548151,0.05536854,0.07466868,0.1377755,0.05142929,0.01988243,0.06928185,0.1187559,0.0859042,0.0296608,0.04531835,0.1042005
1490.705,0.07310297,0.07363062,0.05576561,0.06413525,0.07852586,0.0477117,0.06190942,0.03517648,0.02968775,0.06401429,0.0488154,0.04073251,0.06502832,0.02010029,0.06897912,0.04743294,0.0548723,0.05509046,0.07434245,0.1374613,0.05102409,0.01952124,0.06918678,0.1191547,0.08566055,0.02924743,0.04554426,0.104266
1491.187,0.07283808,0.07353777,0.05566176,0.06381616,0.07803164,0.04747662,0.06150904,0.03490059,0.02942383,0.06395002,0.04849302,0.04082779,0.06470341,0.01995627,0.06875052,0.04735129,0.05492998,0.05483942,0.07413821,0.1372433,0.05056308,0.01931061,0.0690788,0.1196225,0.08547357,0.02896585,0.04566653,0.1042931
1491.669,0.0726181,0.07352799,0.05549865,0.06360291,0.07757967,0.04727302,0.06125936,0.03461549,0.02917664,0.06395376,0.04817217,0.04094566,0.06439082,0.01987098,0.06857209,0.04738593,0.05497121,0.05464663,0.07405517,0.1371287,0.05012954,0.01926091,0.06896763,0.1200834,0.08535019,0.02883398,0.04569706,0.1042922
1492.151,0.07244594,0.07358158,0.05531193,0.06349722,0.07719879,0.04711616,0.06113996,0.03435932,0.02897836,0.06401105,0.04789123,0.04105774,0.06412328,0.01983662,0.06844975,0.04749295,0.05499448,0.0545124,0.07405688,0.1371016,0.04977367,0.01933718,0.06885346,0.1204867,0.08527492,0.02883366,0.04565503,0.1042803
1492.633,0.07231092,0.07366717,0.05512528,0.06347117,0.07687999,0.04700693,0.06111082,0.03414893,0.02882913,0.06409771,0.04766903,0.04113891,0.06391959,0.01983456,0.06837171,0.04763269,0.05500444,0.0544185,0.07409248,0.1371354,0.04951222,0.01948523,0.06872963,0.1208047,0.08521984,0.02892989,0.04555267,0.104271
1493.115,0.07219832,0.07375378,0.05494956,0.06348798,0.07659935,0.04693784,0.06113552,0.03398601,0.02871412,0.06418883,0.04751249,0.04116917,0.06378815,0.01984126,0.06831975,0.04777989,0.05500644,0.05434309,0.07411174,0.1372024,0.04934052,0.01965096,0.06858853,0.1210231,0.08515642,0.02908659,0.04539422,0.1042693
1493.598,0.07209951,0.07381551,0.05478931,0.06351443,0.07633679,0.04689549,0.06118577,0.03386745,0.02861649,0.06426108,0.04742631,0.04113394,0.06373386,0.01982863,0.06827641,0.0479218,0.05500636,0.05426843,0.07406853,0.1372735,0.04924498,0.01978017,0.06842473,0.1211312,0.08505807,0.02926804,0.04518113,0.1042698
1494.08,0.07201414,0.07383585,0.0546448,0.06352498,0.07608406,0.04686109,0.06124558,0.03378793,0.02852476,0.06429452,0.04741428,0.04102668,0.06375671,0.01976707,0.06822931,0.04805722,0.05501074,0.05418167,0.07392434,0.1373197,0.04920885,0.01982213,0.06824014,0.1211224,0.08490783,0.0294424,0.04491976,0.1042551
1494.562,0.0719539,0.07381127,0.05451348,0.06350451,0.0758507,0.04681495,0.06130901,0.03374353,0.02843761,0.0642729,0.04747948,0.04085309,0.06385078,0.01962929,0.06817401,0.04819299,0.05502912,0.05407693,0.07365609,0.1373154,0.0492184,0.01973481,0.06804666,0.1209951,0.08470344,0.02958229,0.04462829,0.1042006
1495.044,0.07194475,0.07375746,0.05438945,0.06344683,0.07566934,0.04674636,0.06137545,0.03373111,0.02836708,0.06418569,0.04761828,0.04064109,0.063996,0.01939953,0.068119,0.04833888,0.05507356,0.05395598,0.07327103,0.1372444,0.04926814,0.01949835,0.06787102,0.1207616,0.08446783,0.0296626,0.04434728,0.1040848
1495.526,0.07202039,0.07370766,0.0542644,0.06335523,0.07558627,0.04666196,0.06144088,0.0337455,0.02833358,0.06403166,0.04781177,0.04043926,0.06415226,0.01908495,0.06808324,0.04849847,0.05515486,0.05382573,0.07282028,0.1371088,0.04936135,0.01913304,0.06774977,0.1204534,0.08425122,0.02966632,0.04413361,0.1038994
1496.008,0.07220595,0.07369917,0.05413195,0.06323791,0.07563906,0.0465886,0.06148723,0.03377355,0.0283536,0.06381813,0.04801864,0.04030323,0.06425892,0.01872523,0.06808751,0.04865583,0.0552727,0.05369355,0.07239743,0.1369315,0.04950162,0.01870757,0.06771691,0.1201175,0.08412001,0.02958881,0.04404252,0.1036556
1496.49,0.07249399,0.07374597,0.05399556,0.06310236,0.07582197,0.04656197,0.06147523,0.03378857,0.02841951,0.06356037,0.04817588,0.0402675,0.06424725,0.01838816,0.06813531,0.0487665,0.05540641,0.05355795,0.07211021,0.1367495,0.04967594,0.0183241,0.06778274,0.1198019,0.08412586,0.02944122,0.0440923,0.1033804
1496.972,0.07283598,0.07382122,0.05387236,0.06295457,0.0760741,0.0466045,0.06136104,0.03375957,0.0284926,0.06327949,0.04822648,0.04032047,0.06407837,0.01814041,0.06820565,0.04877655,0.05551816,0.05341114,0.07202031,0.1365947,0.04984665,0.01806783,0.06792111,0.1195328,0.08426334,0.02924448,0.04423856,0.103104
1497.455,0.07315829,0.07386833,0.05378464,0.0628019,0.07630484,0.04671179,0.06112417,0.03366661,0.02852054,0.06300075,0.04814746,0.04041222,0.06376518,0.01801742,0.06826159,0.04865411,0.05556963,0.05324749,0.07211059,0.1364819,0.04996436,0.0179682,0.06807996,0.1193088,0.0844648,0.02901871,0.04439247,0.1028498
1497.937,0.07339299,0.07383289,0.05374568,0.06265566,0.07644203,0.04685719,0.06078665,0.03351468,0.02846774,0.06275246,0.04796011,0.04048644,0.06336833,0.01801239,0.06827371,0.04841018,0.05554212,0.05307042,0.07230131,0.1364107,0.04999395,0.01799586,0.06821129,0.1191146,0.08463717,0.02877658,0.04446971,0.102633
1498.419,0.0735043,0.07369527,0.05375,0.06253151,0.07646773,0.04700931,0.06040535,0.03333239,0.02833512,0.06256184,0.04771402,0.04051644,0.06296182,0.01809114,0.06823677,0.04809058,0.05544448,0.05289214,0.07250929,0.1363772,0.04993342,0.01809885,0.06829441,0.1189451,0.08471846,0.02852526,0.0444387,0.1024638
1498.901,0.07348893,0.07347015,0.05377616,0.06244534,0.07641073,0.04714004,0.06004851,0.03315942,0.02815311,0.06245163,0.04746375,0.0405072,0.06260525,0.01821127,0.06816679,0.04775241,0.055304,0.05272566,0.07268154,0.1363799,0.04980658,0.01823032,0.06833409,0.1188111,0.08469418,0.02827295,0.04431747,0.1023454
1499.383,0.07336922,0.07319405,0.05379387,0.06241074,0.0763229,0.04722768,0.05977284,0.03303421,0.02796366,0.06243433,0.04725108,0.04048245,0.06232981,0.01833529,0.0680885,0.04744418,0.05515387,0.05257817,0.07280284,0.1364178,0.04964707,0.01835911,0.06834708,0.1187348,0.08458865,0.02803151,0.04415116,0.1022692
1499.865,0.07318064,0.07290549,0.05377719,0.06243122,0.07625002,0.04725965,0.05960586,0.03297894,0.02780103,0.06250645,0.04709538,0.04046366,0.06213697,0.0184388,0.06802082,0.04719135,0.05501917,0.05244909,0.07288277,0.1364845,0.04948165,0.01846817,0.06834882,0.1187345,0.08444088,0.02781402,0.04398246,0.1022155
1500.347,0.07296377,0.07263622,0.05370934,0.06250032,0.07622061,0.04723319,0.05954735,0.03300028,0.02768564,0.06264997,0.04699798,0.04046131,0.06200865,0.01850916,0.06797077,0.0470002,0.05491424,0.05233446,0.07293882,0.1365678,0.04932478,0.01854752,0.06834879,0.118818,0.08428641,0.02763154,0.04384023,0.102157
1500.829,0.0727573,0.07240711,0.05358617,0.06260265,0.0762408,0.04715879,0.0595746,0.03308892,0.02762226,0.06283605,0.04694605,0.04047236,0.0619191,0.01854672,0.06793366,0.04686338,0.05484175,0.0522334,0.07298468,0.1366514,0.04918072,0.01859297,0.06835056,0.1189787,0.08414696,0.02749062,0.0437349,0.1020692
1501.312,0.07258799,0.07222776,0.05341412,0.06271963,0.07629904,0.04705911,0.0596562,0.03322802,0.02760361,0.06303516,0.0469227,0.04048691,0.06184725,0.01856269,0.06789754,0.04676938,0.05479697,0.0521512,0.07302514,0.1367229,0.04904998,0.01860786,0.06835523,0.1192003,0.08402801,0.02739109,0.04366489,0.1019435
1501.794,0.07247251,0.07210412,0.05320515,0.06283519,0.07637648,0.0469669,0.05976167,0.03339926,0.02761743,0.06322201,0.04691195,0.04049564,0.06178145,0.01857642,0.06784931,0.04670962,0.05477415,0.05210314,0.0730591,0.1367782,0.04893696,0.01860541,0.06836513,0.1194631,0.08392622,0.02732955,0.04362699,0.1017897
1502.276,0.07241418,0.07204071,0.05297238,0.06294058,0.07645266,0.04691769,0.05986913,0.0335888,0.02764966,0.06338031,0.04690328,0.04049506,0.06172239,0.01861028,0.0677793,0.04668293,0.05477019,0.05211057,0.07308119,0.1368232,0.04885243,0.01860734,0.068385,0.1197486,0.08383646,0.02730108,0.04362382,0.1016358
1502.758,0.07240389,0.07204035,0.05272286,0.0630353,0.07651102,0.04693817,0.05996825,0.03379141,0.02768752,0.0635021,0.04689307,0.04048605,0.06167893,0.01868261,0.06768157,0.04669223,0.05478687,0.05219394,0.07308255,0.1368704,0.04881128,0.01863611,0.06842087,0.1200415,0.08375698,0.02730055,0.04366614,0.1015138
1503.24,0.07242103,0.07210243,0.05246085,0.06312606,0.07653597,0.0470396,0.0600566,0.03400642,0.02771597,0.06358222,0.04688312,0.04046871,0.06166584,0.01880328,0.06755155,0.04674159,0.05482922,0.05236935,0.07304817,0.1369315,0.04882745,0.01870818,0.06847874,0.1203244,0.08369321,0.02732295,0.04377444,0.1014497
1503.722,0.07243263,0.07221963,0.05218694,0.06322401,0.07650925,0.04720769,0.06013776,0.03423508,0.02771478,0.06361343,0.04688095,0.04043444,0.06169868,0.01896908,0.06738436,0.04683091,0.05490272,0.05264172,0.07295355,0.1370108,0.04890467,0.01882403,0.06856176,0.1205719,0.08365843,0.02736331,0.04397536,0.1014492
1504.204,0.07239828,0.07238068,0.05190017,0.06334707,0.07640532,0.04739994,0.06021918,0.03447548,0.02765478,0.06358355,0.04689861,0.04036037,0.06179219,0.01916271,0.06717227,0.04695547,0.05500942,0.05300836,0.07276207,0.1370986,0.04902711,0.01896195,0.06867086,0.1207506,0.08367147,0.02741704,0.04430038,0.1014863
1504.686,0.07226533,0.0725786,0.05160072,0.06351912,0.07618798,0.04754869,0.06031578,0.03470923,0.0274909,0.06348201,0.04695661,0.0402107,0.061958,0.0193544,0.06691754,0.0471117,0.05513799,0.05345929,0.07243503,0.1371758,0.04915112,0.01908423,0.06880249,0.1208186,0.08375546,0.0274795,0.04477785,0.101511
1505.168,0.07197624,0.07283264,0.05129327,0.06376939,0.07581107,0.04757962,0.06045977,0.03488317,0.02716211,0.06331412,0.04708738,0.03994887,0.06220205,0.01951158,0.0666532,0.04730885,0.05524983,0.0539851,0.07195892,0.1372263,0.04919978,0.01915432,0.06894968,0.1207405,0.08392847,0.02755064,0.04541727,0.1014708
1505.651,0.07147659,0.07320959,0.05100035,0.0641143,0.07523229,0.04744824,0.06071806,0.03488161,0.0266062,0.0631218,0.04733645,0.03956547,0.06251756,0.0196151,0.06647658,0.04758165,0.05526254,0.0545721,0.07139746,0.1372575,0.04907512,0.01916827,0.06910073,0.1205072,0.0841857,0.02764238,0.04617138,0.10136
1506.133,0.07074367,0.07377809,0.050806,0.064456,0.0744614,0.04717897,0.06119786,0.03451493,0.02585183,0.06297775,0.04773712,0.03911211,0.06285651,0.0196668,0.06655183,0.04794115,0.05504402,0.05512446,0.07096092,0.1372977,0.04871403,0.01914163,0.06923304,0.1201411,0.08444192,0.02778895,0.04682655,0.1012616
1506.615,0.06987011,0.07443676,0.05088952,0.06449858,0.07366142,0.04686497,0.06194699,0.03367144,0.02518448,0.06291763,0.04823217,0.038716,0.06310926,0.01967707,0.06697004,0.04826605,0.05451691,0.05537599,0.07095545,0.1373338,0.04823027,0.01903765,0.06930557,0.119676,0.0844931,0.02802735,0.04695087,0.1012983
1507.097,0.06913124,0.07483049,0.05138163,0.0639875,0.07315616,0.04659026,0.06274779,0.03264259,0.02507184,0.06288131,0.04862988,0.03851939,0.06316562,0.0196387,0.06753348,0.04832113,0.05384863,0.05506324,0.07147854,0.1372716,0.04795058,0.01875775,0.06927834,0.1191686,0.08417217,0.02831907,0.04624706,0.1014547
1507.579,0.06879316,0.074738,0.05212269,0.06317696,0.07313813,0.04636104,0.06322703,0.03199043,0.02557981,0.06280427,0.04876609,0.03856829,0.06304695,0.019547,0.06788596,0.04806888,0.05337565,0.05435035,0.07221909,0.1370797,0.04807872,0.01835153,0.06916049,0.1187486,0.08363179,0.02853466,0.04509503,0.1015674
1508.061,0.06883478,0.0743309,0.05281762,0.06254294,0.07346091,0.04615306,0.06328268,0.03187314,0.02628332,0.06271173,0.0486727,0.03878469,0.06287127,0.01941421,0.06792428,0.04771589,0.05322611,0.05365168,0.07283635,0.1368627,0.0484527,0.01801063,0.06899639,0.1185036,0.08317165,0.02859463,0.04410436,0.1015673
1508.543,0.0690667,0.07384752,0.05333383,0.0622456,0.07388046,0.04595767,0.06305695,0.03207722,0.02685455,0.06264473,0.04847112,0.03905848,0.06271815,0.01925055,0.06776136,0.0474154,0.05330057,0.05316731,0.07323094,0.1367069,0.04883868,0.01782246,0.06882086,0.1183912,0.0829119,0.02851873,0.04347896,0.1014979
1509.025,0.06933293,0.07339423,0.05368165,0.06218997,0.07424481,0.04578199,0.06269824,0.03238686,0.02720822,0.06261327,0.04825048,0.03931247,0.06260884,0.01905517,0.06751801,0.04719222,0.05346687,0.05288553,0.07343069,0.1366294,0.04911857,0.01775854,0.06865276,0.1183201,0.08283016,0.02835397,0.04314527,0.1014088
1509.507,0.06956561,0.07298992,0.05391252,0.06223104,0.07450296,0.04564473,0.06229856,0.03269094,0.02738063,0.06261079,0.0480485,0.03951419,0.06253908,0.01882803,0.06726159,0.04701543,0.05364436,0.05273237,0.07348597,0.1366132,0.04926918,0.01776206,0.06851023,0.1182311,0.08286828,0.0281416,0.04298647,0.1013281
1509.99,0.06975274,0.07262973,0.0540678,0.06226739,0.07465682,0.04556476,0.0619117,0.03294682,0.02743055,0.06263125,0.04787468,0.03966026,0.06250188,0.01857311,0.06702317,0.04685503,0.05379961,0.05264891,0.07344098,0.1366357,0.0493036,0.01779177,0.06841114,0.1181066,0.08297727,0.02791429,0.04292413,0.1012683
1510.472,0.06990644,0.07231262,0.05416952,0.06224803,0.07473109,0.04555291,0.06157623,0.03314049,0.02741022,0.06267191,0.0477252,0.03976449,0.06249193,0.01829999,0.0668193,0.04669804,0.0539266,0.05260161,0.07333627,0.1366743,0.04924306,0.01782375,0.06837305,0.1179609,0.0831205,0.02770051,0.04291609,0.1012322
1510.954,0.0700422,0.07203609,0.05422293,0.06216457,0.07475942,0.0456036,0.06131236,0.03327223,0.02735814,0.06272851,0.04758849,0.03984832,0.06250241,0.01802216,0.06665743,0.04654563,0.05403805,0.05257383,0.07320778,0.1367053,0.04911318,0.01784674,0.06840201,0.1178237,0.08327138,0.02752088,0.0429418,0.101213
1511.436,0.07016771,0.0717939,0.05422253,0.06203659,0.07477249,0.04569584,0.06112102,0.03334606,0.02729807,0.06279314,0.04745016,0.03993451,0.06252279,0.01775619,0.06653989,0.0464094,0.05415523,0.05255764,0.07308463,0.136708,0.04893937,0.01785751,0.06848937,0.1177278,0.08341262,0.02738568,0.04298984,0.1011974
1511.918,0.07027716,0.0715753,0.0541592,0.06189851,0.07479228,0.04579967,0.0609851,0.03336543,0.02724116,0.06285324,0.04729671,0.04004186,0.06253793,0.01752258,0.06646887,0.04630733,0.05430194,0.05255033,0.07298779,0.1366662,0.04874587,0.01785748,0.06861213,0.1177006,0.08353456,0.02729399,0.04304924,0.1011712
1512.4,0.07035597,0.07136524,0.05403121,0.06177968,0.07482484,0.0458871,0.06087518,0.03333205,0.02718951,0.06289342,0.04712136,0.04017826,0.06253192,0.01733914,0.06644431,0.04625483,0.054496,0.05255088,0.07292211,0.1365737,0.04855092,0.01784723,0.06874248,0.117752,0.08363702,0.02723483,0.04310774,0.1011231
1512.882,0.07038707,0.07115133,0.05384804,0.06169353,0.07486188,0.04594079,0.06076238,0.03324579,0.02714117,0.06289778,0.04692566,0.04034015,0.06249263,0.01721902,0.06646615,0.04626152,0.05474679,0.05255855,0.07287785,0.1364337,0.04836915,0.01782378,0.06885709,0.1178737,0.08372622,0.02719414,0.04315257,0.1010501
1513.364,0.07035943,0.07093007,0.05363138,0.06163356,0.07488443,0.04595776,0.06062967,0.03310543,0.02709601,0.06285094,0.0467201,0.04051425,0.06241286,0.01717004,0.0665344,0.04633214,0.05505482,0.05257264,0.0728347,0.1362583,0.04821563,0.01777859,0.06894456,0.1180429,0.08381084,0.02716141,0.04317248,0.1009602
1513.846,0.07027399,0.07070982,0.05340679,0.06157704,0.07487074,0.04594763,0.06047799,0.03290866,0.02705583,0.06273957,0.04651886,0.04068227,0.06229061,0.01719277,0.06664892,0.04646685,0.05541344,0.05259104,0.072769,0.1360627,0.04810875,0.01769823,0.06900696,0.1182304,0.08389651,0.02713391,0.0431604,0.1008722
1514.329,0.0701467,0.07051309,0.05319867,0.06149378,0.07479962,0.04592679,0.06032609,0.03265344,0.02702218,0.06255282,0.04633728,0.04082236,0.06212563,0.01728039,0.06680634,0.04666382,0.05580637,0.05260901,0.07265808,0.1358635,0.04807497,0.01756603,0.06905439,0.1184039,0.08398025,0.02711685,0.04311287,0.1008149
1514.811,0.07001068,0.07037595,0.05302342,0.06135592,0.07465526,0.04591366,0.06020671,0.03234068,0.02699126,0.06228504,0.04618906,0.04090849,0.06191611,0.0174161,0.06699459,0.04691503,0.05619964,0.05261715,0.07248481,0.1356793,0.04814977,0.01736613,0.06909588,0.1185268,0.08404333,0.02711898,0.04303042,0.1008279
1515.293,0.0699102,0.07033958,0.05288182,0.06115068,0.07443246,0.04592346,0.06015317,0.03197632,0.02694799,0.06194285,0.04608208,0.04091376,0.061657,0.01757462,0.06718999,0.04720326,0.05653536,0.05260314,0.07224301,0.1355298,0.04836877,0.01709218,0.06913003,0.1185636,0.08404893,0.02714617,0.04291688,0.1009558
1515.775,0.06989291,0.07043685,0.05275723,0.06089165,0.0741452,0.04596597,0.06018386,0.03158105,0.02686436,0.06155732,0.04601694,0.04081341,0.06134497,0.01772264,0.06734964,0.0474867,0.056724,0.0525521,0.07194271,0.1354359,0.04874932,0.01675852,0.06913882,0.1184814,0.08394194,0.02719211,0.04278468,0.1012355
