absorbance_1.7_1A,1.7_1A,1.7_2A,1.7_3A,1.7_4A,1.7_5,2.8_1A,2.8_2A,2.8_3A,2.8_4A,3.10_1A,3.10_2A,3.10_3A,3.10_4A,3.10_5A,3.1_1,3.1_2,3.1_3,3.1_4,4.3_1A,4.3_2A,4.3_3A,4.3_4A,4.3_5A,5.1_1A,5.1_2A,5.1_3A,5.1_4A,5.1_5A
1821.437,0.07267477,0.07410571,0.05494765,0.06466983,0.07745766,0.04844891,0.0621883,0.03445408,0.02905143,0.06484909,0.04873827,0.04107837,0.06263158,0.01952337,0.06798409,0.04886338,0.05495152,0.05481713,0.07415903,0.1370291,0.05022512,0.01965307,0.07074753,0.1196802,0.08568381,0.02720422,0.04352795,0.1047431
1821.919,0.07264473,0.0742087,0.05487478,0.06486961,0.07753908,0.04874528,0.06206495,0.03439093,0.02909959,0.06493717,0.04886749,0.04099488,0.06250401,0.01949148,0.06800894,0.04900669,0.05510514,0.0546421,0.07408229,0.1369515,0.0502297,0.01948243,0.07059523,0.1195404,0.08554375,0.02737008,0.04357401,0.1047018
1822.401,0.07262111,0.07430914,0.05485464,0.0650904,0.07756661,0.04905306,0.06199194,0.03430156,0.02916149,0.06499485,0.04901658,0.04092106,0.0624456,0.01944386,0.0680802,0.04911239,0.05529054,0.05446213,0.07398469,0.1368805,0.05018248,0.01930963,0.07047459,0.1194366,0.08541672,0.02751323,0.0436505,0.1046473
1822.883,0.07261743,0.07439831,0.05486982,0.06529006,0.07753717,0.04932997,0.0619613,0.03419251,0.02923571,0.06501745,0.04916281,0.04086915,0.06246914,0.01939916,0.06818756,0.04915074,0.05548008,0.05429786,0.07386795,0.1368232,0.05008037,0.01912262,0.0703856,0.1193759,0.0853201,0.02760216,0.04375245,0.1045911
1823.365,0.07265571,0.0744722,0.05489862,0.06543266,0.07745662,0.04953101,0.06195033,0.03408784,0.02931204,0.06501053,0.04927657,0.04085151,0.06257214,0.01937654,0.06830984,0.04909005,0.05564541,0.05417523,0.07374036,0.1367816,0.04992735,0.01890892,0.07032447,0.1193518,0.08527364,0.02761192,0.0438679,0.1045486
1823.848,0.07275447,0.07453248,0.05492385,0.06550135,0.07734071,0.04962115,0.06193218,0.03402122,0.02937183,0.06498932,0.0493306,0.04087627,0.06273313,0.01939236,0.06842291,0.04891314,0.05576514,0.05411765,0.07361685,0.1367531,0.04973639,0.01866826,0.07028962,0.1193482,0.08529221,0.02752901,0.04397833,0.1045337
1824.33,0.07291327,0.07458337,0.05493843,0.06550337,0.07721648,0.04958468,0.06188563,0.03402539,0.02939326,0.06497522,0.04930976,0.04094249,0.06291062,0.01945716,0.06850693,0.04863312,0.05583176,0.05413615,0.07351653,0.1367308,0.04953301,0.01842128,0.07028514,0.1193405,0.08537774,0.027358,0.04405896,0.1045568
1824.812,0.07310141,0.07462929,0.0549505,0.06547087,0.07711633,0.04943539,0.06180818,0.03411605,0.0293649,0.06498444,0.0492242,0.04103771,0.06305438,0.01956979,0.06855543,0.04830472,0.05585644,0.05421947,0.0734552,0.1367044,0.04934951,0.01820645,0.07031934,0.1193065,0.08551186,0.02712621,0.04408817,0.1046162
1825.294,0.07326988,0.07467337,0.05497767,0.06544472,0.07706574,0.04921081,0.06171757,0.03428261,0.02929562,0.06501808,0.04910889,0.04114339,0.06312918,0.0197183,0.06857708,0.04800496,0.05586395,0.05433761,0.07343925,0.1366641,0.04921121,0.0180613,0.07039792,0.119237,0.08566411,0.02687625,0.04405841,0.1046995
1825.776,0.0733664,0.07471288,0.05503873,0.065456,0.07707565,0.04895878,0.06164375,0.03449585,0.02921397,0.06505812,0.04901342,0.04124179,0.06312908,0.01988247,0.06858912,0.04780586,0.05588171,0.05445097,0.07346189,0.1366007,0.04912726,0.01800388,0.07051748,0.1191372,0.08580372,0.02665428,0.04397934,0.1047859
1826.258,0.07335693,0.07473855,0.05514232,0.06551068,0.07713839,0.04871786,0.06161194,0.03472291,0.02915624,0.06507324,0.04898342,0.04132128,0.06308027,0.02004284,0.06860485,0.0477446,0.05592619,0.05452674,0.07351042,0.1365077,0.04908814,0.01802338,0.07066355,0.1190222,0.08591476,0.02649681,0.04387334,0.104854
1826.74,0.07323169,0.07473412,0.0552841,0.06559074,0.0772342,0.04850673,0.06163193,0.03494228,0.02914827,0.0650297,0.04904465,0.04137627,0.06302519,0.02018725,0.06862517,0.04781544,0.05599715,0.05454781,0.07357336,0.1363813,0.04907435,0.01808776,0.07081503,0.1189069,0.086,0.02642425,0.04376362,0.104887
1827.222,0.07300384,0.07467689,0.05544627,0.06566553,0.0773375,0.04833193,0.0616972,0.03514329,0.02920076,0.06489976,0.04920101,0.04140406,0.06301092,0.02031065,0.06864114,0.04798203,0.05607904,0.05451298,0.07364917,0.136222,0.04906029,0.01815546,0.07094453,0.1188086,0.08607571,0.02644603,0.04367017,0.1048707
1827.704,0.07270647,0.07454327,0.05560108,0.06570433,0.07742261,0.04819494,0.06178651,0.03532206,0.02930214,0.06467018,0.04943106,0.04140018,0.06307434,0.02041396,0.06863787,0.04818892,0.05614576,0.05443557,0.073749,0.1360384,0.04902108,0.01818895,0.07102197,0.1187492,0.08616357,0.02656155,0.04360577,0.1047936
1828.187,0.07238785,0.07431491,0.05571587,0.06568807,0.07746892,0.04810071,0.06187026,0.03547437,0.02942033,0.06434765,0.04969069,0.04135691,0.06322968,0.02049922,0.06860472,0.04837889,0.05616832,0.05433831,0.07389283,0.1358508,0.04893846,0.01816523,0.07101867,0.1187546,0.08627957,0.02676,0.04357575,0.1046492
1828.669,0.07211446,0.07399127,0.05575518,0.06561273,0.0774614,0.04806143,0.06191421,0.03558994,0.02950101,0.06396874,0.04990874,0.04126522,0.06345753,0.02056641,0.0685423,0.04849496,0.05612141,0.05425013,0.07409928,0.1356967,0.04880877,0.01808367,0.07091181,0.118852,0.08642534,0.02701159,0.04358015,0.1044426
1829.151,0.07195368,0.0736039,0.05569691,0.06549557,0.07739726,0.04808894,0.06189482,0.03565279,0.02948458,0.06359926,0.05000438,0.04112053,0.06369662,0.02060734,0.06846915,0.048498,0.05599732,0.0541942,0.07436319,0.1356216,0.04865352,0.01797039,0.07069965,0.1190483,0.0865794,0.02726622,0.04361369,0.1041959
1829.633,0.07194787,0.07321769,0.05554672,0.06537126,0.0772918,0.04818091,0.06181486,0.03565027,0.0293379,0.06331544,0.04992332,0.04093315,0.06386286,0.02060755,0.06841616,0.0483857,0.05581572,0.05417733,0.07464594,0.135658,0.04851662,0.01786948,0.07041162,0.119316,0.08670269,0.02746839,0.04367006,0.1039459
1830.115,0.07209071,0.07291394,0.05534379,0.06528081,0.07717694,0.04830808,0.06170784,0.03558559,0.02907875,0.0631773,0.04966888,0.0407328,0.06388249,0.02055187,0.06841412,0.04819593,0.05561998,0.05418405,0.07488038,0.135804,0.04844906,0.01782459,0.0701052,0.1195885,0.08675598,0.02758322,0.04374497,0.1037307
1830.597,0.07232849,0.07274872,0.05514005,0.06524946,0.07708713,0.04842612,0.06161888,0.03548056,0.02877114,0.06319843,0.04930825,0.04055892,0.06373846,0.02043721,0.06847427,0.04799037,0.05545496,0.0541896,0.0750113,0.1360213,0.04847937,0.01785314,0.069838,0.119797,0.08672576,0.02762061,0.0438397,0.1035709
1831.079,0.07259247,0.07272619,0.0549702,0.0652741,0.07704061,0.04849816,0.06157719,0.03536442,0.0284843,0.06334789,0.04892917,0.04044086,0.06347252,0.0202769,0.06858393,0.04781852,0.05534353,0.05417552,0.07502406,0.1362613,0.04860257,0.01794071,0.06964038,0.1199056,0.08662823,0.02762333,0.04395813,0.1034633
1831.561,0.07282382,0.07280594,0.05484297,0.0653262,0.07703391,0.04850446,0.06158672,0.03526229,0.02826463,0.06357264,0.04860153,0.04038609,0.06315804,0.02009419,0.0687153,0.047704,0.05528541,0.05413546,0.07493855,0.1364853,0.04879142,0.01805202,0.06951353,0.1199132,0.08649412,0.02764105,0.04410443,0.1033896
1832.043,0.07299002,0.07292743,0.05474569,0.06536713,0.07704761,0.04844522,0.0616313,0.03518829,0.02812493,0.06382299,0.04835395,0.04038132,0.06286267,0.01991334,0.06883903,0.04764589,0.05526616,0.05407524,0.07479227,0.1366767,0.04901407,0.0181496,0.0694415,0.1198439,0.08634992,0.02770278,0.04427807,0.1033308
1832.526,0.07308264,0.07303557,0.05465917,0.0653649,0.07705718,0.04833265,0.06168819,0.03514735,0.02805651,0.06406456,0.04818009,0.04040286,0.06263047,0.01975125,0.06893378,0.0476341,0.05526963,0.05400727,0.07462104,0.1368355,0.04924531,0.01820629,0.06940699,0.1197315,0.08620875,0.02781025,0.04447311,0.1032752
1833.008,0.07310991,0.073089,0.0545674,0.06530246,0.07704069,0.04818552,0.06173651,0.03514029,0.02804153,0.06427533,0.04805544,0.0404262,0.06248418,0.01961732,0.06898644,0.04766123,0.0552834,0.0539495,0.0744563,0.136969,0.04946527,0.01820748,0.06939863,0.119614,0.08607233,0.0279415,0.04467726,0.10322
1833.49,0.07309066,0.07306798,0.05446384,0.06518212,0.07698374,0.04802317,0.06176525,0.03516525,0.02806075,0.06444284,0.04795038,0.04043351,0.06242467,0.01950847,0.06899201,0.04772429,0.05530152,0.05391811,0.07431706,0.1370843,0.04966099,0.01815218,0.06941324,0.1195238,0.08593332,0.02805934,0.04487348,0.103169
1833.972,0.07304778,0.07297408,0.05435161,0.06502358,0.07688206,0.04786186,0.06177562,0.03521814,0.02809788,0.06455848,0.04784248,0.04041698,0.06243608,0.01941122,0.0689506,0.0478212,0.05532219,0.05392369,0.07420987,0.1371824,0.04982547,0.01805013,0.06945347,0.119482,0.08578199,0.02812437,0.04504219,0.1031283
1834.454,0.0730033,0.07282933,0.05424234,0.06486098,0.07674188,0.04771445,0.06178067,0.03529085,0.02813968,0.06461439,0.04772322,0.04038122,0.06248977,0.01930443,0.06886622,0.04794464,0.05534666,0.05396853,0.07412927,0.1372581,0.04995554,0.01792167,0.0695229,0.119494,0.08561153,0.02810619,0.04516263,0.1031047
1834.936,0.07297007,0.07266824,0.05415042,0.06473079,0.0765788,0.04758804,0.0617995,0.03536981,0.02817781,0.0646055,0.04760201,0.04034078,0.06255194,0.01916847,0.06874566,0.04807967,0.05537753,0.05404308,0.07406129,0.1373027,0.05005173,0.01779369,0.06962107,0.1195474,0.08542188,0.02800008,0.04521946,0.103101
1835.418,0.07294843,0.07252795,0.05408868,0.06466094,0.07641482,0.04748581,0.0618473,0.03543484,0.02820797,0.06453223,0.04750105,0.04031584,0.06259208,0.01899413,0.06859904,0.04820474,0.05541787,0.05412884,0.0739907,0.1373099,0.05011557,0.01769577,0.06973874,0.1196187,0.0852217,0.02783043,0.04520605,0.1031172
1835.9,0.0729245,0.07243799,0.0540657,0.06466176,0.07627408,0.04741047,0.06192605,0.03545899,0.02822951,0.06440326,0.04744812,0.04032424,0.0625883,0.0187898,0.06844103,0.04829707,0.05547188,0.05420075,0.07390717,0.1372811,0.05014553,0.01765743,0.06985553,0.1196828,0.08502722,0.02764708,0.04512668,0.1031484
1836.383,0.07287827,0.07240996,0.05408539,0.06472193,0.07617642,0.04736701,0.06201804,0.03541655,0.02824486,0.06423796,0.04746179,0.04037479,0.06253521,0.01857965,0.06828907,0.04834285,0.0555442,0.05423651,0.07381139,0.1372285,0.05013666,0.01770071,0.0699449,0.119727,0.08485659,0.02750413,0.04499587,0.1031884
1836.865,0.07279286,0.07243825,0.0541487,0.06481346,0.07613479,0.04736283,0.06208958,0.03529022,0.02825914,0.0640643,0.04754321,0.04046483,0.06244165,0.01839597,0.06816159,0.04834201,0.05563844,0.05422052,0.07371416,0.1371722,0.05008227,0.01783633,0.06997991,0.1197576,0.08472602,0.02743976,0.04483526,0.1032301
1837.347,0.07266463,0.07250271,0.05425504,0.06489966,0.0761535,0.04740437,0.06210041,0.03508031,0.02827928,0.06391799,0.04767216,0.04058162,0.06232854,0.01826804,0.06807338,0.04830916,0.05575444,0.05414749,0.07363159,0.1371347,0.04997914,0.01805989,0.06994078,0.1197966,0.08464652,0.02746166,0.04467157,0.1032653
1837.829,0.07250825,0.07258058,0.05440072,0.06495114,0.07622778,0.04749184,0.06202358,0.03481016,0.02831199,0.06383213,0.04781462,0.04070909,0.06221882,0.01820817,0.06802978,0.04826597,0.05588616,0.05402308,0.07357779,0.1371322,0.04983309,0.01835213,0.06982297,0.1198692,0.08462165,0.02754525,0.04452894,0.1032875
1838.311,0.07235488,0.07265359,0.05457689,0.06495246,0.07634611,0.0476143,0.06185602,0.0345228,0.02836314,0.06383204,0.04793315,0.0408335,0.06213237,0.01820947,0.06802364,0.04823306,0.05602076,0.05386221,0.07355966,0.1371701,0.0496617,0.01868169,0.06963872,0.1199909,0.08464823,0.02764554,0.04442613,0.1032901
1838.793,0.07224194,0.07271268,0.05476607,0.06490512,0.07649049,0.04775104,0.06162396,0.03427187,0.02843546,0.06392821,0.04799925,0.04094673,0.06207994,0.01824957,0.06803528,0.04822214,0.05614201,0.05368543,0.0735763,0.1372437,0.04949048,0.01901135,0.06941386,0.1201585,0.08471687,0.0277176,0.04437251,0.1032693
1839.275,0.07219755,0.07275838,0.05494595,0.06482197,0.07664118,0.04787891,0.06137158,0.03410137,0.02852893,0.06411372,0.04800513,0.04104735,0.06206109,0.01830371,0.06804011,0.04823203,0.05623659,0.05351171,0.07362128,0.1373428,0.04934159,0.01930988,0.06917731,0.1203506,0.08481472,0.02773624,0.04436661,0.1032252
1839.757,0.07223395,0.07279697,0.05509047,0.06471939,0.07677694,0.04797881,0.06114878,0.03403785,0.02864106,0.06436644,0.04796372,0.04113632,0.06206638,0.01835313,0.06801464,0.04825214,0.05629813,0.05335696,0.07368762,0.1374576,0.04922726,0.01955512,0.0689553,0.1205357,0.08492655,0.02770014,0.04439782,0.1031642
1840.24,0.07234448,0.07283629,0.05517625,0.0646102,0.07687555,0.04804247,0.06099861,0.03408375,0.02876784,0.06465305,0.04790585,0.04121349,0.06208134,0.01839066,0.0679433,0.0482678,0.05632928,0.05323219,0.07377084,0.1375829,0.04914236,0.01973539,0.06876751,0.1206821,0.08503573,0.02762798,0.04444937,0.1030989
1840.722,0.07250856,0.07288229,0.05518799,0.06449924,0.0769157,0.04807312,0.06094576,0.03422019,0.02890481,0.06493726,0.04786928,0.04127439,0.06209219,0.01841866,0.0678222,0.04826545,0.05633932,0.05314251,0.07386997,0.1377168,0.04906535,0.01984493,0.06862627,0.1207669,0.085127,0.02754619,0.04450209,0.1030458
1841.204,0.07269706,0.07293914,0.05512014,0.06438787,0.07687624,0.04808259,0.06099778,0.03440949,0.02904495,0.06517763,0.04789496,0.04130762,0.06208781,0.01844164,0.06765971,0.0482333,0.05634008,0.0530903,0.07398564,0.1378566,0.04896104,0.01987739,0.06854307,0.1207771,0.08518661,0.02747937,0.04453505,0.1030246
1841.686,0.07287726,0.07300988,0.05498002,0.06427749,0.07673971,0.0480869,0.06114327,0.03459904,0.02917644,0.06533007,0.04801793,0.04129511,0.06206256,0.01845836,0.06747735,0.04816085,0.05634016,0.05307535,0.07411688,0.137992,0.04879047,0.01982086,0.06853269,0.1207089,0.08520576,0.02744425,0.04452647,0.1030563
1842.168,0.07302097,0.07309742,0.05478666,0.06417594,0.07649887,0.04809824,0.06135594,0.03473236,0.02928282,0.06535301,0.04825641,0.0412157,0.06201867,0.01845792,0.067306,0.04803883,0.05633984,0.05309669,0.074258,0.138101,0.04852521,0.0196575,0.06861485,0.1205659,0.08518462,0.02744569,0.0444569,0.1031589
1842.65,0.07310446,0.07320553,0.05457235,0.06409987,0.07616944,0.04812211,0.06159028,0.03475467,0.02934065,0.06521283,0.04859795,0.04105047,0.06196732,0.0184206,0.06718677,0.04786006,0.05632877,0.05315163,0.07439543,0.1381502,0.04816961,0.01937451,0.06880913,0.12036,0.08513837,0.02747865,0.04431385,0.1033451
1843.132,0.07311502,0.07333596,0.05437741,0.06407099,0.07580304,0.04814918,0.06178979,0.03463675,0.02932853,0.06490258,0.04898501,0.04079409,0.06192825,0.01832959,0.0671594,0.04762606,0.0562899,0.05323369,0.0745057,0.1381057,0.04777913,0.01898215,0.06911928,0.1201114,0.08509929,0.02753198,0.04410302,0.1036115
1843.614,0.07305652,0.07348508,0.05423791,0.06410585,0.07548042,0.04815585,0.06190487,0.03439562,0.02924058,0.06445581,0.04932384,0.04046457,0.06192376,0.01818674,0.06724432,0.0473555,0.05621356,0.05333283,0.07456285,0.1379534,0.04744835,0.01852739,0.06951606,0.1198472,0.08510596,0.02759433,0.04385435,0.1039289
1844.096,0.07295065,0.07364119,0.05417428,0.06420134,0.07529021,0.04810983,0.06191164,0.0341013,0.02909946,0.06395167,0.04951174,0.04010772,0.06197007,0.01802261,0.06742524,0.04708768,0.05611061,0.05343451,0.07454538,0.1377179,0.04727378,0.01809399,0.06992813,0.119599,0.08518545,0.02765608,0.04362293,0.1042371
1844.579,0.07283012,0.07378777,0.05418073,0.06433155,0.07528269,0.04799151,0.06182624,0.03384448,0.02895164,0.06348592,0.04949358,0.03978316,0.06206908,0.01788739,0.06765193,0.04687336,0.05601457,0.05352584,0.07444791,0.1374603,0.04728889,0.0177694,0.07026627,0.1193957,0.08533254,0.02770642,0.0434651,0.1044689
1845.061,0.07272338,0.07391227,0.05423209,0.06446107,0.07544541,0.04780886,0.06168974,0.03368472,0.02884309,0.06312855,0.04928776,0.0395419,0.06220933,0.0178215,0.06786727,0.04675324,0.05596289,0.05360025,0.07428212,0.1372466,0.04744755,0.01760427,0.07046665,0.1192558,0.08551247,0.02772968,0.04341107,0.1045845
1845.543,0.0726475,0.07400768,0.05429439,0.06455819,0.07571713,0.04759245,0.06154915,0.03363308,0.0288007,0.06290688,0.04896922,0.03941382,0.0623738,0.01783868,0.06802589,0.04674467,0.0559768,0.05365607,0.0740658,0.1371205,0.04765501,0.01759925,0.07050891,0.119186,0.08567793,0.02770215,0.04345939,0.1045817
1846.025,0.07260673,0.07407203,0.05433754,0.06460784,0.0760217,0.04737974,0.06143924,0.03365871,0.02882549,0.06280816,0.04862637,0.03940454,0.06254871,0.01792122,0.06810904,0.04683749,0.0560491,0.05369279,0.07381214,0.1370881,0.04782669,0.01771489,0.07041378,0.1191809,0.08579004,0.02759961,0.04358335,0.1044876
1846.507,0.07259898,0.07410399,0.05434155,0.06461313,0.07629752,0.04719872,0.06137966,0.03371614,0.02890078,0.06280094,0.04832542,0.03950133,0.06272596,0.01803491,0.06811783,0.04700338,0.05614979,0.05370788,0.07352862,0.1371264,0.04792089,0.01789481,0.07022077,0.1192283,0.08582813,0.02740689,0.04374773,0.1043368
1846.989,0.07262355,0.07410173,0.0542947,0.06459418,0.07650401,0.04706334,0.06138262,0.03376135,0.02900267,0.06285116,0.04810358,0.03967871,0.06290017,0.01814049,0.06806657,0.04720453,0.05623612,0.05369778,0.07322069,0.1371949,0.04793745,0.01807818,0.06997327,0.1193138,0.0857841,0.02712436,0.04391487,0.1041597
1847.471,0.07268059,0.07406425,0.05419634,0.06458019,0.07662692,0.04697162,0.06145282,0.03376535,0.02910868,0.0629309,0.04796466,0.03989971,0.06306615,0.01820784,0.06797522,0.04740307,0.05626728,0.05365857,0.0728974,0.137251,0.04790842,0.01821379,0.06970715,0.119422,0.08566172,0.02677557,0.04405205,0.1039752
1847.953,0.0727702,0.07399474,0.05405907,0.06459814,0.07667287,0.04691264,0.06158633,0.03371811,0.02920417,0.063022,0.04788854,0.04012232,0.06321857,0.01822273,0.06786574,0.04757009,0.05622099,0.05358942,0.07257338,0.1372607,0.04787591,0.01826798,0.06944577,0.1195395,0.08547363,0.02640357,0.04413516,0.1037912
1848.436,0.07288884,0.07390446,0.05390945,0.06466676,0.07666381,0.04687309,0.06176729,0.03362865,0.02928172,0.06311491,0.04784113,0.04030149,0.06334864,0.01818768,0.06776129,0.04768862,0.05609834,0.05349541,0.07227151,0.1372047,0.04787732,0.0182288,0.06920256,0.1196559,0.08524175,0.02606754,0.04414975,0.1036098
1848.918,0.07302649,0.0738133,0.05378376,0.06478541,0.07662826,0.04684605,0.06196697,0.03352032,0.02934047,0.06320827,0.04778996,0.04040363,0.0634478,0.01811753,0.06768067,0.04775899,0.05592667,0.05338968,0.07201824,0.1370825,0.04792567,0.01811022,0.06898183,0.1197643,0.08499566,0.02582296,0.04409506,0.1034307
1849.4,0.0731678,0.07374395,0.05371937,0.06493512,0.07659138,0.04683465,0.06214815,0.03342197,0.02938168,0.0633053,0.04771654,0.04041614,0.06350835,0.01803056,0.0676349,0.04779428,0.05574792,0.05329145,0.07183757,0.1369075,0.0480073,0.01794436,0.068785,0.1198612,0.08476876,0.02570555,0.04398141,0.1032539
1849.882,0.07329302,0.0737161,0.05374507,0.06508357,0.07657094,0.04685122,0.06227016,0.03336066,0.02940308,0.0634091,0.047621,0.04034985,0.06352364,0.01794073,0.06762627,0.04781354,0.05560403,0.05322465,0.07174966,0.1366993,0.04808761,0.01777233,0.06861702,0.1199434,0.08459744,0.02572558,0.04382689,0.1030817
1850.364,0.0733826,0.07373668,0.05387067,0.06519814,0.07657275,0.04691073,0.06230123,0.03335087,0.02939744,0.06351765,0.04752045,0.0402341,0.06348885,0.01785293,0.06764814,0.04783167,0.0555195,0.05321161,0.0717658,0.1364744,0.04813018,0.0176273,0.06848905,0.120006,0.08451076,0.02586668,0.0436502,0.1029194
1850.846,0.07342052,0.0737953,0.05408467,0.06525648,0.07659478,0.04702455,0.06222456,0.03339211,0.02935444,0.06362101,0.04743893,0.04010541,0.06340013,0.01776614,0.06768885,0.04785339,0.05549502,0.05326852,0.07188955,0.136243,0.04811272,0.01752686,0.06841806,0.120041,0.08452606,0.02609756,0.04346665,0.1027741
1851.328,0.07339378,0.07386533,0.05435528,0.06525137,0.07663174,0.04719479,0.06204136,0.03346908,0.02926631,0.06370011,0.04739758,0.03999881,0.06325531,0.01768017,0.06773477,0.04787334,0.0555106,0.05340308,0.07211635,0.1360129,0.04803599,0.01747226,0.06842314,0.120039,0.08464542,0.02638101,0.04328901,0.1026544
1851.81,0.07329489,0.07391184,0.05463943,0.06519118,0.07667945,0.04741132,0.06177039,0.03355625,0.02913424,0.06373106,0.04740475,0.03993687,0.06305612,0.01760221,0.06777393,0.04787894,0.05553569,0.05361004,0.07243215,0.1357954,0.04792478,0.01745109,0.06851636,0.1199929,0.08485208,0.02668442,0.04312822,0.1025693
1852.292,0.07312308,0.07390238,0.05489132,0.06509575,0.0767369,0.04765243,0.06144432,0.03362471,0.02897279,0.06369217,0.04745268,0.0399284,0.0628121,0.01754913,0.06779785,0.04785636,0.055542,0.05387219,0.07281204,0.1356109,0.04781819,0.0174443,0.06869696,0.1199013,0.0851123,0.02698117,0.04299613,0.1025264
1852.775,0.07288561,0.07381769,0.0550692,0.06498946,0.07680535,0.04788726,0.06110489,0.03364812,0.02880964,0.063572,0.04751998,0.03997101,0.06254485,0.01754404,0.06780139,0.0477946,0.05551197,0.05415877,0.07321607,0.135491,0.04775818,0.0174326,0.06894547,0.119772,0.08537878,0.02724824,0.04290719,0.1025303
1853.257,0.0725994,0.07366244,0.05514828,0.0648912,0.07688605,0.04808486,0.06078944,0.03361447,0.02867628,0.06337767,0.0475806,0.04005595,0.06228509,0.01760592,0.06778283,0.0476901,0.05544476,0.05443556,0.07360014,0.1354688,0.04777069,0.01740374,0.06922796,0.1196217,0.0856067,0.02746631,0.04287511,0.1025814
1853.739,0.07229097,0.07346563,0.05512216,0.06481139,0.07697804,0.04822074,0.06052347,0.03352921,0.02859781,0.06313664,0.04761101,0.0401727,0.06207056,0.01774095,0.06774402,0.04754553,0.05535448,0.05467044,0.07392061,0.1355669,0.04785812,0.01735362,0.06950332,0.1194724,0.08576412,0.02761793,0.04290682,0.1026747
1854.221,0.07199548,0.0732728,0.05500258,0.06475084,0.07707682,0.04828238,0.06031521,0.03341731,0.02858318,0.06289253,0.04759862,0.04031227,0.06193805,0.01793681,0.06769047,0.04736878,0.05526257,0.05484153,0.07414796,0.1357841,0.0479981,0.01728612,0.06973366,0.1193481,0.08584208,0.02768973,0.04299857,0.1028013
1854.703,0.07174751,0.07312867,0.0548121,0.0647057,0.07717678,0.04827152,0.06015649,0.03331344,0.02862281,0.0626901,0.04754384,0.04046624,0.06191183,0.01816703,0.06763099,0.04716887,0.05518803,0.0549431,0.07427468,0.1360908,0.04815469,0.01720868,0.06989811,0.1192668,0.08585493,0.02767678,0.04313324,0.1029508
1855.185,0.07157966,0.07306653,0.05458,0.06467348,0.07727239,0.04820284,0.06002977,0.03325433,0.02869307,0.06256566,0.04745725,0.04062316,0.0620003,0.01839834,0.06757852,0.04695586,0.05514417,0.05498166,0.07431514,0.1364302,0.04828906,0.01712884,0.06999356,0.1192391,0.08583219,0.02758448,0.04328223,0.1031126
1855.667,0.07151429,0.0731,0.05433846,0.06465793,0.07735989,0.04810018,0.0599179,0.0332672,0.02876659,0.0625372,0.04735342,0.04076524,0.06219282,0.01860042,0.06754859,0.0467411,0.0551358,0.05497183,0.07429861,0.1367306,0.04836997,0.01705133,0.0700324,0.119267,0.08580618,0.02743081,0.04341081,0.1032749
1856.149,0.0715579,0.07322339,0.05411794,0.06466988,0.07743822,0.04798967,0.0598139,0.03335946,0.02882428,0.06260166,0.04724599,0.04086987,0.06246321,0.01875548,0.06755425,0.04653661,0.05516126,0.05492681,0.07425571,0.1369284,0.04838188,0.01697675,0.0700345,0.1193434,0.08579812,0.02724145,0.04348967,0.1034254
1856.631,0.07169756,0.07341806,0.0539493,0.0647236,0.07750626,0.04789764,0.05972442,0.03351632,0.02885886,0.06273888,0.04714484,0.04091312,0.06277215,0.01885692,0.06760363,0.04635627,0.05521469,0.05485493,0.07420942,0.1369802,0.04832368,0.01690182,0.07001983,0.1194523,0.08581374,0.02704741,0.04349983,0.103548
1857.114,0.07189816,0.07365951,0.05385925,0.064829,0.077562,0.04784446,0.05967039,0.0337003,0.02887429,0.06291892,0.04705617,0.04087818,0.06307437,0.018907,0.06769314,0.04621208,0.0552865,0.05475762,0.07416687,0.1368789,0.04820746,0.0168219,0.07000124,0.1195675,0.08584238,0.02687651,0.04344005,0.1036233
1857.596,0.07211247,0.07392638,0.05386314,0.06498447,0.07760142,0.04783828,0.05967868,0.03386468,0.02887856,0.06311453,0.04698362,0.04076355,0.06332888,0.01890983,0.06780712,0.04611,0.05536465,0.05463273,0.07411925,0.1366563,0.04805304,0.01673386,0.06998038,0.1196583,0.08586467,0.02674565,0.04332711,0.1036341
1858.078,0.07228515,0.07419952,0.0539612,0.06517248,0.07761891,0.0478725,0.05977467,0.03396218,0.02887437,0.06330553,0.04693032,0.04058608,0.06350368,0.01886606,0.06791851,0.04604763,0.05543435,0.05447881,0.07404798,0.1363755,0.04788559,0.01663859,0.06994823,0.1196907,0.08585989,0.02665752,0.0431916,0.1035666
1858.56,0.07237045,0.07446071,0.05413428,0.06535999,0.07761093,0.04792491,0.05997117,0.03396212,0.02885373,0.06348341,0.04690017,0.04037764,0.06358234,0.01877134,0.06799745,0.04601477,0.0554817,0.0543009,0.07393476,0.1361102,0.0477301,0.01654512,0.06988843,0.1196384,0.08581497,0.02660041,0.04306848,0.1034191
1859.042,0.07234454,0.07468892,0.05435035,0.06550902,0.07757878,0.0479654,0.0602618,0.03385987,0.02880032,0.06364784,0.04689828,0.04017361,0.0635654,0.01862003,0.0680213,0.04599963,0.05549849,0.05411027,0.07377312,0.1359178,0.04760667,0.01646934,0.06978412,0.1194924,0.085728,0.02655466,0.04298587,0.1032028
1859.524,0.07220951,0.07485726,0.05456845,0.0655822,0.07752985,0.04796175,0.06061871,0.03367742,0.02869699,0.06380054,0.04693019,0.04000738,0.06346898,0.01841142,0.0679815,0.04599457,0.05548662,0.05392306,0.0735715,0.1358278,0.04752893,0.01643501,0.06962285,0.1192673,0.08560607,0.02649766,0.04296019,0.1029438
