absorbance_5.10_3A,5.10_3A,5.10_4A,5.9_1A_16,5.9_2A,5.9_2AA,5.9_3A,5.9_4A
1059.21,0.1240792,0.0656854,0.04240322,0.08901083,0.05555773,0.0870206,0.04132311
1059.693,0.1244107,0.06562209,0.04217734,0.08903155,0.05594214,0.08702885,0.04159689
1060.175,0.1246597,0.06567673,0.04189263,0.08904766,0.05616531,0.08715625,0.04193754
1060.657,0.1248434,0.06584597,0.0416413,0.08908473,0.05624996,0.08739364,0.0423425
1061.139,0.1250043,0.0660972,0.04150312,0.08915613,0.05624848,0.08771394,0.04280236
1061.621,0.1251956,0.06637586,0.04152464,0.08925762,0.05622866,0.08807775,0.04329674
1062.103,0.1254539,0.06662581,0.0416998,0.08937083,0.05624707,0.08844543,0.04379489
1062.585,0.1257822,0.06680787,0.04197895,0.08947363,0.05633397,0.08878362,0.04426008
1063.067,0.1261441,0.06691048,0.04228516,0.08955185,0.05649073,0.08906667,0.04465355
1063.55,0.1264755,0.06695514,0.04254742,0.08960838,0.05669567,0.08927932,0.04494699
1064.032,0.1267094,0.06698623,0.04272091,0.08966132,0.05691863,0.08941408,0.04512803
1064.514,0.1267976,0.0670584,0.04279335,0.08973812,0.05713303,0.08946826,0.04520473
1064.996,0.1267353,0.0672121,0.04278169,0.08986144,0.0573264,0.0894443,0.04520413
1065.478,0.1265632,0.06746154,0.04271436,0.09003956,0.05749956,0.08934984,0.04516606
1065.96,0.1263581,0.06778768,0.0426157,0.09026362,0.05766193,0.08920242,0.04513577
1066.442,0.1262006,0.06814699,0.04249451,0.09051146,0.05782315,0.08902945,0.04515012
1066.924,0.1261512,0.06848278,0.04234681,0.09075671,0.05798806,0.08886869,0.04523167
1067.406,0.1262304,0.06874195,0.04216498,0.09097694,0.05815496,0.08876522,0.04538693
1067.889,0.1264146,0.06889254,0.04195063,0.09116084,0.05831835,0.08875863,0.0456079
1068.371,0.126649,0.06892695,0.0417226,0.09130829,0.05847179,0.08887541,0.04587778
1068.853,0.1268688,0.06886354,0.0415163,0.09142765,0.05861049,0.08911964,0.04617778
1069.335,0.1270275,0.06873706,0.0413719,0.09153198,0.05873128,0.08946963,0.04649309
1069.817,0.1271084,0.06859308,0.04132364,0.09163804,0.05883072,0.08988122,0.04681159
1070.299,0.1271297,0.06847969,0.04138826,0.09176616,0.05890371,0.09029822,0.04712326
1070.781,0.1271327,0.06843711,0.04156209,0.0919379,0.0589452,0.09067239,0.04741661
1071.263,0.127169,0.06849857,0.04182491,0.09217655,0.0589539,0.09097182,0.04767628
1071.745,0.1272844,0.06868606,0.04215079,0.09250061,0.05893832,0.09119229,0.04788401
1072.228,0.1275075,0.06900892,0.04251752,0.09291683,0.0589194,0.09135386,0.04802513
1072.71,0.1278515,0.06946466,0.04290879,0.09341531,0.05893363,0.0914949,0.04809497
1073.192,0.1283162,0.07003859,0.04331348,0.09396835,0.05902653,0.09165696,0.04810853
1073.674,0.1288931,0.0707088,0.04372211,0.09453937,0.0592404,0.09187149,0.04810077
1074.156,0.1295663,0.0714469,0.0441204,0.09508934,0.05960787,0.09215388,0.04812683
1074.638,0.1303116,0.07222511,0.04449053,0.09559128,0.06014013,0.0925012,0.04824872
1075.12,0.1310954,0.07302064,0.04481542,0.09603728,0.06082634,0.09289739,0.04851622
1075.602,0.1318703,0.07381345,0.04508228,0.09643687,0.06163475,0.09332003,0.048955
1076.084,0.1325827,0.07458767,0.04528746,0.09681123,0.06252034,0.09374927,0.04955134
1076.567,0.1331864,0.07532931,0.04543553,0.09718158,0.06343544,0.09417327,0.05025449
1077.049,0.1336532,0.07602578,0.04553549,0.09756275,0.06433019,0.09458903,0.05098021
1077.531,0.133991,0.07666973,0.04559574,0.09795894,0.06516139,0.09500413,0.05163588
1078.013,0.1342461,0.07726355,0.04562184,0.09836662,0.06589518,0.09543437,0.05214579
1078.495,0.1345024,0.07782334,0.04562137,0.09878036,0.06650573,0.09590267,0.05246497
1078.977,0.1348565,0.07837766,0.04560873,0.09919874,0.06698084,0.09643264,0.05259597
1079.459,0.1353951,0.07896046,0.04561135,0.09962746,0.06732627,0.09704323,0.05258274
1079.941,0.1361746,0.079603,0.0456732,0.1000789,0.06757101,0.0977412,0.05250182
1080.424,0.1372011,0.0803201,0.04584391,0.1005689,0.06776837,0.09851496,0.05243576
1080.906,0.1384295,0.08110459,0.04616491,0.1011135,0.06799383,0.09933318,0.052456
1081.388,0.1397709,0.08192819,0.0466539,0.1017282,0.06833702,0.1001476,0.05261067
1081.87,0.1411234,0.08275294,0.04729225,0.1024253,0.06887431,0.1009108,0.05291498
1082.352,0.1423938,0.08354636,0.04802574,0.1032137,0.06965286,0.1015883,0.05336004
1082.834,0.1435201,0.08429467,0.04877439,0.1040941,0.07067004,0.1021738,0.05392361
1083.316,0.1444881,0.08501007,0.04946207,0.1050564,0.07187143,0.1026932,0.05458553
1083.798,0.1453257,0.08572785,0.05003287,0.1060743,0.0731564,0.1031997,0.05533586
1084.281,0.1460907,0.08649359,0.05047008,0.1071064,0.07439977,0.1037593,0.05617785
1084.763,0.1468436,0.08734274,0.05079815,0.108107,0.07549363,0.1044248,0.05712038
1085.245,0.1476312,0.08829049,0.05107532,0.1090353,0.07636771,0.1052251,0.05816869
1085.727,0.1484696,0.08932339,0.05137303,0.1098712,0.07701291,0.1061541,0.05931249
1086.209,0.1493444,0.09040843,0.05174863,0.1106235,0.07747756,0.1071788,0.06052316
1086.691,0.1502208,0.09150354,0.0522334,0.1113283,0.07785204,0.1082506,0.06175153
1087.173,0.1510638,0.09257557,0.05282012,0.1120371,0.07823683,0.1093228,0.06293785
1087.655,0.1518594,0.09361193,0.05346949,0.1127936,0.07870661,0.1103663,0.06402821
1088.137,0.152623,0.09462131,0.05411652,0.1136233,0.07930107,0.1113684,0.06498146
1088.62,0.1533977,0.09562647,0.0546883,0.1145216,0.08001712,0.1123305,0.06578443
1089.102,0.1542342,0.09664974,0.05512495,0.1154619,0.08082527,0.1132571,0.06645269
1089.584,0.1551713,0.09770067,0.05538668,0.1164085,0.08168736,0.1141471,0.06703058
1090.066,0.1562113,0.09876668,0.05546936,0.1173363,0.08257762,0.1149906,0.06757918
1090.548,0.1573151,0.09981573,0.05540368,0.1182435,0.08349124,0.1157725,0.06815919
1091.03,0.1584066,0.1008018,0.05525633,0.1191504,0.08444129,0.1164797,0.06882349
1091.512,0.1593999,0.1016811,0.05511682,0.1200883,0.08544503,0.1171105,0.06960138
1091.994,0.1602315,0.1024261,0.05507635,0.1210794,0.08651081,0.1176769,0.07049452
1092.477,0.1608769,0.1030316,0.05521641,0.1221227,0.08762762,0.1182035,0.07147417
1092.959,0.1613623,0.1035173,0.05558099,0.1231858,0.08876429,0.1187177,0.0724878
1093.441,0.1617484,0.1039189,0.05616674,0.1242131,0.08987749,0.1192394,0.07346988
1093.923,0.1621078,0.1042795,0.05691987,0.1251353,0.09091826,0.1197747,0.07434748
1094.405,0.1624893,0.1046338,0.05775255,0.1258936,0.09184454,0.1203126,0.07505941
1094.887,0.1629024,0.1049996,0.05856633,0.1264518,0.0926256,0.1208299,0.07556501
1095.369,0.1633167,0.1053765,0.05927084,0.1268001,0.09324095,0.121296,0.07585016
1095.851,0.1636819,0.1057486,0.0598122,0.1269532,0.09368293,0.121683,0.07593082
1096.333,0.1639538,0.1060914,0.06017686,0.1269417,0.09395663,0.1219685,0.0758491
1096.816,0.1641132,0.1063778,0.06038864,0.1268039,0.09408182,0.1221372,0.07566742
1097.298,0.1641732,0.1065858,0.06049171,0.1265751,0.09409124,0.122181,0.07544804
1097.78,0.1641666,0.1067003,0.06053474,0.126285,0.09402744,0.1221004,0.07524388
1098.262,0.1641251,0.1067133,0.06055722,0.1259585,0.09393638,0.1219068,0.07508732
1098.744,0.1640561,0.106625,0.06057895,0.1256159,0.09385346,0.1216258,0.07498518
1099.226,0.1639361,0.1064435,0.06060521,0.1252787,0.09379916,0.1213018,0.07492496
1099.708,0.163717,0.1061848,0.06063194,0.1249739,0.0937757,0.1209974,0.07488383
1100.19,0.1633523,0.105872,0.06065381,0.1247322,0.0937718,0.1207776,0.07484084
1100.672,0.1628176,0.1055334,0.06066772,0.1245881,0.09377006,0.1206995,0.07478315
1101.155,0.162131,0.1051982,0.06067307,0.1245719,0.09375677,0.1207929,0.0747088
1101.637,0.1613505,0.1048881,0.06066914,0.124698,0.09372696,0.1210496,0.07462328
1102.119,0.1605669,0.1046163,0.06065263,0.1249553,0.09368142,0.121424,0.07453358
1102.601,0.1598796,0.1043843,0.06061796,0.1253,0.09362166,0.121848,0.0744439
1103.083,0.1593685,0.1041855,0.06055976,0.1256628,0.09354372,0.1222567,0.07435238
1103.565,0.1590876,0.1040093,0.06047598,0.1259562,0.09343679,0.1226031,0.07425481
1104.047,0.1590521,0.1038464,0.0603688,0.1261008,0.09328984,0.1228748,0.07414674
1104.529,0.1592413,0.1036932,0.06024249,0.1260548,0.09310219,0.1230908,0.0740274
1105.011,0.1596036,0.1035527,0.06010116,0.1258296,0.09289296,0.1232899,0.0739013
1105.494,0.1600681,0.1034356,0.05994535,0.1254989,0.09270474,0.12351,0.07377756
1105.976,0.1605631,0.1033589,0.05977388,0.1251771,0.09259331,0.1237707,0.0736697
1106.458,0.1610237,0.1033477,0.05959027,0.1250013,0.09261926,0.1240692,0.07359806
1106.94,0.1614137,0.1034323,0.05940867,0.1250863,0.09282599,0.124383,0.07359066
1107.422,0.1617346,0.1036441,0.05925689,0.1254916,0.09322827,0.1246861,0.0736821
1107.904,0.1620306,0.1040132,0.05917682,0.1262137,0.09380889,0.1249608,0.07391284
1108.386,0.162377,0.1045571,0.0592094,0.1271858,0.09452479,0.1252083,0.074317
1108.868,0.1628562,0.1052739,0.0593808,0.1283072,0.09532289,0.1254479,0.07490913
1109.351,0.1635368,0.1061377,0.05969098,0.1294647,0.09615092,0.1257092,0.07567371
1109.833,0.1644411,0.1071037,0.06010908,0.1305707,0.09697178,0.1260174,0.07656056
1110.315,0.1655352,0.1081173,0.06058168,0.1315748,0.09776658,0.126384,0.07749199
1110.797,0.1667288,0.1091226,0.06104686,0.1324602,0.09852892,0.1268036,0.07837388
1111.279,0.1679024,0.1100804,0.0614564,0.1332357,0.09926,0.1272571,0.07912607
1111.761,0.1689348,0.1109715,0.06178813,0.1339177,0.09996097,0.1277211,0.07970005
1112.243,0.1697285,0.111795,0.06204854,0.1345185,0.1006294,0.1281755,0.08009072
1112.725,0.1702391,0.1125589,0.06226237,0.1350411,0.1012587,0.1286105,0.08033352
1113.208,0.1704733,0.1132676,0.06245671,0.1354811,0.1018375,0.1290259,0.08048757
1113.69,0.1704823,0.1139108,0.06264474,0.1358323,0.1023486,0.1294251,0.08061311
1114.172,0.1703379,0.1144629,0.06281812,0.1360916,0.1027699,0.1298078,0.08074494
1114.654,0.1701214,0.1148887,0.06295287,0.1362583,0.1030716,0.1301639,0.08088567
1115.136,0.16991,0.1151562,0.06302364,0.1363303,0.1032171,0.1304693,0.08100642
1115.618,0.1697613,0.1152506,0.06302091,0.1362999,0.103172,0.1306899,0.08106326
1116.1,0.1697125,0.1151772,0.06295855,0.1361502,0.1029068,0.1307822,0.08101152
1116.582,0.1697691,0.1149565,0.06287132,0.1358586,0.1024055,0.1306985,0.08082146
1117.064,0.1699005,0.1146091,0.06279568,0.135406,0.1016701,0.1303981,0.0804851
1117.547,0.1700367,0.114143,0.06275365,0.1347852,0.1007216,0.129847,0.08001278
1118.029,0.1700777,0.1135451,0.06273562,0.1340112,0.09959978,0.1290289,0.07942709
1118.511,0.1699218,0.1127871,0.06270266,0.1331194,0.09835617,0.1279503,0.07875305
1118.993,0.1694812,0.1118378,0.06259538,0.1321636,0.09705646,0.1266453,0.07801608
1119.475,0.1687137,0.1106829,0.06235837,0.1312001,0.09577146,0.1251745,0.07723837
1119.957,0.167634,0.1093377,0.0619639,0.130268,0.09456398,0.1236118,0.07643615
1120.439,0.1663089,0.1078495,0.06142077,0.1293782,0.09348175,0.1220373,0.07561906
1120.921,0.1648325,0.1062868,0.06077337,0.1285048,0.09253998,0.1205166,0.07478647
1121.404,0.1632915,0.1047179,0.06008178,0.127596,0.09171523,0.1190887,0.07392769
1121.886,0.1617501,0.1032028,0.05940658,0.126584,0.09094341,0.1177685,0.07302388
1122.368,0.1602351,0.101779,0.05878627,0.1254119,0.09013656,0.1165502,0.07205761
1122.85,0.1587479,0.1004625,0.05823058,0.124053,0.08920881,0.1154204,0.07102176
1123.332,0.1572844,0.09925665,0.05772549,0.1225203,0.08809533,0.1143682,0.0699278
1123.814,0.1558556,0.09815758,0.05724302,0.1208674,0.08678247,0.1133922,0.06880651
1124.296,0.1544959,0.09715939,0.05675567,0.1191732,0.08531198,0.1124992,0.06769934
1124.778,0.1532629,0.09625494,0.05624356,0.117531,0.08377784,0.1117014,0.06665176
1125.26,0.1522177,0.09543553,0.05570108,0.1160222,0.08229628,0.1110094,0.06569731
1125.743,0.1514081,0.09469271,0.05513441,0.1147051,0.08097674,0.1104294,0.06485476
1126.225,0.1508574,0.09402192,0.05456001,0.1136144,0.07990202,0.1099643,0.06413116
1126.707,0.1505592,0.09343082,0.05400034,0.1127601,0.07910527,0.1096153,0.06352878
1127.189,0.1504851,0.09294453,0.05348252,0.1121369,0.07857552,0.1093841,0.06305262
1127.671,0.1505953,0.09260954,0.05304036,0.1117335,0.07827014,0.1092737,0.06271547
1128.153,0.1508549,0.09248255,0.052708,0.1115409,0.07813956,0.1092863,0.06253345
1128.635,0.1512396,0.09262088,0.05251876,0.1115569,0.07814531,0.1094211,0.06252011
1129.117,0.1517387,0.09306796,0.05250042,0.1117878,0.07827234,0.1096742,0.06268037
1129.599,0.1523534,0.09383763,0.05266653,0.1122443,0.07852976,0.110041,0.06300813
1130.082,0.1530931,0.09491227,0.05301572,0.1129376,0.0789436,0.1105209,0.06349212
1130.564,0.1539743,0.09624487,0.05353055,0.1138717,0.07954523,0.1111223,0.06412567
1131.046,0.1550162,0.09777726,0.05418482,0.1150399,0.08036007,0.1118637,0.06491516
1131.528,0.1562425,0.09945098,0.0549484,0.1164229,0.08140582,0.1127731,0.0658829
1132.01,0.1576774,0.1012244,0.05579698,0.1179928,0.08269268,0.1138817,0.06706099
1132.492,0.1593388,0.1030818,0.05671813,0.1197223,0.08422594,0.1152131,0.06847423
1132.974,0.1612336,0.1050299,0.0577107,0.1215905,0.0860076,0.1167805,0.07012742
1133.456,0.1633513,0.1070902,0.05878092,0.1235894,0.08803321,0.1185817,0.07199328
1133.938,0.1656656,0.1092853,0.05993495,0.1257253,0.09028879,0.1206036,0.07401942
1134.421,0.1681351,0.1116307,0.06117161,0.1280144,0.09274521,0.1228241,0.07613698
1134.903,0.1707123,0.1141274,0.062479,0.1304732,0.09536193,0.1252193,0.07828559
1135.385,0.1733559,0.1167621,0.0638364,0.13311,0.09809907,0.1277676,0.08043476
1135.867,0.1760313,0.119508,0.06521745,0.1359167,0.1009255,0.1304457,0.08258798
1136.349,0.1787153,0.1223284,0.06659824,0.1388652,0.1038307,0.1332258,0.08477691
1136.831,0.1813919,0.1251816,0.06796348,0.141913,0.106823,0.1360725,0.08703854
1137.313,0.1840457,0.1280176,0.06930628,0.1450032,0.1099161,0.1389356,0.0893939
1137.795,0.1866593,0.1307857,0.07062849,0.1480784,0.1131088,0.141756,0.09183027
1138.278,0.1892159,0.1334418,0.07193618,0.1510912,0.1163689,0.1444763,0.09430404
1138.76,0.1917002,0.1359538,0.07323632,0.1540058,0.1196214,0.1470459,0.0967505
1139.242,0.1941043,0.1383123,0.07453358,0.1568057,0.1227636,0.1494357,0.09911117
1139.724,0.1964252,0.1405322,0.07582808,0.1594887,0.1256894,0.1516404,0.1013517
1140.206,0.1986594,0.142646,0.07711421,0.162058,0.1283104,0.1536722,0.1034645
1140.688,0.2007951,0.1446871,0.07837829,0.1645118,0.1305852,0.1555498,0.1054612
1141.17,0.2028095,0.1466741,0.07959902,0.1668351,0.1325248,0.157286,0.1073524
1141.652,0.2046703,0.1485971,0.08074483,0.1689968,0.1341867,0.1588829,0.1091319
1142.135,0.2063514,0.1504189,0.08178141,0.1709588,0.135653,0.1603337,0.1107738
1142.617,0.2078449,0.1520857,0.08267756,0.1726883,0.1370106,0.1616333,0.1122432
1143.099,0.2091709,0.1535445,0.08341327,0.1741715,0.1383363,0.162789,0.1135142
1143.581,0.21037,0.1547679,0.08398943,0.1754224,0.1396775,0.1638254,0.1145889
1144.063,0.211488,0.1557624,0.08442979,0.1764818,0.1410526,0.1647816,0.1155005
1144.545,0.2125537,0.1565708,0.08477902,0.1774096,0.1424496,0.165702,0.1163043
1145.027,0.2135621,0.1572562,0.08508871,0.1782634,0.1438328,0.1666189,0.1170511
1145.509,0.2144768,0.1578883,0.08540802,0.1790915,0.1451488,0.1675479,0.1177717
1145.991,0.2152468,0.1585278,0.08577133,0.1799226,0.1463339,0.1684856,0.118466
1146.474,0.2158408,0.1592111,0.08618959,0.1807648,0.147332,0.1694182,0.1191096
1146.956,0.2162691,0.1599517,0.08665234,0.1816113,0.1481034,0.1703309,0.1196717
1147.438,0.2165958,0.1607411,0.08713205,0.182446,0.1486384,0.1712159,0.1201359
1147.92,0.2169175,0.1615586,0.08759759,0.1832508,0.1489626,0.1720742,0.120512
1148.402,0.2173391,0.1623767,0.08802137,0.1840059,0.149137,0.1729109,0.1208361
1148.884,0.2179345,0.1631706,0.08838855,0.1846935,0.1492471,0.1737288,0.1211593
1149.366,0.2187206,0.1639254,0.0887001,0.1853003,0.1493795,0.1745251,0.121527
1149.848,0.2196593,0.1646391,0.08897077,0.1858192,0.1496141,0.1752938,0.1219741
1150.331,0.2206742,0.1653234,0.08922374,0.1862543,0.1500022,0.1760321,0.1225178
1150.813,0.2216897,0.165999,0.08948234,0.1866208,0.1505578,0.1767473,0.1231631
1151.295,0.2226501,0.1666891,0.08976516,0.1869459,0.1512582,0.1774579,0.1239093
1151.777,0.2235392,0.1674075,0.09008011,0.1872614,0.1520501,0.1781859,0.1247535
1152.259,0.2243727,0.1681518,0.09042262,0.1875959,0.1528665,0.1789439,0.1256862
1152.741,0.2251801,0.1689021,0.09077698,0.1879725,0.1536351,0.1797255,0.1266831
1153.223,0.2259841,0.1696286,0.09112079,0.1884049,0.1542986,0.1804989,0.1276997
1153.705,0.2267897,0.1703054,0.09143066,0.1888995,0.1548254,0.1812187,0.1286776
1154.188,0.2275867,0.1709227,0.09168579,0.1894591,0.1552135,0.1818371,0.1295497
1154.67,0.2283615,0.1714943,0.09187376,0.1900836,0.1554911,0.182327,0.1302644
1155.152,0.229108,0.1720521,0.09199366,0.1907678,0.155706,0.1826939,0.1308011
1155.634,0.2298313,0.172633,0.09205584,0.1914954,0.1559175,0.1829762,0.1311739
1156.116,0.2305403,0.1732567,0.09208076,0.1922369,0.1561769,0.1832308,0.1314239
1156.598,0.2312354,0.1739129,0.0920947,0.1929503,0.1565152,0.1835129,0.1315996
1157.08,0.2318966,0.174557,0.09212667,0.1935851,0.1569393,0.1838597,0.1317415
1157.562,0.2324846,0.1751263,0.09220004,0.1940986,0.1574293,0.1842762,0.1318669
1158.044,0.2329511,0.1755598,0.09232736,0.1944642,0.1579451,0.1847375,0.1319729
1158.526,0.2332546,0.175819,0.09250483,0.1946763,0.158433,0.1851949,0.1320465
1159.009,0.2333793,0.1759026,0.09271134,0.1947455,0.1588399,0.1855924,0.1320773
1159.491,0.2333384,0.1758401,0.09291053,0.1946876,0.1591176,0.1858751,0.1320637
1159.973,0.2331708,0.1756785,0.09305757,0.1945102,0.1592288,0.185995,0.1320103
1160.455,0.2329234,0.1754585,0.09311377,0.1942084,0.1591531,0.1859203,0.1319171
1160.937,0.2326417,0.175203,0.09305307,0.1937712,0.1588867,0.1856349,0.1317713
1161.419,0.2323604,0.1749143,0.09286985,0.1931986,0.1584445,0.1851454,0.1315421
1161.901,0.2321008,0.1745833,0.09257646,0.1925154,0.1578553,0.1844831,0.1311944
1162.383,0.2318753,0.1742026,0.09219682,0.1917799,0.1571573,0.1837056,0.1307003
1162.865,0.2316874,0.1737773,0.09175366,0.1910731,0.1563879,0.1828876,0.130057
1163.348,0.231529,0.1733248,0.09125878,0.1904663,0.155571,0.1820985,0.129291
1163.83,0.2313735,0.1728674,0.0907111,0.1899994,0.1547145,0.1813897,0.1284534
1164.312,0.2311717,0.1724206,0.0901024,0.1896551,0.1538113,0.1807774,0.1276014
1164.794,0.2308626,0.1719834,0.08942837,0.1893648,0.1528503,0.1802404,0.1267761
1165.276,0.2303807,0.1715391,0.08869883,0.189022,0.1518303,0.1797282,0.1259944
1165.758,0.2296824,0.1710617,0.08794215,0.1885223,0.1507708,0.1791812,0.1252449
1166.24,0.2287636,0.1705297,0.08719492,0.1878,0.1497112,0.1785535,0.1245011
1166.722,0.2276648,0.1699305,0.08649139,0.1868397,0.1487032,0.1778204,0.1237349
1167.205,0.2264605,0.1692638,0.08584513,0.1856795,0.1477892,0.1769831,0.1229318
1167.687,0.2252309,0.1685352,0.08524355,0.184384,0.1469844,0.1760573,0.1220952
1168.169,0.2240442,0.1677479,0.08465105,0.1830244,0.1462677,0.175062,0.1212429
1168.651,0.2229337,0.1668977,0.08402705,0.1816525,0.1455858,0.1740091,0.120395
1169.133,0.2218982,0.1659754,0.08334687,0.1802953,0.1448744,0.1729032,0.119565
1169.615,0.2209138,0.1649719,0.08261365,0.1789639,0.1440729,0.1717495,0.1187549
1170.097,0.2199524,0.163887,0.08186057,0.1776644,0.1431502,0.1705622,0.1179562
1170.579,0.2189968,0.1627325,0.0811349,0.1764078,0.1421088,0.1693675,0.1171563
1171.062,0.2180433,0.1615296,0.08047846,0.1752108,0.1409781,0.1682027,0.1163446
1171.544,0.2170976,0.1603009,0.07990553,0.1740881,0.1397973,0.1671011,0.1155163
1172.026,0.2161634,0.1590635,0.07939799,0.1730432,0.1385974,0.1660817,0.1146738
1172.508,0.2152361,0.1578257,0.0789119,0.1720638,0.137394,0.1651405,0.1138241
1172.99,0.2143036,0.1565902,0.07840052,0.171126,0.1361851,0.1642529,0.1129768
1173.472,0.2133543,0.1553604,0.07783462,0.1702048,0.1349606,0.1633822,0.1121418
1173.954,0.2123864,0.154146,0.07721431,0.169282,0.1337125,0.1624928,0.1113292
1174.436,0.2114134,0.1529628,0.07656767,0.1683536,0.132443,0.1615645,0.1105447
1174.918,0.2104598,0.1518285,0.07593478,0.167424,0.1311649,0.1605966,0.1097872
1175.401,0.2095506,0.1507537,0.07534907,0.1664963,0.1298962,0.1596051,0.1090442
1175.883,0.2086975,0.1497353,0.07481986,0.1655636,0.1286521,0.1586136,0.1082914
1176.365,0.2078934,0.1487546,0.07433124,0.1646057,0.1274414,0.1576436,0.1074946
1176.847,0.2071111,0.1477816,0.07385115,0.1635945,0.1262649,0.1567073,0.1066176
1177.329,0.2063141,0.1467845,0.07334998,0.1625081,0.1251186,0.1558017,0.1056356
1177.811,0.2054639,0.1457358,0.07281192,0.1613385,0.1239956,0.1549093,0.1045426
1178.293,0.2045265,0.1446157,0.07224186,0.1600977,0.1228877,0.1539994,0.1033562
1178.775,0.2034765,0.1434132,0.0716581,0.1588095,0.1217838,0.153036,0.1021101
1179.258,0.2022911,0.1421213,0.07108173,0.1574993,0.1206674,0.1519796,0.100845
1179.74,0.2009489,0.1407341,0.07052392,0.1561818,0.1195144,0.1507989,0.09959091
1180.222,0.1994328,0.1392481,0.06998046,0.1548544,0.1183,0.1494792,0.09835678
1180.704,0.1977351,0.1376655,0.06943677,0.1535024,0.1170011,0.14803,0.09712935
1181.186,0.195868,0.1360001,0.06887741,0.1521086,0.115607,0.1464886,0.09588135
1181.668,0.1938659,0.1342769,0.0682966,0.1506652,0.1141246,0.1449104,0.09458756
1182.15,0.1917846,0.1325309,0.067702,0.1491789,0.1125779,0.1433625,0.09323723
1182.632,0.1896866,0.1307981,0.0671106,0.1476681,0.1110042,0.1419015,0.09184494
1183.115,0.1876208,0.1291042,0.06653839,0.1461532,0.1094418,0.1405568,0.09044613
1183.597,0.1856171,0.1274629,0.06599247,0.1446498,0.1079273,0.1393261,0.08909146
1184.079,0.1836777,0.1258748,0.06546637,0.1431636,0.1064864,0.1381763,0.08782862
1184.561,0.1817889,0.1243334,0.06494467,0.1416934,0.1051347,0.13706,0.08668862
1185.043,0.1799357,0.1228353,0.0644132,0.1402407,0.1038766,0.1359297,0.08568173
1185.525,0.1781167,0.1213837,0.06386961,0.138818,0.102709,0.1347587,0.08479505
1186.007,0.1763511,0.1199887,0.06332724,0.1374495,0.1016236,0.1335486,0.0840013
1186.489,0.1746757,0.1186614,0.06281326,0.1361669,0.1006048,0.1323293,0.08326693
1186.971,0.1731305,0.1174054,0.06235563,0.1349955,0.09963351,0.1311478,0.08256404
1187.453,0.1717443,0.1162116,0.06196985,0.1339435,0.09868857,0.1300527,0.08187508
1187.936,0.1705277,0.115058,0.06165206,0.1329973,0.09775011,0.1290834,0.08119193
1188.418,0.1694717,0.1139194,0.06137756,0.1321275,0.09680621,0.1282583,0.08051393
1188.9,0.168557,0.1127766,0.06111003,0.1313005,0.09585617,0.127573,0.07984189
1189.382,0.1677649,0.1116258,0.06081304,0.1304913,0.09491207,0.1270023,0.07917564
1189.864,0.1670861,0.110483,0.0604658,0.1296951,0.09399362,0.1265095,0.07851214
1190.346,0.1665225,0.109382,0.06006698,0.1289249,0.09312372,0.1260524,0.07784786
1190.828,0.1660799,0.108367,0.05963508,0.1282048,0.09232226,0.1255916,0.07718127
1191.31,0.1657599,0.1074792,0.05919699,0.127555,0.09160087,0.1251014,0.07651564
1191.792,0.1655517,0.1067518,0.05878035,0.1269843,0.09096268,0.1245729,0.07586048
1192.275,0.1654285,0.1062024,0.05840394,0.1264858,0.09040515,0.1240173,0.07523067
1192.757,0.1653551,0.1058304,0.05807304,0.1260433,0.0899231,0.1234601,0.0746427
1193.239,0.1652916,0.1056168,0.05778281,0.1256391,0.08950986,0.1229344,0.07411095
1193.721,0.1652009,0.1055241,0.05752256,0.125261,0.08915618,0.1224651,0.07364382
1194.203,0.165055,0.1055032,0.05728254,0.1249052,0.08884959,0.1220561,0.07323987
1194.685,0.1648307,0.1054911,0.05705641,0.1245692,0.08856884,0.1216838,0.07288776
1195.167,0.1645086,0.1054204,0.05684213,0.1242432,0.0882856,0.1212976,0.07256696
1195.649,0.1640732,0.1052327,0.05664115,0.123904,0.08796948,0.1208392,0.07225269
1196.132,0.1635153,0.1048831,0.05645505,0.1235138,0.08759154,0.1202551,0.07191727
1196.614,0.1628384,0.104353,0.05628484,0.1230294,0.08713299,0.1195215,0.07153562
1197.096,0.1620624,0.1036544,0.05613014,0.1224201,0.08659029,0.1186539,0.07108935
1197.578,0.1612242,0.1028271,0.05598788,0.1216776,0.08597496,0.1177081,0.07056633
1198.06,0.1603682,0.1019288,0.05585293,0.1208252,0.08531015,0.1167636,0.06996328
1198.542,0.1595317,0.1010174,0.0557173,0.1199099,0.08462252,0.1158972,0.06928535
1199.024,0.1587365,0.1001453,0.05556867,0.1189942,0.08393984,0.1151693,0.06854666
1199.506,0.1579814,0.09934664,0.05539212,0.1181353,0.08328547,0.1146042,0.06777093
1199.989,0.1572487,0.09863672,0.05517378,0.1173699,0.08267757,0.1141922,0.06698994
1200.471,0.1565157,0.09801713,0.05490378,0.1167128,0.08213164,0.1138974,0.06624497
1200.953,0.1557699,0.09747942,0.05458169,0.1161568,0.08165804,0.1136762,0.06558007
1201.435,0.1550183,0.09700968,0.0542189,0.1156846,0.08126049,0.1134908,0.0650334
1201.917,0.1542867,0.09658897,0.05383804,0.1152773,0.08093232,0.113315,0.06463283
1202.399,0.1536085,0.09619506,0.05346733,0.1149233,0.08065514,0.1131358,0.06438551
