absorbance_5.10_3A,5.10_3A,5.10_4A,5.9_1A_16,5.9_2A,5.9_2AA,5.9_3A,5.9_4A
2551.844,0.100285,0.04057343,0.03224581,0.06249942,0.03031329,0.06670755,0.02307914
2552.326,0.1002461,0.04053974,0.03225193,0.06271967,0.03056414,0.06670018,0.02293691
2552.808,0.1002231,0.04037999,0.0321937,0.06295919,0.03081959,0.0667257,0.02277681
2553.29,0.1002268,0.04012834,0.03206692,0.06318276,0.03104601,0.06678889,0.02261903
2553.772,0.1002575,0.03983983,0.03187627,0.06335358,0.03120994,0.06688672,0.02248245
2554.254,0.1003057,0.03957316,0.03163729,0.06344505,0.03128782,0.06700706,0.02238201
2554.736,0.1003547,0.03937357,0.03137339,0.06344824,0.03127199,0.06713142,0.02232634
2555.219,0.1003847,0.03926803,0.03111503,0.06337475,0.03117177,0.06723697,0.02231899
2555.701,0.1003785,0.03925956,0.03089291,0.06325514,0.03101115,0.06730238,0.02235845
2556.183,0.1003281,0.03933392,0.0307312,0.06312859,0.03082242,0.06731367,0.02243875
2556.665,0.1002372,0.03946581,0.03064417,0.06303584,0.03064077,0.06726627,0.02254932
2557.147,0.1001215,0.03962826,0.03063227,0.06300477,0.03049491,0.06716743,0.02267494
2557.629,0.1000034,0.03979864,0.03068518,0.06304344,0.03040195,0.06703214,0.02279659
2558.111,0.09990778,0.03995723,0.03078417,0.06313912,0.03036741,0.0668811,0.02289073
2558.593,0.09985159,0.04008892,0.03091107,0.06326398,0.03038629,0.06673374,0.0229341
2559.075,0.09983768,0.0401818,0.03105336,0.06338617,0.03044752,0.06660499,0.02290947
2559.558,0.09985287,0.04022746,0.03120673,0.0634772,0.03053641,0.06650488,0.02281055
2560.04,0.09987058,0.04022391,0.03137413,0.06352245,0.03063852,0.06643971,0.02264692
2560.522,0.09986015,0.04017686,0.03156071,0.06352095,0.03074066,0.06641469,0.02244338
2561.004,0.09979564,0.04010141,0.03176761,0.06348153,0.03082926,0.06643675,0.02223738
2561.486,0.09966763,0.04001635,0.03198662,0.06341454,0.03089118,0.06651368,0.02206688
2561.968,0.09948732,0.0399402,0.03219812,0.06332564,0.03091629,0.06665047,0.02196097
2562.45,0.0992868,0.03988609,0.03237126,0.06321245,0.03089774,0.06684461,0.02193277
2562.932,0.09910708,0.03985771,0.03247446,0.06306744,0.03083703,0.06708242,0.02197454
2563.415,0.09898842,0.03985101,0.03248165,0.06288394,0.03074505,0.06733715,0.02206163
2563.897,0.09895818,0.03985849,0.0323814,0.0626625,0.03064122,0.0675725,0.02215998
2564.379,0.09902181,0.03987458,0.03218177,0.06241384,0.03054665,0.06775308,0.02223919
2564.861,0.09916317,0.03989974,0.03191148,0.06215816,0.03047954,0.06785039,0.02228086
2565.343,0.09934887,0.0399409,0.03161405,0.06191843,0.03044759,0.06785081,0.0222836
2565.825,0.09954251,0.04000719,0.03133549,0.06171102,0.03044618,0.06775771,0.02226172
2566.307,0.09971043,0.04010535,0.03111682,0.06154146,0.0304601,0.06758916,0.02223964
2566.789,0.09983084,0.04023442,0.03098456,0.06140327,0.03047067,0.06737145,0.02224271
2567.271,0.09989643,0.04038464,0.03094517,0.06128427,0.03046427,0.06713057,0.0222866
2567.754,0.09991107,0.04053906,0.03098812,0.06117502,0.03043853,0.06688963,0.02237454
2568.236,0.09988487,0.04067908,0.03109121,0.06107749,0.0304034,0.06666705,0.02249525
2568.718,0.09982938,0.04079166,0.03123093,0.06100694,0.03037508,0.06647638,0.02262895
2569.2,0.09975505,0.04087196,0.03138761,0.06099078,0.03036913,0.06633094,0.02275202
2569.682,0.09967082,0.04092588,0.03155052,0.06105657,0.03039018,0.06624365,0.02284575
2570.164,0.09958373,0.04096654,0.03171678,0.0612196,0.03042858,0.06622472,0.02290115
2570.646,0.09950165,0.04101178,0.03188544,0.06147555,0.03046085,0.06627869,0.02292038
2571.128,0.09943239,0.0410771,0.03205218,0.06179597,0.03045893,0.06639883,0.02291561
2571.611,0.09938283,0.04117111,0.03220593,0.06213898,0.03040221,0.06656664,0.02290265
2572.093,0.09935764,0.04129348,0.03232771,0.06245644,0.03028517,0.06675192,0.02289685
2572.575,0.09935807,0.04143352,0.03239762,0.06271246,0.03012243,0.06692056,0.0229068
2573.057,0.09938256,0.04157307,0.03240145,0.06289295,0.02994309,0.06704456,0.02293195
2573.539,0.09942783,0.04168886,0.0323378,0.0630072,0.0297853,0.06710662,0.0229634
2574.021,0.09948986,0.04176043,0.03222105,0.06308264,0.02968158,0.06710728,0.02298825
2574.503,0.09956523,0.04177564,0.03207686,0.06315232,0.02965059,0.06706216,0.02299497
2574.985,0.099649,0.04173566,0.03193801,0.06324501,0.02969478,0.06699841,0.02297826
2575.468,0.09973434,0.04165522,0.0318305,0.06337376,0.02980215,0.06694441,0.02294094
2575.95,0.0998128,0.04155955,0.03176678,0.06353444,0.02995236,0.06692131,0.02289225
2576.432,0.09987368,0.04147742,0.03174205,0.06370781,0.03012331,0.06693915,0.02284327
2576.914,0.0999085,0.04142981,0.03173806,0.0638693,0.03029695,0.06699377,0.02280012
2577.396,0.099914,0.04142283,0.03173106,0.06399514,0.03045953,0.06707072,0.0227609
2577.878,0.09989452,0.04144477,0.03170064,0.06406811,0.03059922,0.06714929,0.0227141
2578.36,0.09986103,0.04147125,0.03163984,0.0640806,0.03070389,0.0672115,0.02264416
2578.842,0.09982841,0.04147287,0.03155634,0.06403242,0.03075956,0.06724598,0.02253888
2579.324,0.0998099,0.04142606,0.03147146,0.06392821,0.03075172,0.06725106,0.02239612
2579.807,0.09981111,0.0413233,0.03141056,0.06377455,0.03067093,0.06723469,0.02222812
2580.289,0.09982834,0.04117383,0.03139543,0.06357944,0.0305167,0.06721114,0.02206016
2580.771,0.09984896,0.04100082,0.03143761,0.06335317,0.03030217,0.06719667,0.0219242
2581.253,0.09985799,0.04083095,0.03153436,0.06310926,0.03005152,0.06720377,0.02184677
2581.735,0.09984278,0.04068807,0.03167044,0.06286579,0.02979747,0.06723972,0.02184183
2582.217,0.09979908,0.04058668,0.03182222,0.06264473,0.02957488,0.06730505,0.02190568
2582.699,0.09973244,0.04053111,0.0319661,0.06246714,0.02941063,0.06739532,0.02201951
2583.181,0.09965644,0.04051955,0.03208144,0.06235107,0.02932147,0.06750315,0.02215472
2583.664,0.09958816,0.04054818,0.03215548,0.0623064,0.0293108,0.06762023,0.02228331
2584.146,0.09954204,0.04061333,0.03218471,0.06233259,0.02937081,0.0677387,0.02238785
2584.628,0.09952847,0.04071132,0.03217445,0.06241895,0.0294845,0.06784869,0.02246259
2585.11,0.09955207,0.04083457,0.03213591,0.0625469,0.02963,0.0679384,0.02251372
2585.592,0.0996141,0.04097084,0.0320842,0.06269627,0.02978522,0.06799438,0.02255173
2586.074,0.09971375,0.04110253,0.03203588,0.06284777,0.02992675,0.06800234,0.02258648
2586.556,0.09985,0.04121248,0.03200546,0.06298848,0.03003437,0.06795292,0.02262067
2587.038,0.1000202,0.04129115,0.03200304,0.06311413,0.03009326,0.06784672,0.02264963
2587.521,0.1002186,0.04134113,0.03203278,0.06322759,0.03009702,0.06769759,0.02266345
2588.002,0.1004341,0.04137804,0.03209212,0.06333637,0.0300509,0.06753217,0.02265272
2588.485,0.1006519,0.04142268,0.03217344,0.06344747,0.029973,0.06738175,0.02261356
2588.967,0.1008537,0.04149355,0.0322659,0.06356337,0.02989275,0.06727656,0.022551
2589.449,0.1010218,0.04159478,0.03235851,0.06367888,0.02984388,0.06723397,0.02247807
2589.931,0.1011436,0.04171345,0.03244355,0.06378204,0.0298541,0.06725437,0.02241281
2590.413,0.1012109,0.04182151,0.03251585,0.06385577,0.02993864,0.06732202,0.02237456
2590.895,0.1012207,0.04188889,0.03257329,0.06388476,0.03009214,0.0674136,0.02237802
2591.377,0.1011717,0.04189615,0.03261486,0.06386151,0.03029156,0.06750929,0.02243024
2591.859,0.1010638,0.04184379,0.03263867,0.06378984,0.03049961,0.06760047,0.02252927
2592.342,0.1008969,0.04175378,0.03264157,0.0636861,0.03067997,0.06769398,0.02266478
2592.824,0.1006737,0.0416626,0.03262018,0.06357495,0.03080738,0.06780621,0.02282018
2593.306,0.1004037,0.04160926,0.03257304,0.06348515,0.03087514,0.06795423,0.02297503
2593.788,0.1001049,0.04161855,0.03250331,0.06343907,0.03089576,0.06814265,0.02310987
2594.27,0.09980483,0.0416948,0.03242008,0.06344829,0.03089509,0.0683583,0.02320832
2594.752,0.09953701,0.04181919,0.03233776,0.06351097,0.0309009,0.06856931,0.02325864
2595.234,0.09933185,0.04195946,0.03227205,0.06361271,0.03093001,0.06873802,0.02325582
2595.716,0.09921064,0.04207818,0.0322363,0.06373227,0.03098217,0.0688307,0.02319979
2596.198,0.09917995,0.04214358,0.03223727,0.0638466,0.0310389,0.06883024,0.02309474
2596.681,0.0992298,0.04213843,0.03227298,0.06393901,0.03107238,0.06874153,0.02294693
2597.163,0.09933744,0.04206068,0.03233328,0.0640005,0.03105397,0.06858701,0.02276524
2597.645,0.09947314,0.04192244,0.03240267,0.06403168,0.03096625,0.06839868,0.02256056
2598.127,0.09961073,0.04174561,0.03246663,0.06404057,0.03080972,0.06820363,0.02234739
2598.609,0.09973049,0.04156004,0.03251371,0.06404122,0.03060312,0.06801935,0.02214459
2599.091,0.09982359,0.04139832,0.03253946,0.06405004,0.0303791,0.06785181,0.02197487
2599.573,0.09989148,0.0412887,0.03254626,0.06408229,0.03017241,0.0676994,0.02185911
2600.055,0.09994236,0.04125223,0.03254188,0.06415078,0.03001597,0.06756152,0.02181428
2600.538,0.09998781,0.04129425,0.03253572,0.06426188,0.02993225,0.06744423,0.02184559
2601.02,0.1000378,0.0414026,0.03253569,0.06441354,0.02993129,0.06735997,0.0219443
2601.502,0.100099,0.04154652,0.03254686,0.06459215,0.03001137,0.0673235,0.02208675
2601.984,0.1001722,0.04168555,0.03256982,0.06477387,0.03016113,0.06734361,0.02223976
2602.466,0.1002523,0.04178284,0.03260185,0.06492907,0.03036196,0.06741636,0.02237059
2602.948,0.1003285,0.04181379,0.03263724,0.06502588,0.03058829,0.06752263,0.02245304
2603.43,0.1003873,0.04177727,0.03266922,0.06504095,0.03081146,0.06763326,0.02247623
2603.912,0.1004163,0.04169376,0.03269079,0.06496559,0.03100475,0.0677185,0.02244587
2604.395,0.1004074,0.04159943,0.03269589,0.06480989,0.031145,0.0677555,0.02238151
2604.876,0.1003615,0.04153056,0.03267957,0.06460086,0.03122039,0.06773666,0.02230871
2605.359,0.1002895,0.04151037,0.03263973,0.06437466,0.03123257,0.06767014,0.02225016
2605.841,0.100211,0.04154329,0.03257684,0.06416936,0.03119735,0.06757739,0.02222105
2606.323,0.1001483,0.04161418,0.03249464,0.06401261,0.03113923,0.06748486,0.02222476
2606.805,0.1001196,0.04169806,0.03240017,0.06391559,0.0310836,0.06741718,0.02225501
2607.287,0.1001345,0.0417685,0.03230337,0.06387304,0.03104988,0.06739257,0.02229977
2607.769,0.10019,0.04180931,0.03221636,0.06386745,0.03104416,0.06741945,0.02234673
2608.251,0.1002727,0.04181643,0.03215077,0.06387768,0.03105914,0.06749613,0.02238664
2608.733,0.1003631,0.0417953,0.03211819,0.06388592,0.03107773,0.0676116,0.02241421
2609.216,0.1004431,0.04175489,0.03212589,0.06388509,0.03108234,0.06774837,0.02242783
2609.698,0.1005016,0.04170188,0.03217642,0.06387756,0.03106147,0.06788449,0.02242702
2610.18,0.1005354,0.04163878,0.03226456,0.06387267,0.03101485,0.06799638,0.02241132
2610.662,0.1005484,0.0415661,0.03237789,0.06387964,0.03095353,0.06806567,0.02237946
2611.144,0.1005468,0.04148565,0.03249674,0.06390256,0.03089493,0.06808224,0.0223313
2611.626,0.1005356,0.04140432,0.0325965,0.06393796,0.03085625,0.06804867,0.02226897
2612.108,0.1005155,0.04133274,0.03265487,0.06397635,0.03084717,0.06797951,0.022199
2612.59,0.1004845,0.04128163,0.03265492,0.06400575,0.03086802,0.06789909,0.02213257
2613.073,0.1004408,0.04125566,0.03259168,0.06401761,0.03090998,0.06783538,0.02208516
2613.555,0.100387,0.04125022,0.03247492,0.06401061,0.03096028,0.06781053,0.02207224
2614.037,0.1003329,0.04125144,0.03232829,0.06399128,0.03100602,0.06783827,0.02210769
2614.519,0.1002943,0.04124163,0.03218575,0.06397148,0.03103873,0.06792007,0.02219904
2615.001,0.1002877,0.04120742,0.03208098,0.06396349,0.03105651,0.06804851,0.022345
2615.483,0.1003265,0.04114503,0.03204264,0.0639755,0.03106136,0.06820948,0.02253396
2615.965,0.1004146,0.04106255,0.03208484,0.06400833,0.03105776,0.06838758,0.02274456
2616.447,0.100545,0.0409759,0.03220509,0.06405596,0.03104953,0.06856865,0.02295029
2616.929,0.1006995,0.04090335,0.03238454,0.06410711,0.0310384,0.06873804,0.02312106
2617.412,0.1008539,0.04085784,0.03259328,0.06415018,0.03102397,0.0688806,0.02323058
2617.894,0.100985,0.04084411,0.03279974,0.06417774,0.03100446,0.06898157,0.02326291
2618.376,0.1010736,0.04085979,0.03297446,0.06418802,0.03097784,0.06902695,0.02321427
2618.858,0.1011112,0.04090056,0.03309704,0.06418593,0.03094233,0.06900965,0.02309544
2619.34,0.1011002,0.04096461,0.0331592,0.06418011,0.03089752,0.06893345,0.02292831
2619.822,0.1010534,0.04105537,0.03316228,0.06418135,0.03084447,0.06881572,0.02274293
2620.304,0.1009901,0.04117887,0.03311548,0.06419818,0.03078623,0.06868463,0.02256937
2620.786,0.1009297,0.04133841,0.0330325,0.06423607,0.03072829,0.06857119,0.02243079
2621.269,0.1008892,0.04152887,0.0329295,0.06429695,0.0306783,0.06850258,0.02234171
2621.751,0.1008766,0.04173307,0.03282205,0.0643793,0.03064456,0.06849166,0.02230411
2622.233,0.1008903,0.04192567,0.03272375,0.06447927,0.03063314,0.06853437,0.02230995
2622.715,0.1009194,0.04207619,0.03264591,0.06459014,0.03064587,0.0686111,0.0223438
2623.197,0.1009487,0.04216122,0.03259518,0.06470247,0.03067824,0.06869531,0.02238774
2623.679,0.1009639,0.04217059,0.03257338,0.06480382,0.03072013,0.06876234,0.02242535
2624.161,0.1009567,0.04211031,0.03257675,0.06487819,0.03075816,0.06879512,0.02244327
2624.643,0.1009288,0.04200062,0.03259781,0.06491002,0.03078075,0.06878883,0.0224342
2625.125,0.1008906,0.04187094,0.03262693,0.06488733,0.03078269,0.06874831,0.02239655
2625.608,0.1008573,0.04175264,0.03265458,0.06480534,0.03076678,0.06868411,0.02233455
2626.09,0.1008416,0.04167023,0.03267426,0.06467113,0.03074319,0.06860647,0.02225663
2626.572,0.1008489,0.04163769,0.03268263,0.06450327,0.03072602,0.06852362,0.02217469
2627.054,0.1008734,0.04165688,0.03268007,0.06433006,0.03072746,0.06844179,0.02210258
2627.536,0.1009022,0.04171801,0.03266823,0.06418049,0.0307522,0.06836624,0.02205196
2628.018,0.1009192,0.04180179,0.03264956,0.06407919,0.03079703,0.06830353,0.02203192
2628.5,0.1009133,0.04188292,0.03262625,0.06403878,0.03085101,0.06826136,0.02204615
2628.982,0.1008845,0.04193739,0.03260056,0.06405632,0.03090194,0.06824622,0.02209257
2629.465,0.1008442,0.04194544,0.03257627,0.06411496,0.03094013,0.06826153,0.0221642
2629.947,0.1008119,0.04189809,0.03255922,0.06418896,0.03096308,0.06830575,0.0222506
2630.429,0.1008057,0.04179966,0.03255672,0.06425375,0.0309751,0.06837294,0.02234147
2630.911,0.1008372,0.04166862,0.03257599,0.06429075,0.03098504,0.06845465,0.02242814
2631.393,0.1009046,0.04153337,0.03262036,0.06429416,0.03100077,0.06854328,0.02250511
2631.875,0.1009944,0.04142298,0.03268707,0.06426968,0.03102428,0.06863374,0.02257094
2632.357,0.1010858,0.04136229,0.03276519,0.06423324,0.03105011,0.06872299,0.02262599
2632.839,0.1011587,0.04136299,0.03283831,0.06420289,0.03106656,0.06880801,0.02267163
2633.322,0.1012019,0.04142205,0.03288997,0.06419312,0.03106092,0.06888359,0.02270741
2633.804,0.101215,0.04152363,0.03290728,0.06421146,0.03102347,0.0689416,0.02273061
2634.286,0.1012082,0.0416458,0.03288744,0.06425577,0.03095241,0.0689738,0.02273577
2634.768,0.1011961,0.04176845,0.03283825,0.06431655,0.0308545,0.06897598,0.02271695
2635.25,0.1011927,0.04187711,0.03277635,0.06437893,0.03074328,0.0689522,0.02266903
2635.732,0.1012053,0.04196693,0.03272134,0.06442798,0.03063383,0.06891629,0.0225913
2636.214,0.1012328,0.04204055,0.03268788,0.06445238,0.03053801,0.06888831,0.02248905
2636.696,0.1012674,0.042104,0.03268232,0.06444623,0.03046332,0.06888985,0.02237468
2637.178,0.1012987,0.04216221,0.03269942,0.06441159,0.03041156,0.06893391,0.0222651
2637.661,0.1013182,0.04221659,0.03272584,0.06435746,0.03038193,0.06902079,0.02217812
2638.143,0.1013224,0.04226422,0.03274433,0.06429885,0.03037519,0.06913618,0.02212956
2638.625,0.1013133,0.04229971,0.03274155,0.06425277,0.03039461,0.06925695,0.02212595
2639.107,0.1012971,0.04231775,0.03271126,0.06423398,0.03044681,0.06935942,0.02216467
2639.589,0.1012819,0.04231476,0.03265629,0.06425244,0.03053826,0.0694268,0.02223243
2640.071,0.1012746,0.04229025,0.03258603,0.06430835,0.03067109,0.0694548,0.02231014
2640.553,0.101278,0.0422459,0.0325121,0.06439345,0.03083799,0.06945065,0.02237795
2641.035,0.1012918,0.0421856,0.03244444,0.06449063,0.03101983,0.06942847,0.02242057
2641.518,0.1013104,0.04211378,0.03238805,0.06458211,0.03119021,0.06940094,0.0224321
2642.0,0.1013262,0.04203538,0.03234295,0.06465207,0.03131863,0.06937593,0.02241724
2642.482,0.1013301,0.04195551,0.0323059,0.06469301,0.03137861,0.06935381,0.02238883
2642.964,0.1013153,0.04187913,0.03227339,0.06470841,0.03135668,0.06933093,0.02236226
2643.446,0.1012791,0.04181027,0.03224379,0.06471024,0.03125532,0.06930433,0.02235126
2643.928,0.1012245,0.04175239,0.03221824,0.06471591,0.03109417,0.06927594,0.02236407
2644.41,0.1011603,0.04170726,0.03219946,0.06473997,0.03090344,0.06925276,0.02240077
2644.892,0.1010988,0.0416762,0.03219089,0.06479044,0.03071862,0.06924445,0.02245561
2645.375,0.1010526,0.04166082,0.03219432,0.06486495,0.0305721,0.06925806,0.0225197
2645.856,0.1010298,0.04166285,0.03221063,0.06495223,0.03048484,0.0692937,0.02258463
2646.339,0.1010315,0.04168455,0.03223875,0.06503487,0.03046579,0.0693427,0.02264445
2646.821,0.1010506,0.04172754,0.03227756,0.06509556,0.03051083,0.06939086,0.02269591
2647.303,0.1010757,0.04179017,0.03232624,0.06512316,0.03060795,0.06942445,0.02273823
2647.785,0.1010931,0.04186639,0.03238321,0.06511394,0.03073951,0.06943483,0.02277059
2648.267,0.1010933,0.04194489,0.03244647,0.06507373,0.03088773,0.0694228,0.02279266
2648.749,0.1010743,0.04201268,0.03251246,0.06501483,0.03103689,0.06939731,0.02280391
2649.231,0.1010422,0.04205656,0.03257544,0.06495345,0.03117381,0.06937199,0.0228047
2649.713,0.1010091,0.04206839,0.03262928,0.06490493,0.03128798,0.06935945,0.02279733
2650.196,0.1009886,0.04204781,0.03266935,0.06488039,0.03137159,0.0693654,0.02278594
2650.678,0.1009924,0.04200163,0.03269365,0.06488559,0.0314185,0.06938866,0.02277594
2651.16,0.1010267,0.0419413,0.0327041,0.06491964,0.03142572,0.06942164,0.02277154
2651.642,0.1010909,0.04187809,0.03270597,0.06497619,0.03139336,0.06945566,0.02277362
2652.124,0.1011789,0.04182018,0.03270502,0.0650444,0.03132559,0.06948353,0.02277904
2652.606,0.1012812,0.04176985,0.03270493,0.0651126,0.0312303,0.06950373,0.02278109
2653.088,0.1013868,0.04172502,0.03270444,0.06517075,0.03111847,0.06951921,0.02277125
2653.57,0.1014839,0.04168211,0.03269832,0.06521244,0.03100401,0.06953602,0.0227423
2654.052,0.101562,0.04164026,0.03267835,0.06523727,0.03090107,0.06955971,0.02269112
2654.535,0.1016126,0.04160339,0.03263834,0.06524999,0.03082378,0.06959257,0.02262023
2655.017,0.1016309,0.04158038,0.0325768,0.06525916,0.03078467,0.06963302,0.02253764
2655.499,0.1016181,0.04158121,0.03250004,0.06527326,0.03079157,0.06967651,0.02245469
2655.981,0.1015832,0.04161396,0.03242097,0.06529812,0.03084633,0.06971678,0.02238334
2656.463,0.1015438,0.04168108,0.03235714,0.06533448,0.03094289,0.06974868,0.02233366
2656.945,0.1015213,0.04177846,0.03232361,0.06537767,0.03106783,0.06976938,0.02231045
2657.427,0.101537,0.04189667,0.03232964,0.06541948,0.03120161,0.0697797,0.02231312
2657.909,0.1016055,0.0420234,0.03237433,0.06545117,0.03132197,0.06978335,0.02233565
2658.392,0.1017284,0.04214829,0.03244731,0.06546694,0.03141094,0.0697856,0.02236965
2658.874,0.1018929,0.04226306,0.03253039,0.06546509,0.03145682,0.06979201,0.02240579
2659.356,0.1020731,0.04236307,0.03260154,0.06544847,0.03145788,0.06980675,0.02243737
2659.838,0.1022401,0.04244605,0.03264258,0.06542291,0.03142138,0.06983057,0.02246253
2660.32,0.1023662,0.04251038,0.03264032,0.06539493,0.03136002,0.0698605,0.02248512
2660.802,0.1024347,0.04255476,0.03259136,0.06537037,0.03128716,0.06988954,0.02251311
2661.284,0.1024435,0.04257806,0.03250071,0.06535292,0.0312115,0.06990927,0.02255577
2661.766,0.1024034,0.04258065,0.03238207,0.06534544,0.03113665,0.06991121,0.02262034
2662.249,0.1023337,0.04256572,0.03225443,0.06535085,0.03106122,0.06989108,0.02270878
2662.73,0.1022537,0.04253847,0.03213771,0.0653718,0.03098281,0.06985035,0.02281616
2663.213,0.1021788,0.04250666,0.03205162,0.06541032,0.03090217,0.06979672,0.02293125
2663.695,0.1021166,0.04247834,0.03201082,0.06546572,0.03082545,0.0697429,0.02303945
2664.177,0.1020667,0.04246004,0.03202206,0.06553309,0.0307629,0.06970072,0.02312827
2664.659,0.102025,0.0424565,0.03208375,0.06560127,0.03072614,0.0696792,0.02318869
2665.141,0.1019868,0.04247,0.03218595,0.06565595,0.03072305,0.06968007,0.02321884
2665.623,0.1019506,0.04250053,0.03231239,0.06568241,0.03075335,0.06969809,0.02322233
2666.105,0.1019186,0.04254657,0.03244401,0.06567017,0.03080867,0.06972324,0.02320522
2666.587,0.1018953,0.04260487,0.03256377,0.06561784,0.03087462,0.06974567,0.02317365
2667.07,0.1018855,0.0426704,0.03266074,0.06553436,0.03093694,0.06976119,0.02313012
2667.552,0.1018917,0.04273517,0.03273079,0.0654389,0.03098536,0.06977266,0.02307502
2668.034,0.1019129,0.04279011,0.03277657,0.06535469,0.03101805,0.06979077,0.02300751
2668.516,0.101945,0.04282594,0.03280412,0.06530279,0.03104123,0.06982902,0.02292955
2668.998,0.1019821,0.04283546,0.03281931,0.06529696,0.03106647,0.06989899,0.02284797
2669.48,0.102018,0.04281626,0.0328245,0.06533909,0.03110509,0.0700044,0.0227739
2669.962,0.1020479,0.04277192,0.03281692,0.0654192,0.03116445,0.07013902,0.02271994
2670.444,0.1020688,0.04271117,0.03279059,0.06551762,0.03124582,0.07028656,0.02269645
2670.927,0.1020794,0.04264572,0.03274011,0.0656128,0.0313443,0.07042626,0.02270625
2671.409,0.1020799,0.04258685,0.03266392,0.06568595,0.03145181,0.07053775,0.02274382
2671.891,0.1020717,0.0425432,0.03256815,0.06572594,0.03155856,0.07060558,0.02279637
2672.373,0.1020563,0.04251863,0.0324653,0.06573224,0.03165677,0.07062428,0.02284979
2672.855,0.1020361,0.04251309,0.03237294,0.06571388,0.03174018,0.07059684,0.02289316
2673.337,0.1020137,0.04252343,0.03230913,0.06568632,0.03180429,0.0705343,0.02292351
2673.819,0.1019907,0.04254595,0.0322868,0.06566522,0.03184655,0.07045009,0.02294607
2674.301,0.1019688,0.04257733,0.03231133,0.06566275,0.0318654,0.07035893,0.02297185
2674.783,0.1019483,0.0426146,0.03237903,0.06568301,0.03186196,0.07027329,0.02301187
2675.266,0.1019292,0.04265517,0.03247952,0.06572133,0.03184,0.07020189,0.02307137
2675.748,0.1019115,0.04269597,0.03259708,0.06576536,0.03180637,0.07015079,0.02314748
2676.23,0.1018965,0.04273364,0.03271541,0.06579874,0.03176916,0.07012247,0.02322823
2676.712,0.101886,0.04276536,0.03282021,0.06580786,0.03173549,0.07011666,0.02329803
2677.194,0.1018827,0.04279003,0.03290024,0.06578422,0.03171019,0.07012951,0.02334093
2677.676,0.101889,0.04280831,0.03294833,0.06572776,0.03169417,0.07015436,0.02334596
2678.158,0.101905,0.04282251,0.03296146,0.06564688,0.03168539,0.07018231,0.02330992
2678.64,0.1019276,0.04283444,0.03294144,0.06555558,0.03168087,0.0702028,0.02323619
2679.123,0.1019505,0.04284319,0.0328947,0.06546877,0.03167944,0.07020653,0.02313294
2679.605,0.101966,0.04284425,0.03283226,0.06539744,0.03168253,0.07018772,0.02301005
2680.087,0.1019668,0.04282903,0.03276861,0.06534659,0.03169357,0.07014532,0.02287761
2680.569,0.1019501,0.04278774,0.03271907,0.06531384,0.03171618,0.07008441,0.02274491
2681.051,0.1019182,0.0427134,0.03269621,0.06529242,0.031751,0.0700138,0.02262031
2681.533,0.1018797,0.04260485,0.03270644,0.06527353,0.03179405,0.0699458,0.02251254
2682.015,0.1018468,0.04246978,0.03274751,0.06525065,0.0318374,0.06989212,0.02242945
2682.497,0.1018313,0.04232373,0.0328093,0.06522164,0.03187222,0.06986059,0.02237681
2682.979,0.1018415,0.04218884,0.0328749,0.06518935,0.03189185,0.06985451,0.02235754
2683.462,0.1018789,0.04208773,0.03292653,0.06516038,0.03189465,0.06987205,0.02236964
2683.944,0.1019376,0.04203783,0.03295041,0.06514253,0.03188504,0.06990724,0.02240754
2684.426,0.1020056,0.04204889,0.03293943,0.0651428,0.03187072,0.0699524,0.02246298
2684.908,0.1020699,0.04211904,0.03289557,0.06516526,0.03185829,0.07000056,0.02252832
2685.39,0.1021192,0.04223554,0.03282789,0.0652102,0.03185034,0.07004696,0.02259798
2685.872,0.1021467,0.04237638,0.03275014,0.06527442,0.03184254,0.07008848,0.02266906
2686.354,0.1021517,0.04251585,0.03267457,0.06535126,0.03182653,0.07012351,0.02274008
2686.836,0.102137,0.0426285,0.03260976,0.06543209,0.03179286,0.07014887,0.02280901
2687.319,0.1021076,0.04269293,0.03255858,0.06550714,0.03173584,0.0701587,0.02287155
2687.801,0.1020671,0.04269744,0.0325181,0.06556752,0.03165721,0.07014552,0.02292138
2688.283,0.1020172,0.04264004,0.03248236,0.06560646,0.03156688,0.07010095,0.02295114
2688.765,0.1019589,0.04252953,0.03244417,0.06562112,0.03148068,0.07001972,0.02295564
2689.247,0.1018935,0.04238161,0.03239873,0.06561282,0.03141472,0.06990285,0.02293466
2689.729,0.101826,0.04221622,0.03234482,0.06558657,0.03138188,0.06976026,0.0228941
2690.211,0.1017654,0.04205315,0.03228473,0.06554921,0.03138753,0.06960969,0.02284465
2690.693,0.1017221,0.04190727,0.03222333,0.06550639,0.03142879,0.06947277,0.02279744
2691.176,0.1017057,0.04178807,0.03216699,0.06546101,0.03149617,0.06937022,0.02276115
2691.658,0.1017205,0.04169941,0.03212115,0.06541176,0.03157572,0.0693168,0.02273758
2692.14,0.1017628,0.04164049,0.03208923,0.06535482,0.0316538,0.06931565,0.02272217
2692.622,0.1018208,0.04160835,0.03207264,0.06528606,0.03171799,0.06935954,0.02270472
2693.104,0.1018774,0.04159871,0.03206954,0.06520379,0.03176003,0.0694323,0.02267506
2693.586,0.1019175,0.0416074,0.03207659,0.06511056,0.03177663,0.06951571,0.02262743
2694.068,0.1019305,0.04162879,0.0320894,0.06501344,0.03176909,0.06959271,0.02256306
2694.55,0.1019152,0.04165631,0.0321032,0.06492153,0.03174336,0.06965219,0.02249088
