absorbance_3.9_0,3.9_0,3.9_1,3.9_2A,3.9_3A,3.9_4,3.9_5
990.7499,0.02398507,0.04075899,0.07593258,0.05712881,0.03596089,0.05405186
991.232,0.0240424,0.04081684,0.07620981,0.05705386,0.03614097,0.05437934
991.7141,0.02410733,0.04088133,0.07646021,0.05692029,0.03632616,0.05457496
992.1962,0.02418828,0.04092799,0.07665493,0.05672755,0.03649843,0.05463787
992.6783,0.02428825,0.04094521,0.07677004,0.05649415,0.03664093,0.05458628
993.1605,0.02440295,0.04093947,0.07679412,0.05625873,0.03673976,0.05444941
993.6426,0.02452298,0.04093066,0.07673125,0.05606624,0.03678642,0.05425844
994.1247,0.02463637,0.04094261,0.07659978,0.05595681,0.03677746,0.05404583
994.6068,0.02473303,0.04099096,0.0764289,0.05594962,0.03671614,0.05384132
995.0889,0.02480737,0.04107637,0.07625023,0.05603716,0.03661153,0.05366857
995.571,0.02485822,0.04118434,0.07609615,0.05618926,0.03647942,0.05354641
996.0532,0.02488783,0.04129224,0.07599422,0.05636645,0.0363398,0.05348601
996.5353,0.02489965,0.04138038,0.07596294,0.05653781,0.03621326,0.05349055
997.0174,0.02489836,0.04143775,0.07601217,0.05668869,0.0361203,0.05355757
997.4995,0.02488988,0.04146589,0.07613967,0.05682479,0.03607699,0.05368142
997.9816,0.02488235,0.04147514,0.07633166,0.0569629,0.03609308,0.05385612
998.4637,0.02488796,0.04147988,0.07656282,0.05711851,0.03617217,0.05407428
998.9459,0.02492107,0.04149153,0.07680126,0.05729254,0.03631092,0.05432507
999.428,0.02499506,0.04151769,0.07701646,0.0574668,0.03650095,0.05459066
999.9101,0.02511805,0.04156452,0.07718416,0.05760687,0.03672788,0.05484279
1000.392,0.02528766,0.04164084,0.07729527,0.05767654,0.03697495,0.05504804
1000.874,0.02548989,0.04176015,0.0773573,0.05765301,0.03722545,0.05517709
1001.356,0.0256993,0.04194133,0.07739279,0.05753783,0.03746381,0.0552154
1001.839,0.02588659,0.04220043,0.07743017,0.05736004,0.03768011,0.05517405
1002.321,0.02602615,0.042544,0.07749487,0.05716933,0.03787041,0.0550893
1002.803,0.02610161,0.04296052,0.07760314,0.05702617,0.03803708,0.05501738
1003.285,0.02611195,0.04341996,0.07775761,0.05698164,0.03818639,0.0550127
1003.767,0.02607075,0.04387774,0.07795161,0.0570672,0.03832611,0.05511057
1004.249,0.02600274,0.04428313,0.07817459,0.05728841,0.03846373,0.05531416
1004.731,0.0259353,0.04459628,0.07841974,0.05762538,0.0386042,0.05559314
1005.213,0.02589281,0.04479631,0.07868654,0.05803975,0.03875075,0.05589511
1005.695,0.02589197,0.04488727,0.07897824,0.05848295,0.03890564,0.05616385
1006.178,0.02593879,0.04489443,0.0792958,0.05891141,0.03907056,0.05636388
1006.66,0.02603098,0.0448578,0.07963043,0.05929098,0.03924659,0.05648689
1007.142,0.02616039,0.04482125,0.07995868,0.05960216,0.03943235,0.05655257
1007.624,0.02631659,0.0448189,0.08024824,0.05984246,0.03962248,0.05659384
1008.106,0.02648851,0.04487131,0.08046228,0.06002213,0.03980615,0.05664296
1008.588,0.02666496,0.04498129,0.08057415,0.0601606,0.039967,0.05671721
1009.07,0.02683622,0.04513684,0.08057642,0.06027816,0.04008881,0.05681489
1009.552,0.02699311,0.04531515,0.08048461,0.06039315,0.04015775,0.0569214
1010.035,0.0271289,0.04548928,0.08033342,0.06051774,0.04016773,0.05702048
1010.517,0.02724122,0.04563718,0.08016405,0.06065757,0.04012256,0.05710486
1010.999,0.0273338,0.0457438,0.08001546,0.06081399,0.04003657,0.05717973
1011.481,0.02741711,0.04580511,0.07991405,0.06098674,0.03993142,0.05725899
1011.963,0.02750572,0.04582795,0.07986941,0.06117607,0.03983128,0.05735677
1012.445,0.02761622,0.04582745,0.07987959,0.06138194,0.03976236,0.05747961
1012.927,0.02776083,0.04582181,0.07993853,0.06160235,0.03974867,0.05762292
1013.409,0.02794315,0.04582559,0.08004422,0.06183096,0.03980992,0.05777435
1013.891,0.02815626,0.04584639,0.08020175,0.06205533,0.03996219,0.05791857
1014.374,0.02838317,0.04588257,0.08042167,0.06225859,0.04021258,0.05804548
1014.856,0.02860221,0.04592543,0.08071121,0.06242516,0.04055551,0.05815244
1015.338,0.02879087,0.04596383,0.08106479,0.06254408,0.04096795,0.05824246
1015.82,0.02893364,0.04599109,0.08145684,0.06261425,0.04140919,0.05832049
1016.302,0.02902599,0.04601021,0.08184332,0.06264381,0.0418272,0.05839077
1016.784,0.02907515,0.04603548,0.08216496,0.06264655,0.04216403,0.0584568
1017.266,0.02909766,0.04608876,0.0823676,0.0626338,0.04237476,0.0585247
1017.748,0.02911404,0.04619266,0.08241724,0.06261021,0.04243811,0.05860522
1018.231,0.0291449,0.04636356,0.08231373,0.06257112,0.04236303,0.05871516
1018.713,0.0292033,0.04660412,0.08209622,0.06250846,0.04218666,0.05886941
1019.195,0.02929318,0.04690203,0.0818371,0.06241805,0.04196431,0.05907388
1019.677,0.02940835,0.04723275,0.08162928,0.06230886,0.0417576,0.05931702
1020.159,0.02953557,0.0475689,0.08155441,0.06220485,0.04161476,0.05957138
1020.641,0.02965856,0.04788863,0.08166511,0.06214307,0.0415668,0.0598015
1021.123,0.0297634,0.04818183,0.08196879,0.06216387,0.04162566,0.05997881
1021.605,0.02984405,0.0484517,0.08242788,0.06229565,0.04179059,0.06009726
1022.087,0.02990521,0.04871037,0.0829718,0.06254771,0.04205571,0.06017875
1022.57,0.02996245,0.04897042,0.08351917,0.06290627,0.04241391,0.06026746
1023.052,0.0300367,0.04923665,0.08400876,0.06334107,0.04285629,0.06040867
1023.534,0.03015006,0.04950225,0.08441158,0.06381227,0.04336506,0.06063097
1024.016,0.03031716,0.04974902,0.08473861,0.06428161,0.04390632,0.0609296
1024.498,0.03053888,0.04995558,0.08502939,0.06472136,0.04443339,0.06126694
1024.98,0.03080152,0.05010499,0.085335,0.06511186,0.0448874,0.06158356
1025.462,0.03107842,0.0501936,0.08569378,0.06544034,0.04521326,0.06182205
1025.944,0.03133981,0.05023371,0.08611262,0.06569763,0.04537867,0.06195302
1026.427,0.03155822,0.0502525,0.08656168,0.06587578,0.04538297,0.06198461
1026.909,0.03171831,0.05028374,0.08697951,0.06597185,0.04526452,0.06196286
1027.391,0.03181899,0.05035508,0.08729513,0.06599207,0.04508644,0.06194863
1027.873,0.03187216,0.05048212,0.0874415,0.06595567,0.04492393,0.06199979
1028.355,0.03189582,0.05066086,0.08737878,0.06589207,0.04483654,0.06214311
1028.837,0.03190529,0.05087178,0.08710352,0.06583036,0.04484944,0.06236658
1029.319,0.03190992,0.05108488,0.08664823,0.0657918,0.04494952,0.06262403
1029.801,0.03190996,0.051271,0.08607483,0.06577837,0.0450917,0.0628538
1030.283,0.0319016,0.05141061,0.08546077,0.0657732,0.04521786,0.063002
1030.766,0.03188162,0.05149669,0.08489569,0.06574559,0.0452738,0.06303454
1031.248,0.03185335,0.05153714,0.08446331,0.06566583,0.04523007,0.06294921
1031.73,0.031826,0.05154972,0.0842298,0.06551859,0.04508965,0.06277104
1032.212,0.03181244,0.05155858,0.08423796,0.06531072,0.04488672,0.06254696
1032.694,0.03182155,0.05158642,0.08449407,0.06506982,0.04467361,0.06232888
1033.176,0.03185194,0.05165061,0.08496778,0.06483336,0.04450334,0.06216262
1033.658,0.03189074,0.05176034,0.08559255,0.06463642,0.04441795,0.06208193
1034.14,0.03191711,0.05191457,0.08628343,0.06449637,0.04443337,0.0621004
1034.623,0.03190998,0.05210117,0.08695113,0.06440946,0.04453919,0.06221164
1035.105,0.0318566,0.05229656,0.087515,0.06435321,0.04470222,0.06239048
1035.587,0.03175949,0.05246991,0.08792251,0.06430016,0.04487973,0.06260152
1036.069,0.03163514,0.05258562,0.0881486,0.06422812,0.04503089,0.06280328
1036.551,0.0315095,0.05260921,0.08819182,0.06412932,0.04512701,0.06295835
1037.033,0.031406,0.05251722,0.08806554,0.06401224,0.04515964,0.06304242
1037.515,0.03133871,0.05230183,0.08779,0.06389698,0.04513879,0.06304548
1037.997,0.03130752,0.05197636,0.08738931,0.06380787,0.04508719,0.06297155
1038.479,0.03130021,0.05157114,0.08689103,0.06376547,0.04502771,0.06283182
1038.962,0.03129838,0.0511312,0.08633359,0.06378548,0.0449763,0.06263874
1039.444,0.0312855,0.05070601,0.08576848,0.06387894,0.04493442,0.06240213
1039.926,0.03125384,0.05033561,0.08525108,0.06405329,0.04489046,0.06212792
1040.408,0.03120516,0.05004831,0.08483641,0.06431324,0.0448263,0.06182417
1040.89,0.03114853,0.04985464,0.084563,0.0646569,0.04472786,0.06150632
1041.372,0.03109507,0.0497496,0.08444172,0.0650716,0.0445952,0.06119867
1041.854,0.03105451,0.04971639,0.08445597,0.06552877,0.04444735,0.06093545
1042.336,0.03103249,0.04973161,0.08456775,0.06598637,0.04431913,0.06075257
1042.818,0.03103197,0.04977141,0.08473556,0.06639948,0.04424871,0.06067515
1043.301,0.03105461,0.04981282,0.08492536,0.06672832,0.04426797,0.06071383
1043.783,0.03110372,0.04983924,0.08512277,0.066954,0.04438791,0.06085987
1044.265,0.03118389,0.04984413,0.08533154,0.06708305,0.04459479,0.06109214
1044.747,0.03130008,0.04983469,0.08556408,0.06714571,0.04485196,0.06138222
1045.229,0.03145476,0.04983379,0.0858275,0.06718384,0.04511234,0.06170417
1045.711,0.0316462,0.04987693,0.08611452,0.06723513,0.04533482,0.06203854
1046.193,0.03186853,0.0500093,0.0864016,0.06732455,0.04549336,0.06236842
1046.675,0.03211274,0.05027036,0.08665799,0.06745589,0.04558743,0.06267867
1047.157,0.03236961,0.05068195,0.08686025,0.06761751,0.04563949,0.06295389
1047.64,0.0326302,0.0512388,0.0870031,0.06779125,0.0456888,0.06318107
1048.122,0.03288772,0.05190537,0.08710491,0.06796448,0.04577616,0.06335817
1048.604,0.03313718,0.0526235,0.0872029,0.06813622,0.04593369,0.06350014
1049.086,0.03337428,0.05332223,0.08734334,0.06831659,0.04617803,0.06364363
1049.568,0.03359738,0.05394021,0.08756429,0.06851982,0.04650678,0.06383583
1050.05,0.0338089,0.054438,0.08788721,0.0687559,0.0469022,0.06411975
1050.532,0.03401841,0.05480453,0.08831323,0.0690251,0.0473344,0.06451593
1051.014,0.03424086,0.05505621,0.08882509,0.06931873,0.04777079,0.06500676
1051.497,0.03449532,0.05522623,0.08939353,0.06962556,0.04818065,0.06553638
1051.979,0.0347985,0.05535167,0.08998189,0.06994057,0.04853825,0.06602219
1052.461,0.03515705,0.055459,0.09055377,0.07027062,0.048829,0.06638827
1052.943,0.03556361,0.05556183,0.09107204,0.0706338,0.0490493,0.06658663
1053.425,0.03599501,0.05566431,0.09150189,0.07105142,0.04920945,0.06661933
1053.907,0.03642082,0.05576984,0.09181774,0.07153395,0.04933196,0.066538
1054.389,0.03681008,0.05589097,0.09200688,0.07207138,0.04945181,0.06643231
1054.871,0.03714294,0.05605391,0.09207684,0.07262862,0.04961278,0.06640308
1055.354,0.0374173,0.05629178,0.09205423,0.07315504,0.04985653,0.06652581
1055.836,0.03764798,0.05663567,0.09198229,0.07359567,0.05021903,0.06683861
1056.318,0.03786116,0.05709869,0.09191029,0.07391136,0.05071916,0.06733105
1056.8,0.03808174,0.05766616,0.09187781,0.07409437,0.05135259,0.06795629
1057.282,0.03832658,0.05829315,0.09191096,0.07417287,0.05208755,0.06864394
1057.764,0.03859829,0.05891492,0.09201737,0.07420506,0.05286687,0.06932227
1058.246,0.03888734,0.05947052,0.09219154,0.07425676,0.05362143,0.06993708
1058.728,0.03917725,0.0599169,0.09242383,0.07438643,0.05427543,0.07045329
1059.21,0.03945316,0.06024773,0.09270764,0.0746221,0.05476701,0.0708581
1059.693,0.03970747,0.0604912,0.09304246,0.07495557,0.05506117,0.07115439
1060.175,0.03994025,0.06069933,0.09342928,0.07534759,0.05515426,0.07135454
1060.657,0.04015711,0.06092374,0.09386361,0.07574511,0.05507654,0.07147536
1061.139,0.04036409,0.06119253,0.09432958,0.07610293,0.05488252,0.07153473
1061.621,0.04056399,0.06149868,0.09479729,0.07639595,0.05464503,0.07155287
1062.103,0.04075536,0.06179909,0.09523113,0.07662949,0.05443424,0.07155045
1062.585,0.04093381,0.06203172,0.09559995,0.07683226,0.05430253,0.07154623
1063.067,0.0410943,0.06213489,0.09588371,0.07704508,0.05427659,0.07155646
1063.55,0.04123361,0.06207635,0.09608011,0.07730021,0.05435029,0.07159078
1064.032,0.04135068,0.06186474,0.09619877,0.07760814,0.05449236,0.07165134
1064.514,0.04144453,0.06155278,0.09625379,0.07795249,0.05465589,0.07173353
1064.996,0.04151407,0.06121733,0.09625459,0.07829584,0.0547979,0.07182851
1065.478,0.04155742,0.06093683,0.09620204,0.07859393,0.05489304,0.07192777
1065.96,0.04157469,0.06076965,0.09609263,0.07881164,0.05494109,0.07202649
1066.442,0.04157116,0.0607341,0.09592784,0.07893844,0.0549673,0.07212929
1066.924,0.04156017,0.06081165,0.09572212,0.07899086,0.05501304,0.07225123
1067.406,0.04156362,0.06096178,0.09550823,0.07900632,0.05512182,0.07241756
1067.889,0.04160714,0.06114669,0.09532841,0.07902556,0.0553219,0.07265627
1068.371,0.04171631,0.06134655,0.09522646,0.07907917,0.05561938,0.07299052
1068.853,0.04190944,0.06156704,0.09523341,0.07917547,0.05599488,0.07342879
1069.335,0.04219264,0.06182899,0.09535793,0.07929771,0.05641141,0.07395711
1069.817,0.04255877,0.06215258,0.0955855,0.07940844,0.05682194,0.07453614
1070.299,0.04298901,0.06253733,0.09588481,0.07946146,0.05718185,0.07510641
1070.781,0.04345984,0.06295573,0.09622345,0.07942018,0.05746228,0.07560778
1071.263,0.04394591,0.06335682,0.09657627,0.07926822,0.0576542,0.07599069
1071.745,0.04442453,0.06368614,0.09693544,0.07902244,0.05777149,0.07623537
1072.228,0.04487955,0.06391195,0.09731081,0.07873204,0.05784584,0.07635807
1072.71,0.04529956,0.06403971,0.09772444,0.07847788,0.05792364,0.07640716
1073.192,0.04567929,0.06411796,0.09820198,0.07835598,0.05805686,0.07644774
1073.674,0.04602009,0.06421804,0.09876382,0.07845081,0.05829114,0.07653797
1074.156,0.04633093,0.06441598,0.09942107,0.07882106,0.05866449,0.07671724
1074.638,0.0466285,0.06476054,0.1001725,0.07947508,0.059198,0.07699484
1075.12,0.04693394,0.0652588,0.1010056,0.08036818,0.05989407,0.07735549
1075.602,0.04727186,0.06588031,0.1018964,0.08140711,0.06073648,0.07777186
1076.084,0.04766321,0.06657573,0.1028132,0.08247668,0.06169338,0.07822108
1076.567,0.04812043,0.06730323,0.103722,0.08347515,0.06272479,0.07869625
1077.049,0.04864613,0.06804356,0.1045908,0.08433306,0.06378432,0.07920784
1077.531,0.04923229,0.06880807,0.1054013,0.0850399,0.06482976,0.07977749
1078.013,0.04986404,0.06962477,0.1061548,0.0856391,0.06582805,0.08042662
1078.495,0.05052368,0.07051983,0.106875,0.08621356,0.06675676,0.08116826
1078.977,0.05119643,0.07149567,0.1076007,0.0868483,0.06760649,0.08200105
1079.459,0.05187418,0.0725247,0.1083716,0.08760107,0.06837881,0.08291281
1079.941,0.052556,0.07355349,0.1092144,0.08848356,0.06908505,0.08388323
1080.424,0.05324762,0.07452666,0.1101289,0.08945913,0.06974328,0.0848906
1080.906,0.05395947,0.07540699,0.1110871,0.09045935,0.07037801,0.08591352
1081.388,0.05470343,0.07619016,0.1120413,0.0914079,0.07102085,0.08692823
1081.87,0.05548806,0.07690484,0.1129464,0.09225116,0.0717048,0.08791129
1082.352,0.05631541,0.07759907,0.1137756,0.09297039,0.07246216,0.08883987
1082.834,0.05717871,0.07831968,0.1145329,0.09358214,0.07331856,0.08969726
1083.316,0.05806286,0.07909184,0.1152517,0.09412366,0.07428495,0.09048103
1083.798,0.05894724,0.07991523,0.1159825,0.09463912,0.0753549,0.09120925
1084.281,0.05981289,0.08077146,0.1167765,0.09516813,0.07650276,0.09192289
1084.763,0.06065141,0.08164217,0.1176651,0.09573927,0.0776922,0.09267443
1085.245,0.0614704,0.08252451,0.1186553,0.09637944,0.07888162,0.09352146
1085.727,0.06229603,0.08343961,0.1197293,0.0971178,0.08003637,0.0945089
1086.209,0.06316451,0.08442375,0.1208567,0.09798484,0.08113787,0.095654
1086.691,0.06411363,0.08551396,0.1220009,0.09900784,0.08218486,0.09694372
1087.173,0.06516562,0.08672697,0.1231291,0.1001965,0.08318964,0.09833464
1087.655,0.0663176,0.08804914,0.1242151,0.1015332,0.08416878,0.09976748
1088.137,0.06753736,0.08943599,0.1252346,0.1029687,0.08513552,0.1011734
1088.62,0.06876981,0.09082679,0.1261652,0.104432,0.08609081,0.1024914
1089.102,0.06995559,0.09216834,0.1269905,0.1058555,0.08702345,0.1036808
1089.584,0.07104226,0.09342496,0.1277043,0.1071882,0.08791228,0.1047254
1090.066,0.07200161,0.09458757,0.1283195,0.1084136,0.08873498,0.1056375
1090.548,0.07283297,0.09566563,0.1288685,0.109545,0.08947843,0.1064523
1091.03,0.07355911,0.09667221,0.1293998,0.1106103,0.0901448,0.1072223
1091.512,0.07421461,0.09761065,0.1299626,0.1116292,0.090756,0.1080006
1091.994,0.07483269,0.09847037,0.1305889,0.1125974,0.09135036,0.1088244
1092.477,0.07543986,0.09923364,0.1312834,0.1134843,0.09198058,0.109704
1092.959,0.07605056,0.09989092,0.1320179,0.1142479,0.0926974,0.1106125
1093.441,0.07666776,0.1004522,0.1327415,0.1148558,0.09353565,0.1114911
1093.923,0.07728592,0.1009524,0.1333951,0.1153035,0.09450221,0.1122577
1094.405,0.07789235,0.1014386,0.1339355,0.1156202,0.09556536,0.1128379
1094.887,0.07846727,0.1019522,0.1343495,0.115858,0.0966571,0.1131881
1095.369,0.07898292,0.1025107,0.134658,0.1160753,0.09767739,0.1133143
1095.851,0.07940898,0.1030963,0.1349057,0.1163115,0.09852295,0.1132757
1096.333,0.07971689,0.1036596,0.1351451,0.1165783,0.09910652,0.1131703
1096.816,0.07988717,0.1041335,0.1354184,0.116859,0.0993766,0.1131117
1097.298,0.07991756,0.1044596,0.1357381,0.1171219,0.09933223,0.1131847
1097.78,0.07982309,0.1046043,0.1360848,0.1173347,0.09901845,0.1134233
1098.262,0.07963416,0.1045673,0.1364089,0.117475,0.09851414,0.1137964
1098.744,0.07938485,0.1043786,0.1366504,0.1175357,0.09790184,0.1142215
1099.226,0.07910711,0.1040869,0.1367521,0.1175199,0.09725404,0.1145856
1099.708,0.07882409,0.1037456,0.1366769,0.1174357,0.09662032,0.1147783
1100.19,0.07854707,0.1033967,0.1364188,0.1172919,0.09602353,0.1147298
1100.672,0.0782795,0.1030672,0.1360029,0.1170974,0.0954707,0.11442
1101.155,0.07802047,0.1027656,0.1354793,0.1168627,0.09496514,0.1138859
1101.637,0.07776858,0.1024842,0.134905,0.116599,0.09451626,0.1132025
1102.119,0.07752341,0.1022038,0.1343378,0.1163143,0.09414563,0.1124684
1102.601,0.07728572,0.1019022,0.1338251,0.1160077,0.09388448,0.1117797
1103.083,0.07705672,0.1015634,0.1334001,0.1156668,0.09376445,0.1112075
1103.565,0.07683939,0.1011857,0.1330892,0.1152685,0.09380963,0.1107943
1104.047,0.07663991,0.1007876,0.1329132,0.1147914,0.09402528,0.110547
1104.529,0.07646891,0.1004068,0.1328856,0.1142315,0.09439272,0.1104419
1105.011,0.07634262,0.1000954,0.13301,0.113615,0.09486592,0.1104333
1105.494,0.07627951,0.09990523,0.1332699,0.1130022,0.09537731,0.110469
1105.976,0.07629524,0.09987099,0.1336281,0.1124726,0.09585153,0.1105098
1106.458,0.07639873,0.1000041,0.1340247,0.1121137,0.09621166,0.11054
1106.94,0.07658972,0.100287,0.1343944,0.111991,0.09640023,0.1105761
1107.422,0.07685941,0.1006828,0.1346874,0.1121328,0.09639417,0.1106614
1107.904,0.07719393,0.1011428,0.1348864,0.1125273,0.0962127,0.1108542
1108.386,0.07757956,0.1016247,0.135022,0.1131285,0.09592077,0.1112017
1108.868,0.07800625,0.1021008,0.1351647,0.1138761,0.09561558,0.1117211
1109.351,0.07846639,0.1025603,0.1354125,0.1147055,0.09541661,0.112389
1109.833,0.07895318,0.1030073,0.1358526,0.1155645,0.0954306,0.1131466
1110.315,0.07945698,0.1034552,0.1365341,0.1164139,0.09573108,0.1139185
1110.797,0.07996419,0.1039215,0.137451,0.1172208,0.0963459,0.1146316
1111.279,0.08046073,0.1044232,0.1385415,0.1179584,0.09724922,0.1152423
1111.761,0.08093756,0.1049761,0.1397069,0.1186056,0.09837022,0.1157412
1112.243,0.08139548,0.105593,0.1408348,0.1191544,0.09960376,0.1161495
1112.725,0.08184575,0.1062783,0.1418391,0.1196181,0.1008404,0.1165018
1113.208,0.0823048,0.1070219,0.1426719,0.1200356,0.1019779,0.1168288
1113.69,0.08278462,0.1077919,0.1433262,0.1204655,0.1029328,0.117146
1114.172,0.08328091,0.1085375,0.1438234,0.1209619,0.1036526,0.1174509
1114.654,0.08376791,0.1091912,0.1441919,0.1215576,0.1041101,0.1177315
1115.136,0.08419932,0.1096829,0.1444504,0.122242,0.1043014,0.117977
1115.618,0.08452411,0.1099623,0.1445981,0.1229602,0.1042427,0.118184
1116.1,0.08469614,0.1100064,0.144617,0.123619,0.1039668,0.1183521
1116.582,0.08468926,0.109826,0.1444817,0.124111,0.1035188,0.1184722
1117.064,0.08450227,0.1094549,0.1441702,0.1243498,0.1029449,0.1185173
1117.547,0.08415297,0.1089356,0.1436686,0.1242807,0.1022882,0.1184351
1118.029,0.08366692,0.108301,0.1429728,0.1238926,0.1015786,0.1181575
1118.511,0.08306462,0.1075633,0.1420862,0.1232095,0.1008277,0.1176258
1118.993,0.08235656,0.1067175,0.1410197,0.1222771,0.10003,0.1168075
1119.475,0.08154327,0.1057516,0.1397925,0.1211466,0.09916864,0.1157161
1119.957,0.08062214,0.1046605,0.1384334,0.1198617,0.09822378,0.1144078
1120.439,0.07959431,0.1034542,0.1369846,0.1184606,0.09717977,0.1129686
1120.921,0.07846931,0.1021581,0.1354972,0.1169761,0.09603246,0.1114839
1121.404,0.07726425,0.1008029,0.1340198,0.1154379,0.09479062,0.1100103
1121.886,0.07600074,0.09941741,0.132594,0.1138767,0.09347589,0.108571
1122.368,0.07469983,0.09801964,0.1312413,0.1123205,0.09211861,0.1071577
1122.85,0.07338012,0.09661763,0.1299607,0.1107885,0.09075184,0.1057516
1123.332,0.07206106,0.0952173,0.128733,0.1092913,0.08941001,0.1043434
1123.814,0.07076362,0.09383002,0.1275301,0.10783,0.0881215,0.1029483
1124.296,0.06951295,0.09247617,0.1263283,0.1064035,0.08690649,0.1016036
1124.778,0.06833887,0.09118525,0.1251187,0.10502,0.08577741,0.1003624
1125.26,0.06726997,0.08998714,0.1239154,0.1037061,0.08473972,0.09927289
1125.743,0.06632945,0.08890487,0.1227543,0.1025096,0.08379704,0.09836936
1126.225,0.06553342,0.08795342,0.1216917,0.1015001,0.08295544,0.09766959
1126.707,0.06488785,0.08713876,0.1207888,0.1007481,0.08222588,0.09717885
1127.189,0.06439305,0.08646606,0.120103,0.1003098,0.08162362,0.0968968
1127.671,0.06404901,0.08594799,0.1196794,0.1002107,0.0811661,0.0968238
1128.153,0.06385979,0.08560713,0.1195394,0.1004347,0.08086747,0.09696087
1128.635,0.06383769,0.08547618,0.1196812,0.1009283,0.08073825,0.09730586
1129.117,0.06400417,0.08559287,0.1200831,0.101614,0.08078782,0.09784983
1129.599,0.06438465,0.08598786,0.1207133,0.10242,0.08102884,0.0985762
1130.082,0.06500573,0.08668033,0.1215373,0.103297,0.08148481,0.09946388
1130.564,0.06589053,0.08767331,0.1225285,0.1042361,0.08219358,0.1004937
1131.046,0.06705345,0.08895504,0.1236755,0.1052706,0.08320013,0.1016561
1131.528,0.0684997,0.09050287,0.1249829,0.1064672,0.08455119,0.1029544
1132.01,0.07022428,0.0922893,0.126471,0.1079065,0.08627908,0.1044042
1132.492,0.07221335,0.09428794,0.1281681,0.1096537,0.08838882,0.1060271
1132.974,0.07444204,0.09647287,0.1301057,0.1117453,0.09085146,0.1078466
1133.456,0.0768741,0.09881884,0.1323085,0.114175,0.09360531,0.1098823
1133.938,0.07946612,0.1013021,0.1347869,0.1168984,0.09657131,0.1121468
1134.421,0.08216402,0.1038973,0.1375321,0.1198386,0.09965907,0.1146445
1134.903,0.08491246,0.1065818,0.1405127,0.1229064,0.1027863,0.1173713
1135.385,0.08766627,0.1093403,0.1436791,0.1260235,0.1058941,0.120312
1135.867,0.09039353,0.1121647,0.1469617,0.1291262,0.1089424,0.1234362
1136.349,0.09308264,0.1150543,0.1502828,0.132177,0.1119122,0.1266959
1136.831,0.09573854,0.1180092,0.1535686,0.1351604,0.1147957,0.1300306
1137.313,0.09837443,0.121021,0.1567512,0.1380708,0.1175865,0.133365
1137.795,0.101,0.1240666,0.159784,0.1409033,0.1202753,0.1366234
1138.278,0.1036132,0.1271087,0.1626475,0.1436483,0.1228528,0.1397426
1138.76,0.1061971,0.1300968,0.165348,0.1462902,0.125315,0.1426751
1139.242,0.1087234,0.1329816,0.1679136,0.1488142,0.1276704,0.1453983
1139.724,0.1111585,0.135726,0.1703788,0.1512121,0.1299403,0.1479115
1140.206,0.1134679,0.1383075,0.1727685,0.1534834,0.1321545,0.1502281
1140.688,0.1156219,0.1407185,0.1750794,0.1556325,0.1343357,0.1523632
1141.17,0.1175965,0.1429586,0.1772744,0.1576618,0.1364888,0.1543276
1141.652,0.1193732,0.1450244,0.1792875,0.159565,0.1385916,0.1561247
1142.135,0.120944,0.1469064,0.181049,0.1613271,0.1406001,0.1577529
1142.617,0.122315,0.1485896,0.1825113,0.1629294,0.142461,0.1592129
1143.099,0.1235109,0.1500619,0.1836716,0.1643584,0.1441262,0.1605121
1143.581,0.1245708,0.1513235,0.1845794,0.1656155,0.1455717,0.1616634
1144.063,0.1255414,0.1523921,0.1853251,0.1667195,0.1468008,0.162684
1144.545,0.1264638,0.1533044,0.1860161,0.1677037,0.1478416,0.1635905
1145.027,0.12736,0.1541068,0.1867374,0.1686029,0.1487332,0.1643969
1145.509,0.128229,0.1548511,0.1875371,0.169447,0.1495172,0.1651208
1145.991,0.1290515,0.1555872,0.1884181,0.170255,0.1502317,0.1657902
1146.474,0.1298054,0.1563539,0.1893525,0.1710355,0.1509065,0.1664452
1146.956,0.1304796,0.1571779,0.1902995,0.1717934,0.1515704,0.1671371
1147.438,0.1310859,0.1580692,0.1912268,0.1725356,0.1522523,0.1679157
1147.92,0.1316557,0.1590189,0.1921204,0.173273,0.1529778,0.168809
1148.402,0.1322322,0.1600001,0.1929816,0.1740189,0.1537669,0.1698135
1148.884,0.1328526,0.1609747,0.1938172,0.1747827,0.1546276,0.170889
1149.366,0.1335332,0.1619088,0.1946315,0.1755661,0.1555538,0.1719778
1149.848,0.1342675,0.1627844,0.1954239,0.176363,0.1565284,0.1730209
1150.331,0.135031,0.1636142,0.196197,0.1771649,0.1575296,0.1739866
1150.813,0.1357965,0.1644393,0.1969641,0.1779677,0.15854,0.1748824
1151.295,0.1365433,0.1653219,0.197756,0.1787783,0.1595476,0.1757499
1151.777,0.1372665,0.1663177,0.1986137,0.1796141,0.1605439,0.1766434
1152.259,0.1379727,0.1674492,0.1995703,0.1804967,0.1615193,0.1775993
1152.741,0.1386722,0.1686915,0.2006368,0.1814446,0.1624554,0.1786188
1153.223,0.1393706,0.1699732,0.201788,0.1824629,0.1633284,0.1796632
1153.705,0.1400646,0.1712033,0.2029696,0.1835408,0.1641173,0.1806731
1154.188,0.1407455,0.1722948,0.2041096,0.1846511,0.1648151,0.1815914
1154.67,0.1414055,0.1732046,0.2051488,0.1857573,0.1654386,0.1823928
1155.152,0.1420433,0.1739439,0.2060584,0.1868189,0.1660255,0.1830907
