absorbance_3.9_0,3.9_0,3.9_1,3.9_2A,3.9_3A,3.9_4,3.9_5
2606.323,0.01203949,0.03033087,0.06858785,0.04633423,0.02814166,0.04258278
2606.805,0.01208808,0.03038251,0.06864599,0.04654063,0.02807274,0.04260558
2607.287,0.01213863,0.03045397,0.06877904,0.04672162,0.02798008,0.04265947
2607.769,0.01218989,0.03052722,0.06897971,0.04684873,0.02787806,0.04273893
2608.251,0.01223962,0.03058743,0.06922398,0.04690773,0.0277811,0.04283651
2608.733,0.01228493,0.03062703,0.06947598,0.04690283,0.02770391,0.04294309
2609.216,0.01232293,0.03064787,0.06970079,0.04685267,0.02765934,0.04304877
2609.698,0.01235155,0.03065804,0.06987132,0.04678115,0.02765811,0.04314378
2610.18,0.01237068,0.03066721,0.06997465,0.04670817,0.0277073,0.04321958
2610.662,0.0123826,0.03068099,0.07001311,0.04664153,0.02780655,0.04327314
2611.144,0.01239145,0.03069949,0.0700011,0.04657808,0.02794666,0.04330792
2611.626,0.01240174,0.03071668,0.06995864,0.04650879,0.02810933,0.04333406
2612.108,0.01241628,0.03072548,0.06990338,0.04642669,0.02827103,0.04336448
2612.59,0.01243491,0.0307203,0.06984738,0.04633259,0.02840584,0.04341012
2613.073,0.01245394,0.03070064,0.06979494,0.0462374,0.02849141,0.04347329
2613.555,0.01246831,0.03067155,0.06974448,0.04615742,0.02851474,0.04354504
2614.037,0.01247296,0.03064203,0.06969097,0.04611014,0.02847251,0.04360526
2614.519,0.01246541,0.030622,0.06962975,0.04610746,0.02837086,0.04362828
2615.001,0.01244713,0.03061845,0.06955861,0.04615272,0.02822264,0.04359396
2615.483,0.01242306,0.03063539,0.06947696,0.04624094,0.02804493,0.04349214
2615.965,0.0123998,0.03067213,0.06938542,0.04636125,0.02785616,0.04332964
2616.447,0.01238338,0.03072538,0.06928359,0.04650081,0.02767378,0.04312624
2616.929,0.01237754,0.03078987,0.06916932,0.04664495,0.02751595,0.04291166
2617.412,0.01238315,0.03085989,0.06903963,0.04677946,0.02739962,0.04271537
2617.894,0.01239864,0.03093036,0.06889288,0.04689103,0.02733864,0.04255861
2618.376,0.01242174,0.03099648,0.06873201,0.04696778,0.02734221,0.04245318
2618.858,0.01245057,0.03105488,0.06856672,0.04700218,0.02741082,0.04239993
2619.34,0.01248449,0.03110355,0.06841277,0.04699391,0.02753441,0.04239369
2619.822,0.01252281,0.03114279,0.0682911,0.04695095,0.02769201,0.04242561
2620.304,0.01256392,0.03117393,0.06822175,0.04688777,0.02785506,0.04248663
2620.786,0.01260433,0.03119944,0.06821793,0.04682054,0.02799473,0.04256737
2621.269,0.01263826,0.0312208,0.06828227,0.0467635,0.02808559,0.04265637
2621.751,0.01265924,0.03123805,0.06840452,0.0467228,0.02811443,0.0427405
2622.233,0.0126621,0.0312483,0.06856383,0.0466972,0.02808161,0.04280698
2622.715,0.0126449,0.03124737,0.06873266,0.04668044,0.02800104,0.0428462
2623.197,0.01261001,0.03123083,0.06888521,0.0466672,0.02789415,0.04285675
2623.679,0.01256411,0.03119609,0.06900321,0.04665769,0.02778403,0.04284712
2624.161,0.01251632,0.03114437,0.06907866,0.04665878,0.02768918,0.04283511
2624.643,0.01247562,0.03108119,0.06911466,0.04668087,0.02761787,0.04284002
2625.125,0.01244896,0.03101528,0.06912218,0.04673219,0.02756846,0.04287688
2625.608,0.01244003,0.03095783,0.06911494,0.04681245,0.02753115,0.04294912
2626.09,0.01244877,0.03091889,0.06910472,0.04691133,0.0274949,0.0430466
2626.572,0.01247219,0.03090637,0.06909844,0.04701053,0.02745193,0.04314847
2627.054,0.01250463,0.03092486,0.06909814,0.04709043,0.02740231,0.04322937
2627.536,0.01254002,0.03097486,0.06910215,0.04713832,0.02735426,0.04327019
2628.018,0.01257169,0.03105267,0.06910785,0.04715265,0.02732191,0.0432626
2628.5,0.01259351,0.03115094,0.06911378,0.04714259,0.02731958,0.04321209
2628.982,0.01260108,0.03125893,0.06912035,0.04712185,0.02735467,0.04313414
2629.465,0.01259271,0.03136286,0.06912959,0.04710288,0.02742468,0.04304998
2629.947,0.01257022,0.0314467,0.06914327,0.0470904,0.02751562,0.04297972
2630.429,0.01253879,0.03149604,0.06916182,0.047081,0.02760775,0.04293669
2630.911,0.01250651,0.03149883,0.06918408,0.04706693,0.02768014,0.04292831
2631.393,0.01248167,0.03144978,0.06920777,0.04704282,0.0277191,0.04295564
2631.875,0.01247,0.03135114,0.0692303,0.0470106,0.02772316,0.04301608
2632.357,0.01247303,0.03121397,0.06925035,0.04698072,0.02770319,0.043104
2632.839,0.01248704,0.03105602,0.06926829,0.04696789,0.0276788,0.04321128
2633.322,0.01250485,0.0308972,0.06928534,0.04698296,0.02766926,0.04332668
2633.804,0.01251766,0.03075729,0.06930322,0.04702795,0.02768798,0.04343548
2634.286,0.01251846,0.03065055,0.06932313,0.04709272,0.02773574,0.0435214
2634.768,0.01250519,0.0305836,0.06934475,0.04715976,0.02780177,0.04357132
2635.25,0.01248102,0.030556,0.06936637,0.04720967,0.02786689,0.04357697
2635.732,0.01245417,0.03056111,0.06938584,0.04723098,0.02791189,0.04353993
2636.214,0.01243354,0.03059029,0.06940175,0.0472247,0.02792602,0.04347017
2636.696,0.0124286,0.03063477,0.06941298,0.04720403,0.02790951,0.04338434
2637.178,0.01244477,0.03068919,0.06942018,0.04718754,0.02787458,0.04329988
2637.661,0.01248282,0.03075083,0.06942553,0.04719153,0.02783921,0.04323012
2638.143,0.01253968,0.03081963,0.06943214,0.04722397,0.02782227,0.04318246
2638.625,0.0126088,0.03089581,0.06944359,0.04728122,0.02783401,0.04315733
2639.107,0.01268285,0.03097828,0.06946329,0.04735068,0.02787407,0.04315125
2639.589,0.01275364,0.03106371,0.06949385,0.04741628,0.02793161,0.04316065
2640.071,0.01281493,0.03114755,0.06953601,0.04746496,0.02799017,0.0431844
2640.553,0.01286206,0.03122527,0.06958796,0.04749048,0.02803365,0.04322419
2641.035,0.01289312,0.03129438,0.06964479,0.04749292,0.02805152,0.04328234
2641.518,0.01290908,0.03135595,0.06969939,0.04747694,0.02804315,0.04335896
2642.0,0.01291429,0.03141386,0.06974343,0.04744807,0.02801609,0.0434483
2642.482,0.0129154,0.03147357,0.06976902,0.04741136,0.02798412,0.0435394
2642.964,0.01292007,0.03153862,0.06977191,0.04737094,0.02796132,0.04361811
2643.446,0.01293493,0.03160847,0.06975263,0.04733206,0.02795901,0.04367037
2643.928,0.01296382,0.03167635,0.069717,0.04730289,0.02798256,0.04368743
2644.41,0.01300592,0.031731,0.06967483,0.04729288,0.02803072,0.04366823
2644.892,0.01305643,0.03175885,0.06963777,0.04731173,0.02809648,0.04362019
2645.375,0.01310758,0.03174762,0.06961665,0.04736402,0.02816845,0.04355736
2645.856,0.01315127,0.03169177,0.06961769,0.04744633,0.02823407,0.04349464
2646.339,0.01318149,0.03159345,0.06964172,0.0475453,0.02828006,0.04344619
2646.821,0.01319592,0.03146403,0.0696844,0.04764,0.02829557,0.04342056
2647.303,0.01319601,0.03131986,0.06973802,0.04770841,0.02827409,0.04341938
2647.785,0.01318627,0.03118133,0.0697933,0.04773148,0.02821485,0.04343799
2648.267,0.0131718,0.03106676,0.06984211,0.04770074,0.0281245,0.04346692
2648.749,0.01315676,0.03098911,0.06987975,0.0476196,0.02801573,0.04349516
2649.231,0.01314328,0.03095455,0.06990358,0.04750347,0.02790668,0.04351183
2649.713,0.01313161,0.03096187,0.06991374,0.04737504,0.02781586,0.04350958
2650.196,0.01312079,0.0310026,0.06991069,0.04725823,0.02775723,0.04348719
2650.678,0.01311028,0.03106327,0.06989469,0.04717448,0.02773771,0.04345012
2651.16,0.01310037,0.03112786,0.06986512,0.0471372,0.02775423,0.04341123
2651.642,0.01309285,0.03118159,0.06982151,0.04715002,0.02779583,0.04338735
2652.124,0.01309027,0.03121246,0.06976466,0.04720661,0.02784636,0.04339798
2652.606,0.01309511,0.03121549,0.06969846,0.04729296,0.02789099,0.04345831
2653.088,0.01310875,0.03119325,0.06963006,0.04739095,0.02792104,0.04357439
2653.57,0.01313178,0.03115698,0.06957034,0.04748117,0.02793601,0.04374023
2654.052,0.01316318,0.03112287,0.06952989,0.04754874,0.02794385,0.04393748
2654.535,0.01320118,0.03110893,0.06951704,0.04758614,0.02795631,0.04413889
2655.017,0.01324298,0.03113021,0.06953412,0.04759435,0.02798488,0.04431221
2655.499,0.01328531,0.03119363,0.06957612,0.04758277,0.02803481,0.04443201
2655.981,0.01332445,0.03129645,0.06963143,0.04756501,0.02810281,0.04448389
2656.463,0.01335659,0.03142563,0.06968453,0.04755519,0.02817762,0.04446968
2656.945,0.01337826,0.0315628,0.06972256,0.04756153,0.0282442,0.04440583
2657.427,0.01338773,0.03168754,0.06973884,0.04758456,0.02828895,0.04431953
2657.909,0.01338519,0.03178269,0.06973687,0.04761637,0.02830425,0.04424151
2658.392,0.01337351,0.03183889,0.06972948,0.04764424,0.02829135,0.04419424
2658.874,0.0133571,0.03185567,0.06973553,0.04765529,0.02826031,0.04418892
2659.356,0.01334182,0.03184142,0.06977402,0.04764145,0.02822688,0.04422097
2659.838,0.01333198,0.03180981,0.06985618,0.04760334,0.0282064,0.04427444
2660.32,0.0133301,0.03177844,0.06998202,0.04754991,0.02821066,0.04432594
2660.802,0.01333625,0.03176422,0.07013894,0.04749525,0.02824443,0.04435372
2661.284,0.01334898,0.03177909,0.07030652,0.04745281,0.02830543,0.04434502
2661.766,0.01336626,0.0318288,0.07046066,0.04743133,0.02838536,0.04429897
2662.249,0.01338725,0.03191019,0.07058148,0.04743165,0.02847359,0.04422659
2662.73,0.01341304,0.03201201,0.07065922,0.04744785,0.02856055,0.04414615
2663.213,0.01344606,0.03211653,0.07069426,0.04746982,0.02863864,0.04407923
2663.695,0.01348846,0.03220374,0.07069561,0.04748913,0.02870385,0.0440431
2664.177,0.0135397,0.03225839,0.07067619,0.04750309,0.02875456,0.04404734
2664.659,0.01359564,0.03227323,0.0706483,0.04751608,0.02879128,0.04409233
2665.141,0.01364786,0.03225365,0.07062021,0.04753752,0.02881454,0.0441707
2665.623,0.01368583,0.03221528,0.07059517,0.04757731,0.0288252,0.04427036
2666.105,0.01369924,0.03218149,0.07057337,0.04764129,0.02882293,0.04437675
2666.587,0.01368203,0.03217451,0.07055449,0.04772664,0.02880746,0.04447719
2667.07,0.01363486,0.03220745,0.07054029,0.04782283,0.0287779,0.04456239
2667.552,0.01356547,0.03228068,0.07053477,0.04791393,0.02873349,0.04462673
2668.034,0.01348789,0.03238115,0.07054256,0.04798549,0.028675,0.04466907
2668.516,0.01341816,0.03248685,0.07056753,0.0480301,0.02860466,0.04469217
2668.998,0.01337141,0.03257351,0.07061005,0.04805037,0.02852819,0.04470157
2669.48,0.01335737,0.03262352,0.07066673,0.04805745,0.02845418,0.04470412
2669.962,0.01337857,0.03263076,0.07073186,0.04806633,0.0283936,0.04470613
2670.444,0.01342984,0.03260071,0.07079905,0.04808908,0.02835778,0.04471122
2670.927,0.01350096,0.03254669,0.07086386,0.04812811,0.02835493,0.04471958
2671.409,0.01357849,0.03248396,0.07092471,0.04817542,0.02838723,0.04472707
2671.891,0.01364923,0.03242499,0.07098247,0.04821439,0.02844852,0.04472711
2672.373,0.01370377,0.03237501,0.07103832,0.04822835,0.02852601,0.04471382
2672.855,0.01373722,0.0323332,0.07109186,0.04820803,0.02860197,0.04468433
2673.337,0.01374985,0.03229507,0.07113987,0.0481571,0.02865848,0.04464155
2673.819,0.01374585,0.03225661,0.07117696,0.04809177,0.02868334,0.0445941
2674.301,0.01373205,0.03221568,0.07119793,0.04803644,0.02867269,0.04455346
2674.783,0.01371561,0.03217297,0.07119957,0.0480145,0.02863177,0.04453159
2675.266,0.01370201,0.03213019,0.07118338,0.04803806,0.02857232,0.04453526
2675.748,0.01369364,0.03208806,0.07115616,0.04810421,0.02850835,0.04456461
2676.23,0.01369015,0.03204492,0.07112767,0.04819483,0.0284521,0.04461235
2676.712,0.01368895,0.03199776,0.07110748,0.04828507,0.02840999,0.04466791
2677.194,0.01368645,0.03194397,0.07110196,0.04835064,0.0283829,0.04472004
2677.676,0.01368061,0.03188385,0.07111163,0.04837746,0.02836835,0.04476169
2678.158,0.01367101,0.03182183,0.07113121,0.04836652,0.02836336,0.04479221
2678.64,0.0136606,0.03176585,0.07115038,0.04833164,0.02836733,0.04481678
2679.123,0.01365336,0.03172518,0.07115815,0.04829346,0.02838256,0.04484336
2679.605,0.01365415,0.03170619,0.0711463,0.04827015,0.02841286,0.04487856
2680.087,0.01366589,0.03171118,0.07111113,0.04827268,0.02846096,0.04492485
2680.569,0.01368817,0.0317366,0.07105485,0.04830013,0.02852477,0.0449792
2681.051,0.01371829,0.03177486,0.07098398,0.04834248,0.02859752,0.0450347
2681.533,0.01375055,0.03181637,0.07090751,0.04838417,0.02866695,0.04508261
2682.015,0.01377967,0.03185309,0.07083336,0.04841034,0.02871934,0.04511612
2682.497,0.01380205,0.03188005,0.07076703,0.04841197,0.02874373,0.04513263
2682.979,0.01381712,0.03189602,0.07071061,0.04838677,0.02873429,0.04513354
2683.462,0.01382739,0.03190262,0.07066438,0.04833971,0.02869179,0.04512325
2683.944,0.01383711,0.03190294,0.07062706,0.04828092,0.02862254,0.0451066
2684.426,0.01385071,0.03190041,0.07059805,0.04822376,0.02853629,0.04508758
2684.908,0.01387042,0.03189789,0.07057754,0.04818086,0.02844194,0.04506746
2685.39,0.0138959,0.03189743,0.07056604,0.04816232,0.02834594,0.04504623
2685.872,0.01392372,0.03190087,0.07056306,0.04817206,0.02825112,0.0450227
2686.354,0.01394886,0.0319099,0.07056642,0.0482066,0.02815801,0.04499586
2686.836,0.01396626,0.03192576,0.07057107,0.04825434,0.02806682,0.04496557
2687.319,0.01397198,0.03194907,0.07057098,0.04829637,0.0279794,0.04493158
2687.801,0.01396387,0.0319786,0.07056117,0.04831342,0.02790084,0.04489321
2688.283,0.01394157,0.03201025,0.07053975,0.04828993,0.02783884,0.0448496
2688.765,0.01390563,0.03203724,0.07050993,0.04822083,0.02780251,0.04479888
2689.247,0.0138575,0.03205032,0.07047937,0.04811418,0.0277992,0.04474068
2689.729,0.01379926,0.03203842,0.07045848,0.04799002,0.0278326,0.04467678
2690.211,0.01373295,0.03199156,0.07045771,0.04787454,0.02789967,0.04461285
2690.693,0.01366188,0.03190383,0.07048324,0.04778978,0.02799144,0.04455715
2691.176,0.01359016,0.03177674,0.07053544,0.04774851,0.02809234,0.04452027
2691.658,0.01352208,0.03162102,0.07060883,0.04774934,0.02818358,0.04451161
2692.14,0.01346108,0.03145529,0.07069446,0.04777919,0.02824781,0.04453643
2692.622,0.01340939,0.03130507,0.07078107,0.04781919,0.02827147,0.04459457
2693.104,0.01336717,0.03119596,0.07085919,0.04785291,0.02824953,0.04467899
2693.586,0.01333275,0.03114494,0.07092214,0.04787314,0.02818626,0.04477842
2694.068,0.01330387,0.03115718,0.07096595,0.04788258,0.02809558,0.04487817
2694.55,0.01327892,0.0312211,0.0709882,0.04789102,0.02799785,0.04496398
2695.032,0.01325751,0.03131261,0.07098775,0.04790854,0.02791314,0.04502504
2695.515,0.01324073,0.03139927,0.07096404,0.0479403,0.02785912,0.04505495
2695.997,0.01323044,0.03145161,0.07091781,0.04798233,0.0278444,0.0450523
2696.479,0.01322716,0.03145153,0.07085174,0.04802518,0.02786706,0.04501995
2696.961,0.01323,0.03139658,0.07077126,0.04805636,0.02791585,0.04496445
2697.443,0.01323551,0.03130039,0.07068338,0.04806814,0.02797318,0.04489358
2697.925,0.01323905,0.03118564,0.07059467,0.04806013,0.02802144,0.04481597
2698.407,0.01323606,0.03107932,0.07050937,0.0480411,0.02804635,0.04473992
2698.889,0.0132242,0.03100199,0.07042769,0.04802347,0.02804123,0.04467231
2699.372,0.01320431,0.03096485,0.07034622,0.0480191,0.02800863,0.04461762
2699.854,0.01318022,0.03096954,0.07025992,0.04803487,0.02795837,0.04457764
2700.336,0.01315753,0.03101091,0.07016645,0.04806962,0.0279037,0.044551
2700.818,0.01314083,0.03108188,0.07006792,0.04811554,0.02785811,0.04453332
2701.3,0.01313267,0.03117591,0.06997242,0.04815985,0.02783222,0.04451839
2701.782,0.01313207,0.03128853,0.06989164,0.04819022,0.02783131,0.04450035
2702.264,0.01313546,0.03141553,0.06983754,0.04819648,0.02785495,0.04447524
2702.746,0.01313799,0.03155021,0.06981841,0.04817244,0.02789762,0.04444315
2703.229,0.01313605,0.03168317,0.06983562,0.04811727,0.02795124,0.04440842
2703.71,0.01312838,0.03180242,0.06988462,0.04803494,0.02800575,0.0443785
2704.193,0.01311694,0.03189642,0.06995673,0.04793462,0.0280508,0.04436219
2704.675,0.0131054,0.03195836,0.07004371,0.04782858,0.02807774,0.04436558
2705.157,0.01309846,0.03198788,0.07014012,0.04773175,0.02807983,0.04439014
2705.639,0.01310021,0.03199096,0.07024352,0.0476586,0.0280531,0.04443123
2706.121,0.01311295,0.03197701,0.07035233,0.04761784,0.0279974,0.04447936
2706.603,0.01313713,0.03195564,0.07046267,0.04761102,0.02791714,0.04452218
2707.085,0.01317229,0.03193295,0.07056501,0.04763127,0.02782098,0.04454852
2707.567,0.01321719,0.03191008,0.07064527,0.04766573,0.02771983,0.04455253
2708.05,0.01327053,0.03188446,0.07068729,0.04769979,0.02762653,0.04453427
2708.532,0.01333037,0.03185252,0.07067829,0.04772244,0.02755276,0.04450062
2709.014,0.01339432,0.03181276,0.07061513,0.04773094,0.02750591,0.04446134
2709.496,0.01345788,0.03176685,0.07050654,0.04773069,0.02748861,0.04442633
2709.978,0.01351551,0.03171964,0.07037205,0.0477318,0.02749789,0.04440213
2710.46,0.01356184,0.03167681,0.07023593,0.04774376,0.02752683,0.04438998
2710.942,0.01359159,0.03164371,0.07012225,0.04776964,0.02756606,0.04438623
2711.424,0.01360246,0.03162325,0.07004647,0.04780427,0.02760716,0.04438522
2711.906,0.01359532,0.03161673,0.07001321,0.04783563,0.02764468,0.04438191
2712.389,0.01357521,0.03162421,0.07001675,0.04784946,0.02767638,0.04437476
2712.871,0.01354872,0.03164547,0.07004492,0.04783601,0.02770269,0.0443666
2713.353,0.01352374,0.03168057,0.07008488,0.04779364,0.02772565,0.04436315
2713.835,0.01350763,0.03172809,0.07012666,0.04773045,0.0277461,0.04437107
2714.317,0.01350542,0.03178433,0.07016623,0.04766012,0.0277631,0.04439468
2714.799,0.01351932,0.03184268,0.07020417,0.04759637,0.0277729,0.04443376
2715.281,0.01354865,0.03189316,0.07024388,0.04754912,0.02777047,0.04448343
2715.763,0.0135902,0.03192622,0.070288,0.04752076,0.0277511,0.04453613
2716.246,0.01363862,0.03193466,0.07033694,0.04750727,0.0277119,0.04458411
2716.728,0.01368681,0.03191629,0.07038806,0.04750109,0.0276536,0.04462226
2717.21,0.01372773,0.03187497,0.07043644,0.04749565,0.02758006,0.04465071
2717.692,0.0137547,0.03181955,0.07047703,0.0474878,0.02749874,0.04467445
2718.174,0.01376289,0.03176183,0.07050551,0.04747855,0.02741925,0.0447031
2718.656,0.01375063,0.03171284,0.07052021,0.04747203,0.02735124,0.04474628
2719.138,0.01372064,0.03168189,0.07052229,0.04747299,0.02730401,0.04481206
2719.62,0.01367915,0.03167517,0.07051586,0.04748572,0.02728542,0.04490377
2720.103,0.01363456,0.03169578,0.0705073,0.04751239,0.02729923,0.04501885
2720.584,0.01359557,0.03174406,0.07050506,0.04755375,0.0273454,0.0451484
2721.067,0.01356886,0.03181685,0.07051814,0.04760885,0.02741823,0.04527928
2721.549,0.01355703,0.03190751,0.07055361,0.04767545,0.02750763,0.0453978
2722.031,0.0135583,0.03200399,0.07061607,0.04774905,0.02759967,0.04549106
2722.513,0.0135682,0.0320898,0.07070532,0.04782297,0.02767923,0.04555119
2722.995,0.01358141,0.03214806,0.07081622,0.04788966,0.02773473,0.04557619
2723.477,0.01359388,0.03216439,0.0709392,0.04794129,0.02776064,0.04556999
2723.959,0.01360459,0.03213292,0.07106134,0.04797352,0.02775902,0.0455414
2724.441,0.01361532,0.03205945,0.0711702,0.04798682,0.02773892,0.04550071
2724.924,0.01362953,0.03196297,0.07125456,0.04798765,0.02771426,0.04545778
2725.406,0.0136501,0.03187039,0.07130763,0.04798622,0.02769944,0.04541942
2725.888,0.01367761,0.03180923,0.07132785,0.04799313,0.02770491,0.04538774
2726.37,0.01370966,0.03180155,0.07131908,0.04801644,0.02773583,0.04536086
2726.852,0.01374152,0.03185638,0.07129023,0.04805849,0.02779139,0.04533378
2727.334,0.01376903,0.03196807,0.07125274,0.04811628,0.02786702,0.04530042
2727.816,0.01378927,0.03211814,0.0712195,0.04818329,0.02795606,0.04525436
2728.298,0.01380303,0.03228163,0.07120059,0.04825305,0.02805225,0.04519113
2728.781,0.01381369,0.03243532,0.07120162,0.04832146,0.02815053,0.04510862
2729.263,0.01382649,0.03256077,0.07122166,0.04838762,0.02824499,0.04500795
2729.745,0.01384482,0.03264908,0.07125337,0.04845253,0.02832873,0.04489394
2730.227,0.01386893,0.03269894,0.07128567,0.04851638,0.02839314,0.04477516
2730.709,0.01389457,0.03271365,0.07130662,0.04857605,0.02842865,0.04466429
2731.191,0.01391481,0.03269705,0.07130846,0.04862539,0.02842838,0.0445763
2731.673,0.01392116,0.03265135,0.07129032,0.04865564,0.02839105,0.04452553
2732.155,0.01390731,0.0325767,0.07125885,0.04865873,0.02832307,0.04452303
2732.637,0.01387133,0.03247344,0.07122443,0.04863081,0.02823664,0.04457221
2733.12,0.01381577,0.03234509,0.07119775,0.04857354,0.02814725,0.04466662
2733.602,0.0137478,0.03220113,0.07118411,0.04849497,0.02806822,0.04479
2734.084,0.01367614,0.03205583,0.07118088,0.04840638,0.02800538,0.0449211
2734.566,0.01360889,0.03192779,0.07117829,0.04832143,0.02795512,0.04503766
2735.048,0.01355276,0.03183497,0.07116299,0.04825293,0.02790603,0.04512308
2735.53,0.0135105,0.03178943,0.07112455,0.04820973,0.02784479,0.04517258
2736.012,0.01348312,0.03179352,0.07105989,0.04819643,0.02776106,0.04519385
2736.494,0.01346961,0.03183776,0.07097454,0.0482116,0.02765391,0.04520556
2736.977,0.01346903,0.03190375,0.07088054,0.04824802,0.02753229,0.04522973
2737.459,0.01347999,0.03196633,0.07079171,0.04829266,0.02741355,0.04528613
2737.941,0.01350132,0.03200091,0.07071823,0.04832882,0.02731762,0.04538449
2738.423,0.01353122,0.03199098,0.07066228,0.04834121,0.02725873,0.04552159
2738.905,0.01356649,0.0319313,0.07061987,0.04831969,0.02724344,0.04568058
2739.387,0.01360319,0.03182986,0.07058314,0.04826444,0.02726683,0.04583618
2739.869,0.0136372,0.03170504,0.07054719,0.04818645,0.02731693,0.04596315
2740.351,0.01366427,0.03158175,0.07051241,0.04810697,0.02737751,0.04604039
2740.833,0.01368159,0.03148417,0.07048602,0.04805025,0.02743391,0.04605819
2741.316,0.01368818,0.03142834,0.07047854,0.04803367,0.02747733,0.04602078
2741.798,0.01368525,0.03142103,0.07049951,0.04806271,0.0275043,0.04594448
2742.28,0.01367502,0.03145768,0.07055169,0.04812553,0.027516,0.04585426
2742.762,0.01366115,0.03152668,0.07062934,0.0481974,0.02751519,0.04577604
2743.244,0.01364748,0.03161232,0.07071894,0.04824703,0.0275038,0.04573357
2743.726,0.01363777,0.03170119,0.07080404,0.04824835,0.02748197,0.04574068
2744.208,0.01363441,0.03178539,0.0708707,0.04819053,0.02744823,0.0457993
2744.69,0.01363898,0.0318631,0.0709107,0.04808111,0.02740202,0.04589904
2745.173,0.01365105,0.03193761,0.07092308,0.04794394,0.02734493,0.04602005
2745.655,0.0136686,0.03201441,0.07091323,0.04781078,0.0272816,0.04613813
2746.137,0.01368844,0.03209846,0.07088891,0.04771341,0.02722008,0.04622901
2746.619,0.01370656,0.03219127,0.07085759,0.04767157,0.02716957,0.04627592
2747.101,0.01372029,0.0322899,0.07082481,0.04769089,0.02713799,0.04627107
2747.583,0.01372806,0.03238717,0.07079466,0.04776219,0.02713004,0.04621714
2748.065,0.01373052,0.03247414,0.07077022,0.04786756,0.02714639,0.04612408
2748.547,0.01372911,0.03254197,0.070755,0.04798559,0.02718184,0.04600585
2749.03,0.01372609,0.03258426,0.07075294,0.04809633,0.02722725,0.04587668
2749.512,0.01372158,0.03259956,0.07076654,0.04818541,0.02727172,0.04574641
2749.994,0.01371379,0.03259166,0.07079503,0.04824344,0.02730403,0.04562233
2750.476,0.0136994,0.03256978,0.07083338,0.04826522,0.02731487,0.04550919
2750.958,0.01367476,0.03254498,0.07087286,0.04824941,0.02729961,0.0454113
2751.44,0.01363895,0.03252842,0.07090198,0.04819778,0.02725864,0.04533421
2751.922,0.01359513,0.03252777,0.07091059,0.04811547,0.02719751,0.04528474
2752.404,0.01355099,0.0325444,0.07089308,0.04801137,0.02712501,0.04526739
2752.886,0.01351778,0.03257343,0.07084949,0.04789717,0.02705197,0.04528226
2753.369,0.01350702,0.03260508,0.07078765,0.04778587,0.02698815,0.04532249
2753.851,0.01352574,0.03262909,0.07071964,0.04768845,0.02693972,0.04537496
2754.333,0.01357493,0.03263705,0.07066166,0.04761321,0.02690883,0.04542269
2754.815,0.01364741,0.03262707,0.07063014,0.04756448,0.02689374,0.04545053
2755.297,0.01373108,0.03260369,0.07063736,0.04754343,0.02689041,0.04545105
2755.779,0.01381036,0.03257639,0.07069048,0.04754991,0.02689494,0.0454264
2756.261,0.01387187,0.0325563,0.07078757,0.04758372,0.02690578,0.04538891
2756.743,0.01390791,0.0325508,0.07091846,0.04764455,0.02692437,0.04535503
2757.226,0.01391739,0.03256191,0.07106374,0.04773081,0.02695542,0.04534195
2757.708,0.01390513,0.03258497,0.07119933,0.04783765,0.02700362,0.04536001
2758.19,0.01387919,0.0326109,0.07130194,0.04795676,0.02707124,0.045411
2758.672,0.01384888,0.03262968,0.07135208,0.04807484,0.02715508,0.04548864
2759.154,0.01382128,0.03263451,0.07134064,0.04817685,0.02724569,0.04558208
2759.636,0.01380071,0.03262474,0.07126962,0.04825037,0.02732933,0.04568213
2760.118,0.01378872,0.03260585,0.07115205,0.04828776,0.02738964,0.0457826
2760.6,0.0137852,0.03258739,0.0710068,0.0482899,0.02741482,0.04588249
2761.083,0.01378939,0.03257977,0.07085381,0.04826564,0.02740057,0.04598293
2761.564,0.01380019,0.03259123,0.07071066,0.0482311,0.02735323,0.04608386
2762.047,0.01381652,0.03262508,0.07058937,0.0482035,0.02728861,0.04618073
2762.529,0.01383693,0.03267936,0.07049664,0.04819785,0.02722667,0.04626432
2763.011,0.01385937,0.03274713,0.07043599,0.04822343,0.02718744,0.04632196
2763.493,0.01388144,0.03281935,0.07040928,0.04828149,0.02718284,0.04634286
2763.975,0.01390104,0.03288602,0.07041723,0.04836537,0.02721386,0.04632241
2764.457,0.01391663,0.03293768,0.07045873,0.04846265,0.02726962,0.04626409
2764.939,0.01392829,0.03296714,0.07052844,0.04855968,0.02733284,0.04617898
2765.421,0.01393731,0.03296997,0.07061659,0.04864351,0.02738416,0.04608344
2765.904,0.01394586,0.03294426,0.07070801,0.04870566,0.02740979,0.04599414
2766.386,0.01395607,0.03289139,0.07078729,0.048744,0.02740525,0.04592334
2766.868,0.01396976,0.0328161,0.07084136,0.04876208,0.02737626,0.04587875
2767.35,0.01398792,0.0327264,0.0708633,0.04876824,0.02733546,0.04586343
2767.832,0.01401042,0.03263208,0.07085485,0.04877156,0.02729668,0.04587748
2768.314,0.01403639,0.03254503,0.07082529,0.04878014,0.02727143,0.04592092
2768.796,0.01406446,0.03247695,0.07078793,0.04879727,0.02726525,0.0459943
2769.278,0.01409334,0.03243738,0.07075482,0.04882099,0.02727786,0.04609752
2769.76,0.01412175,0.03243322,0.0707353,0.04884421,0.02730538,0.04622788
