absorbance_2.2_1,2.2_1,2.2_2,2.2_3,2.2_4,6.10_1 (1),6.10_2,6.10_3,6.10_4
2284.751,0.08750899,0.01718545,0.06161389,0.02411276,0.07890275,0.02630874,0.01854018,0.06725858
2285.233,0.0874394,0.01736455,0.06165279,0.0240714,0.07905269,0.02640839,0.0185668,0.06731274
2285.715,0.08739322,0.01757105,0.06171148,0.02408411,0.07919769,0.02652889,0.01851247,0.06737383
2286.198,0.08738776,0.01780063,0.06177856,0.02414513,0.07934164,0.02665275,0.01840153,0.06743287
2286.68,0.0874277,0.01802715,0.06183849,0.02423695,0.0794995,0.02677239,0.01827548,0.06748963
2287.162,0.08750215,0.01820851,0.06187458,0.02433696,0.07969012,0.02689051,0.01818081,0.06755024
2287.644,0.08758514,0.01830283,0.06187459,0.02442397,0.07992581,0.02701814,0.0181519,0.06762248
2288.126,0.08764427,0.01829004,0.06183414,0.0244855,0.0802043,0.02716817,0.01819862,0.06771088
2288.608,0.08764897,0.01818002,0.06175653,0.02451707,0.08050622,0.02734757,0.0183066,0.06781177
2289.09,0.08757945,0.0180143,0.0616516,0.02452146,0.08079817,0.02754973,0.01844552,0.06791223
2289.572,0.08743382,0.01784738,0.0615329,0.02450396,0.08104476,0.0277533,0.01858683,0.06799471
2290.054,0.08722743,0.01773204,0.06141512,0.02447026,0.08121441,0.02792289,0.01871478,0.06804141
2290.537,0.08698842,0.01769602,0.06131316,0.02442432,0.08129045,0.02801868,0.01883308,0.06804292
2291.019,0.0867465,0.01773357,0.06123824,0.02436779,0.08127394,0.02801131,0.01896034,0.06800311
2291.501,0.08652782,0.0178097,0.06119921,0.02430086,0.08118245,0.02788961,0.01911772,0.06793917
2291.983,0.08634734,0.01787587,0.06119952,0.02422175,0.08104409,0.02767009,0.01931558,0.0678765
2292.465,0.08620872,0.01789272,0.06123693,0.02412678,0.08088951,0.02739128,0.01954437,0.06783731
2292.947,0.08610668,0.01784202,0.06130268,0.02400906,0.08074925,0.02710883,0.0197749,0.06783397
2293.429,0.08603375,0.01773499,0.06138251,0.02385992,0.08064811,0.02687873,0.01996863,0.06786156
2293.911,0.08598493,0.01760379,0.06145915,0.02367262,0.08060256,0.02673945,0.02009329,0.06790084
2294.394,0.0859609,0.01748908,0.06151433,0.02344671,0.08062185,0.0267073,0.02013169,0.06792482
2294.875,0.08596717,0.01742161,0.06153274,0.02319448,0.08070374,0.02677043,0.02008882,0.0679122
2295.358,0.08601096,0.01741082,0.06150671,0.02294087,0.0808351,0.02689829,0.01998535,0.06785774
2295.84,0.08609563,0.01744456,0.06143567,0.0227236,0.08098879,0.0270499,0.0198491,0.06777662
2296.322,0.08621654,0.01749412,0.06132699,0.02258305,0.08112859,0.02718939,0.01970126,0.06770032
2296.804,0.08636001,0.01752843,0.06119365,0.0225494,0.08121654,0.027294,0.01955015,0.06766355
2297.286,0.08650263,0.01752154,0.06105229,0.02263465,0.08121973,0.02735637,0.01939178,0.06769434
2297.768,0.08661802,0.01746253,0.06091821,0.02282418,0.08112364,0.02738166,0.01921734,0.0677995
2298.25,0.08668277,0.01735513,0.06080392,0.02308016,0.08093745,0.02738069,0.01902367,0.06796373
2298.732,0.08668186,0.01721502,0.06071704,0.02334888,0.08069444,0.02736402,0.01882079,0.06815375
2299.215,0.086616,0.01706322,0.06066095,0.02357866,0.08044206,0.02733669,0.01863246,0.06833257
2299.697,0.08650046,0.01692228,0.06063547,0.02373262,0.08022891,0.02729891,0.01848999,0.06847183
2300.179,0.08636621,0.01681283,0.06063973,0.02379655,0.0800928,0.02724808,0.01842226,0.06855955
2300.661,0.08625017,0.01675131,0.06067406,0.02378181,0.08004611,0.02718273,0.01844253,0.06860325
2301.143,0.08618835,0.01674604,0.0607412,0.02371814,0.08007555,0.02710431,0.01854246,0.06862343
2301.625,0.08620679,0.01679585,0.06084525,0.02364488,0.08014467,0.02701699,0.01869169,0.06864417
2302.107,0.08631282,0.01688765,0.0609888,0.02359535,0.08020918,0.0269255,0.0188496,0.06868237
2302.589,0.08649319,0.01699632,0.06116926,0.02359048,0.08022564,0.02683311,0.01897391,0.06874381
2303.072,0.08671599,0.01708962,0.06137478,0.02363327,0.08016344,0.02674033,0.0190344,0.06882297
2303.554,0.08694131,0.01713757,0.06158498,0.02371097,0.08001211,0.02664619,0.01902118,0.06890821
2304.036,0.08712979,0.01712112,0.0617701,0.02379874,0.07978103,0.02655074,0.01894473,0.06898819
2304.518,0.08725393,0.01703922,0.06189889,0.02386756,0.07949743,0.02645816,0.01883057,0.06905595
2305.0,0.08730642,0.01691077,0.06194827,0.02389392,0.07919765,0.02637679,0.01870863,0.06911099
2305.482,0.08729945,0.01677077,0.06190967,0.02386468,0.07892494,0.02631908,0.01860433,0.0691565
2305.964,0.0872595,0.01665941,0.06179587,0.02378282,0.07872055,0.02629777,0.01853098,0.06919632
2306.446,0.08721493,0.01660734,0.06163768,0.02366713,0.07861403,0.02632192,0.01848667,0.06923263
2306.928,0.0871879,0.01662948,0.06147895,0.02355141,0.07861955,0.02639489,0.0184576,0.06926554
2307.411,0.08718565,0.01672054,0.06136324,0.02347457,0.07872875,0.02651331,0.01842437,0.06929503
2307.893,0.08720137,0.01686021,0.06131858,0.02346788,0.07891324,0.02667024,0.01837105,0.06932299
2308.375,0.08721825,0.01702048,0.06135104,0.02354758,0.07912726,0.0268565,0.01829034,0.06935404
2308.857,0.08721945,0.01717536,0.06144135,0.02370431,0.07932101,0.02706409,0.01818696,0.06939374
2309.339,0.08719543,0.01730747,0.06155381,0.02390614,0.07945751,0.02728738,0.01807514,0.06944466
2309.821,0.08714708,0.01740742,0.06164522,0.02410287,0.07951947,0.02752074,0.01797521,0.06950229
2310.303,0.08708363,0.01747167,0.06168241,0.02424343,0.07951738,0.02775648,0.01790497,0.06955327
2310.785,0.08701634,0.01749926,0.06165177,0.02429385,0.07948065,0.02798301,0.01787445,0.06957834
2311.268,0.08695334,0.01749076,0.06156098,0.02424483,0.07944724,0.02818295,0.01788255,0.06955538
2311.75,0.08689617,0.01745076,0.06143377,0.02411702,0.07944541,0.02833666,0.01791804,0.06946836
2312.232,0.08684151,0.01739028,0.06129797,0.02395199,0.07948184,0.0284275,0.01796437,0.06931415
2312.714,0.08678657,0.01733174,0.06117676,0.02379962,0.07954048,0.02844648,0.01800465,0.06910541
2313.196,0.08673328,0.01730339,0.06108058,0.02369944,0.0795913,0.02839775,0.01802833,0.06886857
2313.678,0.08669002,0.01733315,0.06100856,0.02366851,0.07960633,0.02829727,0.01803378,0.06863753
2314.16,0.0866688,0.01743975,0.06095467,0.02370007,0.07957181,0.02817143,0.01802771,0.06844757
2314.642,0.08667868,0.01762259,0.06091622,0.02376779,0.07949671,0.02804806,0.01802098,0.06832375
2315.125,0.08672082,0.01786,0.06089665,0.02383787,0.0794072,0.02794879,0.01802464,0.06827784
2315.606,0.08678626,0.01811208,0.06090642,0.02387838,0.07933576,0.02788519,0.01804611,0.06830582
2316.089,0.0868611,0.0183352,0.06095459,0.02387036,0.07930339,0.02785635,0.01808768,0.06839175
2316.571,0.08693353,0.0184926,0.06104077,0.02380845,0.07931245,0.02785138,0.01814758,0.06851164
2317.053,0.08700039,0.01856498,0.06114735,0.02370052,0.07934388,0.02785271,0.01822205,0.0686391
2317.535,0.08706964,0.01855644,0.06124284,0.02356302,0.07936939,0.02784381,0.01830827,0.06875284
2318.017,0.08715577,0.01849059,0.06128715,0.02341849,0.07936323,0.02781235,0.01840481,0.06883878
2318.499,0.08726852,0.01840228,0.0612468,0.02329239,0.07931677,0.02775295,0.01851049,0.06889103
2318.981,0.08740152,0.018323,0.06111019,0.02320838,0.079243,0.02766753,0.01862287,0.06891097
2319.463,0.08752757,0.01827349,0.06089411,0.02318613,0.07917238,0.02756452,0.01873531,0.0689033
2319.946,0.08760232,0.01825823,0.06064308,0.02323496,0.07913999,0.02745705,0.0188369,0.06887415
2320.428,0.08758353,0.01826666,0.06041179,0.02334914,0.07916861,0.02735913,0.01891442,0.06882804
2320.91,0.08744707,0.0182787,0.06025086,0.02350592,0.07926176,0.02728782,0.01895678,0.06876964
2321.392,0.08720372,0.01827125,0.06018722,0.02366859,0.07940062,0.02725958,0.01895908,0.06870551
2321.874,0.08689663,0.01822642,0.06021395,0.02379891,0.07955535,0.02728665,0.01892683,0.0686457
2322.356,0.08659259,0.01813219,0.06029471,0.0238658,0.07969426,0.02737435,0.0188758,0.06860498
2322.838,0.08635564,0.01798466,0.06037659,0.02385831,0.07979474,0.02751568,0.01882914,0.0685991
2323.32,0.08622116,0.01778769,0.06041149,0.02378782,0.07984897,0.02768924,0.01880974,0.06863903
2323.802,0.08618953,0.01755268,0.0603696,0.02368442,0.07985923,0.02785897,0.01883607,0.06872652
2324.285,0.08622599,0.0172978,0.06024913,0.02358432,0.07983349,0.02798194,0.01891616,0.06885063
2324.767,0.08628325,0.01704439,0.06007462,0.02351543,0.07978026,0.02802068,0.01904587,0.0689896
2325.249,0.08631811,0.01681557,0.0598888,0.02349187,0.07970781,0.02794821,0.01920964,0.06911457
2325.731,0.08631212,0.01662986,0.05973895,0.02351026,0.07962606,0.02776131,0.01938423,0.069198
2326.213,0.08627509,0.01649542,0.05966526,0.02355495,0.07954793,0.02748246,0.01954411,0.06922191
2326.695,0.08623959,0.01640857,0.05969436,0.02360572,0.0794914,0.02715872,0.01966362,0.06917997
2327.177,0.08624183,0.01635373,0.0598321,0.02364661,0.07947576,0.02685215,0.01972356,0.06907951
2327.659,0.08630354,0.01631052,0.06006236,0.02367165,0.07951574,0.02662292,0.01971465,0.06893704
2328.142,0.08642162,0.01625897,0.06034578,0.02368489,0.07961649,0.0265183,0.01963859,0.06877374
2328.624,0.08656698,0.01618868,0.06062793,0.0236978,0.07976884,0.02655707,0.01950871,0.06860817
2329.106,0.08669716,0.01610235,0.06084957,0.02372466,0.07995129,0.02672571,0.01934569,0.06845272
2329.588,0.08677278,0.01601511,0.06095682,0.02377886,0.08013429,0.02698562,0.0191736,0.0683151
2330.07,0.08677715,0.01594599,0.06091774,0.02386972,0.08029105,0.02728612,0.01901184,0.0682011
2330.552,0.0867222,0.0159096,0.06072846,0.02400365,0.08040635,0.02757879,0.01887143,0.06811772
2331.034,0.08664817,0.01590829,0.06041556,0.02418219,0.08048092,0.02782627,0.01875442,0.06807595
2331.516,0.08660471,0.01593103,0.06002656,0.02440139,0.08052915,0.02801055,0.01865595,0.06808674
2331.999,0.08663689,0.01595727,0.05962041,0.02464923,0.08057338,0.0281296,0.01856963,0.06815646
2332.481,0.08676959,0.01596834,0.05925368,0.02490381,0.08063581,0.02819286,0.01849155,0.06828215
2332.963,0.08700134,0.01595875,0.0589659,0.02513637,0.08072913,0.0282151,0.01842278,0.06845
2333.445,0.08730466,0.01593818,0.05877629,0.02531617,0.08085208,0.0282117,0.01836852,0.0686373
2333.927,0.08763213,0.01593053,0.05868407,0.02541918,0.08098646,0.02819759,0.01833596,0.06881905
2334.409,0.08792942,0.01596138,0.05867494,0.02543784,0.0811019,0.02818595,0.01832915,0.06897628
2334.891,0.08813979,0.01604811,0.05872322,0.0253829,0.08115916,0.02818557,0.0183474,0.0690999
2335.373,0.08821772,0.0161886,0.05879622,0.02528226,0.08112191,0.02819609,0.01838379,0.06919316
2335.855,0.08814223,0.01636105,0.05885986,0.02516771,0.08096823,0.02820529,0.01842953,0.06926769
2336.338,0.08792201,0.01652464,0.0588809,0.02506655,0.08069804,0.02819005,0.01847382,0.06933814
2336.82,0.08760161,0.01663406,0.05883607,0.02498997,0.08033707,0.02812135,0.01850876,0.06941529
2337.302,0.08724798,0.01665481,0.05872082,0.02493307,0.07992934,0.02797773,0.01853091,0.06950092
2337.784,0.0869417,0.01657398,0.05855525,0.02487963,0.07953008,0.02775352,0.01853912,0.06958673
2338.266,0.0867531,0.01640764,0.05838321,0.02481584,0.07919122,0.02746652,0.01853403,0.06965613
2338.748,0.08672012,0.01619285,0.05825588,0.02474109,0.07894789,0.02715228,0.01851729,0.06969131
2339.23,0.08684287,0.01598133,0.05822182,0.02467259,0.07881821,0.02685902,0.01849254,0.06967593
2339.712,0.08707952,0.01581861,0.0583071,0.02464098,0.07879996,0.0266331,0.01846697,0.06960226
2340.195,0.08736701,0.01573281,0.05850604,0.02467331,0.07887702,0.02650319,0.01845151,0.06947403
2340.677,0.08763474,0.01572818,0.0587794,0.02478164,0.07902834,0.02647652,0.01845961,0.06930817
2341.159,0.08783329,0.01578549,0.05906188,0.02495021,0.07923549,0.02653323,0.01850217,0.06913203
2341.641,0.08794405,0.01586798,0.05928729,0.02514224,0.07948145,0.02664039,0.01858281,0.06897742
2342.123,0.08797312,0.01592804,0.05940796,0.02531251,0.07973426,0.02675893,0.01869463,0.06887588
2342.605,0.08794673,0.01592825,0.05941152,0.02542361,0.07994623,0.02685311,0.01881957,0.06884785
2343.087,0.08789788,0.01585847,0.05931218,0.02545317,0.08006636,0.02689021,0.0189327,0.06889746
2343.569,0.08785824,0.01574326,0.0591397,0.02539204,0.08005899,0.02684322,0.0190054,0.06900921
2344.052,0.08784134,0.01563049,0.05893691,0.0252501,0.07992066,0.0267148,0.0190185,0.06915313
2344.534,0.08783966,0.01556849,0.0587558,0.02505599,0.07968484,0.02654415,0.01896993,0.06929424
2345.016,0.08783285,0.01558408,0.05864641,0.02484983,0.07941437,0.02639456,0.0188788,0.06940266
2345.498,0.08780316,0.01566751,0.05863053,0.02466736,0.07917883,0.0263138,0.01877713,0.06946579
2345.98,0.08774688,0.01577946,0.05869536,0.02452632,0.07902934,0.02631092,0.01869599,0.0694889
2346.462,0.08767611,0.01587327,0.05880219,0.02442743,0.07898521,0.02635872,0.01865556,0.06948927
2346.944,0.08760878,0.01591852,0.05890894,0.02435993,0.0790288,0.02641549,0.0186558,0.06948515
2347.426,0.08755852,0.01591451,0.0589853,0.02431655,0.07912202,0.02644939,0.01868217,0.06948905
2347.908,0.08752839,0.01588472,0.05901795,0.02429578,0.0792204,0.0264484,0.01871121,0.06950527
2348.391,0.08751092,0.01586185,0.05900989,0.02429658,0.07928845,0.0264229,0.01872008,0.06953243
2348.873,0.08749459,0.01587145,0.05897113,0.02431331,0.07930304,0.02639737,0.0186922,0.0695702
2349.355,0.08746918,0.01592088,0.05891411,0.02433109,0.07925663,0.02640094,0.01862075,0.06962469
2349.837,0.08742966,0.01599945,0.05885043,0.02433225,0.07915896,0.02645552,0.01851439,0.06971155
2350.319,0.08737895,0.01608044,0.05879198,0.02429635,0.07903397,0.02656537,0.01839494,0.06985597
2350.801,0.08732799,0.01613115,0.05875349,0.02421238,0.07891655,0.02670821,0.01829692,0.07008438
2351.283,0.08729637,0.01612673,0.05875063,0.02408585,0.07883985,0.02683817,0.01825909,0.07041096
2351.765,0.08730624,0.01606033,0.05880268,0.02394076,0.07882991,0.02690131,0.01831606,0.07082235
2352.248,0.0873726,0.01595119,0.0589251,0.02381465,0.07889727,0.02685938,0.01848295,0.07126774
2352.729,0.08749393,0.01583694,0.05912342,0.023739,0.07903621,0.02671043,0.01874629,0.07167041
2353.212,0.08764628,0.01576706,0.05937834,0.02373334,0.07922598,0.02648476,0.01906258,0.0719424
2353.694,0.08779182,0.01578471,0.05965163,0.02379337,0.07943051,0.02623402,0.01936798,0.07201672
2354.176,0.08789172,0.01591597,0.05990646,0.02389435,0.0796045,0.02601451,0.0195968,0.07187018
2354.658,0.08791593,0.01616842,0.0601208,0.02399424,0.07969885,0.02588477,0.01969001,0.07153182
2355.14,0.08784927,0.01652588,0.06029176,0.02405075,0.07967917,0.02588815,0.01961391,0.07107166
2355.622,0.08769365,0.01695351,0.06042408,0.02403694,0.07953832,0.02603677,0.01937008,0.07056884
2356.104,0.08747305,0.01739023,0.06050587,0.02394967,0.07930637,0.02629632,0.01900323,0.07008918
2356.586,0.08723232,0.01775924,0.0604975,0.02381184,0.0790447,0.02658237,0.01859359,0.06965941
2357.069,0.08702573,0.0179853,0.06035435,0.02366274,0.07882089,0.02679482,0.01823413,0.06926826
2357.551,0.08690112,0.01802236,0.06008279,0.02354682,0.07868347,0.0268643,0.01800868,0.06888206
2358.033,0.08687756,0.0178912,0.05977544,0.02349214,0.07864507,0.02680138,0.01795422,0.06847318
2358.515,0.08693853,0.01767977,0.05958019,0.02349986,0.07869285,0.02668858,0.01805203,0.0680403
2358.997,0.08704951,0.01750426,0.05960401,0.02354688,0.07881253,0.02661655,0.01823804,0.06761414
2359.479,0.08718561,0.01742543,0.05980501,0.0236026,0.07900072,0.02660231,0.01844325,0.06724547
2359.961,0.0873482,0.01740365,0.05999889,0.02365304,0.07924802,0.02657313,0.01862662,0.06698238
2360.443,0.08752862,0.01732974,0.06002229,0.02371178,0.07949016,0.02647128,0.01877356,0.06685352
2360.926,0.08769101,0.01712569,0.05987441,0.02380648,0.07962295,0.0263271,0.01888106,0.06685804
2361.408,0.08779035,0.01681091,0.05969456,0.02394874,0.07956562,0.02622945,0.01894179,0.06697402
2361.89,0.08780891,0.01648191,0.05963229,0.02411365,0.07932332,0.02624026,0.018947,0.06717069
2362.372,0.0877612,0.01624901,0.05976813,0.02425217,0.07898065,0.02636825,0.0188907,0.06742512
2362.854,0.08767956,0.01618225,0.06008837,0.02431174,0.07866262,0.02657675,0.01877668,0.06772472
2363.336,0.08760343,0.01628052,0.06049114,0.02426082,0.07848336,0.02679742,0.01862468,0.0680645
2363.818,0.08755892,0.01647765,0.06085087,0.02410671,0.07848912,0.02697199,0.01846627,0.06843741
2364.3,0.08754888,0.01668959,0.06108493,0.02389196,0.0786494,0.02707916,0.01833562,0.0688272
2364.782,0.08755701,0.01685652,0.06118004,0.0236773,0.07888032,0.02713424,0.01825635,0.06920598
2365.265,0.08756544,0.01696709,0.06117031,0.02351437,0.07909961,0.02715961,0.01823351,0.06954394
2365.747,0.08756371,0.01704207,0.06110589,0.02343714,0.07925251,0.02716804,0.01825574,0.06981675
2366.229,0.08755314,0.0171169,0.06103215,0.02345608,0.07932275,0.02716019,0.0182994,0.0700148
2366.711,0.08754347,0.01722172,0.06097402,0.02356106,0.07932343,0.02713126,0.01833956,0.07014531
2367.193,0.0875465,0.01736696,0.06093208,0.02372693,0.07927699,0.02707617,0.0183576,0.07022641
2367.675,0.08756948,0.01754065,0.06088534,0.02391813,0.07920093,0.02699606,0.01834647,0.0702765
2368.157,0.0876097,0.01771738,0.06080693,0.02409625,0.07910045,0.02689765,0.01831068,0.07030465
2368.639,0.08765419,0.01787456,0.06067932,0.02422169,0.07897658,0.02679346,0.01825983,0.07030702
2369.122,0.08768399,0.01800372,0.060505,0.02426354,0.07883593,0.02669516,0.01820335,0.07026964
2369.604,0.08768073,0.01811361,0.06030865,0.02421126,0.07869611,0.02661261,0.01814624,0.07017742
2370.086,0.08762932,0.01822362,0.06013226,0.02407867,0.07858578,0.02655421,0.01808996,0.07002074
2370.568,0.0875228,0.01835221,0.06002083,0.02390685,0.07853476,0.02653004,0.01803515,0.06980304
2371.05,0.08736554,0.0185047,0.06000367,0.02375054,0.07856192,0.0265501,0.01798427,0.06953953
2371.532,0.08717372,0.01866849,0.06008824,0.02366751,0.07867061,0.02662327,0.01794477,0.06925556
2372.014,0.08697499,0.01881403,0.06025463,0.02369458,0.07884682,0.02674987,0.01792645,0.06897938
2372.496,0.0868042,0.01890573,0.06046623,0.02383627,0.0790664,0.02691838,0.01793809,0.0687363
2372.979,0.08669984,0.01891121,0.06068147,0.02406331,0.07930264,0.0271022,0.01798457,0.06854828
2373.46,0.08669332,0.01881552,0.06087106,0.02432308,0.07953452,0.0272674,0.01806392,0.06842902
2373.943,0.0867996,0.01862598,0.06102413,0.02455875,0.07975028,0.02738223,0.01816952,0.06838335
2374.425,0.08701211,0.01837234,0.06114806,0.02472368,0.0799434,0.02742776,0.01829288,0.06840521
2374.907,0.08730073,0.01809869,0.06125958,0.02479767,0.08011039,0.02740758,0.01842816,0.06847715
2375.389,0.08761863,0.01785121,0.06137354,0.02478828,0.08024614,0.02734716,0.01857494,0.06857242
2375.871,0.08791042,0.01767173,0.06149355,0.0247231,0.08034282,0.02728619,0.01873727,0.06865871
2376.353,0.08813006,0.01758498,0.06160946,0.02463626,0.0803921,0.0272615,0.01891864,0.068709
2376.835,0.08825022,0.01759597,0.06170002,0.02455521,0.08038827,0.02729112,0.01911721,0.06870887
2377.317,0.08826709,0.01769349,0.0617424,0.02449464,0.08033126,0.02736824,0.01932117,0.06866162
2377.8,0.0881994,0.01785391,0.06172428,0.02445464,0.08022815,0.02746278,0.01950843,0.06858764
2378.282,0.08808068,0.01804696,0.0616469,0.0244266,0.08009237,0.02753166,0.01965069,0.06851839
2378.764,0.08795087,0.01823927,0.06152773,0.02439943,0.07994089,0.02753535,0.01972015,0.06848551
2379.246,0.08784255,0.0184026,0.06139302,0.02436567,0.07978981,0.02745454,0.01970025,0.06850728
2379.728,0.08777674,0.01851438,0.06127089,0.0243222,0.07965275,0.02729604,0.01959119,0.06858285
2380.21,0.08776063,0.01856025,0.0611846,0.02426908,0.0795396,0.02709183,0.01941324,0.06868991
2380.692,0.08778743,0.01853718,0.06114576,0.02420609,0.07945555,0.02688391,0.01920175,0.06879359
2381.174,0.08784099,0.01845131,0.0611557,0.02413147,0.07940252,0.0267135,0.01900187,0.06885523
2381.656,0.08789965,0.01831762,0.061207,0.0240429,0.07937937,0.02660659,0.01885953,0.06884523
2382.139,0.08794374,0.01815439,0.06128803,0.02394118,0.07938285,0.02656819,0.01880687,0.06875374
2382.621,0.08795777,0.01798166,0.06138521,0.02383392,0.07940745,0.02658487,0.01886002,0.06859197
2383.103,0.08793575,0.01781548,0.06148541,0.02373767,0.07944665,0.02663344,0.01901178,0.0683898
2383.585,0.08788261,0.01766492,0.06157781,0.02367433,0.07949436,0.02669274,0.01923574,0.06818417
2384.067,0.08781515,0.01753431,0.06165363,0.02366753,0.07954572,0.02674923,0.01948842,0.06801308
2384.549,0.08775848,0.01742454,0.06170706,0.02373323,0.07959776,0.02680029,0.01971921,0.06790303
2385.031,0.0877374,0.01733703,0.06173669,0.02387397,0.07964926,0.02684977,0.01988378,0.06786419
2385.513,0.08777171,0.01727685,0.06174493,0.0240747,0.07969981,0.0269021,0.01994882,0.06789034
2385.996,0.08786626,0.01725278,0.06173771,0.02430546,0.07974814,0.02695655,0.01990258,0.0679621
2386.478,0.08800847,0.01727393,0.0617211,0.02452914,0.07979214,0.02700541,0.01975589,0.06805466
2386.96,0.08816871,0.01734544,0.0616995,0.02470714,0.07982968,0.02703678,0.01954065,0.06814244
2387.442,0.08831019,0.01746318,0.06167236,0.02481033,0.07986073,0.02704057,0.01930093,0.068208
2387.924,0.088401,0.0176126,0.06163516,0.02482508,0.07988923,0.02701375,0.01907898,0.06824572
2388.406,0.08842243,0.01776971,0.06158211,0.02475322,0.07992437,0.02696244,0.01891042,0.0682616
2388.888,0.0883776,0.01790818,0.06151188,0.02461127,0.07997841,0.02689981,0.01881299,0.06827192
2389.37,0.08828846,0.01800743,0.06143184,0.02442493,0.08006256,0.02683937,0.0187861,0.06829595
2389.853,0.08818942,0.01805637,0.06136083,0.02422654,0.08018237,0.02679001,0.01881507,0.06835242
2390.335,0.08811254,0.01805748,0.06132471,0.02404758,0.08033307,0.02675144,0.0188798,0.06845108
2390.817,0.08807603,0.01802347,0.06134876,0.02391383,0.08049971,0.02671562,0.0189618,0.06859023
2391.299,0.0880793,0.01797158,0.06144818,0.02384454,0.08065879,0.02667126,0.01904887,0.0687556
2391.781,0.08810332,0.01791689,0.06161936,0.02384622,0.08078783,0.02661119,0.01913666,0.068925
2392.263,0.08812085,0.01786743,0.06183802,0.02391275,0.08087186,0.02653741,0.01922528,0.06907286
2392.745,0.08810722,0.01782419,0.06206167,0.02402484,0.080909,0.02646256,0.01931342,0.06917615
2393.227,0.0880527,0.0177842,0.0622447,0.02415506,0.0809119,0.02640654,0.01939507,0.0692202
2393.709,0.0879661,0.01774488,0.06234959,0.02427221,0.08090354,0.02639014,0.01945944,0.06919985
2394.192,0.08787284,0.01770827,0.06235895,0.02434922,0.0809094,0.02642862,0.01949314,0.06911962
2394.674,0.08780379,0.01768225,0.06228096,0.02437142,0.08094684,0.02652658,0.01948675,0.06899048
2395.156,0.08778471,0.01767836,0.06214663,0.02434058,0.08102013,0.0266754,0.01943826,0.06882793
2395.638,0.08782635,0.0177085,0.06200121,0.02427598,0.08111753,0.02685484,0.01935499,0.06865035
2396.12,0.08792008,0.01777956,0.06188711,0.02420702,0.08121758,0.02703908,0.01924993,0.06847613
2396.602,0.08803967,0.01789203,0.06183698,0.02416739,0.08129478,0.02719848,0.01913862,0.06832469
2397.084,0.08814808,0.01803889,0.06186471,0.02418402,0.08132911,0.02730475,0.01903315,0.06821525
2397.566,0.08821131,0.01820791,0.06196492,0.02426757,0.08131306,0.02733773,0.01893978,0.06816255
2398.049,0.08820327,0.0183824,0.06211736,0.0244098,0.08125311,0.02728663,0.01885958,0.0681743
2398.531,0.08811413,0.01854413,0.06229281,0.02458297,0.08116754,0.02715542,0.01879136,0.06824695
2399.013,0.08795105,0.01867588,0.06246269,0.02475088,0.08107862,0.02696259,0.01873524,0.06836524
2399.495,0.08773656,0.01876264,0.06260066,0.02487304,0.08100757,0.02674112,0.01869357,0.06850317
2399.977,0.0875036,0.01879477,0.06268677,0.02491876,0.08096838,0.02653305,0.01867023,0.06863046
2400.459,0.0872852,0.0187758,0.06271395,0.02487607,0.08096588,0.02638008,0.01866705,0.06872226
2400.941,0.08711792,0.01870998,0.06267253,0.02474795,0.08099358,0.02630758,0.0186819,0.06876329
2401.423,0.08702898,0.01861742,0.06256795,0.02455747,0.08104064,0.02632444,0.018707,0.06875455
2401.906,0.08703404,0.01852343,0.06241424,0.02433748,0.08109567,0.02641959,0.01873352,0.0687106
2402.388,0.08713678,0.0184543,0.06223498,0.02412564,0.08114891,0.02656411,0.01875577,0.06865656
2402.87,0.08732708,0.01842649,0.06205855,0.0239527,0.08119451,0.02672192,0.0187765,0.06861895
2403.352,0.0875838,0.01844093,0.06191177,0.02383647,0.08122986,0.02686279,0.01880715,0.06861724
2403.834,0.08787477,0.01848327,0.06181618,0.02378172,0.08125401,0.02696822,0.01886553,0.06866104
2404.316,0.08816517,0.01852961,0.06178228,0.02378162,0.08126646,0.02703783,0.01896722,0.06874735
2404.798,0.08842319,0.01855754,0.06180747,0.02382325,0.08126707,0.02708495,0.01911718,0.06886398
2405.28,0.08862263,0.01855474,0.0618783,0.02389083,0.08125532,0.02712968,0.0193044,0.06899329
2405.762,0.08874965,0.01852537,0.06197648,0.0239706,0.08123109,0.02718831,0.01950213,0.06911778
2406.245,0.0888031,0.01848738,0.06208495,0.02405177,0.08119481,0.02726623,0.01967495,0.06922388
2406.727,0.08879367,0.0184645,0.06219152,0.02412402,0.08114693,0.02735693,0.01978642,0.06930196
2407.209,0.08873978,0.01847323,0.06229283,0.02417785,0.08108717,0.02744569,0.01981225,0.06934743
2407.691,0.08866329,0.01851487,0.0623903,0.02420438,0.08101415,0.02751678,0.01974595,0.06935915
2408.173,0.08858532,0.01857208,0.06248742,0.02419763,0.08092609,0.02756019,0.01959969,0.06933793
2408.655,0.08852082,0.01861697,0.06258342,0.02415824,0.08082207,0.02757647,0.01939895,0.069286
2409.137,0.08847574,0.01862059,0.06267101,0.0240963,0.08070458,0.02757589,0.01917512,0.06920709
2409.619,0.08844571,0.01856347,0.06273557,0.02403221,0.08058122,0.02757439,0.018959,0.06910653
2410.102,0.08841747,0.0184439,0.06276065,0.02398967,0.08046494,0.02758592,0.01877273,0.0689911
2410.583,0.08837121,0.01827568,0.06273285,0.02399055,0.08037193,0.02761845,0.01862981,0.06886943
2411.066,0.08828667,0.01808273,0.06264701,0.02404482,0.08031786,0.02767158,0.01853585,0.0687518
