absorbance_2.2_1,2.2_1,2.2_2,2.2_3,2.2_4,6.10_1 (1),6.10_2,6.10_3,6.10_4
1354.748,0.1127787,0.03814786,0.08712751,0.0524279,0.1081755,0.0503268,0.04329605,0.09233786
1355.23,0.1128294,0.03829606,0.08705974,0.05240377,0.1083267,0.05040637,0.04346695,0.0924154
1355.712,0.1129499,0.03838599,0.0870128,0.05238925,0.1084274,0.05047803,0.04364581,0.09250554
1356.194,0.1131352,0.03841207,0.08699331,0.05239675,0.1084582,0.05053622,0.04381805,0.09259458
1356.677,0.1133652,0.03838436,0.08700421,0.05243966,0.1084118,0.05058455,0.04397444,0.09267361
1357.159,0.1136102,0.03832099,0.08704319,0.05252501,0.1082932,0.05063146,0.04410977,0.09274024
1357.641,0.113834,0.03824192,0.08710094,0.05264818,0.1081182,0.05068786,0.04422052,0.09279706
1358.123,0.1140044,0.03815977,0.08716351,0.05279112,0.1079082,0.05076305,0.04430433,0.09284841
1358.605,0.1140966,0.0380795,0.08721519,0.05292755,0.1076888,0.05086214,0.04435944,0.09289671
1359.087,0.1140983,0.03799971,0.08724342,0.05302826,0.10749,0.05098686,0.0443858,0.09294087
1359.569,0.1140128,0.0379182,0.08724475,0.05307266,0.1073411,0.05113385,0.04438671,0.09297679
1360.051,0.1138581,0.03783732,0.08722626,0.05305358,0.1072708,0.05129419,0.04436943,0.09300071
1360.533,0.1136666,0.03776842,0.08720636,0.0529842,0.1073037,0.05145098,0.04434431,0.0930122
1361.016,0.1134771,0.03773252,0.08720898,0.05289512,0.1074517,0.05157986,0.04432153,0.09301552
1361.498,0.1133303,0.03775417,0.0872563,0.05283279,0.1077037,0.05164903,0.04430863,0.09302071
1361.98,0.1132568,0.03785304,0.08735768,0.0528468,0.1080173,0.05163047,0.04430804,0.09303889
1362.462,0.1132663,0.03803145,0.08750491,0.05296871,0.1083307,0.05151857,0.0443169,0.0930762
1362.944,0.1133451,0.0382713,0.0876746,0.05319903,0.1085831,0.05134173,0.04433153,0.09312946
1363.426,0.1134658,0.03854205,0.08784258,0.05350588,0.1087463,0.05115626,0.04435324,0.0931887
1363.908,0.1136037,0.03881658,0.08799532,0.05384476,0.1088309,0.05101528,0.04438891,0.09324417
1364.39,0.1137463,0.03907836,0.08813047,0.05417363,0.1088702,0.05094878,0.04445025,0.09329134
1364.872,0.113894,0.03932067,0.08825104,0.05446435,0.1088968,0.05095574,0.04454844,0.0933316
1365.354,0.1140542,0.0395421,0.08835858,0.05470198,0.1089273,0.05101264,0.04469074,0.09336846
1365.837,0.1142365,0.03974064,0.08845229,0.05487889,0.1089634,0.05108728,0.0448797,0.09340353
1366.319,0.1144471,0.03991239,0.08852832,0.05499302,0.1089955,0.05115143,0.04511133,0.09343322
1366.801,0.1146843,0.04005324,0.08858365,0.05504785,0.1090126,0.05119154,0.04537557,0.09344925
1367.283,0.1149349,0.04015972,0.08861805,0.05505423,0.1090093,0.0512126,0.04565394,0.09344123
1367.765,0.1151751,0.04023301,0.08863757,0.05503082,0.1089949,0.05123893,0.04592193,0.09340282
1368.247,0.1153772,0.04027897,0.08865246,0.05500007,0.1089924,0.0513025,0.04615457,0.09333863
1368.729,0.1155158,0.0403065,0.0886746,0.05498405,0.1090332,0.05142843,0.04633002,0.09326775
1369.211,0.1155785,0.04032202,0.08871064,0.05499655,0.1091419,0.05161861,0.04643808,0.09321874
1369.694,0.1155685,0.04032749,0.08875984,0.05504085,0.109326,0.05184931,0.04648355,0.09321943
1370.176,0.1155029,0.04032097,0.088815,0.05511322,0.1095748,0.05207966,0.04648705,0.09329063
1370.658,0.115407,0.04030101,0.08886804,0.05520916,0.1098662,0.0522705,0.04648226,0.09344086
1371.14,0.1153102,0.04027222,0.08891783,0.05533002,0.1101791,0.05240041,0.04651202,0.09366897
1371.622,0.1152486,0.04025173,0.08897701,0.05548768,0.1105011,0.05247613,0.0466295,0.09396914
1372.104,0.1152631,0.04027014,0.08907605,0.05570556,0.1108359,0.05253588,0.04688945,0.09433687
1372.586,0.1153992,0.04036793,0.08926061,0.05601402,0.1112019,0.05264419,0.04733932,0.09477059
1373.068,0.1157015,0.04058694,0.08958389,0.05644084,0.1116253,0.05288049,0.04800133,0.09526865
1373.551,0.1161952,0.04094936,0.09008279,0.05699481,0.1121245,0.05330422,0.04884879,0.09582299
1374.033,0.1168684,0.04144086,0.09075411,0.05765228,0.1126954,0.05392297,0.0497969,0.09641064
1374.515,0.1176647,0.04200639,0.09154321,0.05835882,0.1133047,0.05467696,0.05072127,0.09699372
1374.997,0.1185046,0.04257677,0.09236606,0.0590528,0.1139014,0.05546762,0.05151566,0.09753065
1375.479,0.1193119,0.04309472,0.09314048,0.05968657,0.1144338,0.05620004,0.05212547,0.09798719
1375.961,0.1200287,0.04352744,0.09380442,0.06023152,0.1148568,0.05681047,0.05254507,0.09833984
1376.443,0.1206146,0.04385973,0.09431732,0.06066761,0.1151333,0.05726652,0.05278819,0.09857122
1376.925,0.1210308,0.04407743,0.09464248,0.06096556,0.1152254,0.05754495,0.05285803,0.09866014
1377.407,0.1212317,0.04415694,0.09473951,0.06107997,0.1150957,0.05761831,0.05273573,0.0985782
1377.89,0.1211748,0.04406962,0.09457232,0.06096044,0.1147214,0.05745673,0.05239261,0.09829901
1378.372,0.1208293,0.04378963,0.09411961,0.06056346,0.1141053,0.05703492,0.05180804,0.09780572
1378.854,0.120196,0.04330978,0.09339343,0.0598755,0.113288,0.05635058,0.05099272,0.09710445
1379.336,0.1193126,0.04264887,0.09244133,0.0589223,0.1123369,0.05543356,0.0499929,0.09622681
1379.818,0.1182466,0.0418484,0.09133929,0.05776298,0.1113286,0.05434307,0.04888087,0.09522413
1380.3,0.117076,0.04095868,0.09016776,0.05647057,0.1103217,0.05315339,0.04772881,0.09415544
1380.782,0.1158666,0.04002263,0.08898883,0.05510998,0.1093396,0.05193195,0.04658455,0.0930725
1381.264,0.1146741,0.03907503,0.08784556,0.05373823,0.1083795,0.05073985,0.04547106,0.0920227
1381.747,0.1135422,0.03814264,0.08676244,0.05240378,0.1074248,0.0496245,0.0443911,0.09104609
1382.229,0.1125043,0.03724742,0.08575034,0.05114887,0.1064647,0.04861736,0.0433406,0.09017312
1382.711,0.1115871,0.03641262,0.0848145,0.05001426,0.1055033,0.0477353,0.04232011,0.08942325
1383.193,0.1108021,0.03565783,0.083954,0.04902917,0.1045578,0.04697426,0.04133828,0.08879671
1383.675,0.1101403,0.03499252,0.0831608,0.04820176,0.1036455,0.04630946,0.0404048,0.08827282
1384.157,0.1095703,0.03441403,0.08242079,0.04751676,0.1027759,0.04569814,0.03952749,0.08781124
1384.639,0.1090419,0.03390478,0.08171559,0.04693536,0.1019412,0.04508849,0.03870501,0.08735828
1385.121,0.1084957,0.03343681,0.08102859,0.04640363,0.1011193,0.04443111,0.03792629,0.0868577
1385.604,0.1078711,0.03297613,0.08035168,0.04586009,0.1002841,0.04369035,0.03717715,0.0862563
1386.086,0.1071284,0.0324961,0.07969088,0.04525533,0.09942208,0.04286171,0.03644895,0.08552326
1386.568,0.1062704,0.03198992,0.07906694,0.04457269,0.09854752,0.04198191,0.03574883,0.08466557
1387.05,0.1053531,0.03147578,0.07850263,0.04383751,0.09770554,0.04112355,0.03510109,0.08373649
1387.532,0.1044678,0.03099201,0.07800977,0.04311009,0.09695319,0.04036315,0.0345383,0.08281779
1388.014,0.1036988,0.03057371,0.07757948,0.04245453,0.09632721,0.03974395,0.03408296,0.08198391
1388.496,0.1030885,0.03023423,0.07718569,0.04190998,0.09582537,0.03926016,0.03373419,0.08127604
1388.978,0.1026304,0.0299602,0.0768024,0.04148217,0.09541453,0.03887393,0.03347245,0.08069867
1389.46,0.1022901,0.02972231,0.07641442,0.04115497,0.09505246,0.03854118,0.03326792,0.08023655
1389.943,0.1020262,0.0294881,0.07602185,0.04090489,0.09470545,0.03823064,0.03308901,0.07986799
1390.425,0.1018045,0.02923282,0.07563678,0.04071209,0.09435831,0.03792939,0.03290893,0.07957146
1390.907,0.1016022,0.02894472,0.07527758,0.04056178,0.09401386,0.03764038,0.03270686,0.07932584
1391.389,0.1014048,0.02862719,0.07496431,0.04044408,0.09368851,0.03737513,0.03246871,0.07910851
1391.871,0.1012037,0.0282962,0.07470986,0.04035098,0.09340252,0.03714553,0.03218788,0.07889698
1392.353,0.1009922,0.02798083,0.07452169,0.04027343,0.09317591,0.0369609,0.03186534,0.07867136
1392.835,0.1007648,0.02772121,0.07440159,0.04019891,0.0930223,0.03682674,0.03151158,0.07842264
1393.317,0.1005186,0.02756134,0.07434854,0.04011143,0.09294698,0.03674609,0.03114424,0.07815978
1393.799,0.1002573,0.0275411,0.07435608,0.03999142,0.09294303,0.03671718,0.03079026,0.07791647
1394.281,0.09999605,0.02767576,0.07440688,0.03981736,0.09299099,0.03673074,0.03047854,0.07774559
1394.764,0.09976255,0.02794251,0.07447383,0.03957592,0.09306773,0.03677064,0.03022937,0.07769407
1395.246,0.09959038,0.02827691,0.07452139,0.03926897,0.09315336,0.03681324,0.03004411,0.07777624
1395.728,0.09950682,0.02860153,0.07452066,0.03891965,0.0932403,0.03683811,0.02990676,0.07796048
1396.21,0.09952149,0.02885982,0.07445862,0.03856516,0.09332973,0.03683364,0.02980022,0.07819258
1396.692,0.09962916,0.02902211,0.07433555,0.03825069,0.09342214,0.03679838,0.02972011,0.07842197
1397.174,0.09981399,0.02908005,0.07415947,0.03802077,0.09350856,0.03674081,0.02968323,0.07862194
1397.656,0.100055,0.02903496,0.07394159,0.03791382,0.09357026,0.03667831,0.02972098,0.07878909
1398.138,0.1003245,0.02889468,0.07370003,0.03795853,0.09358304,0.03663836,0.0298677,0.0789316
1398.621,0.1005887,0.02868001,0.07345945,0.03815608,0.09352991,0.03664925,0.03013669,0.07905437
1399.103,0.100815,0.02842822,0.07324933,0.03847034,0.09341497,0.03672659,0.03050247,0.07915051
1399.585,0.1009791,0.02819028,0.07309584,0.03883233,0.09326488,0.03686267,0.03090316,0.07920241
1400.067,0.1010724,0.02801123,0.0730127,0.03917066,0.09311596,0.0370263,0.03126874,0.07919448
1400.549,0.1010966,0.02791443,0.07299758,0.03943952,0.09299294,0.03717674,0.03155117,0.07912392
1401.031,0.1010538,0.02790167,0.07303587,0.03962108,0.09290236,0.03727303,0.03172881,0.07900155
1401.513,0.1009406,0.02795785,0.07310514,0.03971949,0.09283298,0.03728585,0.03180155,0.07884707
1401.995,0.1007507,0.02806025,0.07317943,0.03974688,0.0927657,0.03719985,0.03177716,0.07868098
1402.478,0.1004794,0.02818289,0.07322796,0.03971571,0.09268133,0.03701694,0.03166254,0.07852097
1402.96,0.1001326,0.02829996,0.07321852,0.03963434,0.09256698,0.0367586,0.0314625,0.07837452
1403.442,0.09973323,0.02838777,0.07312329,0.03950711,0.09242001,0.03646786,0.03118305,0.07823732
1403.924,0.09932756,0.0284267,0.07292936,0.03933766,0.09225171,0.03620817,0.03084138,0.07809336
1404.406,0.09897394,0.02840835,0.07265373,0.0391316,0.09208542,0.03604414,0.03046877,0.07792428
1404.888,0.0987247,0.02833885,0.07234773,0.03890039,0.09195075,0.03601981,0.03011017,0.07772285
1405.37,0.09860477,0.02823697,0.07208407,0.03866241,0.09187413,0.0361397,0.02981382,0.07750501
1405.852,0.09860326,0.02812543,0.07192324,0.03844023,0.09186824,0.03636949,0.02961259,0.07730691
1406.334,0.09868357,0.02802369,0.07189249,0.03825781,0.09193172,0.03665278,0.02951796,0.07717276
1406.817,0.09880353,0.02794517,0.07198068,0.03813808,0.09205398,0.03693308,0.02952129,0.07713925
1407.299,0.09893477,0.02789759,0.07214982,0.03809971,0.09222187,0.03717172,0.02960203,0.07722346
1407.781,0.09906718,0.02788911,0.0723546,0.03815867,0.09242424,0.03734971,0.02973583,0.07742303
1408.263,0.09920923,0.02793162,0.07255798,0.0383264,0.09265458,0.03746776,0.02989906,0.07771937
1408.745,0.09937972,0.02804003,0.07274484,0.03860623,0.09291171,0.03754249,0.03007558,0.07808648
1409.227,0.09960142,0.02823075,0.07292562,0.03899167,0.09319922,0.03760452,0.03025875,0.07849613
1409.709,0.09989209,0.02851577,0.07313383,0.0394633,0.09352551,0.03769427,0.03045539,0.07892703
1410.191,0.1002601,0.02889661,0.07341138,0.03999503,0.09390156,0.03785323,0.0306864,0.07937098
1410.674,0.1007043,0.02936018,0.07379522,0.04055708,0.09433848,0.03811792,0.03098463,0.07983275
1411.156,0.1012177,0.02987908,0.07430056,0.04112752,0.09484345,0.03850818,0.03138522,0.08032627
1411.638,0.1017918,0.03042141,0.07491549,0.04169835,0.09541503,0.03902114,0.03191151,0.08086395
1412.12,0.1024187,0.0309562,0.07560793,0.04227325,0.09604316,0.03963172,0.03256828,0.08145201
1412.602,0.1030883,0.03146204,0.07633762,0.04286058,0.09671018,0.04029828,0.03333589,0.08208527
1413.084,0.1037849,0.03192973,0.07706951,0.04346317,0.09739628,0.04097468,0.03417694,0.08275105
1413.566,0.1044833,0.0323597,0.077774,0.04407258,0.09808149,0.04161391,0.03503817,0.08343185
1414.048,0.1051509,0.0327593,0.07842884,0.04466854,0.09875047,0.04217754,0.03586367,0.08411176
1414.531,0.1057561,0.0331399,0.07901772,0.04522626,0.09939551,0.04264276,0.03660847,0.08478214
1415.013,0.1062707,0.03351224,0.07952355,0.04571813,0.1000118,0.04300042,0.03723966,0.08543952
1415.495,0.1066802,0.03388228,0.07993177,0.0461229,0.1005966,0.04325721,0.03774706,0.08608647
1415.977,0.1069832,0.03424689,0.08023058,0.04642607,0.1011442,0.04342946,0.03814104,0.08672689
1416.459,0.1071881,0.03458632,0.08041202,0.04661453,0.1016351,0.04353685,0.03844596,0.08735278
1416.941,0.1073012,0.03486007,0.08047557,0.04667217,0.1020306,0.04358997,0.0386845,0.08793014
1417.423,0.1073155,0.03500952,0.08042926,0.04657597,0.1022711,0.04358131,0.03885978,0.0883837
1417.905,0.1072069,0.03496991,0.08029563,0.04630867,0.1022871,0.04348177,0.03894269,0.08859111
1418.387,0.106952,0.03471249,0.08010699,0.0458838,0.1020453,0.04325876,0.03888047,0.08843298
1418.87,0.1065667,0.03428527,0.07989725,0.04536816,0.1015963,0.04291419,0.03863931,0.08788028
1419.352,0.1061253,0.03380609,0.07968783,0.04486652,0.1010722,0.04250704,0.03824691,0.08704467
1419.834,0.1057235,0.0333866,0.0794812,0.0444625,0.100601,0.042123,0.0377844,0.08611249
1420.316,0.1054235,0.03307306,0.07926459,0.04418392,0.1002358,0.04182332,0.03733467,0.08523446
1420.798,0.1052358,0.0328478,0.07902328,0.0440128,0.09995444,0.04162856,0.0369476,0.08448129
1421.28,0.1051318,0.0326632,0.07875158,0.04391287,0.09969945,0.04152822,0.03663386,0.08385696
1421.762,0.1050678,0.03247169,0.07845746,0.04384851,0.09941468,0.04150482,0.03638108,0.08334249
1422.244,0.1049984,0.03224117,0.07816277,0.04378905,0.09906693,0.04154193,0.03616644,0.08292253
1422.726,0.1048878,0.03196529,0.07789764,0.04371515,0.09865697,0.04162458,0.03596731,0.08259559
1423.208,0.1047164,0.03166822,0.07769856,0.04362208,0.09822463,0.04173506,0.0357691,0.08237833
1423.691,0.104492,0.03140374,0.07759814,0.04352827,0.09784161,0.04185185,0.03557295,0.08229338
1424.173,0.1042491,0.03123163,0.07761092,0.04346871,0.09757863,0.04195742,0.03539497,0.08234923
1424.655,0.1040364,0.03119241,0.07772661,0.0434808,0.09747393,0.04204363,0.03525827,0.08252737
1425.137,0.1038929,0.03128545,0.07791583,0.04358474,0.09751602,0.04211686,0.03518066,0.08278741
1425.619,0.1038318,0.03147684,0.07814729,0.0437755,0.09766076,0.04219234,0.03516743,0.08308844
1426.101,0.1038484,0.03171948,0.07839689,0.04403245,0.09785991,0.04228859,0.03521703,0.08340269
1426.583,0.1039323,0.03197109,0.07865354,0.04432979,0.09808512,0.04242401,0.03532866,0.08372154
1427.065,0.1040815,0.03220538,0.07891725,0.04464727,0.09833466,0.04261399,0.0355083,0.08405203
1427.548,0.1043101,0.03240817,0.07919408,0.04497229,0.09862816,0.04287227,0.03577173,0.08440824
1428.03,0.1046454,0.03257781,0.07949477,0.04530378,0.0989948,0.04320633,0.0361405,0.08480445
1428.512,0.1051184,0.03272336,0.07983305,0.04565249,0.0994571,0.04361583,0.03663376,0.0852478
1428.994,0.1057464,0.03286295,0.08022477,0.04603709,0.1000154,0.04408827,0.03725574,0.08573648
1429.476,0.106518,0.03302281,0.08068851,0.04647685,0.1006448,0.04460581,0.03798608,0.08626203
1429.958,0.1073906,0.0332321,0.08124118,0.04698319,0.1013088,0.04515372,0.03878336,0.08681633
1430.44,0.108301,0.03352066,0.0818947,0.04755602,0.101976,0.04572542,0.03959549,0.08739839
1430.922,0.1091872,0.03390832,0.08264501,0.04818372,0.1026341,0.04631854,0.04037882,0.08801134
1431.405,0.1100051,0.03439797,0.08346789,0.04884806,0.1032849,0.04692613,0.0411073,0.08865429
1431.887,0.1107315,0.03497443,0.08432064,0.04953002,0.1039322,0.0475303,0.04177251,0.08931673
1432.369,0.1113638,0.03560761,0.08515319,0.05021565,0.1045711,0.04810444,0.04237942,0.08997664
1432.851,0.1119145,0.03626309,0.08592318,0.05089847,0.1051873,0.04862276,0.04293955,0.09060927
1433.333,0.1124066,0.03690691,0.08660016,0.05157667,0.1057604,0.04906713,0.0434661,0.09119168
1433.815,0.1128716,0.03751768,0.08717459,0.05225088,0.1062774,0.049438,0.04397092,0.09171589
1434.297,0.1133496,0.03808948,0.08765586,0.05291918,0.1067417,0.0497591,0.04446318,0.09219281
1434.779,0.1138905,0.03863299,0.08807237,0.05357093,0.1071817,0.05008402,0.04494631,0.09265673
1435.261,0.1145437,0.03917397,0.08846927,0.05418961,0.107653,0.05049154,0.0454182,0.0931609
1435.744,0.1153348,0.03974182,0.08890142,0.05475721,0.1082246,0.05106597,0.04587059,0.09376138
1436.226,0.1162303,0.04034755,0.08941219,0.05526622,0.1089429,0.05184683,0.04629677,0.09448277
1436.708,0.1171317,0.0409616,0.09000125,0.05572566,0.1097848,0.05278055,0.04669774,0.09528098
1437.19,0.1179292,0.04153042,0.09063092,0.05616364,0.1106677,0.0537433,0.04709046,0.09606431
1437.672,0.1185681,0.04201655,0.09126199,0.05661474,0.1115089,0.05462436,0.04750003,0.0967567
1438.154,0.1190575,0.04241662,0.09187945,0.05709781,0.112269,0.055378,0.04794287,0.09733729
1438.636,0.1194383,0.04275318,0.09249331,0.05761665,0.1129499,0.05600979,0.0484257,0.09782903
1439.118,0.1197545,0.04305662,0.09312257,0.05816078,0.1135732,0.05654543,0.0489466,0.09827022
1439.601,0.1200406,0.0433514,0.09377914,0.05871015,0.11416,0.05700684,0.04949812,0.09869422
1440.083,0.1203252,0.04365262,0.09446136,0.05923741,0.1147231,0.05740873,0.05006787,0.09912166
1440.565,0.1206319,0.04396418,0.09515015,0.05971612,0.1152646,0.05776007,0.05063941,0.09955899
1441.047,0.1209789,0.04428104,0.09581754,0.06013337,0.1157804,0.05807192,0.05119673,0.1000013
1441.529,0.1213772,0.04459201,0.09642935,0.06049338,0.1162629,0.05836174,0.05172331,0.1004343
1442.011,0.1218272,0.04488431,0.09695643,0.06081956,0.1167074,0.05865287,0.05220494,0.1008407
1442.493,0.1223183,0.04514948,0.09738347,0.06114379,0.1171159,0.0589681,0.052633,0.1012067
1442.975,0.1228297,0.04538443,0.0977094,0.06149535,0.1174951,0.059322,0.05300281,0.1015249
1443.458,0.1233361,0.04559188,0.09794853,0.06188804,0.1178525,0.05971438,0.05331393,0.1017966
1443.94,0.1238158,0.04577857,0.09812497,0.06231721,0.1181932,0.06013224,0.05356986,0.1020319
1444.422,0.1242537,0.04595373,0.09827434,0.06276434,0.1185192,0.06055541,0.05377873,0.1022499
1444.904,0.1246468,0.04612762,0.0984405,0.0632077,0.1188321,0.0609694,0.05395384,0.102479
1445.386,0.1250036,0.04631203,0.09867267,0.06363478,0.1191375,0.0613748,0.05411334,0.102754
1445.868,0.125344,0.04652159,0.09902604,0.06404895,0.1194506,0.06179133,0.05428335,0.103118
1446.35,0.1256948,0.04677362,0.09954917,0.06447427,0.1197972,0.06225508,0.05449716,0.1036126
1446.832,0.1260847,0.04708585,0.100267,0.06495019,0.1202099,0.06280374,0.05479153,0.1042661
1447.314,0.1265396,0.04747086,0.1011599,0.06552322,0.120721,0.06345879,0.05520332,0.1050762
1447.797,0.1270761,0.04792869,0.1021583,0.06622453,0.1213487,0.06420969,0.05575569,0.1060012
1448.279,0.1277009,0.04844562,0.1031671,0.06705703,0.1220922,0.06501758,0.05644922,0.1069746
1448.761,0.1284178,0.0490014,0.1041091,0.06800012,0.1229415,0.06584102,0.05726543,0.1079369
1449.243,0.1292325,0.04958062,0.104963,0.06902562,0.1238904,0.06666272,0.0581779,0.1088657
1449.725,0.1301565,0.05017961,0.1057626,0.07011541,0.1249438,0.06749646,0.05916249,0.109779
1450.207,0.1312075,0.05080618,0.1065776,0.07126474,0.1261184,0.06837939,0.06019928,0.1107197
1450.689,0.1324016,0.05147348,0.1074808,0.07247823,0.1274291,0.06935038,0.06127094,0.1117299
1451.171,0.1337471,0.05219394,0.1085271,0.07375978,0.1288762,0.07043413,0.0623562,0.112834
1451.653,0.1352326,0.05297193,0.1097389,0.07510512,0.13043,0.07162768,0.06342696,0.1140248
1452.135,0.136833,0.05380302,0.1111018,0.07650758,0.1320397,0.07290212,0.06446101,0.1152697
1452.618,0.1385124,0.05467337,0.1125688,0.0779625,0.1336422,0.07421126,0.06545092,0.11652
1453.1,0.1402374,0.05556302,0.1140748,0.07947337,0.1351851,0.07550934,0.06641419,0.1177296
1453.582,0.1419991,0.05645518,0.1155664,0.08105883,0.1366517,0.07677607,0.06739493,0.1188772
1454.064,0.1438091,0.05733123,0.1170002,0.08274029,0.1380563,0.07801414,0.06845655,0.1199619
1454.546,0.1456864,0.05816501,0.1183363,0.08452086,0.1394288,0.07924014,0.0696694,0.1209919
1455.028,0.1476375,0.05891621,0.1195264,0.08636516,0.1407874,0.08046471,0.07109773,0.1219651
1455.51,0.1495958,0.05952358,0.1204986,0.08815399,0.1420984,0.08165967,0.07276577,0.1228502
1455.992,0.1513464,0.05992182,0.1211707,0.08964759,0.1432326,0.08271889,0.07458913,0.12359
1456.475,0.1525038,0.06008828,0.1214952,0.09051481,0.1439723,0.08344625,0.07629481,0.1241455
1456.957,0.1527419,0.06013897,0.1215773,0.09057206,0.1441965,0.08369416,0.07748535,0.1246157
1457.439,0.1522019,0.06030577,0.1216737,0.0900832,0.1441218,0.08359362,0.0779869,0.1252215
1457.921,0.151411,0.06072921,0.1219699,0.08955696,0.1441283,0.08346847,0.07801622,0.1260604
1458.403,0.1508021,0.06137881,0.1224603,0.08931631,0.144421,0.08353899,0.07792257,0.12704
1458.885,0.1504723,0.06213073,0.1230173,0.08936659,0.1449389,0.08379915,0.07789354,0.1279799
1459.367,0.1503422,0.0628783,0.1235304,0.08958958,0.1455325,0.08414824,0.07796511,0.1287462
1459.849,0.1503209,0.06356253,0.1239469,0.08988652,0.1460838,0.08450026,0.07812646,0.1292749
1460.332,0.1503616,0.06416547,0.1242704,0.09021433,0.1465394,0.08481739,0.07836477,0.1295704
1460.814,0.1504549,0.06469281,0.1245341,0.09057212,0.1468992,0.08510277,0.07867564,0.1296812
1461.296,0.1506097,0.06515288,0.1247801,0.09097551,0.1471883,0.08538238,0.07905442,0.1296739
1461.778,0.1508316,0.06554759,0.1250431,0.09143354,0.1474367,0.08568757,0.07948318,0.1296174
1462.26,0.15111,0.06586648,0.1253438,0.09193483,0.1476629,0.08604192,0.07992338,0.1295672
1462.742,0.151409,0.06608042,0.125686,0.09243187,0.1478632,0.08645141,0.08030209,0.1295646
1463.224,0.15167,0.06615162,0.1260575,0.09284398,0.1480093,0.08689427,0.08052497,0.1296261
1463.706,0.1518242,0.06604871,0.1264308,0.09307355,0.148055,0.08731585,0.08050276,0.1297387
1464.188,0.1518063,0.06576669,0.126755,0.09303372,0.1479484,0.08761879,0.08019556,0.1298453
1464.671,0.1515836,0.06533415,0.1269561,0.09269381,0.1476559,0.08769277,0.07965143,0.1298453
1465.153,0.15115,0.06478544,0.1269391,0.0920818,0.147163,0.08744854,0.07897268,0.1296141
1465.635,0.1504866,0.06411146,0.12659,0.09123017,0.1464435,0.0868304,0.07822357,0.1290278
1466.117,0.1495402,0.06325202,0.1258084,0.09012812,0.1454442,0.08581614,0.07736889,0.1280077
1466.599,0.1482371,0.06212785,0.1245261,0.08872178,0.1440957,0.08439852,0.07630248,0.1265245
1467.081,0.1465204,0.06068566,0.122722,0.08695407,0.1423441,0.08258745,0.07491504,0.1245963
1467.563,0.1443964,0.0589366,0.1204424,0.08482052,0.1401948,0.08042825,0.07316381,0.1222922
1468.045,0.1419334,0.05695184,0.1177873,0.08237724,0.1377141,0.07800277,0.07107815,0.119717
1468.528,0.1392457,0.05484429,0.1148881,0.07972908,0.1350174,0.07541828,0.0687432,0.1169947
1469.01,0.1364266,0.05271125,0.1118388,0.07696581,0.1322059,0.0727518,0.06623587,0.1142118
1469.492,0.133522,0.05061733,0.1086762,0.07413359,0.1293422,0.07003194,0.06359124,0.1114047
1469.974,0.1304908,0.04856262,0.1053432,0.07119018,0.1264074,0.06720307,0.06075708,0.1085299
1470.456,0.1271824,0.04646317,0.1016745,0.06797551,0.123267,0.06410299,0.05756669,0.1054485
1470.938,0.1233796,0.04416771,0.09745705,0.06424624,0.1196888,0.06049472,0.05377996,0.1019638
1471.42,0.118924,0.04151428,0.09257416,0.05979417,0.1154342,0.05618291,0.04922435,0.09792878
1471.902,0.1139455,0.03847278,0.0872342,0.05468616,0.1104895,0.05125058,0.04405385,0.09344548
1472.385,0.108987,0.03524802,0.08206315,0.04942088,0.1052551,0.0462185,0.03890676,0.08897269
1472.867,0.1047603,0.03221703,0.0777922,0.04472638,0.1004216,0.04183535,0.03461674,0.08511008
1473.349,0.1016634,0.02967348,0.0747633,0.04107425,0.09650997,0.0385707,0.03164162,0.08218452
1473.831,0.09960091,0.02766556,0.07279199,0.0384546,0.09359358,0.03638971,0.02986665,0.08009861
1474.313,0.09820919,0.02607198,0.07145542,0.03657389,0.09144098,0.03496247,0.02887387,0.07854733
1474.795,0.097142,0.02475069,0.07039438,0.03513343,0.08977876,0.03395389,0.02826605,0.07726229
1475.277,0.09616584,0.02360905,0.06939538,0.03393343,0.08840951,0.03312643,0.02776163,0.07608049
1475.759,0.09519166,0.02262109,0.06840244,0.03289669,0.08724298,0.03236751,0.02722341,0.07495506
1476.241,0.09423218,0.02179721,0.06745454,0.03201937,0.08626004,0.03165165,0.02662212,0.07390638
1476.724,0.0933452,0.02115063,0.06661906,0.03131916,0.08546498,0.03099154,0.02598417,0.07297103
1477.206,0.09258036,0.02066896,0.06593472,0.0307928,0.08484934,0.03040182,0.02535257,0.07216285
1477.688,0.09194927,0.02031315,0.06539091,0.03040708,0.08438094,0.02988022,0.02475543,0.07146414
1478.17,0.09143147,0.02003215,0.06494366,0.03011012,0.08401368,0.02941068,0.02420227,0.07083908
1478.652,0.0909882,0.01978138,0.0645389,0.02985103,0.08370169,0.02897468,0.023687,0.07025315
1479.134,0.09058201,0.01953459,0.06413491,0.0295931,0.08341005,0.02856163,0.02319982,0.06968761
1479.616,0.0901878,0.01928734,0.0637133,0.02931826,0.08311721,0.02817638,0.02273681,0.06914686
1480.098,0.0897962,0.01905262,0.06328009,0.02902741,0.08281401,0.02783413,0.02230209,0.06865405
1480.58,0.08941151,0.01885274,0.06285787,0.02873496,0.08250026,0.02755198,0.02190685,0.06823999
1481.063,0.08904494,0.01870708,0.0624741,0.02846338,0.08218137,0.0273368,0.02156373,0.06792862
1481.545,0.08870841,0.01862047,0.06214613,0.02823167,0.08186765,0.02717793,0.02127932,0.06771956
