absorbance_6.4_1A,6.4_1A,6.4_1AA,6.8_1A,6.8_2A
1481.545,0.04968102,0.02943623,0.08383319,0.05701762
1482.027,0.04930925,0.02912217,0.0835295,0.05692684
1482.509,0.04902168,0.02880513,0.08326198,0.05681182
1482.991,0.04881138,0.0284922,0.08301595,0.05666596
1483.473,0.04867065,0.02819274,0.08277769,0.05649598
1483.955,0.0485938,0.02791708,0.08253836,0.05631858
1484.437,0.04857458,0.02767315,0.08229291,0.05615149
1484.919,0.04860097,0.02746617,0.08203911,0.05600956
1485.402,0.04865079,0.02729656,0.08177766,0.05590077
1485.884,0.04869559,0.02716068,0.08151085,0.05582349
1486.366,0.04870442,0.02705154,0.08124616,0.05576817
1486.848,0.0486567,0.02696238,0.08099524,0.05572109
1487.33,0.04855127,0.02689025,0.08077206,0.05567078
1487.812,0.04840918,0.02683687,0.08058746,0.05561005
1488.294,0.04826201,0.02680554,0.08044093,0.05553752
1488.776,0.04813093,0.0267963,0.08031957,0.05545374
1489.259,0.04800833,0.02679891,0.08020106,0.05535971
1489.741,0.04786228,0.02679585,0.08007567,0.05525833
1490.223,0.04767155,0.02677529,0.07995982,0.05515782
1490.705,0.04744526,0.02673789,0.07988383,0.05506855
1491.187,0.04721789,0.02669345,0.07986632,0.05499689
1491.669,0.04702207,0.02665093,0.07990421,0.05494208
1492.151,0.04687842,0.02661481,0.07997993,0.05489649
1492.633,0.04679302,0.02658437,0.08007117,0.0548485
1493.115,0.0467626,0.02655695,0.0801579,0.05478437
1493.598,0.04677838,0.02652983,0.08022498,0.05468956
1494.08,0.04682661,0.0265023,0.08026323,0.05455117
1494.562,0.04688998,0.02647639,0.08027033,0.05436143
1495.044,0.04694336,0.02645729,0.08024963,0.05412366
1495.526,0.04695775,0.02644999,0.08020833,0.05385733
1496.008,0.04690795,0.02645382,0.08015353,0.05359785
1496.49,0.04678734,0.02645654,0.08008765,0.05338497
1496.972,0.04661894,0.0264372,0.08000825,0.05323821
1497.455,0.04644826,0.02637947,0.07991338,0.05314365
1497.937,0.04631986,0.02628227,0.07980684,0.05306242
1498.419,0.04625479,0.02616183,0.07969806,0.05295983
1498.901,0.04624741,0.02604156,0.07959756,0.05281839
1499.383,0.04627254,0.02594173,0.07951207,0.05263904
1499.865,0.04629871,0.02587107,0.07944207,0.05243514
1500.347,0.04629756,0.02582691,0.07938375,0.05222442
1500.829,0.04625193,0.02579726,0.07933218,0.05202489
1501.312,0.04616056,0.02576796,0.07928393,0.05185021
1501.794,0.0460364,0.02572602,0.07923935,0.05171249
1502.276,0.04590372,0.02566314,0.0792006,0.05162147
1502.758,0.04579079,0.0255755,0.07916879,0.05158399
1503.24,0.04573172,0.02546159,0.07914148,0.05160473
1503.722,0.04576418,0.02532019,0.0791085,0.05168352
1504.204,0.04593414,0.02514608,0.07905203,0.0518154
1504.686,0.0463047,0.02493028,0.07894446,0.05198353
1505.168,0.04696424,0.02466288,0.07875349,0.05215265
1505.651,0.04801989,0.02434877,0.07845513,0.0522613
1506.133,0.04947059,0.02406103,0.07807616,0.05222063
1506.615,0.05090292,0.02399713,0.07776458,0.05199334
1507.097,0.05146468,0.02433947,0.07773763,0.0517313
1507.579,0.05086036,0.02493918,0.07800268,0.05167929
1508.061,0.04972868,0.02548539,0.07833792,0.0518525
1508.543,0.04865803,0.02585291,0.07858725,0.05211461
1509.025,0.04784613,0.0260586,0.07872053,0.05236372
1509.507,0.04728843,0.02614817,0.07877158,0.05255936
1509.99,0.04693555,0.02615619,0.07878707,0.0526963
1510.472,0.04674102,0.02610461,0.0788099,0.05278221
1510.954,0.04665893,0.02600897,0.07886361,0.05283052
1511.436,0.04664243,0.02588326,0.07894695,0.05285481
1511.918,0.04664454,0.02574142,0.07903493,0.05286454
1512.4,0.04662716,0.02559762,0.0790906,0.05286514
1512.882,0.04656665,0.02546494,0.07907872,0.05285811
1513.364,0.0464557,0.02535611,0.07897801,0.05284403
1513.846,0.04630168,0.02528089,0.07878712,0.05282277
1514.329,0.04612169,0.02524624,0.07852551,0.05279455
1514.811,0.04593952,0.02525416,0.07823277,0.05275694
1515.293,0.04577893,0.02529845,0.07796005,0.05270306
1515.775,0.04566374,0.02535926,0.07776301,0.05262004
1516.257,0.0456092,0.02540409,0.07767607,0.0524955
1516.739,0.04561699,0.02540606,0.07768762,0.0523317
1517.221,0.04567428,0.0253667,0.07773644,0.05215662
1517.703,0.0457657,0.02532468,0.07775236,0.05201487
1518.186,0.04588599,0.02533313,0.07769705,0.05194612
1518.668,0.04603934,0.02544528,0.07756362,0.05197829
1519.15,0.04623444,0.02570701,0.07736368,0.05212698
1519.632,0.04647863,0.02615971,0.0771128,0.05239908
1520.114,0.0467673,0.02682718,0.07683812,0.05277484
1520.596,0.04707213,0.0276688,0.07658729,0.05317418
1521.078,0.04733467,0.02851917,0.07643318,0.0534325
1521.56,0.04748531,0.02907629,0.0764459,0.05334553
1522.042,0.04750802,0.02912971,0.07662588,0.0528643
1522.525,0.04745615,0.02876123,0.07689394,0.05216749
1523.007,0.04739353,0.02823188,0.07715468,0.05149907
1523.489,0.04734033,0.02774109,0.07735339,0.0510064
1523.971,0.0472822,0.02736357,0.07747169,0.05074573
1524.453,0.04719406,0.02709994,0.07751071,0.05074795
1524.935,0.04706086,0.02691291,0.0774861,0.05102785
1525.417,0.04689133,0.02675742,0.07742491,0.05157054
1525.899,0.04671856,0.02659813,0.07736123,0.05229352
1526.382,0.04657954,0.02642865,0.07732105,0.05304827
1526.864,0.04649269,0.02626942,0.07731038,0.05366879
1527.346,0.04644503,0.02614939,0.07731677,0.05403206
1527.828,0.04640888,0.02608255,0.07732248,0.05410149
1528.31,0.04636394,0.02605948,0.07731692,0.05391014
1528.792,0.04630937,0.02604825,0.07730012,0.05353212
1529.274,0.04626347,0.0260071,0.07727858,0.05305076
1529.756,0.04625754,0.02588992,0.07725901,0.0525418
1530.239,0.04632762,0.02565297,0.07724354,0.05206625
1530.721,0.04650656,0.02526146,0.07722874,0.05166023
1531.203,0.04682212,0.02469639,0.07720904,0.05134721
1531.685,0.04728634,0.02398033,0.07718427,0.05114285
1532.167,0.04787819,0.02320823,0.0771694,0.05106156
1532.649,0.04850574,0.02259585,0.07720152,0.05111245
1533.131,0.04900119,0.02242269,0.07732613,0.05128274
1533.613,0.04921494,0.0228208,0.07755701,0.05152745
1534.095,0.04912848,0.02363512,0.07785338,0.05178826
1534.578,0.04884653,0.02455775,0.07814691,0.05203314
1535.06,0.04848097,0.02536885,0.07838523,0.05226675
1535.542,0.04809393,0.02597848,0.07854253,0.05251465
1536.024,0.04769517,0.02638886,0.07861773,0.05281286
1536.506,0.04726419,0.02663827,0.07862875,0.05320539
1536.988,0.04677148,0.02676949,0.07861508,0.05374823
1537.47,0.04619168,0.02681912,0.07864158,0.05450877
1537.952,0.04551845,0.02680359,0.07880147,0.05556262
1538.434,0.0448205,0.02670486,0.07920781,0.05693799
1538.917,0.04432089,0.02644151,0.07993451,0.0585064
1539.399,0.04448029,0.02587206,0.08088462,0.0598027
1539.881,0.04585772,0.02492058,0.08160969,0.05997647
1540.363,0.04845731,0.02381846,0.08154154,0.05847181
1540.845,0.05136331,0.02303511,0.08063689,0.05584835
1541.327,0.05355408,0.02283697,0.07944882,0.05327892
1541.809,0.0546747,0.02313845,0.0784739,0.05142713
1542.291,0.05481187,0.02372586,0.07787487,0.05035168
1542.773,0.05412751,0.02438938,0.07760961,0.04987236
1543.256,0.05278465,0.02495722,0.07756068,0.04978089
1543.738,0.05099607,0.02529273,0.07760984,0.04991254
1544.22,0.04908235,0.02531915,0.0776692,0.05015578
1544.702,0.04738954,0.02506338,0.07770455,0.05045716
1545.184,0.0461603,0.0246307,0.07772301,0.05080688
1545.666,0.04545323,0.02414459,0.07774611,0.05121693
1546.148,0.0451693,0.02368675,0.07778179,0.05169655
1546.63,0.04515114,0.02329094,0.07781704,0.05224377
1547.113,0.04524164,0.02295809,0.07782074,0.05283789
1547.595,0.04531856,0.0226741,0.07775429,0.05344152
1548.077,0.04528693,0.02242925,0.07757732,0.05398794
1548.559,0.04509211,0.0222272,0.0772648,0.05438383
1549.041,0.04473669,0.02208521,0.07682689,0.05454071
1549.523,0.0442911,0.02202677,0.07632529,0.05441846
1550.005,0.04386848,0.02206146,0.07585604,0.05407293
1550.487,0.04355771,0.02217555,0.07549691,0.05362516
1550.969,0.04338803,0.02234089,0.07527816,0.05319655
1551.452,0.04333194,0.02253277,0.07518455,0.05284352
1551.934,0.0433444,0.02274067,0.07518716,0.05255322
1552.416,0.04338224,0.02296294,0.07526485,0.0522701
1552.898,0.04341599,0.02319878,0.07541101,0.05192512
1553.38,0.04342708,0.02343837,0.07562474,0.05146669
1553.862,0.04340112,0.02365762,0.07589369,0.05087985
1554.344,0.04332797,0.02382708,0.07618711,0.05019449
1554.826,0.04320627,0.02392848,0.07646398,0.04946098
1555.309,0.04305163,0.02396814,0.07668664,0.04872054
1555.791,0.04290698,0.02398172,0.07683863,0.04797779
1556.273,0.04285441,0.02402907,0.0769281,0.04720429
1556.755,0.04305304,0.02420039,0.07698944,0.04636922
1557.237,0.04377383,0.0246108,0.07708027,0.04550435
1557.719,0.04539141,0.02535945,0.07726739,0.04485369
1558.201,0.04797767,0.0263113,0.07754578,0.0450735
1558.683,0.05041508,0.02685888,0.07772164,0.04674244
1559.166,0.05106442,0.02650857,0.07762321,0.04914313
1559.648,0.05003824,0.02563462,0.07740092,0.05098872
1560.13,0.04847727,0.02478709,0.07725132,0.05197375
1560.612,0.0470247,0.02416059,0.07721614,0.05237695
1561.094,0.04584385,0.02375083,0.07726304,0.05247294
1561.576,0.0449173,0.02350403,0.07735111,0.05242287
1562.058,0.04420501,0.0233719,0.07745012,0.0523134
1562.54,0.04368211,0.02331441,0.07753598,0.05219575
1563.022,0.04333874,0.02329715,0.07758924,0.05210316
1563.505,0.04318543,0.02328986,0.07759339,0.05206114
1563.987,0.04323319,0.02326735,0.07753941,0.05208465
1564.469,0.04347175,0.02321703,0.07743066,0.0521704
1564.951,0.0438568,0.02314126,0.07728279,0.05229387
1565.433,0.04431566,0.02305616,0.07711618,0.05241439
1565.915,0.04477739,0.02298095,0.07694441,0.05249175
1566.397,0.04518507,0.02293139,0.07677118,0.05249031
1566.879,0.04550365,0.02291451,0.07659237,0.05238418
1567.361,0.04571326,0.0229285,0.07640396,0.05215595
1567.844,0.04579406,0.02296169,0.07621285,0.05180273
1568.326,0.04572686,0.02299169,0.07604487,0.05135487
1568.808,0.04550369,0.02298914,0.07594123,0.05089244
1569.29,0.04515579,0.02292888,0.07594071,0.05054696
1569.772,0.04475805,0.02281246,0.07604421,0.05042412
1570.254,0.04439054,0.02266959,0.07621037,0.05052859
1570.736,0.0440956,0.02253629,0.07638285,0.05077622
1571.218,0.04387129,0.02243361,0.07652308,0.05106941
1571.7,0.04369607,0.02236484,0.07661669,0.05134723
1572.183,0.04354706,0.02232443,0.07666496,0.05158515
1572.665,0.04340808,0.02230275,0.07667761,0.05178566
1573.147,0.04327001,0.02229132,0.07666752,0.05196358
1573.629,0.04313122,0.0222842,0.07665005,0.05213611
1574.111,0.04299992,0.02228324,0.07664043,0.05231466
1574.593,0.04289834,0.0223031,0.07665151,0.05249324
1575.075,0.04286807,0.02237651,0.0766876,0.05263525
1575.557,0.04295466,0.02254322,0.07673617,0.05267688
1576.04,0.04316953,0.02281695,0.07676764,0.05256675
1576.522,0.04345431,0.02315212,0.07675728,0.05232675
1577.004,0.04371665,0.02346607,0.07670949,0.05204912
1577.486,0.0438937,0.0236964,0.07664741,0.05182513
1577.968,0.04397578,0.02382363,0.07659102,0.05169546
1578.45,0.04398613,0.02385877,0.07654668,0.05165349
1578.932,0.04395723,0.02382148,0.07651378,0.05167194
1579.414,0.04392138,0.02373421,0.07648899,0.05171684
1579.896,0.04390474,0.02361969,0.0764695,0.05175808
1580.379,0.04392757,0.02350221,0.07645403,0.05177083
1580.861,0.04400018,0.02340683,0.07644401,0.05174156
1581.343,0.04412138,0.02335287,0.07644343,0.05167092
1581.825,0.04427959,0.02335115,0.07645937,0.05157317
1582.307,0.04445777,0.02339963,0.07650074,0.05147043
1582.789,0.04464192,0.02348421,0.07657478,0.05138436
1583.271,0.04482251,0.0235831,0.07668448,0.05133152
1583.753,0.04499683,0.02367392,0.07682475,0.05131925
1584.236,0.04516604,0.02374082,0.0769817,0.05134742
1584.718,0.0453297,0.02377709,0.07713377,0.05141053
1585.2,0.04548364,0.02378689,0.07725902,0.05150075
1585.682,0.04562029,0.02378203,0.07734323,0.05160965
1586.164,0.04572975,0.02377726,0.07738507,0.05172646
1586.646,0.04580386,0.02378453,0.07739902,0.05183963
1587.128,0.04583831,0.02380879,0.07740974,0.05193698
1587.61,0.04583349,0.02384798,0.07744659,0.05200747
1588.093,0.04579476,0.02389473,0.07753105,0.05204507
1588.575,0.04573189,0.02394072,0.07767026,0.05205165
1589.057,0.04566045,0.02398002,0.07785199,0.05203872
1589.539,0.04559898,0.02401296,0.07805007,0.05202339
1590.021,0.04556844,0.02404438,0.07823178,0.05202178
1590.503,0.04558887,0.02408149,0.07836789,0.0520424
1590.985,0.04567338,0.02412828,0.07844133,0.05208026
1591.467,0.04582456,0.02418303,0.07844865,0.05211825
1591.949,0.04603052,0.02423792,0.07839734,0.05213193
1592.432,0.0462658,0.02428195,0.07830104,0.05210039
1592.914,0.04649308,0.02430465,0.07817777,0.05201223
1593.396,0.04666964,0.02430045,0.07804929,0.05187238
1593.878,0.04676066,0.02427055,0.07793873,0.05170067
1594.36,0.04674717,0.02422178,0.07787064,0.05152751
1594.842,0.04663313,0.0241626,0.07786582,0.05138352
1595.324,0.04644339,0.0240984,0.07793272,0.05128834
1595.806,0.04621714,0.02402972,0.07806414,0.05124693
1596.288,0.04599519,0.02395363,0.07823585,0.05124985
1596.771,0.04580758,0.02386794,0.07841659,0.05128047
1597.253,0.04567265,0.02377559,0.0785742,0.05132077
1597.735,0.04559601,0.02368635,0.07868756,0.05135709
1598.217,0.04557414,0.02361508,0.07875099,0.05138195
1598.699,0.045598,0.02357947,0.07877294,0.05139228
1599.181,0.04565418,0.02359431,0.07877066,0.05138953
1599.663,0.04572744,0.02366648,0.07876199,0.05137693
1600.145,0.04580057,0.02379265,0.07875798,0.05136188
1600.627,0.04585851,0.02395867,0.0787574,0.05135436
1601.11,0.0458932,0.02414344,0.0787487,0.05136591
1601.592,0.04590714,0.02432259,0.07871535,0.05140746
1602.074,0.04591462,0.02447627,0.0786471,0.05148435
1602.556,0.04593577,0.02459409,0.07854687,0.05159244
1603.038,0.04598981,0.02467503,0.07843269,0.05171723
1603.52,0.0460841,0.0247265,0.07832964,0.05183752
1604.002,0.04620977,0.02475928,0.07825945,0.05193218
1604.484,0.04634431,0.02478492,0.07823251,0.05198505
1604.967,0.04646075,0.02481164,0.07824421,0.05198984
1605.449,0.04653646,0.02484438,0.07827874,0.05194857
1605.931,0.04656024,0.02488469,0.07831409,0.05187032
1606.413,0.04653686,0.02493207,0.07833096,0.05176622
1606.895,0.04648478,0.02498429,0.07831603,0.05164801
1607.377,0.04642963,0.02503804,0.07826492,0.05152696
1607.859,0.04639181,0.02508983,0.07818237,0.05141353
1608.341,0.04637674,0.02513585,0.07807935,0.05131948
1608.823,0.04636953,0.02517194,0.07797059,0.0512588
1609.306,0.04634412,0.02519299,0.07787099,0.05124474
1609.788,0.04627313,0.02519269,0.07779568,0.05128787
1610.27,0.04614265,0.02516522,0.07775968,0.05139177
1610.752,0.04595868,0.02510814,0.07777523,0.05154866
1611.234,0.04574552,0.02502517,0.07785066,0.05173972
1611.716,0.04553879,0.02492882,0.07798645,0.05193735
1612.198,0.04537306,0.02483802,0.07817477,0.05211373
1612.68,0.04527912,0.02477845,0.07840031,0.05224271
1613.163,0.04528001,0.02477822,0.07864285,0.05230568
1613.645,0.04539286,0.02486357,0.07888262,0.05229409
1614.127,0.04563277,0.02505843,0.07909674,0.05221022
1614.609,0.04601073,0.02537644,0.07925987,0.05207318
1615.091,0.04652671,0.02581106,0.07934273,0.05192341
1615.573,0.0471374,0.02630742,0.07931449,0.05183544
1616.055,0.04773364,0.02675259,0.07916316,0.05189749
1616.537,0.04816315,0.02701204,0.07892472,0.0521545
1617.02,0.04831749,0.02701485,0.07868917,0.0525544
1617.502,0.04821264,0.02680701,0.07854541,0.05297362
1617.984,0.0479493,0.02649295,0.07853005,0.0533051
1618.466,0.04763193,0.02616114,0.07863125,0.05349891
1618.948,0.04732075,0.02585296,0.0788136,0.0535558
1619.43,0.04703867,0.02557778,0.07904102,0.05349827
1619.912,0.04678948,0.02533429,0.07928015,0.05335519
1620.394,0.04656804,0.0251204,0.07950218,0.05315661
1620.876,0.04637103,0.02494071,0.07967824,0.05293415
1621.359,0.04620261,0.02480866,0.07977553,0.0527267
1621.841,0.04607624,0.02474,0.0797645,0.05257418
1622.323,0.04601198,0.02474204,0.07962964,0.05251171
1622.805,0.04602396,0.02479766,0.07939069,0.0525505
1623.287,0.04610338,0.02486609,0.07910582,0.05266563
1623.769,0.0462164,0.02490317,0.07884946,0.05280665
1624.251,0.04632156,0.02488974,0.07867081,0.05292859
1624.733,0.04639282,0.02483848,0.07857669,0.05301505
1625.215,0.04642197,0.02478003,0.0785474,0.05307142
1625.698,0.04641389,0.02474825,0.07855815,0.05311268
1626.18,0.04637873,0.02476833,0.07859091,0.05315171
1626.662,0.04632856,0.02485476,0.07863731,0.05319627
1627.144,0.04627458,0.0250044,0.07869533,0.05324734
1627.626,0.04622492,0.02519539,0.07876471,0.05330181
1628.108,0.04618362,0.02539116,0.07884185,0.05335672
1628.59,0.04615102,0.02555506,0.07891904,0.05341243
1629.072,0.04612403,0.02566498,0.07898718,0.05347278
1629.554,0.04609942,0.02571448,0.07903822,0.05354225
1630.037,0.04607413,0.02570778,0.07906649,0.05362221
1630.519,0.04604471,0.02565303,0.07906865,0.05371125
1631.001,0.0460067,0.02556022,0.07904222,0.05380552
1631.483,0.04595323,0.02544338,0.07898573,0.05390225
1631.965,0.04587486,0.02532308,0.07889759,0.05400229
1632.447,0.04575907,0.02523231,0.07877852,0.05411185
1632.929,0.04559066,0.02521398,0.07863335,0.05424274
1633.411,0.04535224,0.0253171,0.07847492,0.05441084
1633.894,0.04503115,0.02558607,0.07833445,0.05462755
1634.376,0.04463332,0.02603148,0.07826589,0.05488552
1634.858,0.044214,0.02657978,0.07834055,0.05513455
1635.34,0.04390913,0.02702248,0.07859975,0.05526699
1635.822,0.04387718,0.02711671,0.07898085,0.05518195
1636.304,0.04415701,0.02681351,0.07932995,0.05489267
1636.786,0.0446263,0.02631777,0.07952888,0.05452602
1637.268,0.0451334,0.02586603,0.07956927,0.05419733
1637.75,0.04559174,0.02557792,0.07950042,0.05395218
1638.233,0.04597376,0.02546832,0.07937974,0.05378695
1638.715,0.04628161,0.02549855,0.07925422,0.05367991
1639.197,0.04652172,0.02561494,0.07916553,0.05361092
1639.679,0.04669964,0.02576393,0.07915117,0.05356831
1640.161,0.04682066,0.02590402,0.07923678,0.0535504
1640.643,0.04688995,0.02600645,0.07943378,0.0535633
1641.125,0.04691372,0.02605785,0.07973264,0.05361726
1641.607,0.04689854,0.02605655,0.08010603,0.05371866
1642.09,0.04684933,0.02600404,0.08051166,0.05386621
1642.572,0.04676911,0.02589869,0.08090065,0.05404704
1643.054,0.04665756,0.02573194,0.08122893,0.05424005
1643.536,0.04651328,0.02549086,0.08145167,0.0544133
1644.018,0.04633596,0.02516417,0.08152718,0.05452794
1644.5,0.04612858,0.02474818,0.08141408,0.05454038
1644.982,0.04590525,0.02426871,0.08107411,0.05440344
1645.464,0.04570099,0.023803,0.08049161,0.05408123
1645.947,0.04558055,0.02349595,0.07971951,0.0535851
1646.429,0.04562381,0.02352704,0.07895885,0.05303627
1646.911,0.0458597,0.02395045,0.07850732,0.05264407
1647.393,0.04621858,0.02459371,0.0785306,0.05254127
1647.875,0.04659306,0.02520439,0.07893498,0.05267784
1648.357,0.04692784,0.02565925,0.07951453,0.05291746
1648.839,0.04722488,0.02596551,0.08011925,0.05316103
1649.321,0.04750866,0.02617646,0.08067662,0.05336518
1649.803,0.04780505,0.02634445,0.08116852,0.05352721
1650.286,0.04813405,0.02650689,0.08159889,0.05366452
1650.768,0.04850295,0.02668964,0.08197454,0.05380791
1651.25,0.04889777,0.02691531,0.08230165,0.05400439
1651.732,0.04925264,0.02721184,0.08257349,0.05431862
1652.214,0.04939267,0.02761386,0.08274812,0.05480597
1652.696,0.04906447,0.02812332,0.08273827,0.05540734
1653.178,0.04823672,0.02862998,0.08251248,0.05585208
1653.66,0.04733881,0.02896718,0.08222913,0.05591202
1654.142,0.04676123,0.02908963,0.08206625,0.05569268
1654.625,0.04652499,0.02905458,0.08204328,0.05541144
1655.107,0.04649563,0.02891488,0.08209329,0.05518702
1655.589,0.04656198,0.0287009,0.08215468,0.05504763
1656.071,0.04666016,0.02843208,0.08219114,0.05498696
1656.553,0.04675732,0.02812963,0.08218689,0.05498502
1657.035,0.04683982,0.02781565,0.08213966,0.05501661
1657.517,0.04690189,0.02751367,0.08205709,0.05505459
1657.999,0.04694365,0.02724115,0.08195538,0.05507369
1658.481,0.04696856,0.02700346,0.08185448,0.05505603
1658.964,0.04698129,0.02679452,0.08177718,0.05499208
1659.446,0.04698605,0.02659762,0.08174286,0.05488375
1659.928,0.04698499,0.02639283,0.08176185,0.05474073
1660.41,0.04697821,0.02616473,0.08182912,0.05458059
1660.892,0.04696546,0.02591463,0.08191942,0.05442214
1661.374,0.04694971,0.02566592,0.08198685,0.05428245
1661.856,0.04694313,0.02546834,0.08196864,0.05417314
1662.338,0.0469675,0.02537585,0.08181821,0.05409654
1662.821,0.04704362,0.0254117,0.0815421,0.05404592
1663.303,0.04717779,0.0255471,0.08120613,0.05400946
1663.785,0.04735385,0.02572114,0.08089335,0.05397942
1664.267,0.04754207,0.02588009,0.08065618,0.05395525
1664.749,0.04770886,0.02599541,0.08050571,0.05394173
1665.231,0.04782428,0.0260659,0.08042194,0.05394629
1665.713,0.04786222,0.02610652,0.08037337,0.05397738
1666.195,0.04779781,0.02614208,0.08032708,0.05404523
1666.677,0.04761192,0.02620077,0.08025747,0.05416007
1667.16,0.04729576,0.02631035,0.08015092,0.05433099
1667.642,0.04686537,0.02648863,0.08001566,0.0545587
1668.124,0.04636987,0.0267295,0.0798889,0.05482922
1668.606,0.04589991,0.02698462,0.07983856,0.05510281
1669.088,0.04556675,0.0271634,0.07993804,0.05531732
1669.57,0.04544286,0.02718095,0.08021333,0.05541835
1670.052,0.04551427,0.02701876,0.08061178,0.05539658
1670.534,0.04569528,0.02674646,0.08103198,0.05529559
1671.017,0.04589985,0.02646422,0.08139378,0.05517484
1671.499,0.0460768,0.02625366,0.08166333,0.05507936
1671.981,0.04621187,0.02615788,0.08184682,0.0550303
1672.463,0.04630991,0.02618891,0.08196681,0.05503047
1672.945,0.04638001,0.02634697,0.08204936,0.05507726
1673.427,0.04643349,0.02662231,0.08211797,0.05516597
1673.909,0.04648713,0.02699158,0.0821903,0.05529153
1674.391,0.04656992,0.0274005,0.08227608,0.05544269
1674.874,0.04671833,0.02776381,0.08237407,0.05559919
1675.356,0.04695432,0.02800164,0.08247566,0.05573666
1675.838,0.04727017,0.02808077,0.08257265,0.05583702
1676.32,0.0476314,0.02803058,0.08266287,0.05589825
1676.802,0.04800081,0.02790574,0.08274708,0.05593036
1677.284,0.04835149,0.02775641,0.08282673,0.0559474
1677.766,0.04867095,0.0276141,0.08290406,0.05596307
1678.248,0.04895929,0.027495,0.08298369,0.05598966
1678.73,0.04922381,0.02740779,0.08307442,0.05603914
1679.213,0.049479,0.02735364,0.08318706,0.05612079
1679.695,0.0497407,0.02732551,0.08333106,0.05623855
1680.177,0.05001804,0.02730656,0.08350829,0.0563884
1680.659,0.05030398,0.02727326,0.08371132,0.05656144
1681.141,0.05057199,0.02720292,0.08392618,0.05675058
1681.623,0.05077244,0.02708153,0.08413465,0.05695766
1682.105,0.05083904,0.02691625,0.0843211,0.05719961
1682.587,0.05069629,0.02675468,0.08447313,0.05750831
1683.069,0.05030654,0.02671874,0.08457985,0.05791629
1683.552,0.04977021,0.02698323,0.08463714,0.05840872
1684.034,0.04939435,0.02762962,0.08466334,0.05887704
1684.516,0.04946498,0.02847257,0.08470847,0.05918798
1684.998,0.0499392,0.02922465,0.08480939,0.05932209
1685.48,0.05058139,0.02976003,0.0849621,0.0593611
1685.962,0.05120584,0.03011252,0.08513907,0.05938718
1686.444,0.05173761,0.0303614,0.08531697,0.05944163
1686.926,0.0521586,0.03057563,0.08548786,0.05953684
1687.408,0.05247673,0.03080173,0.08565696,0.05966545
1687.891,0.05271141,0.03106317,0.08583677,0.059807
1688.373,0.05288666,0.03136153,0.08604068,0.05993197
1688.855,0.0530306,0.0316776,0.08627476,0.06001222
1689.337,0.05316855,0.03198357,0.08653395,0.06003529
1689.819,0.05332378,0.03225608,0.08680375,0.06001074
1690.301,0.05351083,0.03249057,0.08706755,0.05996703
1690.783,0.05373562,0.03270052,0.08731526,0.05993564
1691.265,0.0539983,0.03290863,0.08754452,0.05994095
1691.748,0.05429467,0.03313501,0.08776087,0.05999326
1692.23,0.05461896,0.03339092,0.08797425,0.060092
1692.712,0.05496297,0.0336771,0.08819939,0.06023161
1693.194,0.05531975,0.03398603,0.08845668,0.06040867
1693.676,0.05568814,0.034307,0.08877726,0.06062827
1694.158,0.05607384,0.03462762,0.08920494,0.06090498
1694.64,0.05649604,0.03494325,0.08978941,0.06126075
1695.122,0.05698195,0.03526487,0.09055664,0.06170472
1695.604,0.05754869,0.03562613,0.09145033,0.06219684
1696.087,0.05816968,0.03606505,0.09231267,0.06263249
1696.569,0.0587735,0.03659437,0.09296385,0.06289179
1697.051,0.0592902,0.03719614,0.09331945,0.06291509
1697.533,0.05969119,0.03783967,0.093409,0.06272642
1698.015,0.05999408,0.03850217,0.09332559,0.06240895
1698.497,0.06025802,0.03916766,0.09321129,0.06211031
1698.979,0.06057522,0.03981628,0.09325786,0.06204717
1699.461,0.06105638,0.04040971,0.09371105,0.0624961
1699.944,0.06176439,0.04089995,0.09474824,0.06363185
1700.426,0.06262995,0.04126827,0.09627706,0.0652967
1700.908,0.0634976,0.04155502,0.09797339,0.06707317
1701.39,0.06425988,0.04183155,0.09953788,0.06861518
1701.872,0.06491223,0.04215063,0.1008566,0.06982717
1702.354,0.06551329,0.04254835,0.1019449,0.07077079
1702.836,0.06614109,0.04305357,0.102871,0.07156062
1703.318,0.06686797,0.04369761,0.1037147,0.07231016
1703.801,0.06774604,0.04451358,0.1045564,0.0731196
1704.283,0.06877849,0.04551829,0.1054759,0.07406333
1704.765,0.06989834,0.04668582,0.1065369,0.07516433
1705.247,0.07095809,0.0479164,0.1077617,0.07636753
1705.729,0.07180098,0.04906195,0.1091094,0.07754665
1706.211,0.07236031,0.0500018,0.1104933,0.07857555
1706.693,0.07268927,0.0506945,0.1118298,0.07939111
1707.175,0.07290333,0.05117127,0.1130661,0.08000586
1707.657,0.07310257,0.05148888,0.1141766,0.08047132
1708.14,0.07334605,0.05170082,0.1151457,0.08084671
1708.622,0.07364339,0.05184707,0.1159625,0.08118279
1709.104,0.07397465,0.0519577,0.1166247,0.08151734
1709.586,0.0743059,0.05205968,0.1171416,0.08187705
1710.068,0.07461093,0.05217513,0.1175419,0.08227378
1710.55,0.07488274,0.05231799,0.1178678,0.08270545
1711.032,0.0751332,0.05248945,0.1181658,0.08315647
1711.514,0.07538509,0.0526765,0.1184699,0.0836048
1711.996,0.07565947,0.05285607,0.1187952,0.08403021
1712.479,0.07596774,0.05300102,0.1191342,0.08441899
1712.961,0.07631102,0.05309306,0.1194638,0.0847722
