absorbance_6.4_1A,6.4_1A,6.4_1AA,6.8_1A,6.8_2A
2465.545,0.04922468,0.02760461,0.08310415,0.05728059
2466.027,0.04917367,0.0274988,0.0830827,0.05734919
2466.509,0.04905018,0.02742045,0.08304004,0.05737766
2466.991,0.0488827,0.02736161,0.08298166,0.05734309
2467.473,0.04871615,0.02731716,0.08292518,0.05724111
2467.956,0.04859991,0.02728742,0.08289564,0.05708457
2468.438,0.04857472,0.02727963,0.08292164,0.05690165
2468.92,0.04865542,0.0273036,0.08302318,0.05672396
2469.402,0.04882656,0.02736762,0.08320653,0.05657941
2469.884,0.04904481,0.02747384,0.08346085,0.05648574
2470.366,0.04925604,0.02761504,0.08376106,0.05644656
2470.848,0.04941121,0.02777515,0.08407478,0.05645357
2471.33,0.04948124,0.02793163,0.08437049,0.05649149
2471.813,0.04946673,0.02806278,0.08462749,0.05654478
2472.294,0.04939339,0.02815439,0.08483668,0.05660098
2472.777,0.0493024,0.02820478,0.08500001,0.05665329
2473.259,0.04923174,0.02822666,0.08512348,0.05669962
2473.741,0.04920689,0.02824476,0.0852107,0.05673927
2474.223,0.04923352,0.02828846,0.08525832,0.05677078
2474.705,0.04930005,0.02837935,0.08525617,0.05679125
2475.187,0.04938421,0.02852414,0.08519147,0.05679614
2475.669,0.04946275,0.02870875,0.08505576,0.05678311
2476.151,0.04952098,0.02890339,0.08485069,0.05675278
2476.634,0.04955376,0.02907034,0.08459131,0.05671124
2477.116,0.0495649,0.02917794,0.08430419,0.05666779
2477.598,0.04956309,0.02921353,0.08401857,0.05663191
2478.08,0.0495566,0.02918674,0.08376241,0.05661028
2478.562,0.04955067,0.02912591,0.08355278,0.05660366
2479.044,0.04954611,0.02906395,0.08339339,0.05660643
2479.526,0.04954171,0.02902712,0.08327595,0.05660969
2480.008,0.04953601,0.02902135,0.08318516,0.05660435
2480.49,0.04953121,0.02903302,0.08310647,0.05658692
2480.973,0.04953331,0.02903484,0.08303078,0.05656158
2481.455,0.04955121,0.02900158,0.08295868,0.05653979
2481.937,0.0495945,0.02892458,0.08289921,0.05653663
2482.419,0.04967016,0.02881765,0.08286646,0.05656682
2482.901,0.04977791,0.02871319,0.08287368,0.05663731
2483.383,0.04990868,0.02864903,0.08292902,0.05674515
2483.865,0.05004286,0.02865356,0.08303238,0.05687549
2484.347,0.05015475,0.02873109,0.08317515,0.0570073
2484.83,0.05021707,0.0288597,0.08334232,0.0571179
2485.312,0.0502066,0.0289973,0.08351438,0.05718962
2485.794,0.05011234,0.02910046,0.08367217,0.05721528
2486.276,0.04993787,0.02913761,0.08379846,0.05719943
2486.758,0.04970129,0.02910042,0.08388063,0.05715637
2487.24,0.04942871,0.02900488,0.08391285,0.05710428
2487.722,0.0491485,0.02888235,0.08389786,0.05705931
2488.204,0.04888376,0.02876786,0.08384738,0.05703175
2488.687,0.0486468,0.02868542,0.08378019,0.05702325
2489.168,0.04844185,0.02864452,0.08372045,0.05702943
2489.651,0.04826799,0.02864054,0.08369245,0.05704359
2490.133,0.04812584,0.02866166,0.08371335,0.05706218
2490.615,0.04802225,0.02869554,0.08378898,0.05708666
2491.097,0.04797053,0.02873376,0.08391049,0.05712395
2491.579,0.04798551,0.02877315,0.08405674,0.05718222
2492.061,0.0480783,0.02881127,0.08419694,0.05726695
2492.543,0.04824753,0.0288436,0.08429995,0.0573756
2493.025,0.04847727,0.02886229,0.08434337,0.05749755
2493.508,0.04873608,0.02885881,0.08431611,0.05761407
2493.99,0.04898439,0.02882782,0.08422186,0.05770411
2494.472,0.0491855,0.02877191,0.0840747,0.05775098
2494.954,0.04931011,0.02870192,0.08389547,0.05774589
2495.436,0.04934551,0.02863372,0.08370407,0.05769034
2495.918,0.04929502,0.02858065,0.08351507,0.05759513
2496.4,0.04917569,0.02854879,0.08333837,0.0574772
2496.882,0.04901218,0.0285331,0.08318,0.0573539
2497.365,0.04882982,0.02852016,0.08304507,0.05723874
2497.847,0.04865375,0.02849373,0.08294079,0.05714095
2498.329,0.04850405,0.02844399,0.08287603,0.05706371
2498.811,0.0483956,0.02837311,0.08286007,0.05700602
2499.293,0.04833909,0.02829662,0.08289879,0.05696524
2499.775,0.0483396,0.02823834,0.08299213,0.05693899
2500.257,0.04839614,0.02822157,0.08313203,0.05692656
2500.739,0.04850028,0.0282618,0.08330311,0.05692964
2501.221,0.04863768,0.02835831,0.08348536,0.05695181
2501.704,0.04878861,0.0284935,0.08365794,0.05699722
2502.186,0.04893159,0.02863638,0.08380132,0.05706829
2502.668,0.04904974,0.02875286,0.08390355,0.05716424
2503.15,0.0491343,0.02881266,0.08396102,0.05727842
2503.632,0.04918701,0.02879807,0.08398005,0.05739869
2504.114,0.04922112,0.02870856,0.08397613,0.05750961
2504.596,0.04925746,0.02855926,0.08397146,0.05759446
2505.078,0.04932057,0.02837834,0.08399071,0.05764046
2505.561,0.04942925,0.02819684,0.08405201,0.05764241
2506.043,0.04959427,0.02804513,0.08416349,0.05760424
2506.525,0.04981209,0.02794502,0.08431748,0.05753812
2507.007,0.0500671,0.02790604,0.08449331,0.05745887
2507.489,0.05033278,0.02792624,0.08465972,0.05738095
2507.971,0.05057901,0.02799555,0.08478557,0.05731284
2508.453,0.05078061,0.02810114,0.08484949,0.05725643
2508.935,0.05092042,0.02823039,0.08484413,0.05720883
2509.417,0.05099506,0.02837555,0.08477838,0.05716589
2509.9,0.05101302,0.02853304,0.08467098,0.05712594
2510.382,0.05099259,0.02870132,0.08454429,0.05709089
2510.864,0.05095419,0.02887702,0.08441571,0.05706428
2511.346,0.05091482,0.02905323,0.08429395,0.05704762
2511.828,0.05088394,0.02921806,0.08418148,0.05703748
2512.31,0.05086198,0.02935851,0.08408034,0.0570238
2512.792,0.05084179,0.0294658,0.08399683,0.05699431
2513.274,0.05081211,0.02953862,0.08394454,0.05693842
2513.757,0.05076211,0.02958537,0.08393969,0.05685448
2514.239,0.05068487,0.0296214,0.08399238,0.05675164
2514.721,0.05057845,0.02966354,0.08409893,0.0566487
2515.203,0.05044705,0.0297211,0.08423759,0.05656577
2515.685,0.05030013,0.0297893,0.084373,0.05651671
2516.167,0.05015161,0.02984813,0.08446486,0.05650287
2516.649,0.05001815,0.02986766,0.08448601,0.05651187
2517.131,0.0499171,0.02981694,0.08443029,0.05652314
2517.614,0.04986521,0.0296754,0.08431778,0.05651634
2518.096,0.04987308,0.02944314,0.08418518,0.05648166
2518.578,0.0499427,0.02914428,0.08407403,0.05642421
2519.06,0.05006372,0.02882424,0.08401561,0.05636255
2519.542,0.05021556,0.02853522,0.08402001,0.05632039
2520.024,0.05036689,0.02832708,0.08407666,0.05631798
2520.506,0.05048349,0.02823346,0.08416236,0.05636348
2520.988,0.05053781,0.02826191,0.08425443,0.05645143
2521.47,0.05051402,0.02839513,0.08433947,0.05656602
2521.953,0.05041552,0.02859532,0.08441643,0.05668884
2522.435,0.0502629,0.02881936,0.08449185,0.05680788
2522.917,0.05009266,0.029026,0.08457131,0.05691998
2523.399,0.04994786,0.02918877,0.08465008,0.05702923
2523.881,0.04986439,0.02930112,0.08471405,0.05714092
2524.363,0.0498666,0.02937254,0.0847426,0.05725532
2524.845,0.04995789,0.02942256,0.0847216,0.05736323
2525.327,0.05012173,0.02947013,0.08465226,0.05744937
2525.81,0.05032527,0.0295259,0.08455463,0.05749623
2526.292,0.0505301,0.02958726,0.08446203,0.05749429
2526.774,0.05070546,0.02964009,0.08440694,0.05744709
2527.256,0.05083433,0.02966386,0.08440993,0.05737256
2527.738,0.05092052,0.02964156,0.0844688,0.05729731
2528.22,0.05098369,0.02956902,0.08456081,0.05724905
2528.702,0.05105189,0.02945885,0.08465064,0.05724958
2529.184,0.05114653,0.02933909,0.08470727,0.057308
2529.667,0.0512714,0.02924543,0.08471557,0.05742129
2530.148,0.05140646,0.02921343,0.08468252,0.0575763
2530.631,0.05151261,0.02926421,0.08463255,0.05775624
2531.113,0.05154352,0.02939992,0.08459693,0.0579445
2531.595,0.05146076,0.02960201,0.08460248,0.05812488
2532.077,0.05125245,0.02983761,0.08465926,0.05828388
2532.559,0.05094102,0.03006746,0.08475981,0.058408
2533.041,0.05058346,0.03025535,0.08488146,0.0584841
2533.523,0.05025211,0.03037765,0.08499698,0.05850238
2534.005,0.05002085,0.03042529,0.08508122,0.058459
2534.488,0.04994392,0.03040273,0.08511754,0.05835937
2534.97,0.05004001,0.03032383,0.08510086,0.05821824
2535.452,0.05029077,0.03020713,0.08503512,0.0580581
2535.934,0.05064591,0.03007258,0.08493159,0.05790385
2536.416,0.05104167,0.02993844,0.08480456,0.05777556
2536.898,0.05140894,0.02982245,0.08467024,0.05768486
2537.38,0.05168908,0.02974152,0.08454455,0.05763275
2537.862,0.05184354,0.029709,0.08443829,0.05761145
2538.344,0.05185176,0.02973387,0.08435662,0.05760756
2538.827,0.05171343,0.02981637,0.08429667,0.05760758
2539.309,0.05144484,0.02994637,0.08424908,0.0576018
2539.791,0.05108012,0.03010236,0.08420008,0.0575843
2540.273,0.05066823,0.03025565,0.08413933,0.05755243
2540.755,0.05026414,0.03037786,0.0840647,0.05750507
2541.237,0.04992741,0.0304466,0.08398519,0.05744011
2541.719,0.04970558,0.03045313,0.08391886,0.05735556
2542.201,0.04962353,0.0304042,0.08388528,0.05725016
2542.684,0.04967805,0.03032093,0.08389954,0.05712656
2543.166,0.04983754,0.03023072,0.08396401,0.0569933
2543.648,0.05005299,0.03015918,0.08406709,0.05686584
2544.13,0.05026711,0.03012341,0.08418579,0.05676611
2544.612,0.05043431,0.03012654,0.08429454,0.0567185
2545.094,0.05053043,0.03015839,0.08437359,0.05674412
2545.576,0.05055414,0.03019992,0.08441381,0.05685761
2546.058,0.05052231,0.03023084,0.08441853,0.05706047
2546.541,0.05045993,0.03023673,0.08439893,0.05733985
2547.022,0.05039022,0.03021212,0.08436896,0.05766708
2547.505,0.05032697,0.03016215,0.08433856,0.05800381
2547.987,0.05027489,0.03009915,0.08431143,0.05830663
2548.469,0.05023371,0.03003802,0.08428511,0.0585341
2548.951,0.05020478,0.02999126,0.08425415,0.0586577
2549.433,0.05019489,0.0299664,0.08421332,0.05866578
2549.915,0.05021764,0.02996642,0.08415977,0.05856695
2550.397,0.05028689,0.0299917,0.08409519,0.05838627
2550.879,0.05041251,0.03004263,0.08402531,0.05816138
2551.362,0.05059316,0.03012105,0.08396092,0.05793459
2551.844,0.05081496,0.03022941,0.08391699,0.05774159
2552.326,0.05105304,0.03036852,0.08391239,0.057608
2552.808,0.0512775,0.0305334,0.0839672,0.05754576
2553.29,0.05146251,0.03071221,0.08409554,0.05755273
2553.772,0.05159067,0.0308848,0.08430115,0.05761627
2554.254,0.05165753,0.03102637,0.08457032,0.05771801
2554.736,0.05167051,0.03111379,0.08487319,0.05783917
2555.219,0.05164647,0.03112848,0.08516587,0.05796165
2555.701,0.05160643,0.03106246,0.08540213,0.05807069
2556.183,0.0515695,0.03091925,0.08554861,0.05815624
2556.665,0.05155153,0.03071375,0.08559131,0.05821088
2557.147,0.05156137,0.03046865,0.0855413,0.05822995
2557.629,0.05160132,0.0302097,0.08542798,0.05821132
2558.111,0.051668,0.02996482,0.08529016,0.05815497
2558.593,0.05175496,0.02975914,0.08516026,0.05806261
2559.075,0.05185409,0.02961154,0.08505532,0.05793919
2559.558,0.05195627,0.02953413,0.08497649,0.05779302
2560.04,0.05205261,0.02952831,0.08491323,0.0576367
2560.522,0.05213356,0.02958411,0.08485489,0.05748573
2561.004,0.05218814,0.02967958,0.08479851,0.05735923
2561.486,0.05220542,0.02978673,0.08475378,0.05727541
2561.968,0.05217499,0.0298757,0.08473876,0.05724865
2562.45,0.05209077,0.02992064,0.08477252,0.05728633
2562.932,0.05195455,0.0299083,0.08486328,0.05738521
2563.415,0.05177895,0.02983959,0.08500409,0.05753177
2563.897,0.05158823,0.02973002,0.08517215,0.05770274
2564.379,0.05141318,0.02960344,0.08533914,0.05787305
2564.861,0.0512865,0.02948781,0.08547929,0.058019
2565.343,0.05123454,0.02940785,0.08557922,0.058125
2565.825,0.05126848,0.02937933,0.08564136,0.0581863
2566.307,0.0513824,0.02940934,0.08568061,0.05820866
2566.789,0.05155263,0.0294957,0.08571552,0.05820461
2567.271,0.05174715,0.02962977,0.08575854,0.05818726
2567.754,0.05193086,0.02979745,0.08581083,0.05816603
2568.236,0.05207708,0.02998052,0.085861,0.05814274
2568.718,0.05217496,0.0301591,0.08589225,0.0581122
2569.2,0.05223025,0.03031106,0.08588785,0.05806407
2569.682,0.05226295,0.0304162,0.08584109,0.05798794
2570.164,0.05229844,0.03046189,0.0857577,0.05787858
2570.646,0.05236081,0.0304449,0.08565601,0.05773835
2571.128,0.05246345,0.03037615,0.08556095,0.0575791
2571.611,0.05260526,0.03027776,0.0854951,0.05741967
2572.093,0.05277034,0.03018178,0.0854739,0.05728525
2572.575,0.05293276,0.03012135,0.08549979,0.05720099
2573.057,0.05306613,0.03012174,0.08556307,0.05718817
2573.539,0.05314866,0.03019684,0.08564422,0.05726163
2574.021,0.0531721,0.03034433,0.08572069,0.05742488
2574.503,0.05314302,0.03054818,0.08577276,0.05766899
2574.985,0.05308085,0.03078002,0.08578675,0.05797073
2575.468,0.05301047,0.03100762,0.08575777,0.05829536
2575.95,0.05295343,0.03119958,0.08568842,0.05860237
2576.432,0.0529221,0.03132844,0.08558605,0.05884782
2576.914,0.05291474,0.03137727,0.08545861,0.05899625
2577.396,0.05291788,0.03134121,0.0853122,0.05902552
2577.878,0.05291173,0.03122946,0.08515108,0.05893109
2578.36,0.05287962,0.03106378,0.08497895,0.05872792
2578.842,0.05281452,0.03087615,0.08480255,0.0584479
2579.324,0.05272241,0.03070382,0.08463502,0.05813566
2579.807,0.05261997,0.03057699,0.08449414,0.05783692
2580.289,0.05252903,0.03051355,0.08440103,0.05759459
2580.771,0.05247042,0.03051325,0.08437453,0.05744071
2581.253,0.05245589,0.03055866,0.08442304,0.05739048
2581.735,0.05248726,0.03062013,0.08454143,0.05744271
2582.217,0.05255684,0.0306662,0.08470936,0.05757932
2582.699,0.05265197,0.03067551,0.08489759,0.05777182
2583.181,0.05275797,0.03064067,0.08507331,0.05798395
2583.664,0.05286122,0.03056963,0.08520991,0.05818001
2584.146,0.05295103,0.03047899,0.08529423,0.05833329
2584.628,0.0530185,0.03038576,0.08532651,0.05842835
2585.11,0.05305781,0.03029991,0.08531842,0.0584654
2585.592,0.05306715,0.03022075,0.08528533,0.05845735
2586.074,0.05305089,0.03014061,0.08524168,0.05842675
2586.556,0.05302113,0.03005267,0.08519604,0.05839768
2587.038,0.05299515,0.02995834,0.08515077,0.05838701
2587.521,0.05299352,0.02987167,0.08510497,0.0584017
2588.002,0.05303219,0.02981673,0.08505788,0.05843503
2588.485,0.05311594,0.02981777,0.08501099,0.05847171
2588.967,0.05323607,0.02989167,0.08496863,0.05849207
2589.449,0.05337172,0.03003733,0.08493573,0.05848106
2589.931,0.05349626,0.03023486,0.08491503,0.05843318
2590.413,0.05358421,0.0304485,0.08490612,0.05835507
2590.895,0.05361997,0.03063952,0.08490609,0.05826305
2591.377,0.05360094,0.03077753,0.08491167,0.05817825
2591.859,0.05353564,0.03084652,0.08492188,0.05812178
2592.342,0.0534385,0.03085028,0.08493918,0.05810753
2592.824,0.05332375,0.03080558,0.08496742,0.05814119
2593.306,0.05320203,0.03073693,0.08500964,0.05822027
2593.788,0.05307877,0.03066482,0.08506378,0.0583363
2594.27,0.05295653,0.03060287,0.08512231,0.05847756
2594.752,0.05283802,0.03055523,0.08517306,0.05863123
2595.234,0.05272716,0.03051967,0.08520434,0.05878558
2595.716,0.05262848,0.03049146,0.08521008,0.05892903
2596.198,0.0525444,0.03046777,0.0851934,0.05905018
2596.681,0.05247268,0.03044933,0.08516585,0.05913898
2597.163,0.05240739,0.03044021,0.0851457,0.05918628
2597.645,0.0523416,0.03044658,0.08515137,0.05918497
2598.127,0.05227349,0.03047439,0.08519496,0.05913248
2598.609,0.05220992,0.03052891,0.0852799,0.05903035
2599.091,0.05216699,0.03061384,0.08540025,0.05888591
2599.573,0.05216349,0.03073158,0.08554336,0.05871072
2600.055,0.05221483,0.03088174,0.08569346,0.05852172
2600.538,0.05232283,0.03105996,0.08583499,0.05833929
2601.02,0.05247317,0.03125696,0.08595652,0.05818384
2601.502,0.05263611,0.03145608,0.08604917,0.05807462
2601.984,0.05277666,0.03163562,0.0861083,0.05802435
2602.466,0.05286704,0.03177267,0.08613335,0.05803416
2602.948,0.0528936,0.03184642,0.08612819,0.0580926
2603.43,0.05286182,0.03184411,0.08610147,0.05817648
2603.912,0.05279125,0.03176462,0.08606485,0.05825701
2604.395,0.05270759,0.0316186,0.0860317,0.05830555
2604.876,0.0526319,0.03142657,0.08601148,0.05830456
2605.359,0.05257448,0.0312133,0.08600681,0.05825237
2605.841,0.05253618,0.0310047,0.08601128,0.05816427
2606.323,0.05251277,0.03082096,0.08601147,0.05806651
2606.805,0.0525026,0.03067465,0.08599269,0.05798692
2607.287,0.05251108,0.03057097,0.08594477,0.05794575
2607.769,0.05254889,0.03050863,0.08586822,0.05794803
2608.251,0.05262699,0.03048341,0.08577573,0.05798386
2608.733,0.05274749,0.03049018,0.08568964,0.05803316
2609.216,0.05289864,0.03052492,0.08563273,0.05807664
2609.698,0.05305425,0.03058456,0.08562105,0.05810366
2610.18,0.05317931,0.03066623,0.08565713,0.05811677
2610.662,0.05324347,0.03076561,0.08572935,0.05812974
2611.144,0.05323029,0.0308758,0.08581575,0.05816133
2611.626,0.05314384,0.03098691,0.08589213,0.05822609
2612.108,0.05300757,0.0310881,0.08594236,0.05832708
2612.59,0.05285759,0.03116822,0.08596224,0.0584544
2613.073,0.05273242,0.03121848,0.08596075,0.05858799
2613.555,0.05265955,0.03123417,0.08595377,0.05870607
2614.037,0.0526525,0.03121395,0.08595768,0.05879064
2614.519,0.0527091,0.0311594,0.08598117,0.05883278
2615.001,0.05281668,0.03107386,0.08602095,0.05883299
2615.483,0.05295835,0.03096133,0.08606288,0.0587979
2615.965,0.05311877,0.03082701,0.08608703,0.05873644
2616.447,0.05328753,0.03067825,0.08607604,0.05865628
2616.929,0.05345676,0.03052732,0.08602029,0.05856473
2617.412,0.05361839,0.03039114,0.08592211,0.05847014
2617.894,0.05376158,0.03028889,0.08579444,0.05838281
2618.376,0.05387037,0.03023933,0.08565817,0.05831703
2618.858,0.05392624,0.03025418,0.08553564,0.05828688
2619.34,0.05391363,0.03033223,0.0854445,0.05830183
2619.822,0.05382416,0.03045834,0.08539656,0.05836346
2620.304,0.05366208,0.03060463,0.08539587,0.05846193
2620.786,0.05344553,0.03073899,0.08543982,0.05858022
2621.269,0.05320619,0.030831,0.08552113,0.05869697
2621.751,0.05298109,0.03086299,0.08563018,0.05879505
2622.233,0.05280478,0.03083372,0.08575618,0.05886657
2622.715,0.05270328,0.03075821,0.08588654,0.05891361
2623.197,0.0526852,0.03066158,0.08600906,0.05894615
2623.679,0.05274128,0.03057033,0.08611196,0.05897667
2624.161,0.0528456,0.03050613,0.08618464,0.05901466
2624.643,0.05296523,0.03047877,0.08622112,0.05906257
2625.125,0.05306669,0.03048749,0.08622108,0.05911553
2625.608,0.05312505,0.03052317,0.08619095,0.05916378
2626.09,0.05313056,0.03057444,0.08614319,0.0591973
2626.572,0.05308934,0.03063134,0.08609379,0.05920913
2627.054,0.05302024,0.03068732,0.08605957,0.05919786
2627.536,0.05294704,0.03073914,0.08605282,0.05916693
2628.018,0.05289231,0.03078457,0.08607944,0.05912408
2628.5,0.05287121,0.03082073,0.08613685,0.05907822
2628.982,0.05288799,0.03084402,0.08621536,0.05903777
2629.465,0.05293774,0.03085123,0.08630003,0.05900897
2629.947,0.05300956,0.030842,0.08637421,0.05899484
2630.429,0.05309211,0.03081973,0.08642517,0.05899455
2630.911,0.05317688,0.0307919,0.08644433,0.05900325
2631.393,0.05326049,0.0307673,0.08643039,0.05901308
2631.875,0.05334409,0.03075232,0.08638796,0.05901543
2632.357,0.05343141,0.03074861,0.08632682,0.05900286
2632.839,0.0535253,0.03075274,0.08625942,0.05897256
2633.322,0.05362526,0.03075748,0.08619793,0.05892774
2633.804,0.05372601,0.0307556,0.08615431,0.05887771
2634.286,0.05381805,0.0307442,0.08613762,0.05883461
2634.768,0.05388999,0.03072711,0.08615296,0.05880937
2635.25,0.053931,0.03071517,0.08620175,0.05880916
2635.732,0.05393435,0.030723,0.08628035,0.05883421
2636.214,0.05389929,0.03076412,0.08638036,0.05887918
2636.696,0.05383279,0.03084719,0.08648833,0.0589361
2637.178,0.05374723,0.03097225,0.08658878,0.05899801
2637.661,0.05365753,0.03112959,0.08666668,0.05906238
2638.143,0.05357959,0.03130098,0.08670978,0.05913084
2638.625,0.05352413,0.03146464,0.08671281,0.05920681
2639.107,0.05349652,0.03160016,0.08667792,0.05929289
2639.589,0.05349623,0.03169151,0.08661596,0.05938692
2640.071,0.05351833,0.03173294,0.08654209,0.05948224
2640.553,0.05355584,0.0317287,0.08647384,0.05956863
2641.035,0.05360138,0.03169278,0.08642669,0.05963627
2641.518,0.05364893,0.03164396,0.08640953,0.05968024
2642.0,0.0536929,0.03160152,0.08642497,0.05970099
2642.482,0.05372718,0.03157984,0.0864685,0.05970519
2642.964,0.05374607,0.03158429,0.08653151,0.05970161
2643.446,0.0537444,0.03160983,0.08660365,0.05969843
2643.928,0.05372095,0.03164358,0.08667539,0.05970102
2644.41,0.05368031,0.03166999,0.08674057,0.05971047
2644.892,0.05363576,0.03167573,0.08679564,0.05972523
2645.375,0.05360653,0.03165483,0.0868392,0.05974311
2645.856,0.05361294,0.03161015,0.0868713,0.05976312
2646.339,0.05367054,0.03155187,0.08689191,0.05978457
2646.821,0.05378313,0.0314929,0.08690121,0.05980654
2647.303,0.05393948,0.03144263,0.08689971,0.05982652
2647.785,0.05411436,0.03140425,0.08688933,0.05984001
2648.267,0.05427421,0.03137304,0.08687322,0.059842
2648.749,0.05438906,0.03134,0.08685516,0.05982999
2649.231,0.05443734,0.03129444,0.08683827,0.05980622
2649.713,0.05441421,0.03123046,0.08682301,0.05977869
2650.196,0.05433029,0.03114896,0.08680676,0.05975904
2650.678,0.05420858,0.03105788,0.08678278,0.05975856
2651.16,0.05407541,0.03096978,0.08674383,0.05978342
2651.642,0.05395227,0.03089633,0.08668421,0.05983091
2652.124,0.05385379,0.03084682,0.08660342,0.0598895
2652.606,0.05378443,0.03082469,0.08650795,0.05994266
2653.088,0.05374173,0.03082827,0.08641091,0.05997446
2653.57,0.0537202,0.03085344,0.08633076,0.05997514
2654.052,0.05371466,0.03089571,0.08628518,0.05994493
2654.535,0.05372112,0.03095229,0.08628735,0.05989385
2655.017,0.05373661,0.03102246,0.08634263,0.05983831
2655.499,0.05375731,0.03110628,0.0864466,0.05979398
2655.981,0.05377731,0.03120337,0.08658651,0.05977123
2656.463,0.05378852,0.03131043,0.08674366,0.05977194
2656.945,0.05378381,0.03142202,0.08689903,0.0597893
2657.427,0.05375829,0.03153009,0.08703507,0.05981161
2657.909,0.05371271,0.03162557,0.08713879,0.05982641
2658.392,0.0536531,0.03170086,0.08720309,0.05982579
2658.874,0.05358991,0.0317504,0.0872262,0.05980837
2659.356,0.05353536,0.03177173,0.08721101,0.05977936
2659.838,0.05349946,0.03176526,0.08716486,0.05974786
2660.32,0.0534887,0.0317343,0.08709878,0.0597251
2660.802,0.05350457,0.03168413,0.08702725,0.05972029
2661.284,0.05354463,0.03162064,0.08696488,0.05973786
2661.766,0.05360312,0.03155136,0.0869267,0.05977831
2662.249,0.05367302,0.03148405,0.08692327,0.0598379
2662.73,0.0537475,0.03142621,0.08695938,0.05991003
2663.213,0.05381919,0.0313854,0.08703206,0.05998746
2663.695,0.05388153,0.03136747,0.08713178,0.06006311
2664.177,0.05392921,0.03137606,0.08724575,0.06013151
2664.659,0.05395864,0.03141071,0.08735988,0.06018825
2665.141,0.05396896,0.03146642,0.08746418,0.06023022
2665.623,0.05396322,0.0315338,0.08755416,0.06025526
2666.105,0.05394795,0.03159959,0.08763067,0.06026204
2666.587,0.05393207,0.03165039,0.08769793,0.06025045
2667.07,0.05392477,0.03167599,0.08775958,0.06022202
2667.552,0.05393381,0.03167237,0.08781618,0.06018089
2668.034,0.05396296,0.03164359,0.08786332,0.06013391
2668.516,0.05401171,0.03160088,0.0878932,0.0600891
2668.998,0.054075,0.03156,0.08789684,0.06005536
2669.48,0.05414501,0.03153459,0.08786889,0.06003901
2669.962,0.05421306,0.03153229,0.08780976,0.06004312
2670.444,0.05427074,0.03155166,0.08772766,0.06006651
2670.927,0.05431216,0.03158307,0.08763601,0.06010443
2671.409,0.05433366,0.0316124,0.0875508,0.0601515
2671.891,0.05433456,0.03162646,0.08748643,0.0602029
2672.373,0.05431668,0.03161862,0.08745119,0.06025679
2672.855,0.05428321,0.03159076,0.08744613,0.06031353
2673.337,0.05423876,0.03155181,0.08746594,0.06037409
2673.819,0.05418768,0.03151263,0.0875015,0.06043666
2674.301,0.05413426,0.03148157,0.08754253,0.060495
2674.783,0.054083,0.03146057,0.087581,0.06053735
2675.266,0.05403676,0.03144571,0.08761272,0.06055006
2675.748,0.05399834,0.03142931,0.08763684,0.06052084
2676.23,0.05396944,0.03140585,0.08765522,0.06044471
2676.712,0.05395077,0.03137583,0.08766998,0.06032698
2677.194,0.05394197,0.03134657,0.08768313,0.06018483
2677.676,0.05394149,0.03132961,0.08769505,0.06004349
2678.158,0.053947,0.03133465,0.0877059,0.05992859
2678.64,0.05395478,0.03136557,0.08771534,0.05986204
2679.123,0.05396123,0.0314167,0.08772304,0.05985362
2679.605,0.05396263,0.03147589,0.0877287,0.05990018
2680.087,0.05395672,0.03152743,0.08773078,0.05998574
2680.569,0.05394303,0.03155949,0.08772661,0.06008664
2681.051,0.05392379,0.03156823,0.08771149,0.06017934
2681.533,0.0539038,0.0315584,0.0876805,0.06024392
2682.015,0.05389041,0.03154068,0.08762974,0.06027006
2682.497,0.0538912,0.03152606,0.0875591,0.06025806
2682.979,0.05391379,0.03152239,0.08747342,0.06021784
2683.462,0.05396304,0.03153159,0.08738262,0.06016573
2683.944,0.05403996,0.03155094,0.08729932,0.06011976
2684.426,0.0541404,0.03157639,0.08723731,0.06009786
2684.908,0.0542562,0.031606,0.08720618,0.06011277
2685.39,0.05437588,0.03164088,0.08721026,0.06017045
2685.872,0.05448689,0.03168412,0.0872462,0.0602695
2686.354,0.05457869,0.03173647,0.08730567,0.06040146
2686.836,0.05464425,0.03179418,0.08737606,0.0605518
2687.319,0.05468013,0.0318465,0.08744396,0.06070211
2687.801,0.0546867,0.03187932,0.08749853,0.06083419
2688.283,0.05466586,0.03187911,0.08753224,0.06093179
2688.765,0.0546196,0.03183829,0.08754186,0.06098343
2689.247,0.0545484,0.031759,0.08752821,0.0609844
2689.729,0.05445255,0.03165278,0.08749568,0.06093649
2690.211,0.05433293,0.03153758,0.08745152,0.06084745
2690.693,0.05419294,0.03143018,0.08740476,0.06072823
2691.176,0.05404037,0.03134328,0.08736535,0.06059212
2691.658,0.05388749,0.03128123,0.08734205,0.06045237
2692.14,0.05374797,0.03124139,0.08733989,0.06031927
2692.622,0.05363517,0.03121726,0.08735839,0.06020143
2693.104,0.05355777,0.03120286,0.08739082,0.06010376
2693.586,0.05351724,0.03119597,0.08742502,0.06002792
2694.068,0.05350772,0.03119887,0.08744595,0.05997379
2694.55,0.05351663,0.03121664,0.08743934,0.05993875
2695.032,0.05352939,0.03125363,0.08739772,0.0599194
2695.515,0.05353182,0.03131095,0.08732072,0.05991108
2695.997,0.05351431,0.03138413,0.08721735,0.05990888
2696.479,0.05347374,0.03146391,0.08710225,0.05990854
2696.961,0.05341384,0.03153668,0.08699339,0.05990656
2697.443,0.05334373,0.03158838,0.08690672,0.05990196
