absorbance_2.2_1,2.2_1,2.2_2,2.2_3,2.2_4
964.7156,0.1007434,0.0292104,0.07159311,0.03828955
965.1977,0.1006904,0.0293767,0.07170011,0.03809013
965.6798,0.1006533,0.02954431,0.0718018,0.03801248
966.1619,0.1006387,0.02967607,0.0719065,0.03805379
966.644,0.1006447,0.0297351,0.07201293,0.03820701
967.1262,0.1006568,0.02969821,0.07211065,0.03845971
967.6083,0.1006452,0.02955988,0.07218315,0.03878874
968.0904,0.1005735,0.02933741,0.07221615,0.03915843
968.5725,0.1004108,0.02906443,0.07220273,0.03952401
969.0546,0.1001429,0.02878608,0.07214583,0.03983325
969.5367,0.09978307,0.02854684,0.07205632,0.04003987
970.0189,0.09937015,0.02838168,0.07194848,0.04011305
970.501,0.09896325,0.02831355,0.07183574,0.04004171
970.9831,0.09861951,0.0283482,0.0717262,0.03983882
971.4652,0.09837791,0.02847602,0.07162204,0.03953677
971.9473,0.09824858,0.02867215,0.07152189,0.03918397
972.4294,0.098209,0.02890114,0.07142323,0.03883289
972.9116,0.09821422,0.02912069,0.07132608,0.03853455
973.3937,0.09821126,0.02928521,0.07123458,0.03833368
973.8758,0.09816219,0.02935832,0.07115636,0.03825969
974.3579,0.09805454,0.02931855,0.07110093,0.03832405
974.84,0.09790675,0.02916683,0.07107742,0.03851729
975.3221,0.09775874,0.02892725,0.07109226,0.03880975
975.8043,0.09766018,0.02864407,0.07114834,0.03915328
976.2864,0.0976541,0.02837246,0.07124477,0.03948766
976.7685,0.09776098,0.02816074,0.07137761,0.03975704
977.2506,0.09797584,0.02804201,0.07154121,0.03991657
977.7327,0.09826845,0.0280243,0.07172897,0.03994539
978.2148,0.09859534,0.02809069,0.07193482,0.03985074
978.697,0.09890728,0.02820502,0.07215291,0.03966611
979.1791,0.09916243,0.02832532,0.07237735,0.03944329
979.6612,0.099336,0.02841883,0.07260237,0.03923606
980.1433,0.09942141,0.02846908,0.07281964,0.03909452
980.6254,0.09943162,0.02848187,0.07301823,0.0390528
981.1075,0.09939234,0.02848054,0.07318486,0.03912481
981.5897,0.09933823,0.02849935,0.07330348,0.03930593
982.0718,0.09930199,0.02857065,0.07335798,0.03957526
982.5539,0.09930503,0.02871373,0.0733351,0.03990286
983.036,0.09935382,0.02892968,0.07322597,0.04025104
983.5181,0.09943707,0.02919871,0.07303016,0.04058144
984.0002,0.09953089,0.02948629,0.07275682,0.04086078
984.4824,0.09960562,0.02974761,0.07242789,0.04106238
984.9645,0.09963819,0.02994109,0.07207524,0.04117296
985.4466,0.09962109,0.0300379,0.07173762,0.04119442
985.9287,0.09956512,0.03002639,0.07145891,0.04114358
986.4108,0.09949547,0.02991579,0.07127754,0.04104704
986.8929,0.09944165,0.02973231,0.07122029,0.04093412
987.3751,0.0994268,0.02951546,0.07129715,0.04083218
987.8572,0.09945701,0.02930629,0.07149648,0.04075896
988.3393,0.09952082,0.02914131,0.07178643,0.04072289
988.8214,0.09959358,0.02904706,0.07211816,0.04072547
989.3035,0.09965114,0.02903447,0.07244135,0.04076407
989.7856,0.0996806,0.02909963,0.07271289,0.04083629
990.2678,0.09968792,0.02922647,0.07290818,0.04093941
990.7499,0.09969458,0.02939222,0.07302755,0.0410694
991.232,0.09973023,0.0295724,0.07309297,0.04121714
991.7141,0.09981747,0.0297456,0.07313869,0.04136661
992.1962,0.09996031,0.02989987,0.07319567,0.04149753
992.6783,0.1001397,0.03003367,0.07328008,0.0415893
993.1605,0.1003181,0.0301569,0.07338552,0.04162866
993.6426,0.1004558,0.03028587,0.07348627,0.0416154
994.1247,0.1005214,0.03043997,0.07354554,0.04156335
994.6068,0.1005048,0.0306329,0.07353166,0.04149703
995.0889,0.100419,0.03086697,0.0734338,0.04144098
995.571,0.100293,0.03112892,0.07326736,0.04141408
996.0532,0.1001603,0.03139185,0.07307407,0.04142136
996.5353,0.1000446,0.03162252,0.07290588,0.04145417
997.0174,0.09995602,0.03178813,0.07281443,0.04149432
997.4995,0.0998895,0.03186697,0.07283099,0.04152287
997.9816,0.09983465,0.03185534,0.07295832,0.04152885
998.4637,0.09978419,0.03176769,0.0731713,0.04151259
998.9459,0.09974301,0.03163216,0.07342727,0.0414865
999.428,0.09972829,0.03148068,0.07368302,0.04146881
999.9101,0.09976575,0.03134455,0.07390473,0.04147893
1000.392,0.09987902,0.03124448,0.07408042,0.04152987
1000.874,0.1000803,0.03118934,0.07421941,0.0416251
1001.356,0.1003664,0.03117763,0.07434505,0.04175935
1001.839,0.1007197,0.03119993,0.07448216,0.04192121
1002.321,0.1011144,0.03124282,0.07464567,0.04209755
1002.803,0.1015238,0.03129024,0.07483379,0.04227565
1003.285,0.1019277,0.03132655,0.07502837,0.04244656
1003.767,0.1023135,0.03133765,0.07520137,0.04260464
1004.249,0.1026737,0.03131321,0.07532422,0.04274647
1004.731,0.1030023,0.03125107,0.07538042,0.04287004
1005.213,0.1032901,0.03115982,0.07536983,0.04297224
1005.695,0.1035242,0.03105947,0.07531007,0.04304809
1006.178,0.1036909,0.0309753,0.07522804,0.04309114
1006.66,0.1037813,0.03093262,0.07515264,0.043094
1007.142,0.1037967,0.03094735,0.0751058,0.04305237
1007.624,0.1037506,0.03102048,0.07509585,0.0429689
1008.106,0.1036688,0.03113769,0.07511894,0.042856
1008.588,0.1035828,0.03127568,0.07516379,0.04273763
1009.07,0.1035194,0.03141399,0.07522023,0.04264322
1009.552,0.1034956,0.03154308,0.07528509,0.04260301
1010.035,0.1035118,0.03167045,0.07536551,0.04263878
1010.517,0.1035553,0.03181539,0.07547497,0.04275624
1010.999,0.1036032,0.03200207,0.075628,0.04294387
1011.481,0.1036325,0.03224586,0.07583092,0.04317699
1011.963,0.1036291,0.03254542,0.07607706,0.04342881
1012.445,0.1035913,0.03288184,0.07634607,0.04367861
1012.927,0.1035307,0.03322509,0.07661039,0.04392035
1013.409,0.103467,0.03354752,0.07684569,0.04416211
1013.891,0.1034233,0.03383009,0.07703837,0.04442006
1014.374,0.1034177,0.03406875,0.07719296,0.04470607
1014.856,0.1034598,0.0342689,0.07732992,0.04501816
1015.338,0.1035513,0.03443763,0.07748112,0.04533607
1015.82,0.1036885,0.03457486,0.07767774,0.04562578
1016.302,0.103868,0.03467068,0.07793961,0.04585191
1016.784,0.1040887,0.03471047,0.07826962,0.04598822
1017.266,0.1043525,0.03468587,0.07865218,0.04602905
1017.748,0.1046608,0.03460481,0.07905759,0.0459893
1018.231,0.105009,0.03449753,0.07944745,0.04589895
1018.713,0.1053823,0.03440921,0.07978655,0.04579005
1019.195,0.1057552,0.03438631,0.08004867,0.04568793
1019.677,0.1060946,0.03446146,0.08022106,0.04560733
1020.159,0.1063719,0.03463736,0.08030774,0.04555385
1020.641,0.1065702,0.034886,0.08032716,0.04553163
1021.123,0.1066913,0.03515441,0.08031045,0.0455501
1021.605,0.1067535,0.03538625,0.08029147,0.0456253
1022.087,0.1067858,0.03553456,0.08030239,0.04577664
1022.57,0.106816,0.03557486,0.08036452,0.046018
1023.052,0.1068579,0.03550769,0.08048196,0.04634919
1023.534,0.1069078,0.03535288,0.08063959,0.04675279
1024.016,0.1069451,0.03513926,0.08080591,0.04719671
1024.498,0.1069431,0.03489363,0.08094468,0.04764588
1024.98,0.1068791,0.03463849,0.08102421,0.04806804
1025.462,0.1067468,0.03439189,0.08102964,0.048443
1025.944,0.1065607,0.03417087,0.08097007,0.04876348
1026.427,0.1063556,0.03399718,0.08087694,0.04902966
1026.909,0.1061772,0.03389819,0.08079471,0.04924341
1027.391,0.1060687,0.03390161,0.08076275,0.04940411
1027.873,0.1060634,0.03403262,0.08080538,0.04950813
1028.355,0.1061764,0.03430396,0.08091959,0.04955327
1028.837,0.1064039,0.03471144,0.0810793,0.04954397
1029.319,0.106726,0.03522897,0.08124129,0.0494949
1029.801,0.1071108,0.03580904,0.08136201,0.04942948
1030.283,0.1075194,0.03638949,0.08141217,0.04937251
1030.766,0.1079027,0.03689393,0.08138259,0.04934525
1031.248,0.1082098,0.03725085,0.08128726,0.04935688
1031.73,0.1083942,0.03740906,0.081158,0.04940354
1032.212,0.1084205,0.03734977,0.08103777,0.04947029
1032.694,0.1082781,0.03709823,0.08096832,0.04953786
1033.176,0.107987,0.03671946,0.08098232,0.04958826
1033.658,0.1075997,0.03630901,0.08109854,0.04960694
1034.14,0.1071874,0.03596023,0.08131576,0.04958449
1034.623,0.1068242,0.0357411,0.08161144,0.04951361
1035.105,0.1065716,0.0356752,0.08193962,0.04938746
1035.587,0.1064576,0.03573528,0.08224095,0.04920137
1036.069,0.1064759,0.035858,0.08244905,0.04895538
1036.551,0.1065914,0.03596833,0.08250519,0.04865999
1037.033,0.1067589,0.03601542,0.08237739,0.0483366
1037.515,0.1069379,0.03598715,0.08206943,0.048017
1037.997,0.1071038,0.03591622,0.08162665,0.04773758
1038.479,0.1072508,0.03585816,0.08112198,0.04752725
1038.962,0.1073813,0.03586947,0.0806454,0.0474023
1039.444,0.1074948,0.03597877,0.08028048,0.04736125
1039.926,0.1075786,0.03617376,0.08007967,0.04738839
1040.408,0.1076074,0.0364065,0.08006108,0.04745988
1040.89,0.107553,0.03661266,0.08020516,0.0475531
1041.372,0.1074003,0.03674039,0.08046804,0.04765368
1041.854,0.1071589,0.03676419,0.08079176,0.0477555
1042.336,0.1068686,0.03669307,0.08111885,0.04785752
1042.818,0.1065867,0.03655998,0.08140469,0.0479577
1043.301,0.1063766,0.03640738,0.08161534,0.04804902
1043.783,0.1062836,0.03626868,0.08173086,0.04811856
1044.265,0.106322,0.03615993,0.08174445,0.0481524
1044.747,0.106475,0.03608555,0.08166201,0.04814137
1045.229,0.1067052,0.03604706,0.08150387,0.04808882
1045.711,0.1069741,0.03605392,0.08130333,0.04801217
1046.193,0.1072547,0.03612703,0.08110753,0.04794178
1046.675,0.1075431,0.03629195,0.0809672,0.04791186
1047.157,0.1078526,0.03656556,0.08092494,0.04795
1047.64,0.1082038,0.03694485,0.08100979,0.04807126
1048.122,0.1086067,0.0374013,0.08122841,0.0482737
1048.604,0.1090524,0.03788798,0.08156743,0.04854126
1049.086,0.1095086,0.03834951,0.08199783,0.04884993
1049.568,0.109932,0.03874309,0.08248598,0.04917771
1050.05,0.1102812,0.0390474,0.08299778,0.04950986
1050.532,0.1105309,0.03926579,0.08350106,0.04984206
1051.014,0.1106835,0.03942008,0.08396839,0.05017865
1051.497,0.1107687,0.03953963,0.08437504,0.05052802
1051.979,0.1108387,0.03965027,0.08469976,0.05089696
1052.461,0.1109497,0.0397663,0.08493215,0.0512863
1052.943,0.1111522,0.03989179,0.08507672,0.05168964
1053.425,0.1114767,0.04002384,0.0851597,0.05209461
1053.907,0.1119249,0.04015896,0.08522442,0.05248693
1054.389,0.1124665,0.04029685,0.08532505,0.05285297
1054.871,0.113042,0.04044166,0.08551172,0.05318015
1055.354,0.1135786,0.04060113,0.08581179,0.05345841
1055.836,0.1139985,0.04078474,0.08622243,0.05367719
1056.318,0.1142411,0.04100231,0.08670822,0.05382634
1056.8,0.1142825,0.04126139,0.0872153,0.05389979
1057.282,0.1141433,0.04156525,0.08768064,0.05390068
1057.764,0.1138913,0.04190856,0.0880521,0.05384855
1058.246,0.1136196,0.04227508,0.08830192,0.05377956
1058.728,0.1134311,0.04263455,0.08842589,0.05374664
1059.21,0.113403,0.04294802,0.08844221,0.05380554
1059.693,0.1135654,0.0431788,0.08838108,0.05399621
1060.175,0.1138992,0.04330053,0.08828149,0.05433191
1060.657,0.1143442,0.0433097,0.0881856,0.05478646
1061.139,0.1148268,0.04322732,0.0881357,0.05530045
1061.621,0.1152767,0.04309588,0.0881768,0.05578823
1062.103,0.1156531,0.04296266,0.08834621,0.05616701
1062.585,0.1159472,0.04286345,0.08866484,0.05638081
1063.067,0.1161752,0.04281256,0.08912791,0.05641499
1063.55,0.1163612,0.04279931,0.0897,0.05630349
1064.032,0.1165218,0.04279986,0.09032141,0.05611611
1064.514,0.1166582,0.0427932,0.09091628,0.05594366
1064.996,0.1167587,0.04277938,0.09142076,0.05586637
1065.478,0.1168095,0.04278528,0.09179689,0.05593674
1065.96,0.1168072,0.04286076,0.09204379,0.05616936
1066.442,0.1167644,0.04305582,0.09219328,0.0565411
1066.924,0.1167071,0.04340097,0.09229422,0.05700242
1067.406,0.1166647,0.04389174,0.09239332,0.05749195
1067.889,0.116657,0.04448823,0.09251375,0.05795635
1068.371,0.1166911,0.04512626,0.09265401,0.05835498
1068.853,0.1167635,0.04573575,0.09279373,0.05866403
1069.335,0.1168703,0.04626472,0.09291074,0.05887786
1069.817,0.1170159,0.04668307,0.09299455,0.05900574
1070.299,0.117218,0.04698497,0.09305547,0.0590705
1070.781,0.1174999,0.04717828,0.09311983,0.05910288
1071.263,0.1178803,0.04727497,0.09322224,0.05914074
1071.745,0.1183594,0.04728521,0.09339142,0.0592212
1072.228,0.1189142,0.04721873,0.0936408,0.05937207
1072.71,0.1195009,0.04709619,0.09396926,0.05961053
1073.192,0.1200693,0.04695744,0.09436527,0.05994002
1073.674,0.1205833,0.04685926,0.09481686,0.06035313
1074.156,0.1210285,0.04687288,0.09531477,0.06083713
1074.638,0.1214151,0.04706004,0.09585378,0.06137972
1075.12,0.1217675,0.04745227,0.09642799,0.06197285
1075.602,0.1221109,0.04804049,0.0970249,0.06260993
1076.084,0.1224589,0.04877324,0.09762536,0.06328259
1076.567,0.1228125,0.04957442,0.09820911,0.06397631
1077.049,0.1231696,0.05035886,0.09876207,0.06466825
1077.531,0.1235388,0.051062,0.09928678,0.06533298
1078.013,0.1239469,0.05165346,0.09980285,0.06595172
1078.495,0.1244404,0.05213888,0.1003428,0.06652021
1078.977,0.1250669,0.05255222,0.1009377,0.06705491
1079.459,0.1258555,0.05293924,0.1016039,0.06759007
1079.941,0.1268012,0.05334571,0.1023377,0.06817101
1080.424,0.1278597,0.05380321,0.1031184,0.06883831
1080.906,0.1289607,0.05432681,0.10392,0.06961647
1081.388,0.1300283,0.05491587,0.1047271,0.07050756
1081.87,0.1310146,0.0555587,0.1055468,0.071491
1082.352,0.1319119,0.05623609,0.106408,0.07253078
1082.834,0.1327559,0.05692562,0.1073527,0.07358357
1083.316,0.1336045,0.05760849,0.1084142,0.07461302
1083.798,0.1345157,0.05827172,0.1096011,0.07559291
1084.281,0.1355238,0.05891421,0.1108868,0.07651195
1084.763,0.1366271,0.05954728,0.112216,0.07737429
1085.245,0.1377919,0.06019364,0.1135155,0.07819867
1085.727,0.1389667,0.06087907,0.1147154,0.07901451
1086.209,0.1401054,0.06162028,0.1157726,0.07985325
1086.691,0.1411766,0.06241677,0.1166748,0.08074351
1087.173,0.1421704,0.06324549,0.1174435,0.08170024
1087.655,0.1430944,0.06406847,0.1181213,0.0827195
1088.137,0.1439661,0.06484323,0.1187625,0.08377694
1088.62,0.1448058,0.06554155,0.1194186,0.08483425
1089.102,0.1456297,0.06616299,0.120127,0.08585443
1089.584,0.1464508,0.06673811,0.1209087,0.08681077
1090.066,0.1472736,0.06731916,0.121764,0.08769919
1090.548,0.1480923,0.06795768,0.1226754,0.08853662
1091.03,0.1488851,0.06868824,0.1236097,0.08935307
1091.512,0.1496151,0.06951006,0.1245272,0.09017478
1091.994,0.1502394,0.07038637,0.1253925,0.09101117
1092.477,0.1507185,0.07125071,0.1261797,0.09184839
1092.959,0.151036,0.07202992,0.126881,0.09265421
1093.441,0.1512087,0.07266572,0.1275053,0.09339005
1093.923,0.1512897,0.07312673,0.1280712,0.09402294
1094.405,0.1513514,0.07341783,0.1285941,0.09453711
1094.887,0.1514628,0.07357379,0.1290779,0.0949329
1095.369,0.1516717,0.07365146,0.1295101,0.09522082
1095.851,0.1519862,0.0737105,0.1298674,0.0954103
1096.333,0.1523775,0.07380265,0.130128,0.09550482
1096.816,0.1527918,0.07396321,0.1302818,0.09550253
1097.298,0.1531728,0.07420073,0.1303369,0.09540427
1097.78,0.1534765,0.07449534,0.1303176,0.0952215
1098.262,0.153678,0.07479918,0.1302525,0.09498367
1098.744,0.1537716,0.07504889,0.1301603,0.09473079
1099.226,0.1537617,0.07517491,0.1300437,0.09450628
1099.708,0.1536566,0.07511966,0.1298886,0.09434122
1100.19,0.1534665,0.07485844,0.1296737,0.09424189
1100.672,0.1532084,0.07440697,0.1293826,0.09418774
1101.155,0.1529089,0.07382402,0.1290137,0.09413774
1101.637,0.1526022,0.07319178,0.1285808,0.0940492
1102.119,0.1523251,0.07260286,0.1281102,0.09389071
1102.601,0.1521034,0.07213479,0.12763,0.09365492
1103.083,0.1519417,0.07183014,0.1271634,0.09335896
1103.565,0.1518222,0.07169676,0.1267288,0.09303856
1104.047,0.1517133,0.07170838,0.1263424,0.09273447
1104.529,0.151587,0.07182069,0.126021,0.09247833
1105.011,0.1514342,0.0719807,0.125786,0.09229097
1105.494,0.1512736,0.07214259,0.125657,0.0921803
1105.976,0.1511466,0.07227712,0.1256444,0.09214881
1106.458,0.1511063,0.07237222,0.1257447,0.09220116
1106.94,0.1511965,0.07243551,0.1259395,0.09234704
1107.422,0.1514395,0.07249093,0.1262037,0.09259939
1107.904,0.1518342,0.07257652,0.1265149,0.09296978
1108.386,0.152362,0.07273486,0.1268656,0.09346066
1108.868,0.1530009,0.07300156,0.1272656,0.09406213
1109.351,0.1537325,0.07339801,0.1277374,0.09475319
1109.833,0.1545476,0.07392089,0.1283035,0.09550773
1110.315,0.155439,0.07454281,0.1289732,0.0963012
1110.797,0.1563904,0.07521689,0.1297373,0.09711345
1111.279,0.1573699,0.07589363,0.1305728,0.09793125
1111.761,0.1583291,0.07653347,0.1314527,0.09874436
1112.243,0.1592081,0.07711634,0.1323593,0.09954022
1112.725,0.1599543,0.07764411,0.1332924,0.1003017
1113.208,0.1605323,0.07813028,0.1342626,0.1010058
1113.69,0.1609295,0.07858485,0.1352768,0.1016259
1114.172,0.1611549,0.07900177,0.1363196,0.1021395
1114.654,0.1612321,0.07935468,0.1373402,0.102531
1115.136,0.1611899,0.07960384,0.1382519,0.1027956
1115.618,0.1610566,0.07971743,0.1389592,0.1029378
1116.1,0.1608596,0.07968508,0.1393758,0.1029674
1116.582,0.1606244,0.07953068,0.139456,0.1028914
1117.064,0.1603716,0.07930297,0.1392076,0.1027092
1117.547,0.1601141,0.07906155,0.1386866,0.1024094
1118.029,0.1598504,0.07885049,0.1379777,0.1019741
1118.511,0.1595624,0.07867949,0.1371612,0.1013865
1118.993,0.1592162,0.07851791,0.1363001,0.1006387
1119.475,0.158772,0.07830387,0.1354235,0.0997383
1119.957,0.1581991,0.07797082,0.1345296,0.09870856
1120.439,0.1574835,0.07746405,0.133597,0.09758352
1120.921,0.1566335,0.07676355,0.1325988,0.09639919
1121.404,0.1556713,0.07588569,0.1315146,0.095184
1121.886,0.1546223,0.07487465,0.1303341,0.09395874
1122.368,0.1535006,0.07378379,0.1290598,0.09273753
1122.85,0.1523046,0.07265652,0.1277037,0.09153272
1123.332,0.1510208,0.07151987,0.1262878,0.0903613
1123.814,0.1496392,0.07038049,0.12484,0.08924499
1124.296,0.1481685,0.06923465,0.1233937,0.08820491
1124.778,0.1466497,0.06808062,0.1219878,0.08725713
1125.26,0.1451539,0.06693155,0.1206616,0.08640602
1125.743,0.1437705,0.06582119,0.1194516,0.08564506
1126.225,0.1425946,0.06480651,0.1183935,0.08496243
1126.707,0.1416976,0.06395394,0.1175161,0.08435182
1127.189,0.1411164,0.06332821,0.1168448,0.08382229
1127.671,0.1408503,0.06298098,0.1164022,0.08340572
1128.153,0.1408675,0.06293572,0.1162068,0.08315086
1128.635,0.1411221,0.06318789,0.1162737,0.0831168
1129.117,0.1415717,0.06370836,0.1166139,0.08336117
1129.599,0.1421932,0.06445459,0.1172296,0.08392158
1130.082,0.1429858,0.06537947,0.1181156,0.08481064
1130.564,0.1439688,0.06643915,0.1192558,0.08601063
1131.046,0.1451685,0.06760214,0.1206278,0.08748093
1131.528,0.1466094,0.06884694,0.1222041,0.0891643
1132.01,0.1483037,0.07016367,0.1239587,0.09100178
1132.492,0.1502473,0.07155243,0.1258726,0.09294933
1132.974,0.1524204,0.07302153,0.1279348,0.09498075
1133.456,0.1547908,0.07458656,0.1301419,0.09709284
1133.938,0.1573233,0.07626571,0.132495,0.09929907
1134.421,0.1599801,0.07807928,0.1349937,0.101622
1134.903,0.1627286,0.08004281,0.1376323,0.104082
1135.385,0.1655445,0.08216164,0.1403974,0.106688
1135.867,0.1684085,0.08442653,0.1432668,0.1094318
1136.349,0.1713042,0.08681087,0.1462115,0.1122853
1136.831,0.1742128,0.0892745,0.1492007,0.1152058
1137.313,0.1771041,0.09176356,0.1522,0.1181374
1137.795,0.1799382,0.09422167,0.1551776,0.1210223
1138.278,0.1826712,0.09659888,0.1581062,0.1238135
1138.76,0.1852632,0.09885321,0.1609615,0.1264765
1139.242,0.1876939,0.1009587,0.1637243,0.1289991
1139.724,0.1899687,0.102903,0.1663762,0.1313867
1140.206,0.1921151,0.1046828,0.1688938,0.1336553
1140.688,0.1941668,0.106299,0.1712464,0.135818
1141.17,0.1961449,0.1077532,0.1733967,0.137875
1141.652,0.1980415,0.1090477,0.1753051,0.139808
1142.135,0.1998178,0.1101887,0.1769468,0.141587
1142.617,0.2014168,0.1111905,0.1783238,0.1431793
1143.099,0.2027846,0.1120776,0.179475,0.1445626
1143.581,0.2038999,0.1128777,0.1804689,0.1457347
1144.063,0.2047851,0.1136157,0.1813888,0.1467135
1144.545,0.2055068,0.1143058,0.1823098,0.1475309
1145.027,0.2061497,0.1149463,0.1832715,0.1482208
1145.509,0.2067966,0.1155255,0.184271,0.1488139
1145.991,0.2075045,0.1160317,0.1852647,0.1493368
1146.474,0.2082912,0.1164657,0.1861924,0.1498133
1146.956,0.2091414,0.1168472,0.1869962,0.1502734
1147.438,0.2100205,0.1172144,0.1876445,0.1507522
1147.92,0.2108943,0.1176081,0.1881419,0.1512836
1148.402,0.2117379,0.1180604,0.1885249,0.1518927
1148.884,0.2125408,0.1185804,0.1888497,0.1525849
1149.366,0.2133025,0.1191529,0.1891717,0.1533442
1149.848,0.2140247,0.1197461,0.1895412,0.1541383
1150.331,0.2147068,0.1203274,0.1899941,0.1549321
1150.813,0.2153465,0.1208797,0.1905505,0.1557039
1151.295,0.2159447,0.121406,0.1912176,0.1564509
1151.777,0.21651,0.1219265,0.1919873,0.1571899
1152.259,0.2170608,0.1224636,0.1928364,0.1579436
1152.741,0.2176215,0.1230292,0.1937255,0.1587287
1153.223,0.2182149,0.1236144,0.194606,0.1595455
1153.705,0.2188526,0.1241933,0.1954354,0.1603779
1154.188,0.2195307,0.1247312,0.1961864,0.1612017
1154.67,0.2202292,0.1252004,0.1968598,0.1619973
1155.152,0.2209171,0.1255897,0.1974818,0.1627597
1155.634,0.2215582,0.1259042,0.1980931,0.1634958
1156.116,0.2221207,0.1261574,0.1987256,0.1642156
1156.598,0.2225824,0.1263608,0.1993854,0.1649179
1157.08,0.2229334,0.1265168,0.2000444,0.1655814
1157.562,0.2231772,0.1266184,0.2006501,0.1661671
1158.044,0.2233295,0.1266569,0.2011455,0.1666301
1158.526,0.2234141,0.1266319,0.2014902,0.1669356
1159.009,0.2234539,0.1265557,0.2016772,0.1670738
1159.491,0.2234634,0.1264513,0.2017313,0.1670622
1159.973,0.2234407,0.1263431,0.2016939,0.1669368
1160.455,0.223366,0.1262443,0.2015994,0.1667331
1160.937,0.223206,0.1261508,0.2014615,0.1664745
1161.419,0.222925,0.1260409,0.2012692,0.1661653
1161.901,0.2225028,0.1258856,0.2009976,0.1657943
1162.383,0.2219444,0.1256564,0.2006244,0.1653462
1162.865,0.2212847,0.1253342,0.2001437,0.164811
1163.348,0.2205757,0.1249119,0.1995683,0.164189
1163.83,0.2198753,0.1243891,0.1989223,0.1634862
1164.312,0.2192253,0.1237675,0.1982257,0.1627076
1164.794,0.2186372,0.1230491,0.1974837,0.1618524
1165.276,0.2180913,0.1222386,0.1966858,0.1609159
1165.758,0.2175428,0.1213494,0.1958146,0.159897
1166.24,0.2169399,0.1204039,0.1948591,0.1588068
1166.722,0.2162337,0.119433,0.1938235,0.1576731
1167.205,0.2153916,0.1184648,0.1927283,0.1565335
1167.687,0.2144011,0.1175127,0.1915985,0.1554199
1168.169,0.2132647,0.1165717,0.1904551,0.1543473
1168.651,0.211997,0.1156203,0.1893036,0.1533026
1169.133,0.210619,0.1146359,0.1881351,0.1522499
1169.615,0.209159,0.1136078,0.186934,0.1511404
1170.097,0.2076485,0.1125494,0.1856886,0.1499338
1170.579,0.2061205,0.1114945,0.1843971,0.1486124
1171.062,0.2046075,0.1104865,0.1830659,0.1471845
1171.544,0.2031344,0.1095555,0.1817013,0.1456787
1172.026,0.2017174,0.1087038,0.180301,0.14413
1172.508,0.2003629,0.1079028,0.1788518,0.1425715
1172.99,0.19907,0.1071043,0.1773374,0.1410244
1173.472,0.1978326,0.1062604,0.1757497,0.1395014
1173.954,0.1966408,0.1053407,0.1741024,0.1380114
1174.436,0.195481,0.1043452,0.1724311,0.136563
1174.918,0.1943353,0.1032984,0.1707872,0.1351652
1175.401,0.1931807,0.102234,0.1692211,0.1338225
1175.883,0.191995,0.1011751,0.1677619,0.132531
1176.365,0.1907613,0.1001249,0.1664104,0.1312754
1176.847,0.1894761,0.09906583,0.1651402,0.1300324
1177.329,0.1881517,0.0979733,0.1639138,0.12878
1177.811,0.1868141,0.09682938,0.1626946,0.1275034
1178.293,0.1854936,0.09563446,0.161461,0.1262005
1178.775,0.1842108,0.09440833,0.1602091,0.1248801
1179.258,0.1829689,0.09318322,0.1589451,0.1235549
1179.74,0.1817507,0.09199079,0.1576743,0.122234
1180.222,0.1805278,0.09084974,0.1563926,0.1209181
1180.704,0.1792721,0.08976455,0.1550852,0.1196015
1181.186,0.1779704,0.0887283,0.1537334,0.1182784
1181.668,0.1766313,0.08773156,0.1523267,0.1169502
1182.15,0.1752809,0.08676903,0.1508704,0.1156291
1182.632,0.1739513,0.08584134,0.1493886,0.1143346
1183.115,0.1726636,0.08495141,0.1479159,0.1130839
1183.597,0.1714209,0.08409797,0.1464894,0.1118852
1184.079,0.1702076,0.08327002,0.1451351,0.1107307
1184.561,0.1689991,0.08244777,0.1438625,0.1096011
1185.043,0.1677776,0.08160736,0.1426663,0.1084715
1185.525,0.166542,0.08073124,0.1415312,0.107327
1186.007,0.1653109,0.07981478,0.1404405,0.1061694
1186.489,0.1641168,0.07886968,0.1393804,0.1050192
1186.971,0.1629913,0.07791977,0.1383438,0.1039063
1187.453,0.161953,0.07699285,0.1373294,0.1028577
1187.936,0.1610034,0.07611616,0.1363401,0.1018871
1188.418,0.1601292,0.07530852,0.1353811,0.100989
1188.9,0.1593114,0.07458112,0.1344601,0.100143
1189.382,0.158535,0.07393975,0.1335869,0.09932208
1189.864,0.1577942,0.07338721,0.1327703,0.09850729
1190.346,0.1570908,0.07292263,0.132016,0.09769298
1190.828,0.1564248,0.07254016,0.131322,0.09688851
1191.31,0.1557886,0.07222576,0.1306772,0.09611151
1191.792,0.1551622,0.0719552,0.1300614,0.09538004
1192.275,0.1545175,0.07169514,0.1294501,0.09470381
1192.757,0.1538304,0.07141301,0.128824,0.0940813
1193.239,0.1530905,0.07108152,0.1281733,0.09350209
1193.721,0.1523085,0.07068776,0.1275013,0.09295189
1194.203,0.1515126,0.07023582,0.1268208,0.09241989
1194.685,0.1507415,0.0697435,0.1261486,0.09189929
1195.167,0.1500291,0.06923418,0.125497,0.09138753
1195.649,0.1493917,0.06872599,0.1248684,0.0908825
1196.132,0.1488254,0.06822623,0.1242576,0.09037884
1196.614,0.1483085,0.06772768,0.1236562,0.08986814
1197.096,0.1478131,0.06721355,0.1230602,0.08934174
1197.578,0.1473143,0.06666417,0.1224753,0.08879504
1198.06,0.1468008,0.06606805,0.1219178,0.08823216
