absorbance_2.10_1 (2),2.10_1 (2),2.10_2 (2),2.10_3 (2),2.10_4 (2),2.10_5 (2)
2162.776,0.04524071,0.02177668,0.0507279,0.05408615,3.615394e-05
2163.258,0.04544526,0.02058326,0.05047353,0.05369903,0.0004398236
2163.74,0.04614571,0.01991233,0.05057543,0.05334711,0.001096728
2164.222,0.04728238,0.01983037,0.05114621,0.05311664,0.001860608
2164.704,0.04867828,0.02027129,0.05215489,0.05304008,0.002606605
2165.186,0.05007418,0.02106443,0.05343412,0.05310347,0.003251276
2165.668,0.05120406,0.02198817,0.05471969,0.05325999,0.003772469
2166.15,0.05189161,0.02285452,0.05574709,0.05346436,0.004202101
2166.633,0.05208538,0.02354572,0.05630388,0.05369465,0.004602354
2167.115,0.05187841,0.02404647,0.05630022,0.05396781,0.005034267
2167.597,0.05145075,0.02442272,0.05577921,0.05432645,0.005525906
2168.079,0.05101157,0.02478083,0.05488624,0.05481929,0.006060255
2168.561,0.05071868,0.02521055,0.0538183,0.05546525,0.006577958
2169.043,0.05063402,0.02574623,0.0527546,0.05623345,0.007000858
2169.525,0.05073132,0.02635724,0.05184086,0.05703724,0.007254044
2170.007,0.05091822,0.02696157,0.05115679,0.05775781,0.007302084
2170.49,0.05108967,0.02746578,0.05071801,0.05828767,0.007166612
2170.972,0.0511574,0.02779367,0.05049293,0.0585616,0.006926702
2171.454,0.05108031,0.02791789,0.05042118,0.05859091,0.006695796
2171.936,0.05085961,0.02786465,0.05043493,0.05845659,0.006579082
2172.418,0.05052621,0.02770088,0.05046506,0.05828794,0.006647522
2172.9,0.05012333,0.02751112,0.05045416,0.05821086,0.006905269
2173.382,0.04969883,0.0273702,0.05036588,0.05829702,0.007290713
2173.864,0.04931316,0.02733584,0.0501902,0.05853755,0.007688866
2174.346,0.04903608,0.02743147,0.04995622,0.05883687,0.007975994
2174.829,0.04893984,0.0276497,0.04972827,0.05904917,0.008060239
2175.311,0.04908406,0.02795471,0.04959968,0.05902193,0.007907541
2175.793,0.04948299,0.02829497,0.0496588,0.05866648,0.007552867
2176.275,0.05008765,0.02861387,0.04996426,0.05798331,0.007078009
2176.757,0.05077966,0.02886044,0.050519,0.05707275,0.006585467
2177.239,0.05140589,0.02900529,0.05126223,0.05609812,0.006159258
2177.721,0.05181586,0.02904991,0.05208072,0.05524624,0.005851938
2178.203,0.05191473,0.02903086,0.05283256,0.05467724,0.005684581
2178.686,0.05170383,0.02900768,0.05339911,0.05447194,0.005657189
2179.167,0.05128167,0.02904994,0.05370646,0.05461998,0.005770535
2179.65,0.05081591,0.02921366,0.05373947,0.05502233,0.006036548
2180.132,0.0504707,0.02951849,0.05353523,0.05553374,0.006476274
2180.614,0.05036721,0.02994293,0.05316033,0.05598817,0.007102456
2181.096,0.05054129,0.03042785,0.05269112,0.05624361,0.007891356
2181.578,0.05094393,0.03090105,0.05219154,0.05622596,0.00877101
2182.06,0.0514707,0.03129436,0.05171964,0.05593589,0.009613805
2182.542,0.0520093,0.03156383,0.05132802,0.05545441,0.01026275
2183.024,0.05248634,0.03169402,0.05106892,0.05490823,0.01058273
2183.507,0.05287275,0.03168549,0.05099769,0.05444458,0.01048333
2183.989,0.05317619,0.03154157,0.05115819,0.05418534,0.009952541
2184.471,0.05340875,0.03126103,0.05156172,0.05419416,0.009055378
2184.953,0.0535598,0.03084182,0.0521686,0.05446652,0.007926282
2185.435,0.05358592,0.0302988,0.052878,0.05492844,0.006736011
2185.917,0.05342926,0.02967571,0.05355207,0.05546501,0.00564496
2186.399,0.05303995,0.02905612,0.05403173,0.05594083,0.004787658
2186.881,0.0524151,0.02854436,0.05419081,0.0562467,0.004237927
2187.364,0.0516107,0.02823139,0.053969,0.05632725,0.004008619
2187.846,0.05074463,0.02816945,0.0533809,0.05618508,0.004065812
2188.328,0.04996518,0.02834157,0.05251332,0.05587744,0.004345239
2188.81,0.049407,0.02866612,0.05149676,0.05549398,0.004772755
2189.292,0.04916195,0.02901452,0.05048631,0.05513703,0.005270551
2189.774,0.04923864,0.02926476,0.04961582,0.05489065,0.005771346
2190.256,0.04956311,0.02934579,0.04897662,0.05480663,0.00622335
2190.738,0.04999338,0.02926382,0.04860874,0.05490319,0.006590935
2191.22,0.05037206,0.02910062,0.04849735,0.05516705,0.006859978
2191.703,0.05056609,0.02897894,0.04858733,0.05556632,0.007035165
2192.185,0.05050233,0.02902002,0.04879538,0.05605263,0.007137648
2192.667,0.05019311,0.0292883,0.04903572,0.05657092,0.007196752
2193.149,0.04973382,0.02977178,0.04923452,0.05705844,0.007244412
2193.631,0.04928588,0.03037949,0.04934662,0.05744645,0.007306169
2194.113,0.04902023,0.03098177,0.04937093,0.05767687,0.007394419
2194.595,0.04908206,0.03144301,0.04934918,0.05771143,0.007504168
2195.077,0.04954593,0.0316649,0.04935855,0.05754638,0.007612039
2195.56,0.05039193,0.031613,0.04947993,0.05721864,0.007681434
2196.042,0.05150735,0.0313132,0.04977853,0.05680738,0.007664171
2196.524,0.05270614,0.0308404,0.05027238,0.05642,0.007511749
2197.006,0.05378369,0.03028713,0.05092085,0.0561602,0.00719116
2197.488,0.05454277,0.02975065,0.05162549,0.0561105,0.006694172
2197.97,0.05484327,0.02930963,0.05225312,0.05630004,0.006051524
2198.452,0.05463305,0.02900938,0.05268068,0.05669681,0.005329906
2198.934,0.05394531,0.02886109,0.05281607,0.05721197,0.004631292
2199.417,0.05289309,0.02883674,0.0526279,0.05772429,0.004072822
2199.898,0.051636,0.02887686,0.05214707,0.05812128,0.003755957
2200.381,0.05037196,0.02889264,0.05145863,0.05831857,0.003755214
2200.863,0.049298,0.02878812,0.05068005,0.05828779,0.004090875
2201.345,0.04857177,0.02848903,0.04992916,0.05805722,0.004726939
2201.827,0.04830213,0.027961,0.0493184,0.05769691,0.005577045
2202.309,0.04851592,0.02723389,0.04893165,0.05728773,0.00652817
2202.791,0.04915781,0.02639817,0.04881806,0.05688959,0.007472428
2203.273,0.05009171,0.02559875,0.04899653,0.0565301,0.008314402
2203.755,0.0511298,0.02499438,0.04944978,0.05619957,0.008990669
2204.238,0.0520717,0.02471904,0.05012706,0.05587042,0.009467863
2204.72,0.05272382,0.02485803,0.05094057,0.05551984,0.009731931
2205.202,0.05295724,0.02541823,0.05178167,0.05515302,0.009785035
2205.684,0.05272953,0.02633324,0.05254137,0.05480837,0.009639453
2206.166,0.05209181,0.02747459,0.05312761,0.05455182,0.009319137
2206.648,0.0511738,0.02868814,0.05349473,0.0544443,0.00885919
2207.13,0.05015361,0.02981833,0.05364622,0.05451604,0.008307882
2207.612,0.04922956,0.03071978,0.05362849,0.05474376,0.007727022
2208.094,0.04856415,0.03128752,0.05350484,0.05505208,0.007179553
2208.577,0.0482639,0.03146036,0.05333028,0.05532988,0.006724437
2209.059,0.04835816,0.03123317,0.05312946,0.05546448,0.006406534
2209.541,0.04879448,0.03066067,0.052887,0.05538898,0.006247094
2210.023,0.04945467,0.02985343,0.05255767,0.05510351,0.006245675
2210.505,0.05017869,0.02896326,0.05208927,0.05468218,0.006382551
2210.987,0.05081644,0.02814121,0.05145467,0.05424156,0.006626943
2211.469,0.05124928,0.02752013,0.05067116,0.0539078,0.006940096
2211.951,0.05142169,0.02718298,0.04981301,0.05377235,0.00727915
2212.434,0.05135194,0.02714609,0.04899098,0.05385894,0.007604434
2212.916,0.05111977,0.02736701,0.04833759,0.0541226,0.00788064
2213.398,0.05083828,0.02776364,0.04796856,0.05446834,0.00808573
2213.88,0.05060545,0.02825115,0.04794909,0.05479645,0.008218197
2214.362,0.05048032,0.02875823,0.04828685,0.05502781,0.008299027
2214.844,0.05046033,0.02924434,0.04892809,0.0551345,0.008367351
2215.326,0.0504941,0.02969552,0.0497795,0.05513892,0.008462604
2215.808,0.05050434,0.03010797,0.05071792,0.05509634,0.008611093
2216.291,0.05042889,0.03047299,0.05161964,0.05506556,0.008805335
2216.773,0.05025123,0.0307713,0.05238531,0.05507944,0.009000232
2217.255,0.05000922,0.03097493,0.0529433,0.055133,0.00911812
2217.737,0.04978092,0.03106124,0.05326417,0.0551832,0.00907585
2218.219,0.0496479,0.03102559,0.05335581,0.05517136,0.008816198
2218.701,0.04966974,0.0308845,0.0532533,0.05503999,0.008327104
2219.183,0.04985327,0.03066909,0.05300565,0.05476075,0.00765656
2219.665,0.05015568,0.03041064,0.05266069,0.05434427,0.006898205
2220.147,0.05049942,0.03012777,0.05226059,0.05384228,0.006177541
2220.63,0.05080772,0.02981868,0.05183399,0.05333377,0.005608584
2221.112,0.05103308,0.02946819,0.05139985,0.05290635,0.005267275
2221.594,0.05116848,0.02906368,0.05097609,0.05264204,0.005182879
2222.076,0.05124357,0.02861347,0.05058549,0.05259199,0.005337497
2222.558,0.05130295,0.02815687,0.05026046,0.05277098,0.005687369
2223.04,0.05138247,0.02776389,0.05004482,0.05315048,0.006180942
2223.522,0.05148946,0.0275119,0.04998029,0.05366484,0.006778384
2224.004,0.05160254,0.02746442,0.05009738,0.05422065,0.00745146
2224.487,0.05168093,0.02764718,0.05040272,0.05471017,0.008176567
2224.969,0.05168825,0.0280368,0.05087326,0.05504254,0.008926212
2225.451,0.05160532,0.02856557,0.05146002,0.05515767,0.009659223
2225.933,0.05143918,0.02913772,0.05209693,0.05504272,0.01031919
2226.415,0.05121706,0.02966205,0.0527208,0.05473352,0.01084942
2226.897,0.05097573,0.03006462,0.05327561,0.05430778,0.01119894
2227.379,0.05074771,0.03030559,0.0537201,0.0538675,0.01133926
2227.861,0.05054989,0.03038417,0.05402871,0.05350671,0.01127234
2228.344,0.05038509,0.03033389,0.05418275,0.05329932,0.01102942
2228.826,0.05024493,0.0302152,0.05416769,0.05327802,0.01066303
2229.308,0.05011843,0.03009691,0.05397316,0.05342949,0.0102291
2229.79,0.0499983,0.03004853,0.05359643,0.05370018,0.009777779
2230.272,0.04988516,0.03012199,0.05305222,0.05400722,0.009334371
2230.754,0.04978422,0.03032815,0.05238081,0.05426383,0.008910386
2231.236,0.04970515,0.0306367,0.05165542,0.05438442,0.008497596
2231.718,0.04966107,0.03097191,0.0509705,0.05430804,0.008076034
2232.2,0.04966538,0.03123542,0.05041708,0.05401254,0.007624472
2232.683,0.04973285,0.03132299,0.05006605,0.05352044,0.007129086
2233.165,0.0498739,0.03116689,0.04994188,0.05290173,0.006594729
2233.647,0.05008949,0.03075982,0.05001492,0.05225766,0.00604881
2234.129,0.05036697,0.0301628,0.0502055,0.05171404,0.005543048
2234.611,0.0506764,0.0294893,0.05040803,0.05138675,0.005139797
2235.093,0.05097652,0.02886764,0.0505218,0.05135709,0.004894284
2235.575,0.05121852,0.02841103,0.05047159,0.0516566,0.004837882
2236.057,0.05136346,0.02817332,0.05023619,0.05225442,0.004960686
2236.54,0.05139291,0.02814185,0.04985094,0.05306587,0.005211639
2237.021,0.05131467,0.0282492,0.04940014,0.05396716,0.005507026
2237.504,0.05116056,0.02841071,0.04898831,0.05483255,0.005762719
2237.986,0.05097669,0.02856047,0.04871304,0.05555654,0.005916369
2238.468,0.05081062,0.02867604,0.04864389,0.05606644,0.005947466
2238.95,0.05069431,0.02878255,0.0488006,0.05633551,0.005882805
2239.432,0.05063732,0.02893242,0.04915416,0.05637262,0.005783582
2239.914,0.05062563,0.02917423,0.04963567,0.05621311,0.005726098
2240.396,0.05062925,0.02951966,0.05016369,0.05590263,0.00577009
2240.878,0.05061278,0.029934,0.05066127,0.05548818,0.005947473
2241.361,0.05054835,0.03034257,0.05107398,0.05501424,0.006255515
2241.843,0.05042595,0.03066568,0.05138043,0.05451956,0.006665817
2242.325,0.05025693,0.0308427,0.05158628,0.05404337,0.007135211
2242.807,0.05007171,0.03085998,0.05171562,0.05362743,0.007618411
2243.289,0.04990869,0.0307503,0.05179878,0.05331152,0.008077931
2243.771,0.04980678,0.0305806,0.05186382,0.05313093,0.008480414
2244.253,0.04979364,0.03042239,0.05193042,0.05310711,0.008797991
2244.735,0.04987691,0.03032072,0.05200573,0.05324006,0.009010063
2245.218,0.05004507,0.0302859,0.05208465,0.05350373,0.009104908
2245.7,0.05027064,0.03029546,0.05214786,0.05384772,0.009088584
2246.182,0.05052035,0.03031405,0.05216565,0.05420938,0.008986477
2246.664,0.05076049,0.03031475,0.0520974,0.05452058,0.008845122
2247.146,0.05096561,0.03029629,0.0519025,0.05472921,0.008717177
2247.628,0.05112211,0.03028359,0.05155412,0.05481537,0.008642086
2248.11,0.05122549,0.0303164,0.05105014,0.05479659,0.008630469
2248.592,0.05127878,0.03042602,0.05042454,0.05472662,0.008650969
2249.074,0.05128863,0.03061591,0.04974396,0.05467525,0.008638781
2249.557,0.05126426,0.03085415,0.04910441,0.05471046,0.008508689
2250.039,0.05121839,0.03108147,0.04860527,0.05486817,0.008189527
2250.521,0.05116615,0.03123247,0.04832448,0.055138,0.007650003
2251.003,0.05112594,0.03125689,0.04830731,0.05545987,0.006914252
2251.485,0.05111353,0.03114429,0.04855037,0.05574475,0.006061773
2251.967,0.05113476,0.03092668,0.04900971,0.05590516,0.005207443
2252.449,0.05118122,0.0306722,0.04961037,0.05588305,0.004482289
2252.931,0.05122858,0.03045506,0.05027024,0.05567839,0.003992282
2253.414,0.05124366,0.03032991,0.05091155,0.05534774,0.003801837
2253.896,0.05119525,0.03031076,0.05146442,0.05498995,0.003925004
2254.378,0.05107047,0.03036318,0.05187557,0.05470445,0.0043265
2254.86,0.05088336,0.03041396,0.05210264,0.05456176,0.004933337
2255.342,0.05067581,0.03037538,0.05211867,0.0545789,0.005648409
2255.824,0.05050171,0.030184,0.05192029,0.05471799,0.006378054
2256.306,0.05041075,0.02982176,0.05153691,0.05490655,0.007040047
2256.788,0.05042941,0.02933143,0.05103768,0.05506845,0.00757594
2257.271,0.05055124,0.02880232,0.05051797,0.05515946,0.007959452
2257.752,0.05074031,0.02835146,0.05008928,0.05517874,0.008191749
2258.235,0.05094612,0.02808855,0.04984821,0.05516733,0.008295245
2258.717,0.0511249,0.02807663,0.04984236,0.05518149,0.008300569
2259.199,0.05124975,0.02831997,0.05005837,0.05527089,0.008236323
2259.681,0.05131578,0.02875643,0.05041832,0.05545093,0.00811719
2260.163,0.05133188,0.02928368,0.05080966,0.05569667,0.007940806
2260.645,0.05130664,0.02977712,0.05111115,0.05595117,0.007692174
2261.127,0.05123698,0.03012791,0.05123576,0.05614766,0.007355052
2261.609,0.05110741,0.03027257,0.05115604,0.05623825,0.006927478
2262.092,0.05089865,0.03019499,0.05090434,0.05620638,0.006432012
2262.574,0.0506054,0.02992976,0.05055896,0.05607353,0.005918607
2263.056,0.05025031,0.02954273,0.05020937,0.05588663,0.00545358
2263.538,0.04988775,0.02911875,0.04993555,0.05570383,0.005109424
2264.02,0.04959047,0.028737,0.04978225,0.05557253,0.00494097
2264.502,0.0494224,0.02845628,0.04975596,0.05551669,0.004970363
2264.984,0.04941867,0.0283129,0.04983703,0.05553792,0.005183488
2265.466,0.04956521,0.02831405,0.04999419,0.05562009,0.005532165
2265.948,0.04980586,0.02844052,0.05020059,0.05574168,0.00594998
2266.431,0.0500556,0.02864822,0.05043573,0.05588323,0.006361367
2266.913,0.05023731,0.02887736,0.05068652,0.056033,0.006702586
2267.395,0.0503079,0.0290637,0.05093918,0.05618635,0.006930404
2267.877,0.0502717,0.02914728,0.0511742,0.05633968,0.007024021
2268.359,0.05017751,0.02909398,0.05136824,0.05648707,0.006986353
2268.841,0.05009884,0.02890319,0.05149959,0.05661778,0.006838446
2269.323,0.05011001,0.02861487,0.05155634,0.05671733,0.006615181
2269.805,0.05025556,0.02829982,0.05154249,0.05677267,0.006355615
2270.288,0.05054108,0.02804639,0.05147882,0.05677765,0.006098137
2270.77,0.05093107,0.02794041,0.05139762,0.05673723,0.005874354
2271.252,0.05136478,0.02803494,0.05133102,0.05666776,0.005701912
2271.734,0.05177072,0.02834005,0.05130351,0.05659499,0.005585137
2272.216,0.05208453,0.02881633,0.05132621,0.05654829,0.005517369
2272.698,0.05226597,0.0293882,0.05139548,0.05655127,0.005486449
2273.18,0.05230074,0.02995849,0.05149575,0.05661624,0.005481796
2273.662,0.0522017,0.03043102,0.0516026,0.0567394,0.005498954
2274.145,0.05200128,0.03073863,0.05168993,0.0569011,0.005539454
2274.627,0.05174502,0.03084888,0.05173066,0.05706917,0.005607394
2275.109,0.05147889,0.03077173,0.05170348,0.05720586,0.005702853
2275.591,0.05123691,0.03055071,0.05159997,0.05728056,0.005818363
2276.073,0.0510379,0.03025296,0.05142803,0.05727312,0.005936866
2276.555,0.05088244,0.02995042,0.05121785,0.05718036,0.006038256
2277.037,0.05075938,0.02969978,0.05101456,0.0570149,0.006106772
2277.519,0.05065452,0.02953915,0.05087449,0.05680199,0.006138004
2278.001,0.05056204,0.02947879,0.05084476,0.05657301,0.006141733
2278.484,0.05048834,0.02950642,0.05094663,0.05635687,0.006136739
2278.966,0.0504502,0.02959507,0.05116579,0.05617877,0.006143797
2279.448,0.05046355,0.02971469,0.0514522,0.05605448,0.006174898
2279.93,0.05053058,0.02984227,0.05173591,0.05598991,0.006227782
2280.412,0.05063185,0.02996445,0.0519432,0.05598189,0.006287866
2280.894,0.05072779,0.03007911,0.0520248,0.05601778,0.006337032
2281.376,0.05077367,0.03018794,0.05197007,0.05607766,0.006363981
2281.858,0.0507355,0.0302903,0.0518089,0.05613382,0.006372109
2282.341,0.0506113,0.03037795,0.0515998,0.05615747,0.006379204
2282.823,0.05043519,0.03043567,0.05140671,0.05612449,0.006409221
2283.305,0.05027078,0.03044449,0.05128315,0.05602194,0.006482292
2283.787,0.05018493,0.03039218,0.05125095,0.05585472,0.006599972
2284.269,0.05022252,0.0302791,0.05130121,0.05564726,0.006743791
2284.751,0.05038816,0.03012336,0.05140201,0.05544079,0.006878084
2285.233,0.05064204,0.02995574,0.05151609,0.05528122,0.006965977
2285.715,0.05091503,0.02981306,0.05161414,0.05520859,0.006982955
2286.198,0.05113281,0.0297274,0.05168344,0.05524723,0.006927876
2286.68,0.05124887,0.02971355,0.0517299,0.05539721,0.006825645
2287.162,0.0512569,0.02976685,0.05177012,0.05563683,0.006718036
2287.644,0.05119222,0.02986366,0.05182216,0.05592835,0.006650289
2288.126,0.05111022,0.02997201,0.05189461,0.05623271,0.006651386
2288.608,0.05106435,0.03006004,0.05198383,0.05651567,0.006726963
2289.09,0.05108276,0.03010529,0.05207258,0.05675566,0.006856512
2289.572,0.05115779,0.03010193,0.05213696,0.05694516,0.007003849
2290.054,0.05125354,0.0300581,0.05215077,0.057086,0.007127908
2290.537,0.05132309,0.02999365,0.05209222,0.05718378,0.007197324
2291.019,0.05133338,0.02993086,0.05194974,0.05724302,0.007201126
2291.501,0.05127385,0.02989024,0.05172309,0.0572665,0.007147853
2291.983,0.05116104,0.02988409,0.05142514,0.05725563,0.00706242
2292.465,0.05102573,0.02991383,0.05107871,0.05721417,0.006975736
2292.947,0.05089949,0.0299703,0.05071653,0.05715106,0.006917722
2293.429,0.05080029,0.03003518,0.05037458,0.05707987,0.006909745
2293.911,0.05072733,0.03008726,0.05008481,0.05701538,0.006959577
2294.394,0.05066702,0.03010576,0.0498719,0.05696978,0.007061731
2294.875,0.05060335,0.03007936,0.04974722,0.05694684,0.007197919
2295.358,0.05052942,0.0300115,0.04970727,0.05694073,0.007341429
2295.84,0.05045213,0.02992348,0.04973755,0.05693636,0.007459269
2296.322,0.05038899,0.02985115,0.04981684,0.05691576,0.007520218
2296.804,0.05035942,0.02983491,0.04992403,0.05686453,0.007502643
2297.286,0.05037581,0.02991097,0.05004112,0.05677775,0.007399876
2297.768,0.05043606,0.03009486,0.05015707,0.05666454,0.007226694
2298.25,0.05052468,0.0303757,0.05026671,0.05654604,0.007016548
2298.732,0.05061629,0.0307134,0.05036831,0.05645316,0.006819809
2299.215,0.05068588,0.03105173,0.05046229,0.05641584,0.006687798
2299.697,0.05071414,0.03133184,0.05054814,0.05645538,0.006660189
2300.179,0.05069041,0.0315075,0.05062597,0.0565775,0.006754802
2300.661,0.05061298,0.0315612,0.05069683,0.05676825,0.006960406
2301.143,0.05048713,0.0315056,0.0507635,0.0569965,0.007238137
2301.625,0.05032443,0.03137928,0.05083017,0.05721814,0.007529171
2302.107,0.0501411,0.03123059,0.05090116,0.0573912,0.007774644
2302.589,0.04995966,0.03110452,0.05098043,0.0574827,0.007925828
2303.072,0.04980867,0.03102987,0.05107038,0.05747854,0.007956781
2303.554,0.04971657,0.03101252,0.05117141,0.05738633,0.007868781
2304.036,0.04970792,0.03103773,0.05128426,0.05723307,0.007685656
2304.518,0.04979498,0.03107708,0.05140936,0.0570567,0.007445998
2305.0,0.04997244,0.03110058,0.05154686,0.05689336,0.007188183
2305.482,0.05021632,0.0310829,0.05169592,0.05676972,0.006946199
2305.964,0.0504893,0.03101081,0.05185172,0.05669622,0.006742392
2306.446,0.0507532,0.03088509,0.05200634,0.05666735,0.006587139
2306.928,0.05097508,0.03071919,0.05214747,0.05666603,0.006483255
2307.411,0.05113701,0.03053655,0.05226115,0.05667266,0.006430003
2307.893,0.05123682,0.03036289,0.05233659,0.05667314,0.006426765
2308.375,0.05128352,0.03022457,0.05236717,0.05666075,0.006473105
2308.857,0.05129015,0.03014098,0.05235339,0.05663595,0.00656634
2309.339,0.05126649,0.03012047,0.0523009,0.05660075,0.006698633
2309.821,0.05121742,0.03015925,0.05221827,0.05655288,0.006852876
2310.303,0.05114219,0.03024221,0.05211334,0.0564826,0.007003971
2310.785,0.05104017,0.03034896,0.051992,0.05637489,0.007125517
2311.268,0.05091434,0.03045833,0.0518592,0.05621435,0.007194425
2311.75,0.05077399,0.03055597,0.05172175,0.05599513,0.007202394
2312.232,0.05063367,0.03063733,0.05159012,0.05572692,0.007158997
2312.714,0.0505112,0.03070514,0.05147951,0.05543835,0.007090813
2313.196,0.05042319,0.03076499,0.05140522,0.05517075,0.007032714
2313.678,0.05038209,0.03081885,0.05137769,0.05496727,0.007015723
2314.16,0.05039689,0.03086105,0.05139755,0.05486386,0.007057353
2314.642,0.05047194,0.03087932,0.05145413,0.05487517,0.007154182
2315.125,0.05060904,0.03085848,0.05152746,0.05499243,0.007283646
2315.606,0.05080588,0.03078798,0.05159525,0.05518448,0.007410009
2316.089,0.05105456,0.03066675,0.05164244,0.05540852,0.007499601
2316.571,0.05133977,0.03050548,0.05166598,0.05562034,0.007528817
2317.053,0.05163653,0.03032349,0.0516756,0.05578471,0.007491566
2317.535,0.05191553,0.03014172,0.05168926,0.05588594,0.007399519
2318.017,0.05214552,0.02997689,0.05172401,0.05592808,0.007275477
2318.499,0.05229992,0.02983859,0.05178715,0.05593306,0.007143928
2318.981,0.0523652,0.02972942,0.05187159,0.0559295,0.00702146
2319.463,0.05234201,0.02964996,0.05195658,0.05594464,0.006912402
2319.946,0.05224618,0.02960392,0.05201553,0.05599374,0.006810441
2320.428,0.05210263,0.02960005,0.05202856,0.05607508,0.006704003
2320.91,0.05194124,0.02964876,0.05198986,0.05617205,0.006583526
2321.392,0.05179124,0.02975602,0.05191155,0.05625952,0.00644699
2321.874,0.05167404,0.02991695,0.0518177,0.05631543,0.006299972
2322.356,0.05160345,0.03011223,0.05173574,0.05632801,0.00615257
2322.838,0.05158364,0.03031147,0.05168353,0.05630148,0.006013407
2323.32,0.05160997,0.03048381,0.05166214,0.05625289,0.005884537
2323.802,0.05167049,0.03060392,0.05165668,0.05620763,0.005761994
2324.285,0.05174866,0.03065979,0.0516433,0.05618968,0.005636923
2324.767,0.05182817,0.03065263,0.05160046,0.05621278,0.005502049
2325.249,0.0518952,0.03059128,0.05151568,0.05628084,0.00535462
2325.731,0.05194347,0.0304862,0.05139074,0.05638612,0.005197773
2326.213,0.05197637,0.0303455,0.05123897,0.05651432,0.005041282
2326.695,0.05200669,0.03017645,0.05108003,0.05664755,0.00489879
2327.177,0.05205209,0.02998937,0.05093158,0.05676902,0.004786847
2327.659,0.0521283,0.02980198,0.05080383,0.05686531,0.004722519
2328.142,0.0522427,0.02964219,0.05069735,0.05692597,0.004721182
2328.624,0.05238905,0.02953977,0.05060165,0.05694546,0.00479203
2329.106,0.05254807,0.02951571,0.05050176,0.05692354,0.004934334
2329.588,0.0526914,0.02956897,0.05038296,0.05686617,0.005133248
2330.07,0.05279344,0.02967049,0.05023819,0.05678657,0.005361732
2330.552,0.05283974,0.02976715,0.05007121,0.05670298,0.005583385
2331.034,0.05283181,0.02979433,0.04989788,0.05663709,0.005758545
2331.516,0.05278663,0.02970384,0.0497378,0.05660673,0.005853748
2331.999,0.05272969,0.02948032,0.04960942,0.0566209,0.005849844
2332.481,0.05268489,0.02915197,0.0495226,0.05667626,0.005748466
2332.963,0.05266269,0.02878076,0.04947633,0.05675799,0.005571626
2333.445,0.05265857,0.02844688,0.04945684,0.0568448,0.00535584
2333.927,0.05265522,0.02822421,0.0494405,0.05691684,0.005141324
2334.409,0.05263192,0.02815537,0.04940284,0.05696426,0.004959784
2334.891,0.05257275,0.02824486,0.04932496,0.056991,0.004830664
2335.373,0.05247363,0.0284577,0.04920517,0.05701548,0.004759359
2335.855,0.05234491,0.02873663,0.04906129,0.05706238,0.004740431
2336.338,0.05220944,0.0290164,0.04893002,0.057156,0.004761096
2336.82,0.05209526,0.02924454,0.04885529,0.05730895,0.004806356
2337.302,0.05202597,0.02939608,0.04886965,0.05751679,0.004859321
2337.784,0.05201516,0.02947258,0.04898266,0.05775672,0.004905587
2338.266,0.05205949,0.02949677,0.04917411,0.05799224,0.004936152
2338.748,0.05214078,0.02949817,0.04940038,0.0581862,0.004948093
2339.23,0.05222904,0.02950169,0.04960615,0.05830444,0.004945226
2339.712,0.05229339,0.02951847,0.04974413,0.0583274,0.004935984
2340.195,0.05231067,0.02954581,0.04979085,0.05825295,0.004935673
2340.677,0.0522686,0.02957252,0.04975685,0.05809682,0.004968032
2341.159,0.05216826,0.02958683,0.04968572,0.05788897,0.005060834
2341.641,0.05202556,0.02958125,0.04963299,0.05766597,0.005224814
2342.123,0.05187321,0.02955502,0.04963839,0.05747006,0.005432263
2342.605,0.05174781,0.02951146,0.04970485,0.05733779,0.00561966
2343.087,0.05167205,0.02945465,0.04980734,0.05729202,0.005723941
2343.569,0.05164374,0.02938636,0.04991832,0.05733605,0.005719271
2344.052,0.05164208,0.02930323,0.05002695,0.05745052,0.005627932
2344.534,0.05164243,0.02919944,0.05014717,0.05759951,0.005501339
2345.016,0.05162624,0.0290745,0.05030161,0.05774023,0.005391301
2345.498,0.05158696,0.02894126,0.05049907,0.05784195,0.005334657
2345.98,0.05152736,0.02882651,0.05071564,0.05789194,0.005349764
2346.462,0.05145574,0.02876067,0.0509023,0.05789363,0.005436329
2346.944,0.051381,0.02876158,0.05101397,0.05786068,0.005572351
2347.426,0.05130987,0.02882852,0.051036,0.05780794,0.005721253
2347.908,0.05124487,0.0289426,0.0509901,0.05774849,0.00584492
2348.391,0.0511855,0.02907513,0.05092025,0.05768832,0.005914811
2348.873,0.05113059,0.02919442,0.05087316,0.05763293,0.005920819
2349.355,0.05108068,0.02927135,0.05088186,0.05758876,0.005873089
2349.837,0.05103752,0.02928646,0.05095712,0.05756433,0.005800213
2350.319,0.05100426,0.02923155,0.05108726,0.05757045,0.005741021
2350.801,0.05098205,0.02911393,0.05124269,0.05761584,0.005730494
2351.283,0.05096634,0.02895354,0.0513861,0.05770292,0.005784532
2351.765,0.05094275,0.02878386,0.05148773,0.05781876,0.005892975
2352.248,0.05088716,0.02864656,0.05154151,0.05793332,0.006030202
2352.729,0.05077541,0.0285803,0.05156903,0.05800737,0.006176562
2353.212,0.05059641,0.02861089,0.05160489,0.05800274,0.006319673
2353.694,0.0503673,0.0287378,0.05166266,0.05790131,0.006446405
2354.176,0.05013112,0.02893685,0.0517206,0.05771218,0.006541183
