absorbance_2.10_1 (2),2.10_1 (2),2.10_2 (2),2.10_3 (2),2.10_4 (2),2.10_5 (2)
1389.46,0.06674044,0.04601928,0.06775606,0.0720117,0.02836026
1389.943,0.06648126,0.04566608,0.06747013,0.0717841,0.0279743
1390.425,0.06619842,0.04529541,0.06725836,0.07159377,0.02759759
1390.907,0.06588475,0.04493116,0.06712636,0.07141723,0.02723596
1391.389,0.06554691,0.0446,0.06707475,0.07124352,0.02689346
1391.871,0.06519653,0.04432156,0.06709581,0.07107271,0.02656956
1392.353,0.06484651,0.04410805,0.0671728,0.07091431,0.02626328
1392.835,0.0645073,0.04396205,0.06727937,0.07078538,0.02597646
1393.317,0.06418569,0.04387785,0.06738432,0.07070471,0.02571682
1393.799,0.06388788,0.0438402,0.06745273,0.0706851,0.02550017
1394.281,0.06362156,0.04382665,0.06745547,0.07072169,0.02534698
1394.764,0.06339678,0.04381526,0.0673819,0.07078677,0.02527286
1395.246,0.06322004,0.04379022,0.06724662,0.07083414,0.02527641
1395.728,0.06308982,0.04374933,0.06708326,0.07081994,0.02533821
1396.21,0.06299654,0.04370137,0.06692378,0.07072414,0.0254334
1396.692,0.06292425,0.04365839,0.06678785,0.07055616,0.02554254
1397.174,0.06285856,0.04362732,0.06667683,0.07035136,0.02565865
1397.656,0.06279294,0.04360651,0.06657937,0.07016005,0.02578366
1398.138,0.06273252,0.04358556,0.06647589,0.07003845,0.0259211
1398.621,0.06269379,0.04355038,0.06634653,0.07002532,0.0260683
1399.103,0.0626967,0.04349315,0.06618102,0.0701208,0.0262168
1399.585,0.06275395,0.04341981,0.06598256,0.07028247,0.02635624
1400.067,0.06286266,0.04335085,0.06576723,0.07044716,0.02648337
1400.549,0.06300619,0.04331125,0.06555469,0.07056434,0.02660253
1401.031,0.06316225,0.04332382,0.06536271,0.07060783,0.026722
1401.513,0.06330972,0.04340119,0.06520295,0.07057893,0.0268472
1401.995,0.06343319,0.04354495,0.06508106,0.07049565,0.0269765
1402.478,0.06352115,0.04374216,0.06499932,0.07038581,0.02709755
1402.96,0.06356741,0.04396347,0.06495414,0.07027688,0.02718643
1403.442,0.06357037,0.04416354,0.06493617,0.07018824,0.02721091
1403.924,0.06353232,0.04428409,0.06493036,0.07012402,0.02713555
1404.406,0.06345858,0.04427846,0.06492245,0.07006979,0.02693931
1404.888,0.063356,0.04413336,0.06490588,0.0699994,0.02662711
1405.37,0.06322964,0.04388321,0.06488919,0.06989126,0.02623309
1405.852,0.0630826,0.04359357,0.06489286,0.06974402,0.02580518
1406.334,0.06291666,0.04333572,0.0649417,0.06957875,0.02539004
1406.817,0.0627372,0.04316314,0.0650558,0.06943183,0.02502628
1407.299,0.06255569,0.04309996,0.06524424,0.06934069,0.02474339
1407.781,0.06239381,0.04314864,0.06550586,0.0693387,0.02457302
1408.263,0.06228571,0.04329762,0.0658313,0.06945095,0.02455286
1408.745,0.06227068,0.04353112,0.06620689,0.06969127,0.02472052
1409.227,0.06239232,0.04383349,0.06661664,0.07006281,0.02510635
1409.709,0.06268577,0.04419314,0.06704564,0.07055589,0.02571469
1410.191,0.06316338,0.04460385,0.06748356,0.0711503,0.02651301
1410.674,0.06380731,0.04506169,0.06792583,0.07181481,0.02742627
1411.156,0.06456834,0.0455635,0.0683749,0.0725147,0.02835637
1411.638,0.06538345,0.04610362,0.06883746,0.07322078,0.02921843
1412.12,0.06618982,0.0466744,0.0693231,0.07391235,0.02996124
1412.602,0.06694259,0.04726671,0.06983927,0.07457966,0.03058096
1413.084,0.06762174,0.04787175,0.07038788,0.07522182,0.03110826
1413.566,0.06822465,0.04848065,0.07096332,0.07583982,0.03158951
1414.048,0.06876124,0.04908545,0.07155043,0.07643338,0.03206662
1414.531,0.0692455,0.04967961,0.07212776,0.07699841,0.03256486
1415.013,0.06969056,0.05025521,0.07266334,0.07752377,0.0330909
1415.495,0.07010455,0.05080371,0.07312019,0.07799279,0.03363593
1415.977,0.07048883,0.05131574,0.07345919,0.0783844,0.03418309
1416.459,0.07083364,0.05177449,0.07363683,0.07866821,0.03470692
1416.941,0.07111524,0.05215266,0.07361225,0.07880454,0.03517345
1417.423,0.07129593,0.05240794,0.07335738,0.07874583,0.0355318
1417.905,0.07133136,0.05248708,0.07288799,0.07845356,0.03570859
1418.387,0.07119888,0.05235382,0.07229084,0.07793892,0.03563345
1418.87,0.07093158,0.05202672,0.07171405,0.07729588,0.03529245
1419.352,0.07061706,0.05158788,0.07129625,0.07667411,0.03476288
1419.834,0.07034086,0.05113026,0.07108177,0.07618595,0.03416903
1420.316,0.07013965,0.05070844,0.07102681,0.07585749,0.03360865
1420.798,0.07000183,0.05033071,0.07105371,0.07564671,0.0331236
1421.28,0.06989226,0.04997798,0.07109751,0.07548781,0.03270993
1421.762,0.06977419,0.04962568,0.07111534,0.07532173,0.03234658
1422.244,0.06961985,0.04925644,0.07108442,0.07511097,0.03201248
1422.726,0.06941836,0.04886661,0.07100072,0.07484867,0.03169725
1423.208,0.06918076,0.04847204,0.07087661,0.07456055,0.03140676
1423.691,0.06894252,0.04810742,0.0707404,0.07430151,0.03116274
1424.173,0.06874971,0.0478108,0.07062428,0.07413015,0.03099124
1424.655,0.06863898,0.04761042,0.07055305,0.07408477,0.03090848
1425.137,0.06861876,0.04751435,0.07053332,0.07416718,0.03091231
1425.619,0.06867037,0.04751714,0.07055754,0.07435126,0.030988
1426.101,0.06876239,0.04761526,0.07061422,0.07460503,0.03112061
1426.583,0.06886689,0.04781486,0.07069775,0.07490689,0.0313063
1427.065,0.06896897,0.04813163,0.07081263,0.0752527,0.03155658
1427.548,0.06906859,0.0485825,0.07097483,0.07564946,0.03189698
1428.03,0.06918254,0.04917067,0.07120876,0.07610755,0.03235878
1428.512,0.06933975,0.04987475,0.07154093,0.0766308,0.03296547
1428.994,0.06957732,0.05063972,0.07199109,0.07720827,0.03371485
1429.476,0.06992754,0.05139361,0.07256158,0.0778171,0.03456775
1429.958,0.07040705,0.05207925,0.07323291,0.07843296,0.03545686
1430.44,0.07101212,0.0526773,0.07396679,0.07904105,0.03630422
1430.922,0.07171974,0.05320938,0.07471719,0.07963892,0.0370483
1431.405,0.07249493,0.05371447,0.07544108,0.08022848,0.0376582
1431.887,0.07329661,0.05422757,0.07610291,0.08080731,0.03812913
1432.369,0.07408752,0.05476298,0.07668164,0.0813632,0.03847646
1432.851,0.07484205,0.05531852,0.07717352,0.0818774,0.03872504
1433.333,0.07554772,0.05588681,0.07759123,0.08233101,0.03890615
1433.815,0.07621203,0.05647164,0.07796594,0.0827179,0.03905518
1434.297,0.07686266,0.05709682,0.07834586,0.08305429,0.03921622
1434.779,0.07754646,0.0578068,0.07879721,0.08338737,0.03945041
1435.261,0.07831898,0.05865104,0.07939201,0.08379427,0.03983349
1435.744,0.0792162,0.05964416,0.08017991,0.08436306,0.04043827
1436.226,0.08020823,0.06071302,0.08114165,0.08514813,0.04128822
1436.708,0.08118171,0.06169821,0.08216641,0.08611082,0.04231041
1437.19,0.08200231,0.0624479,0.08311138,0.08713283,0.04336578
1437.672,0.08260243,0.06292164,0.0838967,0.08809257,0.04433733
1438.154,0.08300061,0.06318565,0.08452963,0.08892576,0.04518254
1438.636,0.08325835,0.06334392,0.08506158,0.08962224,0.04591378
1439.118,0.08344316,0.06348364,0.08554289,0.09019846,0.04655967
1439.601,0.08360974,0.06365409,0.08600298,0.09067825,0.04714304
1440.083,0.08380419,0.06387509,0.08645152,0.0910855,0.04767439
1440.565,0.08406418,0.06414272,0.08688553,0.09144318,0.04815562
1441.047,0.08441399,0.06444101,0.08730051,0.09177302,0.04858901
1441.529,0.08486155,0.06475028,0.08769508,0.09209433,0.04897962
1442.011,0.08539099,0.06505747,0.08807329,0.09242198,0.0493407
1442.493,0.08596636,0.06536167,0.08844084,0.09276484,0.04968845
1442.975,0.08653517,0.06567103,0.08879729,0.09312521,0.05003786
1443.458,0.08704515,0.06599811,0.08913072,0.09350076,0.05039589
1443.94,0.08746049,0.06635349,0.08942159,0.09388821,0.05076081
1444.422,0.08776865,0.06674521,0.08964853,0.09428634,0.05112521
1444.904,0.08798723,0.06718151,0.08980231,0.09469962,0.05148421
1445.386,0.08815753,0.06767631,0.0898978,0.09513848,0.05184269
1445.868,0.08834285,0.06825317,0.08998324,0.09561708,0.05222069
1446.35,0.08861279,0.06894058,0.09013967,0.09614722,0.05265142
1446.832,0.08902703,0.0697585,0.09046309,0.09673242,0.05317198
1447.314,0.08962032,0.07069835,0.09104033,0.09736307,0.05380867
1447.797,0.09038769,0.07171258,0.09190093,0.09802306,0.05455881
1448.279,0.09129254,0.07273194,0.09300113,0.09870361,0.05539093
1448.761,0.09229407,0.07370422,0.09424894,0.0994224,0.0562655
1449.243,0.09337424,0.07462624,0.09556115,0.1002193,0.05716067
1449.725,0.09454229,0.07554331,0.09689967,0.1011436,0.05808262
1450.207,0.09582131,0.07652812,0.09827045,0.1022412,0.05905975
1450.689,0.09722596,0.07764614,0.0997013,0.1035351,0.06012456
1451.171,0.09874482,0.07893164,0.1012133,0.1050157,0.06129726
1451.653,0.1003276,0.08036677,0.1027956,0.1066289,0.062571
1452.135,0.1019039,0.08188742,0.1044081,0.1082907,0.06391415
1452.618,0.1034018,0.0833983,0.1059912,0.1099069,0.06527801
1453.1,0.1047768,0.08480573,0.1074899,0.1114038,0.06661496
1453.582,0.1060368,0.08606016,0.1088852,0.1127646,0.06790555
1454.064,0.1072351,0.08716075,0.1101944,0.1140302,0.06915829
1454.546,0.1084532,0.08814767,0.1114636,0.1152905,0.07040365
1455.028,0.1097744,0.08907475,0.1127451,0.1166563,0.07167615
1455.51,0.1112529,0.08998843,0.1140725,0.1182173,0.07298312
1455.992,0.1128465,0.0908999,0.1154221,0.1199476,0.07426336
1456.475,0.1143288,0.09176059,0.116666,0.1215869,0.07535797
1456.957,0.1153255,0.0925107,0.1176251,0.122692,0.07611698
1457.439,0.1156621,0.09316619,0.1182383,0.1230597,0.07660252
1457.921,0.1155622,0.09379642,0.1186116,0.1229604,0.07702893
1458.403,0.1153698,0.09444936,0.1188801,0.1228002,0.07754393
1458.885,0.1152424,0.09509644,0.1190795,0.1227649,0.07812828
1459.367,0.1151882,0.09568338,0.1191948,0.1228599,0.07870384
1459.849,0.1151818,0.09616915,0.1192158,0.1230495,0.07921299
1460.332,0.1152147,0.09654102,0.1191595,0.1233102,0.07964194
1460.814,0.1152991,0.0968122,0.1190617,0.1236386,0.08001097
1461.296,0.1154612,0.0970056,0.1189634,0.1240429,0.08035581
1461.778,0.1157238,0.09714539,0.1188946,0.1245237,0.08071297
1462.26,0.1160982,0.09724773,0.1188662,0.1250652,0.08110707
1462.742,0.1165738,0.09731776,0.1188702,0.1256154,0.08153957
1463.224,0.1171108,0.09735274,0.1188817,0.1260849,0.08198085
1463.706,0.1176355,0.09734952,0.1188717,0.1263566,0.08236465
1464.188,0.1180311,0.09730831,0.1188151,0.1263102,0.08258252
1464.671,0.1181706,0.09721926,0.1186921,0.1258872,0.08251311
1465.153,0.1179537,0.09703376,0.118465,0.1251127,0.08205836
1465.635,0.1173209,0.09664045,0.1180478,0.1240445,0.08115494
1466.117,0.1162538,0.0959028,0.1173251,0.1227058,0.07977894
1466.599,0.1147562,0.09470558,0.1161903,0.1210698,0.07793075
1467.081,0.1128543,0.09298929,0.1145825,0.1190971,0.07563765
1467.563,0.1106135,0.0907812,0.112522,0.1167939,0.07297148
1468.045,0.1081361,0.08817731,0.110097,0.1142238,0.07004349
1468.528,0.1055471,0.0853195,0.1074429,0.1114973,0.06698936
1469.01,0.1029309,0.08232266,0.1046723,0.1087062,0.0639021
1469.492,0.100311,0.0792499,0.1018494,0.1058964,0.06081375
1469.974,0.09760702,0.07606671,0.09894456,0.1030191,0.0576549
1470.456,0.09460795,0.07260556,0.09579842,0.09989358,0.05422757
1470.938,0.09099703,0.0685965,0.09214468,0.09621936,0.0502378
1471.42,0.08648364,0.06378835,0.0877196,0.09168677,0.04542825
1471.902,0.08110395,0.05823544,0.0825329,0.08627187,0.03987296
1472.385,0.07547239,0.05252896,0.07710361,0.08051428,0.03420772
1472.867,0.07054032,0.04757339,0.07227615,0.07534894,0.02937012
1473.349,0.06690431,0.04394543,0.06861944,0.07143927,0.02592139
1473.831,0.06447955,0.04159034,0.06611214,0.06880391,0.0237535
1474.313,0.06279737,0.04009864,0.06438394,0.06705411,0.02240434
1474.795,0.06141722,0.03907282,0.06306441,0.06578213,0.02144769
1475.277,0.06006118,0.03824233,0.06190299,0.06470575,0.02060717
1475.759,0.05865503,0.03748611,0.06079936,0.06370943,0.01977578
1476.241,0.05726182,0.03678152,0.05975473,0.06278994,0.01895602
1476.724,0.05599764,0.03614768,0.05881118,0.06199024,0.01819316
1477.206,0.05494934,0.0356046,0.05800387,0.06134209,0.01752472
1477.688,0.05413518,0.03515299,0.05733719,0.06084086,0.01695661
1478.17,0.0535214,0.03477666,0.05679387,0.06045259,0.01647071
1478.652,0.05304652,0.03445083,0.05634665,0.0601308,0.01603915
1479.134,0.05265377,0.03415087,0.05597244,0.05983473,0.01563966
1479.616,0.05230517,0.03385525,0.05565666,0.05953677,0.01526299
1480.098,0.05198607,0.0335469,0.05538899,0.0592256,0.01491144
1480.58,0.05169761,0.03321395,0.05515771,0.05890284,0.01459204
1481.063,0.05144326,0.03285235,0.05494191,0.05857781,0.0143079
1481.545,0.05121847,0.03246906,0.05471651,0.05826097,0.01405251
1482.027,0.05100609,0.0320828,0.05446044,0.05796021,0.01381191
1482.509,0.0507832,0.03171934,0.05416665,0.05768027,0.01357111
1482.991,0.05053239,0.03140191,0.05384377,0.05742443,0.01332287
1483.473,0.05024682,0.03114643,0.05351095,0.05719719,0.0130679
1483.955,0.04993115,0.03095829,0.05318872,0.05700485,0.01281118
1484.437,0.04959524,0.03083011,0.05288914,0.05685303,0.01255482
1484.919,0.04925087,0.03074311,0.052613,0.05674479,0.0122942
1485.402,0.04890841,0.03067008,0.05234916,0.05667604,0.01201467
1485.884,0.04857244,0.03058238,0.05207822,0.0566357,0.0116941
1486.366,0.04824429,0.03045843,0.05178214,0.05660469,0.01130879
1486.848,0.04792522,0.03029187,0.05145563,0.05656132,0.01084639
1487.33,0.04762225,0.03009243,0.05111502,0.05648709,0.01031508
1487.812,0.04735234,0.02987904,0.05080073,0.05636992,0.00975529
1488.294,0.04714168,0.02966371,0.05056657,0.05620597,0.009241983
1488.776,0.04701598,0.02944107,0.05045639,0.05599948,0.00887047
1489.259,0.04698288,0.02919188,0.05047558,0.05576677,0.008725356
1489.741,0.04701946,0.02890997,0.05057567,0.0555382,0.008824741
1490.223,0.04708838,0.02862408,0.05068476,0.05534788,0.00909882
1490.705,0.04715974,0.02838276,0.0507498,0.05521584,0.009431895
1491.187,0.04722676,0.02822068,0.05076185,0.05513956,0.009733234
1491.669,0.04729457,0.02814071,0.05073743,0.05509927,0.009965235
1492.151,0.04736925,0.02812355,0.05069536,0.05506802,0.01012234
1492.633,0.04745184,0.02813824,0.05064538,0.05501969,0.01021403
1493.115,0.04753752,0.0281539,0.05058855,0.05493429,0.01025258
1493.598,0.04761589,0.02814305,0.05052181,0.0548011,0.0102508
1494.08,0.04767206,0.02808899,0.05044375,0.05462081,0.01022317
1494.562,0.04768745,0.02799037,0.05035804,0.05440589,0.01018751
1495.044,0.04764206,0.02786998,0.05027829,0.05418022,0.01016565
1495.526,0.04752136,0.02777443,0.050224,0.05397378,0.01017665
1496.008,0.04732412,0.02776174,0.05020935,0.05381504,0.01022565
1496.49,0.04707025,0.02787014,0.05022592,0.05372126,0.01029229
1496.972,0.04679637,0.02808259,0.05023694,0.05369246,0.01033564
1497.455,0.04654217,0.02832868,0.05019622,0.05371369,0.01031657
1497.937,0.04633499,0.02852547,0.05007903,0.05376457,0.01022051
1498.419,0.04618511,0.02862785,0.04990049,0.05382788,0.01006407
1498.901,0.04609161,0.02863813,0.04970482,0.05388831,0.00988056
1499.383,0.04604999,0.02858998,0.04954352,0.05392939,0.009704329
1499.865,0.04605412,0.02852277,0.04945072,0.0539344,0.009556685
1500.347,0.04609669,0.02846459,0.049436,0.05388825,0.00944516
1500.829,0.04616933,0.02842487,0.04948342,0.053783,0.009364786
1501.312,0.04626311,0.02839604,0.04956321,0.05362128,0.009303614
1501.794,0.04636966,0.02836113,0.04964207,0.05341605,0.009247894
1502.276,0.04648209,0.02830074,0.0496933,0.05318915,0.009184992
1502.758,0.04659513,0.02819709,0.04970326,0.05296385,0.009103491
1503.24,0.04670276,0.02803178,0.04966776,0.05276707,0.008990573
1503.722,0.04679655,0.02778237,0.04959043,0.05262513,0.008828434
1504.204,0.04686618,0.02741277,0.04947434,0.05256494,0.008589723
1504.686,0.04690188,0.02686755,0.04931958,0.05260539,0.008232559
1505.168,0.04690233,0.0260724,0.04911719,0.05273896,0.007701552
1505.651,0.04688685,0.02496612,0.04885056,0.05289706,0.006948203
1506.133,0.04689513,0.02366861,0.0485194,0.05288724,0.006038039
1506.615,0.0469448,0.02275983,0.04820156,0.05246203,0.005341082
1507.097,0.0469757,0.02307898,0.04806251,0.05166926,0.005420575
1507.579,0.04692116,0.02461605,0.04816268,0.0509988,0.006297932
1508.061,0.04680152,0.02646191,0.04837468,0.05075824,0.007379861
1508.543,0.04665945,0.0279852,0.04857392,0.05085372,0.008239359
1509.025,0.04650863,0.02904905,0.04871497,0.05110195,0.008780777
1509.507,0.04635035,0.02971889,0.04880008,0.05139181,0.009058032
1509.99,0.0461872,0.03008091,0.04884356,0.05168256,0.00914959
1510.472,0.04602784,0.03019853,0.04885955,0.05196968,0.009127177
1510.954,0.04588241,0.0301239,0.04885799,0.05226148,0.009050321
1511.436,0.04575915,0.0299036,0.04884311,0.0525617,0.008962834
1511.918,0.04566319,0.0295841,0.048814,0.05286,0.008893562
1512.4,0.04559282,0.0292069,0.04876796,0.05313585,0.008852901
1512.882,0.04554202,0.02880511,0.04870512,0.05336407,0.008839667
1513.364,0.04550207,0.02840295,0.04863282,0.05352104,0.008848993
1513.846,0.0454632,0.02801232,0.04856756,0.05359071,0.008879199
1514.329,0.04541375,0.02763936,0.04853545,0.05356176,0.008935528
1514.811,0.04533973,0.02728952,0.04857153,0.0534242,0.009029038
1515.293,0.04522417,0.02697122,0.04870993,0.05316626,0.009169901
1515.775,0.04505199,0.02670014,0.04896779,0.0527821,0.00935342
1516.257,0.04482184,0.02649691,0.04931762,0.05229354,0.009545354
1516.739,0.04456292,0.02637842,0.0496828,0.05176604,0.009690452
1517.221,0.04433484,0.02634459,0.04996807,0.05130013,0.009742511
1517.703,0.04419992,0.0263812,0.05012008,0.05097811,0.009701129
1518.186,0.04418968,0.02647655,0.05014703,0.05082912,0.00960655
1518.668,0.04430411,0.02663241,0.05008762,0.050846,0.009517336
1519.15,0.04452339,0.02686683,0.04996993,0.05101679,0.009491509
1519.632,0.04482337,0.02720845,0.04978629,0.05134901,0.009580595
1520.114,0.04516934,0.02767969,0.04948595,0.05185529,0.009830358
1520.596,0.04550259,0.02825932,0.04898778,0.05251474,0.01025171
1521.078,0.04573105,0.02883949,0.04824634,0.05321687,0.01077141
1521.56,0.0457572,0.02921335,0.04737311,0.05373755,0.01118703
1522.042,0.04557735,0.02922545,0.04665194,0.05388591,0.01128456
1522.525,0.04530015,0.0289178,0.04632313,0.05365839,0.01101684
1523.007,0.04504788,0.02846567,0.04642868,0.05318876,0.01049208
1523.489,0.04487205,0.0280157,0.04686686,0.05259787,0.009836813
1523.971,0.04477249,0.02763393,0.04751376,0.05195094,0.009126543
1524.453,0.04474263,0.02734007,0.04825224,0.05130301,0.008415153
1524.935,0.04478997,0.02713153,0.04897053,0.05073061,0.007761579
1525.417,0.04493544,0.0270001,0.04956004,0.05033227,0.007243749
1525.899,0.04519414,0.02693349,0.04992777,0.05019867,0.006946058
1526.382,0.04554639,0.02691316,0.05004357,0.05034191,0.006905078
1526.864,0.04593045,0.02691328,0.04994834,0.05067608,0.00708269
1527.346,0.04626108,0.02690437,0.04972438,0.05105745,0.007382867
1527.828,0.04647078,0.02686238,0.04944447,0.05136686,0.007704377
1528.31,0.04652905,0.02677263,0.04914947,0.05155129,0.00797788
1528.792,0.04644378,0.02663014,0.04885288,0.05162309,0.008173389
1529.274,0.04624977,0.02643923,0.04855301,0.05163375,0.008293146
1529.756,0.0459911,0.02620982,0.04824751,0.05164127,0.008351842
1530.239,0.04570579,0.0259547,0.04793976,0.05168879,0.008361489
1530.721,0.04541034,0.02568472,0.04763857,0.05179106,0.008320609
1531.203,0.04509887,0.02541274,0.04736291,0.05193482,0.008207863
1531.685,0.04474352,0.025159,0.04714855,0.05207869,0.007978987
1532.167,0.04431112,0.0249563,0.04704869,0.05216453,0.007579437
1532.649,0.04379907,0.0248558,0.04712959,0.05213437,0.00698034
1533.131,0.04328513,0.02490514,0.04742401,0.05198223,0.006245678
1533.613,0.04291796,0.02510413,0.0478785,0.05178278,0.00554134
1534.095,0.04282229,0.02539209,0.04836515,0.05164385,0.005035379
1534.578,0.04300936,0.02569603,0.04877407,0.05160749,0.004776814
1535.06,0.04340564,0.02598036,0.04906665,0.05162929,0.004709474
1535.542,0.04392313,0.02624608,0.04924993,0.05162204,0.004752959
1536.024,0.04449411,0.02651494,0.04934651,0.05149741,0.004853585
1536.506,0.04507476,0.02681682,0.04937879,0.05118639,0.00499908
1536.988,0.04562042,0.0271829,0.04937107,0.05063599,0.005216384
1537.47,0.04607568,0.02764251,0.04936074,0.04981172,0.005574229
1537.952,0.04636358,0.02821766,0.04941254,0.04868723,0.006185408
1538.434,0.04636927,0.02889479,0.04964417,0.04726556,0.007196059
1538.917,0.04595602,0.02957875,0.05022379,0.04562344,0.008724899
1539.399,0.04503962,0.03003725,0.05129127,0.04402602,0.01069852
1539.881,0.0438097,0.02993773,0.05271341,0.04304509,0.01258509
1540.363,0.04282135,0.0291622,0.05392925,0.04326729,0.01354254
1540.845,0.042585,0.02805093,0.05436997,0.04467459,0.01320348
1541.327,0.04309951,0.02708332,0.05399527,0.04664183,0.01202183
1541.809,0.04401432,0.02644352,0.05314171,0.04859488,0.01062126
1542.291,0.04499892,0.02606804,0.05211974,0.05026382,0.009333856
1542.773,0.04583963,0.02582032,0.05110314,0.0515466,0.008246207
1543.256,0.04642181,0.02558983,0.05016185,0.05240481,0.007339128
1543.738,0.04669447,0.02532379,0.04932765,0.05282875,0.00658765
1544.22,0.04667136,0.02503792,0.04862455,0.05286956,0.005993704
1544.702,0.04644126,0.02479873,0.04806893,0.05265995,0.005570838
1545.184,0.04612854,0.02468081,0.04766103,0.05237098,0.005318884
1545.666,0.04583862,0.02473168,0.04738538,0.05214127,0.005212246
1546.148,0.04561919,0.02495676,0.04721734,0.05202769,0.005209907
1546.63,0.04547279,0.02534179,0.04713722,0.05202445,0.005274511
1547.113,0.0453788,0.02586548,0.04713647,0.05209145,0.005383942
1547.595,0.04531497,0.02650798,0.0472188,0.05218308,0.00553607
1548.077,0.04526976,0.02723848,0.047397,0.05226223,0.005744768
1548.559,0.04524934,0.02799895,0.04768217,0.05230863,0.006028428
1549.041,0.04527343,0.02870414,0.04806957,0.05232357,0.006391399
1549.523,0.04536297,0.02924841,0.04852265,0.05232614,0.006800473
1550.005,0.04551997,0.02955948,0.04898014,0.05233844,0.007184718
1550.487,0.04572174,0.029635,0.04939044,0.05236621,0.00747196
1550.969,0.04593043,0.02953116,0.04973596,0.05239606,0.007620431
1551.452,0.04611288,0.0293125,0.05003727,0.05240735,0.007633906
1551.934,0.04625113,0.02901447,0.05033116,0.05239073,0.007546406
1552.416,0.04634228,0.0286441,0.05065376,0.05235805,0.007410614
1552.898,0.04639667,0.02819456,0.05102298,0.0523423,0.007283325
1553.38,0.04643001,0.02767087,0.05143038,0.0523825,0.00721198
1553.862,0.04645531,0.02711384,0.05183616,0.05250587,0.00722123
1554.344,0.04647189,0.02659926,0.05218623,0.05270675,0.007296997
1554.826,0.04646472,0.02620944,0.05243951,0.05294826,0.007392547
1555.309,0.04640919,0.02600966,0.05258461,0.05318245,0.007445727
1555.791,0.0462824,0.02602987,0.05264458,0.05338223,0.007406302
1556.273,0.04606996,0.02627768,0.05266398,0.05356053,0.007245205
1556.755,0.04577756,0.0267511,0.0526991,0.05377559,0.00695836
1557.237,0.04544693,0.02744328,0.05280104,0.05411182,0.006572593
1557.719,0.04519697,0.02829494,0.05297399,0.0545966,0.006177929
1558.201,0.04523069,0.02903372,0.05306068,0.05498027,0.005988578
1558.683,0.04561584,0.02917092,0.0527285,0.05470361,0.006230514
1559.166,0.04604185,0.02860314,0.05190393,0.0536548,0.006775427
1559.648,0.04622583,0.02785874,0.05096587,0.05249687,0.007251157
1560.13,0.04621092,0.02731181,0.05020813,0.05171551,0.007526051
1560.612,0.04609843,0.02698672,0.04966679,0.05134498,0.007652442
1561.094,0.0459403,0.02680149,0.04929718,0.05126376,0.007693264
1561.576,0.04575867,0.02668405,0.0490553,0.05134571,0.007682704
1562.058,0.04556695,0.02658799,0.04891619,0.05149915,0.007636027
1562.54,0.04537659,0.02648484,0.04886505,0.05166255,0.007561679
1563.022,0.04519674,0.0263587,0.04888778,0.05179903,0.007466366
1563.505,0.0450426,0.0262042,0.04896486,0.05188857,0.007361339
1563.987,0.04493396,0.0260291,0.0490647,0.05192607,0.007263127
1564.469,0.04488941,0.0258529,0.04915,0.05192114,0.007189445
1564.951,0.0449174,0.02570473,0.04918572,0.0518917,0.007155392
1565.433,0.04500776,0.02561284,0.04915609,0.05185434,0.007165607
1565.915,0.04513633,0.02559532,0.04906856,0.05181392,0.007214676
1566.397,0.04527071,0.02566082,0.04894763,0.05176159,0.007290771
1566.879,0.04537961,0.02580996,0.04882417,0.05168077,0.007380928
1567.361,0.04543852,0.02603752,0.04872424,0.05155756,0.007475086
1567.844,0.04542844,0.02632334,0.04866794,0.05139016,0.007563407
1568.326,0.04534063,0.02662151,0.04865857,0.05120058,0.007634977
1568.808,0.0451815,0.02685693,0.04867623,0.05103832,0.007678105
1569.29,0.04497856,0.0269431,0.04867431,0.0509723,0.007685887
1569.772,0.04477332,0.0268457,0.04860579,0.05104623,0.007666857
1570.254,0.04459728,0.02661533,0.04845861,0.05124539,0.007642238
1570.736,0.04445654,0.02634859,0.04825787,0.05150957,0.007633585
1571.218,0.04433556,0.02612105,0.04804157,0.05177536,0.007648763
1571.7,0.04421481,0.02596325,0.04783722,0.05199995,0.007683456
1572.183,0.04408133,0.02587356,0.04765932,0.05215763,0.007728227
1572.665,0.04393087,0.02583143,0.04751021,0.05223612,0.007773105
1573.147,0.04376494,0.02580932,0.04738744,0.05223033,0.007810352
1573.629,0.04359215,0.02577693,0.04729052,0.05213875,0.007835145
1574.111,0.04342799,0.02570873,0.04722586,0.05196213,0.007844101
1574.593,0.04330368,0.02559048,0.04721365,0.0517042,0.007834103
1575.075,0.04327473,0.02543454,0.04728851,0.05137964,0.00779829
1575.557,0.04340577,0.02528962,0.04747982,0.05103103,0.007727061
1576.04,0.04372542,0.02522793,0.04777022,0.05074071,0.007616015
1576.522,0.04417683,0.0252904,0.04807185,0.05059702,0.007479435
1577.004,0.04464735,0.02544898,0.04828181,0.05062383,0.007346276
1577.486,0.04504288,0.0256378,0.04834948,0.05076912,0.007240778
1577.968,0.04532238,0.02580554,0.04828819,0.05095086,0.007172215
1578.45,0.04548356,0.0259345,0.04814437,0.05110664,0.00713736
1578.932,0.04553671,0.02602842,0.04797094,0.05120499,0.007130087
1579.414,0.04549654,0.0261001,0.0478175,0.05124529,0.007143207
1579.896,0.04538074,0.02616287,0.04772108,0.05124878,0.007169198
1580.379,0.04521482,0.02622575,0.04770625,0.05124956,0.00719917
1580.861,0.04503296,0.02629164,0.04777565,0.05128184,0.007224295
