absorbance_2.9_1A (2),2.9_1A (2),2.9_1A,2.9_2,2.9_2A,2.9_3A (2),2.9_3A,2.9_4A (2),2.9_4A,6.4_1A,6.4_1AA,6.8_1A,6.8_2A
1523.489,0.03063122,0.02120934,0.04877023,0.0199985,0.05730443,0.05133689,0.01419834,0.07300834,0.04734033,0.02774109,0.07735339,0.0510064
1523.971,0.03088656,0.02090713,0.04869878,0.0204465,0.05716498,0.05145808,0.01429177,0.07263689,0.0472822,0.02736357,0.07747169,0.05074573
1524.453,0.03120524,0.02063547,0.04864376,0.02075192,0.05697016,0.05151408,0.01451253,0.07222943,0.04719406,0.02709994,0.07751071,0.05074795
1524.935,0.03155016,0.0204133,0.0486085,0.02089981,0.05672347,0.05144079,0.01483907,0.07186082,0.04706086,0.02691291,0.0774861,0.05102785
1525.417,0.03190295,0.02030057,0.04861116,0.02090999,0.05645249,0.05119474,0.0152497,0.07161108,0.04689133,0.02675742,0.07742491,0.05157054
1525.899,0.03224708,0.0203805,0.04867675,0.02084124,0.05621893,0.05077604,0.01569977,0.07155597,0.04671856,0.02659813,0.07736123,0.05229352
1526.382,0.03255774,0.02070315,0.04881285,0.02077216,0.05609531,0.05024572,0.01612142,0.07172282,0.04657954,0.02642865,0.07732105,0.05304827
1526.864,0.0327999,0.02124226,0.04899565,0.02076785,0.05612667,0.04970256,0.01644208,0.07207464,0.04649269,0.02626942,0.07731038,0.05366879
1527.346,0.03293807,0.0218942,0.04917254,0.02085768,0.05630974,0.04924251,0.01661213,0.07252537,0.04644503,0.02614939,0.07731677,0.05403206
1527.828,0.03295496,0.02252639,0.0492881,0.02103105,0.05659581,0.04891945,0.01662666,0.07298349,0.04640888,0.02608255,0.07732248,0.05410149
1528.31,0.0328583,0.0230254,0.04930368,0.02125983,0.05691805,0.04874363,0.01651904,0.07338004,0.04636394,0.02605948,0.07731692,0.05391014
1528.792,0.03267746,0.0233217,0.04920573,0.02151678,0.05721341,0.04869483,0.01634857,0.07367581,0.04630937,0.02604825,0.07730012,0.05353212
1529.274,0.03245214,0.02340334,0.0490054,0.0217869,0.0574413,0.0487382,0.01617704,0.0738619,0.04626347,0.0260071,0.07727858,0.05305076
1529.756,0.0322207,0.02330017,0.04872949,0.02206541,0.05758226,0.04883641,0.01605583,0.07394673,0.04625754,0.02588992,0.07725901,0.0525418
1530.239,0.03201166,0.02307043,0.04841231,0.02235042,0.05763414,0.0489566,0.01601674,0.07394815,0.04632762,0.02565297,0.07724354,0.05206625
1530.721,0.03183458,0.02277889,0.04808679,0.02263665,0.05760353,0.04907612,0.0160657,0.0738851,0.04650656,0.02526146,0.07722874,0.05166023
1531.203,0.03168424,0.02249517,0.04778941,0.02290176,0.05749798,0.04918196,0.01618498,0.07377629,0.04682212,0.02469639,0.07720904,0.05134721
1531.685,0.03154454,0.02228833,0.04756908,0.02309431,0.05732243,0.04927263,0.01633334,0.07364249,0.04728634,0.02398033,0.07718427,0.05114285
1532.167,0.03140039,0.02221554,0.04748931,0.02313519,0.05707892,0.04935982,0.01645506,0.07350827,0.04787819,0.02320823,0.0771694,0.05106156
1532.649,0.03124934,0.02229903,0.04762153,0.02293933,0.05678096,0.04946373,0.01649088,0.0734051,0.04850574,0.02259585,0.07720152,0.05111245
1533.131,0.03110985,0.02249112,0.04799146,0.02249321,0.05646804,0.04960214,0.01642362,0.07336086,0.04900119,0.02242269,0.07732613,0.05128274
1533.613,0.03100993,0.02269817,0.04852569,0.02191456,0.05620058,0.04977966,0.01630889,0.07338592,0.04921494,0.0228208,0.07755701,0.05152745
1534.095,0.03095948,0.02284298,0.04907446,0.02140363,0.05602414,0.04998921,0.01624279,0.073467,0.04912848,0.02363512,0.07785338,0.05178826
1534.578,0.03093761,0.02291375,0.0495147,0.02110091,0.05593783,0.05021936,0.01627835,0.07358194,0.04884653,0.02455775,0.07814691,0.05203314
1535.06,0.03091115,0.02292763,0.04980544,0.02103052,0.0559066,0.05045559,0.01639844,0.07371183,0.04848097,0.02536885,0.07838523,0.05226675
1535.542,0.03085254,0.02289697,0.04995592,0.02115356,0.05588365,0.05068352,0.01655093,0.07384657,0.04809393,0.02597848,0.07854253,0.05251465
1536.024,0.03075078,0.02281965,0.04999127,0.02141894,0.05582401,0.05088818,0.01668551,0.07398431,0.04769517,0.02638886,0.07861773,0.05281286
1536.506,0.03060727,0.02268495,0.0499313,0.02179361,0.05568477,0.05105003,0.01677702,0.07412378,0.04726419,0.02663827,0.07862875,0.05320539
1536.988,0.03043814,0.02248608,0.04978758,0.02226177,0.05541586,0.0511381,0.01683065,0.07425915,0.04677148,0.02676949,0.07861508,0.05374823
1537.47,0.03027561,0.02222563,0.04956435,0.02283025,0.05495727,0.05110982,0.01689198,0.07437531,0.04619168,0.02681912,0.07864158,0.05450877
1537.952,0.03017499,0.02192434,0.04925564,0.02353533,0.05423899,0.05092191,0.01704895,0.07444856,0.04551845,0.02680359,0.07880147,0.05556262
1538.434,0.03022732,0.02162926,0.04884978,0.02443856,0.05321078,0.05056163,0.01742588,0.07444671,0.0448205,0.02670486,0.07920781,0.05693799
1538.917,0.03053401,0.02140405,0.04832815,0.02561373,0.05191852,0.05009863,0.01813602,0.07432953,0.04432089,0.02644151,0.07993451,0.0585064
1539.399,0.03112437,0.02128776,0.04768223,0.02706789,0.05063534,0.04973403,0.01916584,0.07405585,0.04448029,0.02587206,0.08088462,0.0598027
1539.881,0.0317989,0.02121799,0.04696098,0.02859369,0.04994385,0.04976861,0.02021067,0.07362556,0.04585772,0.02492058,0.08160969,0.05997647
1540.363,0.03219344,0.02106227,0.04630269,0.02975373,0.05035887,0.05035803,0.02079061,0.07315814,0.04845731,0.02381846,0.08154154,0.05847181
1540.845,0.0321397,0.02077995,0.04585402,0.03021284,0.05175693,0.05131,0.02072601,0.07285265,0.05136331,0.02303511,0.08063689,0.05584835
1541.327,0.03183058,0.0204721,0.04565755,0.03000501,0.05348588,0.05227001,0.02030899,0.07282534,0.05355408,0.02283697,0.07944882,0.05327892
1541.809,0.03154023,0.02024189,0.04567648,0.02934974,0.05499632,0.05300943,0.01989949,0.07303283,0.0546747,0.02313845,0.0784739,0.05142713
1542.291,0.03141224,0.02011775,0.04586717,0.02841589,0.05605271,0.05345658,0.01965719,0.07335645,0.05481187,0.02372586,0.07787487,0.05035168
1542.773,0.03146885,0.02007773,0.04620146,0.02728159,0.05660155,0.05360783,0.01955986,0.07366715,0.05412751,0.02438938,0.07760961,0.04987236
1543.256,0.03165844,0.02008347,0.04665302,0.02599399,0.05668002,0.05349182,0.0194882,0.07385781,0.05278465,0.02495722,0.07756068,0.04978089
1543.738,0.03190275,0.02010524,0.04717655,0.02463663,0.05637787,0.05316308,0.01930689,0.07385143,0.05099607,0.02529273,0.07760984,0.04991254
1544.22,0.03211999,0.02013523,0.04769821,0.02336157,0.05584696,0.05271631,0.01892946,0.07362012,0.04908235,0.02531915,0.0776692,0.05015578
1544.702,0.03225721,0.02019067,0.0481388,0.02234199,0.05527592,0.05227026,0.01837423,0.07320759,0.04738954,0.02506338,0.07770455,0.05045716
1545.184,0.0322958,0.02030073,0.04844451,0.02170178,0.05483548,0.05192861,0.01774157,0.07270314,0.0461603,0.0246307,0.07772301,0.05080688
1545.666,0.03224244,0.0204856,0.04860661,0.02146897,0.05462605,0.05174269,0.0171503,0.07219633,0.04545323,0.02414459,0.07774611,0.05121693
1546.148,0.03210763,0.02074151,0.04865598,0.02158317,0.05465932,0.05170013,0.01666925,0.07173457,0.0451693,0.02368675,0.07778179,0.05169655
1546.63,0.03189344,0.02104472,0.04863799,0.0219505,0.05490143,0.05175508,0.01631045,0.07132921,0.04515114,0.02329094,0.07781704,0.05224377
1547.113,0.03159295,0.02135907,0.0485989,0.02247374,0.05530261,0.05185138,0.01604377,0.07097375,0.04524164,0.02295809,0.07782074,0.05283789
1547.595,0.03119881,0.02164495,0.04857451,0.02306991,0.0558167,0.05193926,0.01582266,0.0706638,0.04531856,0.0226741,0.07775429,0.05344152
1548.077,0.0307203,0.02185713,0.04858995,0.02365071,0.0563941,0.05197704,0.01560597,0.07041705,0.04528693,0.02242925,0.07757732,0.05398794
1548.559,0.03020099,0.02194876,0.04865094,0.02411743,0.05696901,0.05193606,0.01537719,0.07027831,0.04509211,0.0222272,0.0772648,0.05438383
1549.041,0.02971994,0.02188863,0.04873656,0.02437892,0.05746201,0.05181184,0.01515596,0.07030457,0.04473669,0.02208521,0.07682689,0.05454071
1549.523,0.02937699,0.02167992,0.0487955,0.02438301,0.05778794,0.05163158,0.01499692,0.07053457,0.0442911,0.02202677,0.07632529,0.05441846
1550.005,0.0292383,0.02137942,0.04876726,0.02416046,0.05789921,0.05145337,0.01495701,0.07095096,0.04386848,0.02206146,0.07585604,0.05407293
1550.487,0.02930084,0.02107067,0.04861735,0.02381117,0.05780994,0.05133839,0.01505287,0.07148666,0.04355771,0.02217555,0.07549691,0.05362516
1550.969,0.02950463,0.02082807,0.04835051,0.02345383,0.05758017,0.05132614,0.01525016,0.07205494,0.04338803,0.02234089,0.07527816,0.05319655
1551.452,0.02978164,0.02068515,0.04800395,0.02316581,0.05727729,0.05141957,0.01548325,0.07258909,0.04333194,0.02253277,0.07518455,0.05284352
1551.934,0.0300935,0.02063904,0.04762629,0.0229667,0.05694719,0.05159279,0.01569194,0.07305205,0.0433444,0.02274067,0.07518716,0.05255322
1552.416,0.03043675,0.02067333,0.0472702,0.02283343,0.05662272,0.05180301,0.01583214,0.07342294,0.04338224,0.02296294,0.07526485,0.0522701
1552.898,0.0308319,0.02077101,0.04698253,0.02271795,0.05633043,0.05200041,0.01588861,0.07368939,0.04341599,0.02319878,0.07541101,0.05192512
1553.38,0.03129794,0.02092096,0.04679373,0.02257186,0.05609899,0.05214081,0.01587287,0.07384339,0.04342708,0.02343837,0.07562474,0.05146669
1553.862,0.03182442,0.02111318,0.04670989,0.02236409,0.05596248,0.05219475,0.01581607,0.07388584,0.04340112,0.02365762,0.07589369,0.05087985
1554.344,0.03235806,0.0213368,0.04670418,0.02210379,0.05594606,0.05216606,0.01575216,0.07383429,0.04332797,0.02382708,0.07618711,0.05019449
1554.826,0.03282106,0.02158125,0.04673123,0.02183633,0.05605501,0.05209326,0.0156984,0.07372285,0.04320627,0.02392848,0.07646398,0.04946098
1555.309,0.03313076,0.02183531,0.04674275,0.02163122,0.05627083,0.05204047,0.01564993,0.07359683,0.04305163,0.02396814,0.07668664,0.04872054
1555.791,0.0332245,0.02209338,0.04670941,0.02155649,0.05655827,0.05207593,0.01558692,0.07349733,0.04290698,0.02398172,0.07683863,0.04797779
1556.273,0.03304609,0.02235833,0.04662307,0.02167008,0.05687267,0.05226002,0.01549099,0.07345466,0.04285441,0.02402907,0.0769281,0.04720429
1556.755,0.03252581,0.02264534,0.04649585,0.02201897,0.05714644,0.05264955,0.0153596,0.07348964,0.04305304,0.02420039,0.07698944,0.04636922
1557.237,0.03156308,0.02297446,0.04635972,0.02262436,0.05727309,0.05328779,0.01521392,0.07361481,0.04377383,0.0246108,0.07708027,0.04550435
1557.719,0.03008078,0.02332386,0.04628213,0.02341322,0.05707648,0.05414039,0.01509175,0.0738169,0.04539141,0.02535945,0.07726739,0.04485369
1558.201,0.02828697,0.02347952,0.0463749,0.02404011,0.05637671,0.05484151,0.01501396,0.07396075,0.04797767,0.0263113,0.07754578,0.0450735
1558.683,0.02694201,0.02306207,0.04669533,0.02395897,0.05533414,0.05465493,0.01493752,0.0737661,0.05041508,0.02685888,0.07772164,0.04674244
1559.166,0.02675373,0.02213,0.04709302,0.02312521,0.05457598,0.05342548,0.01481083,0.0731873,0.05106442,0.02650857,0.07762321,0.04914313
1559.648,0.0274555,0.02130127,0.04737984,0.02216,0.05444558,0.05202745,0.01466927,0.07259305,0.05003824,0.02563462,0.07740092,0.05098872
1560.13,0.02839992,0.02090735,0.04753871,0.02147753,0.0547272,0.05108906,0.01457898,0.07222509,0.04847727,0.02478709,0.07725132,0.05197375
1560.612,0.02924544,0.02085803,0.04763065,0.02109544,0.05513611,0.05060762,0.01455948,0.07204017,0.0470247,0.02416059,0.07721614,0.05237695
1561.094,0.02991679,0.02097699,0.04770395,0.02090557,0.05551529,0.05040146,0.01459607,0.07193014,0.04584385,0.02375083,0.07726304,0.05247294
1561.576,0.03044239,0.02114587,0.04778324,0.02081064,0.05580551,0.05033399,0.01466327,0.07182807,0.0449173,0.02350403,0.07735111,0.05242287
1562.058,0.03086122,0.02131217,0.04788136,0.02074644,0.05598731,0.05033556,0.01473988,0.07170966,0.04420501,0.0233719,0.07745012,0.0523134
1562.54,0.03119173,0.02145973,0.04800463,0.020677,0.05605885,0.05036888,0.01481176,0.07157398,0.04368211,0.02331441,0.07753598,0.05219575
1563.022,0.03143259,0.02158824,0.04815463,0.02059062,0.05603112,0.05040911,0.01486991,0.07143322,0.04333874,0.02329715,0.07758924,0.05210316
1563.505,0.03156602,0.02170206,0.04832564,0.02049729,0.0559263,0.05043677,0.01490797,0.07131433,0.04318543,0.02328986,0.07759339,0.05206114
1563.987,0.03157929,0.02180256,0.04850062,0.02042491,0.05578023,0.0504397,0.01492062,0.07125477,0.04323319,0.02326735,0.07753941,0.05208465
1564.469,0.03148239,0.02188738,0.04865478,0.02040448,0.05563434,0.05041811,0.01490516,0.07128769,0.04347175,0.02321703,0.07743066,0.0521704
1564.951,0.0313141,0.02194936,0.04876024,0.020455,0.05552529,0.05038316,0.01486193,0.07142419,0.0438568,0.02314126,0.07728279,0.05229387
1565.433,0.03112948,0.02198111,0.04879834,0.02056807,0.05546832,0.05035113,0.01479479,0.07163955,0.04431566,0.02305616,0.07711618,0.05241439
1565.915,0.03097356,0.02197728,0.04876654,0.0207124,0.05545371,0.05033384,0.0147076,0.07188417,0.04477739,0.02298095,0.07694441,0.05249175
1566.397,0.03087063,0.021935,0.04867585,0.02084416,0.05545529,0.05033588,0.01460294,0.07209693,0.04518507,0.02293139,0.07677118,0.05249031
1566.879,0.03082191,0.02185488,0.04854485,0.02092172,0.05544148,0.05035529,0.01448301,0.07222393,0.04550365,0.02291451,0.07659237,0.05238418
1567.361,0.03081425,0.02174276,0.0483929,0.0209147,0.05538709,0.05038816,0.01435327,0.07222987,0.04571326,0.0229285,0.07640396,0.05215595
1567.844,0.03083048,0.02161635,0.04824183,0.02080655,0.05527711,0.0504335,0.01423032,0.07210494,0.04579406,0.02296169,0.07621285,0.05180273
1568.326,0.03085458,0.02150571,0.04811357,0.02060631,0.05511632,0.05049162,0.0141444,0.07187977,0.04572686,0.02299169,0.07604487,0.05135487
1568.808,0.03087516,0.02144892,0.04802715,0.02035747,0.05493601,0.05055848,0.01413459,0.07163216,0.04550369,0.02298914,0.07594123,0.05089244
1569.29,0.03088149,0.0214759,0.04799227,0.02014166,0.05479442,0.05061554,0.01423146,0.07147599,0.04515579,0.02292888,0.07594071,0.05054696
1569.772,0.03086811,0.02159465,0.04800224,0.02003676,0.05474734,0.0506412,0.01443235,0.07149599,0.04475805,0.02281246,0.07604421,0.05042412
1570.254,0.03083885,0.02179075,0.04804077,0.02006843,0.05481387,0.05063007,0.01469889,0.07169347,0.04439054,0.02266959,0.07621037,0.05052859
1570.736,0.0308042,0.02203814,0.04809424,0.02020803,0.05497295,0.05059282,0.01498524,0.07199894,0.0440956,0.02253629,0.07638285,0.05077622
1571.218,0.03077694,0.02230817,0.04815847,0.02040786,0.05518655,0.05054354,0.01526181,0.07232832,0.04387129,0.02243361,0.07652308,0.05106941
1571.7,0.0307708,0.02257601,0.04823448,0.02063418,0.05542332,0.05048861,0.01551807,0.07262525,0.04369607,0.02236484,0.07661669,0.05134723
1572.183,0.03080409,0.0228236,0.04832207,0.02087065,0.05566248,0.0504308,0.01575356,0.07286222,0.04354706,0.02232443,0.07666496,0.05158515
1572.665,0.03089575,0.02303908,0.04841542,0.02111395,0.05589218,0.05036605,0.01597232,0.07303198,0.04340808,0.02230275,0.07667761,0.05178566
1573.147,0.03106147,0.02321445,0.04850192,0.02136412,0.05610204,0.05028342,0.01617752,0.07313214,0.04327001,0.02229132,0.07666752,0.05196358
1573.629,0.03130756,0.02333989,0.04855977,0.02161374,0.05627674,0.05016334,0.01636547,0.07315571,0.04313122,0.0222842,0.07665005,0.05213611
1574.111,0.03162445,0.02340232,0.04856176,0.02184206,0.05639416,0.0499815,0.01652054,0.07308965,0.04299992,0.02228324,0.07664043,0.05231466
1574.593,0.03197948,0.02338243,0.04847978,0.02200612,0.0564256,0.04972542,0.01660562,0.07292559,0.04289834,0.0223031,0.07665151,0.05249324
1575.075,0.03230538,0.02325598,0.04830078,0.02203967,0.05634428,0.04942392,0.01655717,0.07268094,0.04286807,0.02237651,0.0766876,0.05263525
1575.557,0.03250999,0.02300972,0.04804899,0.02188287,0.0561505,0.04916387,0.01631878,0.07241583,0.04295466,0.02254322,0.07673617,0.05267688
1576.04,0.03251213,0.02267014,0.04779625,0.0215391,0.05589849,0.04906419,0.01590367,0.07222325,0.04316953,0.02281695,0.07676764,0.05256675
1576.522,0.03230627,0.02231895,0.04762466,0.02111137,0.05568442,0.0491888,0.01543496,0.07217345,0.04345431,0.02315212,0.07675728,0.05232675
1577.004,0.03197491,0.02204919,0.04756285,0.0207375,0.05557922,0.04949243,0.01506274,0.07226351,0.04371665,0.02346607,0.07670949,0.05204912
1577.486,0.03162121,0.02190626,0.04757933,0.02050386,0.05559137,0.04986758,0.01486237,0.07243544,0.0438937,0.0236964,0.07664741,0.05182513
1577.968,0.03130627,0.02187668,0.04762349,0.02042224,0.05568525,0.05021984,0.01481469,0.072626,0.04397578,0.02382363,0.07659102,0.05169546
1578.45,0.03104314,0.02191867,0.04766146,0.02046253,0.05582021,0.05050199,0.01485702,0.07279674,0.04398613,0.02385877,0.07654668,0.05165349
1578.932,0.03082083,0.02199212,0.04767948,0.02058715,0.05596728,0.05069946,0.01492773,0.0729296,0.04395723,0.02382148,0.07651378,0.05167194
1579.414,0.0306224,0.02206803,0.0476792,0.02076243,0.05611224,0.05081738,0.01498419,0.07301833,0.04392138,0.02373421,0.07648899,0.05171684
1579.896,0.03043502,0.02212862,0.04767048,0.02096138,0.05625056,0.05086967,0.01500739,0.07306068,0.04390474,0.02361969,0.0764695,0.05175808
1580.379,0.03025764,0.0221642,0.04766571,0.02115886,0.05638143,0.05087638,0.01499546,0.07305565,0.04392757,0.02350221,0.07645403,0.05177083
1580.861,0.03010288,0.02217086,0.04767631,0.02133303,0.05650261,0.05086076,0.01496014,0.07300407,0.04400018,0.02340683,0.07644401,0.05174156
1581.343,0.02999137,0.02215059,0.04770888,0.02146821,0.05660752,0.05084376,0.01491967,0.07290923,0.04412138,0.02335287,0.07644343,0.05167092
1581.825,0.02994631,0.02211094,0.04776504,0.02155781,0.05668376,0.05084145,0.01489166,0.07277868,0.04427959,0.02335115,0.07645937,0.05157317
1582.307,0.02998179,0.02206547,0.04784036,0.02160649,0.05671569,0.05085997,0.01488831,0.07262455,0.04445777,0.02339963,0.07650074,0.05147043
1582.789,0.03009568,0.022031,0.04792601,0.02162714,0.05669042,0.05089661,0.01491256,0.07246142,0.04464192,0.02348421,0.07657478,0.05138436
1583.271,0.0302694,0.02202616,0.04800834,0.02163646,0.05660122,0.0509439,0.01495978,0.07230787,0.04482251,0.0235831,0.07668448,0.05133152
1583.753,0.03047185,0.02206494,0.04807065,0.0216468,0.05645281,0.05099477,0.01502056,0.07218233,0.04499683,0.02367392,0.07682475,0.05131925
1584.236,0.03066961,0.02215081,0.04809675,0.02166144,0.05626167,0.05104476,0.01508415,0.07209913,0.04516604,0.02374082,0.0769817,0.05134742
1584.718,0.03083125,0.02227351,0.04807366,0.02167437,0.05605614,0.05109233,0.01513994,0.07206675,0.0453297,0.02377709,0.07713377,0.05141053
1585.2,0.03093733,0.02240892,0.04799886,0.02167271,0.05586984,0.05113462,0.01517985,0.07208286,0.04548364,0.02378689,0.07725902,0.05150075
1585.682,0.03098367,0.02252687,0.04788318,0.02164408,0.05573396,0.05116624,0.01519974,0.07213642,0.04562029,0.02378203,0.07734323,0.05160965
1586.164,0.03097994,0.02259714,0.0477537,0.02158098,0.05567269,0.0511769,0.01519988,0.07220967,0.04572975,0.02377726,0.07738507,0.05172646
1586.646,0.03094555,0.02260296,0.04764568,0.02148554,0.05569648,0.05115473,0.01518505,0.07228617,0.04580386,0.02378453,0.07739902,0.05183963
1587.128,0.03090196,0.02254641,0.04759289,0.02136697,0.05580077,0.05109197,0.01516327,0.07235583,0.04583831,0.02380879,0.07740974,0.05193698
1587.61,0.03086877,0.02245043,0.04761939,0.02123959,0.05596791,0.05098936,0.01514465,0.07241841,0.04583349,0.02384798,0.07744659,0.05200747
1588.093,0.0308574,0.0223511,0.04772888,0.0211165,0.0561699,0.05086046,0.01513732,0.07248214,0.04579476,0.02389473,0.07753105,0.05204507
1588.575,0.03087001,0.02228598,0.04790395,0.021006,0.05637433,0.05073,0.01514371,0.07256027,0.04573189,0.02394072,0.07767026,0.05205165
1589.057,0.03090002,0.02228254,0.04810897,0.02091179,0.05654778,0.05063007,0.01516079,0.07266509,0.04566045,0.02398002,0.07785199,0.05203872
1589.539,0.03093578,0.0223448,0.04830523,0.02083426,0.0566665,0.05058754,0.01518007,0.07280147,0.04559898,0.02401296,0.07805007,0.05202339
1590.021,0.03096449,0.02245095,0.04846333,0.02077469,0.05672052,0.05061626,0.01519185,0.07296523,0.04556844,0.02404438,0.07823178,0.05202178
1590.503,0.03097627,0.02255898,0.04857168,0.02073816,0.05671536,0.05071159,0.01519005,0.07314263,0.04558887,0.02408149,0.07836789,0.0520424
1590.985,0.03096671,0.02262452,0.0486377,0.02073261,0.05666913,0.0508534,0.01517584,0.07331658,0.04567338,0.02412828,0.07844133,0.05208026
1591.467,0.0309371,0.02261315,0.04867946,0.02076538,0.05660642,0.05101216,0.01515795,0.07346947,0.04582456,0.02418303,0.07844865,0.05211825
1591.949,0.03089274,0.02251238,0.04871503,0.0208381,0.05655196,0.05115746,0.01514948,0.07358705,0.04603052,0.02423792,0.07839734,0.05213193
1592.432,0.03084154,0.02233457,0.04875311,0.02094236,0.0565228,0.05126744,0.01516242,0.0736604,0.0462658,0.02428195,0.07830104,0.05210039
1592.914,0.03079334,0.02211354,0.04879151,0.02106009,0.05652595,0.05133015,0.01520384,0.07368591,0.04649308,0.02430465,0.07817777,0.05201223
1593.396,0.03075935,0.02189519,0.04882098,0.02116719,0.05655756,0.05134429,0.01527247,0.07366642,0.04666964,0.02430045,0.07804929,0.05187238
1593.878,0.03075049,0.0217214,0.04883279,0.02124524,0.05660503,0.05131523,0.01536021,0.0736099,0.04676066,0.02427055,0.07793873,0.05170067
1594.36,0.03077669,0.02162158,0.04882326,0.02128801,0.05665194,0.05125124,0.01545462,0.07352969,0.04674717,0.02422178,0.07787064,0.05152751
1594.842,0.03084299,0.02160435,0.04879617,0.02130698,0.05668279,0.05116004,0.01554432,0.07344323,0.04663313,0.0241626,0.07786582,0.05138352
1595.324,0.0309473,0.02165965,0.04875715,0.02132669,0.05668858,0.0510476,0.01562224,0.07336754,0.04644339,0.0240984,0.07793272,0.05128834
1595.806,0.03107767,0.02176544,0.04870841,0.0213754,0.05666833,0.05092061,0.01568693,0.07331692,0.04621714,0.02402972,0.07806414,0.05124693
1596.288,0.03121432,0.02189796,0.04864464,0.02147195,0.05662873,0.05078894,0.01574035,0.07329857,0.04599519,0.02395363,0.07823585,0.05124985
1596.771,0.03133496,0.02204147,0.04855726,0.02161752,0.05658048,0.05066579,0.01578594,0.07331272,0.04580758,0.02386794,0.07841659,0.05128047
1597.253,0.03141813,0.02218848,0.04844037,0.02179535,0.05653608,0.05056867,0.01582639,0.07335286,0.04567265,0.02377559,0.0785742,0.05132077
1597.735,0.0314489,0.02233883,0.04829964,0.02197771,0.05650687,0.05051547,0.01586405,0.07341041,0.04559601,0.02368635,0.07868756,0.05135709
1598.217,0.03142112,0.02249441,0.04815334,0.02213661,0.05650087,0.05051861,0.01590027,0.07347652,0.04557414,0.02361508,0.07875099,0.05138195
1598.699,0.03133671,0.02265541,0.04803197,0.02224839,0.05652256,0.05058396,0.0159368,0.07354441,0.045598,0.02357947,0.07877294,0.05139228
1599.181,0.03120456,0.0228164,0.04796771,0.02230091,0.05657113,0.05070543,0.01597332,0.07360891,0.04565418,0.02359431,0.07877066,0.05138953
1599.663,0.03103747,0.02296785,0.04798235,0.02229337,0.05664039,0.05086519,0.01600571,0.07366549,0.04572744,0.02366648,0.07876199,0.05137693
1600.145,0.03085226,0.02309695,0.04807898,0.02223507,0.05671681,0.05103348,0.01602359,0.07370748,0.04580057,0.02379265,0.07875798,0.05136188
1600.627,0.03066663,0.02319128,0.04823681,0.02214037,0.05678211,0.05117417,0.01601077,0.07372504,0.04585851,0.02395867,0.0787574,0.05135436
1601.11,0.0304976,0.02324292,0.04841752,0.02202487,0.05681798,0.05125545,0.01595053,0.07370663,0.0458932,0.02414344,0.0787487,0.05136591
1601.592,0.03036313,0.0232497,0.04857469,0.02190271,0.05680888,0.05125524,0.01583178,0.07364015,0.04590714,0.02432259,0.07871535,0.05140746
1602.074,0.03027806,0.02321617,0.04867241,0.02178491,0.05674987,0.05117182,0.01565858,0.07351848,0.04591462,0.02447627,0.0786471,0.05148435
1602.556,0.03025262,0.02315022,0.04869525,0.02167868,0.05664986,0.05102381,0.01545339,0.07334325,0.04593577,0.02459409,0.07854687,0.05159244
1603.038,0.03028987,0.02306155,0.04864983,0.02158999,0.05653058,0.05084739,0.0152561,0.07312699,0.04598981,0.02467503,0.07843269,0.05171723
1603.52,0.03038306,0.02295741,0.04855695,0.02152285,0.05642036,0.05068187,0.01511054,0.07288969,0.0460841,0.0247265,0.07832964,0.05183752
1604.002,0.03051627,0.02284183,0.04844033,0.02148033,0.05634583,0.05055779,0.01505074,0.07265522,0.04620977,0.02475928,0.07825945,0.05193218
1604.484,0.03066804,0.02271606,0.04831985,0.02146457,0.05632582,0.0504898,0.01509214,0.07244694,0.04634431,0.02478492,0.07823251,0.05198505
1604.967,0.03081729,0.02257982,0.04820824,0.0214774,0.05636594,0.05047275,0.01522711,0.07228388,0.04646075,0.02481164,0.07824421,0.05198984
1605.449,0.03094757,0.02243293,0.04811677,0.02152164,0.05645903,0.05048677,0.01542958,0.07218072,0.04653646,0.02484438,0.07827874,0.05194857
1605.931,0.03104929,0.02227871,0.0480612,0.02160149,0.05658791,0.05050497,0.01566055,0.07214952,0.04656024,0.02488469,0.07831409,0.05187032
1606.413,0.0311202,0.02212377,0.04806251,0.02172135,0.05673059,0.05050422,0.01588062,0.07219844,0.04653686,0.02493207,0.07833096,0.05176622
1606.895,0.03116324,0.02198022,0.04814237,0.0218831,0.05686444,0.05047362,0.01605432,0.07232881,0.04648478,0.02498429,0.07831603,0.05164801
1607.377,0.03118367,0.02186463,0.04831165,0.02208139,0.0569714,0.05041972,0.01615637,0.07253039,0.04642963,0.02503804,0.07826492,0.05152696
1607.859,0.03118575,0.02179443,0.04855742,0.02230038,0.05704492,0.05036696,0.01617833,0.07277867,0.04639181,0.02508983,0.07818237,0.05141353
1608.341,0.03117189,0.02178453,0.04883792,0.02251314,0.05709025,0.05034901,0.01612914,0.07303518,0.04637674,0.02513585,0.07807935,0.05131948
1608.823,0.03114382,0.02184178,0.04909027,0.02268669,0.05712356,0.05039649,0.01603399,0.07325487,0.04636953,0.02517194,0.07797059,0.0512588
1609.306,0.03110494,0.02196241,0.0492569,0.02279309,0.05716287,0.05052189,0.01592544,0.07340242,0.04634412,0.02519299,0.07787099,0.05124474
1609.788,0.03106239,0.02213069,0.04930212,0.02281633,0.05722103,0.05071538,0.015838,0.07345908,0.04627313,0.02519269,0.07779568,0.05128787
