absorbance_2.9_1A (2),2.9_1A (2),2.9_1A,2.9_2,2.9_2A,2.9_3A (2),2.9_3A,2.9_4A (2),2.9_4A,6.4_1A,6.4_1AA,6.8_1A,6.8_2A
2502.668,0.03598995,0.02570186,0.05368888,0.02584078,0.06210725,0.05624703,0.01892809,0.07820091,0.04904974,0.02875286,0.08390355,0.05716424
2503.15,0.03601727,0.02568297,0.05374458,0.0257447,0.06226268,0.05630195,0.01889465,0.07832272,0.0491343,0.02881266,0.08396102,0.05727842
2503.632,0.03602277,0.02569208,0.05384833,0.02566744,0.06244109,0.05628077,0.01890215,0.07838936,0.04918701,0.02879807,0.08398005,0.05739869
2504.114,0.03601976,0.02571997,0.05399477,0.02560982,0.06262873,0.05619159,0.01894359,0.07841402,0.04922112,0.02870856,0.08397613,0.05750961
2504.596,0.0360288,0.02576357,0.0541678,0.02557196,0.0628152,0.05606112,0.01900805,0.07841255,0.04925746,0.02855926,0.08397146,0.05759446
2505.078,0.03607322,0.02582497,0.05434239,0.02555067,0.06299306,0.05592486,0.01908536,0.07839501,0.04932057,0.02837834,0.08399071,0.05764046
2505.561,0.03616967,0.0259072,0.05449237,0.02553832,0.06315632,0.05581223,0.01916903,0.07836176,0.04942925,0.02819684,0.08405201,0.05764241
2506.043,0.0363232,0.02601046,0.0545929,0.02552176,0.06329791,0.05574127,0.01925428,0.07830655,0.04959427,0.02804513,0.08416349,0.05760424
2506.525,0.03652017,0.02612965,0.05462757,0.02548625,0.06340881,0.05571369,0.01933664,0.07822091,0.04981209,0.02794502,0.08431748,0.05753812
2507.007,0.03673164,0.02625494,0.05459304,0.02542097,0.06347962,0.05571907,0.01941049,0.0781017,0.0500671,0.02790604,0.08449331,0.05745887
2507.489,0.03691674,0.02637439,0.05449869,0.02532442,0.06350245,0.05574121,0.01946907,0.07795376,0.05033278,0.02792624,0.08465972,0.05738095
2507.971,0.03703599,0.02647778,0.05436559,0.02520832,0.06347348,0.05576725,0.01950835,0.07779126,0.05057901,0.02799555,0.08478557,0.05731284
2508.453,0.03706424,0.02656019,0.05421926,0.02509562,0.06339488,0.05579358,0.01952973,0.07763238,0.05078061,0.02810114,0.08484949,0.05725643
2508.935,0.03699611,0.02662079,0.05408571,0.02501821,0.06327494,0.05582633,0.01954217,0.07749704,0.05092042,0.02823039,0.08484413,0.05720883
2509.417,0.03684942,0.02666188,0.05398507,0.02500616,0.06312545,0.05587804,0.01955933,0.07740167,0.05099506,0.02837555,0.08477838,0.05716589
2509.9,0.03665594,0.02668509,0.05392625,0.02507847,0.06295935,0.0559598,0.01959247,0.07735693,0.05101302,0.02853304,0.08467098,0.05712594
2510.382,0.03645416,0.026689,0.05390929,0.02523822,0.06278847,0.05607715,0.01964431,0.07736947,0.05099259,0.02870132,0.08454429,0.05709089
2510.864,0.0362752,0.02667005,0.05392561,0.02546924,0.06262283,0.05622455,0.01970341,0.07744112,0.05095419,0.02887702,0.08441571,0.05706428
2511.346,0.03613511,0.02662545,0.05396341,0.02574102,0.06247001,0.0563878,0.01974759,0.07756982,0.05091482,0.02905323,0.08429395,0.05704762
2511.828,0.03603664,0.02655694,0.05400972,0.02601313,0.0623366,0.0565466,0.01974866,0.07774815,0.05088394,0.02921806,0.08418148,0.05703748
2512.31,0.0359735,0.02647456,0.05405385,0.02624631,0.06222844,0.05668133,0.01968622,0.07796194,0.05086198,0.02935851,0.08408034,0.0570238
2512.792,0.03593853,0.02639547,0.05408896,0.02641102,0.0621502,0.0567788,0.01955694,0.07819143,0.05084179,0.0294658,0.08399683,0.05699431
2513.274,0.03593053,0.02634129,0.05411153,0.02648981,0.06210449,0.05683339,0.01937858,0.07841142,0.05081211,0.02953862,0.08394454,0.05693842
2513.757,0.03595566,0.02632957,0.05412208,0.02648171,0.06209045,0.05684781,0.01918529,0.07859825,0.05076211,0.02958537,0.08393969,0.05685448
2514.239,0.03602378,0.02636797,0.0541256,0.02639767,0.06210358,0.05682969,0.01901575,0.07873502,0.05068487,0.0296214,0.08399238,0.05675164
2514.721,0.03614223,0.02645034,0.05413228,0.02625803,0.06213732,0.05678851,0.01890272,0.07881499,0.05057845,0.02966354,0.08409893,0.0566487
2515.203,0.03630879,0.02655828,0.0541557,0.02608509,0.0621856,0.05673261,0.01885994,0.07884303,0.05044705,0.0297211,0.08423759,0.05656577
2515.685,0.03650985,0.02666773,0.05421036,0.02589861,0.06224581,0.05666836,0.0188809,0.07883197,0.05030013,0.0297893,0.084373,0.05651671
2516.167,0.0367221,0.02675517,0.05430833,0.02571505,0.06231992,0.05660168,0.01894253,0.07879679,0.05015161,0.02984813,0.08446486,0.05650287
2516.649,0.03692078,0.02680695,0.05445174,0.02554477,0.06241452,0.05653911,0.01901691,0.07874763,0.05001815,0.02986766,0.08448601,0.05651187
2517.131,0.03708597,0.02682076,0.05463067,0.02539443,0.06253807,0.05648943,0.01907982,0.07868706,0.0499171,0.02981694,0.08443029,0.05652314
2517.614,0.03720738,0.02680465,0.0548219,0.02527013,0.06269719,0.05646262,0.01911649,0.07861026,0.04986521,0.0296754,0.08431778,0.05651634
2518.096,0.0372859,0.0267706,0.05499632,0.02517656,0.06289248,0.05646807,0.01912308,0.07851064,0.04987308,0.02944314,0.08418518,0.05648166
2518.578,0.03732944,0.02672921,0.05512561,0.02511857,0.06311586,0.05651078,0.01910247,0.07838523,0.0499427,0.02914428,0.08407403,0.05642421
2519.06,0.03734802,0.02668545,0.05519221,0.02509896,0.06335037,0.05658967,0.01905955,0.07824037,0.05006372,0.02882424,0.08401561,0.05636255
2519.542,0.03734807,0.02663798,0.05519668,0.02511682,0.06357401,0.05669651,0.01899926,0.07809206,0.05021556,0.02853522,0.08402001,0.05632039
2520.024,0.03733202,0.02658339,0.05515786,0.02516594,0.06376277,0.05681702,0.01892706,0.0779642,0.05036689,0.02832708,0.08407666,0.05631798
2520.506,0.03729927,0.026521,0.05510765,0.02523484,0.06389572,0.056933,0.01885252,0.07788153,0.05048349,0.02823346,0.08416236,0.05636348
2520.988,0.03725082,0.02645658,0.05507664,0.02530992,0.06396077,0.05702784,0.01878989,0.07786059,0.05053781,0.02826191,0.08425443,0.05645143
2521.47,0.03719292,0.02640323,0.0550861,0.02537794,0.06395558,0.05708731,0.01875774,0.07790586,0.05051402,0.02839513,0.08433947,0.05656602
2521.953,0.03713834,0.02637798,0.05513742,0.02542987,0.06388827,0.05710211,0.01877212,0.0780066,0.05041552,0.02859532,0.08441643,0.05668884
2522.435,0.03710281,0.0263945,0.05521342,0.02546291,0.06377392,0.05706867,0.01883896,0.07814123,0.0502629,0.02881936,0.08449185,0.05680788
2522.917,0.03710127,0.02645841,0.05528354,0.02547948,0.06363086,0.05698798,0.01894839,0.07828146,0.05009266,0.029026,0.08457131,0.05691998
2523.399,0.03714109,0.02656252,0.05531658,0.02548448,0.06347611,0.05686537,0.01907531,0.07840039,0.04994786,0.02918877,0.08465008,0.05702923
2523.881,0.03721828,0.02668847,0.05529403,0.02548157,0.06332095,0.05670958,0.01918815,0.07848053,0.04986439,0.02930112,0.08471405,0.05714092
2524.363,0.03731679,0.02680906,0.05521431,0.02547111,0.06317129,0.05653438,0.01925691,0.07851515,0.0498666,0.02937254,0.0847426,0.05725532
2524.845,0.03741204,0.02689683,0.05509453,0.02545067,0.0630287,0.05635809,0.01926741,0.0785104,0.04995789,0.02942256,0.0847216,0.05736323
2525.327,0.03747921,0.0269319,0.05496056,0.02541737,0.06289466,0.05620163,0.01922529,0.07848013,0.05012173,0.02947013,0.08465226,0.05744937
2525.81,0.03749807,0.02690591,0.05483982,0.02537183,0.06277438,0.05608811,0.01915513,0.07844296,0.05032527,0.0295259,0.08455463,0.05749623
2526.292,0.0374614,0.02682615,0.05474889,0.02532081,0.06267924,0.05603721,0.01908943,0.07841574,0.0505301,0.02958726,0.08446203,0.05749429
2526.774,0.03737607,0.02671121,0.05469092,0.0252764,0.0626251,0.05605984,0.01905506,0.07840804,0.05070546,0.02964009,0.08440694,0.05744709
2527.256,0.03726297,0.02658806,0.054657,0.02525358,0.06262849,0.05615563,0.01906551,0.07842288,0.05083433,0.02966386,0.08440993,0.05737256
2527.738,0.03714921,0.02648295,0.05463385,0.02526415,0.06269928,0.05630984,0.01911572,0.07845745,0.05092052,0.02964156,0.0844688,0.05729731
2528.22,0.03705982,0.02641297,0.05461156,0.02531095,0.06283452,0.05649675,0.01918796,0.07850643,0.05098369,0.02956902,0.08456081,0.05724905
2528.702,0.03701095,0.02638275,0.05458795,0.02538602,0.06301414,0.05668097,0.01925996,0.07856712,0.05105189,0.02945885,0.08465064,0.05724958
2529.184,0.03700202,0.02638215,0.05456878,0.02547211,0.06320476,0.05682806,0.01931639,0.07864091,0.05114653,0.02933909,0.08470727,0.057308
2529.667,0.03701587,0.02639019,0.05456293,0.02554747,0.06336733,0.0569124,0.01935506,0.07873329,0.0512714,0.02924543,0.08471557,0.05742129
2530.148,0.03702199,0.02638278,0.05457617,0.02559118,0.06346431,0.05692147,0.0193865,0.07885059,0.05140646,0.02921343,0.08468252,0.0575763
2530.631,0.03698818,0.02634272,0.05460685,0.02559021,0.06347383,0.05686161,0.01942813,0.07899357,0.05151261,0.02926421,0.08463255,0.05775624
2531.113,0.03689129,0.02626806,0.05464444,0.02554126,0.06339402,0.05675503,0.01949696,0.07915337,0.05154352,0.02939992,0.08459693,0.0579445
2531.595,0.03672587,0.02617471,0.05467412,0.02545068,0.06324347,0.05663738,0.01960248,0.07930885,0.05146076,0.02960201,0.08460248,0.05812488
2532.077,0.03650893,0.02609124,0.0546842,0.02533176,0.06305471,0.05654537,0.01974338,0.07943144,0.05125245,0.02983761,0.08465926,0.05828388
2532.559,0.03627624,0.02605037,0.05467106,0.02520242,0.06286548,0.05651004,0.01990819,0.0794923,0.05094102,0.03006746,0.08475981,0.058408
2533.041,0.03607415,0.02607619,0.05464185,0.02508399,0.06271112,0.05654823,0.02007808,0.07947116,0.05058346,0.03025535,0.08488146,0.0584841
2533.523,0.03594179,0.02617275,0.05461076,0.02499787,0.06261371,0.05665779,0.0202315,0.07936537,0.05025211,0.03037765,0.08499698,0.05850238
2534.005,0.03590224,0.02632043,0.05459373,0.02496623,0.06258288,0.05681798,0.0203463,0.0791927,0.05002085,0.03042529,0.08508122,0.058459
2534.488,0.03595393,0.02648078,0.05460116,0.02500779,0.06261549,0.05699411,0.02040089,0.07898827,0.04994392,0.03040273,0.08511754,0.05835937
2534.97,0.03607336,0.02661168,0.05463338,0.02513324,0.06270111,0.05714977,0.0203793,0.07879132,0.05004001,0.03032383,0.08510086,0.05821824
2535.452,0.03622226,0.0266798,0.05468098,0.02533995,0.06282425,0.05725287,0.02027167,0.07863759,0.05029077,0.03020713,0.08503512,0.0580581
2535.934,0.03635949,0.02667452,0.05472965,0.0256068,0.06296799,0.05728478,0.02008038,0.07854681,0.05064591,0.03007258,0.08493159,0.05790385
2536.416,0.0364568,0.02661099,0.05476756,0.02589835,0.06311577,0.05724463,0.0198221,0.07851738,0.05104167,0.02993844,0.08480456,0.05777556
2536.898,0.03650162,0.02652607,0.05479003,0.02616649,0.06325145,0.057147,0.0195292,0.07852815,0.05140894,0.02982245,0.08467024,0.05768486
2537.38,0.0365,0.02646445,0.05480276,0.0263642,0.06336032,0.05701787,0.01924479,0.07854532,0.05168908,0.02974152,0.08454455,0.05763275
2537.862,0.03646836,0.02645988,0.05481751,0.02645987,0.06343228,0.0568837,0.01900977,0.07853536,0.05184354,0.029709,0.08443829,0.05761145
2538.344,0.03642689,0.02652791,0.05484851,0.02644349,0.06346253,0.05676766,0.01885667,0.07847216,0.05185176,0.02973387,0.08435662,0.05760756
2538.827,0.03639039,0.02665881,0.0549039,0.02633182,0.06345393,0.05668392,0.01879772,0.07834581,0.05171343,0.02981637,0.08429667,0.05760758
2539.309,0.03636428,0.02682617,0.05498253,0.02615994,0.06341542,0.05663651,0.01882336,0.07816434,0.05144484,0.02994637,0.08424908,0.0576018
2539.791,0.03634596,0.02699517,0.0550719,0.0259731,0.06335957,0.05662312,0.018906,0.07795311,0.05108012,0.03010236,0.08420008,0.0575843
2540.273,0.03632917,0.02713739,0.05515292,0.02581135,0.06329845,0.05663828,0.01901055,0.07774782,0.05066823,0.03025565,0.08413933,0.05755243
2540.755,0.03630945,0.02723951,0.05520604,0.0256973,0.06323898,0.05667782,0.01910898,0.0775863,0.05026414,0.03037786,0.0840647,0.05750507
2541.237,0.03628759,0.02730355,0.05521515,0.02563595,0.06318252,0.0567384,0.0191858,0.07750346,0.04992741,0.0304466,0.08398519,0.05744011
2541.719,0.03626983,0.02734287,0.05517361,0.02561549,0.06312662,0.05681735,0.01924268,0.07752263,0.04970558,0.03045313,0.08391886,0.05735556
2542.201,0.03626419,0.02737303,0.0550847,0.0256195,0.06306856,0.05691034,0.01929349,0.07765046,0.04962353,0.0304042,0.08388528,0.05725016
2542.684,0.03627772,0.02740468,0.05496036,0.025634,0.06301008,0.05700824,0.01935527,0.07787599,0.04967805,0.03032093,0.08389954,0.05712656
2543.166,0.0363117,0.02743964,0.05481817,0.02565776,0.06295935,0.05709781,0.0194379,0.07817242,0.04983754,0.03023072,0.08396401,0.0569933
2543.648,0.03636102,0.02747175,0.05467736,0.02570134,0.06292794,0.05716475,0.01953784,0.07850331,0.05005299,0.03015918,0.08406709,0.05686584
2544.13,0.03641558,0.02749132,0.05455788,0.02578503,0.0629282,0.05719521,0.01963771,0.07882777,0.05026711,0.03012341,0.08418579,0.05676611
2544.612,0.03646405,0.02749073,0.05447617,0.02592847,0.06296499,0.05718181,0.01971252,0.07911179,0.05043431,0.03012654,0.08429454,0.0567185
2545.094,0.03649774,0.02746783,0.05444329,0.02614283,0.06303201,0.05712494,0.01973852,0.07933346,0.05053043,0.03015839,0.08437359,0.05674412
2545.576,0.03651346,0.02742567,0.05446369,0.02642446,0.06311074,0.0570332,0.01970023,0.07948416,0.05055414,0.03019992,0.08441381,0.05685761
2546.058,0.03651442,0.02737078,0.05453279,0.0267534,0.06317639,0.05692053,0.01959799,0.07956759,0.05052231,0.03023084,0.08441853,0.05706047
2546.541,0.03650896,0.02730874,0.05463716,0.02709658,0.06320485,0.05680279,0.01944697,0.07959306,0.05045993,0.03023673,0.08439893,0.05733985
2547.022,0.03650814,0.02724231,0.0547545,0.0274123,0.06317973,0.05669581,0.01927558,0.0795702,0.05039022,0.03021212,0.08436896,0.05766708
2547.505,0.03652248,0.02717093,0.05486041,0.02766187,0.06309973,0.05661168,0.0191164,0.07950538,0.05032697,0.03016215,0.08433856,0.05800381
2547.987,0.03655823,0.02709096,0.05493182,0.02781546,0.06297747,0.05655938,0.01900017,0.07940146,0.05027489,0.03009915,0.08431143,0.05830663
2548.469,0.03661667,0.02699871,0.05495373,0.0278574,0.06283662,0.05654429,0.01894897,0.07926298,0.05023371,0.03003802,0.08428511,0.0585341
2548.951,0.03669305,0.0268923,0.05492439,0.02778986,0.06270225,0.05656863,0.01897034,0.07910101,0.05020478,0.02999126,0.08425415,0.0586577
2549.433,0.03677785,0.02677325,0.0548554,0.02763077,0.06259499,0.05663089,0.01905733,0.0789367,0.05019489,0.0299664,0.08421332,0.05866578
2549.915,0.03685889,0.02664598,0.05477026,0.0274097,0.06252566,0.05672579,0.01918959,0.07880167,0.05021764,0.02996642,0.08415977,0.05856695
2550.397,0.03692586,0.02651753,0.05469511,0.02715825,0.06249446,0.05684391,0.01934117,0.07872893,0.05028689,0.0299917,0.08409519,0.05838627
2550.879,0.03697233,0.02639673,0.05465338,0.0269056,0.06249424,0.05697306,0.01948583,0.07874658,0.05041251,0.03004263,0.08402531,0.05816138
2551.362,0.03699832,0.02629258,0.05465779,0.02667189,0.0625155,0.05709877,0.01960466,0.07886735,0.05059316,0.03012105,0.08396092,0.05793459
2551.844,0.03700955,0.02621303,0.05470737,0.02646559,0.06255216,0.05720889,0.01969113,0.07908318,0.05081496,0.03022941,0.08391699,0.05774159
2552.326,0.03701494,0.02616286,0.05478778,0.02628618,0.06260381,0.05729329,0.01975037,0.07936485,0.05105304,0.03036852,0.08391239,0.057608
2552.808,0.03702281,0.02614259,0.05487644,0.02612879,0.06267621,0.05734503,0.01979576,0.07966807,0.0512775,0.0305334,0.0839672,0.05754576
2553.29,0.03703576,0.02614772,0.05495209,0.02599034,0.06277856,0.05735991,0.01983992,0.07994735,0.05146251,0.03071221,0.08409554,0.05755273
2553.772,0.03704947,0.02616866,0.0549991,0.02587235,0.06291997,0.05733299,0.019889,0.08016181,0.05159067,0.0308848,0.08430115,0.05761627
2554.254,0.03705247,0.02619302,0.05501315,0.02578222,0.0631041,0.0572582,0.01993826,0.08028622,0.05165753,0.03102637,0.08457032,0.05771801
2554.736,0.03703162,0.0262103,0.05500167,0.02572872,0.06332663,0.05712931,0.01997455,0.08031413,0.05167051,0.03111379,0.08487319,0.05783917
2555.219,0.03697665,0.02621371,0.05498036,0.02571795,0.06357159,0.05694269,0.01998142,0.08025665,0.05164647,0.03112848,0.08516587,0.05796165
2555.701,0.03688588,0.02620454,0.05496666,0.02574819,0.06381217,0.05670285,0.01995003,0.08013798,0.05160643,0.03106246,0.08540213,0.05807069
2556.183,0.03676881,0.02619066,0.0549727,0.02580974,0.06401602,0.05642414,0.01988507,0.07998782,0.0515695,0.03091925,0.08554861,0.05815624
2556.665,0.03664475,0.02618545,0.05500116,0.02588642,0.06414841,0.0561337,0.01980732,0.07983834,0.05155153,0.03071375,0.08559131,0.05821088
2557.147,0.03653603,0.02620262,0.05504282,0.02596251,0.06418294,0.05586505,0.0197481,0.07971711,0.05156137,0.03046865,0.0855413,0.05822995
2557.629,0.03645985,0.02625074,0.05508119,0.02602865,0.06411051,0.055649,0.01973659,0.07964279,0.05160132,0.0302097,0.08542798,0.05821132
2558.111,0.03642319,0.02633022,0.05509556,0.02608417,0.0639449,0.05550798,0.01979126,0.07962517,0.051668,0.02996482,0.08529016,0.05815497
2558.593,0.03641882,0.02643233,0.05507032,0.02613596,0.06372346,0.0554459,0.01990925,0.07966308,0.05175496,0.02975914,0.08516026,0.05806261
2559.075,0.03642945,0.02654159,0.05500114,0.02619255,0.06349906,0.05544971,0.0200675,0.07974691,0.05185409,0.02961154,0.08505532,0.05793919
2559.558,0.03643372,0.02663836,0.05489703,0.02625746,0.06333253,0.05549211,0.02022787,0.07986055,0.05195627,0.02953413,0.08497649,0.05779302
2560.04,0.03641647,0.0267064,0.05477969,0.02632383,0.06327119,0.05554378,0.0203518,0.07998645,0.05205261,0.02952831,0.08491323,0.0576367
2560.522,0.03637597,0.02673662,0.05467779,0.0263754,0.06333688,0.05558397,0.0204131,0.08010972,0.05213356,0.02958411,0.08485489,0.05748573
2561.004,0.03632732,0.02672981,0.0546215,0.02639057,0.06351808,0.05560714,0.02040452,0.08021943,0.05218814,0.02967958,0.08479851,0.05735923
2561.486,0.03629738,0.02669776,0.0546314,0.02635325,0.06377301,0.05562663,0.02034031,0.08031069,0.05220542,0.02978673,0.08475378,0.05727541
2561.968,0.03631685,0.02665946,0.05471471,0.02626107,0.06404183,0.05566739,0.02024953,0.08038238,0.05217499,0.0298757,0.08473876,0.05724865
2562.45,0.03640971,0.02663908,0.05486207,0.02612972,0.06426163,0.05575833,0.02016725,0.08043455,0.05209077,0.02992064,0.08477252,0.05728633
2562.932,0.03658159,0.02665703,0.05505075,0.02599012,0.06438917,0.05591816,0.02012166,0.08046604,0.05195455,0.0299083,0.08486328,0.05738521
2563.415,0.03681587,0.02672665,0.05524928,0.02588111,0.06440901,0.05614946,0.02012854,0.08047417,0.05177895,0.02983959,0.08500409,0.05753177
2563.897,0.03707383,0.02684866,0.05542389,0.02583827,0.0643361,0.05643457,0.02018784,0.08045558,0.05158823,0.02973002,0.08517215,0.05770274
2564.379,0.03730704,0.0270108,0.05554793,0.02588041,0.0642047,0.05674212,0.02028546,0.08040853,0.05141318,0.02960344,0.08533914,0.05787305
2564.861,0.03746692,0.02719032,0.05560451,0.02600563,0.06405609,0.05703333,0.020397,0.08033533,0.0512865,0.02948781,0.08547929,0.058019
2565.343,0.03751838,0.02735814,0.05558907,0.02619079,0.06392276,0.05727267,0.020492,0.08024261,0.05123454,0.02940785,0.08557922,0.058125
2565.825,0.03745087,0.02748988,0.05550772,0.02640041,0.06381847,0.05743778,0.02054242,0.0801391,0.05126848,0.02937933,0.08564136,0.0581863
2566.307,0.03728034,0.02756952,0.05537435,0.02659494,0.06373988,0.05752188,0.0205249,0.08003296,0.0513824,0.02940934,0.08568061,0.05820866
2566.789,0.03704677,0.02759518,0.05520714,0.02674112,0.06367365,0.05753427,0.02042636,0.07992914,0.05155263,0.0294957,0.08571552,0.05820461
2567.271,0.0367999,0.02757827,0.05502417,0.0268212,0.06360812,0.05749441,0.02024876,0.07982786,0.05174715,0.02962977,0.08575854,0.05818726
2567.754,0.03659205,0.02753925,0.05484239,0.02683311,0.06354164,0.05742727,0.02001037,0.07972641,0.05193086,0.02979745,0.08581083,0.05816603
2568.236,0.03646275,0.02750142,0.05467681,0.02678943,0.06348442,0.05735609,0.01974447,0.07962219,0.05207708,0.02998052,0.085861,0.05814274
2568.718,0.03642945,0.02748206,0.05453918,0.02670995,0.0634521,0.05729551,0.01948971,0.07951675,0.05217496,0.0301591,0.08589225,0.0581122
2569.2,0.03648687,0.02748988,0.05443984,0.02661781,0.06345759,0.05725111,0.01928426,0.07941679,0.05223025,0.03031106,0.08588785,0.05806407
2569.682,0.03660925,0.02752376,0.05438668,0.02653312,0.06349981,0.05721813,0.01915285,0.07933351,0.05226295,0.0304162,0.08584109,0.05798794
2570.164,0.0367613,0.02757592,0.05438405,0.0264685,0.06356136,0.05718521,0.01909893,0.07927651,0.05229844,0.03046189,0.0857577,0.05787858
2570.646,0.0369052,0.02763573,0.0544329,0.02642992,0.06361129,0.05713814,0.01910442,0.0792501,0.05236081,0.0304449,0.08565601,0.05773835
2571.128,0.03701308,0.02769297,0.05452852,0.02641603,0.06361701,0.05706516,0.01913515,0.0792485,0.05246345,0.03037615,0.08556095,0.0575791
2571.611,0.03707309,0.02774018,0.05466134,0.02642069,0.06355934,0.05696216,0.01915511,0.07925703,0.05260526,0.03027776,0.0854951,0.05741967
2572.093,0.03709072,0.02777057,0.05481648,0.0264344,0.06344008,0.05683377,0.01913598,0.07925504,0.05277034,0.03018178,0.0854739,0.05728525
2572.575,0.03708517,0.02777684,0.05497589,0.02644747,0.06328556,0.05669324,0.01906998,0.07922515,0.05293276,0.03012135,0.08549979,0.05720099
2573.057,0.03708164,0.02775193,0.0551222,0.02645279,0.06313673,0.05655815,0.01897043,0.07916078,0.05306613,0.03012174,0.08556307,0.05718817
2573.539,0.03710464,0.02768888,0.05524037,0.02644791,0.06303986,0.05644729,0.01886745,0.07907057,0.05314866,0.03019684,0.08564422,0.05726163
2574.021,0.0371682,0.02758554,0.05532159,0.02643719,0.06302734,0.05637481,0.01879556,0.07897785,0.0531721,0.03034433,0.08572069,0.05742488
2574.503,0.03727238,0.02744756,0.05536528,0.02643024,0.06310809,0.05634759,0.01878121,0.078913,0.05314302,0.03054818,0.08577276,0.05766899
2574.985,0.03740226,0.02729059,0.05537891,0.02644192,0.06326532,0.05636549,0.01883568,0.07890598,0.05308085,0.03078002,0.08578675,0.05797073
2575.468,0.03753281,0.02713702,0.05537556,0.02648666,0.06346278,0.05642284,0.01895263,0.07897388,0.05301047,0.03100762,0.08575777,0.05829536
2575.95,0.03763584,0.02701058,0.0553697,0.0265739,0.06365854,0.05651141,0.01911333,0.07911522,0.05295343,0.03119958,0.08568842,0.05860237
2576.432,0.03768662,0.02693027,0.0553736,0.02670441,0.06381474,0.05662262,0.01929406,0.07930829,0.0529221,0.03132844,0.08558605,0.05884782
2576.914,0.03767238,0.02690285,0.05539202,0.02686756,0.06391124,0.05674885,0.01947608,0.07951843,0.05291474,0.03137727,0.08545861,0.05899625
2577.396,0.03759416,0.02692147,0.05542151,0.02704324,0.06394742,0.05688263,0.01964922,0.07970743,0.05291788,0.03134121,0.0853122,0.05902552
2577.878,0.03746697,0.02696629,0.05545086,0.02720452,0.06393859,0.05701473,0.01981126,0.07984181,0.05291173,0.03122946,0.08515108,0.05893109
2578.36,0.03731432,0.02701205,0.05546699,0.02732735,0.06390796,0.05713437,0.01996359,0.07990427,0.05287962,0.03106378,0.08497895,0.05872792
2578.842,0.03716243,0.02703351,0.0554594,0.02739557,0.06387848,0.05722944,0.02010639,0.07989521,0.05281452,0.03087615,0.08480255,0.0584479
2579.324,0.03703466,0.02701084,0.05542557,0.02740653,0.06386671,0.05728755,0.02023387,0.0798305,0.05272241,0.03070382,0.08463502,0.05813566
2579.807,0.03694528,0.02693532,0.05537255,0.02737176,0.06387934,0.05730087,0.02033584,0.07973457,0.05261997,0.03057699,0.08449414,0.05783692
2580.289,0.03689954,0.02680846,0.05531639,0.02731369,0.0639153,0.05726726,0.02039937,0.07963307,0.05252903,0.03051355,0.08440103,0.05759459
2580.771,0.03689424,0.02664174,0.05527649,0.02725927,0.06396964,0.05719132,0.02041476,0.07954616,0.05247042,0.03051325,0.08437453,0.05744071
2581.253,0.03692181,0.02645389,0.055268,0.02722999,0.06403805,0.05708264,0.02037981,0.07948406,0.05245589,0.03055866,0.08442304,0.05739048
2581.735,0.03697255,0.02626936,0.0552979,0.02723741,0.06411819,0.05695312,0.02030206,0.07944835,0.05248726,0.03062013,0.08454143,0.05744271
2582.217,0.03703703,0.02611581,0.05536108,0.0272787,0.06421058,0.05681542,0.02019791,0.07943495,0.05255684,0.0306662,0.08470936,0.05757932
2582.699,0.03710795,0.02601772,0.05544439,0.0273392,0.0643157,0.05667985,0.02008807,0.0794384,0.05265197,0.03067551,0.08489759,0.05777182
2583.181,0.03717841,0.02599344,0.05552987,0.02739563,0.06443106,0.05655614,0.01999447,0.07945425,0.05275797,0.03064067,0.08507331,0.05798395
2583.664,0.03724165,0.02604887,0.05560309,0.02742301,0.06454866,0.05645484,0.01993536,0.07948028,0.05286122,0.03056963,0.08520991,0.05818001
2584.146,0.03729153,0.02617464,0.0556579,0.02740131,0.06465582,0.05638681,0.01992032,0.07951491,0.05295103,0.03047899,0.08529423,0.05833329
2584.628,0.03732247,0.02634625,0.05569773,0.02731756,0.06473567,0.05636366,0.01995024,0.07955592,0.0530185,0.03038576,0.08532651,0.05842835
2585.11,0.03733117,0.02653034,0.05573304,0.02716854,0.0647729,0.05639471,0.02001609,0.07959827,0.05305781,0.03029991,0.08531842,0.0584654
2585.592,0.03731759,0.0266963,0.05577497,0.0269599,0.06475896,0.05648291,0.0201018,0.07963622,0.05306715,0.03022075,0.08528533,0.05845735
2586.074,0.03728529,0.02682363,0.05583082,0.02670676,0.06469511,0.05662151,0.02018606,0.07966403,0.05305089,0.03014061,0.08524168,0.05842675
2586.556,0.03724111,0.02691102,0.05589946,0.02643185,0.06459498,0.05679307,0.02024825,0.07967986,0.05302113,0.03005267,0.08519604,0.05839768
2587.038,0.037193,0.02697462,0.05597203,0.02616333,0.06448078,0.05697391,0.0202748,0.07968671,0.05299515,0.02995834,0.08515077,0.05838701
2587.521,0.03714959,0.02704282,0.05603445,0.02593498,0.0643806,0.05713652,0.02026159,0.07969244,0.05299352,0.02987167,0.08510497,0.0584017
2588.002,0.0371184,0.02714234,0.05607324,0.02577906,0.06431957,0.05725831,0.0202167,0.07970571,0.05303219,0.02981673,0.08505788,0.05843503
2588.485,0.03710531,0.02728534,0.0560805,0.02571937,0.06431222,0.05732711,0.02015761,0.07973207,0.05311594,0.02981777,0.08501099,0.05847171
2588.967,0.03711414,0.02746203,0.05605519,0.02576674,0.06436009,0.05734199,0.02010721,0.07977019,0.05323607,0.02989167,0.08496863,0.05849207
