absorbance_2.3_1_oilA,2.3_1_oilA,2.3_2_oilA,2.3_3_oilA
2299.215,0.07344111,0.05062738,0.03410067
2299.697,0.07367599,0.05080824,0.03425099
2300.179,0.07390028,0.05095372,0.03436903
2300.661,0.07410404,0.05104889,0.03443446
2301.143,0.07427368,0.05108539,0.03443285
2301.625,0.07439249,0.05106391,0.03436123
2302.107,0.07444629,0.0509936,0.03423012
2302.589,0.07443004,0.05088999,0.0340606
2303.072,0.07435204,0.05077155,0.03388037
2303.554,0.0742327,0.05065406,0.03371587
2304.036,0.07410108,0.05054988,0.0335889
2304.518,0.07398674,0.05046574,0.0335136
2305.0,0.07391088,0.05040399,0.03349457
2305.482,0.07388425,0.0503636,0.03352852
2305.964,0.07390583,0.05034162,0.03360533
2306.446,0.07396703,0.0503355,0.03371071
2306.928,0.07405452,0.0503419,0.03382824
2307.411,0.07415444,0.05035689,0.03394145
2307.893,0.07425324,0.05037669,0.03403737
2308.375,0.0743353,0.05039683,0.03410668
2308.857,0.0743847,0.05041305,0.03414578
2309.339,0.07438643,0.05042158,0.03415602
2309.821,0.07432952,0.05041967,0.03414363
2310.303,0.07421158,0.05040453,0.03411807
2310.785,0.07404207,0.05037352,0.03409072
2311.268,0.07384177,0.05032408,0.03407574
2311.75,0.07363732,0.05025446,0.03408681
2312.232,0.07345366,0.05016555,0.03413603
2312.714,0.07330996,0.05006406,0.03423071
2313.196,0.07321388,0.04996284,0.03437007
2313.678,0.07316387,0.04988013,0.03454264
2314.16,0.07315312,0.04983804,0.03472556
2314.642,0.07317577,0.04985485,0.03488981
2315.125,0.07322969,0.04994026,0.03500558
2315.606,0.0733158,0.05008926,0.0350494
2316.089,0.07343473,0.05028231,0.03501148
2316.571,0.07358167,0.05048761,0.03489801
2317.053,0.07374232,0.05066635,0.03472961
2317.535,0.0738953,0.05078688,0.03453356
2318.017,0.07401608,0.05083058,0.03433637
2318.499,0.07408351,0.05079797,0.03415579
2318.981,0.07408913,0.05070637,0.03399563
2319.463,0.07403827,0.05058423,0.03384744
2319.946,0.07394965,0.0504607,0.0336947
2320.428,0.07384615,0.05035388,0.03352222
2320.91,0.0737481,0.05026856,0.03332181
2321.392,0.0736671,0.05019684,0.03309663
2321.874,0.0736035,0.05012783,0.03286027
2322.356,0.07355161,0.05005507,0.032634
2322.838,0.07350558,0.04998418,0.03244096
2323.32,0.07346552,0.04993108,0.03230033
2323.802,0.07343812,0.04991472,0.03222635
2324.285,0.07343289,0.04994641,0.03222557
2324.767,0.0734553,0.05002343,0.03229782
2325.249,0.07350188,0.05012573,0.03243556
2325.731,0.07355736,0.05022357,0.03262497
2326.213,0.07359973,0.05028967,0.03284822
2326.695,0.07360551,0.05030765,0.03308242
2327.177,0.0735622,0.0502837,0.03330431
2327.659,0.0734739,0.05024459,0.03349504
2328.142,0.07336491,0.05023453,0.03364098
2328.624,0.07327157,0.0502938,0.03373735
2329.106,0.07322859,0.05044361,0.03378734
2329.588,0.07325696,0.05067202,0.03379939
2330.07,0.07335115,0.05093269,0.0337832
2330.552,0.07348025,0.05115702,0.03374803
2331.034,0.07359689,0.05127221,0.03370345
2331.516,0.07365842,0.0512303,0.03365992
2331.999,0.07364125,0.05101939,0.03363135
2332.481,0.07355016,0.05066863,0.03363466
2332.963,0.07341465,0.05023555,0.03368383
2333.445,0.07327665,0.0497914,0.03378557
2333.927,0.0731748,0.04940367,0.03393217
2334.409,0.07312913,0.04911694,0.03410168
2334.891,0.07313848,0.04895341,0.03425997
2335.373,0.07318384,0.04891392,0.03437028
2335.855,0.07324245,0.04898482,0.03440793
2336.338,0.07329763,0.04914337,0.03436812
2336.82,0.07334869,0.04936386,0.03427215
2337.302,0.07340817,0.04962095,0.03415892
2337.784,0.0734942,0.04988864,0.03407598
2338.266,0.07361574,0.05014381,0.03406109
2338.748,0.07376363,0.05036948,0.0341279
2339.23,0.0739079,0.05055683,0.03426275
2339.712,0.07400686,0.05070455,0.03442708
2340.195,0.07402477,0.0508175,0.03457293
2340.677,0.07394537,0.05090145,0.03465335
2341.159,0.07378447,0.0509598,0.03464003
2341.641,0.07358581,0.05098841,0.03452779
2342.123,0.07341386,0.05097492,0.03433545
2342.605,0.07332974,0.05091386,0.03409881
2343.087,0.07337143,0.05082089,0.03386067
2343.569,0.07354395,0.0507387,0.03366688
2344.052,0.07381269,0.05071102,0.03355502
2344.534,0.07411482,0.05075862,0.0335492
2345.016,0.07437352,0.05087052,0.03365551
2345.498,0.074526,0.05101057,0.03385816
2345.98,0.07453949,0.0511384,0.03412323
2346.462,0.0744158,0.05122786,0.03440421
2346.944,0.07418533,0.05127607,0.03465822
2347.426,0.07389354,0.05129745,0.03485197
2347.908,0.07359039,0.05131194,0.0349678
2348.391,0.07331701,0.05133465,0.03500722
2348.873,0.07310732,0.05136811,0.03498777
2349.355,0.07298538,0.05140225,0.03494209
2349.837,0.07296357,0.05141979,0.03490987
2350.319,0.07304291,0.05140587,0.03493319
2350.801,0.07321122,0.05136004,0.03504477
2351.283,0.07344595,0.05130196,0.03525493
2351.765,0.07371427,0.05126667,0.03554187
2352.248,0.07398115,0.05128317,0.03585061
2352.729,0.07421798,0.05135358,0.0361113
2353.212,0.07440526,0.05144771,0.03625281
2353.694,0.07453429,0.0515219,0.03622955
2354.176,0.07460448,0.05154424,0.03603301
2354.658,0.07462292,0.05151108,0.03569397
2355.14,0.07460307,0.05144911,0.03527151
2355.622,0.07456344,0.05140176,0.03483139
2356.104,0.07452942,0.05141537,0.03443511
2356.586,0.07452616,0.05151975,0.03412284
2357.069,0.07457025,0.05171442,0.03391248
2357.551,0.07466469,0.05195155,0.03380572
2358.033,0.07479484,0.05214838,0.03379558
2358.515,0.07493325,0.05221856,0.03387241
2358.997,0.07504848,0.05212736,0.03402022
2359.479,0.07511769,0.05193378,0.03421459
2359.961,0.07513352,0.05177212,0.03441878
2360.443,0.07510054,0.05174256,0.03458194
2360.926,0.07502571,0.05183287,0.034653
2361.408,0.07490581,0.0519459,0.03459304
2361.89,0.07472156,0.05197673,0.0343908
2362.372,0.07444598,0.05186325,0.03407388
2362.854,0.07405926,0.05160216,0.03370924
2363.336,0.07357114,0.05125985,0.03339315
2363.818,0.07302988,0.05093563,0.03321799
2364.3,0.07251959,0.05072314,0.03325018
2364.782,0.0721405,0.05067796,0.033508
2365.265,0.07196831,0.0508088,0.03395575
2365.747,0.07203465,0.05108255,0.03451337
2366.229,0.07230749,0.05143641,0.03507802
2366.711,0.07270512,0.05180328,0.0355597
2367.193,0.07311448,0.05212566,0.03589587
2367.675,0.07342944,0.05236856,0.03606781
2368.157,0.07358668,0.05251907,0.03609554
2368.639,0.07357128,0.05257783,0.03602208
2369.122,0.07341692,0.05255436,0.03589022
2369.604,0.07318249,0.0524625,0.03572447
2370.086,0.07293294,0.05232152,0.03552779
2370.568,0.07271748,0.0521543,0.03528726
2371.05,0.0725604,0.05198468,0.03499116
2371.532,0.07246652,0.05183442,0.03464375
2372.014,0.07242817,0.05171509,0.03427479
2372.496,0.07243602,0.05162535,0.03393243
2372.979,0.07248271,0.05155201,0.03367402
2373.46,0.07256281,0.05147591,0.03354279
2373.943,0.07266877,0.05138172,0.03355235
2374.425,0.07278641,0.05126351,0.03368293
2374.907,0.07289696,0.05112901,0.03388697
2375.389,0.07298128,0.05099522,0.03410823
2375.871,0.07302615,0.0508842,0.03429741
2376.353,0.07303207,0.05081344,0.03443192
2376.835,0.07301353,0.05079273,0.03451744
2377.317,0.07299648,0.05082307,0.03458132
2377.8,0.07300828,0.05089776,0.03465662
2378.282,0.07306951,0.05100659,0.03476735
2378.764,0.07318696,0.05113676,0.03491834
2379.246,0.07335015,0.0512768,0.03509343
2379.728,0.07353546,0.05141443,0.03526367
2380.21,0.07371172,0.05153646,0.03539746
2380.692,0.07385284,0.05163251,0.03547485
2381.174,0.07394205,0.0516944,0.03549035
2381.656,0.07397714,0.05172165,0.03545311
2382.139,0.07396903,0.05172239,0.0353799
2382.621,0.0739381,0.05171243,0.03528762
2383.103,0.07390707,0.0517119,0.03518637
2383.585,0.07389256,0.05173688,0.03507742
2384.067,0.07390287,0.05179564,0.03495703
2384.549,0.07393475,0.05188427,0.03482163
2385.031,0.07397756,0.05198821,0.03467363
2385.513,0.07401637,0.05208583,0.03452393
2385.996,0.07403822,0.0521563,0.03438993
2386.478,0.07403643,0.0521858,0.03428942
2386.96,0.07401139,0.05216988,0.03423627
2387.442,0.07396919,0.05211382,0.03423487
2387.924,0.07391807,0.05202856,0.03427998
2388.406,0.07386565,0.05192749,0.03435838
2388.888,0.0738162,0.05182184,0.03445467
2389.37,0.07377143,0.05171982,0.0345543
2389.853,0.07373294,0.05162745,0.03464504
2390.335,0.07370458,0.05154885,0.03471738
2390.817,0.0736933,0.05148697,0.03476313
2391.299,0.07370937,0.05144265,0.03477385
2391.781,0.07376189,0.05141379,0.03474247
2392.263,0.07385419,0.0513951,0.03466638
2392.745,0.07398126,0.05137923,0.03455018
2393.227,0.07412947,0.05135997,0.03440758
2393.709,0.07427827,0.05133661,0.03426066
2394.192,0.07440514,0.05131518,0.03413613
2394.674,0.07449197,0.05130723,0.03405628
2395.156,0.07452755,0.0513258,0.03403462
2395.638,0.07450866,0.05137921,0.03407154
2396.12,0.07443815,0.05146511,0.0341548
2396.602,0.07432336,0.05156923,0.03426284
2397.084,0.07417442,0.05166775,0.03437063
2397.566,0.07400322,0.05173701,0.03445769
2398.049,0.07382593,0.05175915,0.03451023
2398.531,0.07366331,0.0517307,0.03452379
2399.013,0.07353786,0.05166318,0.03450209
2399.495,0.07347173,0.05157993,0.03445572
2399.977,0.07347962,0.05150714,0.03439927
2400.459,0.07356316,0.05146299,0.03434737
2400.941,0.07370883,0.05145565,0.03431468
2401.423,0.07388897,0.05147816,0.03431287
2401.906,0.07407049,0.05151439,0.03434741
2402.388,0.07421946,0.0515433,0.03441836
2402.87,0.07431158,0.05154787,0.03451804
2403.352,0.07433584,0.05152041,0.03463422
2403.834,0.07429341,0.05146384,0.03475096
2404.316,0.07419425,0.0513908,0.03485363
2404.798,0.07405198,0.05131824,0.034932
2405.28,0.07388168,0.05126455,0.03498118
2405.762,0.07369751,0.051243,0.03500265
2406.245,0.07351443,0.05125967,0.03500262
2406.727,0.07335001,0.05131349,0.03499029
2407.209,0.07322337,0.05139727,0.03497656
2407.691,0.07315271,0.05150033,0.0349722
2408.173,0.073151,0.05161041,0.03498891
2408.655,0.07322062,0.05171748,0.03503648
2409.137,0.07335128,0.05181414,0.03512116
2409.619,0.07352146,0.05189647,0.03524254
2410.102,0.07370547,0.05196409,0.03539094
2410.583,0.07387911,0.05201909,0.03554649
2411.066,0.07402588,0.05206525,0.03568153
2411.548,0.07414077,0.05210673,0.03576959
2412.03,0.07422762,0.0521463,0.03579117
2412.512,0.07429552,0.05218485,0.03574251
2412.994,0.07435223,0.05222022,0.03563781
2413.476,0.07440195,0.05224713,0.03550779
2413.958,0.07444334,0.05225858,0.03539186
2414.44,0.07447243,0.05224805,0.03532423
2414.923,0.07448566,0.05221211,0.03532761
2415.405,0.07448366,0.05215286,0.03540543
2415.887,0.07447205,0.05207928,0.03554471
2416.369,0.07446148,0.05200583,0.03571997
2416.851,0.0744642,0.05194974,0.03590371
2417.333,0.07448949,0.05192389,0.03607425
2417.815,0.07454028,0.05193464,0.03621713
2418.297,0.074611,0.05197804,0.03632499
2418.78,0.07468691,0.05204244,0.03639239
2419.262,0.07474458,0.05211161,0.03641067
2419.744,0.07475817,0.05217242,0.03636639
2420.226,0.07470527,0.05221994,0.03624468
2420.708,0.07457231,0.0522584,0.03603438
2421.19,0.07436173,0.05229875,0.03573744
2421.672,0.07409338,0.05235205,0.03537208
2422.154,0.07380463,0.05242332,0.03497594
2422.636,0.07354069,0.05250654,0.03459601
2423.119,0.07334577,0.05258607,0.03428014
2423.601,0.07325399,0.05264053,0.03406777
2424.083,0.07327886,0.05265245,0.03397724
2424.565,0.07341153,0.05261473,0.03400525
2425.047,0.07362276,0.05253407,0.03412605
2425.529,0.07387442,0.05242793,0.034303
2426.011,0.07412615,0.05231797,0.03449541
2426.493,0.07434531,0.05222161,0.03466928
2426.976,0.07451335,0.05214523,0.03480552
2427.458,0.07462448,0.05208292,0.03489993
2427.94,0.07468231,0.05202102,0.03496133
2428.422,0.07469511,0.05194644,0.03500449
2428.904,0.07467203,0.05185366,0.03504448
2429.386,0.07462142,0.05174961,0.0350894
2429.868,0.07454991,0.05165217,0.03513821
2430.35,0.07446449,0.05158584,0.03518034
2430.833,0.07437241,0.05157279,0.03519985
2431.314,0.0742804,0.0516245,0.03518262
2431.797,0.07419369,0.0517382,0.03511958
2432.279,0.0741148,0.05189624,0.03501291
2432.761,0.07404328,0.0520717,0.03487442
2433.243,0.07397759,0.05223293,0.03472506
2433.725,0.07391754,0.05235324,0.03458812
2434.207,0.07386678,0.05241666,0.03448314
2434.689,0.07383299,0.05242041,0.03442276
2435.171,0.07382651,0.05237542,0.03441031
2435.654,0.07385641,0.05230223,0.03443996
2436.136,0.0739275,0.05222748,0.03450048
2436.618,0.07403728,0.05217547,0.03457871
2437.1,0.07417654,0.05216182,0.03466334
2437.582,0.07433047,0.05219048,0.03474618
2438.064,0.07448342,0.05225264,0.03482319
2438.546,0.07462189,0.05232926,0.03489432
2439.028,0.07473513,0.05239576,0.03496273
2439.51,0.07481651,0.05243087,0.03503452
2439.993,0.07486176,0.05242033,0.03511822
2440.475,0.07486708,0.05235996,0.03522453
2440.957,0.0748294,0.05225543,0.03536284
2441.439,0.07474637,0.05211915,0.03553902
2441.921,0.07461766,0.05196659,0.03575154
2442.403,0.07444698,0.05181202,0.03599045
2442.885,0.07424241,0.05166825,0.03623597
2443.367,0.07401719,0.05154736,0.03646209
2443.85,0.07378657,0.05146006,0.03664457
2444.332,0.07356852,0.05141794,0.03676359
2444.814,0.07338037,0.05143094,0.03681006
2445.296,0.07323673,0.05150394,0.03678688
2445.778,0.07314917,0.05163501,0.03670631
2446.26,0.07312438,0.05181253,0.03658474
2446.742,0.07316396,0.05201785,0.03643684
2447.224,0.07326288,0.0522261,0.03627446
2447.707,0.07340999,0.05241264,0.03610513
2448.189,0.07358944,0.05255898,0.0359354
2448.671,0.07378049,0.0526535,0.03577497
2449.153,0.07396208,0.05269466,0.03563887
2449.635,0.07411624,0.05268819,0.0355451
2450.117,0.07422824,0.052646,0.03551193
2450.599,0.07429058,0.05258114,0.03554976
2451.081,0.07430174,0.05250558,0.03565503
2451.563,0.07426548,0.0524292,0.03580756
2452.046,0.07418931,0.05235704,0.03597353
2452.528,0.07408323,0.05228952,0.03611323
2453.01,0.07395987,0.0522225,0.03618882
2453.492,0.07383333,0.05214947,0.03617706
2453.974,0.07372016,0.05206339,0.03607396
2454.456,0.07363936,0.05195999,0.03589621
2454.938,0.07360878,0.05183936,0.03567454
2455.42,0.07364212,0.05170695,0.0354473
2455.903,0.07374393,0.05157253,0.03525141
2456.385,0.07390524,0.05144586,0.03511171
2456.867,0.07410158,0.05133548,0.03503876
2457.349,0.07429361,0.05124678,0.03502812
2457.831,0.07443889,0.05118211,0.03506397
2458.313,0.07449813,0.05114431,0.03512423
2458.795,0.07444842,0.05113882,0.03518642
2459.277,0.07429249,0.0511738,0.03523386
2459.76,0.07406121,0.05125823,0.03525731
2460.242,0.07380886,0.05139698,0.03525644
2460.724,0.07359616,0.0515852,0.03523814
2461.206,0.07347974,0.05180472,0.03521438
2461.688,0.07349309,0.05202654,0.03519814
2462.17,0.07363829,0.05221895,0.03519949
2462.652,0.07388653,0.05235469,0.03522509
2463.134,0.07418636,0.05242144,0.03527711
2463.616,0.07448267,0.05242524,0.03535418
2464.099,0.07472578,0.05238824,0.03545336
2464.581,0.07488678,0.05233932,0.03557134
2465.063,0.07496006,0.05230146,0.03570437
2465.545,0.07495768,0.05228535,0.03584662
2466.027,0.07489994,0.05228401,0.03598795
2466.509,0.07480457,0.05227797,0.0361126
2466.991,0.07468206,0.05224235,0.03619834
2467.473,0.0745331,0.05215942,0.03622138
2467.956,0.07435476,0.05202474,0.03616181
2468.438,0.07414688,0.05184946,0.03601054
2468.92,0.07391818,0.05165562,0.03577449
2469.402,0.0736881,0.05146929,0.03547769
2469.884,0.07348516,0.05131451,0.03516022
2470.366,0.07333609,0.05120604,0.034867
2470.848,0.0732601,0.05114953,0.03464001
2471.33,0.07326066,0.05114274,0.03451029
2471.813,0.07332442,0.05117821,0.03448981
2472.294,0.07342323,0.05124558,0.03457226
2472.777,0.07352167,0.05133227,0.03473558
2473.259,0.07358948,0.0514262,0.03495048
2473.741,0.07360698,0.05151528,0.03518364
2474.223,0.07357217,0.05158965,0.03540451
2474.705,0.07350048,0.051645,0.03558914
2475.187,0.07342146,0.05168333,0.0357195
2475.669,0.07337102,0.05171384,0.03578441
2476.151,0.07337977,0.0517493,0.0357804
2476.634,0.07346738,0.051803,0.03571016
2477.116,0.0736359,0.05188409,0.0355841
2477.598,0.07387088,0.05199452,0.03541651
2478.08,0.07414275,0.05212886,0.03522569
2478.562,0.07441539,0.05227682,0.03502882
2479.044,0.07465521,0.05242743,0.03483923
2479.526,0.07483443,0.05257133,0.03466619
2480.008,0.07493757,0.05270223,0.0345151
2480.49,0.07496234,0.05281712,0.03438956
2480.973,0.07491667,0.05291416,0.03429524
2481.455,0.0748177,0.05299147,0.0342399
2481.937,0.07468695,0.05304713,0.03423168
2482.419,0.07455021,0.05307917,0.03427592
2482.901,0.07443156,0.05308688,0.03436982
2483.383,0.07434958,0.0530706,0.03450048
2483.865,0.07431383,0.05303106,0.03464449
2484.347,0.07432041,0.05296744,0.0347752
2484.83,0.07435025,0.05287763,0.03487002
2485.312,0.07437284,0.05275914,0.03491654
2485.794,0.07435538,0.05261232,0.0349175
2486.276,0.07427231,0.05244405,0.03488915
2486.758,0.07411648,0.05227035,0.03485561
2487.24,0.0739035,0.0521134,0.03483799
2487.722,0.07367039,0.05199798,0.03484832
2488.204,0.07346673,0.05194422,0.03488529
2488.687,0.07333623,0.05196016,0.03493648
2489.168,0.07330781,0.05203993,0.03498526
2489.651,0.07338513,0.05216491,0.03501917
2490.133,0.07354914,0.05231156,0.03503727
2490.615,0.07376485,0.0524574,0.03505281
2491.097,0.07399503,0.05258735,0.03508982
2491.579,0.07421435,0.05269606,0.03517314
2492.061,0.07441307,0.05278359,0.035322
2492.543,0.07459872,0.05285023,0.03553949
2493.025,0.07478824,0.05289113,0.03580975
2493.508,0.07499982,0.05289517,0.03609814
2493.99,0.07524393,0.05284835,0.03635837
2494.472,0.07551856,0.05274186,0.03654591
2494.954,0.0758084,0.05257823,0.03662372
2495.436,0.07608718,0.05237559,0.03657558
2495.918,0.07632349,0.05216346,0.03640893
2496.4,0.07648167,0.05197831,0.03615566
2496.882,0.07653111,0.05185027,0.03586418
2497.365,0.07645232,0.05179515,0.0355876
2497.847,0.07624273,0.05181109,0.03537649
2498.329,0.07592327,0.05188056,0.03526298
2498.811,0.07553777,0.05197892,0.03525668
2499.293,0.07514958,0.05208209,0.03534364
2499.775,0.07482364,0.05217643,0.03549332
2500.257,0.07461088,0.05226086,0.03566744
2500.739,0.07453465,0.05234498,0.03582882
2501.221,0.0745815,0.05244137,0.03595255
2501.704,0.07470659,0.05255881,0.0360268
2502.186,0.07484566,0.05269587,0.03605146
2502.668,0.0749418,0.05283947,0.03603338
2503.15,0.07495883,0.05296724,0.0359802
2503.632,0.07489268,0.05305361,0.03589755
2504.114,0.07476776,0.05307961,0.03578821
2504.596,0.07462535,0.05303695,0.03565584
2505.078,0.07450743,0.05293263,0.03550973
2505.561,0.07444135,0.05278609,0.03536563
2506.043,0.07443696,0.0526257,0.03524642
2506.525,0.07448908,0.05248086,0.03517604
2507.007,0.07458641,0.05237251,0.03517136
2507.489,0.07471784,0.05231097,0.03523782
2507.971,0.07487535,0.05229322,0.03536564
2508.453,0.07505158,0.05230691,0.03553379
2508.935,0.07523252,0.05233595,0.03571502
2509.417,0.07539488,0.05236675,0.03588469
2509.9,0.07551062,0.05239363,0.03602892
2510.382,0.07555364,0.0524192,0.03614504
2510.864,0.07551258,0.05245201,0.03624002
2511.346,0.07539867,0.052501,0.03632472
2511.828,0.07524561,0.05257223,0.03640708
2512.31,0.07509891,0.05266465,0.03648664
2512.792,0.07499934,0.0527718,0.03655471
2513.274,0.07497176,0.05288397,0.03659565
2513.757,0.07501488,0.05299336,0.03659416
2514.239,0.07510607,0.05309694,0.03654207
2514.721,0.07521132,0.0531957,0.03644149
2515.203,0.07530234,0.05329276,0.03630687
2515.685,0.07536601,0.05338966,0.03616082
2516.167,0.07540582,0.0534822,0.03603095
2516.649,0.07543571,0.05356111,0.03593917
2517.131,0.07546862,0.05361378,0.03589815
2517.614,0.07550765,0.05362897,0.03590675
2518.096,0.07554357,0.05360209,0.03595054
2518.578,0.07555968,0.0535374,0.03600515
2519.06,0.07554115,0.05344769,0.03604162
2519.542,0.07548444,0.05334815,0.03603636
2520.024,0.07539997,0.0532525,0.03597474
2520.506,0.07530849,0.05316715,0.03585557
2520.988,0.07523023,0.05308885,0.03568958
2521.47,0.07517775,0.0530066,0.03549686
2521.953,0.07514901,0.05290519,0.03530092
2522.435,0.07513102,0.05277254,0.03512104
2522.917,0.07510558,0.05260304,0.03497211
2523.399,0.0750597,0.05240138,0.03486264
2523.881,0.07499228,0.05218113,0.03479661
2524.363,0.07491475,0.05196386,0.03477757
2524.845,0.07484771,0.0517745,0.03480981
2525.327,0.07481176,0.05163436,0.03489712
2525.81,0.07482409,0.05156012,0.03504059
2526.292,0.07489298,0.05155871,0.03523363
2526.774,0.07501867,0.05162634,0.03546071
2527.256,0.0751957,0.05174857,0.035695
2527.738,0.07541402,0.05190302,0.03590523
2528.22,0.07566033,0.05206429,0.03606294
2528.702,0.07591536,0.0522059,0.03614838
2529.184,0.07615487,0.05230814,0.03615832
2529.667,0.07635249,0.05236095,0.03610596
2530.148,0.07648233,0.05236495,0.03601904
2530.631,0.07652859,0.05233056,0.03593027
2531.113,0.07648946,0.0522744,0.03586955
2531.595,0.07637884,0.05221586,0.0358582
2532.077,0.07622149,0.05217096,0.03590273
2532.559,0.07604638,0.05215079,0.03599682
2533.041,0.07587903,0.05215934,0.03612307
2533.523,0.07573366,0.05219448,0.03626018
2534.005,0.07561427,0.05225026,0.03638736
2534.488,0.07551665,0.05231893,0.03648871
2534.97,0.0754354,0.0523943,0.03655697
2535.452,0.07536696,0.05247261,0.0365928
2535.934,0.0753121,0.05255349,0.03660416
2536.416,0.07527288,0.05263926,0.03660214
2536.898,0.07525036,0.05273403,0.03659799
2537.38,0.07524181,0.05284122,0.03659883
2537.862,0.07524139,0.05296138,0.03660548
2538.344,0.0752435,0.05309096,0.03661203
2538.827,0.07524668,0.05322122,0.0366089
2539.309,0.07525582,0.0533407,0.03658734
2539.791,0.07528119,0.05343697,0.03654301
2540.273,0.0753339,0.05350113,0.03647911
2540.755,0.07541942,0.05353131,0.03640382
2541.237,0.075534,0.05353451,0.03632778
2541.719,0.07566402,0.05352596,0.03625695
2542.201,0.07579151,0.05352436,0.036189
2542.684,0.07589801,0.05354872,0.03611346
2543.166,0.0759726,0.05361068,0.03601706
2543.648,0.07601376,0.05371131,0.03589268
2544.13,0.07602781,0.05383832,0.03574715
2544.612,0.07602362,0.05396873,0.03560389
2545.094,0.07600749,0.05407305,0.03549895
2545.576,0.07597993,0.05411972,0.03547082
2546.058,0.07593516,0.05408411,0.03554288
2546.541,0.07586492,0.05395377,0.03571246
2547.022,0.07576252,0.05373259,0.03594521
2547.505,0.0756275,0.05344177,0.03618552
2547.987,0.07546654,0.0531196,0.036371
2548.469,0.07529307,0.05281704,0.03645156
2548.951,0.07512304,0.05258518,0.03641022
2549.433,0.07497294,0.05246858,0.036266
2549.915,0.07485707,0.05249413,0.03606935
2550.397,0.07478521,0.0526624,0.03587914
2550.879,0.07476282,0.05294604,0.03574584
2551.362,0.0747905,0.05329188,0.035692
2551.844,0.07486352,0.05363608,0.03570621
2552.326,0.07497142,0.0539127,0.03574954
2552.808,0.07509946,0.05407083,0.03577254
2553.29,0.0752314,0.05408831,0.03573845
2553.772,0.07535182,0.05397439,0.03563476
2554.254,0.0754497,0.05376799,0.03547979
2554.736,0.07552008,0.05352321,0.03531228
2555.219,0.07556219,0.05330001,0.03517918
2555.701,0.0755778,0.05314622,0.03511493
2556.183,0.07556766,0.05308453,0.03512889
2556.665,0.07553064,0.05311219,0.03520322
2557.147,0.07546496,0.05320255,0.03530002
2557.629,0.07537121,0.05331788,0.03537787
2558.111,0.07525723,0.05341815,0.0354028
2558.593,0.07513938,0.05347696,0.03536277
2559.075,0.07504027,0.05348722,0.03526824
2559.558,0.07498559,0.05346218,0.03514904
2560.04,0.0749942,0.05342892,0.0350427
2560.522,0.07507275,0.05341803,0.03498261
2561.004,0.07521158,0.05345371,0.03499203
2561.486,0.07538842,0.05354375,0.03507818
2561.968,0.07557416,0.05367667,0.03523356
2562.45,0.0757398,0.05382346,0.03543955
2562.932,0.07586682,0.05394794,0.03567238
2563.415,0.07594882,0.05401523,0.03590607
2563.897,0.07599178,0.05400062,0.03611496
2564.379,0.07600934,0.05389747,0.03627869
2564.861,0.07601752,0.05371734,0.03638254
2565.343,0.07603028,0.05348734,0.03641992
2565.825,0.07605509,0.05324141,0.03639414
2566.307,0.07609411,0.05301503,0.03631842
2566.789,0.07614485,0.05283907,0.0362131
2567.271,0.07620228,0.05273343,0.03609869
2567.754,0.07626041,0.05270917,0.03599256
2568.236,0.07631314,0.05276706,0.03590273
2568.718,0.07635492,0.05290055,0.03582707
2569.2,0.0763805,0.05309642,0.03575576
2569.682,0.07638463,0.05333616,0.03567759
2570.164,0.07636297,0.0535986,0.03558786
2570.646,0.07631203,0.05385812,0.03549103
2571.128,0.07623013,0.05408797,0.03540237
2571.611,0.07611854,0.05426461,0.03534114
2572.093,0.07598308,0.05436881,0.03532438
2572.575,0.07583466,0.05439082,0.0353582
2573.057,0.07568926,0.05433312,0.03543411
2573.539,0.0755676,0.05421118,0.03553054
2574.021,0.07549031,0.05405106,0.03562051
2574.503,0.0754726,0.05388442,0.03568192
2574.985,0.07552011,0.05374505,0.03570389
2575.468,0.07562461,0.0536587,0.03569177
2575.95,0.07576472,0.05363897,0.03566348
2576.432,0.07590934,0.05368453,0.03564323
2576.914,0.07602718,0.0537792,0.0356501
2577.396,0.07609433,0.05389753,0.03569188
2577.878,0.07610004,0.05400948,0.03576224
2578.36,0.07604849,0.05409018,0.03584446
2578.842,0.07595602,0.05412459,0.03591803
2579.324,0.07584476,0.0541094,0.03596655
2579.807,0.07573369,0.05405337,0.03598406
2580.289,0.07563499,0.05397261,0.03597554
2580.771,0.07555199,0.0538885,0.03595448
2581.253,0.07548135,0.05382054,0.03593494
2581.735,0.07541846,0.05378707,0.03592702
2582.217,0.07536058,0.05380254,0.03593187
2582.699,0.07531048,0.05387601,0.03594135
2583.181,0.07527546,0.05401064,0.03594085
2583.664,0.07526599,0.05420008,0.03591359
2584.146,0.0752913,0.054428,0.03584836
2584.628,0.07535879,0.05466572,0.0357416
2585.11,0.07547128,0.05487615,0.03560142
2585.592,0.0756264,0.05502296,0.03544559
2586.074,0.07581516,0.05507555,0.03530078
2586.556,0.07602124,0.05502104,0.03519585
2587.038,0.07622201,0.054868,0.03515359
2587.521,0.07638796,0.05464728,0.03518769
2588.002,0.07649008,0.05440353,0.03529451
2588.485,0.07650723,0.054182,0.03545531
2588.967,0.07643215,0.05402087,0.0356372
2589.449,0.07627872,0.05393911,0.03580414
2589.931,0.07607938,0.05393496,0.03592578
2590.413,0.07588275,0.05398872,0.03598588
2590.895,0.07573758,0.05407147,0.03598782
2591.377,0.07568094,0.05415397,0.03595185
