absorbance_2.3_1_oilA,2.3_1_oilA,2.3_2_oilA,2.3_3_oilA
1138.76,0.1723225,0.1522307,0.1354656
1139.242,0.1749194,0.1548401,0.1379101
1139.724,0.1774196,0.1572094,0.1402773
1140.206,0.1797863,0.159342,0.1425578
1140.688,0.1819904,0.1612507,0.1447447
1141.17,0.1840139,0.1629501,0.1468282
1141.652,0.1858481,0.1644554,0.148788
1142.135,0.1874953,0.1657832,0.1505942
1142.617,0.1889689,0.1669582,0.1522119
1143.099,0.1902967,0.1680188,0.1536128
1143.581,0.1915177,0.1690114,0.1547894
1144.063,0.1926786,0.1699819,0.155761
1144.545,0.1938244,0.1709624,0.1565727
1145.027,0.1949816,0.1719572,0.1572797
1145.509,0.1961533,0.1729423,0.157939
1145.991,0.1973164,0.1738748,0.1585983
1146.474,0.1984344,0.174716,0.1592885
1146.956,0.1994698,0.1754493,0.1600286
1147.438,0.2004018,0.1760944,0.1608283
1147.92,0.2012344,0.1767011,0.1616904
1148.402,0.2019938,0.1773363,0.1626093
1148.884,0.2027169,0.1780582,0.1635673
1149.366,0.2034338,0.1788937,0.1645353
1149.848,0.2041608,0.1798343,0.1654739
1150.331,0.204897,0.18084,0.1663446
1150.813,0.205631,0.1818609,0.1671231
1151.295,0.2063517,0.182852,0.1678067
1151.777,0.2070567,0.1837886,0.1684171
1152.259,0.2077537,0.1846687,0.1689903
1152.741,0.2084556,0.1855032,0.1695664
1153.223,0.2091716,0.1863045,0.170174
1153.705,0.2099007,0.1870784,0.1708248
1154.188,0.2106303,0.1878221,0.1715161
1154.67,0.2113424,0.1885304,0.1722394
1155.152,0.2120204,0.1892011,0.1729877
1155.634,0.2126538,0.1898379,0.1737583
1156.116,0.2132396,0.1904471,0.1745474
1156.598,0.2137761,0.1910313,0.175341
1157.08,0.2142566,0.1915818,0.1761058
1157.562,0.2146659,0.1920787,0.1767935
1158.044,0.2149807,0.1924972,0.1773516
1158.526,0.2151759,0.1928144,0.1777398
1159.009,0.2152355,0.1930194,0.1779485
1159.491,0.2151566,0.1931129,0.178003
1159.973,0.2149522,0.1931012,0.1779546
1160.455,0.2146454,0.1929866,0.1778557
1160.937,0.2142645,0.1927606,0.1777413
1161.419,0.2138363,0.1924051,0.1776123
1161.901,0.2133805,0.1919039,0.1774373
1162.383,0.2129096,0.1912546,0.1771644
1162.865,0.2124275,0.1904808,0.1767431
1163.348,0.2119296,0.1896268,0.1761461
1163.83,0.2114029,0.1887522,0.1753751
1164.312,0.2108268,0.1879087,0.1744591
1164.794,0.2101794,0.1871214,0.1734394
1165.276,0.2094408,0.1863813,0.1723579
1165.758,0.2086012,0.185646,0.1712426
1166.24,0.207665,0.1848584,0.1701028
1166.722,0.2066482,0.1839608,0.1689309
1167.205,0.2055733,0.1829175,0.1677083
1167.687,0.20446,0.1817243,0.1664144
1168.169,0.2033205,0.180408,0.1650321
1168.651,0.2021581,0.179018,0.1635557
1169.133,0.200972,0.1776101,0.1619948
1169.615,0.199764,0.1762387,0.1603784
1170.097,0.1985424,0.1749401,0.1587517
1170.579,0.1973197,0.1737268,0.1571669
1171.062,0.1961037,0.1725858,0.1556765
1171.544,0.1948887,0.1714835,0.1543151
1172.026,0.1936494,0.1703748,0.1530908
1172.508,0.1923424,0.1692127,0.1519822
1172.99,0.1909221,0.1679651,0.1509436
1173.472,0.1893566,0.166622,0.1499172
1173.954,0.1876435,0.1651985,0.1488445
1174.436,0.1858154,0.1637285,0.1476854
1174.918,0.1839347,0.1622527,0.1464217
1175.401,0.1820776,0.1608062,0.1450575
1175.883,0.1803072,0.1594049,0.1436129
1176.365,0.1786632,0.1580438,0.1421146
1176.847,0.1771523,0.1567006,0.1405896
1177.329,0.1757522,0.1553456,0.1390588
1177.811,0.1744206,0.1539492,0.1375371
1178.293,0.1731086,0.1524908,0.1360339
1178.775,0.1717773,0.1509632,0.1345515
1179.258,0.1704036,0.1493733,0.1330872
1179.74,0.1689876,0.1477425,0.1316336
1180.222,0.1675507,0.1461027,0.1301814
1180.704,0.1661324,0.1444972,0.1287232
1181.186,0.1647782,0.1429736,0.1272578
1181.668,0.1635237,0.1415722,0.1257921
1182.15,0.162386,0.1403193,0.1243426
1182.632,0.1613529,0.1392152,0.1229318
1183.115,0.1603871,0.1382327,0.1215819
1183.597,0.1594334,0.1373186,0.1203132
1184.079,0.1584386,0.1364101,0.1191389
1184.561,0.1573696,0.135453,0.1180649
1185.043,0.1562227,0.1344105,0.1170909
1185.525,0.1550252,0.1332762,0.1162092
1186.007,0.1538235,0.1320707,0.1154051
1186.489,0.1526682,0.1308334,0.1146538
1186.971,0.151594,0.1296069,0.1139218
1187.453,0.1506114,0.1284252,0.1131707
1187.936,0.1497095,0.1273111,0.1123601
1188.418,0.1488655,0.1262753,0.1114612
1188.9,0.1480576,0.1253228,0.1104648
1189.382,0.1472721,0.1244574,0.1093888
1189.864,0.1465054,0.1236827,0.1082752
1190.346,0.1457568,0.1229986,0.1071845
1190.828,0.1450215,0.1223959,0.1061821
1191.31,0.1442876,0.1218551,0.1053167
1191.792,0.1435388,0.1213454,0.1046115
1192.275,0.1427637,0.1208308,0.1040547
1192.757,0.1419645,0.1202805,0.1036054
1193.239,0.1411592,0.1196738,0.1032002
1193.721,0.1403761,0.1190038,0.1027703
1194.203,0.1396384,0.1182755,0.1022616
1194.685,0.1389519,0.1175015,0.101642
1195.167,0.1382976,0.1166967,0.1009092
1195.649,0.1376388,0.115874,0.1000863
1196.132,0.1369337,0.1150458,0.09921703
1196.614,0.1361577,0.1142256,0.09835254
1197.096,0.1353171,0.1134278,0.09753796
1197.578,0.1344522,0.1126699,0.09680888
1198.06,0.1336239,0.1119686,0.09618312
1198.542,0.1328891,0.1113364,0.09566133
1199.024,0.132284,0.110781,0.09523083
1199.506,0.1318085,0.1103036,0.09486967
1199.989,0.1314299,0.1098999,0.09455328
1200.471,0.1310941,0.1095588,0.09425527
1200.953,0.1307488,0.1092631,0.09395185
1201.435,0.1303589,0.1089892,0.09362371
1201.917,0.1299126,0.1087061,0.09325606
1202.399,0.1294212,0.1083821,0.09284256
1202.881,0.1289085,0.1079929,0.09238576
1203.363,0.128404,0.1075296,0.09189878
1203.845,0.1279331,0.1070069,0.09140208
1204.328,0.1275168,0.106462,0.09092008
1204.81,0.1271727,0.1059482,0.09047614
1205.292,0.1269138,0.1055141,0.09008622
1205.774,0.1267476,0.1051896,0.08975731
1206.256,0.1266713,0.1049734,0.08948897
1206.738,0.1266704,0.104835,0.0892774
1207.22,0.1267172,0.1047258,0.08912092
1207.702,0.1267752,0.1045979,0.08902249
1208.185,0.1268094,0.1044251,0.08898772
1208.667,0.1267914,0.1042094,0.08901937
1209.149,0.1267061,0.1039791,0.08910994
1209.631,0.1265518,0.1037721,0.08923815
1210.113,0.126338,0.1036213,0.08936809
1210.595,0.1260812,0.1035385,0.08945637
1211.077,0.1258014,0.1035122,0.08946715
1211.559,0.125524,0.1035136,0.08938041
1212.042,0.1252784,0.1035103,0.08920124
1212.524,0.1250939,0.1034824,0.08895627
1213.006,0.1249959,0.1034262,0.08868691
1213.488,0.1249947,0.1033545,0.08843249
1213.97,0.1250782,0.1032863,0.08821732
1214.452,0.1252098,0.1032389,0.08804777
1214.934,0.1253366,0.1032214,0.08791423
1215.416,0.1254063,0.1032334,0.08780164
1215.898,0.1253813,0.10327,0.08769953
1216.38,0.1252562,0.1033261,0.08760998
1216.863,0.1250578,0.103398,0.08754585
1217.345,0.1248384,0.1034807,0.08752614
1217.827,0.1246524,0.1035669,0.08756435
1218.309,0.1245377,0.1036448,0.08766218
1218.791,0.1245054,0.1037026,0.08780845
1219.273,0.1245411,0.1037358,0.08798435
1219.755,0.124619,0.1037543,0.08817232
1220.237,0.124719,0.1037851,0.0883628
1220.719,0.1248406,0.103863,0.08855759
1221.202,0.1250028,0.1040194,0.08876625
1221.684,0.1252343,0.104266,0.08899844
1222.166,0.1255528,0.104586,0.0892566
1222.648,0.1259537,0.1049361,0.08953305
1223.13,0.1264027,0.1052584,0.08981167
1223.612,0.1268508,0.1055063,0.09007611
1224.094,0.127248,0.1056588,0.090315
1224.576,0.1275664,0.105733,0.09052697
1225.059,0.1278108,0.1057741,0.09071854
1225.541,0.1280158,0.1058418,0.09089839
1226.023,0.1282285,0.1059859,0.09107026
1226.505,0.1284848,0.1062257,0.09122974
1226.987,0.1287962,0.10655,0.09136647
1227.469,0.1291438,0.1069218,0.09147017
1227.951,0.1294894,0.107298,0.09154011
1228.433,0.1297907,0.1076417,0.09158929
1228.916,0.1300199,0.1079348,0.0916435
1229.398,0.1301736,0.1081785,0.09173197
1229.88,0.1302699,0.1083864,0.09187973
1230.362,0.1303391,0.1085748,0.09209578
1230.844,0.1304078,0.1087542,0.09237011
1231.326,0.1304908,0.1089271,0.09267491
1231.808,0.1305867,0.1090873,0.0929741
1232.29,0.1306824,0.1092242,0.09323397
1232.772,0.1307614,0.1093246,0.09342986
1233.255,0.130813,0.1093766,0.09355249
1233.737,0.1308373,0.1093713,0.09360707
1234.219,0.1308448,0.1093067,0.09361023
1234.701,0.1308532,0.1091902,0.09358414
1235.183,0.1308809,0.1090414,0.0935506
1235.665,0.1309424,0.1088908,0.0935293
1236.147,0.1310422,0.1087702,0.09353117
1236.629,0.1311733,0.1087026,0.09355807
1237.112,0.131316,0.1086915,0.09360255
1237.594,0.131442,0.1087169,0.09365049
1238.076,0.1315168,0.1087388,0.09368508
1238.558,0.1315047,0.1087086,0.09369126
1239.04,0.1313772,0.1085887,0.09366013
1239.522,0.1311167,0.1083626,0.09358908
1240.004,0.1307226,0.1080438,0.09347954
1240.486,0.130211,0.1076685,0.09333181
1240.969,0.129615,0.1072836,0.09313971
1241.451,0.1289768,0.1069247,0.09288894
1241.933,0.1283354,0.1066003,0.09256272
1242.415,0.1277236,0.1062891,0.09214874
1242.897,0.1271607,0.105951,0.09164926
1243.379,0.1266539,0.105549,0.0910839
1243.861,0.1262011,0.1050601,0.09048709
1244.343,0.1257929,0.1044865,0.08989654
1244.825,0.1254146,0.1038484,0.0893382
1245.307,0.1250453,0.1031787,0.08881861
1245.79,0.1246604,0.1025081,0.08831906
1246.272,0.1242358,0.1018572,0.08780381
1246.754,0.1237516,0.1012365,0.08722948
1247.236,0.1231975,0.100647,0.08656477
1247.718,0.1225748,0.1000869,0.08580204
1248.2,0.1218946,0.09955525,0.08496185
1248.682,0.1211727,0.09905474,0.08408549
1249.164,0.1204253,0.09858993,0.08322218
1249.646,0.1196666,0.0981653,0.08241776
1250.129,0.1189106,0.09778261,0.08170149
1250.611,0.1181744,0.09744033,0.08108622
1251.093,0.1174848,0.09713268,0.08057384
1251.575,0.1168746,0.09684935,0.08016255
1252.057,0.1163802,0.0965755,0.0798519
1252.539,0.1160318,0.09629017,0.07964169
1253.021,0.1158424,0.09597224,0.07952656
1253.503,0.1158016,0.09560438,0.07948909
1253.986,0.1158728,0.09518252,0.07949495
1254.468,0.116005,0.09472094,0.07950029
1254.95,0.1161401,0.09425434,0.07945788
1255.432,0.1162285,0.09382921,0.07933168
1255.914,0.1162418,0.09348543,0.07910869
1256.396,0.1161728,0.09324504,0.07880069
1256.878,0.1160325,0.09309881,0.07844137
1257.36,0.1158403,0.09301154,0.07807167
1257.843,0.1156177,0.09293078,0.07773159
1258.325,0.11538,0.09280893,0.07744615
1258.807,0.1151337,0.09262462,0.07721958
1259.289,0.1148766,0.09239025,0.07703632
1259.771,0.1146002,0.09214834,0.07686724
1260.253,0.1142943,0.09194983,0.07668145
1260.735,0.1139506,0.09183463,0.0764535
1261.217,0.1135686,0.0918099,0.0761731
1261.699,0.1131588,0.09184916,0.0758466
1262.182,0.112744,0.09190215,0.07549424
1262.664,0.1123557,0.09191931,0.07514346
1263.146,0.1120247,0.09187011,0.07482058
1263.628,0.1117748,0.09175079,0.07454678
1264.11,0.1116106,0.09158178,0.07433175
1264.592,0.1115147,0.09139334,0.07417443
1265.074,0.1114469,0.09121083,0.07406403
1265.556,0.1113585,0.09103964,0.07398574
1266.039,0.111205,0.09086419,0.07392633
1266.521,0.1109599,0.09065177,0.07387681
1267.003,0.1106245,0.09036897,0.07383519
1267.485,0.1102263,0.08999312,0.07380327
1267.967,0.1098107,0.08952186,0.0737831
1268.449,0.1094241,0.08897649,0.07377204
1268.931,0.109105,0.08839904,0.07376054
1269.413,0.1088756,0.08784588,0.07373185
1269.896,0.1087394,0.08737294,0.07366738
1270.378,0.108687,0.08702803,0.07354997
1270.86,0.108702,0.08683864,0.07336956
1271.342,0.1087685,0.08680329,0.07312639
1271.824,0.108872,0.08689193,0.07283053
1272.306,0.109,0.08704986,0.07249974
1272.788,0.1091398,0.08721542,0.07215513
1273.27,0.1092755,0.08732852,0.07181995
1273.752,0.1093886,0.08734794,0.07151669
1274.234,0.1094619,0.08726081,0.07126397
1274.717,0.1094807,0.0870816,0.07107683
1275.199,0.1094366,0.08684805,0.0709621
1275.681,0.109328,0.08660743,0.07091591
1276.163,0.1091596,0.08641085,0.07092089
1276.645,0.1089404,0.08629751,0.07094711
1277.127,0.1086816,0.08628872,0.07095803
1277.609,0.1083965,0.08638567,0.0709139
1278.091,0.1080991,0.08656782,0.07078458
1278.573,0.107803,0.0867979,0.0705564
1279.056,0.1075219,0.08702224,0.07023527
1279.538,0.1072668,0.08718235,0.06984548
1280.02,0.1070438,0.08722355,0.06942369
1280.502,0.1068526,0.08710206,0.06901212
1280.984,0.1066859,0.08679984,0.06864601
1281.466,0.1065291,0.0863284,0.06834838
1281.948,0.106362,0.08572911,0.06812623
1282.43,0.1061625,0.08506024,0.06797041
1282.913,0.1059101,0.08438425,0.06786003
1283.395,0.1055887,0.0837544,0.06776592
1283.877,0.1051914,0.08319912,0.06765904
1284.359,0.1047223,0.08272397,0.0675123
1284.841,0.1041985,0.08231425,0.06730348
1285.323,0.1036469,0.08194695,0.06701938
1285.805,0.1031024,0.08160029,0.06665652
1286.287,0.1026013,0.08126206,0.06622358
1286.77,0.1021707,0.08093176,0.06574132
1287.252,0.101826,0.08061802,0.06524402
1287.734,0.101565,0.08033232,0.06477597
1288.216,0.1013714,0.08008257,0.06438062
1288.698,0.1012185,0.07987133,0.06409641
1289.18,0.1010788,0.07969519,0.06394459
1289.662,0.1009322,0.07954816,0.06392329
1290.144,0.1007682,0.07942368,0.06400798
1290.626,0.100587,0.07931636,0.06415628
1291.109,0.1003948,0.07922113,0.06432058
1291.591,0.1002007,0.07913363,0.06445425
1292.073,0.1000129,0.07905015,0.06452553
1292.555,0.09983668,0.07896903,0.06452324
1293.037,0.09967731,0.07889256,0.06445662
1293.519,0.09954017,0.07882698,0.0643495
1294.001,0.09943239,0.07877949,0.06423025
1294.483,0.09936215,0.0787552,0.06412275
1294.966,0.0993361,0.07875146,0.0640377
1295.448,0.09935597,0.07875758,0.06397144
1295.93,0.09941625,0.07875464,0.06390905
1296.412,0.09950361,0.0787245,0.06383258
1296.894,0.09960014,0.07865565,0.06372894
1297.376,0.09968702,0.07854901,0.06359392
1297.858,0.09975085,0.07841718,0.06343272
1298.34,0.09978645,0.07827844,0.06325528
1298.823,0.09979638,0.07814892,0.06307036
1299.305,0.09978761,0.07803451,0.0628813
1299.787,0.09976764,0.07792951,0.06268558
1300.269,0.09973884,0.07782081,0.06247801
1300.751,0.09969671,0.07769701,0.06225662
1301.233,0.09962918,0.07755561,0.06202663
1301.715,0.09952022,0.07740782,0.0618028
1302.197,0.09935731,0.07727481,0.06160437
1302.679,0.09913614,0.07717913,0.06145211
1303.161,0.09886692,0.0771336,0.0613592
1303.644,0.09857235,0.07713363,0.06132702
1304.126,0.09828578,0.0771551,0.06134306
1304.608,0.09804073,0.07716106,0.06138349
1305.09,0.09785854,0.07711701,0.06142101
1305.572,0.09774353,0.07699884,0.06142813
1306.054,0.09767895,0.07680444,0.06138496
1306.536,0.09763507,0.0765528,0.06128211
1307.018,0.097578,0.07628064,0.06112029
1307.5,0.09748586,0.0760296,0.06091034
1307.983,0.09735753,0.07583486,0.06067019
1308.465,0.09721519,0.07571821,0.06042476
1308.947,0.09709425,0.07568222,0.06020018
1309.429,0.09702816,0.07571363,0.06002016
1309.911,0.09703618,0.07578739,0.05990405
1310.393,0.09711245,0.07587442,0.05986227
1310.875,0.09722968,0.07594809,0.05989451
1311.357,0.09734518,0.07598528,0.05998833
1311.84,0.09741998,0.0759729,0.06011981
1312.322,0.09743278,0.07591028,0.06025741
1312.804,0.09739015,0.0758099,0.0603671
1313.286,0.09732234,0.07569351,0.06042375
1313.768,0.09726997,0.07558638,0.06041531
1314.25,0.09726433,0.07550869,0.06034406
1314.732,0.0973129,0.07546907,0.06022113
1315.214,0.09739766,0.07546344,0.06006035
1315.697,0.09748368,0.07547786,0.05987249
1316.179,0.09753512,0.07549405,0.05966285
1316.661,0.09752613,0.07549508,0.05943378
1317.143,0.0974493,0.0754705,0.05918806
1317.625,0.09731483,0.07541821,0.05893316
1318.107,0.097142,0.07534426,0.05868426
1318.589,0.09694775,0.07525791,0.05846142
1319.071,0.09673732,0.07516546,0.05828261
1319.553,0.09650502,0.07506782,0.05815675
1320.036,0.09624118,0.07495852,0.05807795
1320.518,0.09594309,0.07482814,0.05802647
1321.0,0.09562111,0.0746669,0.05797331
1321.482,0.09529693,0.07446928,0.05789031
1321.964,0.09499529,0.07423595,0.05775827
1322.446,0.09473773,0.07397385,0.05757065
1322.928,0.09453249,0.07369524,0.05733615
1323.41,0.09437374,0.07341488,0.0570743
1323.893,0.09424363,0.07314846,0.05681209
1324.375,0.09411956,0.07290661,0.05657283
1324.857,0.09398296,0.07269211,0.05637009
1325.339,0.09382268,0.07249749,0.05620459
1325.821,0.09363702,0.07230793,0.05606464
1326.303,0.09342954,0.07210495,0.05593201
1326.785,0.09320527,0.07187249,0.0557873
1327.267,0.09296798,0.07160387,0.05561702
1327.75,0.0927204,0.07130534,0.05541563
1328.232,0.09246822,0.07099516,0.05518639
1328.714,0.09222104,0.07069827,0.05493896
1329.196,0.09199461,0.07043887,0.05468639
1329.678,0.09180713,0.07023403,0.05444406
1330.16,0.09167266,0.07008886,0.05422705
1330.642,0.0915969,0.06999847,0.05405127
1331.124,0.09157239,0.06995197,0.05393353
1331.606,0.09158207,0.06993895,0.05388828
1332.089,0.09160435,0.06995385,0.05392718
1332.571,0.09162241,0.06999654,0.0540543
1333.053,0.09163222,0.07007048,0.05426537
1333.535,0.09164492,0.070178,0.05454712
1334.017,0.09168417,0.07031621,0.05487765
1334.499,0.0917768,0.07047651,0.05523193
1334.981,0.09194562,0.07064646,0.05558125
1335.463,0.09220037,0.07081535,0.05589961
1335.945,0.09253445,0.07098116,0.05616873
1336.427,0.09292436,0.07115521,0.05637899
1336.91,0.09333675,0.07136248,0.05653279
1337.392,0.09373727,0.07163503,0.05664181
1337.874,0.09409541,0.07200364,0.05672789
1338.356,0.09439199,0.0724797,0.05681737
1338.838,0.09462267,0.07304127,0.0569352
1339.32,0.09479935,0.07362801,0.05710031
1339.802,0.09494326,0.07416008,0.05731691
1340.284,0.09507494,0.07457177,0.05757509
1340.767,0.09520806,0.07483383,0.05785692
1341.249,0.09534478,0.07495562,0.058144
1341.731,0.09547987,0.07496848,0.05842227
1342.213,0.09560485,0.074909,0.05868079
1342.695,0.09571248,0.07480995,0.05891299
1343.177,0.09579899,0.07469979,0.0591156
1343.659,0.09586531,0.07460646,0.05929045
1344.141,0.09591833,0.07455529,0.05944656
1344.624,0.09596933,0.07456961,0.05960114
1345.106,0.09603176,0.07466517,0.05977739
1345.588,0.0961166,0.07484472,0.05999738
1346.07,0.09622954,0.07509661,0.0602762
1346.552,0.09636948,0.07539769,0.06061479
1347.034,0.09652949,0.07572182,0.06099766
1347.516,0.09669893,0.07604575,0.06139312
1347.998,0.09686674,0.07635452,0.06175952
1348.48,0.09702584,0.07664266,0.06205759
1348.963,0.09717353,0.07691041,0.06225867
1349.445,0.09731278,0.07715708,0.0623547
1349.927,0.09745045,0.07737693,0.06235874
1350.409,0.0975951,0.07755797,0.06230128
1350.891,0.0977539,0.0776865,0.0622181
1351.373,0.09793033,0.07775353,0.06213711
1351.855,0.09812148,0.07775895,0.06207281
1352.337,0.09831761,0.07771184,0.06202157
1352.82,0.09850308,0.07762653,0.06196628
1353.302,0.09865717,0.07751785,0.06188256
1353.784,0.09875965,0.07739484,0.06175126
1354.266,0.09879816,0.07726029,0.0615681
1354.748,0.09877317,0.07711313,0.06134976
1355.23,0.09870129,0.07695469,0.06113039
1355.712,0.09861007,0.07679281,0.06094999
1356.194,0.09853198,0.07664357,0.06084361
1356.677,0.09849112,0.07652575,0.06082726
1357.159,0.09849808,0.07645341,0.0608958
1357.641,0.0985478,0.07643114,0.06102619
1358.123,0.09862398,0.07645211,0.06118763
1358.605,0.09870566,0.07650235,0.06135191
1359.087,0.09877351,0.07656795,0.0615007
1359.569,0.09881744,0.07664531,0.06163176
1360.051,0.09883676,0.07674649,0.06175788
1360.533,0.09884045,0.07690279,0.06190174
1361.016,0.09884145,0.07715462,0.06208644
1361.498,0.09885367,0.07753623,0.06232493
1361.98,0.09888678,0.07804848,0.06260955
1362.462,0.09894341,0.07863952,0.06291127
1362.944,0.0990209,0.07920963,0.06319065
1363.426,0.09911489,0.07965342,0.06341827
1363.908,0.09922238,0.07991002,0.0635871
1364.39,0.09934165,0.07996988,0.06370623
1364.872,0.09947052,0.07986081,0.06378821
1365.354,0.09960448,0.07962167,0.06383935
1365.837,0.09973697,0.07928987,0.06385726
1366.319,0.09986077,0.0788993,0.06383461
1366.801,0.09997191,0.07848267,0.06376506
1367.283,0.1000717,0.07808296,0.06364988
1367.765,0.1001675,0.07775093,0.06350312
1368.247,0.1002706,0.07753332,0.06334656
1368.729,0.1003906,0.0774623,0.06320435
1369.211,0.10053,0.07753955,0.06308936
1369.694,0.1006839,0.0777395,0.06299885
1370.176,0.1008434,0.07801934,0.06291748
1370.658,0.1010039,0.07834138,0.062829
1371.14,0.1011708,0.07868601,0.06272702
1371.622,0.1013625,0.07905594,0.06262571
1372.104,0.1016103,0.07947535,0.06256432
1372.586,0.1019531,0.07998149,0.06260833
1373.068,0.1024263,0.0806089,0.06284404
1373.551,0.1030414,0.08136525,0.06334607
1374.033,0.1037679,0.08221298,0.06413741
1374.515,0.1045315,0.0830716,0.06515741
1374.997,0.1052441,0.08385359,0.06628183
1375.479,0.1058344,0.08450139,0.06737559
1375.961,0.1062579,0.08499411,0.06833582
1376.443,0.1064893,0.08532982,0.06910436
1376.925,0.1065013,0.08549688,0.06964073
1377.407,0.106262,0.0854597,0.06990618
1377.89,0.1057477,0.08516975,0.06986749
1378.372,0.1049602,0.08458113,0.06950492
1378.854,0.1039428,0.08368081,0.06883232
1379.336,0.1027707,0.08250242,0.06789904
1379.818,0.1015327,0.08112272,0.06677809
1380.3,0.1003004,0.07963996,0.06554021
1380.782,0.09910878,0.07814392,0.06423259
1381.264,0.0979666,0.07671461,0.06288452
1381.747,0.09686954,0.07541507,0.06151966
1382.229,0.09581776,0.07428853,0.06016915
1382.711,0.09482288,0.07336215,0.05888347
1383.193,0.09390267,0.07263756,0.05772169
1383.675,0.09306817,0.07209086,0.05673176
1384.157,0.09231716,0.07167332,0.05594321
1384.639,0.09162987,0.07131855,0.05535322
1385.121,0.09097766,0.07095223,0.0549265
1385.604,0.09033359,0.07049429,0.05459163
1386.086,0.08969034,0.06988187,0.05425116
1386.568,0.08907083,0.06909192,0.05380626
1387.05,0.08852145,0.06815834,0.05318784
1387.532,0.08808472,0.06716157,0.05240032
1388.014,0.08777045,0.06618715,0.05151518
1388.496,0.08754691,0.06529112,0.05063123
1388.978,0.08736311,0.06449164,0.04982784
1389.46,0.08716965,0.06378604,0.04914978
1389.943,0.08692956,0.06316887,0.04861316
1390.425,0.08662345,0.06263974,0.04821203
1390.907,0.0862437,0.06220427,0.04793132
1391.389,0.08578971,0.06187006,0.04775239
1391.871,0.08526081,0.0616399,0.04765919
1392.353,0.08465794,0.06150825,0.04764065
1392.835,0.0839918,0.06145805,0.04768998
1393.317,0.08329506,0.06146466,0.04780214
1393.799,0.08264539,0.06149771,0.04795979
1394.281,0.08216472,0.06153186,0.0481208
1394.764,0.08197267,0.06155559,0.04822541
1395.246,0.08211943,0.061572,0.04821822
1395.728,0.08255332,0.06158959,0.04808297
1396.21,0.08316511,0.06161544,0.04784932
1396.692,0.08383581,0.06165314,0.04758136
1397.174,0.08447204,0.06170665,0.04735924
1397.656,0.08501042,0.06178187,0.04725969
1398.138,0.08540228,0.06188899,0.04734557
1398.621,0.08562077,0.06203719,0.04763272
1399.103,0.08566811,0.06222704,0.04807187
1399.585,0.08557633,0.06244696,0.04855854
1400.067,0.08539084,0.06267463,0.04898534
1400.549,0.08514716,0.06288773,0.04928874
1401.031,0.08486021,0.06306807,0.04945201
1401.513,0.08452494,0.06320243,0.04949116
1401.995,0.08412548,0.06327818,0.0494279
1402.478,0.08364666,0.06327716,0.04927433
1402.96,0.08308414,0.06317973,0.04902381
1403.442,0.08245471,0.06297065,0.04865498
1403.924,0.08180822,0.06265328,0.04814535
1404.406,0.0812182,0.06225833,0.0474955
1404.888,0.08076188,0.0618438,0.04674949
1405.37,0.08049174,0.06147797,0.04599704
1405.852,0.08041535,0.06120905,0.04534047
1406.334,0.08050427,0.06105503,0.04486435
1406.817,0.08071639,0.06100689,0.04461639
1407.299,0.08101802,0.06104323,0.04460366
1407.781,0.08139141,0.06114168,0.04480656
1408.263,0.08183366,0.06128578,0.04518801
1408.745,0.08235166,0.06146901,0.0457057
1409.227,0.08295195,0.0616938,0.04631475
1409.709,0.08363196,0.06197129,0.04697388
1410.191,0.0843743,0.06231663,0.04765464
1410.674,0.08514452,0.06274773,0.04834232
1411.156,0.08589864,0.06327862,0.04903845
1411.638,0.0865977,0.06391352,0.04975378
1412.12,0.08721588,0.06464556,0.05050193
1412.602,0.08774541,0.06545474,0.0512875
1413.084,0.08819475,0.06631003,0.05210207
1413.566,0.08858222,0.06716824,0.05292122
1414.048,0.08893146,0.06798008,0.05370868
1414.531,0.08926868,0.06870133,0.05442639
1415.013,0.08962248,0.06929286,0.05503464
1415.495,0.09002334,0.06973548,0.0555044
1415.977,0.09050247,0.07003231,0.05582039
1416.459,0.09108756,0.07021032,0.05598023
1416.941,0.09178914,0.07031148,0.05599314
1417.423,0.09257954,0.07037821,0.05587602
1417.905,0.09335857,0.07043663,0.05565906
1418.387,0.09396116,0.07047434,0.05538376
1418.87,0.09423064,0.07044487,0.05509891
1419.352,0.09412192,0.07030128,0.05484481
1419.834,0.09372514,0.07003739,0.05463799
1420.316,0.09318042,0.06968507,0.05447389
1420.798,0.09259751,0.0692879,0.0543385
1421.28,0.09202742,0.06887729,0.05421788
1421.762,0.09148422,0.06846695,0.05410023
1422.244,0.09096816,0.06805895,0.05397629
1422.726,0.09048077,0.06765278,0.05384018
1423.208,0.09004045,0.06725912,0.05369276
1423.691,0.08968215,0.06690763,0.05354461
1424.173,0.08944067,0.06663672,0.05341469
1424.655,0.08933266,0.06647977,0.05332493
1425.137,0.08934612,0.06644911,0.05329272
1425.619,0.08945161,0.06653663,0.05332657
1426.101,0.08961887,0.06672574,0.05343105
1426.583,0.08982876,0.06700116,0.05360952
1427.065,0.09007776,0.06735479,0.05386675
1427.548,0.09037323,0.06778207,0.05420673
1428.03,0.0907287,0.06827979,0.05462777
1428.512,0.09115608,0.06884418,0.05512024
1428.994,0.09165777,0.06946809,0.05566283
1429.476,0.09222289,0.07014187,0.05622981
1429.958,0.09283017,0.07085533,0.05680164
1430.44,0.09345474,0.07160022,0.05737115
1430.922,0.09407499,0.07236878,0.057942
1431.405,0.09467362,0.07315217,0.05851915
1431.887,0.09523481,0.07393928,0.05910304
1432.369,0.09574416,0.07471834,0.0596882
