absorbance_1.1_1A,1.1_1A,1.1_2A,1.1_3A,1.1_4A,1.3_1,1.3_1A,1.3_2,1.3_2A,1.3_3,1.3_3A,1.3_4,1.3_4A,1.3_5,3.11_1,3.11_2,3.11_3,3.11_4,3.11_5,3.11_6,3.11_7,3.3_1A,3.3_2A,3.3_3A,3.3_4A,3.3_5A,6.6_1A (2),6.6_1A,6.6_2A (2),6.6_2A,6.6_3A (2),6.6_3A,6.6_4A (2),6.6_4A,6.6_5A,6.7_1A,6.7_2A,6.7_3A,6.7_4A,6.7_5A
1907.736,0.04915936,0.07907439,0.05272152,0.06155829,0.08484337,0.07961263,0.04519618,0.0835047,0.05661636,0.0289656,0.02329101,0.03994168,0.05647505,0.03166097,0.05067147,0.04133538,0.01566597,0.03582766,0.05527321,0.05641513,0.05418888,0.0554764,0.007317685,0.04356442,0.05320102,0.07760445,0.0444995,0.01376936,0.05013319,0.03803307,0.031619,0.04773067,0.01517079,0.01220469,0.02503069,0.06381076,0.02886179,0.07907142,0.02523706
1908.218,0.04927449,0.07937107,0.05283463,0.06140618,0.08476755,0.07969315,0.04569025,0.08352618,0.05670202,0.02908397,0.02293324,0.04012828,0.05618034,0.03148406,0.05031156,0.04079328,0.0157838,0.03611306,0.05501685,0.05590431,0.05413315,0.05575437,0.00723524,0.04314244,0.05365821,0.07786926,0.04413428,0.01347801,0.04975201,0.03765434,0.03138532,0.04778756,0.0148535,0.01244109,0.02524222,0.06403589,0.02873931,0.07911436,0.02491751
1908.7,0.04936817,0.07967329,0.05291944,0.06142503,0.0846734,0.07978082,0.04616413,0.08343393,0.05676706,0.02920426,0.02250953,0.04018895,0.05568078,0.03134696,0.04990182,0.0401813,0.01596885,0.03648297,0.05470521,0.05536795,0.0540981,0.05587106,0.007197313,0.04265932,0.05411303,0.07821021,0.04381601,0.01316121,0.04936905,0.03742599,0.03115269,0.04780967,0.01446429,0.01258342,0.02541141,0.06422541,0.02863622,0.07920279,0.02467601
1909.182,0.04939248,0.07993022,0.05291924,0.06160069,0.08456544,0.07983182,0.04656107,0.08327121,0.05682768,0.02932498,0.02204966,0.04011154,0.05504704,0.03128551,0.04948009,0.03957674,0.01621052,0.03681466,0.05436892,0.05487581,0.05408202,0.05581614,0.007203192,0.04218037,0.05448082,0.07856162,0.04359568,0.01286826,0.0490603,0.03737937,0.03097099,0.04779812,0.01402805,0.01262748,0.02548425,0.0643193,0.02856199,0.07929935,0.02454176
1909.664,0.04931815,0.08010884,0.05281648,0.06188666,0.08446628,0.07981452,0.0468374,0.08309112,0.05689602,0.0294328,0.02158723,0.03991317,0.05438507,0.03131082,0.04909624,0.03906494,0.01646935,0.03700501,0.05404131,0.0544886,0.05407367,0.05559978,0.007233639,0.04178303,0.05468834,0.07884453,0.04349335,0.01262315,0.04888565,0.03749992,0.03086406,0.04776638,0.01357269,0.01257655,0.02543104,0.06426886,0.02852197,0.07936564,0.02452877
1910.146,0.04914544,0.0802092,0.05263662,0.06222231,0.08440866,0.07971697,0.04697014,0.08294576,0.05697574,0.02950571,0.02115499,0.03964223,0.05381022,0.03140315,0.04880513,0.03872458,0.01668959,0.03700455,0.0537568,0.05424979,0.05406116,0.05525144,0.007254466,0.04154276,0.05468792,0.07898857,0.04349692,0.01241913,0.04887803,0.03773356,0.03082841,0.04773795,0.01312895,0.01244279,0.02525932,0.06405146,0.02851518,0.07938148,0.02462871
1910.629,0.04890582,0.08026534,0.05243168,0.06255824,0.08441643,0.07954895,0.04696681,0.08286713,0.05706047,0.0295237,0.0207779,0.03936095,0.05340028,0.0315199,0.04864796,0.03860097,0.0168268,0.03683902,0.05354509,0.05417617,0.05404092,0.05481229,0.007231982,0.04150483,0.05447202,0.0789599,0.04357432,0.01223076,0.04903314,0.03801049,0.03083959,0.04774076,0.01272692,0.01224569,0.02501293,0.063682,0.02853574,0.07935824,0.02481071
1911.111,0.04864841,0.08032556,0.05225304,0.0628648,0.08449242,0.07933324,0.04685906,0.0828618,0.05713628,0.02948019,0.02047234,0.03912532,0.05317784,0.03161618,0.04864169,0.0387003,0.01686391,0.03658548,0.05342674,0.05426302,0.05401852,0.05432728,0.007145125,0.04167356,0.05406719,0.07876834,0.04369301,0.01203741,0.04931737,0.03826904,0.03086842,0.04780026,0.01239307,0.01200952,0.02474978,0.06320355,0.02857628,0.07933024,0.0250286
1911.593,0.04842874,0.08043144,0.05213397,0.0631262,0.08461384,0.0790982,0.04669425,0.08291361,0.0571851,0.02938837,0.02024998,0.03897373,0.05311473,0.03166043,0.04877512,0.03899288,0.01681173,0.03634308,0.05341166,0.05449006,0.05400744,0.05384286,0.00699114,0.04201072,0.05352844,0.07846037,0.04382946,0.01184233,0.04967605,0.03846507,0.03089103,0.04793748,0.01214991,0.01176135,0.02452539,0.0626779,0.02863199,0.07933965,0.02522774
1912.075,0.04829077,0.08059574,0.05207975,0.06333154,0.08474092,0.07887115,0.04651675,0.08299065,0.05718801,0.02928061,0.02012119,0.03891731,0.05315488,0.03165039,0.04901292,0.03942566,0.01669885,0.03618953,0.05349558,0.05482785,0.05402355,0.0533974,0.006786559,0.04244507,0.05292584,0.0781005,0.0439745,0.0116812,0.05004958,0.03858113,0.03089792,0.0481609,0.01201054,0.01152641,0.02436891,0.06216422,0.02870334,0.0794128,0.02536156
1912.557,0.04825688,0.08080032,0.05207517,0.06346684,0.08483218,0.0786768,0.04635736,0.08305573,0.05712781,0.02919959,0.02009608,0.03894456,0.05324468,0.03161239,0.04930722,0.03993756,0.01655497,0.03616083,0.05365975,0.05524032,0.05408213,0.05301969,0.006558974,0.04288954,0.05233422,0.0777522,0.04412878,0.01161017,0.05038657,0.03862043,0.03089132,0.04846238,0.01197682,0.01132705,0.02427894,0.06170714,0.02879681,0.07954866,0.0254026
1913.039,0.04832629,0.08100159,0.05209608,0.06351329,0.08485729,0.07854192,0.04622961,0.08307262,0.05698891,0.02918938,0.02018527,0.0390305,0.05335075,0.03159476,0.04960586,0.04046787,0.01639865,0.03624896,0.05387253,0.05568298,0.05419578,0.05272609,0.00633955,0.04325394,0.05183186,0.07746686,0.04429353,0.01168852,0.05064628,0.0385989,0.03088129,0.04881258,0.01203907,0.01118416,0.0242286,0.06133439,0.02892194,0.07971592,0.02535002
1913.521,0.04847414,0.08115178,0.05212283,0.06345712,0.08481049,0.07849123,0.04612975,0.08301662,0.05676042,0.02927806,0.02039341,0.03914872,0.05347074,0.03164739,0.04986997,0.04097236,0.01622987,0.03641248,0.05409738,0.05611085,0.0543715,0.05251742,0.00615115,0.04347145,0.05148225,0.07727078,0.04446509,0.01194671,0.05080782,0.03853379,0.0308791,0.04916428,0.01217713,0.01111624,0.02418023,0.06105154,0.02908603,0.07986514,0.02523248
1914.003,0.04865917,0.08121587,0.05214443,0.06329766,0.08471014,0.07854576,0.04604702,0.08287794,0.05643773,0.02947108,0.02071591,0.03927908,0.05362325,0.03180641,0.05007758,0.04142595,0.01603426,0.03659669,0.05430074,0.05648401,0.0546082,0.05238311,0.006004524,0.04350815,0.0513297,0.07716715,0.04463371,0.01237179,0.05086613,0.0384387,0.03089263,0.04945854,0.01236453,0.01113976,0.02410138,0.06084875,0.02928951,0.07994389,0.02510257
1914.485,0.04883135,0.08118288,0.05215596,0.06305541,0.08459282,0.07871553,0.04597252,0.08266228,0.05602713,0.02974654,0.02113314,0.03940855,0.05383001,0.03208169,0.05022524,0.04182003,0.01579308,0.0367511,0.05445827,0.0567726,0.05489305,0.05230585,0.005900956,0.04337024,0.05139544,0.07714176,0.04478455,0.01290023,0.05082875,0.03832019,0.03092561,0.04963347,0.01257332,0.01126933,0.02397637,0.06070627,0.0295214,0.07991334,0.02502818
1914.968,0.04894879,0.08106764,0.05215107,0.06276897,0.08449805,0.07899225,0.04590597,0.08238783,0.05554812,0.03006319,0.02161247,0.0395306,0.05409622,0.03245164,0.05032315,0.04215787,0.01549519,0.03684667,0.05456207,0.05696612,0.05519974,0.05227049,0.00583859,0.04310028,0.05167722,0.07717291,0.04490417,0.01343774,0.05070843,0.03817942,0.03097695,0.04964382,0.01278165,0.01151028,0.02381251,0.06060267,0.02975954,0.07976196,0.02507064
1915.45,0.04898533,0.08090267,0.05211316,0.06248811,0.0844592,0.0793427,0.04585518,0.08208095,0.05503777,0.03036514,0.02210847,0.03963655,0.05440069,0.03286779,0.05038815,0.04244361,0.01514645,0.03687618,0.0546181,0.05707233,0.05548443,0.05227058,0.005821688,0.04277081,0.052153,0.07723975,0.04498345,0.01387782,0.0505216,0.03801819,0.03104208,0.0494704,0.01297786,0.01185334,0.0236362,0.06051997,0.02997185,0.07950801,0.02527401
1915.932,0.04894159,0.08072866,0.05201219,0.0622631,0.08449543,0.07970434,0.04582874,0.08177207,0.05455554,0.03059152,0.02256516,0.03971046,0.05469435,0.03325964,0.05043761,0.04267219,0.01477387,0.03685098,0.05464299,0.05711484,0.0556845,0.05231064,0.005868462,0.04247576,0.05278176,0.07732613,0.04501845,0.01412608,0.05028696,0.03784588,0.03111304,0.04913353,0.01316313,0.01226243,0.02348566,0.06044924,0.03011921,0.07919979,0.0256508
1916.414,0.04884863,0.08057871,0.05181292,0.06212811,0.08460908,0.07999864,0.04582489,0.0814872,0.05417166,0.03069201,0.02292998,0.03972885,0.05491921,0.03355547,0.05048442,0.04282396,0.01441817,0.03679216,0.05465277,0.0571208,0.05573262,0.05240203,0.006007877,0.04230482,0.05351017,0.07742427,0.04500858,0.01413283,0.05002661,0.03768183,0.03117903,0.04869355,0.0133513,0.01267678,0.02339537,0.06039495,0.03016592,0.07890002,0.02617463
1916.896,0.04876477,0.08047339,0.05149183,0.06209349,0.08478838,0.08014436,0.04582199,0.08124485,0.05395842,0.03063642,0.0231613,0.03966691,0.05502678,0.0336949,0.05053642,0.04286522,0.01412243,0.03672492,0.05465625,0.05711085,0.05557011,0.05255425,0.006268519,0.04232599,0.05426461,0.07753327,0.04495512,0.01390635,0.04977143,0.03755621,0.03122586,0.04825024,0.01356743,0.01301131,0.02338429,0.06037603,0.0300884,0.07867455,0.02677791
1917.378,0.04875916,0.08041669,0.05105947,0.06214206,0.08501281,0.08009263,0.0457798,0.08104982,0.05396175,0.03042976,0.02324476,0.03951388,0.05500392,0.03365174,0.05059741,0.04276184,0.01391217,0.03667285,0.05464778,0.05708603,0.05517984,0.05276175,0.006656921,0.04255258,0.05495462,0.07765736,0.04485934,0.01352174,0.04956102,0.03749948,0.03123882,0.04791956,0.01384058,0.01318129,0.02344567,0.06042355,0.02988742,0.07856897,0.02736291
1917.86,0.04887553,0.08039965,0.05056927,0.06224155,0.0852638,0.07985689,0.04565811,0.08089373,0.05417605,0.03011345,0.02319988,0.03928632,0.05487987,0.03344899,0.05066619,0.04249983,0.01377859,0.03665396,0.05461295,0.05702484,0.05460571,0.05300029,0.007140407,0.04293081,0.05549378,0.07780319,0.04472661,0.01309126,0.04943436,0.03752517,0.03121078,0.04778852,0.01419069,0.01314112,0.02355096,0.06056671,0.0295916,0.07859004,0.02783914
1918.342,0.04910843,0.08040611,0.05010526,0.06235962,0.08552997,0.07952001,0.04543906,0.08075826,0.05453535,0.02975613,0.02307517,0.03903107,0.05471386,0.03315384,0.05073721,0.04209978,0.013678,0.03667888,0.05453767,0.05689324,0.05395172,0.05323387,0.00764872,0.04334852,0.05581866,0.07797818,0.04456953,0.01273081,0.04942058,0.03761937,0.03114698,0.04788315,0.01462109,0.01290812,0.02366125,0.06082022,0.0292525,0.07870021,0.02815194
1918.824,0.04939757,0.08041845,0.04974733,0.06248039,0.08581051,0.0792035,0.04514378,0.08062599,0.05493551,0.02942628,0.0229282,0.03880914,0.05456135,0.03285058,0.05079876,0.04161492,0.01355195,0.03674971,0.05442023,0.05666384,0.05334364,0.05343402,0.008099785,0.04368204,0.05590831,0.0781876,0.04440911,0.01251527,0.04952573,0.03773888,0.03106662,0.04815508,0.01511368,0.01256271,0.02374702,0.06117183,0.02892736,0.07883418,0.02830268
1919.307,0.0496595,0.08042184,0.0495371,0.06260565,0.08610951,0.07900897,0.04482318,0.08049051,0.05528115,0.02916603,0.02279909,0.03866939,0.05444531,0.03260221,0.05083678,0.04110805,0.01336115,0.03686088,0.05427261,0.05633297,0.05287617,0.05359523,0.00843744,0.04385141,0.05578094,0.07842953,0.04426625,0.01245952,0.04972995,0.03782922,0.0309944,0.04851215,0.01563501,0.01220744,0.02379988,0.0615868,0.02865793,0.0789299,0.02833332
1919.789,0.04981101,0.08039998,0.04947768,0.06274462,0.0864322,0.07899634,0.04454247,0.08035786,0.05550677,0.02898785,0.02270823,0.03864218,0.05435383,0.0324411,0.05083522,0.04063832,0.01309897,0.03699979,0.05411407,0.05592266,0.0525951,0.05373639,0.008641517,0.04383099,0.05547699,0.07869384,0.04415873,0.01253677,0.04999452,0.03783813,0.0309522,0.04884753,0.01614162,0.01193588,0.02382995,0.06201177,0.028471,0.07894278,0.02830072
1920.271,0.04979414,0.08033405,0.04954507,0.0628996,0.08677749,0.07917097,0.04435718,0.08024649,0.0555917,0.02887899,0.02266015,0.03874043,0.05425539,0.0323697,0.05078061,0.04025172,0.01279943,0.03714803,0.05396523,0.05547621,0.05249491,0.05388941,0.00872696,0.04364992,0.05504066,0.07895893,0.04409553,0.01270192,0.05027094,0.03772917,0.03095176,0.04907214,0.01658504,0.0118051,0.02385688,0.06238664,0.02837959,0.07885733,0.02824957
1920.753,0.04958586,0.08020458,0.04970957,0.06306106,0.08713489,0.07949711,0.04429752,0.08018082,0.05555191,0.02881461,0.02265591,0.03896879,0.05412219,0.03237421,0.05066559,0.03998003,0.01252529,0.03728502,0.05384119,0.0550462,0.05253774,0.05408108,0.008726534,0.04336822,0.05450855,0.07919514,0.04407439,0.01291354,0.05051327,0.03748983,0.03099051,0.0491308,0.01691799,0.0118281,0.0238981,0.06265715,0.02838916,0.07868463,0.02819757
1921.235,0.04919714,0.07999521,0.04994543,0.06320388,0.08747757,0.07990599,0.04436638,0.08018877,0.05543083,0.02876474,0.02270787,0.03933061,0.05394864,0.03243757,0.05049259,0.03985115,0.01236398,0.03738773,0.05375697,0.05469513,0.05266526,0.05431851,0.008679046,0.04306872,0.05391727,0.07936321,0.0440857,0.01313627,0.05068221,0.03713867,0.03105344,0.04899948,0.01709157,0.01198217,0.0239614,0.06277709,0.02850196,0.0784603,0.02813825
1921.717,0.04867881,0.0797013,0.05023696,0.06329511,0.08776049,0.08030973,0.0445372,0.08029242,0.05528537,0.02870376,0.02284351,0.03982371,0.05376199,0.0325457,0.05027644,0.03988642,0.01240362,0.03743672,0.05372626,0.05448094,0.05281389,0.05457525,0.008616435,0.04283566,0.05330766,0.07942535,0.0441133,0.01334029,0.05075341,0.0367303,0.0311171,0.04869127,0.01706725,0.01221725,0.02403715,0.06272604,0.02871077,0.07823876,0.02804637
1922.199,0.04811008,0.07933648,0.05057441,0.06330749,0.08792753,0.08062289,0.04476505,0.08049741,0.05516847,0.02861996,0.02309629,0.04042826,0.05361371,0.03269085,0.05004155,0.04009098,0.01269722,0.03742479,0.05376171,0.05443941,0.05293226,0.05479534,0.008555303,0.04272979,0.05272738,0.07936127,0.04413881,0.01350065,0.05072676,0.0363463,0.03116108,0.04825446,0.01683306,0.01247569,0.02409881,0.06252256,0.02899273,0.07807884,0.02789387
1922.681,0.04758834,0.07893509,0.05094364,0.0632292,0.08792114,0.08077979,0.04499743,0.08078399,0.05511902,0.02852163,0.02348947,0.04108822,0.05356395,0.03286734,0.0498167,0.04044229,0.01323186,0.0373619,0.05387209,0.05456681,0.05298844,0.05490975,0.008497918,0.04276781,0.05223091,0.07918411,0.0441453,0.01359723,0.05062918,0.03608608,0.03117895,0.04777062,0.01641984,0.01270158,0.02410768,0.0622326,0.02930181,0.07803231,0.02766434
1923.164,0.04718912,0.07853778,0.05132133,0.06307211,0.08771101,0.08076685,0.04519578,0.08110657,0.0551463,0.02843923,0.02401104,0.04171129,0.05364529,0.03306732,0.04961955,0.04088535,0.01391222,0.03727565,0.05405933,0.05481011,0.05298338,0.05487851,0.008438271,0.04290553,0.05186389,0.07894824,0.04412541,0.01362395,0.05051027,0.03602553,0.03118891,0.04732902,0.01590397,0.01286161,0.02403428,0.06195368,0.02957833,0.07812303,0.02736834
1923.646,0.04693795,0.07817376,0.0516794,0.06286102,0.08731013,0.08062425,0.04534678,0.08141122,0.05523257,0.02841398,0.02460685,0.04219615,0.05384476,0.03327683,0.04944853,0.04134842,0.01460021,0.0371988,0.05431551,0.05508859,0.0529439,0.05472126,0.008374026,0.04306001,0.05164814,0.07872854,0.04408288,0.01359421,0.0504201,0.03618587,0.03122946,0.04699454,0.01538087,0.01295028,0.02387789,0.06177412,0.02976962,0.07834112,0.02704107
1924.128,0.04681257,0.07785085,0.05199215,0.06261832,0.08677408,0.08042859,0.04545701,0.08165085,0.05534608,0.02848504,0.02518721,0.04245397,0.0541055,0.0334724,0.04928368,0.04176134,0.01516434,0.03715914,0.0546216,0.0553211,0.05290614,0.05451953,0.008312695,0.04313579,0.05157707,0.07859788,0.04402866,0.01353825,0.05039119,0.03652918,0.03134557,0.04679097,0.01494114,0.01297851,0.02367377,0.06174514,0.02984443,0.07865191,0.02673107
1924.61,0.04676605,0.07756082,0.05224784,0.06235354,0.08618114,0.08025537,0.04553727,0.08179996,0.05546032,0.02867403,0.02565486,0.04243815,0.05435227,0.0336267,0.04910021,0.04207812,0.01553372,0.03716994,0.05494929,0.05545964,0.05289427,0.05438365,0.008269021,0.04306645,0.05162212,0.07859478,0.04397355,0.01349019,0.0504208,0.03697546,0.03156525,0.04669906,0.0146396,0.0129589,0.02348327,0.06186171,0.02980253,0.07901567,0.02648026
1925.092,0.04675787,0.0772953,0.05244923,0.06206753,0.08560539,0.08015434,0.0455894,0.08185386,0.0555652,0.02898013,0.02593075,0.04214747,0.05452045,0.03371326,0.04888119,0.04227928,0.0157064,0.03723235,0.05526443,0.05549613,0.05291221,0.05440842,0.008252678,0.04282759,0.05174612,0.07871703,0.04392264,0.01347271,0.0504755,0.03743681,0.03188618,0.04667604,0.01449213,0.01289708,0.02337422,0.06207757,0.02966497,0.07940054,0.02631325
1925.574,0.04676304,0.07705873,0.05261032,0.06176408,0.08510954,0.08014873,0.04560316,0.08181954,0.05566688,0.02937949,0.02596119,0.04162167,0.05456398,0.03371098,0.04862347,0.04236518,0.01572827,0.03734056,0.0555293,0.05545416,0.05294551,0.05465527,0.008262493,0.04243261,0.05190658,0.07892765,0.0438796,0.01349188,0.05050117,0.03783102,0.03227395,0.0466722,0.01448788,0.01279047,0.02340999,0.062324,0.02946287,0.07978422,0.0262371
1926.056,0.0467752,0.07687219,0.05274902,0.06146102,0.08472973,0.08023601,0.04556496,0.08171049,0.05578225,0.02982678,0.02573223,0.04093372,0.05446389,0.03361199,0.0483396,0.04235011,0.01566624,0.03748534,0.05571028,0.05537684,0.05296978,0.05512936,0.008277211,0.04192601,0.05206265,0.07916906,0.04384799,0.01353266,0.05044308,0.03810082,0.03266744,0.04664943,0.01459893,0.01263688,0.02362768,0.06253663,0.02922418,0.08015155,0.02624209
1926.538,0.04679571,0.0767681,0.05287893,0.06119228,0.08447498,0.08039574,0.04547121,0.08154178,0.05592944,0.03026265,0.0252714,0.04017521,0.05422425,0.03342497,0.04805221,0.04225623,0.01557892,0.03765461,0.0557848,0.05531293,0.05296236,0.05578094,0.0082608,0.04137102,0.05217611,0.07938013,0.04383368,0.0135661,0.0502629,0.03821786,0.03299481,0.04658932,0.01478957,0.01244251,0.02402774,0.06267288,0.02896635,0.08048702,0.02630499
1927.021,0.04682486,0.07678134,0.05300242,0.06100322,0.08433017,0.08059543,0.0453415,0.08133058,0.05612033,0.03061441,0.02465141,0.03944834,0.05386863,0.03317628,0.04779196,0.04211478,0.01550411,0.03783059,0.05574602,0.05530852,0.05291023,0.05650939,0.008167025,0.04084539,0.05221353,0.07950711,0.04384438,0.01355738,0.04995247,0.03818116,0.03318349,0.0464964,0.01501586,0.01222625,0.02456504,0.06272056,0.02869618,0.08076902,0.02639265
1927.503,0.04685546,0.07693151,0.05310798,0.06092965,0.08426484,0.08080072,0.04521896,0.08109348,0.05635411,0.0308185,0.02397343,0.0388341,0.05343489,0.03290212,0.04758684,0.04195983,0.01544374,0.03798977,0.05560791,0.05539078,0.05281788,0.05719396,0.007959258,0.04042063,0.05215577,0.07952196,0.04388559,0.01348458,0.04954248,0.03801534,0.03318809,0.04639731,0.01523285,0.01201291,0.0251558,0.06270219,0.02841136,0.08097394,0.02646856
1927.985,0.04687541,0.07721545,0.05317338,0.06098232,0.08424744,0.08098259,0.04515783,0.08084609,0.05661578,0.03083408,0.02334523,0.0383753,0.05297025,0.03263675,0.04745783,0.04182322,0.01537288,0.03810537,0.0554003,0.05556098,0.05270705,0.05772462,0.007626371,0.04015124,0.05200531,0.07942791,0.04395621,0.01334883,0.04909756,0.03775896,0.03299972,0.04633263,0.01539801,0.01182638,0.02570014,0.06266645,0.02810868,0.08108162,0.02650079
1928.467,0.04687387,0.07760477,0.05317189,0.06113681,0.08425922,0.08112118,0.04520608,0.08060414,0.05687862,0.03065201,0.02286184,0.03807353,0.05253096,0.03240168,0.04741846,0.04173025,0.01525488,0.0381509,0.05516296,0.05578947,0.05261187,0.05802369,0.007193082,0.04006698,0.05178864,0.07925659,0.04404806,0.01318052,0.04870496,0.03745516,0.03264847,0.04634828,0.0154766,0.0116792,0.02610205,0.06267327,0.02779352,0.08108371,0.02646722
1928.949,0.04684911,0.07805562,0.05308298,0.0613428,0.0843045,0.08120809,0.0453793,0.08038198,0.05711183,0.030296,0.02257518,0.03789926,0.05217235,0.03219893,0.04747199,0.04169147,0.0150684,0.03810829,0.05493175,0.0560228,0.05256568,0.05806664,0.006717336,0.04016946,0.05154989,0.0790545,0.04414884,0.01302865,0.04844587,0.03713814,0.03218818,0.04647987,0.01545217,0.01157008,0.02630528,0.0627709,0.02748498,0.08098924,0.02636082
1929.431,0.04681225,0.07851819,0.05289712,0.06154292,0.08440606,0.08124112,0.04565279,0.08019482,0.05728761,0.02981493,0.02248957,0.03781512,0.05194477,0.03201596,0.04761226,0.04170109,0.01482189,0.03797306,0.05473217,0.05619641,0.05259169,0.05787485,0.00627775,0.04043818,0.05134167,0.07886821,0.04424794,0.01294695,0.04837524,0.03682858,0.03167847,0.04674517,0.01533089,0.01149201,0.02630189,0.06298172,0.02721505,0.08082469,0.02618757
1929.913,0.04678323,0.07894056,0.05261625,0.06169262,0.08459269,0.08121593,0.04596387,0.08006097,0.0573855,0.02927266,0.02256349,0.03779374,0.05188771,0.0318355,0.04781804,0.04173743,0.01456016,0.03775653,0.05457858,0.05624691,0.0526959,0.05750705,0.005959962,0.04083464,0.05121408,0.07873362,0.04434117,0.01297739,0.04850972,0.03653905,0.03117023,0.04713783,0.01514575,0.01144214,0.02613227,0.06329481,0.02702371,0.08062965,0.02596254
1930.395,0.04678117,0.07927628,0.05224971,0.06177867,0.08488002,0.08112089,0.04623444,0.07999863,0.0574006,0.02872889,0.022726,0.03782792,0.05201914,0.03164956,0.04805353,0.04176931,0.01434621,0.03748247,0.05447463,0.05613612,0.05286486,0.05703907,0.005827171,0.04131328,0.05119864,0.07866466,0.04443137,0.01313602,0.0488211,0.03627853,0.03069192,0.04762911,0.0149487,0.01143194,0.02586607,0.06366869,0.02694235,0.08044398,0.02570303
1930.877,0.04681581,0.07948507,0.05181038,0.06181978,0.08525759,0.08093405,0.04639398,0.08002357,0.0573445,0.02823219,0.02289358,0.03792208,0.05233241,0.03146436,0.04826608,0.04176332,0.01424049,0.03718462,0.05441713,0.05586306,0.05306945,0.05655384,0.005907146,0.04182398,0.05130311,0.07865351,0.04452404,0.01341005,0.04924297,0.03605884,0.03025347,0.04817132,0.01479982,0.01148623,0.02558315,0.06403939,0.02698169,0.08029837,0.02542493
1931.36,0.04688259,0.07953712,0.05131498,0.06185575,0.08568396,0.08062758,0.0464032,0.08014254,0.05724687,0.02781095,0.02298986,0.03807595,0.05279578,0.03129766,0.04839304,0.04169419,0.01427527,0.03689979,0.05439861,0.05547506,0.05327034,0.0561311,0.006179181,0.04231732,0.05150721,0.07867302,0.04461945,0.01376264,0.04968491,0.0358975,0.02985401,0.04870636,0.01475109,0.01163423,0.02535342,0.06433421,0.02712274,0.08020597,0.02514126
1931.842,0.04696597,0.07942237,0.05078275,0.06192381,0.08610143,0.08017947,0.04626763,0.08034768,0.05714507,0.02746908,0.02297222,0.03827114,0.05336561,0.031167,0.04838341,0.04155698,0.01443965,0.0366587,0.05440895,0.05505615,0.053432,0.05582551,0.00658095,0.04275384,0.05177154,0.07868687,0.04470613,0.01414922,0.05006442,0.03581308,0.02949292,0.04918296,0.01482597,0.0118903,0.02521512,0.06449421,0.02732228,0.08015755,0.02486243
1932.324,0.04704742,0.0791571,0.05024419,0.06204236,0.08645001,0.07958538,0.04603283,0.08061573,0.05707681,0.02719055,0.02283857,0.03846648,0.05399458,0.03107612,0.04821015,0.04137132,0.01468383,0.03648432,0.05443484,0.05471369,0.05352876,0.05565651,0.007019051,0.04310353,0.05204732,0.07865673,0.04476028,0.01452589,0.05032337,0.03581696,0.02918045,0.0495633,0.01500897,0.01224097,0.02517536,0.06448315,0.02752218,0.08012538,0.02460079
1932.806,0.04711362,0.07878826,0.04974529,0.06220105,0.08668492,0.07887043,0.04576954,0.08090849,0.05706792,0.02694552,0.02263029,0.0386076,0.05464254,0.03100742,0.04788512,0.04118216,0.01493852,0.03638898,0.05446083,0.05455003,0.05355071,0.05559583,0.007392489,0.04334694,0.05228951,0.07855105,0.04475544,0.01485562,0.05044504,0.03590534,0.02894039,0.04982894,0.015247,0.01263811,0.02521341,0.06429441,0.0276693,0.08007182,0.0243732
1933.288,0.04716146,0.07838155,0.04934135,0.06236789,0.08678874,0.07808912,0.04554576,0.08118626,0.05712276,0.02670582,0.02241476,0.03865281,0.05528026,0.03092724,0.04745686,0.04104531,0.01514672,0.03637366,0.05447385,0.05462753,0.05350525,0.05557302,0.007623768,0.04347387,0.05247236,0.07835339,0.04467826,0.01511026,0.05045311,0.03605609,0.02880162,0.04998133,0.01546876,0.01301359,0.0252959,0.06394684,0.02773464,0.07996395,0.02419901
1933.77,0.04719384,0.0780122,0.04909139,0.06250213,0.08676682,0.07732102,0.04541503,0.08141474,0.05722332,0.02645047,0.02226953,0.03858874,0.05587792,0.03079765,0.04700126,0.04101507,0.01527865,0.0364264,0.05446577,0.05495395,0.05341695,0.0554838,0.007670213,0.04348082,0.05259226,0.07806302,0.04454198,0.01526177,0.0504011,0.03622593,0.02878893,0.0500366,0.01559818,0.01329424,0.02538499,0.06347927,0.02771873,0.07978092,0.02409523
1934.252,0.04721302,0.07774005,0.04903834,0.06257255,0.08664034,0.0766539,0.04540454,0.08157821,0.05733518,0.02617455,0.02225455,0.03844432,0.05639826,0.03059758,0.04660126,0.04112409,0.0153412,0.03651991,0.05443935,0.05547177,0.05332436,0.05522279,0.007538592,0.04337262,0.05267001,0.07769777,0.04439482,0.01527925,0.05035083,0.03635884,0.02890674,0.05002081,0.01558035,0.01342614,0.0254479,0.06293944,0.02765305,0.0795228,0.02406844
1934.734,0.04721582,0.07758683,0.0491913,0.06256863,0.08643303,0.07615431,0.04551203,0.08168501,0.05742284,0.02588858,0.02238935,0.03827859,0.05679614,0.03033686,0.0463177,0.04136787,0.01536533,0.03661595,0.05440948,0.05608149,0.05327021,0.05472627,0.007277067,0.04316373,0.05274012,0.07728814,0.04430464,0.01513512,0.05034684,0.03640338,0.02913282,0.04996175,0.01539633,0.01339182,0.02546272,0.06236973,0.02758441,0.07921164,0.02410801
