absorbance_1.1_1A,1.1_1A,1.1_2A,1.1_3A,1.1_4A,1.3_1,1.3_1A,1.3_2,1.3_2A,1.3_3,1.3_3A,1.3_4,1.3_4A,1.3_5,3.11_1,3.11_2,3.11_3,3.11_4,3.11_5,3.11_6,3.11_7,3.3_1A,3.3_2A,3.3_3A,3.3_4A,3.3_5A,6.6_1A (2),6.6_1A,6.6_2A (2),6.6_2A,6.6_3A (2),6.6_3A,6.6_4A (2),6.6_4A,6.6_5A,6.7_1A,6.7_2A,6.7_3A,6.7_4A,6.7_5A
1143.581,0.1572917,0.1904646,0.1636585,0.1711595,0.205363,0.2029787,0.1620087,0.1947083,0.1764839,0.1431178,0.1388619,0.1568665,0.1692778,0.1553899,0.1619249,0.1545533,0.1363295,0.1584558,0.173419,0.1757387,0.1748113,0.175527,0.134547,0.1630562,0.1765892,0.1928028,0.1662958,0.1235062,0.1634309,0.1504293,0.1491267,0.1665482,0.135906,0.1282572,0.1442309,0.1806922,0.1474539,0.1904944,0.1475402
1144.063,0.1582901,0.1913617,0.1645242,0.17242,0.2066165,0.2040158,0.1630879,0.1957881,0.1774121,0.1440952,0.1395825,0.1578762,0.1702932,0.1564949,0.1628943,0.1553728,0.1371406,0.1596213,0.1740521,0.1766042,0.1757514,0.1768044,0.1356998,0.1640631,0.177415,0.1939436,0.1674926,0.1242895,0.1645063,0.1513089,0.1503484,0.1674584,0.1370199,0.1294529,0.1452038,0.1818548,0.1483979,0.1915561,0.1482849
1144.545,0.1592265,0.192121,0.1652167,0.1736815,0.207664,0.2049247,0.1640143,0.1969072,0.1781749,0.1449854,0.1402346,0.1586991,0.1711602,0.1575482,0.1637629,0.1561626,0.1379199,0.1606907,0.1745878,0.1773067,0.1764684,0.1780356,0.1368573,0.1650389,0.1782433,0.1950605,0.1686165,0.124954,0.165425,0.1521378,0.1514634,0.1682323,0.1380012,0.1304222,0.1461672,0.1829412,0.149211,0.1925056,0.1489458
1145.027,0.1601095,0.1927797,0.1657852,0.1749104,0.2084835,0.2057243,0.1648321,0.1980581,0.1788366,0.1458066,0.1408916,0.1593992,0.1719187,0.158562,0.1645342,0.156966,0.1387164,0.1616856,0.1750944,0.1779107,0.1770273,0.1792245,0.1380225,0.1659805,0.1791035,0.1961288,0.1696671,0.125547,0.1662158,0.1529303,0.1525036,0.1689123,0.1388786,0.1312004,0.1471327,0.1839619,0.1499355,0.1933625,0.1495991
1145.509,0.1609267,0.1933759,0.166276,0.1760448,0.2090791,0.2064328,0.1655725,0.199198,0.1794463,0.1465559,0.1416056,0.1600454,0.1726156,0.1595308,0.1652177,0.1578066,0.1395466,0.1626198,0.1756309,0.178485,0.1774848,0.18036,0.1391678,0.1668594,0.179998,0.1971086,0.170628,0.1260958,0.1669165,0.1536818,0.1534949,0.1695355,0.1396759,0.1318357,0.1480947,0.1849191,0.1506004,0.1941306,0.150293
1145.991,0.1616556,0.1939389,0.1667306,0.1770181,0.2094874,0.2070657,0.1662466,0.2002607,0.1800333,0.1472143,0.1423937,0.1606892,0.1732917,0.1604336,0.1658299,0.1586837,0.1403941,0.1634903,0.1762426,0.1790836,0.1778785,0.1814176,0.1402427,0.1676372,0.1809074,0.1979611,0.1714722,0.1266083,0.1675659,0.1543773,0.1544489,0.1701266,0.1404083,0.1323802,0.1490369,0.1858115,0.1512145,0.1948003,0.1510371
1146.474,0.1622825,0.1944828,0.1671844,0.1777913,0.2097696,0.2076379,0.1668518,0.2011814,0.1806096,0.1477655,0.1432378,0.1613512,0.173971,0.161248,0.1663942,0.159579,0.1412251,0.1642796,0.1769589,0.179732,0.178227,0.1823717,0.1411978,0.1682924,0.1818081,0.1986712,0.1721801,0.1270845,0.1681973,0.1550054,0.1553631,0.1706968,0.1410846,0.1328785,0.1499436,0.1866422,0.1517718,0.1953633,0.1518107
1146.956,0.1628151,0.1950114,0.1676759,0.1783698,0.2100106,0.208173,0.1673854,0.2019145,0.1811825,0.1482128,0.1440982,0.1620264,0.1746632,0.1619617,0.1669424,0.1604662,0.1420074,0.1649644,0.177801,0.1804315,0.178546,0.1832067,0.1420018,0.1688383,0.182685,0.1992566,0.1727514,0.1275312,0.1688391,0.1555707,0.1562278,0.1712546,0.1417151,0.1333707,0.1508062,0.1874249,0.1522678,0.1958264,0.1525794
1147.438,0.1632877,0.1955231,0.1682454,0.1788086,0.2103039,0.2087086,0.1678607,0.2024544,0.1817631,0.1485916,0.1449327,0.1626953,0.1753667,0.1625831,0.1675099,0.161321,0.1427285,0.1655319,0.1787798,0.1811671,0.1788614,0.1839292,0.1426592,0.1693317,0.1835411,0.1997701,0.173217,0.1279702,0.1695127,0.1560981,0.1570345,0.1718137,0.1423153,0.1338912,0.1516285,0.1881837,0.152714,0.1962225,0.1533135
1147.92,0.163747,0.1960198,0.1689247,0.1791891,0.2107287,0.2092898,0.168309,0.2028381,0.1823668,0.1489602,0.1457176,0.1633439,0.1760764,0.16314,0.1681243,0.1621277,0.1434017,0.165991,0.1798925,0.1819222,0.179212,0.1845673,0.14321,0.1698518,0.1843938,0.2002769,0.1736313,0.1284343,0.1702294,0.1566248,0.157782,0.1723951,0.1429057,0.1344638,0.1524221,0.188944,0.1531421,0.1966035,0.1540007
1148.402,0.1642407,0.1965095,0.1697304,0.1795975,0.2113407,0.2099642,0.1687786,0.2031392,0.1830111,0.1493876,0.1464536,0.1639719,0.1767875,0.1636742,0.1687986,0.1628762,0.144058,0.1663783,0.1811163,0.1826877,0.1796453,0.1851635,0.1437205,0.1704799,0.1852622,0.200839,0.1740639,0.1289596,0.1709879,0.1571903,0.1584746,0.1730246,0.1435075,0.1351006,0.1532005,0.189725,0.1535994,0.1970316,0.1546438
1148.884,0.1647974,0.1970068,0.1706512,0.1800922,0.2121562,0.2107642,0.169319,0.2034469,0.1837071,0.149927,0.1471635,0.1645955,0.1774985,0.1642276,0.1695221,0.1635589,0.1447303,0.1667506,0.182402,0.1834665,0.1802016,0.1857598,0.1442616,0.171265,0.1861518,0.2014902,0.1745775,0.1295705,0.1717709,0.1578207,0.1591181,0.1737225,0.1441352,0.135795,0.1539704,0.1905302,0.1541299,0.1975575,0.1552538
1149.366,0.1654196,0.1975269,0.1716515,0.1806892,0.2131516,0.2116936,0.169962,0.2038357,0.1844551,0.1505969,0.1478775,0.1652366,0.1782106,0.1648289,0.1702641,0.1641693,0.1454364,0.1671678,0.1836846,0.1842696,0.1808974,0.1863835,0.1448838,0.1722046,0.1870458,0.2022288,0.1752079,0.1302702,0.1725487,0.15852,0.1597159,0.1744931,0.1447923,0.1365224,0.154729,0.1913483,0.1547554,0.1982033,0.1558383
1149.848,0.1660906,0.1980832,0.1726774,0.1813678,0.2142698,0.2127239,0.1707157,0.2043553,0.1852443,0.1513796,0.1486212,0.1659122,0.1789269,0.1654929,0.1709829,0.1647047,0.1461729,0.1676826,0.184888,0.1851108,0.1817213,0.1870459,0.1456107,0.1732463,0.1879062,0.2030255,0.1759608,0.131041,0.1732848,0.1592741,0.1602689,0.1753202,0.1454726,0.1372439,0.155466,0.1921591,0.1554679,0.198959,0.1564004
1150.331,0.166789,0.1986843,0.1736766,0.1820873,0.2154384,0.2137997,0.1715627,0.2050162,0.18606,0.1522301,0.1494028,0.1666242,0.1796526,0.16622,0.1716453,0.1651758,0.1469188,0.1683251,0.1859493,0.1859992,0.1826378,0.1877461,0.1464348,0.1743094,0.1886893,0.2038429,0.176813,0.1318504,0.1739511,0.1600598,0.1607824,0.1761709,0.1461669,0.1379191,0.1561721,0.1929462,0.156233,0.1997862,0.1569408
1150.813,0.1675064,0.1993347,0.1746174,0.1828138,0.2165952,0.2148594,0.1724738,0.2057962,0.1868923,0.1531002,0.1502112,0.1673605,0.1803963,0.1670041,0.1722434,0.1656114,0.1476498,0.1690992,0.1868379,0.1869355,0.1836058,0.1884803,0.1473289,0.1753201,0.189368,0.2046594,0.1777284,0.1326664,0.1745417,0.1608596,0.1612713,0.1770082,0.1468703,0.1385239,0.1568474,0.1937066,0.1570099,0.2006362,0.1574672
1151.295,0.1682545,0.2000374,0.1754934,0.1835304,0.2176991,0.2158458,0.1734185,0.2066506,0.1877404,0.1539521,0.1510214,0.168101,0.1811695,0.1678377,0.1727999,0.1660632,0.148348,0.1699868,0.1875609,0.1879105,0.1845899,0.1892485,0.148258,0.1762314,0.1899436,0.2054791,0.1786702,0.1334632,0.1750792,0.1616688,0.1617656,0.1778001,0.1475859,0.1390566,0.1575063,0.1944528,0.1577666,0.2014592,0.1580013
1151.777,0.1690614,0.2007966,0.1763207,0.1842425,0.2187408,0.2167238,0.174379,0.2075313,0.1886105,0.1547707,0.1518039,0.1688306,0.1819829,0.1687146,0.1733617,0.1665933,0.1490112,0.1709553,0.1881584,0.188906,0.1855732,0.1900544,0.1491909,0.1770416,0.1904529,0.2063303,0.1796121,0.1342279,0.1756107,0.1624941,0.1623051,0.1785317,0.1483224,0.1395424,0.1581737,0.1952062,0.1584961,0.202219,0.1585774
1152.259,0.1699524,0.2016169,0.1771216,0.1849656,0.2197347,0.2174825,0.175352,0.2084031,0.1895071,0.1555593,0.1525362,0.1695472,0.1828392,0.1696281,0.173976,0.1672547,0.1496489,0.1719698,0.1886827,0.1898971,0.1865544,0.1908987,0.1501068,0.1777831,0.1909534,0.2072453,0.180541,0.1349554,0.176189,0.1633432,0.1629228,0.179206,0.149086,0.1400198,0.1588739,0.1959825,0.1592145,0.2028966,0.1592294
1152.741,0.1709334,0.2024993,0.1779089,0.1857105,0.220706,0.2181278,0.176341,0.209247,0.1904221,0.156328,0.1532054,0.1702635,0.1837262,0.1705656,0.1746726,0.1680766,0.1502735,0.1729953,0.1891836,0.1908506,0.1875367,0.1917682,0.1509888,0.1785053,0.1915109,0.2082414,0.1814472,0.135642,0.1768563,0.1642116,0.1636351,0.1798405,0.1498725,0.1405278,0.1596209,0.1967813,0.1599484,0.2034855,0.1599786
1153.223,0.1719762,0.2034376,0.1786748,0.186473,0.2216719,0.2186739,0.1773447,0.2100626,0.191328,0.1570794,0.153811,0.1710003,0.184614,0.1715077,0.1754442,0.1690468,0.150891,0.1740032,0.1896905,0.1917304,0.1885159,0.1926322,0.1518223,0.1792483,0.1921742,0.2093006,0.1823186,0.1362807,0.1776221,0.1650742,0.1644273,0.1804588,0.1506635,0.1410895,0.160408,0.1975803,0.1607155,0.2039893,0.1608181
1153.705,0.1730234,0.2044148,0.1793952,0.1872357,0.222631,0.2191354,0.1783508,0.2108606,0.1921832,0.1578051,0.1543621,0.1717747,0.1854619,0.1724311,0.1762475,0.170115,0.1514981,0.1749732,0.1902125,0.1925035,0.1894734,0.1934489,0.1525928,0.1800286,0.1929639,0.2103719,0.1831371,0.1368613,0.1784597,0.16589,0.1652595,0.181083,0.1514326,0.1417043,0.1612093,0.1983431,0.1615112,0.2044186,0.1617132
1154.188,0.1739972,0.2054004,0.1800395,0.1879769,0.2235611,0.2195281,0.1793308,0.2116549,0.1929377,0.158487,0.1548745,0.1725916,0.1862265,0.173314,0.1770158,0.1712008,0.1520858,0.17589,0.1907493,0.1931455,0.1903784,0.1941759,0.1532873,0.1808395,0.1938714,0.2113797,0.1838802,0.1373759,0.1793107,0.1666112,0.1660759,0.1817319,0.1521527,0.1423515,0.1619854,0.1990285,0.1623063,0.2047939,0.1626052
1154.67,0.1748305,0.2063567,0.1805896,0.1886839,0.2244288,0.2198715,0.1802496,0.2124527,0.1935537,0.1591084,0.1553649,0.1734383,0.1868806,0.1741438,0.177687,0.1722203,0.1526493,0.1767436,0.1913041,0.1936509,0.1911999,0.1947892,0.1539019,0.1816588,0.1948656,0.2122523,0.1845331,0.1378266,0.1801087,0.1672042,0.1668292,0.182418,0.1528107,0.1430031,0.1626976,0.1996104,0.1630584,0.2051451,0.1634337
1155.152,0.1754858,0.2072457,0.1810477,0.1893592,0.2252025,0.2201924,0.1810766,0.2132504,0.1940166,0.1596633,0.1558482,0.1742881,0.1874245,0.1749191,0.1782278,0.1731088,0.1531931,0.1775268,0.1918901,0.1940367,0.1919184,0.1952908,0.1544461,0.1824628,0.195904,0.2129448,0.1850956,0.1382277,0.1808025,0.1676629,0.1674977,0.1831454,0.1534108,0.1436382,0.1633195,0.2000841,0.1637304,0.2055082,0.1641545
1155.634,0.1759629,0.2080331,0.1814357,0.1900157,0.2258622,0.2205271,0.1817921,0.2140298,0.1943382,0.1601577,0.1563329,0.1751051,0.187888,0.1756457,0.1786433,0.1738314,0.1537317,0.1782301,0.1925268,0.1943425,0.1925315,0.1957048,0.1549424,0.1832323,0.1969372,0.2134471,0.1855851,0.1386047,0.1813688,0.1680107,0.1680894,0.1839079,0.1539714,0.1442494,0.1638385,0.2004663,0.1643014,0.2059206,0.1647474
1156.116,0.1762939,0.208698,0.1817815,0.1906633,0.2264058,0.2209114,0.1823937,0.2147612,0.19455,0.1606041,0.1568177,0.1758555,0.1883196,0.1763281,0.1789722,0.1743895,0.1542786,0.1788399,0.1932258,0.1946182,0.1930525,0.1960605,0.1554173,0.1839553,0.1979175,0.2137834,0.1860293,0.1389837,0.1818193,0.16829,0.1686337,0.1846856,0.1545132,0.1448442,0.1642543,0.2007843,0.164774,0.2064063,0.1652185
1156.598,0.1765253,0.2092346,0.1821058,0.1912956,0.2268465,0.2213696,0.1828921,0.2154081,0.1946888,0.161012,0.1572904,0.1765133,0.1887681,0.176961,0.1792672,0.1748102,0.1548343,0.1793377,0.1939737,0.1949107,0.1935019,0.1963739,0.1558885,0.1846212,0.1987977,0.2139966,0.1864525,0.1393822,0.1821887,0.1685457,0.1691604,0.1854433,0.1550454,0.1454354,0.1645706,0.2010631,0.1651661,0.2069667,0.16559
1157.08,0.1767019,0.2096539,0.1824144,0.1918828,0.2272066,0.2219061,0.183305,0.2159312,0.1947872,0.1613806,0.1577287,0.1770615,0.1892674,0.1775281,0.1795746,0.1751356,0.1553762,0.1797028,0.1947234,0.195252,0.1938988,0.1966356,0.1563552,0.1852162,0.1995305,0.2141331,0.1868646,0.139802,0.1825195,0.1688128,0.1696812,0.1861329,0.1555598,0.1460296,0.1647882,0.2013179,0.1654984,0.207577,0.1658889
1157.562,0.1768518,0.2099801,0.1827001,0.1923821,0.2275085,0.2225003,0.1836493,0.2162995,0.1948639,0.1616987,0.1581075,0.1774921,0.1898204,0.1780083,0.179915,0.1754071,0.1558626,0.1799222,0.1954045,0.1956473,0.1942548,0.1968148,0.1567943,0.1857267,0.2000797,0.2142277,0.1872552,0.1402301,0.1828411,0.1691065,0.1701796,0.1867064,0.1560349,0.146617,0.1649034,0.2015512,0.1657815,0.2081922,0.166136
1158.044,0.1769851,0.2102475,0.182956,0.1927526,0.2277694,0.2231122,0.1839378,0.2164954,0.194928,0.1619528,0.1584049,0.1778023,0.1904011,0.1783875,0.1802801,0.1756583,0.1562448,0.1800001,0.1959433,0.196075,0.1945765,0.196876,0.157167,0.1861461,0.2004283,0.214301,0.1875982,0.140645,0.1831614,0.1694266,0.1706158,0.1871277,0.1564465,0.1471701,0.1649145,0.2017583,0.1660128,0.2087608,0.166344
1158.526,0.1771017,0.2104937,0.1831878,0.1929734,0.2279991,0.2236906,0.1841786,0.2165187,0.1949863,0.1621363,0.1586084,0.1779923,0.1909607,0.1786675,0.1806395,0.1759118,0.1564841,0.1799644,0.1962865,0.1964909,0.194869,0.1968022,0.1574312,0.1864831,0.200588,0.2143625,0.1878636,0.1410235,0.1834648,0.1697655,0.1709416,0.1873846,0.1567814,0.1476468,0.1648292,0.2019366,0.1661806,0.2092352,0.1665202
1159.009,0.1771984,0.2107474,0.1834185,0.1930527,0.2281979,0.224191,0.1843739,0.2163858,0.1950497,0.1622557,0.1587183,0.1780618,0.1914456,0.1788675,0.180957,0.176174,0.1565722,0.1798612,0.1964237,0.1968445,0.1951372,0.1966104,0.157559,0.186763,0.2005989,0.2144137,0.1880328,0.1413477,0.1837216,0.1701147,0.1711245,0.1874913,0.1570454,0.1480038,0.1646689,0.202087,0.1662752,0.2095863,0.1666671
1159.491,0.1772748,0.2110215,0.1836809,0.1930227,0.2283551,0.2245811,0.1845209,0.2161261,0.195135,0.1623283,0.158744,0.1780104,0.191807,0.1790134,0.1811993,0.1764345,0.1565342,0.179744,0.1963864,0.197089,0.1953827,0.1963519,0.1575453,0.1870178,0.2005213,0.2144506,0.1881037,0.1416034,0.1838972,0.1704646,0.1711581,0.1874816,0.1572572,0.1482031,0.1644675,0.2022132,0.1662958,0.2098008,0.1667834
1159.973,0.1773313,0.2113059,0.1840006,0.1929218,0.2284483,0.2248428,0.1846085,0.215776,0.1952601,0.1623718,0.1586977,0.1778383,0.1920065,0.1791215,0.181342,0.1766621,0.156423,0.179656,0.1962332,0.1971925,0.1955941,0.1960952,0.1574076,0.1872698,0.2004153,0.2144603,0.18809,0.1417753,0.1839615,0.1707972,0.1710628,0.187393,0.1574341,0.1482191,0.1642633,0.2023128,0.1662533,0.2098744,0.166858
1160.455,0.1773646,0.2115715,0.1843753,0.1927733,0.2284472,0.22497,0.184619,0.2153703,0.1954331,0.1623906,0.1585872,0.1775484,0.1920196,0.1791835,0.1813694,0.1768112,0.1562954,0.1796105,0.1960174,0.1971467,0.1957417,0.1958945,0.1571759,0.1875115,0.2003163,0.2144219,0.1880098,0.141845,0.1838975,0.1710814,0.1708711,0.1872483,0.1575745,0.1480418,0.1640842,0.2023707,0.1661628,0.2098032,0.1668692
1160.937,0.1773632,0.2117758,0.1847663,0.1925763,0.2283177,0.2249616,0.1845285,0.2149417,0.195646,0.1623711,0.1584128,0.1771502,0.191833,0.1791621,0.181267,0.176827,0.1561973,0.1795871,0.1957679,0.1969663,0.195777,0.1957708,0.1568804,0.1877006,0.2002233,0.214306,0.1878744,0.1417902,0.1837012,0.1712694,0.1706138,0.1870476,0.1576501,0.147678,0.163941,0.2023582,0.1660346,0.2095789,0.1667834
1161.419,0.1773078,0.2118767,0.1851024,0.1923073,0.2280321,0.2248196,0.1843145,0.2145185,0.1958701,0.1622827,0.158169,0.176663,0.1914455,0.1790013,0.1810201,0.1766608,0.1561477,0.1795354,0.1954781,0.196686,0.1956434,0.1957005,0.1565408,0.1877662,0.2000966,0.2140827,0.1876803,0.1415934,0.1833825,0.1713055,0.1703066,0.1867701,0.1576099,0.1471526,0.1638236,0.2022379,0.1658668,0.2091935,0.1665643
1161.901,0.177179,0.2118486,0.1853077,0.1919392,0.2275833,0.2245493,0.1839654,0.2141216,0.1960659,0.1620934,0.15785,0.1761151,0.1908712,0.1786545,0.1806174,0.1762903,0.1561365,0.1793995,0.1951176,0.1963488,0.1953018,0.1956306,0.1561592,0.1876403,0.1998767,0.2137344,0.1874112,0.1412539,0.1829602,0.1711491,0.1699489,0.1863884,0.1574031,0.1465058,0.1637083,0.201979,0.1656452,0.2086486,0.1661891
1162.383,0.1769658,0.2116869,0.1853202,0.1914582,0.2269904,0.2241623,0.1834867,0.2137631,0.1961881,0.161782,0.157454,0.1755416,0.1901446,0.1781044,0.1800572,0.1757288,0.1561312,0.1791342,0.1946515,0.1959981,0.1947459,0.1954975,0.1557235,0.1872795,0.1995037,0.2132644,0.1870446,0.1407947,0.1824605,0.1707883,0.1695325,0.1858814,0.156999,0.1457941,0.1635651,0.2015656,0.1653478,0.2079662,0.1656583
1162.865,0.1766715,0.2114072,0.1851152,0.1908783,0.226301,0.2236768,0.1829029,0.2134397,0.1961963,0.1613483,0.1569853,0.1749759,0.1893213,0.1773798,0.1793548,0.1750274,0.156089,0.1787247,0.1940665,0.195664,0.1940152,0.1952536,0.1552142,0.1866892,0.1989417,0.2126993,0.1865621,0.1402619,0.1819099,0.1702521,0.1690544,0.1852476,0.1564049,0.1450817,0.1633668,0.2010029,0.1649553,0.2071924,0.1650011
1163.348,0.1763126,0.211032,0.184708,0.1902356,0.2255735,0.2231114,0.1822466,0.2131297,0.1960631,0.1608101,0.1564511,0.1744368,0.1884642,0.1765466,0.1785415,0.1742551,0.1559718,0.1781877,0.1933819,0.1953535,0.1931799,0.1948838,0.1546152,0.1859204,0.1981929,0.212077,0.1859568,0.1397063,0.1813281,0.1695971,0.1685218,0.1845044,0.1556642,0.1444216,0.1630927,0.2003105,0.1644579,0.206384,0.1642615
1163.83,0.1759116,0.2105774,0.1841422,0.189578,0.2248653,0.2224787,0.1815498,0.2127896,0.1957693,0.1601929,0.1558556,0.173922,0.1876355,0.1756908,0.1776623,0.1734816,0.1557488,0.1775621,0.1926464,0.1950487,0.1923243,0.1944011,0.1539188,0.1850536,0.1972954,0.2114348,0.1852346,0.1391678,0.1807238,0.1688893,0.1679526,0.1836806,0.1548433,0.1438464,0.1627231,0.1995138,0.1638565,0.2055982,0.1634841
1164.312,0.1754843,0.2100401,0.1834678,0.1889417,0.2242104,0.2217776,0.1808326,0.2123601,0.1953029,0.1595136,0.1551968,0.1734034,0.186876,0.1748875,0.176764,0.1727504,0.1554008,0.1768897,0.1919202,0.1947119,0.1915131,0.193833,0.1531315,0.1841687,0.1963126,0.2107914,0.1844105,0.1386546,0.1800928,0.1681734,0.1673621,0.182805,0.1540051,0.143353,0.1622349,0.1986335,0.1631579,0.2048723,0.1626905
1164.794,0.1750315,0.2093977,0.1827185,0.188337,0.2236092,0.2209931,0.1800976,0.2117849,0.1946573,0.1587724,0.1544684,0.1728358,0.1861944,0.1741738,0.1758832,0.172066,0.1549209,0.1761963,0.1912476,0.194302,0.190769,0.1932014,0.1522713,0.183313,0.1953095,0.2101409,0.1835033,0.1381392,0.1794228,0.1674524,0.1667505,0.1818967,0.1531851,0.1429042,0.1616009,0.1976808,0.1623686,0.2042128,0.1618708
1165.276,0.1745365,0.2086155,0.1819071,0.1877467,0.2230299,0.2201026,0.1793375,0.2110211,0.1938326,0.1579548,0.1536657,0.1721662,0.1855672,0.1735441,0.175043,0.1713987,0.1543136,0.1754864,0.1906449,0.1937861,0.1900712,0.1925137,0.1513667,0.1824974,0.1943443,0.2094583,0.1825346,0.1375661,0.1787,0.1666877,0.166095,0.1809669,0.1523863,0.1424359,0.1607915,0.1966641,0.161491,0.2035989,0.1609874
1165.758,0.1739718,0.2076647,0.1810279,0.187135,0.2224215,0.2190884,0.1785471,0.2100582,0.1928412,0.1570421,0.152794,0.1713525,0.184949,0.1729563,0.174251,0.1707021,0.1535953,0.1747461,0.1900931,0.1931543,0.1893672,0.191763,0.1504502,0.1816999,0.1934532,0.2087131,0.1815285,0.1368759,0.177919,0.165817,0.1653542,0.1800234,0.1515839,0.1418772,0.159787,0.1955964,0.1605243,0.2029917,0.1599956
1166.24,0.1733102,0.206538,0.18007,0.1864661,0.2217358,0.2179514,0.1777329,0.2089212,0.1917113,0.1560277,0.1518722,0.1703784,0.1842945,0.1723572,0.1735032,0.1699389,0.1527916,0.1739568,0.1895508,0.1924212,0.1886028,0.1909399,0.1495484,0.1808889,0.1926464,0.2078862,0.1805101,0.1360327,0.1770868,0.164788,0.1644849,0.1790765,0.1507443,0.1411779,0.1585907,0.1944997,0.1594689,0.2023524,0.15887
1166.722,0.172532,0.2052571,0.1790296,0.1857148,0.2209385,0.2167134,0.1769165,0.2076654,0.1904871,0.1549244,0.1509293,0.1692564,0.1835706,0.1716983,0.1727886,0.1690965,0.1519335,0.1731067,0.1889662,0.1916197,0.18774,0.1900442,0.1486791,0.1800414,0.19191,0.2069761,0.1795074,0.1350362,0.17622,0.1635801,0.1634572,0.17814,0.1498404,0.1403162,0.1572357,0.1934038,0.1583335,0.2016492,0.1576186
1167.205,0.1716309,0.2038694,0.1779158,0.1848715,0.2200205,0.2154125,0.176125,0.2063575,0.1892194,0.1537633,0.1499911,0.1680261,0.1827692,0.1709542,0.1720915,0.1681948,0.1510465,0.1721999,0.1882972,0.1907837,0.1867727,0.1890925,0.1478425,0.1791552,0.1912084,0.2059971,0.1785422,0.1339256,0.1753349,0.1622215,0.1622712,0.1772235,0.1488631,0.1393075,0.1557829,0.1923348,0.1571371,0.2008636,0.1562868
1167.687,0.1706125,0.2024331,0.1767455,0.1839377,0.218995,0.2140848,0.175375,0.2050514,0.1879493,0.1525807,0.1490677,0.1667376,0.1819035,0.1701225,0.1713928,0.1672738,0.1501396,0.1712532,0.1875221,0.1899312,0.1857208,0.1881115,0.1470227,0.1782432,0.1904931,0.2049662,0.1776216,0.1327577,0.1744352,0.1607755,0.1609569,0.1763221,0.1478198,0.1381912,0.1543028,0.1912996,0.1559068,0.199986,0.1549372
1168.169,0.1694894,0.2010085,0.1755368,0.1829156,0.2178886,0.2127545,0.1746575,0.2037804,0.1867018,0.1514069,0.1481442,0.1654446,0.1809972,0.1692137,0.1706662,0.1663793,0.1492011,0.17029,0.1866368,0.1890579,0.1846153,0.187128,0.1461891,0.177319,0.189706,0.2038918,0.1767309,0.1315881,0.1735047,0.1593232,0.1595675,0.1754082,0.1467233,0.1370181,0.1528673,0.1902792,0.1546736,0.1990077,0.1536319
1168.651,0.1682779,0.1996424,0.1743008,0.1818036,0.2167305,0.2114225,0.1739336,0.2025494,0.1854784,0.1502542,0.1471848,0.1641899,0.1800696,0.1682395,0.1698823,0.1655397,0.1482021,0.1693283,0.1856516,0.1881409,0.1834797,0.1861535,0.1453083,0.1763804,0.1887948,0.202765,0.1758324,0.1304449,0.1725083,0.1579312,0.1581594,0.1744354,0.1455821,0.13583,0.1515258,0.1892313,0.1534646,0.1979192,0.1524059
1169.133,0.1669953,0.1983618,0.1730408,0.1805986,0.2155463,0.2100727,0.1731467,0.2013463,0.1842647,0.1491193,0.146148,0.1630003,0.1791257,0.1672042,0.1690147,0.1647571,0.1471129,0.168376,0.1845829,0.1871535,0.1823205,0.1851785,0.1443551,0.1754049,0.1877266,0.2015664,0.1748769,0.1293213,0.1714071,0.1566313,0.1567732,0.1733555,0.1443952,0.1346509,0.1502977,0.1881089,0.1522983,0.1967143,0.151259
1169.615,0.165663,0.197178,0.1717593,0.179305,0.2143581,0.2086853,0.1722393,0.2001542,0.1830413,0.1479893,0.1450026,0.1618905,0.1781561,0.1661059,0.1680459,0.1640061,0.145917,0.1674314,0.1834499,0.1860807,0.1811288,0.1841754,0.1433188,0.1743559,0.1864947,0.2002769,0.1738127,0.1281811,0.1701713,0.1554183,0.1554278,0.172136,0.1431577,0.1334856,0.1491724,0.1868758,0.151186,0.195399,0.1501614
1170.097,0.1643036,0.1960857,0.1704642,0.177943,0.2131836,0.2072549,0.1711818,0.1989639,0.1817984,0.146854,0.1437463,0.1608619,0.1771439,0.1649428,0.1669765,0.1632456,0.1446292,0.1664879,0.1822721,0.1849325,0.1798921,0.1831116,0.1422065,0.173203,0.1851259,0.1988929,0.1726069,0.1269792,0.1687987,0.154258,0.154117,0.1707808,0.1418689,0.1323252,0.1481155,0.1855271,0.1501305,0.1939979,0.1490708
1170.579,0.1629381,0.1950664,0.1691735,0.176549,0.2120366,0.2058005,0.169986,0.1977766,0.1805405,0.145711,0.1424076,0.1599051,0.1760758,0.163721,0.1658265,0.162433,0.1432952,0.1655399,0.1810687,0.1837421,0.1786042,0.1819639,0.1410355,0.171941,0.1836695,0.1974321,0.1712539,0.1256842,0.1673186,0.1531066,0.1528205,0.1693312,0.1405405,0.1311536,0.1470802,0.1840888,0.1491276,0.1925548,0.1479512
1171.062,0.1615801,0.1940879,0.1679122,0.1751698,0.2109253,0.2043648,0.1687073,0.1965976,0.1792832,0.1445623,0.1410366,0.1589983,0.1749503,0.1624568,0.1646305,0.1615333,0.1419844,0.1645847,0.179859,0.1825577,0.1772719,0.1807255,0.1398234,0.1705984,0.1821872,0.1959303,0.1697741,0.1242907,0.1657864,0.1519244,0.1515149,0.167855,0.139196,0.1299523,0.1460141,0.1826084,0.1481629,0.1911265,0.1467811
