absorbance_1.10_1A,1.10_1A,1.10_2A,1.10_3A,1.9_1A (2),1.9_1A,1.9_2A (2),1.9_2A,1.9_3A (2),1.9_3A,1.9_4A (2),1.9_4A,2.5_1A,2.5_2A,2.5_3A,2.5_4A,4.2_1A,4.2_2A
525.5073,0.02343402,0.01097992,0.002252586,0.05413799,0.01499028,0.02503988,0.06013889,0.02084123,0.05029538,0.0260654,0.06895198,0.02287346,0.0008427724,0.04098802,0.06593099,0.02058121,0.05111555
525.9894,0.01973095,0.00694818,0.0,0.05470739,0.01555088,0.02585002,0.05696096,0.02626524,0.04961091,0.02665596,0.06826288,0.0270099,0.0,0.0447372,0.06426553,0.01473837,0.05093102
526.4715,0.01828051,0.005646609,0.001085639,0.05034731,0.01561491,0.02594623,0.05531597,0.03158073,0.05042021,0.027452,0.06647028,0.02730144,0.000911653,0.04671764,0.06302726,0.0122918,0.05115181
526.9536,0.017348,0.005594708,0.004208721,0.04394949,0.01388281,0.02583641,0.0549064,0.03691125,0.05251568,0.02677323,0.06440493,0.0262961,0.002414323,0.04605379,0.06291471,0.0119017,0.05367294
527.4357,0.01736152,0.005312935,0.005128749,0.03979149,0.01070213,0.02669626,0.05704024,0.04250541,0.05508533,0.02605968,0.0625942,0.02285812,0.00355773,0.04239344,0.06495699,0.01224565,0.05687055
527.9178,0.01981958,0.004108526,0.007677615,0.03873438,0.01053899,0.02674799,0.05933723,0.04858176,0.05655213,0.02655494,0.06105983,0.02172038,0.004210159,0.03611421,0.06687698,0.01273666,0.05949705
528.4,0.02419523,0.002159417,0.01370595,0.03933906,0.01178917,0.02379827,0.06284405,0.05518818,0.05404332,0.02586253,0.05943169,0.02175314,0.005052134,0.02819864,0.06985648,0.01351041,0.06161477
528.8821,0.0292507,0.0003931895,0.02010994,0.04117465,0.01342409,0.02095717,0.06626824,0.06199068,0.04943032,0.02427755,0.05714981,0.02237143,0.007233031,0.02004991,0.07277596,0.01506196,0.06352587
529.3642,0.03394294,0.0,0.02542988,0.0432174,0.01481201,0.01810241,0.06951422,0.06826568,0.04451898,0.0223578,0.05371965,0.0223851,0.01174527,0.01308819,0.07571192,0.01769098,0.06492966
529.8463,0.03685461,0.002106972,0.02799797,0.04404454,0.01521925,0.01514821,0.07262942,0.07292497,0.04110742,0.02110714,0.04880817,0.0205242,0.01911862,0.00860741,0.07924257,0.0211999,0.06551029
530.3284,0.03752146,0.007302515,0.02761532,0.04237878,0.01435124,0.01231503,0.07547249,0.07484978,0.03991905,0.02096864,0.04236022,0.0168135,0.02917894,0.007334117,0.08338195,0.02487333,0.06521758
530.8105,0.03693739,0.01542155,0.02568523,0.03832928,0.01269973,0.00974678,0.07794825,0.07338628,0.04065584,0.02157787,0.03460269,0.01261948,0.04123509,0.009137142,0.08731747,0.02785238,0.06433184
531.2927,0.03647023,0.02562738,0.02450354,0.03291143,0.01094916,0.007642459,0.07991226,0.06861004,0.04234243,0.02201229,0.02605462,0.009616755,0.0542913,0.01299085,0.09000939,0.02944202,0.0637359
531.7748,0.03711855,0.03672019,0.02618339,0.02751863,0.009589743,0.006226864,0.08122705,0.06150249,0.04372981,0.02127634,0.01748525,0.008962288,0.06738189,0.01727372,0.09084647,0.02942805,0.06455302
532.2569,0.03934294,0.04758751,0.03175478,0.02359885,0.008810105,0.005484059,0.0820951,0.05364269,0.04378092,0.01877304,0.009782422,0.01098507,0.07980874,0.02044981,0.08987977,0.02812412,0.06764391
532.739,0.04308205,0.05732068,0.04055257,0.02274171,0.008683134,0.005047027,0.08317954,0.04695573,0.04226039,0.01473363,0.003905471,0.01504859,0.09098528,0.0214564,0.08772413,0.02626216,0.07299799
533.2211,0.04756118,0.06542286,0.05029172,0.02572011,0.009076504,0.004461875,0.08530771,0.04307042,0.03972176,0.01020481,0.0005787052,0.01964721,0.100268,0.02010951,0.08545169,0.02471156,0.07948023
533.7032,0.05131633,0.07184999,0.05840044,0.03158017,0.009593962,0.003668791,0.08861197,0.0427506,0.03691331,0.006544407,0.0,0.02312072,0.1067785,0.01699486,0.08398241,0.02409349,0.0855129
534.1854,0.05323267,0.07693981,0.06298048,0.03838607,0.009897588,0.002814541,0.09277991,0.04569148,0.03430719,0.00470189,0.001687195,0.02448971,0.1092779,0.0131852,0.08370052,0.02458258,0.08939832
534.6675,0.05313908,0.08124281,0.06371427,0.04430739,0.010087,0.001944968,0.09720817,0.05052083,0.03196561,0.004899099,0.004549641,0.02398256,0.1064935,0.009774879,0.08420652,0.0258445,0.09013256
535.1496,0.05161212,0.0851988,0.06164371,0.04822255,0.01056313,0.001011476,0.1011752,0.05537017,0.02961149,0.006685209,0.007325247,0.02260495,0.09765536,0.007521842,0.08472577,0.0273022,0.08769576
535.6317,0.04951383,0.0889037,0.0585422,0.04960275,0.01163994,0.0002334658,0.10381,0.05831207,0.02673455,0.009100236,0.008919172,0.02154335,0.08292488,0.006811459,0.08447092,0.02837479,0.08300955
536.1138,0.04782,0.09192581,0.05602884,0.04894469,0.01343368,0.0,0.1043579,0.05815958,0.02298018,0.01106218,0.008882709,0.02168801,0.06378688,0.007647324,0.08287817,0.02873691,0.07745607
536.5959,0.0472001,0.09345624,0.05462101,0.04752534,0.01570973,0.0007059611,0.102577,0.05481102,0.01851942,0.01181494,0.007533431,0.02307033,0.04287953,0.009809311,0.08006656,0.02835616,0.0722154
537.0781,0.04748001,0.09254222,0.05344359,0.04651201,0.01767877,0.002904838,0.09867656,0.04924382,0.01411034,0.01116791,0.005864218,0.02458569,0.02376715,0.01296474,0.07702056,0.02740771,0.06791253
537.5602,0.04769365,0.08861705,0.05097518,0.0462847,0.01825294,0.007037377,0.09319787,0.04303629,0.01074081,0.009464879,0.005130962,0.02460289,0.009771381,0.01677199,0.07501495,0.02611989,0.06464423
538.0423,0.0468541,0.0818255,0.0462512,0.0466391,0.01657831,0.01302308,0.08694899,0.03763748,0.009218473,0.007127196,0.006366819,0.02195133,0.00299336,0.02090339,0.07489209,0.02463731,0.06226387
538.5244,0.04474033,0.07314022,0.03967708,0.04764675,0.01268694,0.01998029,0.081099,0.03392071,0.01012273,0.004555199,0.01009512,0.01669855,0.00388113,0.02500288,0.07633438,0.02295006,0.06059914
539.0065,0.04304347,0.06405918,0.03751436,0.04870125,0.009085644,0.0225366,0.07719055,0.03189679,0.01182303,0.001795579,0.01612634,0.01116501,0.01117881,0.02869686,0.07805784,0.02092564,0.05883646
539.4886,0.04048283,0.05615063,0.03444372,0.05114231,0.005492711,0.02778987,0.07404091,0.03095655,0.01792324,0.000746958,0.02369707,0.006140895,0.02264888,0.03160182,0.07767445,0.01841292,0.05757803
539.9708,0.03768833,0.05067009,0.03444472,0.05380379,0.001627455,0.0324387,0.0738796,0.03017979,0.0257721,0.0,0.03161136,0.001553621,0.03569919,0.03335715,0.07579135,0.01534864,0.05640014
540.4529,0.03582581,0.04810187,0.03988151,0.05641106,0.0,0.03600711,0.07544892,0.02878297,0.03470311,0.000754267,0.03859409,0.0,0.04823715,0.03376435,0.07086036,0.01184318,0.05421882
540.935,0.03530664,0.04809954,0.05021694,0.0587461,0.001110237,0.0386546,0.07791928,0.02635054,0.04364085,0.003305085,0.0435109,0.001966551,0.05891799,0.03287426,0.06326105,0.008189529,0.05008751
541.4171,0.034836,0.0495835,0.05952901,0.06096088,0.002266683,0.0432433,0.08070474,0.02296422,0.05200467,0.006979723,0.04559297,0.004962422,0.06715222,0.03104005,0.05533725,0.004814271,0.04417061
541.8992,0.03605951,0.0512297,0.06930922,0.06280451,0.006965857,0.04757279,0.08053377,0.01911183,0.05846889,0.01310894,0.04467726,0.01186115,0.07292664,0.02880915,0.04598668,0.002132129,0.03570925
542.3813,0.03893857,0.05189028,0.07934296,0.06330187,0.01293344,0.04814972,0.07849632,0.01546673,0.0598876,0.01894434,0.04117908,0.01997612,0.07638438,0.02676252,0.03807506,0.0004649572,0.02566282
542.8635,0.04265815,0.0509543,0.08562037,0.06267935,0.0185593,0.04764138,0.07357372,0.0126668,0.05723404,0.02382089,0.0359826,0.02775401,0.07752001,0.02531869,0.03174697,0.0,0.01565222
543.3456,0.04691189,0.04846505,0.08789783,0.06078366,0.02303237,0.04618166,0.06592708,0.01111756,0.05103371,0.02696983,0.03013752,0.03423845,0.07611933,0.02457188,0.02683125,0.0007716194,0.007069051
543.8277,0.04977888,0.04494663,0.08731513,0.05676691,0.0244273,0.04539308,0.05510829,0.01101491,0.04299999,0.02550549,0.0247506,0.04109272,0.07192713,0.02428805,0.02283007,0.002685856,0.002997339
544.3098,0.05348028,0.04116638,0.08336215,0.05336292,0.02535802,0.04365495,0.04418921,0.01236693,0.03444528,0.02510904,0.02082732,0.04389042,0.06501716,0.023977,0.01883717,0.005490154,0.000157088
544.7919,0.05594887,0.03779107,0.07728346,0.050723,0.02475601,0.04250164,0.03351227,0.0150245,0.02757996,0.02449613,0.0190361,0.04459776,0.05607927,0.02310768,0.01474801,0.008793894,0.0
545.274,0.05685224,0.03525789,0.06947604,0.05006094,0.02345714,0.04197165,0.02471469,0.01865566,0.02361907,0.0259604,0.01963972,0.04247357,0.0466187,0.0212653,0.01084156,0.01208644,0.0008407384
545.7562,0.05342253,0.03365208,0.06173304,0.05007198,0.01966311,0.04398245,0.01715422,0.02272073,0.02332386,0.02633825,0.0223691,0.0410923,0.0386903,0.01833694,0.008050263,0.01490204,0.004482798
546.2383,0.04869064,0.03279997,0.05690229,0.05125899,0.01631561,0.04403179,0.01313711,0.02655992,0.02422288,0.02869533,0.02656027,0.03840673,0.03413009,0.01454662,0.00705862,0.01704982,0.00710585
546.7204,0.04206154,0.03243529,0.05097748,0.05345085,0.01225569,0.04736063,0.01092112,0.02943146,0.02770801,0.03218485,0.03135289,0.0352323,0.03407249,0.01037876,0.007665273,0.0187511,0.009722665
547.2025,0.03594728,0.03239387,0.0469315,0.05529697,0.008767713,0.05071963,0.01044634,0.03071264,0.03130196,0.03547861,0.03602275,0.03221384,0.03846086,0.006419025,0.009981917,0.02064644,0.01222255
547.6846,0.03183478,0.03269291,0.04462082,0.05623137,0.006559016,0.05333354,0.0110819,0.03010777,0.0341421,0.0379463,0.04021031,0.02936642,0.04619235,0.003164906,0.01357958,0.02352723,0.01512051
548.1667,0.03068922,0.03352806,0.04364343,0.05603356,0.006407828,0.05408341,0.01239501,0.02776957,0.03567772,0.03938916,0.04390243,0.02654883,0.05544057,0.0009771213,0.01787575,0.02807539,0.01874626
548.6489,0.03296056,0.03519571,0.04474941,0.05466622,0.009404958,0.05065881,0.01437577,0.02439617,0.03516232,0.04014067,0.04730201,0.02389647,0.06427785,0.0,0.02225844,0.03443779,0.02272269
549.131,0.03673945,0.03797405,0.04371072,0.05292278,0.01385389,0.04559838,0.01720797,0.02104771,0.03368431,0.0408405,0.05056578,0.01972273,0.07128885,0.0001676716,0.02691139,0.04204879,0.02695595
549.6131,0.04100709,0.04206418,0.04076892,0.05112585,0.02004953,0.03953776,0.0201993,0.01894727,0.03159508,0.04243122,0.05362346,0.01527243,0.07571642,0.001249347,0.03090187,0.04965347,0.03065938
550.0952,0.04450126,0.04749575,0.03615038,0.04952332,0.02697571,0.03394201,0.02312516,0.01898654,0.02916569,0.0449545,0.05612323,0.01140538,0.07760136,0.002944473,0.03405913,0.0557043,0.03358504
550.5773,0.04662012,0.05409278,0.0308794,0.04822031,0.03362731,0.03005636,0.02580449,0.02139166,0.02660741,0.04804149,0.05761671,0.00911146,0.07751286,0.005001318,0.03631494,0.05893369,0.03587072
551.0594,0.04736353,0.06145871,0.02641986,0.04715987,0.03906184,0.02878001,0.02804568,0.02566638,0.02420446,0.05103416,0.05776014,0.009292163,0.07626937,0.007280443,0.0375552,0.05862834,0.03808437
551.5416,0.04721934,0.06898881,0.02402107,0.04617994,0.04253129,0.03056762,0.02963519,0.0307201,0.02238791,0.05306134,0.05657542,0.01252458,0.07455713,0.009800922,0.03749101,0.05494445,0.04101674
552.0237,0.04781102,0.07594092,0.02373598,0.04579161,0.04451998,0.03471745,0.0311327,0.03525081,0.02148728,0.05502946,0.05448347,0.01742164,0.0727052,0.01269284,0.03565779,0.0487861,0.04396031
552.5058,0.04992986,0.08145823,0.02486965,0.0461801,0.04528436,0.04036167,0.03288423,0.03795733,0.02191638,0.05708472,0.05228262,0.02271381,0.07061434,0.01611844,0.03189963,0.04163146,0.04659988
552.9879,0.05123574,0.08484779,0.02724277,0.04559891,0.04300246,0.04816747,0.03340386,0.03797662,0.02428796,0.05504781,0.05087137,0.03066694,0.06784348,0.02014705,0.02660614,0.03501502,0.05162238
553.47,0.05314732,0.08582035,0.03095284,0.04438082,0.03998628,0.05333189,0.03443238,0.03505067,0.02666977,0.05123544,0.05093884,0.03803848,0.06386961,0.02468171,0.02054248,0.03008859,0.05629766
553.9521,0.05388106,0.08466771,0.03094778,0.0430626,0.03593582,0.05835142,0.03520848,0.02954472,0.02997452,0.04644354,0.05273516,0.04338568,0.05831352,0.02942514,0.01419061,0.02742112,0.06059502
554.4343,0.05315698,0.08222347,0.02825699,0.04121653,0.03179266,0.06095359,0.03581699,0.02233666,0.03252787,0.04061508,0.0558968,0.04664414,0.05117493,0.03394406,0.008478407,0.02686727,0.06411374
554.9164,0.05109353,0.07954336,0.02430885,0.03858575,0.02837588,0.06006099,0.03606841,0.01458748,0.033159,0.03389488,0.05957272,0.04821139,0.04289349,0.03777922,0.00407085,0.02776904,0.06669277
555.3985,0.04810224,0.07753487,0.01998808,0.03522589,0.02619854,0.05657532,0.03550289,0.007605735,0.03177911,0.02692494,0.0626417,0.04859461,0.03439345,0.04054598,0.001255803,0.02916741,0.06831373
555.8806,0.04508646,0.07653713,0.01660866,0.03141494,0.02570745,0.05147574,0.03402249,0.002495989,0.02879039,0.02057089,0.06416892,0.04833835,0.02686401,0.04211247,0.0,0.03014348,0.06884839
556.3627,0.04334704,0.07625212,0.01686836,0.02725271,0.02747458,0.04410657,0.03232837,0.0,0.0242089,0.01555409,0.06365763,0.04802876,0.02152989,0.04266409,0.0002077073,0.03000404,0.06783567
556.8448,0.04263971,0.07587189,0.01861865,0.02363235,0.03069717,0.03787304,0.03065181,0.0003248565,0.02019451,0.0132113,0.0611771,0.0475101,0.01932771,0.04268959,0.001256559,0.02841621,0.06539577
557.327,0.04254437,0.07450935,0.02077375,0.02095681,0.03462829,0.03394337,0.02975977,0.003061399,0.01779707,0.01402113,0.05727518,0.04682343,0.0205192,0.04276891,0.002632305,0.02548939,0.06165298
557.8091,0.04220451,0.07157252,0.02212617,0.01937404,0.03835857,0.03262895,0.03041711,0.007316286,0.01749799,0.01772435,0.05275798,0.04611813,0.0246651,0.04336802,0.003917091,0.02170631,0.05702617
558.2912,0.04065315,0.06709933,0.02183972,0.01873603,0.04103126,0.03336174,0.03307842,0.01194012,0.01916075,0.0233324,0.04845157,0.04565254,0.0307748,0.04463536,0.004905079,0.01785717,0.05212526
558.7733,0.03846654,0.06178522,0.0244967,0.01778463,0.04369518,0.03072904,0.0380763,0.01594753,0.02027087,0.02915392,0.04494488,0.04680623,0.03772595,0.04634385,0.005635714,0.01482447,0.04696279
559.2554,0.03186901,0.05679667,0.02315884,0.01638799,0.04286202,0.03315832,0.04168017,0.01868391,0.02440184,0.03243974,0.04256643,0.05093677,0.04448785,0.04798575,0.00569029,0.01349518,0.04502918
559.7375,0.02476129,0.05339569,0.02013526,0.0153252,0.04082283,0.03345305,0.0468019,0.01999816,0.0278421,0.03594133,0.04137242,0.05191425,0.05032899,0.04896548,0.006931486,0.01454199,0.04240998
560.2197,0.01717829,0.05244461,0.01799645,0.01334539,0.03815567,0.03187702,0.05036959,0.02023563,0.03062287,0.03720589,0.04120776,0.05252095,0.05491885,0.04888008,0.009109238,0.01816236,0.04070947
560.7018,0.01027492,0.05425545,0.01714408,0.01048169,0.03569005,0.02867915,0.05122358,0.02013257,0.03251632,0.03630247,0.04177071,0.05213308,0.05820944,0.04764279,0.0125402,0.02395926,0.03975873
561.1839,0.005457357,0.05852371,0.01746349,0.007295525,0.03452746,0.02416603,0.04915967,0.02057658,0.03317528,0.03449441,0.04268968,0.04975231,0.06030871,0.04553627,0.01725261,0.03095763,0.03880263
561.666,0.001960941,0.06457084,0.01524542,0.004577208,0.0325647,0.02168913,0.04509158,0.02224474,0.0330795,0.03175122,0.04363475,0.04358444,0.06130712,0.0430429,0.02398832,0.03796139,0.03840404
562.1481,0.0,0.07155978,0.01506444,0.001867708,0.03226849,0.02098219,0.03689169,0.02542494,0.03241484,0.02772177,0.04436224,0.04054215,0.06118428,0.04068048,0.02969109,0.04377434,0.0397156
562.6302,0.0001117811,0.07872491,0.0172702,1.093373e-05,0.03256794,0.01943581,0.02843244,0.02986267,0.02937485,0.02332873,0.04480753,0.0387295,0.05982054,0.03879029,0.03491048,0.04753541,0.04146522
563.1124,0.001413126,0.08548909,0.01962589,0.0,0.03228561,0.0192998,0.02057877,0.03488818,0.02527694,0.01940779,0.04510379,0.0391022,0.05711836,0.03744323,0.03841675,0.04889169,0.04371862
563.5945,0.003723104,0.09132366,0.02216528,0.002203343,0.03081844,0.02032251,0.0145096,0.039566,0.02073498,0.01647034,0.04554743,0.04246803,0.05313543,0.03649899,0.03940026,0.04796392,0.04602632
564.0766,0.007089198,0.09570979,0.02488995,0.006572869,0.02792881,0.02221315,0.01093386,0.04299473,0.01659874,0.0150575,0.0464654,0.04877589,0.04818829,0.03574386,0.03759505,0.04531588,0.04778163
564.5587,0.01159057,0.09816428,0.02768956,0.01252661,0.02379259,0.02488918,0.009956988,0.04456332,0.01366084,0.01560579,0.04802576,0.05708084,0.04279564,0.03509455,0.03339754,0.04173561,0.04852705
565.0408,0.01734218,0.09828817,0.03041142,0.01916002,0.01904586,0.02836288,0.01124333,0.04397782,0.0124813,0.01827474,0.0501154,0.06581506,0.03762054,0.03472989,0.02778582,0.03810782,0.04818873
565.5229,0.02433915,0.09597215,0.0328957,0.0254879,0.01455178,0.03270062,0.01420966,0.04129277,0.01317838,0.02277338,0.0522848,0.0732773,0.03327303,0.03510448,0.0220393,0.03514268,0.04721223
566.0051,0.03237367,0.09148993,0.03502505,0.03073935,0.01108505,0.03782783,0.01830127,0.03679087,0.01547147,0.02842871,0.05387391,0.07809924,0.03016025,0.03675673,0.01737862,0.03323662,0.04638403
566.4872,0.04096293,0.08551928,0.03675395,0.03446043,0.00919369,0.04337906,0.02307177,0.03092556,0.01878623,0.0343025,0.05412696,0.07937038,0.02848138,0.04011666,0.01476701,0.0324814,0.04658067
566.9693,0.04939526,0.07898591,0.03813359,0.03669482,0.00901542,0.04864335,0.02823473,0.02424335,0.02244489,0.03956001,0.05250154,0.07689812,0.02820225,0.04521794,0.01456131,0.03267846,0.04833888
567.4514,0.05685696,0.07280955,0.03922095,0.03800705,0.0102974,0.05259725,0.03366796,0.01734134,0.02586615,0.04375934,0.04890102,0.07111211,0.0291304,0.05160382,0.01653189,0.03345165,0.05159575
567.9335,0.06242306,0.06776117,0.04005323,0.03918782,0.01235985,0.05416555,0.03920783,0.01090972,0.02852854,0.04696448,0.0438248,0.06299007,0.03097248,0.05831874,0.01990544,0.03430546,0.05561414
568.4156,0.06341274,0.06421303,0.0415668,0.03944989,0.01242775,0.05419648,0.04314191,0.00559666,0.03047666,0.04614416,0.03830688,0.05670551,0.03343175,0.0642032,0.02379807,0.0347824,0.06186931
568.8978,0.06359175,0.06212947,0.04210586,0.04165319,0.0135397,0.04965389,0.04777862,0.001902841,0.03048602,0.04913424,0.0336039,0.0475889,0.03624839,0.06825903,0.02675169,0.03457309,0.06398845
569.3799,0.0617216,0.0611705,0.04528277,0.04338326,0.013699,0.04052645,0.05153475,0.0001311302,0.02769969,0.05203122,0.03092099,0.04027309,0.03917781,0.06989971,0.02842494,0.03355989,0.0639386
569.862,0.05715995,0.06093204,0.04521791,0.0450624,0.01173413,0.03427027,0.05266729,0.0003359839,0.02512895,0.05593479,0.03098082,0.03468024,0.04197262,0.06916703,0.02795394,0.03184577,0.06231908
570.3441,0.05154851,0.06112891,0.04486523,0.04531481,0.008936847,0.02935473,0.05156058,0.002398334,0.02179454,0.05990164,0.03390754,0.03147908,0.04434054,0.06662557,0.02598865,0.02970221,0.05927885
570.8262,0.04629004,0.06164279,0.04607682,0.04318406,0.006786918,0.02491998,0.04869364,0.00608271,0.01754922,0.06286542,0.03921989,0.03085303,0.04592708,0.06318163,0.02352072,0.02753077,0.05524331
571.3083,0.0415917,0.0624662,0.04695281,0.03892886,0.005932361,0.02303318,0.04410649,0.01108815,0.01414524,0.0644557,0.04598282,0.03215256,0.04641523,0.05972455,0.02131914,0.02575903,0.05098682
571.7905,0.03773853,0.06356221,0.04702441,0.03314772,0.007094161,0.02347006,0.03846744,0.01703524,0.01256779,0.06434296,0.05302212,0.03465568,0.04562202,0.05691015,0.02016543,0.02477648,0.04694133
572.2726,0.03474217,0.06477316,0.04602306,0.02679306,0.01044857,0.02550566,0.03257211,0.02343221,0.01336858,0.06261671,0.05915102,0.03751782,0.04361277,0.05503725,0.02043844,0.02486346,0.04341542
572.7547,0.03306781,0.06585828,0.04677252,0.02027239,0.01610615,0.02556784,0.02767764,0.02974607,0.01511984,0.05923058,0.0635358,0.04039933,0.04073667,0.0540216,0.02227571,0.02610712,0.04036918
573.2368,0.03109941,0.06659728,0.04468038,0.01515478,0.02180833,0.02837412,0.02308798,0.03543703,0.01953041,0.05564131,0.06576623,0.04227226,0.03758077,0.05352368,0.02455471,0.02842114,0.03872566
573.7189,0.02908557,0.06693865,0.04322775,0.01116399,0.02667038,0.03119356,0.01946955,0.04004524,0.02417722,0.05192368,0.0658575,0.04350779,0.03486735,0.05307451,0.02660139,0.03157672,0.03864818
574.201,0.02671525,0.06706541,0.04341989,0.008215427,0.02941214,0.03410334,0.01673022,0.04332306,0.02786155,0.04841916,0.06413232,0.04446347,0.03323866,0.05224722,0.02757224,0.03527894,0.04051395
574.6832,0.02384081,0.06735703,0.04589203,0.006228382,0.02923848,0.03740786,0.01463341,0.04525931,0.0297484,0.04535126,0.06109907,0.04567948,0.03316834,0.05072707,0.0268572,0.0391859,0.04434873
575.1653,0.02047708,0.06820961,0.05051365,0.005306683,0.02616649,0.04131594,0.01295332,0.04610769,0.02959035,0.04286844,0.05735794,0.0475635,0.03481239,0.04842675,0.02450938,0.04292737,0.04961754
575.6474,0.01679357,0.0697773,0.05634993,0.005655032,0.02103678,0.04577072,0.01152918,0.0462844,0.02769932,0.04102653,0.05347229,0.05013617,0.03795326,0.04552784,0.02127612,0.0461663,0.05529239
576.1295,0.01303887,0.07181573,0.06186203,0.007415036,0.01528879,0.05034086,0.01022728,0.0462711,0.02468425,0.03976436,0.04994814,0.05294816,0.04203243,0.04247271,0.01841291,0.04862812,0.06020084
576.6116,0.009515993,0.07368623,0.06550227,0.01048705,0.01043426,0.05429386,0.008950198,0.04641834,0.02112981,0.03885386,0.04714539,0.05523648,0.04632382,0.03982209,0.01708557,0.05018175,0.0635642
577.0938,0.006567419,0.07466144,0.06638744,0.01449268,0.007476315,0.05691092,0.007636966,0.04679481,0.01737522,0.03795675,0.04523994,0.05633922,0.05020813,0.03800086,0.01778063,0.05086888,0.0652676
577.5759,0.004541598,0.074187,0.0644915,0.01879532,0.006750914,0.05768924,0.006261278,0.04715893,0.01353799,0.03673567,0.04428203,0.05592911,0.05324777,0.03715935,0.02017804,0.05088265,0.06584565
578.058,0.003708936,0.07215674,0.06064606,0.02260447,0.007920643,0.05646867,0.004827345,0.04703629,0.009651456,0.03500385,0.04426204,0.0541607,0.05523622,0.03708451,0.02338555,0.05051451,0.06621595
578.5401,0.004292525,0.06893071,0.05614911,0.02528436,0.01037049,0.05339873,0.003360219,0.04592953,0.005855409,0.03282613,0.04516093,0.05165878,0.0561417,0.03730073,0.02631112,0.05008221,0.06724244
579.0222,0.006329659,0.06523492,0.05232956,0.02647808,0.01345229,0.048778,0.001977252,0.04345069,0.002584605,0.03060323,0.04694434,0.04925093,0.05601704,0.03717057,0.02808312,0.04993828,0.06951686
579.5043,0.009584524,0.06191768,0.05012039,0.02622664,0.01673556,0.04303185,0.0008517876,0.03951683,0.0004604328,0.02895729,0.04949605,0.04771195,0.05497978,0.03611804,0.02837094,0.05041507,0.07311616
579.9865,0.01346174,0.05963269,0.04979082,0.02490749,0.020029,0.03668452,0.000154987,0.03440408,0.0,0.02850252,0.05256133,0.04745567,0.0532035,0.03384687,0.02743589,0.05175183,0.07770752
580.4686,0.01716573,0.05869192,0.05111218,0.02312525,0.02331872,0.03045424,0.0,0.02872735,0.00133886,0.02956026,0.05568775,0.04857041,0.05095346,0.0304464,0.02588531,0.05404657,0.08267254
580.9507,0.0199657,0.0589197,0.05349528,0.02163367,0.02664344,0.02501911,0.0004651826,0.02327573,0.004092636,0.03197133,0.05831633,0.05077368,0.04857495,0.0264313,0.02430389,0.05717561,0.08748303
581.4328,0.02146599,0.05981008,0.05632011,0.02110241,0.02994516,0.02082542,0.001604168,0.01877612,0.007535698,0.03517086,0.05995726,0.05356609,0.04643746,0.02255055,0.02294146,0.06081624,0.09189776
581.9149,0.02172638,0.06075277,0.05910822,0.02200296,0.03300272,0.01800923,0.003447725,0.01582383,0.0108471,0.0383597,0.06029757,0.05635461,0.04492516,0.01964543,0.02162237,0.064475,0.09589972
582.397,0.02126147,0.06136591,0.06163893,0.02443422,0.03545298,0.01634198,0.005990449,0.01474075,0.01347941,0.04085062,0.05933615,0.05858598,0.04434998,0.01835408,0.01994156,0.06760362,0.09949185
582.8792,0.02085785,0.0616354,0.06388929,0.02811508,0.0369117,0.01539338,0.009155089,0.0155647,0.01531421,0.04229578,0.05736372,0.05982227,0.04490099,0.01895813,0.01759124,0.06969097,0.1024826
583.3613,0.02138799,0.06188396,0.06587705,0.0324671,0.03705718,0.0146152,0.01277668,0.01804421,0.01661794,0.04274518,0.05492797,0.05968808,0.04660464,0.02134075,0.01466756,0.07027493,0.1044535
583.8434,0.02347824,0.06258924,0.06759763,0.03670885,0.0357615,0.01361976,0.01656574,0.02164096,0.01783829,0.04254623,0.05268794,0.05795214,0.04926647,0.02501772,0.01175793,0.06905775,0.1049397
584.3255,0.02729111,0.06416164,0.06898124,0.04006625,0.03311765,0.01227569,0.0201802,0.02560003,0.01933797,0.04210098,0.05125397,0.05455087,0.05247743,0.02931495,0.009784181,0.06595837,0.1037061
584.8076,0.03246743,0.06680442,0.06993046,0.04194314,0.02944039,0.01075097,0.02327571,0.02900706,0.02124996,0.04165475,0.05109362,0.0496937,0.05562694,0.03351247,0.009677228,0.06115362,0.1009428
585.2897,0.03821766,0.07041605,0.0703858,0.04213351,0.02515687,0.009456755,0.02561485,0.0310719,0.02343627,0.04114543,0.05236878,0.04391327,0.05807303,0.03707382,0.0119207,0.05506665,0.09724382
585.7719,0.0435583,0.07463493,0.07036209,0.04086332,0.0206842,0.008864382,0.02711207,0.03132574,0.02560993,0.0402569,0.05493005,0.03803481,0.05929474,0.03969355,0.01638414,0.04828088,0.09339308
586.254,0.04755277,0.0789201,0.06994414,0.03872529,0.01638357,0.009355322,0.02781706,0.02976066,0.02750204,0.03856179,0.05834832,0.03311772,0.05902094,0.04124895,0.02233106,0.04147871,0.09005782
586.7361,0.04964945,0.08272822,0.06922852,0.03649651,0.01250846,0.01101374,0.02789153,0.02686748,0.02900987,0.03579719,0.06205071,0.03015249,0.05735852,0.04174656,0.02868472,0.03527488,0.08750559
587.2182,0.05156481,0.08561341,0.06885423,0.03648897,0.0103757,0.01371892,0.0272016,0.02349685,0.03088456,0.03211663,0.06542813,0.03120757,0.05477381,0.04125501,0.03219917,0.03016149,0.08493239
