absorbance_1.10_1A,1.10_1A,1.10_2A,1.10_3A,1.9_1A (2),1.9_1A,1.9_2A (2),1.9_2A,1.9_3A (2),1.9_3A,1.9_4A (2),1.9_4A,2.5_1A,2.5_2A,2.5_3A,2.5_4A,4.2_1A,4.2_2A
2509.417,0.04000331,0.07494239,0.06614885,0.02448376,0.01900973,0.02338499,0.02280217,0.03515958,0.02525138,0.03887182,0.05758992,0.06158054,0.03996984,0.04499337,0.02905829,0.03952937,0.08364681
2509.9,0.03987302,0.07504518,0.06622518,0.02442734,0.01900276,0.02344503,0.02306095,0.03525587,0.02529172,0.03897759,0.0578486,0.06161449,0.03972538,0.04503496,0.02912395,0.0395395,0.08370684
2510.382,0.03969961,0.07514288,0.06627616,0.02438136,0.01900274,0.02347703,0.02334108,0.03537583,0.02533626,0.03910773,0.0581047,0.0616192,0.03947733,0.04509749,0.02915773,0.03953448,0.08376545
2510.864,0.03951465,0.07522503,0.06629582,0.02434411,0.01902627,0.02349659,0.02359351,0.03549529,0.02539687,0.03925485,0.05833368,0.06161319,0.03926483,0.04517735,0.02915351,0.03950313,0.0838241
2511.346,0.03935106,0.07528593,0.06629072,0.02430885,0.01907218,0.02351942,0.02377645,0.0355987,0.0254718,0.03940831,0.058512,0.06161121,0.03911502,0.04526277,0.02910702,0.03944485,0.08388604
2511.828,0.03924001,0.07532384,0.06627877,0.02426657,0.01912209,0.02355396,0.0238581,0.03568103,0.02554772,0.03955973,0.05861917,0.06161748,0.0390399,0.04533384,0.02901892,0.03936873,0.08395068
2512.31,0.03920342,0.07534077,0.06628036,0.02421027,0.01914841,0.023596,0.02382663,0.03574688,0.02560678,0.03970829,0.05864521,0.06162337,0.0390354,0.0453674,0.0288969,0.0392911,0.08400978
2512.792,0.0392517,0.07534081,0.06631127,0.02413714,0.01912666,0.02362971,0.02369094,0.03580336,0.02563354,0.03986038,0.05859317,0.06161292,0.03908795,0.04534486,0.02875767,0.03923006,0.08404889
2513.274,0.03938469,0.07532877,0.06637836,0.02405033,0.01904288,0.02363176,0.02348066,0.03585422,0.02561961,0.04002566,0.05848047,0.06157085,0.03918129,0.04525823,0.02862627,0.03920221,0.08405129
2513.757,0.03959044,0.07530887,0.06647751,0.0239592,0.01890045,0.02358181,0.02323826,0.03589667,0.02556582,0.04020961,0.05833468,0.0614923,0.03930479,0.04511858,0.02852828,0.03921632,0.08400884
2514.239,0.03984819,0.07528423,0.06659561,0.0238772,0.01871765,0.02347052,0.02300915,0.03592394,0.02547944,0.04040725,0.05818671,0.0613856,0.03945448,0.04495507,0.02848354,0.03927292,0.08392897
2514.721,0.04012847,0.07525549,0.06671369,0.02382151,0.01852181,0.02330505,0.02283243,0.03593087,0.02537203,0.04060142,0.05806543,0.06127072,0.03963025,0.04481202,0.02850063,0.03936354,0.08383987
2515.203,0.04039838,0.07522187,0.06681242,0.02380837,0.0183384,0.0231085,0.02272826,0.03592041,0.02525618,0.04076715,0.05798805,0.06116941,0.03983029,0.04473262,0.02857363,0.03947443,0.08378331
2515.685,0.04062551,0.07518215,0.06687461,0.02384912,0.01818465,0.02291457,0.02269524,0.03590524,0.02514351,0.04087996,0.0579579,0.06109718,0.04004487,0.04474636,0.02868652,0.03959084,0.08380396
2516.167,0.04078173,0.0751372,0.06688672,0.02394767,0.01806583,0.0227605,0.022712,0.03590481,0.02504646,0.04092367,0.0579645,0.06105676,0.040252,0.04485785,0.02881865,0.03969959,0.08393564
2516.649,0.04085013,0.07509233,0.06684242,0.02409763,0.01797694,0.02267487,0.02274804,0.03593566,0.02497607,0.04089762,0.0579882,0.06103768,0.04042352,0.04504376,0.02895492,0.03979307,0.08418462
2517.131,0.04082587,0.07505862,0.06674375,0.02428355,0.017908,0.02267275,0.02277558,0.03600414,0.02494097,0.04081615,0.05800535,0.06102292,0.04053129,0.04526016,0.02908908,0.03986861,0.0845257
2517.614,0.04071753,0.07505233,0.06660448,0.02448413,0.01785008,0.02275237,0.0227794,0.03610032,0.02494538,0.04070514,0.05799432,0.06099743,0.04055886,0.04545557,0.02922507,0.0399265,0.08490377
2518.096,0.04054257,0.07508922,0.06644832,0.02468072,0.01780152,0.02289767,0.02276267,0.03620126,0.02498724,0.04059043,0.05794096,0.06095765,0.04051127,0.0455925,0.02937084,0.03996767,0.0852538
2518.578,0.04032425,0.07518024,0.06630771,0.0248608,0.01776856,0.02308261,0.02274309,0.03627877,0.02505776,0.0404932,0.05784028,0.06091355,0.0404181,0.04565614,0.02953195,0.03999193,0.08551531
2519.06,0.04008786,0.07532516,0.06621762,0.0250221,0.01776371,0.02327829,0.02274333,0.03630937,0.02514405,0.0404245,0.05769753,0.06088622,0.04032952,0.04565893,0.02970466,0.03999751,0.08565155
2519.542,0.03985471,0.07551089,0.06620356,0.02517102,0.01779892,0.02346126,0.02277577,0.03628482,0.02523468,0.04038511,0.05752542,0.06089697,0.04029797,0.04563002,0.02987442,0.0399835,0.08565965
2520.024,0.03964395,0.07571317,0.06627494,0.0253173,0.01787982,0.02361591,0.02283514,0.0362137,0.02532211,0.04037015,0.05734269,0.06095919,0.04036751,0.04560361,0.03001844,0.03995163,0.08556834
2520.506,0.03947106,0.07590278,0.06641798,0.02546828,0.01799964,0.02373723,0.02289521,0.03611871,0.0254048,0.04037276,0.05717092,0.0610709,0.04055599,0.0456024,0.0301131,0.03990939,0.08542698
2520.988,0.03934634,0.07605569,0.06660003,0.02562297,0.01813941,0.02382894,0.02291949,0.0360262,0.02548479,0.0403873,0.05702928,0.06121465,0.04084935,0.04562784,0.03014467,0.03986779,0.08528387
2521.47,0.03927434,0.07615789,0.06677426,0.02577249,0.01826909,0.02390105,0.02287298,0.03596012,0.02556312,0.04040958,0.05693293,0.0613622,0.04120406,0.04566169,0.03011264,0.03984023,0.08517542
2521.953,0.03925096,0.07620935,0.0668949,0.02590339,0.01835611,0.02396462,0.02273861,0.03593562,0.02563479,0.04043448,0.05688931,0.0614848,0.04155869,0.04567507,0.0300328,0.03983679,0.08511393
2522.435,0.03926282,0.07621948,0.06693298,0.02600527,0.01837622,0.02402573,0.02252645,0.03595731,0.02568773,0.0404553,0.05689794,0.06156407,0.04185692,0.04564364,0.02993007,0.03985954,0.08508869
2522.917,0.03928874,0.07620176,0.06688204,0.02607542,0.01831962,0.02408377,0.02227384,0.03602294,0.02570346,0.04046365,0.05695102,0.0615971,0.04205671,0.04555678,0.0298328,0.03990026,0.08507423
2523.399,0.03930466,0.07616553,0.06676058,0.0261214,0.01819693,0.0241286,0.02203426,0.03612582,0.02566475,0.04045319,0.05703676,0.06159669,0.04214323,0.04542459,0.02976289,0.03994054,0.08504326
2523.881,0.03929396,0.07611161,0.06660139,0.026156,0.01803456,0.02414454,0.02185636,0.03625711,0.02556341,0.04042416,0.05714326,0.06158479,0.0421277,0.04527195,0.02973012,0.03995853,0.08498002
2524.363,0.03925275,0.07603469,0.0664425,0.0261919,0.01787115,0.02411377,0.02177347,0.03640383,0.02540424,0.04038669,0.05726036,0.06158541,0.04204018,0.04513183,0.02973175,0.03993248,0.08488455
2524.845,0.03919687,0.07592896,0.0663119,0.02623303,0.01774471,0.02402489,0.02179074,0.03654784,0.02520668,0.04036082,0.05738092,0.06161471,0.04191766,0.04503145,0.02975649,0.03985025,0.08477358
2525.327,0.03915671,0.07579584,0.06621948,0.02627147,0.01768063,0.02387952,0.02188783,0.03666713,0.0249976,0.04036807,0.05750128,0.06167432,0.04179047,0.04498374,0.0297905,0.03971247,0.08467238
2525.81,0.03917272,0.07564963,0.06615844,0.02628832,0.01768818,0.0236964,0.0220274,0.03673707,0.02480688,0.04042469,0.05761751,0.06175135,0.0416799,0.04498569,0.02982323,0.03953481,0.08460767
2526.292,0.03927897,0.07551572,0.06611178,0.02626249,0.01775749,0.02350963,0.02217203,0.03673953,0.02465738,0.04052974,0.0577243,0.06182142,0.04159429,0.04502118,0.02985145,0.03934469,0.08459698
2526.774,0.0394912,0.07542276,0.06606386,0.02617948,0.01786744,0.02336036,0.02229735,0.03666981,0.02456048,0.04066124,0.05781472,0.06185775,0.04153256,0.04506915,0.0298791,0.03917321,0.08464415
2527.256,0.03980027,0.07539468,0.06600802,0.02603827,0.01799155,0.02329062,0.02239617,0.0365411,0.02451825,0.04077674,0.05788023,0.06183645,0.04148921,0.04510932,0.02991554,0.03905178,0.08473931
2527.738,0.0401721,0.07543834,0.06595167,0.02585405,0.01811019,0.02332886,0.02247801,0.03638329,0.02452558,0.04082649,0.05791356,0.06174697,0.04145738,0.04512845,0.02996963,0.03900184,0.08486264
2528.22,0.04055903,0.07554171,0.06591291,0.02565312,0.01821395,0.02348176,0.02255851,0.03623338,0.02457552,0.04076996,0.05791155,0.0615949,0.04143097,0.04512116,0.03004627,0.03903092,0.08499117
2528.702,0.04090853,0.07567428,0.06591427,0.02546794,0.01830349,0.02373218,0.02265116,0.03612834,0.02466038,0.04058943,0.05787575,0.06140315,0.04140404,0.04508907,0.0301436,0.03913146,0.08510317
2529.184,0.04118149,0.07579874,0.06597301,0.02532663,0.01838445,0.02404283,0.02275801,0.03609082,0.02477218,0.04030148,0.05781214,0.06120678,0.04137095,0.0450368,0.03025302,0.03928265,0.0851842
2529.667,0.04135897,0.0758821,0.06609407,0.02524822,0.01845998,0.02436632,0.02286967,0.03612546,0.02490081,0.03995414,0.05772883,0.06104308,0.04132708,0.04497109,0.03036154,0.03945656,0.08522916
2530.148,0.04144202,0.07590239,0.06626892,0.0252424,0.01852548,0.0246529,0.02296821,0.0362189,0.02503073,0.03961809,0.05763477,0.06094604,0.04126885,0.04489975,0.03045504,0.03962322,0.08524103
2530.631,0.04144609,0.07585519,0.06647876,0.02531001,0.01856801,0.02486599,0.0230363,0.03634837,0.02514423,0.03936227,0.05753754,0.06093388,0.04119496,0.04483205,0.03052273,0.03975994,0.08522958
2531.113,0.0413907,0.0757503,0.06669974,0.02544522,0.01857007,0.0249851,0.02306326,0.03648912,0.0252248,0.03923597,0.05744392,0.0610061,0.04110556,0.04477902,0.03056061,0.03985467,0.08520645
2531.595,0.04129118,0.07560719,0.06690771,0.0256357,0.01851764,0.02500734,0.02304875,0.03662068,0.02526129,0.03925578,0.05736224,0.06114417,0.04100101,0.04475282,0.03057195,0.03990797,0.08518372
2532.077,0.04115385,0.0754481,0.06708401,0.02586246,0.01840897,0.02494484,0.02300277,0.03673128,0.0252529,0.03940143,0.05730228,0.06131911,0.04088023,0.04476421,0.03056678,0.03992984,0.0851687
2532.559,0.04097821,0.07529511,0.06721567,0.02609662,0.01825762,0.02481901,0.02294215,0.03681478,0.02520872,0.03962465,0.05727552,0.06149897,0.04074114,0.04481864,0.03055867,0.03993564,0.08516415
2533.041,0.04076223,0.07517067,0.06729467,0.02629949,0.01809345,0.02465614,0.02288689,0.03686739,0.02514288,0.03986399,0.05729223,0.06165807,0.04058404,0.04491407,0.03056147,0.03993955,0.08516737
2533.523,0.04050997,0.0750953,0.06731743,0.02643104,0.01795177,0.02448114,0.02285381,0.0368861,0.02506653,0.04006902,0.05735637,0.06178414,0.04041694,0.04503973,0.03058327,0.03995035,0.08517152
2534.005,0.04023564,0.07508912,0.06728269,0.02645653,0.01786575,0.02431656,0.02285475,0.03686889,0.02498331,0.04021008,0.05746167,0.06187727,0.04026048,0.04517736,0.03062416,0.03997003,0.08516877
2534.488,0.03996473,0.07516757,0.06719279,0.02635825,0.01785583,0.02418136,0.02289408,0.03681775,0.02488645,0.04028528,0.05758938,0.061946,0.0401503,0.0453044,0.03067499,0.03999616,0.08515198
2534.97,0.03972672,0.07533356,0.06705356,0.02614426,0.01792399,0.0240881,0.02296713,0.03674269,0.02476509,0.04031515,0.05771321,0.06199937,0.04012745,0.04540095,0.03072007,0.04002548,0.08511861
2535.452,0.03955159,0.07557261,0.06687595,0.0258491,0.01805449,0.02404272,0.02305984,0.03666167,0.02461131,0.04033121,0.05780363,0.06204108,0.04022942,0.04545318,0.03074104,0.04005811,0.08507074
2535.934,0.03946149,0.07584877,0.06667656,0.02552808,0.01821963,0.02404307,0.02314971,0.03659837,0.02442856,0.04036245,0.05783739,0.06206639,0.04047187,0.04545788,0.03072304,0.04009929,0.08501595
2536.416,0.0394656,0.07611247,0.06647508,0.02523785,0.0183902,0.02407984,0.02321231,0.03657255,0.02423366,0.04042305,0.05780677,0.06206585,0.04083716,0.04542241,0.03066053,0.04015629,0.08496405
2536.898,0.03956105,0.0763081,0.06629477,0.02502641,0.0185413,0.02413731,0.02322537,0.03659343,0.02405548,0.04051011,0.05772205,0.0620295,0.04126863,0.04536498,0.03055925,0.04023503,0.0849259
2537.38,0.0397336,0.07639052,0.06615891,0.02491769,0.01865767,0.02419832,0.0231784,0.03665379,0.02392327,0.04060534,0.05761096,0.06195467,0.04167977,0.0453092,0.03043664,0.04033467,0.08490951
2537.862,0.03996314,0.07634135,0.06608649,0.02490685,0.01873458,0.02425032,0.0230779,0.03673179,0.02385454,0.04068555,0.05750898,0.06184936,0.04198221,0.04527676,0.03031513,0.04044581,0.08491778
2538.344,0.04022473,0.07617321,0.06609119,0.02496564,0.01877288,0.02428724,0.02294925,0.03679565,0.02384897,0.04072903,0.057452,0.06173118,0.04210249,0.04528376,0.0302183,0.04055005,0.08494758
2538.827,0.04049203,0.07592934,0.06617697,0.02505344,0.01877536,0.02431183,0.02283053,0.03681717,0.02388642,0.04072379,0.05746504,0.06162161,0.04201096,0.045335,0.03016282,0.04062636,0.08499019
2539.309,0.0407395,0.07566708,0.06633678,0.02513347,0.01874386,0.02433265,0.02275917,0.03678259,0.02393726,0.04067017,0.05755436,0.06153695,0.04173009,0.0454228,0.03015473,0.04065809,0.0850343
2539.791,0.04094053,0.07544744,0.06655063,0.02517984,0.01867961,0.02435967,0.02276292,0.03669879,0.023971,0.04057899,0.05770663,0.0614837,0.04133115,0.04552891,0.0301891,0.04063717,0.0850674
2540.273,0.04107076,0.0753147,0.06678836,0.02518565,0.01858705,0.02439782,0.02284716,0.03659432,0.0239704,0.04046651,0.05789235,0.06145599,0.04091391,0.04563019,0.03025256,0.04056691,0.0850799
2540.755,0.04111184,0.07528669,0.06701555,0.02516058,0.01847658,0.02444486,0.02299384,0.03650827,0.02393607,0.04034958,0.0580749,0.0614402,0.04057289,0.04570669,0.03032995,0.04045899,0.08506716
2541.237,0.04105363,0.07535538,0.06719729,0.0251254,0.0183686,0.02449067,0.02316642,0.03648214,0.02388472,0.0402425,0.05821622,0.061421,0.04038206,0.04574489,0.03040721,0.04032938,0.08502939
2541.719,0.04089981,0.07549243,0.06730764,0.02510285,0.01828945,0.02452245,0.02332256,0.03654284,0.02383979,0.04015447,0.05828889,0.0613904,0.04037143,0.0457436,0.03047634,0.04019162,0.08497049
2542.201,0.04066807,0.07566256,0.06733578,0.02510869,0.0182638,0.02453163,0.0234307,0.03669369,0.02381875,0.04008906,0.0582809,0.06135184,0.04052753,0.04571098,0.03053463,0.04005264,0.08489597
2542.684,0.04039109,0.07582983,0.06728682,0.02514847,0.01830783,0.02451763,0.02347528,0.03691183,0.02382731,0.04004594,0.0581971,0.06131976,0.04080255,0.04566281,0.03058201,0.03991434,0.08481013
2543.166,0.04011042,0.07596828,0.06718024,0.02521413,0.01841897,0.0244914,0.02346283,0.03715258,0.02385617,0.04002161,0.05805729,0.06131354,0.0411346,0.04561514,0.03061749,0.03977489,0.08471478
2543.648,0.03986711,0.07606347,0.0670436,0.0252874,0.01857504,0.02447094,0.02341381,0.03736379,0.02388659,0.04001111,0.0578903,0.06134928,0.04146686,0.04557959,0.0306369,0.03963456,0.0846084
2544.13,0.03969808,0.07611065,0.06690676,0.02534284,0.0187357,0.02447715,0.0233548,0.03749528,0.02389812,0.04000961,0.05772898,0.06143345,0.04175593,0.04556229,0.03063247,0.03949725,0.08448902
2544.612,0.03962453,0.07611264,0.06679351,0.02535678,0.01885621,0.02452475,0.02330643,0.03751767,0.02387851,0.04001348,0.05760111,0.06155899,0.04198058,0.04556292,0.03059675,0.0393716,0.08435667
2545.094,0.03964867,0.07607774,0.06671745,0.02531497,0.01890162,0.02461731,0.02327789,0.03742877,0.02382725,0.040023,0.05752521,0.06170806,0.04213715,0.04557845,0.03052727,0.03926764,0.0842164
2545.576,0.03975325,0.07601893,0.06668175,0.02521676,0.01885591,0.02474572,0.02326823,0.0372544,0.02375412,0.0400413,0.05750917,0.06185624,0.04223237,0.04560618,0.03043101,0.03919357,0.0840802
2546.058,0.03990678,0.07595196,0.06668035,0.02507856,0.01872958,0.02489219,0.02327007,0.03703904,0.02367335,0.04007408,0.05755164,0.06198189,0.04227586,0.04564496,0.03032465,0.03915244,0.08396623
2546.541,0.0400695,0.0758938,0.06670108,0.02492955,0.01855495,0.02503546,0.02327648,0.03683316,0.02359687,0.04012721,0.05764504,0.06207149,0.04227519,0.04569523,0.03023245,0.03914152,0.08389527
2547.022,0.04020024,0.07585997,0.06672841,0.02480511,0.01837627,0.02515646,0.02328432,0.03668032,0.02353077,0.04020289,0.05777989,0.06212066,0.04223631,0.0457566,0.03018107,0.03915465,0.08388678
2547.505,0.04026807,0.07585976,0.06674741,0.02473382,0.01823225,0.02524355,0.02329435,0.0366029,0.02347462,0.04029708,0.05794852,0.06213384,0.04216372,0.0458257,0.03018997,0.03918539,0.0839525
2547.987,0.04025529,0.07589275,0.06674644,0.02472876,0.01814502,0.0252928,0.02330775,0.0366005,0.02342504,0.04039892,0.05814515,0.06212015,0.04206527,0.04589581,0.03026602,0.0392287,0.08409213
2548.469,0.04016184,0.07594822,0.06671885,0.02478229,0.01811471,0.02530516,0.02332224,0.03665293,0.0233804,0.04049096,0.05836385,0.06208929,0.04195338,0.04595757,0.03040096,0.03928151,0.08429123
2548.951,0.04000288,0.07600888,0.06666644,0.02487008,0.01812211,0.02528375,0.02333048,0.03673239,0.02334406,0.04055516,0.05859768,0.06204782,0.04184425,0.04600284,0.03057415,0.03934047,0.08452427
2549.433,0.03980751,0.07605643,0.06659959,0.02495851,0.01813866,0.02523101,0.02332118,0.03681331,0.02332353,0.04057673,0.05883536,0.06200061,0.0417556,0.04602751,0.03075771,0.03939918,0.08475763
2549.915,0.03961173,0.0760781,0.06653684,0.02501737,0.01813851,0.02514846,0.02328446,0.03688067,0.02332719,0.04054786,0.05906216,0.0619517,0.04170295,0.04603228,0.03092327,0.0394465,0.08495511
2550.397,0.03944997,0.07607213,0.06649905,0.02503192,0.01810841,0.02503753,0.02321642,0.03693154,0.02335896,0.04047015,0.05926318,0.06190695,0.04169506,0.0460211,0.03105009,0.03946935,0.08508778
2550.879,0.03935129,0.07604804,0.06650489,0.0250053,0.01805003,0.02490264,0.02312255,0.03697029,0.02341459,0.0403532,0.05942475,0.06187587,0.04173136,0.04599733,0.03112701,0.03945521,0.08513685
2551.362,0.03933406,0.07602312,0.06656311,0.02495554,0.01797557,0.02475255,0.02301614,0.03699972,0.02348088,0.04021221,0.05953798,0.06187122,0.04180187,0.04596021,0.03115191,0.03939859,0.08509883
2551.844,0.03940307,0.07601357,0.06666875,0.02490476,0.01789897,0.0245984,0.02291309,0.03701517,0.02354062,0.04006309,0.05959957,0.06190506,0.04188987,0.04590357,0.03113009,0.03930387,0.0849846
2552.326,0.03955068,0.07603041,0.06680311,0.02487024,0.01782888,0.02445347,0.02282707,0.03700352,0.0235758,0.03992123,0.05960941,0.06198639,0.04197454,0.04581716,0.03107041,0.0391866,0.08481901
2552.808,0.03975835,0.07607332,0.06693943,0.02485637,0.01776506,0.02432878,0.02276479,0.03694801,0.02357529,0.03979892,0.0595682,0.06211598,0.04203557,0.04569216,0.03098325,0.03906915,0.08463546
2553.29,0.04000199,0.07613222,0.06705484,0.02485561,0.01770096,0.02423051,0.02272462,0.03683877,0.02353752,0.03970406,0.05947508,0.0622855,0.0420593,0.04552794,0.0308792,0.03897355,0.08446607
2553.772,0.04025325,0.07619119,0.06713652,0.02485537,0.01763067,0.0241604,0.02269952,0.03667935,0.02347008,0.03964093,0.0593287,0.06247751,0.0420386,0.04533524,0.03076946,0.03891689,0.08433984
2554.254,0.04048426,0.07623454,0.06718875,0.02484807,0.01755614,0.02411687,0.02268117,0.03649088,0.02338581,0.039609,0.05912916,0.06266914,0.0419756,0.04513745,0.03066612,0.03890695,0.08427493
2554.736,0.04067205,0.07625404,0.06722955,0.02483714,0.01749005,0.02409801,0.02266369,0.03630321,0.02329682,0.0396019,0.05888368,0.06283871,0.04188016,0.04496203,0.0305804,0.03894228,0.08427613
2555.219,0.04079792,0.07624912,0.06728482,0.02483837,0.01745484,0.02410374,0.02264468,0.0361485,0.02321012,0.03960843,0.05860991,0.06296851,0.04176821,0.04483673,0.03052155,0.03901592,0.08433689
2555.701,0.04085167,0.07622776,0.06737434,0.02487178,0.017474,0.02413662,0.02262421,0.03604685,0.02312496,0.03961426,0.05833598,0.06304908,0.04166007,0.04477837,0.03049418,0.03911915,0.08444172
2556.183,0.04083261,0.07620031,0.06750216,0.02494983,0.01756186,0.02420004,0.0226022,0.03599921,0.02303446,0.03960716,0.05809337,0.06308003,0.04157607,0.04478849,0.03049672,0.03924433,0.08457235
2556.665,0.04075086,0.07617687,0.06765243,0.02506889,0.01771812,0.02429616,0.0225768,0.03598907,0.02292882,0.03958122,0.05791239,0.06306732,0.04153709,0.04485505,0.03052243,0.03938409,0.08471033
2557.147,0.04062621,0.07616258,0.06779321,0.02520539,0.01792577,0.02442336,0.02254452,0.03599086,0.02280104,0.03954253,0.05781036,0.06302014,0.04155966,0.04495727,0.03056159,0.03952883,0.08484206
2557.629,0.04048445,0.07615721,0.06788784,0.02532429,0.01815769,0.02457512,0.02250233,0.03598241,0.02265156,0.03950834,0.05778713,0.06294578,0.04165271,0.04507551,0.03060656,0.0396653,0.08496036
2558.111,0.04035475,0.07615631,0.06790589,0.02538852,0.01838278,0.0247402,0.02245033,0.03595286,0.02249025,0.03950485,0.05782583,0.06284951,0.04181461,0.04519518,0.03065276,0.03977444,0.0850627
2558.593,0.04026059,0.07615401,0.06783565,0.02537624,0.01857693,0.02490515,0.02239384,0.03590596,0.02233432,0.03955761,0.05789866,0.06273347,0.04203106,0.04531117,0.03070045,0.03983674,0.08515035
2559.075,0.04021375,0.07614625,0.06768788,0.02528898,0.0187283,0.02505606,0.02234175,0.03585482,0.02220405,0.03968089,0.05797772,0.06260046,0.04227589,0.04542411,0.03075138,0.03983869,0.08522592
2559.558,0.04021079,0.07613116,0.06749401,0.02515299,0.01883594,0.02517866,0.02230513,0.03581299,0.02211805,0.03987172,0.05804133,0.06245723,0.04251401,0.04553409,0.03080536,0.03977915,0.08529186
2560.04,0.0402339,0.07611003,0.06729423,0.02500901,0.01890734,0.02526015,0.02229264,0.03578484,0.02208648,0.04010769,0.05808194,0.06231629,0.04271122,0.04563503,0.030856,0.03967467,0.08534873
2560.522,0.04025658,0.07608584,0.06712579,0.02489753,0.01895122,0.02528834,0.02230813,0.03576288,0.02210875,0.04035345,0.05810416,0.06219544,0.04284413,0.04571211,0.03089085,0.03955634,0.08539571
2561.004,0.04025165,0.07606229,0.06701551,0.02484833,0.01897542,0.02525224,0.02235049,0.03573162,0.022173,0.04056897,0.05812067,0.06211454,0.04290534,0.0457432,0.03089351,0.03946475,0.08543005
2561.486,0.04020356,0.07604237,0.06697144,0.02486905,0.01898455,0.02514447,0.02241486,0.03567725,0.02226097,0.04072454,0.05814462,0.06208775,0.04290814,0.04570853,0.03085125,0.039434,0.08544704
2561.968,0.04011374,0.07602774,0.06698558,0.02494764,0.01898255,0.02496385,0.02249514,0.03559665,0.02235291,0.04080731,0.05818347,0.06211889,0.04288109,0.04559799,0.03075993,0.03948222,0.08544168
2562.45,0.04000221,0.07601804,0.06703744,0.02505888,0.01897493,0.02471926,0.02258524,0.0355016,0.0224336,0.04082351,0.05823679,0.06219666,0.04285972,0.04541974,0.03062978,0.03960327,0.0854099
2562.932,0.03989937,0.07601056,0.06710456,0.02517679,0.01896937,0.02442984,0.02267945,0.03541521,0.02249613,0.0407926,0.05829664,0.06229813,0.04287068,0.04520042,0.03048174,0.03976808,0.08535078
2563.415,0.03983598,0.07599949,0.06716716,0.02528197,0.01897468,0.02412437,0.02276999,0.03536359,0.02254283,0.04073908,0.05835083,0.06239327,0.04292438,0.04498075,0.03034371,0.0399313,0.08526872
2563.897,0.03983165,0.07597667,0.06721358,0.02536618,0.01899592,0.02383802,0.02284583,0.03536692,0.02258191,0.04068448,0.05838546,0.06245381,0.04300847,0.04480658,0.03024112,0.04004323,0.08517505
2564.379,0.03988599,0.0759341,0.06724166,0.02543103,0.01903101,0.02360223,0.02289462,0.03543031,0.02262136,0.04064031,0.05838893,0.0624646,0.04309362,0.04471248,0.03018813,0.04006738,0.08508542
2564.861,0.03997909,0.07586621,0.06725714,0.02548336,0.01906858,0.02344108,0.0229044,0.03554589,0.02266418,0.04061064,0.05835233,0.06242783,0.04314196,0.04471422,0.03018491,0.03998829,0.08501671
2565.343,0.04007825,0.07577398,0.0672685,0.02553015,0.01908948,0.02336581,0.02286927,0.03569691,0.02270447,0.04059508,0.0582705,0.06236402,0.04311898,0.04480202,0.03021913,0.03981677,0.08498177
2565.825,0.04015304,0.07566709,0.06728165,0.02557458,0.01907517,0.02337447,0.02279405,0.03586759,0.02272805,0.04059425,0.05814399,0.06230383,0.04300734,0.04494533,0.0302738,0.03958528,0.08498344
2566.307,0.04018598,0.07556432,0.06729603,0.02561728,0.01901077,0.02345315,0.02269521,0.03604763,0.02271678,0.04061159,0.05798089,0.06228015,0.04280916,0.0450979,0.0303346,0.03934129,0.08501213
2566.789,0.0401812,0.07549086,0.06730288,0.02565689,0.01889254,0.02358087,0.02259839,0.03623408,0.02265465,0.04065162,0.05779868,0.06231715,0.04254719,0.04521073,0.03039651,0.03913564,0.08504772
2567.271,0.04016181,0.07546975,0.06728723,0.02569222,0.01872831,0.02373517,0.022529,0.03642678,0.02253607,0.04071432,0.05762187,0.06242023,0.04225549,0.04524725,0.03046381,0.03900745,0.08506665
2567.754,0.04016398,0.07551705,0.06723236,0.025723,0.01853548,0.02389296,0.0225053,0.03662247,0.02236976,0.04078996,0.05748061,0.06257503,0.04197487,0.04518816,0.03054611,0.03898078,0.08505006
2568.236,0.04022179,0.07563403,0.06712688,0.02574795,0.0183355,0.02403338,0.02253093,0.03681095,0.02217895,0.0408567,0.05740239,0.06274969,0.04174452,0.04503816,0.03064899,0.03905811,0.08499124
2568.718,0.04035373,0.07580644,0.06697209,0.02576419,0.01814719,0.02413977,0.02259368,0.0369769,0.0219943,0.04088741,0.05740289,0.06290684,0.04159443,0.04482233,0.03076716,0.03922296,0.08490065
2569.2,0.04055724,0.07600558,0.06678408,0.02576584,0.0179839,0.02419927,0.02266977,0.03710379,0.02184816,0.04085478,0.05748188,0.06300895,0.04154674,0.04458188,0.03088078,0.03944372,0.08480322
2569.682,0.04080861,0.07619578,0.06659319,0.02574597,0.01785218,0.0242051,0.02273346,0.03718183,0.02176344,0.04074394,0.05762106,0.06303083,0.04161171,0.04436388,0.03095867,0.03968214,0.08473043
2570.164,0.04107278,0.07634622,0.06643384,0.02570157,0.01775216,0.02415849,0.02276709,0.03721228,0.02174561,0.0405594,0.05779184,0.06296529,0.04178667,0.04420789,0.03097114,0.0399043,0.08470815
2570.646,0.04131177,0.07643518,0.0663386,0.02563635,0.01768096,0.0240701,0.02276723,0.03720609,0.02178157,0.04032607,0.05796066,0.0628221,0.04205427,0.04414226,0.03089729,0.04008294,0.08474937
2571.128,0.04149628,0.07645717,0.06632568,0.02556404,0.0176337,0.02395817,0.02274648,0.03717858,0.02184103,0.0400829,0.05810201,0.06262547,0.04238149,0.04417451,0.03073851,0.04020471,0.08484754
