absorbance_1,2.6_4A.CSV_1,absorbance_3,2.6_4A.CSV_2,absorbance_5,2.6_4A.CSV_3,absorbance_7,2.6_4A.CSV_4
2326.213,0.042042,2326.213,0.0698452,2326.213,0.06508534,2326.213,0.07355105
2326.695,0.04215671,2326.695,0.06986091,2326.695,0.06489342,2326.695,0.07357999
2327.177,0.04223401,2327.177,0.06984964,2327.177,0.06470867,2327.177,0.07355937
2327.659,0.04225824,2327.659,0.06980886,2327.659,0.06453807,2327.659,0.0734909
2328.142,0.04223141,2328.142,0.06974985,2328.142,0.06438707,2328.142,0.07339621
2328.624,0.04217228,2328.624,0.06969265,2328.624,0.06426017,2328.624,0.07331582
2329.106,0.04210842,2329.106,0.06966078,2329.106,0.06416553,2329.106,0.07329895
2329.588,0.04206714,2329.588,0.06967237,2329.588,0.06411479,2329.588,0.07338937
2330.07,0.04206278,2330.07,0.06973112,2330.07,0.06412069,2330.07,0.07360257
2330.552,0.04209251,2330.552,0.06982435,2330.552,0.06419108,2330.552,0.07391753
2331.034,0.0421383,2331.034,0.06992377,2331.034,0.06432226,2331.034,0.07427788
2331.516,0.04217785,2331.516,0.06999717,2331.516,0.06449787,2331.516,0.07461227
2331.999,0.04219324,2331.999,0.07001359,2331.999,0.0646901,2331.999,0.07485577
2332.481,0.04218049,2332.481,0.06994985,2332.481,0.06486638,2332.481,0.07496972
2332.963,0.04215081,2332.963,0.06979581,2332.963,0.0650017,2332.963,0.07495549
2333.445,0.04212696,2333.445,0.06955512,2333.445,0.06508252,2333.445,0.07484528
2333.927,0.04213531,2333.927,0.06924666,2333.927,0.06510963,2333.927,0.07468797
2334.409,0.0421953,2334.409,0.0688987,2334.409,0.06509327,2334.409,0.07452424
2334.891,0.04231487,2334.891,0.0685503,2334.891,0.06504698,2334.891,0.07437733
2335.373,0.04248717,2335.373,0.06824636,2335.373,0.06498056,2335.373,0.07424942
2335.855,0.04269301,2335.855,0.06802785,2335.855,0.06489585,2335.855,0.07412984
2336.338,0.04290427,2336.338,0.06792401,2336.338,0.06478903,2336.338,0.07400705
2336.82,0.04309143,2336.82,0.06794273,2336.82,0.06465675,2336.82,0.07388104
2337.302,0.04323296,2337.302,0.0680685,2337.302,0.06450213,2337.302,0.07376395
2337.784,0.04331902,2337.784,0.06826398,2337.784,0.06434051,2337.784,0.07367371
2338.266,0.04335609,2338.266,0.06848183,2338.266,0.06419947,2338.266,0.07362307
2338.748,0.04336571,2338.748,0.06868389,2338.748,0.06411055,2338.748,0.07361007
2339.23,0.04337919,2339.23,0.06884889,2339.23,0.06410362,2339.23,0.07361489
2339.712,0.04342743,2339.712,0.06898046,2339.712,0.06419402,2339.712,0.07360553
2340.195,0.04352743,2340.195,0.06910029,2340.195,0.06437568,2340.195,0.07355463
2340.677,0.04367327,2340.677,0.06923024,2340.677,0.0646182,2340.677,0.07345428
2341.159,0.04383158,2341.159,0.0693738,2341.159,0.06487161,2341.159,0.07332831
2341.641,0.04395087,2341.641,0.06950877,2341.641,0.06507936,2341.641,0.0732219
2342.123,0.04397286,2342.123,0.06959844,2342.123,0.06518652,2342.123,0.07317882
2342.605,0.04385627,2342.605,0.06962096,2342.605,0.06515943,2342.605,0.07322179
2343.087,0.04359459,2343.087,0.06958739,2343.087,0.06499482,2343.087,0.0733511
2343.569,0.0432221,2343.569,0.06953444,2343.569,0.06472595,2343.569,0.07355116
2344.052,0.04280622,2344.052,0.06949753,2344.052,0.06441651,2344.052,0.07378902
2344.534,0.04242506,2344.534,0.06949207,2344.534,0.06414375,2344.534,0.07401892
2345.016,0.04214463,2345.016,0.06951497,2345.016,0.06397952,2345.016,0.07419227
2345.498,0.04199146,2345.498,0.06955267,2345.498,0.06396127,2345.498,0.07428131
2345.98,0.04195173,2345.98,0.06959351,2345.98,0.0640827,2345.98,0.07428949
2346.462,0.04198322,2346.462,0.0696343,2346.462,0.06429938,2346.462,0.07424776
2346.944,0.04204051,2346.944,0.06968047,2346.944,0.06454979,2346.944,0.07419796
2347.426,0.04209106,2347.426,0.06974126,2347.426,0.06477506,2347.426,0.07417762
2347.908,0.04212378,2347.908,0.06982186,2347.908,0.06493281,2347.908,0.07421151
2348.391,0.04214603,2348.391,0.06991936,2348.391,0.0650076,2348.391,0.07430671
2348.873,0.04217525,2348.873,0.07001745,2348.873,0.06500589,2348.873,0.07445563
2349.355,0.04222865,2349.355,0.07008937,2349.355,0.06495263,2349.355,0.07463706
2349.837,0.04231315,2349.837,0.07010845,2349.837,0.0648811,2349.837,0.07482027
2350.319,0.04241963,2350.319,0.07006095,2350.319,0.06482716,2350.319,0.07496675
2350.801,0.04252149,2350.801,0.06996167,2350.801,0.06481946,2350.801,0.07503618
2351.283,0.04258306,2351.283,0.06985724,2351.283,0.06487215,2351.283,0.07499768
2351.765,0.04256829,2351.765,0.06981079,2351.765,0.06498277,2351.765,0.07483964
2352.248,0.04245663,2352.248,0.06986301,2352.248,0.06513479,2352.248,0.0745818
2352.729,0.04224906,2352.729,0.06999701,2352.729,0.06530746,2352.729,0.07427355
2353.212,0.04197104,2353.212,0.07015017,2353.212,0.06547969,2353.212,0.07398611
2353.694,0.04166347,2353.694,0.07025834,2353.694,0.06563394,2353.694,0.07378545
2354.176,0.04136917,2354.176,0.07029615,2354.176,0.06575445,2354.176,0.07370882
2354.658,0.04113228,2354.658,0.07027782,2354.658,0.06582056,2354.658,0.07375962
2355.14,0.04099125,2355.14,0.07023358,2355.14,0.06580718,2355.14,0.07390969
2355.622,0.04097693,2355.622,0.07018572,2355.622,0.06569178,2355.622,0.07411636
2356.104,0.04111108,2356.104,0.07013893,2356.104,0.06546491,2356.104,0.07433438
2356.586,0.04139667,2356.586,0.0700985,2356.586,0.06514192,2356.586,0.07452993
2357.069,0.04181083,2357.069,0.07008599,2357.069,0.0647645,2357.069,0.07467765
2357.551,0.04229558,2357.551,0.0701293,2357.551,0.06439889,2357.551,0.0747487
2358.033,0.04276554,2358.033,0.07023039,2358.033,0.06411498,2358.033,0.07472094
2358.515,0.04312782,2358.515,0.07033726,2358.515,0.06396785,2358.515,0.07459965
2358.997,0.04330261,2358.997,0.07037943,2358.997,0.0639853,2358.997,0.0744435
2359.479,0.04325793,2359.479,0.07033765,2359.479,0.06415768,2359.479,0.07434943
2359.961,0.04302165,2359.961,0.07029422,2359.961,0.06444725,2359.961,0.07440095
2360.443,0.04267911,2360.443,0.07035337,2360.443,0.06479665,2360.443,0.07458382
2360.926,0.04234121,2360.926,0.07054397,2360.926,0.06514886,2360.926,0.07478551
2361.408,0.04211058,2361.408,0.07079986,2361.408,0.0654548,2361.408,0.0748722
2361.89,0.04205479,2361.89,0.07101449,2361.89,0.06567445,2361.89,0.07476818
2362.372,0.04218469,2362.372,0.07109112,2362.372,0.06578093,2362.372,0.07447638
2362.854,0.04245881,2362.854,0.07097352,2362.854,0.06576139,2362.854,0.07405699
2363.336,0.04279901,2363.336,0.07069015,2363.336,0.06562033,2363.336,0.07359996
2363.818,0.04312272,2363.818,0.07034174,2363.818,0.06538256,2363.818,0.07318034
2364.3,0.04335997,2364.3,0.07005743,2364.3,0.06509474,2364.3,0.07284529
2364.782,0.04346841,2364.782,0.06993728,2364.782,0.06481743,2364.782,0.07262203
2365.265,0.04343704,2365.265,0.07001445,2365.265,0.06460625,2365.265,0.07253388
2365.747,0.04327826,2365.747,0.07024852,2365.747,0.06450249,2365.747,0.07260401
2366.229,0.04302245,2366.229,0.07054541,2366.229,0.06451871,2366.229,0.07284274
2366.711,0.04270915,2366.711,0.07080398,2366.711,0.06463605,2366.711,0.07323559
2367.193,0.04238567,2367.193,0.07095391,2367.193,0.06481206,2367.193,0.0737349
2367.675,0.04210057,2367.675,0.07098228,2367.675,0.06499484,2367.675,0.07426447
2368.157,0.04189291,2368.157,0.07092592,2368.157,0.06514249,2368.157,0.07474264
2368.639,0.04178936,2368.639,0.07084664,2368.639,0.06522827,2368.639,0.07509697
2369.122,0.04179497,2369.122,0.07079969,2369.122,0.0652452,2369.122,0.0752864
2369.604,0.04189456,2369.604,0.07081002,2369.604,0.0651999,2369.604,0.07530893
2370.086,0.04205646,2370.086,0.07086897,2370.086,0.06510493,2370.086,0.07519409
2370.568,0.04224402,2370.568,0.07094057,2370.568,0.06497402,2370.568,0.07499054
2371.05,0.04242881,2371.05,0.0709826,2371.05,0.06481928,2371.05,0.07474738
2371.532,0.04259565,2371.532,0.07096252,2371.532,0.06465536,2371.532,0.07450601
2372.014,0.04274517,2372.014,0.07087277,2372.014,0.06450182,2372.014,0.07428991
2372.496,0.0428874,2372.496,0.07073149,2372.496,0.06437993,2372.496,0.07410555
2372.979,0.04303205,2372.979,0.0705744,2372.979,0.06431209,2372.979,0.07394805
2373.46,0.04318035,2373.46,0.0704414,2373.46,0.06431139,2373.46,0.07380839
2373.943,0.04332287,2373.943,0.0703596,2373.943,0.06437695,2373.943,0.07367855
2374.425,0.04344139,2374.425,0.07033908,2374.425,0.06449187,2374.425,0.07355554
2374.907,0.04351831,2374.907,0.07036702,2374.907,0.06462813,2374.907,0.07344083
2375.389,0.04354349,2375.389,0.07041605,2375.389,0.06475625,2375.389,0.07333883
2375.871,0.0435176,2375.871,0.07045428,2375.871,0.06485382,2375.871,0.07325395
2376.353,0.0434516,2376.353,0.07045703,2376.353,0.06491385,2376.353,0.0731864
2376.835,0.043361,2376.835,0.07041685,2376.835,0.06494416,2376.835,0.07313317
2377.317,0.04326013,2377.317,0.07034303,2377.317,0.06496321,2377.317,0.07308543
2377.8,0.04315684,2377.8,0.07025635,2377.8,0.06499001,2377.8,0.07303265
2378.282,0.0430539,2378.282,0.07018375,2378.282,0.0650368,2378.282,0.07296421
2378.764,0.04295065,2378.764,0.07014711,2378.764,0.06510424,2378.764,0.07287282
2379.246,0.04284928,2379.246,0.07015761,2379.246,0.06518156,2379.246,0.07275826
2379.728,0.04275756,2379.728,0.07021346,2379.728,0.06525047,2379.728,0.07262745
2380.21,0.04269018,2380.21,0.07030219,2380.21,0.06529156,2380.21,0.07249427
2380.692,0.04266381,2380.692,0.07040761,2380.692,0.06529199,2380.692,0.07237536
2381.174,0.04269349,2381.174,0.07051395,2381.174,0.06524742,2381.174,0.07228691
2381.656,0.04278553,2381.656,0.07061225,2381.656,0.06516512,2381.656,0.07224052
2382.139,0.04293354,2382.139,0.07070162,2382.139,0.06506064,2382.139,0.07223926
2382.621,0.04311757,2382.621,0.07078752,2382.621,0.06495553,2382.621,0.07227769
2383.103,0.04330651,2383.103,0.07087762,2383.103,0.06487222,2383.103,0.07234293
2383.585,0.04346674,2383.585,0.0709755,2383.585,0.064827,2383.585,0.07242003
2384.067,0.04356599,2384.067,0.07107751,2384.067,0.06482761,2384.067,0.07249378
2384.549,0.0435821,2384.549,0.07117052,2384.549,0.06486905,2384.549,0.07255264
2385.031,0.04350895,2385.031,0.07123598,2385.031,0.06493627,2385.031,0.07259083
2385.513,0.04335659,2385.513,0.07125352,2385.513,0.06500559,2385.513,0.07260722
2385.996,0.04315143,2385.996,0.07120863,2385.996,0.06505419,2385.996,0.07260382
2386.478,0.04292712,2386.478,0.07109864,2386.478,0.06506821,2386.478,0.07258335
2386.96,0.0427216,2386.96,0.07093508,2386.96,0.06504755,2386.96,0.07254967
2387.442,0.04256479,2387.442,0.07074223,2387.442,0.06500827,2387.442,0.07250585
2387.924,0.04247203,2387.924,0.07054926,2387.924,0.06497636,2387.924,0.07245583
2388.406,0.04244231,2388.406,0.07038549,2388.406,0.06497962,2388.406,0.07240641
2388.888,0.0424593,2388.888,0.07027045,2388.888,0.06503455,2388.888,0.07236617
2389.37,0.04249833,2389.37,0.07020956,2389.37,0.06513839,2389.37,0.07234574
2389.853,0.04253297,2389.853,0.07019506,2389.853,0.06526732,2389.853,0.07235587
2390.335,0.04254493,2390.335,0.07021008,2390.335,0.06538489,2390.335,0.07240541
2390.817,0.0425276,2390.817,0.07023705,2390.817,0.06545521,2390.817,0.07249825
2391.299,0.04248558,2391.299,0.07026412,2391.299,0.06545554,2391.299,0.07263228
2391.781,0.04243097,2391.781,0.07029099,2391.781,0.06538761,2391.781,0.07279969
2392.263,0.04237618,2392.263,0.0703285,2392.263,0.06527713,2392.263,0.07298723
2392.745,0.0423307,2392.745,0.07039452,2392.745,0.06516656,2392.745,0.07317818
2393.227,0.04229798,2393.227,0.07050485,2393.227,0.06509671,2393.227,0.07335578
2393.709,0.04227837,2393.709,0.07066581,2393.709,0.06509362,2393.709,0.07350598
2394.192,0.04227229,2394.192,0.07086876,2394.192,0.06515896,2394.192,0.07361978
2394.674,0.04228368,2394.674,0.07109132,2394.674,0.06526966,2394.674,0.07369583
2395.156,0.04232063,2395.156,0.07130067,2395.156,0.06538706,2395.156,0.07373998
2395.638,0.04239193,2395.638,0.07146171,2395.638,0.06546964,2395.638,0.07376366
2396.12,0.04250169,2396.12,0.07154869,2396.12,0.06548978,2396.12,0.07377852
2396.602,0.04264479,2396.602,0.07154827,2396.602,0.0654387,2396.602,0.07379287
2397.084,0.04280496,2397.084,0.07146396,2397.084,0.06532827,2397.084,0.07380748
2397.566,0.04296002,2397.566,0.07131256,2397.566,0.06518263,2397.566,0.07381497
2398.049,0.04308662,2398.049,0.07112038,2398.049,0.06503086,2398.049,0.07380252
2398.531,0.04316911,2398.531,0.07091747,2398.531,0.06489701,2398.531,0.07375682
2399.013,0.04320516,2399.013,0.07072975,2399.013,0.06479434,2399.013,0.07367203
2399.495,0.04320554,2399.495,0.07057794,2399.495,0.06472652,2399.495,0.07355294
2399.977,0.04318934,2399.977,0.0704759,2399.977,0.06469064,2399.977,0.07341717
2400.459,0.04317479,2400.459,0.07042862,2400.459,0.06468186,2400.459,0.07328859
2400.941,0.04317437,2400.941,0.07043564,2400.941,0.06469646,2400.941,0.07319497
2401.423,0.04318917,2401.423,0.07049103,2401.423,0.06473266,2401.423,0.07315585
2401.906,0.04321151,2401.906,0.07058372,2401.906,0.06478845,2401.906,0.0731777
2402.388,0.04322952,2402.388,0.07069647,2402.388,0.06485941,2402.388,0.07325365
2402.87,0.04323352,2402.87,0.07081003,2402.87,0.06493521,2402.87,0.07336652
2403.352,0.04322089,2403.352,0.07090815,2403.352,0.06500075,2403.352,0.07349616
2403.834,0.04319597,2403.834,0.07098046,2403.834,0.06503615,2403.834,0.07362393
2404.316,0.04316746,2404.316,0.07102629,2404.316,0.06502337,2404.316,0.07373811
2404.798,0.04314317,2404.798,0.07105403,2404.798,0.06495138,2404.798,0.07383358
2405.28,0.0431263,2405.28,0.07107767,2405.28,0.06482162,2405.28,0.0739087
2405.762,0.04311435,2405.762,0.0711097,2405.762,0.06465181,2405.762,0.07396211
2406.245,0.04310109,2406.245,0.0711548,2406.245,0.0644735,2406.245,0.07399137
2406.727,0.04308041,2406.727,0.07120798,2406.727,0.06432935,2406.727,0.07399353
2407.209,0.04305087,2407.209,0.07125459,2407.209,0.06425968,2407.209,0.07396803
2407.691,0.0430164,2407.691,0.07127773,2407.691,0.0642918,2407.691,0.07391998
2408.173,0.04298521,2408.173,0.07126381,2408.173,0.06443094,2408.173,0.07386151
2408.655,0.04296522,2408.655,0.07121073,2408.655,0.06465609,2408.655,0.07380787
2409.137,0.04295966,2409.137,0.07112844,2409.137,0.0649235,2409.137,0.07377424
2409.619,0.04296398,2409.619,0.07103768,2409.619,0.06517643,2409.619,0.07376944
2410.102,0.04296605,2410.102,0.07096017,2410.102,0.0653661,2410.102,0.07379285
2410.583,0.04295023,2410.583,0.07091299,2410.583,0.0654623,2410.583,0.07383577
2411.066,0.04290138,2411.066,0.07090138,2411.066,0.0654638,2411.066,0.0738855
2411.548,0.04281218,2411.548,0.07091713,2411.548,0.06539655,2411.548,0.07393268
2412.03,0.04268548,2412.03,0.07094254,2412.03,0.06530392,2412.03,0.07397564
2412.512,0.04253646,2412.512,0.07095583,2412.512,0.06523193,2412.512,0.07402124
2412.994,0.0423865,2412.994,0.07094076,2412.994,0.06521022,2412.994,0.0740805
2413.476,0.04226122,2413.476,0.07089003,2413.476,0.06524629,2413.476,0.07416163
2413.958,0.04218277,2413.958,0.07080794,2413.958,0.06532367,2413.958,0.07426292
2414.44,0.04216371,2414.44,0.0707067,2414.44,0.06541242,2414.44,0.07437027
2414.923,0.04220623,2414.923,0.07060323,2414.923,0.06547955,2414.923,0.07445691
2415.405,0.04230144,2415.405,0.07051224,2415.405,0.06550159,2415.405,0.07449244
2415.887,0.04243346,2415.887,0.07044172,2415.887,0.06547219,2415.887,0.07445329
2416.369,0.04258217,2416.369,0.07039221,2416.369,0.06539977,2416.369,0.0743302
2416.851,0.04272837,2416.851,0.07035649,2416.851,0.06530192,2416.851,0.07413387
2417.333,0.04285684,2417.333,0.07032478,2417.333,0.06519599,2417.333,0.07389254
2417.815,0.04295625,2417.815,0.07028721,2417.815,0.06509425,2417.815,0.07364674
2418.297,0.0430193,2418.297,0.07023901,2418.297,0.06500051,2418.297,0.0734389
2418.78,0.04304231,2418.78,0.07018223,2418.78,0.06491324,2418.78,0.07330041
2419.262,0.0430234,2419.262,0.07012682,2419.262,0.06482828,2419.262,0.07324934
2419.744,0.0429641,2419.744,0.07008639,2419.744,0.06474366,2419.744,0.07328418
2420.226,0.04286925,2420.226,0.07007399,2420.226,0.06466031,2420.226,0.07338785
2420.708,0.0427494,2420.708,0.07009695,2420.708,0.06458174,2420.708,0.07353009
2421.19,0.04261991,2421.19,0.07015162,2421.19,0.06451178,2421.19,0.07367712
2421.672,0.04249756,2421.672,0.07022268,2421.672,0.0644531,2421.672,0.07379802
2422.154,0.04239961,2422.154,0.07028452,2422.154,0.06440832,2422.154,0.07386914
2422.636,0.0423369,2422.636,0.0703099,2422.636,0.06438012,2422.636,0.07388099
2423.119,0.0423117,2423.119,0.07027848,2423.119,0.06437399,2423.119,0.07383732
2423.601,0.04231859,2423.601,0.07018455,2423.601,0.06439837,2423.601,0.07375544
2424.083,0.04234637,2424.083,0.07004188,2424.083,0.06446128,2424.083,0.07366003
2424.565,0.0423831,2424.565,0.06988268,2424.565,0.06456745,2424.565,0.07357814
2425.047,0.0424198,2425.047,0.06975107,2425.047,0.06471308,2425.047,0.07353371
2425.529,0.0424535,2425.529,0.06968847,2425.529,0.06488499,2425.529,0.0735395
2426.011,0.04248594,2426.011,0.06972343,2426.011,0.06506135,2426.011,0.07359498
2426.493,0.04252093,2426.493,0.06986158,2426.493,0.06521531,2426.493,0.0736858
2426.976,0.04256087,2426.976,0.07008392,2426.976,0.06532402,2426.976,0.07378789
2427.458,0.04260498,2427.458,0.07035048,2427.458,0.06537252,2427.458,0.07387106
2427.94,0.04264971,2427.94,0.07060932,2427.94,0.06535801,2427.94,0.07390618
2428.422,0.04269243,2428.422,0.07081404,2428.422,0.06529043,2428.422,0.07387366
2428.904,0.0427341,2428.904,0.07093042,2428.904,0.06518938,2428.904,0.07376581
2429.386,0.04278076,2429.386,0.07094587,2429.386,0.06507979,2429.386,0.07359116
2429.868,0.0428419,2429.868,0.07087035,2429.868,0.06498385,2429.868,0.0733714
2430.35,0.04292625,2430.35,0.07073253,2430.35,0.06491838,2430.35,0.07313967
2430.833,0.04303607,2430.833,0.07057228,2430.833,0.06489082,2430.833,0.07293299
2431.314,0.04316461,2431.314,0.07042792,2431.314,0.06489806,2431.314,0.07278117
2431.797,0.04329579,2431.797,0.07033366,2431.797,0.06492922,2431.797,0.0727037
2432.279,0.04340877,2432.279,0.07031033,2432.279,0.06496869,2432.279,0.0727028
2432.761,0.04348614,2432.761,0.07036391,2432.761,0.06500299,2432.761,0.07276432
2433.243,0.04351741,2433.243,0.07048589,2433.243,0.06502393,2433.243,0.07286182
2433.725,0.04350267,2433.725,0.07065542,2433.725,0.06503296,2433.725,0.07296643
2434.207,0.04345026,2434.207,0.0708455,2434.207,0.06503969,2434.207,0.0730567
2434.689,0.04337123,2434.689,0.07102416,2434.689,0.06505944,2434.689,0.07312378
2435.171,0.04327388,2435.171,0.0711625,2435.171,0.06510526,2435.171,0.07317393
2435.654,0.04316101,2435.654,0.0712392,2435.654,0.06518075,2435.654,0.07322374
2436.136,0.04303088,2436.136,0.07124119,2436.136,0.06527606,2436.136,0.0732928
2436.618,0.04288211,2436.618,0.07116734,2436.618,0.06536862,2436.618,0.07339334
2437.1,0.0427188,2437.1,0.07102641,2437.1,0.06542925,2437.1,0.07352532
2437.582,0.0425535,2437.582,0.07083638,2437.582,0.06543045,2437.582,0.0736751
2438.064,0.04240612,2438.064,0.07061914,2438.064,0.06535906,2438.064,0.07382102
2438.546,0.04229836,2438.546,0.07039846,2438.546,0.06522068,2438.546,0.07394094
2439.028,0.04224877,2439.028,0.07019842,2439.028,0.065042,2439.028,0.07401854
2439.51,0.04226502,2439.51,0.07003933,2439.51,0.06486152,2439.51,0.07404774
2439.993,0.04234339,2439.993,0.0699375,2439.993,0.0647197,2439.993,0.07403173
2440.475,0.0424694,2440.475,0.06990377,2440.475,0.06464813,2440.475,0.07397975
2440.957,0.04262531,2440.957,0.06993978,2440.957,0.06465895,2440.957,0.07390125
2441.439,0.04279257,2441.439,0.07003682,2441.439,0.06474534,2441.439,0.07380463
2441.921,0.04295599,2441.921,0.07017344,2441.921,0.06488471,2441.921,0.07369864
2442.403,0.04310466,2442.403,0.07031911,2442.403,0.0650513,2442.403,0.07359429
2442.885,0.04322939,2442.885,0.07043634,2442.885,0.06522246,2442.885,0.07350872
2443.367,0.04332127,2443.367,0.0704893,2443.367,0.06538687,2443.367,0.07346628
2443.85,0.04337132,2443.85,0.07045592,2443.85,0.06554554,2443.85,0.07349097
2444.332,0.04337317,2444.332,0.07033399,2444.332,0.06570677,2444.332,0.07360171
2444.814,0.04332579,2444.814,0.07014824,2444.814,0.06587917,2444.814,0.07380251
2445.296,0.04323644,2445.296,0.06994257,2445.296,0.06606355,2445.296,0.07407822
2445.778,0.04312202,2445.778,0.06977572,2445.778,0.06624885,2445.778,0.07439552
2446.26,0.04300584,2446.26,0.06970212,2446.26,0.06641196,2446.26,0.07471022
2446.742,0.04291067,2446.742,0.06975482,2446.742,0.06652553,2446.742,0.07498112
2447.224,0.04285574,2447.224,0.06993728,2447.224,0.06656177,2447.224,0.07517612
2447.707,0.04285044,2447.707,0.07021824,2447.707,0.06650351,2447.707,0.07528152
2448.189,0.04289372,2448.189,0.07054339,2448.189,0.06634909,2448.189,0.07530121
2448.671,0.04297556,2448.671,0.07084554,2448.671,0.06611409,2448.671,0.07525236
2449.153,0.04308145,2449.153,0.07106777,2449.153,0.06582744,2449.153,0.07515784
2449.635,0.04319779,2449.635,0.07117974,2449.635,0.06552377,2449.635,0.07503843
2450.117,0.04331402,2450.117,0.07118125,2450.117,0.06523888,2450.117,0.07491165
2450.599,0.04342611,2450.599,0.07110113,2450.599,0.06500068,2450.599,0.07479101
2451.081,0.04353542,2451.081,0.0709818,2451.081,0.06482626,2451.081,0.07468715
2451.563,0.04364706,2451.563,0.07086813,2451.563,0.06472392,2451.563,0.07461215
2452.046,0.04376635,2452.046,0.0707887,2452.046,0.06469358,2452.046,0.07457711
2452.528,0.04389494,2452.528,0.07075074,2452.528,0.06473151,2452.528,0.07458995
2453.01,0.04402787,2453.01,0.07074184,2453.01,0.064831,2453.01,0.0746524
2453.492,0.04415226,2453.492,0.07073881,2453.492,0.0649828,2453.492,0.07475649
2453.974,0.04424917,2453.974,0.07071903,2453.974,0.06517307,2453.974,0.07488509
2454.456,0.0442967,2454.456,0.07066935,2454.456,0.06537925,2454.456,0.07501457
2454.938,0.04427923,2454.938,0.07059065,2454.938,0.06557223,2454.938,0.0751217
2455.42,0.04419327,2455.42,0.07049504,2455.42,0.06571911,2455.42,0.07518792
2455.903,0.0440526,2455.903,0.07039965,2455.903,0.06579008,2455.903,0.07520273
2456.385,0.04388515,2456.385,0.07031769,2456.385,0.06577019,2456.385,0.07516523
2456.867,0.04372726,2456.867,0.07025454,2456.867,0.06566483,2456.867,0.07508136
2457.349,0.04361186,2457.349,0.0702058,2457.349,0.06550279,2457.349,0.07496096
2457.831,0.04355416,2457.831,0.07016147,2457.831,0.06532668,2457.831,0.0748147
2458.313,0.04354637,2458.313,0.07011072,2458.313,0.06518459,2458.313,0.07465224
2458.795,0.04355742,2458.795,0.0700473,2458.795,0.06511328,2458.795,0.07448213
2459.277,0.04354718,2459.277,0.06997249,2459.277,0.06512574,2459.277,0.07431113
2459.76,0.04347794,2459.76,0.06989501,2459.76,0.06520821,2459.76,0.07414502
2460.242,0.04333386,2460.242,0.06982885,2460.242,0.065324,2460.242,0.07398792
2460.724,0.0431281,2460.724,0.06978802,2460.724,0.06543031,2460.724,0.07384192
2461.206,0.04290206,2461.206,0.06978495,2461.206,0.06548966,2461.206,0.07370733
2461.688,0.04271226,2461.688,0.06982707,2461.688,0.06548547,2461.688,0.07358365
2462.17,0.04260796,2462.17,0.0699156,2462.17,0.06542479,2462.17,0.07347194
2462.652,0.04261844,2462.652,0.07004479,2462.652,0.0653349,2462.652,0.07337569
2463.134,0.04273942,2463.134,0.0702029,2463.134,0.06525084,2463.134,0.07330263
2463.616,0.04293802,2463.616,0.07037336,2463.616,0.06520013,2463.616,0.07326189
2464.099,0.04316149,2464.099,0.07053638,2464.099,0.06519669,2464.099,0.07326318
2464.581,0.04335878,2464.581,0.0706734,2464.581,0.06523661,2464.581,0.07331219
2465.063,0.04349729,2465.063,0.07077175,2465.063,0.06530346,2465.063,0.07340852
2465.545,0.04356886,2465.545,0.07082772,2465.545,0.06537801,2465.545,0.0735447
2466.027,0.04359038,2466.027,0.07084792,2466.027,0.06544763,2466.027,0.07370755
2466.509,0.04359167,2466.509,0.07084811,2466.509,0.06551129,2466.509,0.07388131
2466.991,0.04360348,2466.991,0.07084922,2466.991,0.06557792,2466.991,0.07404925
2467.473,0.043642,2467.473,0.07086922,2467.473,0.06565998,2467.473,0.07419711
2467.956,0.04370343,2467.956,0.07091782,2467.956,0.06576416,2467.956,0.07431492
2468.438,0.0437647,2468.438,0.07099212,2468.438,0.06588625,2468.438,0.07439655
2468.92,0.04379332,2468.92,0.07107624,2468.92,0.06600874,2468.92,0.07444142
2469.402,0.04375975,2469.402,0.07114585,2469.402,0.06610566,2469.402,0.07445353
2469.884,0.04364707,2469.884,0.07117273,2469.884,0.06614941,2469.884,0.0744427
2470.366,0.04346028,2470.366,0.07113367,2470.366,0.06612185,2470.366,0.07442264
2470.848,0.04322632,2470.848,0.07101745,2470.848,0.06602039,2470.848,0.07440893
2471.33,0.04299021,2471.33,0.07082666,2471.33,0.06586143,2471.33,0.07441729
2471.813,0.04280043,2471.813,0.07057922,2471.813,0.06567606,2471.813,0.07445705
2472.294,0.04269966,2472.294,0.07030618,2472.294,0.06550398,2472.294,0.074531
2472.777,0.04271345,2472.777,0.07004793,2472.777,0.06538507,2472.777,0.07463357
2473.259,0.04284268,2473.259,0.06984346,2473.259,0.06534699,2473.259,0.07475362
2473.741,0.0430642,2473.741,0.06972742,2473.741,0.06540155,2473.741,0.07487814
2474.223,0.04333616,2474.223,0.06972125,2474.223,0.06554057,2474.223,0.07499507
2474.705,0.0436121,2474.705,0.06982707,2474.705,0.06573997,2474.705,0.07509618
2475.187,0.04384874,2475.187,0.07002617,2475.187,0.0659628,2475.187,0.07517491
2475.669,0.04401777,2475.669,0.07028074,2475.669,0.06616893,2475.669,0.0752244
2476.151,0.04411049,2476.151,0.07054469,2476.151,0.06632486,2476.151,0.07523555
2476.634,0.0441363,2476.634,0.07076912,2476.634,0.06640633,2476.634,0.07519651
2477.116,0.04411705,2477.116,0.07091656,2477.116,0.06640248,2477.116,0.0750974
2477.598,0.04407687,2477.598,0.07096972,2477.598,0.06631491,2477.598,0.07493589
2478.08,0.04403911,2478.08,0.07093263,2478.08,0.06615444,2478.08,0.07472417
