absorbance_1,2.6_4A.CSV_1,absorbance_3,2.6_4A.CSV_2,absorbance_5,2.6_4A.CSV_3,absorbance_7,2.6_4A.CSV_4
1523.007,0.03870752,1523.007,0.06587253,1523.007,0.06210125,1523.007,0.06472348
1523.489,0.03922476,1523.489,0.06627607,1523.489,0.0620451,1523.489,0.06504645
1523.971,0.03968996,1523.971,0.06666796,1523.971,0.06196524,1523.971,0.06560435
1524.453,0.04008817,1524.453,0.06696521,1524.453,0.06185108,1524.453,0.06631322
1524.935,0.04041003,1524.935,0.06708726,1524.935,0.06169048,1524.935,0.06711939
1525.417,0.04064411,1525.417,0.06698044,1525.417,0.06149314,1525.417,0.06796598
1525.899,0.04078453,1525.899,0.06665068,1525.899,0.06129951,1525.899,0.06876588
1526.382,0.04084232,1526.382,0.06618775,1526.382,0.0611603,1526.382,0.06942344
1526.864,0.04084278,1526.864,0.06572814,1526.864,0.06110454,1526.864,0.06987002
1527.346,0.04081324,1527.346,0.06539859,1527.346,0.06111969,1527.346,0.07008407
1527.828,0.04076789,1527.828,0.06526044,1527.828,0.06116255,1527.828,0.07009046
1528.31,0.0407063,1528.31,0.06531211,1528.31,0.06118519,1528.31,0.06993873
1528.792,0.04061837,1528.792,0.06551082,1528.792,0.06115098,1528.792,0.06968745
1529.274,0.04049446,1529.274,0.06579797,1529.274,0.0610435,1529.274,0.0693898
1529.756,0.04032868,1529.756,0.06611206,1529.756,0.06085809,1529.756,0.06909265
1530.239,0.04012333,1530.239,0.06639459,1530.239,0.06059244,1530.239,0.06883419
1530.721,0.03988807,1530.721,0.066596,1530.721,0.06023687,1530.721,0.06863957
1531.203,0.03964444,1531.203,0.06666715,1531.203,0.05977427,1531.203,0.06852657
1531.685,0.03943289,1531.685,0.06656198,1531.685,0.05919216,1531.685,0.06850024
1532.167,0.0393118,1532.167,0.06625601,1532.167,0.05851123,1532.167,0.06854532
1532.649,0.03934674,1532.649,0.06578553,1532.649,0.05784104,1532.649,0.06860592
1533.131,0.03955694,1533.131,0.0652938,1533.131,0.0573902,1533.131,0.06859244
1533.613,0.03987058,1533.613,0.06497723,1533.613,0.0573395,1533.613,0.06844863
1534.095,0.04015485,1534.095,0.06495855,1534.095,0.05769048,1534.095,0.06820045
1534.578,0.0403194,1534.578,0.06520702,1534.578,0.05826989,1534.578,0.06792664
1535.06,0.04035747,1535.06,0.06561375,1535.06,0.05888991,1535.06,0.06767976
1535.542,0.04031092,1535.542,0.06607666,1535.542,0.05941928,1535.542,0.06747087
1536.024,0.04024016,1536.024,0.06653547,1536.024,0.05978552,1536.024,0.0672829
1536.506,0.04020757,1536.506,0.06696839,1536.506,0.05994526,1536.506,0.06708805
1536.988,0.04028611,1536.988,0.06736931,1536.988,0.05984682,1536.988,0.06685613
1537.47,0.04055906,1537.47,0.06773869,1537.47,0.05941787,1537.47,0.06654631
1537.952,0.04112178,1537.952,0.06807211,1537.952,0.05854747,1537.952,0.06609359
1538.434,0.04205361,1538.434,0.06832801,1538.434,0.0571006,1538.434,0.06538111
1538.917,0.04334152,1538.917,0.06838165,1538.917,0.05498397,1538.917,0.06423569
1539.399,0.04473623,1539.399,0.06798175,1539.399,0.05235589,1539.399,0.06250854
1539.881,0.04562148,1539.881,0.06685089,1539.881,0.04998872,1539.881,0.06036828
1540.363,0.04540206,1540.363,0.06508219,1540.363,0.04905395,1540.363,0.05853379
1540.845,0.04419109,1540.845,0.06329751,1540.845,0.0500141,1540.845,0.05776608
1541.327,0.04267866,1541.327,0.06208747,1541.327,0.05218802,1541.327,0.05813856
1541.809,0.04135498,1541.809,0.06157844,1541.809,0.05469966,1541.809,0.05922563
1542.291,0.04032507,1542.291,0.06162808,1542.291,0.05707134,1542.291,0.06063318
1542.773,0.0395134,1542.773,0.06206838,1542.773,0.05911477,1542.773,0.0621438
1543.256,0.03883287,1543.256,0.06277037,1543.256,0.0607467,1543.256,0.06365535
1543.738,0.03825979,1543.738,0.06362377,1543.738,0.06188718,1543.738,0.06508674
1544.22,0.03783806,1544.22,0.06450421,1544.22,0.06247512,1544.22,0.06633642
1544.702,0.03762386,1544.702,0.06529048,1544.702,0.06254527,1544.702,0.06731226
1545.184,0.03763357,1545.184,0.06589372,1545.184,0.06222909,1545.184,0.06796814
1545.666,0.03782084,1545.666,0.06627616,1545.666,0.06170059,1545.666,0.06831726
1546.148,0.03810408,1546.148,0.06644494,1546.148,0.06109763,1546.148,0.06841104
1546.63,0.03839943,1546.63,0.06642123,1546.63,0.06050134,1546.63,0.06830183
1547.113,0.0386374,1547.113,0.06622666,1547.113,0.05994853,1547.113,0.06803064
1547.595,0.03877536,1547.595,0.06588028,1547.595,0.05945326,1547.595,0.06762775
1548.077,0.03879362,1548.077,0.06541152,1548.077,0.05903922,1548.077,0.06713185
1548.559,0.03870741,1548.559,0.064874,1548.559,0.05875641,1548.559,0.06660552
1549.041,0.03856809,1549.041,0.06434526,1549.041,0.05867051,1549.041,0.06613412
1549.523,0.03845664,1549.523,0.06391597,1549.523,0.05883422,1549.523,0.06581085
1550.005,0.03843811,1550.005,0.06364427,1550.005,0.05923388,1550.005,0.06568772
1550.487,0.03851991,1550.487,0.06352774,1550.487,0.05978432,1550.487,0.06574676
1550.969,0.03865516,1550.969,0.06351873,1550.969,0.06036255,1550.969,0.06591539
1551.452,0.03877948,1551.452,0.06356955,1551.452,0.0608619,1551.452,0.06611156
1551.934,0.03885235,1551.934,0.06366403,1551.934,0.06121731,1551.934,0.06627863
1552.416,0.03887363,1552.416,0.06382589,1552.416,0.06139005,1552.416,0.06638639
1552.898,0.03889383,1552.898,0.06410359,1552.898,0.06136748,1552.898,0.06643018
1553.38,0.03900088,1553.38,0.06454168,1553.38,0.06116425,1553.38,0.06642478
1553.862,0.03930232,1553.862,0.06514692,1553.862,0.06083046,1553.862,0.06640082
1554.344,0.03987713,1554.344,0.06587021,1554.344,0.06044355,1554.344,0.06640068
1554.826,0.04074827,1554.826,0.06662856,1554.826,0.06008347,1554.826,0.06647099
1555.309,0.04188894,1555.309,0.06734048,1555.309,0.05981425,1555.309,0.06666465
1555.791,0.04325983,1555.791,0.06796741,1555.791,0.05966995,1555.791,0.06704216
1556.273,0.04484292,1556.273,0.06851833,1556.273,0.05966841,1556.273,0.06768925
1556.755,0.04661526,1556.755,0.06903278,1556.755,0.05982548,1556.755,0.06873147
1557.237,0.04847462,1557.237,0.06954712,1557.237,0.0601653,1557.237,0.07032141
1557.719,0.04998878,1557.719,0.07000988,1557.719,0.06069134,1557.719,0.07248084
1558.201,0.05003748,1558.201,0.07011257,1558.201,0.06125832,1558.201,0.07455246
1558.683,0.0475783,1558.683,0.06941149,1558.683,0.0614978,1558.683,0.07501722
1559.166,0.04373082,1559.166,0.06811712,1559.166,0.0612308,1559.166,0.07337881
1559.648,0.04067416,1559.648,0.06701263,1559.648,0.06076369,1559.648,0.07114419
1560.13,0.03898631,1560.13,0.06641442,1560.13,0.06038848,1560.13,0.06949029
1560.612,0.03823669,1560.612,0.06618611,1560.612,0.06016873,1560.612,0.0685444
1561.094,0.03798192,1561.094,0.06613208,1561.094,0.06007314,1561.094,0.06807549
1561.576,0.03796345,1561.576,0.06612067,1561.576,0.06005646,1561.576,0.06785831
1562.058,0.03805002,1562.058,0.06607449,1562.058,0.06008288,1562.058,0.06774969
1562.54,0.03817442,1562.54,0.06594566,1562.54,0.06012249,1562.54,0.06767134
1563.022,0.03830352,1563.022,0.06571086,1563.022,0.06015197,1563.022,0.06759239
1563.505,0.03841699,1563.505,0.06537341,1563.505,0.06015387,1563.505,0.06751618
1563.987,0.03850214,1563.987,0.06497585,1563.987,0.06012226,1563.987,0.06746832
1564.469,0.03855193,1564.469,0.06459062,1564.469,0.06006701,1564.469,0.06747767
1564.951,0.03856309,1564.951,0.06430103,1564.951,0.06001216,1564.951,0.06755969
1565.433,0.03853481,1565.433,0.06416167,1565.433,0.05998696,1565.433,0.06770399
1565.915,0.03846775,1565.915,0.06417707,1565.915,0.06001193,1565.915,0.06788196
1566.397,0.03836181,1566.397,0.06431195,1566.397,0.06009571,1566.397,0.06805818
1566.879,0.03821757,1566.879,0.06451255,1566.879,0.06023407,1566.879,0.06820679
1567.361,0.0380377,1567.361,0.06473035,1567.361,0.06041292,1567.361,0.06831786
1567.844,0.0378346,1567.844,0.06492429,1567.844,0.06060365,1567.844,0.06839566
1568.326,0.03763551,1568.326,0.0650666,1568.326,0.06076163,1568.326,0.06845344
1568.808,0.03748111,1568.808,0.06514483,1568.808,0.06083383,1568.808,0.06850187
1569.29,0.03741106,1569.29,0.06516347,1569.29,0.06078267,1569.29,0.06854104
1569.772,0.03743001,1569.772,0.06514746,1569.772,0.06062585,1569.772,0.06856219
1570.254,0.03750193,1570.254,0.06512878,1570.254,0.06042976,1570.254,0.06856099
1570.736,0.03757668,1570.736,0.06512877,1570.736,0.06026695,1570.736,0.06854118
1571.218,0.03762357,1571.218,0.06514833,1571.218,0.06017426,1571.218,0.06850769
1571.7,0.03763625,1571.7,0.06517841,1571.7,0.06015333,1571.7,0.06845908
1572.183,0.03762196,1572.183,0.06520984,1572.183,0.06018738,1572.183,0.06838928
1572.665,0.03759198,1572.665,0.06523679,1572.665,0.06025048,1572.665,0.0682883
1573.147,0.03755685,1573.147,0.0652556,1573.147,0.06031205,1573.147,0.06814417
1573.629,0.03752615,1573.629,0.06526179,1573.629,0.06033404,1573.629,0.06794456
1574.111,0.03750973,1574.111,0.06524979,1574.111,0.06027355,1574.111,0.06767821
1574.593,0.03752264,1574.593,0.06521567,1574.593,0.06008689,1574.593,0.06734125
1575.075,0.03759061,1575.075,0.06516457,1575.075,0.05975094,1575.075,0.06695323
1575.557,0.03774318,1575.557,0.06511645,1575.557,0.05929992,1575.557,0.06657535
1576.04,0.03799022,1576.04,0.06510266,1576.04,0.05884828,1576.04,0.06630728
1576.522,0.03829563,1576.522,0.06514586,1576.522,0.05853541,1576.522,0.06623179
1577.004,0.03859222,1577.004,0.06524049,1577.004,0.05841777,1577.004,0.06634855
1577.486,0.03882603,1577.486,0.06535888,1577.486,0.05845186,1577.486,0.06658562
1577.968,0.03897701,1577.968,0.06546773,1577.968,0.05856045,1577.968,0.06685935
1578.45,0.0390512,1578.45,0.06554407,1578.45,0.05869067,1578.45,0.06711504
1578.932,0.03906634,1578.932,0.06557605,1578.932,0.05882139,1578.932,0.06733041
1579.414,0.03904672,1579.414,0.06556432,1579.414,0.05895483,1579.414,0.06750737
1579.896,0.03901844,1579.896,0.06551886,1579.896,0.05910306,1579.896,0.06766129
1580.379,0.03901045,1580.379,0.06545956,1580.379,0.05927626,1580.379,0.06781232
1580.861,0.0390473,1580.861,0.06541207,1580.861,0.05947305,1580.861,0.06797587
1581.343,0.03914075,1581.343,0.06539962,1581.343,0.05967701,1581.343,0.06815623
1581.825,0.03928539,1581.825,0.06543703,1581.825,0.0598565,1581.825,0.06834485
1582.307,0.0394565,1582.307,0.0655235,1582.307,0.05997526,1582.307,0.06852356
1582.789,0.03961908,1582.789,0.06564312,1582.789,0.06000726,1582.789,0.06867429
1583.271,0.03973457,1583.271,0.06576841,1583.271,0.05994382,1583.271,0.06878423
1583.753,0.03977446,1583.753,0.06586952,1583.753,0.05979978,1583.753,0.06885172
1584.236,0.03972772,1584.236,0.06592438,1584.236,0.05960746,1584.236,0.06888512
1584.718,0.03960218,1584.718,0.06592179,1584.718,0.05940999,1584.718,0.06890029
1585.2,0.03942215,1585.2,0.06586719,1585.2,0.05924659,1585.2,0.06891522
1585.682,0.03921932,1585.682,0.06577807,1585.682,0.05914128,1585.682,0.06894366
1586.164,0.03902507,1586.164,0.06568125,1586.164,0.05909979,1586.164,0.06899475
1586.646,0.03886094,1586.646,0.06560364,1586.646,0.05911021,1586.646,0.06906828
1587.128,0.03873357,1587.128,0.06556446,1587.128,0.05915254,1587.128,0.06915608
1587.61,0.03863646,1587.61,0.06557286,1587.61,0.05920541,1587.61,0.06924179
1588.093,0.03855432,1588.093,0.06562401,1588.093,0.05925569,1588.093,0.06930376
1588.575,0.03846887,1588.575,0.06570163,1588.575,0.05930205,1588.575,0.06931905
1589.057,0.03836545,1589.057,0.06578006,1589.057,0.0593526,1589.057,0.06926955
1589.539,0.03823977,1589.539,0.06583446,1589.539,0.0594202,1589.539,0.06915031
1590.021,0.03809829,1590.021,0.06584696,1590.021,0.05951557,1590.021,0.06897441
1590.503,0.03795667,1590.503,0.06581137,1590.503,0.05964143,1590.503,0.06877325
1590.985,0.03783313,1590.985,0.06573461,1590.985,0.05979045,1590.985,0.06858604
1591.467,0.03774226,1591.467,0.06563281,1591.467,0.05994763,1591.467,0.06845033
1591.949,0.03769246,1591.949,0.06552654,1591.949,0.06009407,1591.949,0.06839083
1592.432,0.03768418,1592.432,0.06543417,1592.432,0.06021413,1592.432,0.06841058
1592.914,0.03771195,1592.914,0.06536928,1592.914,0.06029902,1592.914,0.06849012
1593.396,0.03776887,1593.396,0.06533899,1593.396,0.0603492,1593.396,0.06859207
1593.878,0.03784987,1593.878,0.06534438,1593.878,0.06037293,1593.878,0.06867685
1594.36,0.03795271,1594.36,0.06538139,1594.36,0.06038287,1594.36,0.06871324
1594.842,0.03807518,1594.842,0.06544338,1594.842,0.06038952,1594.842,0.06869172
1595.324,0.03821184,1595.324,0.06552371,1595.324,0.06039597,1595.324,0.06862585
1595.806,0.03834917,1595.806,0.06561676,1595.806,0.06039795,1595.806,0.06854527
1596.288,0.03846564,1596.288,0.06571884,1596.288,0.06038694,1596.288,0.06848056
1596.771,0.03853894,1596.771,0.06582893,1596.771,0.06035709,1596.771,0.06844933
1597.253,0.03855044,1597.253,0.06594725,1597.253,0.06030989,1597.253,0.06845243
1597.735,0.03849452,1597.735,0.06607441,1597.735,0.06025627,1597.735,0.06847548
1598.217,0.0383816,1598.217,0.06620911,1598.217,0.06021258,1598.217,0.06849775
1598.699,0.03823793,1598.699,0.0663458,1598.699,0.06019585,1598.699,0.06849864
1599.181,0.03810161,1599.181,0.06647404,1599.181,0.0602153,1599.181,0.06846538
1599.663,0.03801151,1599.663,0.0665787,1599.663,0.0602661,1599.663,0.06839646
1600.145,0.03800121,1600.145,0.06664243,1600.145,0.0603265,1600.145,0.06830113
1600.627,0.03808606,1600.627,0.06665201,1600.627,0.06036226,1600.627,0.06819712
1601.11,0.03825875,1601.11,0.06660481,1601.11,0.06033933,1601.11,0.06810513
1601.592,0.03848814,1601.592,0.06651286,1601.592,0.06023534,1601.592,0.0680463
1602.074,0.03872957,1602.074,0.06640267,1602.074,0.06005501,1602.074,0.06803496
1602.556,0.03893837,1602.556,0.06630661,1602.556,0.059832,1602.556,0.06807523
1603.038,0.03908014,1603.038,0.06625438,1603.038,0.05962273,1603.038,0.06815948
1603.52,0.03914158,1603.52,0.06625998,1603.52,0.05948418,1603.52,0.06826952
1604.002,0.0391304,1604.002,0.06631856,1604.002,0.05945445,1604.002,0.06838128
1604.484,0.03906881,1604.484,0.06640904,1604.484,0.05954323,1604.484,0.06846833
1604.967,0.03898428,1604.967,0.06650379,1604.967,0.05973022,1604.967,0.06851006
1605.449,0.03890288,1605.449,0.0665773,1605.449,0.05997429,1605.449,0.06849474
1605.931,0.0388458,1605.931,0.0666116,1605.931,0.06022408,1605.931,0.06842155
1606.413,0.0388255,1606.413,0.0666004,1606.413,0.06043388,1606.413,0.0683002
1606.895,0.03884707,1606.895,0.06654742,1606.895,0.06057077,1606.895,0.06815013
1607.377,0.0389067,1607.377,0.06646386,1607.377,0.06062121,1607.377,0.06799609
1607.859,0.03899441,1607.859,0.06636335,1607.859,0.06059352,1607.859,0.06786083
1608.341,0.03909603,1608.341,0.06625907,1608.341,0.06051237,1608.341,0.06776085
1608.823,0.03919809,1608.823,0.06616264,1608.823,0.06040908,1608.823,0.06770372
1609.306,0.0392916,1609.306,0.06608325,1609.306,0.0603083,1609.306,0.06769009
1609.788,0.03937312,1609.788,0.06603077,1609.788,0.06022428,1609.788,0.06771773
1610.27,0.03944305,1610.27,0.06601416,1610.27,0.06016118,1610.27,0.06778538
1610.752,0.03950228,1610.752,0.06603899,1610.752,0.06011751,1610.752,0.06789168
1611.234,0.03954988,1611.234,0.06610561,1611.234,0.06009171,1611.234,0.06803232
1611.716,0.03958264,1611.716,0.0662066,1611.716,0.06008441,1611.716,0.06819665
1612.198,0.03959587,1612.198,0.06632914,1612.198,0.06009783,1612.198,0.06836812
1612.68,0.03958549,1612.68,0.06645675,1612.68,0.06013406,1612.68,0.06852452
1613.163,0.0395502,1613.163,0.06657328,1613.163,0.06019329,1613.163,0.06864265
1613.645,0.03949156,1613.645,0.06666644,1613.645,0.06027289,1613.645,0.06870378
1614.127,0.03941677,1614.127,0.0667266,1614.127,0.06036635,1614.127,0.06869475
1614.609,0.03933977,1614.609,0.06674856,1614.609,0.06046402,1614.609,0.06861234
1615.091,0.03928149,1615.091,0.06673057,1615.091,0.06055458,1615.091,0.0684664
1615.573,0.03927201,1615.573,0.06667671,1615.573,0.06062643,1615.573,0.06828687
1616.055,0.03933745,1616.055,0.06659745,1616.055,0.06067472,1616.055,0.06812957
1616.537,0.0394793,1616.537,0.0665097,1616.537,0.06070629,1616.537,0.06806315
1617.02,0.03966207,1617.02,0.06643424,1617.02,0.06073719,1617.02,0.0681403
1617.502,0.03983583,1617.502,0.06638585,1617.502,0.06077839,1617.502,0.06836446
1617.984,0.03996717,1617.984,0.06636634,1617.984,0.06082785,1617.984,0.06869732
1618.466,0.04004764,1618.466,0.06636512,1618.466,0.06087581,1618.466,0.06908827
1618.948,0.04008275,1618.948,0.06636602,1618.948,0.06091282,1618.948,0.0694939
1619.43,0.04008178,1619.43,0.06635248,1619.43,0.06093326,1619.43,0.0698823
1619.912,0.04005382,1619.912,0.06630929,1619.912,0.06093725,1619.912,0.07022704
1620.394,0.04000786,1620.394,0.0662244,1620.394,0.06092936,1620.394,0.07050481
1620.876,0.0399548,1620.876,0.06609243,1620.876,0.06091928,1620.876,0.07068909
1621.359,0.03991091,1621.359,0.06592223,1621.359,0.06091986,1621.359,0.07074474
1621.841,0.03989497,1621.841,0.06574335,1621.841,0.06094286,1621.841,0.07063594
1622.323,0.03992216,1622.323,0.06560954,1622.323,0.06099362,1622.323,0.07034248
1622.805,0.03999209,1622.805,0.06558365,1622.805,0.06106305,1622.805,0.06989142
1623.287,0.04008143,1623.287,0.06570184,1623.287,0.06113045,1623.287,0.0693683
1623.769,0.04015424,1623.769,0.06595032,1623.769,0.06117633,1623.769,0.06888701
1624.251,0.0401839,1624.251,0.06627483,1624.251,0.06119557,1624.251,0.06852886
1624.733,0.04016718,1624.733,0.0666162,1624.733,0.06119774,1624.733,0.06831303
1625.215,0.04011859,1625.215,0.06692874,1625.215,0.0611976,1625.215,0.06821845
1625.698,0.04006242,1625.698,0.06718375,1625.698,0.061206,1625.698,0.0682128
1626.18,0.04002203,1626.18,0.06736436,1626.18,0.06122497,1626.18,0.06827223
1626.662,0.0400176,1626.662,0.06745804,1626.662,0.06124733,1626.662,0.06838194
1627.144,0.04005859,1627.144,0.06745849,1627.144,0.06125836,1627.144,0.06853095
1627.626,0.04013957,1627.626,0.06737367,1627.626,0.06124369,1627.626,0.0687059
1628.108,0.04023948,1628.108,0.06723213,1628.108,0.06119827,1628.108,0.06888567
1628.59,0.04033048,1628.59,0.06708,1628.59,0.06113193,1628.59,0.0690489
1629.072,0.04039272,1629.072,0.06696164,1629.072,0.06106383,1629.072,0.06918332
1629.554,0.04041828,1629.554,0.0669075,1629.554,0.06101337,1629.554,0.06928711
1630.037,0.04041079,1630.037,0.06692449,1630.037,0.06099147,1630.037,0.06936673
1630.519,0.04037882,1630.519,0.06700118,1630.519,0.06099896,1630.519,0.06943008
1631.001,0.04033077,1631.001,0.06711524,1631.001,0.0610307,1631.001,0.06948524
1631.483,0.04027226,1631.483,0.06723744,1631.483,0.06108066,1631.483,0.06953758
1631.965,0.04020624,1631.965,0.06733733,1631.965,0.06114677,1631.965,0.06959059
1632.447,0.0401332,1632.447,0.0673806,1632.447,0.06123518,1632.447,0.06964723
1632.929,0.04005109,1632.929,0.06733347,1632.929,0.06136275,1632.929,0.06971148
1633.411,0.03995458,1633.411,0.06716383,1633.411,0.06155559,1633.411,0.06978846
1633.894,0.03983419,1633.894,0.06684808,1633.894,0.06184154,1633.894,0.0698779
1634.376,0.03967857,1634.376,0.06638834,1634.376,0.06222935,1634.376,0.06996083
1634.858,0.03948572,1634.858,0.06584647,1634.858,0.06266706,1634.858,0.06998041
1635.34,0.03928751,1635.34,0.06538016,1635.34,0.06300016,1635.34,0.0698425
1635.822,0.03915856,1635.822,0.06518321,1635.822,0.06304099,1635.822,0.06950493
1636.304,0.0391698,1636.304,0.06533329,1636.304,0.06274281,1636.304,0.06906854
1636.786,0.03932952,1636.786,0.06572761,1636.786,0.06225374,1636.786,0.06871314
1637.268,0.03958988,1637.268,0.06620216,1637.268,0.06175696,1637.268,0.06854346
1637.75,0.03989636,1637.75,0.06664154,1637.75,0.06135445,1637.75,0.06856674
1638.233,0.04020418,1638.233,0.06699077,1638.233,0.06107283,1638.233,0.06874452
1638.715,0.04047984,1638.715,0.06723607,1638.715,0.06090041,1638.715,0.0690277
1639.197,0.0406943,1639.197,0.06738135,1639.197,0.0608171,1639.197,0.06936926
1639.679,0.04082391,1639.679,0.0674426,1639.679,0.06080684,1639.679,0.06972127
1640.161,0.04086006,1640.161,0.06744459,1640.161,0.06086042,1640.161,0.07003883
1640.643,0.04081067,1640.643,0.06741791,1640.643,0.06097678,1640.643,0.07027987
1641.125,0.04070255,1641.125,0.0673916,1641.125,0.0611597,1641.125,0.07041541
1641.607,0.04057111,1641.607,0.06738339,1641.607,0.06141348,1641.607,0.07043772
1642.09,0.04045376,1642.09,0.06739625,1642.09,0.06173836,1642.09,0.0703591
1642.572,0.04037897,1642.572,0.067417,1642.572,0.06212698,1642.572,0.07020843
1643.054,0.040361,1643.054,0.06742277,1643.054,0.06256725,1643.054,0.07002042
1643.536,0.04040403,1643.536,0.06738608,1643.536,0.06303868,1643.536,0.0698356
1644.018,0.04050615,1644.018,0.06728652,1644.018,0.06351536,1644.018,0.06969478
1644.5,0.04066718,1644.5,0.06711779,1644.5,0.06396649,1644.5,0.06964023
1644.982,0.04089222,1644.982,0.06690418,1644.982,0.0643434,1644.982,0.06971692
1645.464,0.0411904,1645.464,0.06671108,1645.464,0.0645716,1645.464,0.06996296
1645.947,0.04155895,1645.947,0.06664024,1645.947,0.06455374,1645.947,0.07038271
1646.429,0.04195086,1646.429,0.06678133,1646.429,0.06422846,1646.429,0.07089197
1646.911,0.04227168,1646.911,0.06711398,1646.911,0.06367847,1646.911,0.07133198
1647.393,0.04244978,1647.393,0.06750295,1647.393,0.0631223,1647.393,0.07159567
1647.875,0.04250332,1647.875,0.06782325,1647.875,0.06274796,1647.875,0.07171351
1648.357,0.04250353,1648.357,0.06804597,1648.357,0.06259727,1648.357,0.07177495
1648.839,0.04251411,1648.839,0.06819609,1648.839,0.06262597,1648.839,0.07183584
1649.321,0.04257913,1649.321,0.06830458,1649.321,0.06277885,1649.321,0.07191247
1649.803,0.04272657,1649.803,0.06838848,1649.803,0.06301541,1649.803,0.07199854
1650.286,0.04298173,1650.286,0.06844711,1650.286,0.06330961,1650.286,0.07208717
1650.768,0.0433742,1650.768,0.06846789,1650.768,0.06363482,1650.768,0.07217916
1651.25,0.04394019,1651.25,0.06843282,1651.25,0.06395614,1651.25,0.0722895
1651.732,0.04470187,1651.732,0.06834356,1651.732,0.06420992,1651.732,0.07243781
1652.214,0.0455775,1652.214,0.06826454,1652.214,0.06428768,1652.214,0.07260537
1652.696,0.04625407,1652.696,0.06833398,1652.696,0.06409335,1652.696,0.07267845
1653.178,0.04629149,1653.178,0.06863328,1653.178,0.06372231,1653.178,0.07250717
1653.66,0.04569375,1653.66,0.06904272,1653.66,0.06346028,1653.66,0.07215262
1654.142,0.04491635,1654.142,0.06939384,1654.142,0.06342904,1654.142,0.07182434
1654.625,0.04427443,1654.625,0.06961957,1654.625,0.06353992,1654.625,0.07160137
1655.107,0.04382176,1655.107,0.06971721,1655.107,0.0636794,1655.107,0.07143883
1655.589,0.04351105,1655.589,0.06970608,1655.589,0.06378809,1655.589,0.0712774
1656.071,0.0432903,1656.071,0.06960966,1656.071,0.06384599,1656.071,0.07108644
1656.553,0.0431211,1656.553,0.06945366,1656.553,0.06385691,1656.553,0.07086683
1657.035,0.04297775,1657.035,0.06926197,1657.035,0.06383638,1657.035,0.0706372
1657.517,0.04284145,1657.517,0.06905827,1657.517,0.0638047,1657.517,0.07042742
1657.999,0.04269843,1657.999,0.06886361,1657.999,0.06378156,1657.999,0.07026501
1658.481,0.04253933,1658.481,0.0686927,1658.481,0.06378017,1658.481,0.07016291
1658.964,0.0423604,1658.964,0.06855587,1658.964,0.06380716,1658.964,0.07011785
1659.446,0.04216677,1659.446,0.06845731,1659.446,0.06386073,1659.446,0.07010814
1659.928,0.04197205,1659.928,0.06839643,1659.928,0.06393217,1659.928,0.07010186
1660.41,0.04180158,1660.41,0.06837016,1660.41,0.06400703,1660.41,0.07006307
1660.892,0.04168873,1660.892,0.06837399,1660.892,0.06406494,1660.892,0.06996665
1661.374,0.0416659,1661.374,0.06840312,1661.374,0.06408285,1661.374,0.06981102
1661.856,0.04175003,1661.856,0.06844804,1661.856,0.0640379,1661.856,0.06962845
1662.338,0.04192184,1662.338,0.06849664,1662.338,0.06392185,1662.338,0.06948207
1662.821,0.04212553,1662.821,0.06854062,1662.821,0.06375249,1662.821,0.06943545
1663.303,0.04229247,1663.303,0.06858297,1663.303,0.06357279,1663.303,0.06951813
1663.785,0.04238315,1663.785,0.06863569,1663.785,0.06342793,1663.785,0.06970897
1664.267,0.04239666,1664.267,0.06871051,1664.267,0.06334689,1664.267,0.06995862
1664.749,0.04235457,1664.749,0.0688123,1664.749,0.06334294,1664.749,0.07021698
1665.231,0.04228148,1665.231,0.06893811,1665.231,0.06341749,1665.231,0.07045104
1665.713,0.04219641,1665.713,0.06908,1665.713,0.06356789,1665.713,0.070646
1666.195,0.04211112,1666.195,0.06922575,1666.195,0.06378852,1666.195,0.07080149
1666.677,0.04203149,1666.677,0.06935956,1666.677,0.06407131,1666.677,0.07092836
1667.16,0.04196126,1667.16,0.06946246,1667.16,0.06440137,1667.16,0.07104258
1667.642,0.04190662,1667.642,0.06951238,1667.642,0.06474863,1667.642,0.07115866
1668.124,0.04187749,1668.124,0.06949168,1668.124,0.06506874,1668.124,0.07127982
1668.606,0.04188583,1668.606,0.06939679,1668.606,0.0653025,1668.606,0.07138991
1669.088,0.04193566,1669.088,0.06924903,1669.088,0.06539677,1669.088,0.07145394
1669.57,0.04201319,1669.57,0.06909057,1669.57,0.06533565,1669.57,0.07144193
1670.052,0.04208734,1670.052,0.06896652,1670.052,0.06516074,1670.052,0.07135771
1670.534,0.0421298,1670.534,0.06889782,1670.534,0.06494649,1670.534,0.07124062
1671.017,0.042133,1671.017,0.06887606,1671.017,0.06475481,1671.017,0.07113273
1671.499,0.04210919,1671.499,0.06887631,1671.499,0.0646187,1671.499,0.07105827
1671.981,0.04207977,1671.981,0.06887332,1671.981,0.06454799,1671.981,0.07102116
1672.463,0.04206482,1672.463,0.0688483,1672.463,0.0645419,1672.463,0.07101523
1672.945,0.04208151,1672.945,0.06879184,1672.945,0.06459818,1672.945,0.07103974
1673.427,0.04214033,1673.427,0.06870688,1673.427,0.06471311,1673.427,0.07110387
1673.909,0.04224303,1673.909,0.06861261,1673.909,0.06487796,1673.909,0.07122415
1674.391,0.04237846,1674.391,0.06855029,1674.391,0.0650702,1674.391,0.07141146
1674.874,0.04252344,1674.874,0.06857213,1674.874,0.06525343,1674.874,0.07165162
