absorbance_6.4_1A,6.4_1A,6.4_2A,6.4_3A,6.8_1A,6.8_2A,6.8_3A
538.5244,0.02908971,0.02578255,0.08101653,0.04027909,0.01243823,0.0766127
539.0065,0.02391201,0.03105002,0.08304533,0.03757701,0.01802879,0.06834705
539.4886,0.01772156,0.03718403,0.08166176,0.03685645,0.02277346,0.0566846
539.9708,0.01127254,0.04539096,0.08077679,0.03636749,0.0255224,0.04409454
540.4529,0.00556048,0.05405071,0.07942317,0.03634769,0.02551493,0.03321248
540.935,0.001573741,0.0622883,0.0770648,0.03688955,0.02312183,0.02624364
541.4171,0.0,0.06960375,0.07227264,0.03876273,0.02000217,0.02434833
541.8992,0.0009346157,0.07403029,0.06326146,0.04147194,0.01672216,0.02722285
542.3813,0.003925793,0.07751621,0.05383856,0.04260293,0.01435173,0.03339908
542.8635,0.00816936,0.07913394,0.04227775,0.04272565,0.01349749,0.04085374
543.3456,0.01290686,0.07877261,0.02966901,0.04148777,0.01406286,0.04789869
543.8277,0.01762151,0.07611645,0.01675553,0.03964529,0.01586712,0.05350403
544.3098,0.02216466,0.07161826,0.006810613,0.03644235,0.01800926,0.05745566
544.7919,0.02668381,0.06544773,0.0008020103,0.03323277,0.02049623,0.06015648
545.274,0.03145404,0.05841403,0.0,0.03042934,0.0232905,0.06224634
545.7562,0.03667875,0.05121431,0.002901815,0.02941653,0.02694995,0.06417451
546.2383,0.04235854,0.04584435,0.01100571,0.02802512,0.03095292,0.06590748
546.7204,0.04830006,0.04120166,0.01751632,0.02857081,0.03555909,0.06689506
547.2025,0.05420561,0.03806747,0.02245367,0.02945088,0.04010613,0.0662806
547.6846,0.05980689,0.03613678,0.02495071,0.0303007,0.04407322,0.06333274
548.1667,0.06492261,0.0349516,0.02557484,0.03077081,0.04695665,0.05776364
548.6489,0.06950325,0.03426574,0.0267101,0.03011661,0.04827493,0.05005951
549.131,0.0735856,0.03339377,0.02853023,0.02934423,0.0483108,0.04140121
549.6131,0.07722309,0.03151842,0.03093278,0.02878103,0.04684101,0.03347405
550.0952,0.08039572,0.02859952,0.03317003,0.02877852,0.04394623,0.02784968
550.5773,0.08296365,0.02498867,0.0341335,0.02950201,0.03984689,0.02547464
551.0594,0.0846864,0.02128147,0.0328304,0.03097165,0.03502623,0.0265857
551.5416,0.08529254,0.01810902,0.02876172,0.03315443,0.03018543,0.03074165
552.0237,0.08460553,0.01607028,0.02259647,0.0355799,0.02598272,0.03714274
552.5058,0.08259946,0.01545791,0.0158033,0.03799558,0.02332033,0.04481167
552.9879,0.07945128,0.01589962,0.009060144,0.04118526,0.02329426,0.05283974
553.47,0.07549566,0.01818346,0.006784715,0.04297473,0.02572238,0.0605034
553.9521,0.07117386,0.02103914,0.007036507,0.04452462,0.03043419,0.0672389
554.4343,0.06690525,0.0247238,0.01071019,0.04466706,0.03632244,0.07269806
554.9164,0.06302579,0.02932946,0.01721648,0.0425779,0.04208626,0.07668038
555.3985,0.05978867,0.03450847,0.02431242,0.03817501,0.04656845,0.07906179
555.8806,0.057327,0.03998338,0.03013331,0.03162467,0.04899766,0.07977571
556.3627,0.05566065,0.04587303,0.03494265,0.02271217,0.04897748,0.0788136
556.8448,0.05467471,0.05087651,0.03686632,0.01357621,0.04688829,0.07625999
557.327,0.0541225,0.05423026,0.03632868,0.005808741,0.04321315,0.07233067
557.8091,0.05363951,0.05538448,0.0345352,0.0009354539,0.03845407,0.06740062
558.2912,0.05281151,0.05414183,0.0330939,0.0,0.03300133,0.06200534
558.7733,0.05132376,0.05157873,0.03631029,0.001346633,0.02672704,0.05674283
559.2554,0.04905659,0.04539283,0.03769529,0.008679319,0.02078473,0.05225812
559.7375,0.04619337,0.03895862,0.04323658,0.01698627,0.01508342,0.04916289
560.2197,0.04319386,0.03234135,0.05097531,0.02520688,0.01011931,0.04789532
560.7018,0.04072808,0.02640024,0.05951829,0.03173376,0.006405544,0.04869348
561.1839,0.03947604,0.0219641,0.06758046,0.03533383,0.004190888,0.05150123
561.666,0.03988197,0.01980608,0.07335485,0.03664598,0.003948674,0.05597372
562.1481,0.04207085,0.01844097,0.07440906,0.03689464,0.004862688,0.06147455
562.6302,0.04580028,0.0195727,0.07475007,0.0354491,0.006391052,0.06714766
563.1124,0.05058579,0.02197278,0.07344134,0.03456136,0.008166695,0.07208682
563.5945,0.05579581,0.02480164,0.07163697,0.03524782,0.009797171,0.07535401
564.0766,0.06084035,0.0270963,0.07042047,0.03792604,0.01112211,0.07619655
564.5587,0.06532219,0.02804097,0.0705198,0.04232948,0.01217487,0.07421234
565.0408,0.06903928,0.02715838,0.07222684,0.04768451,0.01300316,0.06941459
565.5229,0.07199171,0.02452568,0.07543633,0.05298192,0.01358589,0.06230542
566.0051,0.07427972,0.02070573,0.07997707,0.05731884,0.01383861,0.0537426
566.4872,0.0760202,0.01664356,0.08575993,0.0600012,0.01368086,0.04490428
566.9693,0.07727735,0.01339065,0.09274308,0.06075276,0.01314498,0.03699308
567.4514,0.07806639,0.01182106,0.1008713,0.05973595,0.01243553,0.03095476
567.9335,0.07839689,0.0124554,0.1097108,0.05746739,0.01193485,0.02732354
568.4156,0.07831501,0.01499833,0.1172811,0.05551447,0.01228248,0.02603557
568.8978,0.07790957,0.01957802,0.1240326,0.05266394,0.01283576,0.02655256
569.3799,0.07727949,0.02595483,0.1289705,0.04927867,0.01340534,0.02808713
569.862,0.07647793,0.03156366,0.1258436,0.04833895,0.01381586,0.02998382
570.3441,0.07549737,0.03657906,0.1164501,0.04860939,0.0132723,0.03193121
570.8262,0.07429799,0.04092827,0.1031283,0.04916305,0.01131893,0.03401152
571.3083,0.07288855,0.04363379,0.0866605,0.05064013,0.008271154,0.03658212
571.7905,0.07140618,0.04444405,0.06987685,0.05300331,0.004797056,0.04002653
572.2726,0.07017343,0.04343963,0.05564373,0.05612645,0.001835637,0.04451002
572.7547,0.06963257,0.04185064,0.04789389,0.0585385,0.0,0.04980714
573.2368,0.0702743,0.03873007,0.0428323,0.06212132,0.0001927838,0.05529096
573.7189,0.07249781,0.03555065,0.04130895,0.0650889,0.002328813,0.06004832
574.201,0.0764337,0.03287109,0.04155697,0.06674674,0.006174136,0.06321115
574.6832,0.08180493,0.0309632,0.04167365,0.06652962,0.01123803,0.06415746
575.1653,0.08781423,0.02967569,0.0405575,0.06422897,0.01688483,0.06279066
575.6474,0.09332632,0.02847182,0.03830765,0.06010101,0.02245718,0.05960736
576.1295,0.09708601,0.02664019,0.03609451,0.05488048,0.0272583,0.05558863
576.6116,0.09818781,0.02369613,0.03547879,0.04961461,0.03063426,0.05186517
577.0938,0.09639605,0.01965695,0.03748058,0.0452653,0.03210953,0.04927296
577.5759,0.0920815,0.01511163,0.04209807,0.04255822,0.03147567,0.04820604
578.058,0.08601654,0.01099159,0.04834373,0.04175887,0.02887724,0.04854145
578.5401,0.07904506,0.008223278,0.05458704,0.04272921,0.02476502,0.04980617
579.0222,0.07200471,0.007461146,0.0592387,0.04501671,0.02000133,0.05134185
579.5043,0.06557621,0.008698473,0.06134296,0.04796205,0.01569537,0.05256631
579.9865,0.06019291,0.01123821,0.06088442,0.05090023,0.01292559,0.05320641
580.4686,0.05604608,0.013795,0.05858566,0.05321465,0.01241961,0.05338529
580.9507,0.0530524,0.01509818,0.05555947,0.05457415,0.01424465,0.05361485
581.4328,0.0509535,0.01444442,0.05277783,0.05497012,0.01786874,0.05455563
581.9149,0.04942081,0.01187455,0.05082728,0.05462551,0.02234983,0.05683412
582.397,0.04819887,0.00812102,0.04982294,0.05384596,0.02673417,0.06076835
582.8792,0.04718246,0.004220206,0.04957291,0.05286416,0.03032817,0.06627479
583.3613,0.04643773,0.001264878,0.04984436,0.05183565,0.03278906,0.0728462
583.8434,0.04617164,0.0,0.05050952,0.05080251,0.03412397,0.07966049
584.3255,0.04664173,0.0006610062,0.05165624,0.04975851,0.03456229,0.08577587
584.8076,0.04806195,0.002998496,0.05348151,0.04870974,0.03441196,0.09025447
585.2897,0.05047179,0.006389418,0.05614398,0.04769436,0.03392879,0.09244394
585.7719,0.05367899,0.01007525,0.05962722,0.04677359,0.03328296,0.09207155
586.254,0.0572351,0.01329064,0.06370518,0.0459768,0.0325697,0.08926335
586.7361,0.06053383,0.01548943,0.06797517,0.04528116,0.03185019,0.08450375
587.2182,0.06291693,0.01757134,0.06877847,0.0451313,0.03024442,0.07851997
587.7003,0.0638058,0.01801647,0.06948127,0.04455626,0.02865428,0.07217611
588.1824,0.06290898,0.01698655,0.07014802,0.04341373,0.02729785,0.06624686
588.6646,0.06028014,0.01489961,0.07098156,0.04171128,0.02635504,0.06135947
589.1467,0.05634714,0.01235463,0.07230359,0.03965774,0.02595595,0.05792465
589.6288,0.05178004,0.009947281,0.07443011,0.03761931,0.02618523,0.0560875
590.1109,0.04740534,0.008188925,0.07755392,0.03608757,0.02711973,0.05576352
590.593,0.04404698,0.007378214,0.08159588,0.03556858,0.02881832,0.05664521
591.0751,0.04230057,0.007522471,0.08616585,0.03640925,0.03127076,0.05828528
591.5573,0.04245059,0.008357318,0.09059893,0.03869184,0.03431521,0.060148
592.0394,0.04436161,0.009438829,0.09415195,0.04212955,0.03758933,0.0617502
592.5215,0.04756002,0.01034621,0.09628312,0.04614944,0.04060137,0.06281419
593.0036,0.05136193,0.01079014,0.09674253,0.04999825,0.04280724,0.06329178
593.4857,0.05508862,0.01071686,0.09563245,0.05296352,0.0437792,0.06334251
593.9678,0.05825553,0.01027419,0.09330456,0.05458355,0.04334489,0.06321242
594.45,0.06056029,0.009737125,0.09025627,0.0546727,0.04161333,0.06314912
594.9321,0.06189919,0.009390634,0.08700128,0.0533833,0.03898878,0.06331079
595.4142,0.06231507,0.009424474,0.0839485,0.05112747,0.03604999,0.06373891
595.8963,0.06195704,0.009906494,0.08139431,0.04852093,0.03348181,0.06437464
596.3784,0.06105919,0.01077653,0.07947578,0.04621104,0.03187225,0.06509049
596.8605,0.05990613,0.01190797,0.07820183,0.04469746,0.03157112,0.06574224
597.3427,0.05883404,0.01315778,0.07749389,0.04426268,0.03266997,0.06618476
597.8248,0.05815906,0.01442545,0.07722316,0.04486804,0.0349943,0.06629512
598.3069,0.05809896,0.01567193,0.07724078,0.04620361,0.03819434,0.06598588
598.789,0.05870771,0.01691238,0.07737447,0.04775719,0.04178405,0.0652049
599.2711,0.05980384,0.01820005,0.07746412,0.04900447,0.04525122,0.06396421
599.7532,0.0610047,0.01959317,0.07740231,0.04958903,0.0481413,0.06236543
600.2354,0.06179622,0.02112479,0.07717247,0.0494229,0.05009892,0.06062726
600.7175,0.0617463,0.02276592,0.0768826,0.04872868,0.05097552,0.05905362
601.1996,0.0606552,0.02440894,0.07674254,0.04792179,0.05082932,0.05798114
601.6817,0.05863374,0.02585892,0.07700507,0.04747072,0.04989149,0.05772262
602.1638,0.05607191,0.02688064,0.07784247,0.04768613,0.04845656,0.05846063
602.6459,0.05351533,0.02724905,0.07926802,0.04863964,0.04678372,0.06020496
603.1281,0.05151663,0.02682157,0.08107574,0.05013597,0.04502058,0.06276768
603.6102,0.05041867,0.02562612,0.08289194,0.05179801,0.04316886,0.06580275
604.0923,0.05028488,0.02389228,0.08427081,0.05317417,0.04112812,0.06886272
604.5744,0.05088247,0.02203978,0.08484565,0.05386343,0.0387914,0.07148113
605.0565,0.05181687,0.02053721,0.08449903,0.05364478,0.03615827,0.07331028
605.5386,0.05268248,0.01979831,0.08341497,0.05249204,0.03341471,0.07415314
606.0208,0.05323419,0.02004766,0.08205817,0.05056328,0.03094717,0.07400057
606.5029,0.05347824,0.02125122,0.08098591,0.04812581,0.02921519,0.07300091
606.985,0.05363771,0.02313991,0.08071541,0.04550889,0.02864179,0.07141498
607.4671,0.0540266,0.0252912,0.08152442,0.0430432,0.02943534,0.06954744
607.9492,0.05485857,0.02729505,0.08335594,0.04098983,0.03149506,0.0676567
608.4313,0.0561401,0.02882951,0.08583524,0.03954325,0.03442065,0.06593248
608.9135,0.05762006,0.0297554,0.08836631,0.03879153,0.03761443,0.06445029
609.3956,0.05890303,0.03010871,0.09034669,0.03870818,0.04049274,0.06317393
609.8777,0.05956789,0.03003345,0.09126072,0.03915543,0.04257431,0.06198239
610.3598,0.05936399,0.02969201,0.09084249,0.03990743,0.04361732,0.06072539
610.8419,0.05831745,0.02918582,0.08911404,0.04071823,0.04363865,0.05930209
611.324,0.05674519,0.0285415,0.08636205,0.04136566,0.04286951,0.05771556
611.8062,0.05514936,0.02773177,0.08305095,0.04173745,0.04167044,0.05611439
612.2883,0.05401101,0.02673111,0.07967559,0.04186372,0.04041036,0.05475361
612.7704,0.05366318,0.02556386,0.07670552,0.04190718,0.039422,0.05395222
613.2525,0.05415288,0.02432336,0.07446608,0.04209777,0.03891686,0.05396737
613.7346,0.05527021,0.0231447,0.07310051,0.04263576,0.03896257,0.05490104
614.2167,0.05663524,0.02217628,0.0725842,0.04363473,0.03948226,0.0566503
614.6989,0.05786388,0.02152015,0.07273371,0.04506175,0.04026222,0.05890207
615.181,0.05869897,0.02120626,0.07326795,0.04675068,0.04099638,0.06121443
615.6631,0.05906382,0.02118948,0.07385486,0.0484331,0.04131597,0.06310104
616.1452,0.05907447,0.02137111,0.07422972,0.04982954,0.04091192,0.06422082
616.6273,0.05895555,0.02163312,0.07426402,0.05072154,0.03961859,0.06448192
617.1094,0.05895559,0.02185486,0.07400223,0.05098295,0.03748625,0.06407487
617.5916,0.05923045,0.02194168,0.07363904,0.05060136,0.03479284,0.06338391
618.0737,0.05980388,0.02181861,0.07343078,0.04963416,0.03198935,0.06283712
618.5558,0.06056992,0.02142413,0.07360803,0.04817593,0.02960985,0.0627655
619.0379,0.06135171,0.02072318,0.0742773,0.04633173,0.02808558,0.06327359
619.52,0.06195767,0.01971462,0.07540552,0.0442343,0.02765584,0.06424014
620.0021,0.06224357,0.01844733,0.07684252,0.04206768,0.0282907,0.06535482
620.4843,0.06215959,0.01701403,0.0783976,0.04004298,0.02971644,0.06624375
620.9664,0.0617459,0.01554572,0.07990352,0.03838725,0.03148941,0.06655102
621.4485,0.06112077,0.01418906,0.08127569,0.03728425,0.03312353,0.06603426
621.9306,0.06042795,0.01306805,0.08252545,0.03680439,0.03426054,0.06462551
622.4127,0.05980347,0.0122787,0.08371105,0.03688136,0.03471963,0.06242228
622.8948,0.05933582,0.01187431,0.08487078,0.03732412,0.0345436,0.05966818
623.377,0.05904453,0.01186792,0.08596797,0.03790513,0.03394512,0.05668236
623.8591,0.05889135,0.01223715,0.0868687,0.03842866,0.03324962,0.0538547
624.3412,0.05880579,0.01292238,0.08738367,0.03882086,0.03279174,0.05159018
624.8233,0.05873464,0.01383025,0.08736593,0.03913799,0.03280856,0.05022405
625.3054,0.05866798,0.01481634,0.08678129,0.03951864,0.03340241,0.04998165
625.7875,0.05865539,0.01569689,0.08577023,0.0400758,0.03449794,0.05087318
626.2697,0.05877149,0.01628291,0.0845997,0.04080164,0.03588219,0.05267346
626.7518,0.05906909,0.01639358,0.0835946,0.04152605,0.03724287,0.05493666
627.2339,0.05951786,0.01591004,0.08300503,0.04196192,0.03826117,0.05712273
627.716,0.05998797,0.01480716,0.08292749,0.04183061,0.03870222,0.05876698
628.1981,0.06025117,0.01316555,0.08330127,0.04095712,0.03844353,0.05955498
628.6802,0.06005773,0.0111718,0.08395084,0.03938378,0.03751871,0.05943139
629.1624,0.05923297,0.009082746,0.08468104,0.03736576,0.03608945,0.05857548
629.6445,0.05774606,0.007208584,0.08533721,0.03532941,0.03440547,0.05735107
630.1266,0.05576706,0.005833087,0.08586715,0.03371405,0.03271237,0.0561787
630.6087,0.05362309,0.005161164,0.08630808,0.03283032,0.03118046,0.05541242
631.0908,0.05173445,0.005298745,0.08673465,0.03278953,0.02987913,0.05528138
631.5729,0.05045115,0.00622376,0.08718557,0.03347036,0.02877396,0.05582765
632.0551,0.04995065,0.007807162,0.08761502,0.03460201,0.02778416,0.05693591
632.5372,0.05018266,0.009825563,0.08788094,0.03585871,0.02684811,0.05838272
633.0193,0.05088697,0.01201242,0.08780137,0.03700375,0.02598249,0.05992369
633.5014,0.05168143,0.01408431,0.08723117,0.0379468,0.02529852,0.06134263
633.9835,0.05217181,0.01576641,0.08613684,0.03875106,0.02497883,0.06247562
634.4656,0.05211126,0.01685753,0.08463429,0.0395661,0.02519833,0.06322686
634.9478,0.05146174,0.01725619,0.08296676,0.04054137,0.02606757,0.06354164
635.4299,0.05041317,0.01699096,0.08143689,0.04173976,0.02758288,0.06339188
635.912,0.04929293,0.01621723,0.0802823,0.04310086,0.02962577,0.06277774
636.3941,0.04847046,0.01519408,0.07962263,0.04445923,0.03198723,0.06173689
636.8762,0.04823421,0.01423324,0.07942203,0.04560408,0.03440841,0.06036404
637.3583,0.04869786,0.01360492,0.07953361,0.04636902,0.0366433,0.05880518
637.8405,0.04980148,0.01350189,0.07976528,0.04667163,0.03845819,0.05725465
638.3226,0.05133335,0.01397891,0.07996655,0.04653965,0.03964952,0.05592023
638.8047,0.05301989,0.01493737,0.08008797,0.04608648,0.0400665,0.05496588
639.2868,0.05457186,0.01613007,0.08018481,0.04547457,0.03961388,0.05449457
639.7689,0.0557598,0.0172085,0.08037636,0.04486495,0.03829541,0.05452311
640.251,0.05646925,0.01782865,0.0807626,0.0443632,0.03623499,0.05499876
640.7332,0.05670395,0.01770282,0.08135924,0.04401195,0.03369845,0.0558261
641.2153,0.05659185,0.01669938,0.08204816,0.04377727,0.03105893,0.05690996
641.6974,0.05633743,0.01487445,0.08260637,0.04357375,0.02869911,0.05818304
642.1795,0.05619306,0.01246977,0.08274888,0.0432823,0.02697123,0.05960165
642.6616,0.05638131,0.009863455,0.08223951,0.04279574,0.02609017,0.06113262
643.1437,0.05703164,0.007466113,0.08098231,0.04205319,0.0260952,0.06273126
643.6259,0.05815525,0.005673771,0.07907036,0.04106117,0.02685949,0.06431634
644.108,0.0596315,0.004741413,0.07679152,0.03990225,0.02813287,0.06577711
644.5901,0.06125711,0.004728829,0.07454783,0.03871109,0.02962791,0.06699908
645.0722,0.0627897,0.005495139,0.07279016,0.03764891,0.03106478,0.06788377
645.5543,0.06403519,0.006743507,0.07185939,0.03684589,0.03224859,0.06838611
646.0364,0.0648871,0.008118477,0.07190434,0.03636598,0.03307976,0.0685199
646.5186,0.06532529,0.009271503,0.07286073,0.03619655,0.03353765,0.06834587
647.0007,0.06539548,0.009973936,0.07448158,0.0362567,0.03365946,0.06794257
647.4828,0.06516585,0.01015475,0.07642341,0.03643086,0.03351568,0.06737738
647.9649,0.06470048,0.009906747,0.07831657,0.03659523,0.03320688,0.06669227
648.447,0.06404711,0.00944322,0.07988524,0.03666043,0.03284973,0.06589817
648.9291,0.06325728,0.009023161,0.08097892,0.03657573,0.03257575,0.06499422
649.4113,0.06242036,0.008874682,0.08158345,0.03632361,0.03252381,0.0639893
649.8934,0.06166873,0.009106655,0.08179449,0.03591073,0.03279812,0.06292032
650.3755,0.06116846,0.009693014,0.08176575,0.03536034,0.03344877,0.0618564
650.8576,0.06107343,0.01047724,0.08166298,0.03471918,0.03444579,0.06089151
651.3397,0.06144959,0.01123434,0.08161211,0.03406075,0.03568483,0.06011282
651.8218,0.06223018,0.01172062,0.0816961,0.03349493,0.03699959,0.05958592
652.304,0.06319808,0.01174657,0.08195432,0.03315886,0.03820045,0.05933852
652.7861,0.06405833,0.01123992,0.08239119,0.03317149,0.0391336,0.05936366
653.2682,0.06450166,0.0102589,0.0829851,0.0336039,0.0396997,0.05963869
653.7503,0.06431559,0.008986476,0.08369072,0.03443741,0.03987705,0.06014774
654.2324,0.06346156,0.007664055,0.08444394,0.03556645,0.03971212,0.06089663
654.7145,0.06207903,0.006556131,0.08515669,0.03681327,0.03930135,0.06191065
655.1967,0.06044839,0.005881358,0.08573063,0.03798632,0.03876592,0.06321118
655.6788,0.05887923,0.005763489,0.08608423,0.03894775,0.03821794,0.0647867
656.1609,0.05765057,0.006233367,0.08616538,0.03963676,0.03775176,0.06656419
656.643,0.05692244,0.007232395,0.0859732,0.040081,0.03741967,0.06840374
657.1251,0.05671942,0.008651129,0.08555596,0.04035972,0.03722215,0.07013023
657.6072,0.05696122,0.01034859,0.08500016,0.0405608,0.03710413,0.07155834
658.0894,0.05751187,0.0121814,0.08440192,0.04073845,0.03696506,0.07255265
658.5715,0.05823613,0.01401566,0.0838374,0.04090331,0.03668902,0.07307033
659.0536,0.05901619,0.01571284,0.08335,0.04104425,0.03617016,0.07316792
659.5357,0.0597712,0.01714593,0.08294253,0.04116204,0.03536386,0.07298588
660.0178,0.06045699,0.01821608,0.08259223,0.04129177,0.03430973,0.07268976
660.4999,0.06105932,0.01886317,0.08227023,0.04150252,0.03313497,0.07242869
660.9821,0.0615984,0.01908891,0.08196397,0.04185736,0.03202025,0.07227566
661.4642,0.06212755,0.01895157,0.08168741,0.04236823,0.03114614,0.07222187
661.9463,0.06272878,0.01855163,0.08147685,0.04296495,0.03065936,0.0721947
662.4284,0.06348136,0.01799471,0.08137414,0.04350828,0.03061718,0.07210353
662.9105,0.06442843,0.01736083,0.08141091,0.04384772,0.03097962,0.07188438
663.3926,0.06554791,0.01669062,0.08159621,0.04388765,0.03161556,0.071525
663.8748,0.06674739,0.01598218,0.08191594,0.04365485,0.03235058,0.07106609
664.3569,0.06788727,0.01521675,0.08234463,0.04329521,0.03301299,0.07057536
664.839,0.06880442,0.0143933,0.08285177,0.0430268,0.03347041,0.07011835
665.3211,0.06935915,0.01354574,0.08340619,0.0430359,0.03366377,0.06972869
665.8032,0.06943858,0.01276261,0.08396925,0.04340411,0.03360987,0.06940854
666.2853,0.0689723,0.01217796,0.08449317,0.04405219,0.03339196,0.06913675
666.7675,0.06794785,0.01191485,0.08492236,0.04471844,0.03314293,0.0688951
667.2496,0.06647204,0.01197391,0.08523249,0.04505165,0.03298854,0.06870238
667.7317,0.06482594,0.0121122,0.08548137,0.04482751,0.03297949,0.06863747
668.2138,0.06338722,0.01199065,0.0858567,0.04424179,0.03305016,0.06879599
668.6959,0.06244656,0.01142934,0.08655931,0.04382446,0.03309903,0.06919905
669.178,0.06204073,0.01053999,0.08752967,0.04386527,0.03314137,0.06974086
669.6602,0.06203071,0.009548735,0.08847305,0.04420885,0.03326633,0.07025885
670.1423,0.06226381,0.008704507,0.08916627,0.04464315,0.03348288,0.07060783
670.6244,0.06265692,0.008223391,0.08957468,0.04511201,0.03369612,0.07070088
671.1065,0.0631819,0.008220606,0.0897442,0.04562438,0.03381151,0.07051749
671.5886,0.06382219,0.008731016,0.08971529,0.04615445,0.03380481,0.07009082
672.0707,0.06453633,0.009663474,0.0894907,0.04662754,0.03374041,0.06951393
672.5529,0.06525292,0.01083229,0.08905083,0.04695547,0.03373855,0.06891643
673.035,0.06587798,0.01198456,0.08838633,0.04707766,0.03393166,0.06845017
673.5171,0.0663415,0.01289945,0.08752371,0.04698179,0.0344031,0.06823024
673.9992,0.06663257,0.01347125,0.08653127,0.04669635,0.03515057,0.06829422
674.4813,0.06681003,0.01372481,0.08552203,0.04627026,0.0360827,0.06859404
674.9634,0.06697431,0.01379715,0.08463087,0.04575651,0.0370542,0.06901596
675.4456,0.06721023,0.01385706,0.08398682,0.04521066,0.037924,0.06943227
675.9277,0.06754483,0.01404813,0.08370309,0.04470935,0.03859007,0.06973454
676.4098,0.06791844,0.01443192,0.08384583,0.04434987,0.03902794,0.06987199
676.8919,0.06820899,0.01499493,0.08442374,0.04423428,0.03928446,0.06985158
677.374,0.06827635,0.01568394,0.0853901,0.04444133,0.03945888,0.06971796
677.8561,0.06803667,0.01645521,0.08665771,0.04497943,0.03965895,0.06952064
678.3383,0.06750165,0.01729945,0.08812089,0.04576799,0.03997063,0.06928945
678.8204,0.06679001,0.01823082,0.08966452,0.04664045,0.04044155,0.06902952
679.3025,0.06608455,0.0192505,0.09118414,0.04740182,0.04107079,0.06873481
679.7846,0.06557728,0.02030863,0.09257907,0.04788767,0.04181463,0.06841418
680.2667,0.06541552,0.02128399,0.09374585,0.04802409,0.04259204,0.0681157
680.7488,0.06565126,0.02202209,0.09458774,0.04786141,0.04330708,0.06792509
681.231,0.06624722,0.02238067,0.09501369,0.0475544,0.04385878,0.06795057
681.7131,0.06710363,0.02228719,0.09495229,0.04731217,0.04415986,0.06829174
682.1952,0.06811278,0.02177225,0.09437654,0.04730753,0.04416228,0.06899765
682.6773,0.06918246,0.02095871,0.09331929,0.0476365,0.04386953,0.07005163
683.1594,0.07024988,0.02002542,0.09189726,0.04828927,0.0433507,0.0713636
683.6415,0.07127649,0.01913609,0.09029657,0.04917113,0.04272615,0.07280065
684.1237,0.07222351,0.01840596,0.08876783,0.05013967,0.04214942,0.07420828
684.6058,0.07303984,0.01787215,0.08757418,0.0510589,0.04175935,0.07545424
685.0879,0.07366854,0.017507,0.0869161,0.05184869,0.04162603,0.07646592
685.57,0.07405308,0.0172518,0.08690604,0.0524891,0.04173416,0.07723211
686.0521,0.07416029,0.01705545,0.08753933,0.05301407,0.04198545,0.07780083
686.5342,0.07399558,0.01689921,0.08871507,0.05347586,0.04224984,0.07825039
687.0164,0.07360981,0.01679434,0.0902545,0.05391485,0.0424071,0.07867549
687.4985,0.07309701,0.01676823,0.09194064,0.05433185,0.04240071,0.07916266
687.9806,0.07257427,0.01684501,0.09356557,0.05468296,0.04225386,0.07977224
688.4627,0.07217439,0.01703868,0.09493338,0.05488857,0.04205081,0.08053265
688.9448,0.07201568,0.0173571,0.09589881,0.05486517,0.04188837,0.08142647
