absorbance_4.3_1A,4.3_1A,4.3_2A,4.3_3A,4.3_4A,4.3_5A
613.7346,0.07532989,0.1272972,0.04746367,0.02302825,0.06490992
614.2167,0.07273167,0.1272033,0.04725605,0.02290692,0.06422655
614.6989,0.07036716,0.1279958,0.04679542,0.02222486,0.06282145
615.181,0.06868517,0.1296283,0.04599539,0.02124825,0.06088414
615.6631,0.06791873,0.1318697,0.04477867,0.02026297,0.05873623
616.1452,0.06799741,0.1343742,0.04313359,0.01953045,0.0567271
616.6273,0.06860711,0.1367687,0.04113815,0.01927596,0.05515159
617.1094,0.06929849,0.1387088,0.03897308,0.01966739,0.05420519
617.5916,0.06968683,0.1399713,0.03687014,0.02075658,0.05394629
618.0737,0.06956679,0.1404546,0.03505732,0.0224441,0.05433383
618.5558,0.06896499,0.1401758,0.03370763,0.02445329,0.05526797
619.0379,0.0680972,0.1392591,0.03289048,0.02638845,0.05663694
619.52,0.06726746,0.1379255,0.03258166,0.02779993,0.05832879
620.0021,0.06674881,0.1364741,0.03269719,0.02828978,0.06022453
620.4843,0.06666982,0.1351989,0.03315139,0.02765144,0.06219942
620.9664,0.0669902,0.1343561,0.03388345,0.0259138,0.06411095
621.4485,0.06751398,0.1340994,0.03486895,0.02335766,0.06581611
621.9306,0.0679824,0.1344477,0.03609925,0.02040803,0.06721248
622.4127,0.06814288,0.1353055,0.03754618,0.01754966,0.06825494
622.8948,0.06783894,0.1365033,0.03913053,0.01518877,0.06897824
623.377,0.06706418,0.1378765,0.04072782,0.01353753,0.06947268
623.8591,0.06596642,0.1392933,0.0421735,0.012608,0.06985585
624.3412,0.06482123,0.1406784,0.04331224,0.01222439,0.07022239
624.8233,0.06393823,0.1419895,0.04405235,0.01212478,0.0706073
625.3054,0.06360427,0.143168,0.04438636,0.0120326,0.07099254
625.7875,0.06397718,0.1441039,0.04439892,0.01175363,0.07133581
626.2697,0.06504279,0.1446495,0.04422593,0.01121495,0.07161836
626.7518,0.06662209,0.1446464,0.04401226,0.0104403,0.0718725
627.2339,0.06842922,0.1440091,0.04385655,0.009514184,0.07217413
627.716,0.07017251,0.1427798,0.04378858,0.008535573,0.07259085
628.1981,0.07159576,0.1411522,0.04377846,0.007611291,0.07312815
628.6802,0.07254808,0.1394383,0.04376565,0.006850818,0.07367976
629.1624,0.07299157,0.1379745,0.04370427,0.006369902,0.0740398
629.6445,0.07297695,0.1370583,0.04359448,0.006297028,0.07393593
630.1266,0.07260958,0.1368279,0.04350502,0.006733189,0.07314604
630.6087,0.07200336,0.1372277,0.04355739,0.007709294,0.07159315
631.0908,0.07125451,0.1380189,0.04389592,0.009147229,0.06940152
631.5729,0.07041713,0.138872,0.04461832,0.01084881,0.06688516
632.0551,0.06951647,0.1394744,0.04572792,0.01252811,0.06446002
632.5372,0.06857564,0.1396113,0.04709498,0.01385331,0.06255413
633.0193,0.06764026,0.139242,0.04847827,0.01455889,0.0614523
633.5014,0.06679725,0.1384856,0.04957349,0.01450396,0.06124287
633.9835,0.06617394,0.1375812,0.0500912,0.01371921,0.06180881
634.4656,0.06590012,0.1367838,0.04987553,0.01239492,0.062903
634.9478,0.06607969,0.1362969,0.04895485,0.01083163,0.06424391
635.4299,0.06675437,0.1362137,0.04755206,0.009362805,0.06561109
635.912,0.06788515,0.1364959,0.04599408,0.008244459,0.06690843
636.3941,0.06936161,0.1369981,0.04462213,0.007629407,0.06813083
636.8762,0.07102175,0.1375074,0.04368148,0.007557735,0.06930217
637.3583,0.07269819,0.1378139,0.04324301,0.007988901,0.07040711
637.8405,0.07422829,0.1377304,0.04322016,0.008846199,0.07135527
638.3226,0.07547182,0.1371327,0.0434149,0.01004366,0.07200024
638.8047,0.07632662,0.1359881,0.04362365,0.01149861,0.07221468
639.2868,0.07672146,0.1343635,0.04369742,0.01310735,0.07194503
639.7689,0.07663281,0.1324331,0.04359838,0.01473107,0.07126697
640.251,0.07609358,0.1304384,0.04338506,0.01620966,0.07036118
640.7332,0.07520536,0.1286687,0.04316974,0.01736782,0.06946935
641.2153,0.07413004,0.1273847,0.04304681,0.01806929,0.06879935
641.6974,0.07305177,0.1267484,0.04304578,0.01826149,0.06845339
642.1795,0.07216258,0.1268061,0.04312401,0.01798905,0.0684266
642.6616,0.0716079,0.1274711,0.04319313,0.01738586,0.06863537
643.1437,0.07145666,0.1285667,0.04317154,0.01662417,0.06898966
643.6259,0.07169661,0.1298564,0.04302249,0.01588271,0.06944421
644.108,0.07223352,0.1311135,0.04277903,0.01529197,0.0700257
644.5901,0.07292305,0.1321668,0.04252868,0.01491761,0.07079999
645.0722,0.07358976,0.1329047,0.04238914,0.01477458,0.07181291
645.5543,0.07407472,0.1332867,0.04246721,0.01484699,0.07302247
646.0364,0.07426223,0.1333212,0.04283499,0.01511328,0.07427777
646.5186,0.07408816,0.1330483,0.04353408,0.01555511,0.07532454
647.0007,0.07355541,0.1325274,0.04457431,0.01615153,0.07589668
647.4828,0.07272512,0.131837,0.04593783,0.01686329,0.07580195
647.9649,0.07171439,0.131079,0.04756799,0.01761541,0.07499398
648.447,0.07066144,0.13036,0.04935993,0.01831285,0.0736113
648.9291,0.06970052,0.1297715,0.05115297,0.01886174,0.07193823
649.4113,0.06893599,0.1293638,0.05273824,0.01920059,0.07033204
649.8934,0.06841198,0.1291313,0.05391709,0.01932685,0.0690846
650.3755,0.06811725,0.1290305,0.05453902,0.01929195,0.06836407
650.8576,0.06800615,0.1290208,0.05454826,0.01917329,0.0681789
651.3397,0.06803882,0.1291087,0.05400287,0.01902215,0.06840588
651.8218,0.068213,0.129377,0.0530566,0.01883249,0.06883897
652.304,0.06858569,0.1299728,0.0519184,0.01852771,0.06924877
652.7861,0.06924866,0.1310365,0.05077443,0.01800051,0.06945236
653.2682,0.07028861,0.1326318,0.04975887,0.01716245,0.06932638
653.7503,0.07171874,0.1346626,0.04892609,0.01601227,0.06882554
654.2324,0.07343614,0.1368708,0.04826884,0.01466244,0.06798046
654.7145,0.07520052,0.1388585,0.04775619,0.01334015,0.06688999
655.1967,0.07668019,0.1402058,0.0473747,0.01232799,0.0657123
655.6788,0.07756652,0.1406244,0.04714436,0.01186504,0.06463262
656.1609,0.07764661,0.1400281,0.04710928,0.0121017,0.06385928
656.643,0.07691076,0.1385865,0.047308,0.0130413,0.06357408
657.1251,0.07555364,0.1366447,0.04774693,0.01455513,0.06388403
657.6072,0.07394152,0.134643,0.04838873,0.01640736,0.06479898
658.0894,0.07248889,0.1329634,0.04916489,0.0183183,0.06619821
658.5715,0.07151647,0.1318234,0.05000497,0.02003255,0.06785373
659.0536,0.07118973,0.131269,0.05085301,0.02133485,0.0694433
659.5357,0.07146142,0.1311919,0.05167796,0.02209898,0.07064008
660.0178,0.07213315,0.1314197,0.05246124,0.02229347,0.07120027
660.4999,0.07293174,0.1317839,0.05316695,0.02197121,0.07100592
660.9821,0.0736324,0.1321798,0.05373105,0.02125527,0.07011293
661.4642,0.07412322,0.1325612,0.05407013,0.02031145,0.06872144
661.9463,0.07440891,0.1329007,0.05410897,0.01933972,0.06714585
662.4284,0.07457863,0.1331611,0.05383012,0.01852712,0.06571816
662.9105,0.07474018,0.1332892,0.05330105,0.01801406,0.0647111
663.3926,0.07496989,0.1332411,0.05267324,0.01786758,0.06428678
663.8748,0.07528538,0.1330275,0.05212683,0.01805464,0.06445193
664.3569,0.07566057,0.1327296,0.05181506,0.01846669,0.06509313
664.839,0.0760445,0.132482,0.05182431,0.01895999,0.06602771
665.3211,0.07639332,0.1324051,0.05215553,0.01941542,0.06708667
665.8032,0.07666603,0.1325447,0.05274162,0.01976955,0.06814561
666.2853,0.07683142,0.1328302,0.05345891,0.02001879,0.06914503
666.7675,0.07686534,0.1330527,0.05416891,0.02020431,0.07009458
667.2496,0.07680113,0.1329687,0.05473438,0.02033228,0.07104193
667.7317,0.07675018,0.1324855,0.05508476,0.02032859,0.07200842
668.2138,0.07680573,0.1318773,0.05523516,0.02016335,0.07290599
668.6959,0.07694141,0.1316138,0.05530136,0.01996922,0.07354662
669.178,0.07703516,0.1318053,0.05547176,0.01995537,0.07375975
669.6602,0.07704373,0.1321329,0.05590736,0.02017133,0.0735011
670.1423,0.07703302,0.1323202,0.0566438,0.02053268,0.07282666
670.6244,0.07711805,0.1323429,0.05759171,0.02090088,0.07184376
671.1065,0.07738866,0.1322794,0.05863217,0.0211395,0.07067233
671.5886,0.07786433,0.1321889,0.05964201,0.02114609,0.06945037
672.0707,0.07850091,0.1320964,0.06051245,0.02085298,0.06832808
672.5529,0.07921734,0.1320261,0.06115615,0.02024854,0.06744362
673.035,0.07992497,0.1320564,0.0614993,0.01939239,0.06692008
673.5171,0.08056413,0.1323053,0.06151659,0.01843381,0.06682473
673.9992,0.0811176,0.1328828,0.06124505,0.01758333,0.06715952
674.4813,0.08159885,0.1338409,0.06079598,0.01708204,0.06787063
674.9634,0.0820245,0.1351305,0.06033031,0.01711885,0.06887003
675.4456,0.08238816,0.1366165,0.06001101,0.0177699,0.07005928
675.9277,0.08265377,0.1381041,0.05996837,0.01896474,0.07132921
676.4098,0.08277471,0.1394154,0.06023745,0.0204899,0.07257374
676.8919,0.08272734,0.1404423,0.06074198,0.02205206,0.07369599
677.374,0.08253903,0.1411613,0.06130327,0.02333699,0.07461257
677.8561,0.08229228,0.1416228,0.06171285,0.02412533,0.07527855
678.3383,0.08209734,0.1419022,0.06180716,0.02433667,0.07569481
678.8204,0.08205584,0.1420606,0.06152367,0.02403745,0.07591158
679.3025,0.08220949,0.1421182,0.06093003,0.02340589,0.07601199
679.7846,0.08252354,0.1420695,0.0601953,0.02267852,0.07609091
680.2667,0.08289158,0.1419152,0.0595389,0.02210463,0.07623045
680.7488,0.08318774,0.1416903,0.05913795,0.02187432,0.07646731
681.231,0.08331494,0.1414725,0.0590809,0.02210097,0.07678597
681.7131,0.08325585,0.1413627,0.05934483,0.02280425,0.07712221
682.1952,0.08308726,0.1414382,0.05982567,0.02391146,0.07739467
682.6773,0.08296272,0.141723,0.06038352,0.02526599,0.07753078
683.1594,0.08307008,0.1421706,0.06089046,0.0266396,0.07750171
683.6415,0.08356146,0.1426868,0.0612679,0.02778705,0.07734139
684.1237,0.08452201,0.1431634,0.06147664,0.02847277,0.07714999
684.6058,0.0859372,0.1435261,0.06150573,0.02854446,0.0770766
685.0879,0.08770533,0.143765,0.06135575,0.02798993,0.0772674
685.57,0.08965218,0.1439286,0.06103406,0.02695321,0.07783676
686.0521,0.09156433,0.1440962,0.06057001,0.02571458,0.07881815
686.5342,0.09323349,0.1443333,0.06003241,0.02459955,0.08014683
687.0164,0.09444986,0.1446711,0.05954901,0.02393327,0.08165284
687.4985,0.09503852,0.1450935,0.05929236,0.02393655,0.08309013
687.9806,0.09489412,0.1455549,0.05942451,0.0246682,0.08420879
688.4627,0.09400317,0.1460019,0.06005087,0.02601799,0.08479959
688.9448,0.09247315,0.1463983,0.06115519,0.02774537,0.08477627
689.4269,0.09051364,0.1467348,0.06260216,0.02957738,0.0841961
689.9091,0.08842155,0.1470194,0.0641654,0.03126363,0.08324177
690.3912,0.08650623,0.1472651,0.06562085,0.03264933,0.08216016
690.8733,0.0850226,0.1474791,0.06682606,0.03367703,0.08117869
691.3554,0.08414675,0.1476684,0.06775344,0.03435723,0.08046719
691.8375,0.08392467,0.147851,0.06849515,0.03474058,0.08008648
692.3196,0.08428189,0.1480674,0.06920552,0.03489272,0.07999893
692.8018,0.08504654,0.1483841,0.07003514,0.03489103,0.08010059
693.2839,0.08601625,0.1488703,0.07104522,0.03481896,0.08028155
693.766,0.08701872,0.1495715,0.07217507,0.03476375,0.08047258
694.2481,0.08794677,0.1504838,0.07324343,0.03481285,0.08067058
694.7302,0.08878402,0.151547,0.07401843,0.03502679,0.08093335
695.2123,0.08958101,0.1526605,0.07429302,0.03542525,0.08134504
695.6945,0.09041973,0.1537169,0.07395525,0.0359767,0.08197108
696.1766,0.09136377,0.1546474,0.07303967,0.0366127,0.08281352
696.6587,0.09243347,0.155442,0.07171774,0.0372494,0.08379455
697.1408,0.09359747,0.1561452,0.0702579,0.03781999,0.08476499
697.6229,0.09479403,0.1568196,0.06892774,0.0383,0.08555866
698.105,0.09595676,0.1575056,0.06795109,0.03870741,0.08602932
698.5872,0.09704423,0.1581846,0.06745808,0.03908577,0.0861
699.0693,0.09805227,0.1587795,0.06747091,0.0394716,0.08578788
699.5514,0.09900603,0.1591788,0.06792773,0.03987169,0.08519983
700.0335,0.09993619,0.1592878,0.06871065,0.04025276,0.08450754
700.5156,0.1008503,0.1590798,0.06968875,0.04056152,0.083887
700.9977,0.1017142,0.1586124,0.07072745,0.0407477,0.08349223
701.4799,0.1024479,0.1580177,0.07170232,0.04079852,0.08341096
701.962,0.1029522,0.1574477,0.07250835,0.04075072,0.08365174
702.4441,0.1031307,0.1570404,0.07304673,0.04068762,0.0841522
702.9262,0.102934,0.1568715,0.07324126,0.04071182,0.08480301
703.4083,0.1023827,0.1569443,0.07305342,0.04090396,0.08549217
703.8904,0.1015791,0.1572107,0.07249805,0.04130312,0.08613107
704.3726,0.100686,0.1576086,0.07165388,0.04188964,0.08669034
704.8547,0.09988095,0.1581036,0.07064938,0.04260138,0.08720428
705.3368,0.09933557,0.1587053,0.06965722,0.04335251,0.08775973
705.8189,0.09916794,0.159461,0.06885594,0.04406491,0.08846127
706.301,0.09942517,0.1604203,0.06839759,0.04468665,0.08939163
706.7831,0.1000847,0.1616027,0.06840482,0.04519171,0.09058978
707.2653,0.101058,0.162967,0.06894255,0.04557998,0.09203026
707.7474,0.102215,0.1644171,0.07001832,0.04586808,0.09363314
708.2295,0.1033979,0.1658173,0.07158113,0.04608706,0.09527684
708.7116,0.1044649,0.1670436,0.07353209,0.04627927,0.0968357
709.1937,0.1053129,0.168019,0.07573582,0.04650095,0.09820338
709.6758,0.105896,0.1687343,0.07802754,0.04682532,0.09930425
710.158,0.1062421,0.1692514,0.08024741,0.04732982,0.1001111
710.6401,0.1064472,0.1696845,0.08225951,0.04808549,0.1006452
711.1222,0.1066619,0.170176,0.0839719,0.04914433,0.1009834
711.6043,0.1070409,0.1708498,0.08536258,0.05052442,0.1012459
712.0864,0.1077074,0.1717946,0.08647311,0.05221036,0.1015906
712.5685,0.1087151,0.1730482,0.08739294,0.05416009,0.1021904
713.0507,0.110033,0.1745968,0.08821578,0.05632012,0.1031833
713.5328,0.11156,0.1763828,0.08900896,0.0586307,0.1046481
714.0149,0.1131626,0.1783147,0.08979245,0.0610281,0.1065694
714.497,0.1147361,0.180289,0.09054542,0.06344847,0.1088421
714.9791,0.1162375,0.1821954,0.09123574,0.06582054,0.1112863
715.4612,0.1177084,0.183936,0.09186405,0.06807141,0.1136986
715.9434,0.1192509,0.1854486,0.09249316,0.07014417,0.1159252
716.4255,0.1209891,0.1867113,0.09325889,0.07200725,0.1178889
716.9076,0.123007,0.1877548,0.09434042,0.07366958,0.1196084
717.3897,0.1253055,0.1886487,0.09589493,0.07517511,0.1211636
