absorbance_2.9_1A,2.9_1A,2.9_2,2.9_3A,2.9_4A
2156.026,0.0234183,0.05150852,0.05723663,0.0139883
2156.508,0.02433265,0.05141944,0.05822988,0.01522102
2156.99,0.02559237,0.05097316,0.05917394,0.01646892
2157.472,0.02701227,0.05023945,0.05996292,0.01759947
2157.954,0.02840082,0.04935582,0.06048233,0.01852163
2158.437,0.02959147,0.04850888,0.06062368,0.01917034
2158.919,0.03048309,0.04785835,0.06032426,0.0195079
2159.401,0.03103489,0.0474883,0.05958734,0.01951955
2159.883,0.03124206,0.04738572,0.05848097,0.01922773
2160.365,0.03111541,0.04746193,0.05711342,0.01869741
2160.847,0.03067515,0.04759896,0.05560863,0.01803778
2161.329,0.0299618,0.04769663,0.0540936,0.01739495
2161.811,0.02904815,0.04770916,0.05268054,0.01691045
2162.293,0.02804738,0.04765036,0.05147055,0.01669097
2162.776,0.02709814,0.04758535,0.05055266,0.01677036
2163.258,0.02631672,0.04759949,0.04998416,0.01709116
2163.74,0.02576895,0.04777197,0.04978868,0.01752095
2164.222,0.02544792,0.04815104,0.04994664,0.01789177
2164.704,0.02528323,0.04873352,0.0503961,0.01807305
2165.186,0.02517516,0.04946656,0.0510386,0.01800257
2165.668,0.02503214,0.05025153,0.05175093,0.01771501
2166.15,0.0248094,0.05097609,0.05241639,0.01731615
2166.633,0.02451106,0.05152974,0.05293599,0.01694527
2167.115,0.02418138,0.05184228,0.0532511,0.01670894
2167.597,0.02387003,0.05190564,0.05335224,0.01663289
2168.079,0.02361467,0.05177882,0.05326732,0.01665052
2168.561,0.02342656,0.05157754,0.05304925,0.01662265
2169.043,0.02329622,0.05143391,0.05275542,0.01640319
2169.525,0.02321098,0.05147504,0.05244292,0.01588372
2170.007,0.02316841,0.05177535,0.052163,0.01505623
2170.49,0.02317757,0.05233348,0.0519592,0.01402338
2170.972,0.02324925,0.05307162,0.05187386,0.01298616
2171.454,0.02337687,0.05385981,0.05194325,0.01218022
2171.936,0.02352565,0.0545631,0.05219156,0.01179778
2172.418,0.02363036,0.05506677,0.05262577,0.01194653
2172.9,0.02361885,0.0553193,0.053227,0.01259921
2173.382,0.02344349,0.05533611,0.05395363,0.01360491
2173.864,0.02310816,0.0551926,0.05474162,0.01470819
2174.346,0.02268155,0.05499345,0.05552524,0.01563316
2174.829,0.0222791,0.05483841,0.05625323,0.01615806
2175.311,0.02203079,0.05479812,0.0568953,0.01616629
2175.793,0.02202509,0.05489383,0.05744591,0.01568288
2176.275,0.02227938,0.05509985,0.05791,0.01485223
2176.757,0.0227311,0.05535428,0.05828602,0.01390065
2177.239,0.02326216,0.05558148,0.05855456,0.01305617
2177.721,0.02373369,0.05570475,0.05867543,0.01250411
2178.203,0.02402801,0.05566009,0.05859656,0.01234925
2178.686,0.02409287,0.05541377,0.05827634,0.01259344
2179.167,0.0239467,0.05496484,0.05769817,0.01315627
2179.65,0.02367523,0.05435123,0.05688523,0.01390284
2180.132,0.02339377,0.05363946,0.0558983,0.01469936
2180.614,0.02322393,0.0529195,0.05483359,0.01543441
2181.096,0.02325901,0.05228459,0.05380783,0.01604745
2181.578,0.02353899,0.05180496,0.05292831,0.01653131
2182.06,0.02404654,0.05151432,0.05228071,0.016922
2182.542,0.02471029,0.05139865,0.05190462,0.01727359
2183.024,0.02543055,0.05140921,0.05178533,0.0176299
2183.507,0.02609263,0.05147696,0.05185913,0.01800825
2183.989,0.02659439,0.05154084,0.0520285,0.01839008
2184.471,0.02687282,0.05156814,0.05219525,0.01872846
2184.953,0.0269059,0.05155858,0.05227436,0.01896008
2185.435,0.02672623,0.05154097,0.05222279,0.01902867
2185.917,0.02640766,0.05155494,0.05204758,0.01890627
2186.399,0.02605671,0.05163706,0.05179957,0.01860015
2186.881,0.02577928,0.05180181,0.05155297,0.01815375
2187.364,0.02565405,0.05203721,0.05137472,0.01763025
2187.846,0.02571892,0.0523053,0.05130859,0.01710361
2188.328,0.02595994,0.05255273,0.05136089,0.01663826
2188.81,0.0263189,0.05272591,0.05150934,0.01627762
2189.292,0.02670368,0.05277852,0.05172123,0.01604567
2189.774,0.02701787,0.05269086,0.05197701,0.01594312
2190.256,0.02718442,0.05247472,0.05228224,0.01595329
2190.738,0.02715811,0.05217538,0.05266548,0.01604845
2191.22,0.02694036,0.05186057,0.05315524,0.0161975
2191.703,0.02657195,0.05160574,0.05375322,0.01637071
2192.185,0.02612474,0.05147771,0.05441087,0.01654279
2192.667,0.02567584,0.05150922,0.05503332,0.0166963
2193.149,0.02529141,0.05169252,0.05549841,0.016824
2193.631,0.02500612,0.05197614,0.0556964,0.0169297
2194.113,0.02481255,0.05228687,0.05557907,0.01702724
2194.595,0.02466586,0.05254869,0.05517873,0.01713497
2195.077,0.02450002,0.05270806,0.05460342,0.01726802
2195.56,0.02425675,0.05274977,0.05399231,0.0174287
2196.042,0.02390548,0.05269493,0.05347738,0.01760078
2196.524,0.02345827,0.05258951,0.05313712,0.0177502
2197.006,0.02296512,0.05248084,0.05297425,0.01783652
2197.488,0.02250138,0.05240684,0.05292918,0.01782387
2197.97,0.02213932,0.05238521,0.05291306,0.01769865
2198.452,0.02192072,0.05241527,0.05285862,0.0174778
2198.934,0.02185094,0.05248876,0.05274647,0.01720928
2199.417,0.02190165,0.0525946,0.05261683,0.01696006
2199.898,0.02203308,0.0527218,0.052543,0.01679357
2200.381,0.02221335,0.05285066,0.0526017,0.01675744
2200.863,0.02243915,0.05294518,0.05282946,0.01686518
2201.345,0.02273596,0.05295761,0.05320456,0.01709457
2201.827,0.0231491,0.05283205,0.0536499,0.01739357
2202.309,0.02371828,0.05253143,0.05406246,0.01769718
2202.791,0.02445506,0.05205771,0.05435555,0.01794771
2203.273,0.02532919,0.05146547,0.05447958,0.01810249
2203.755,0.02626783,0.05085342,0.05444105,0.01814621
2204.238,0.02717193,0.05033542,0.0542898,0.01808963
2204.72,0.02792846,0.05001307,0.05410104,0.01796721
2205.202,0.02844386,0.04993195,0.05394442,0.01782643
2205.684,0.02866011,0.05007256,0.05386469,0.017717
2206.166,0.02855866,0.05036021,0.05387768,0.01768004
2206.648,0.02816089,0.05070395,0.05397294,0.01773453
2207.13,0.02751384,0.05103469,0.05412681,0.0178697
2207.612,0.02668128,0.05133222,0.0543124,0.01804163
2208.094,0.02572736,0.05163066,0.05450768,0.01818387
2208.577,0.02471582,0.05199478,0.05469433,0.01821911
2209.059,0.02370958,0.05248391,0.05485377,0.01808101
2209.541,0.02276679,0.05310941,0.05496823,0.01774246
2210.023,0.02194678,0.05381954,0.05502113,0.01722676
2210.505,0.02131047,0.05450194,0.05500286,0.01661464
2210.987,0.02091298,0.05502739,0.05491699,0.01601842
2211.469,0.0207998,0.0552797,0.05478234,0.015567
2211.951,0.02099194,0.05519861,0.05463074,0.01536893
2212.434,0.02147236,0.05479972,0.05449499,0.01547923
2212.916,0.02217559,0.05417223,0.05440127,0.01589159
2213.398,0.02298971,0.0534574,0.05435756,0.01653546
2213.88,0.02378593,0.05280066,0.05435154,0.01730561
2214.362,0.02443458,0.05233374,0.05435548,0.01807932
2214.844,0.02484661,0.05213876,0.05433995,0.01875029
2215.326,0.0250013,0.0522361,0.05428844,0.01925259
2215.808,0.02495031,0.05258705,0.05420654,0.01956034
2216.291,0.02480578,0.05310322,0.05412308,0.01969053
2216.773,0.02469626,0.05367293,0.05407771,0.01968803
2217.255,0.02473479,0.05417588,0.05410491,0.01961501
2217.737,0.02497275,0.05451857,0.05421182,0.01952978
2218.219,0.02538933,0.05465404,0.054368,0.01947212
2218.701,0.02590152,0.0545875,0.05450299,0.01945889
2219.183,0.0263998,0.05437335,0.05452626,0.01948007
2219.665,0.02678834,0.05409462,0.05435681,0.01950684
2220.147,0.02700804,0.05384433,0.05394659,0.01949907
2220.63,0.02705364,0.05369293,0.05330922,0.01942175
2221.112,0.02696048,0.05367147,0.0525202,0.01925578
2221.594,0.02678205,0.05376907,0.05170669,0.01900199
2222.076,0.0265603,0.05393946,0.05100471,0.01868148
2222.558,0.02631603,0.05412007,0.05052401,0.01832666
2223.04,0.02605041,0.0542466,0.05032331,0.01797419
2223.522,0.02576024,0.05427236,0.05039302,0.01765156
2224.004,0.02545419,0.05417245,0.05066729,0.01737721
2224.487,0.02516059,0.05394676,0.05104584,0.01715964
2224.969,0.0249176,0.05361786,0.05143601,0.01700222
2225.451,0.02475891,0.05322906,0.05177219,0.01690714
2225.933,0.02469484,0.05284343,0.05203164,0.01687604
2226.415,0.02470553,0.05252998,0.05222933,0.0169053
2226.897,0.02474847,0.05235934,0.0524014,0.01698211
2227.379,0.02477737,0.05238542,0.05258452,0.01707808
2227.861,0.02476689,0.05262473,0.05279865,0.01715753
2228.344,0.02472424,0.05304833,0.05304492,0.01718329
2228.826,0.02468875,0.05358145,0.05330744,0.01713454
2229.308,0.02470982,0.05412915,0.05356404,0.01701687
2229.79,0.02482741,0.05459404,0.05378981,0.01686675
2230.272,0.02504707,0.05491038,0.05395794,0.01674263
2230.754,0.02534187,0.0550607,0.05404545,0.01669373
2231.236,0.02565577,0.05507322,0.05402484,0.01675248
2231.718,0.02592639,0.05500516,0.0538704,0.0169141
2232.2,0.02610834,0.05491315,0.05356737,0.01713981
2232.683,0.02618082,0.0548346,0.0531241,0.01736917
2233.165,0.02615122,0.05477431,0.05258297,0.01754586
2233.647,0.02604046,0.05471234,0.05201684,0.01764282
2234.129,0.02587107,0.05462082,0.05152346,0.01767174
2234.611,0.02565527,0.05448628,0.05119627,0.01768116
2235.093,0.02539604,0.05431765,0.05109764,0.01773664
2235.575,0.02509726,0.0541449,0.0512436,0.01790179
2236.057,0.02477646,0.05400242,0.05159293,0.01821013
2236.54,0.02446967,0.05390951,0.05206161,0.01865522
2237.021,0.02423432,0.05386091,0.05253942,0.01918937
2237.504,0.02412985,0.05382822,0.05292825,0.01973844
2237.986,0.02419958,0.05377526,0.05316113,0.02021936
2238.468,0.02445477,0.05367639,0.05321376,0.02055179
2238.95,0.02486219,0.05353353,0.0531064,0.02067995
2239.432,0.02534722,0.05337679,0.05289335,0.02057664
2239.914,0.02580535,0.05325411,0.0526501,0.02025017
2240.396,0.02613451,0.05320797,0.05245125,0.01974307
2240.878,0.02625326,0.05325975,0.0523627,0.01912818
2241.361,0.02612238,0.05339921,0.05243006,0.01849984
2241.843,0.02575619,0.05359184,0.05266915,0.01794697
2242.325,0.02521896,0.05379087,0.05306299,0.01754149
2242.807,0.02461415,0.05395526,0.05356007,0.01731459
2243.289,0.02405286,0.05406463,0.05408648,0.01724817
2243.771,0.02363957,0.05411976,0.05455158,0.01727829
2244.253,0.02344268,0.05413733,0.05487119,0.01731428
2244.735,0.02348058,0.05413814,0.05499223,0.01727688
2245.218,0.02372212,0.05413805,0.05490035,0.01711688
2245.7,0.02409808,0.05414162,0.05462762,0.01683903
2246.182,0.02452914,0.05414396,0.05423834,0.01649452
2246.664,0.02493921,0.05413371,0.05381727,0.01616473
2247.146,0.02528055,0.05409931,0.05344398,0.01592792
2247.628,0.02553942,0.05403295,0.05317089,0.0158265
2248.11,0.02572764,0.05393194,0.05301999,0.01585738
2248.592,0.02586684,0.05380034,0.0529798,0.01597347
2249.074,0.02597086,0.05364906,0.05301846,0.01610965
2249.557,0.02603528,0.05349732,0.05309416,0.01620498
2250.039,0.02603819,0.05336945,0.05317232,0.01623162
2250.521,0.02595339,0.05328877,0.05323201,0.01620121
2251.003,0.02576666,0.05327079,0.05326629,0.0161585
2251.485,0.02548973,0.05331191,0.05328013,0.01615896
2251.967,0.02516197,0.05338714,0.05328249,0.01624468
2252.449,0.02484383,0.0534509,0.05328191,0.01642853
2252.931,0.02459287,0.05345489,0.0532813,0.01668868
2253.414,0.02444772,0.05336558,0.0532784,0.0169763
2253.896,0.0244197,0.05318055,0.05326788,0.01722925
2254.378,0.02449292,0.05293519,0.05324631,0.01739448
2254.86,0.0246379,0.05269522,0.05321539,0.01743754
2255.342,0.0248247,0.05253686,0.05318464,0.01734921
2255.824,0.02503637,0.05251416,0.05316881,0.01714337
2256.306,0.02526653,0.0526421,0.05318481,0.01685158
2256.788,0.02551024,0.0528869,0.05324594,0.016516
2257.271,0.02575396,0.05318205,0.05335515,0.01617942
2257.752,0.0259654,0.05344753,0.05350429,0.01588455
2258.235,0.02609941,0.05361899,0.05367487,0.01566977
2258.717,0.02611552,0.05367212,0.05384612,0.01556286
2259.199,0.02599557,0.05362607,0.0540008,0.01558184
2259.681,0.02576118,0.05353585,0.05413258,0.01573188
2260.163,0.02547094,0.05346644,0.05424663,0.01600615
2260.645,0.0252109,0.05347549,0.05435545,0.01638724
2261.127,0.02506401,0.05359108,0.05446996,0.01685071
2261.609,0.02507899,0.05380613,0.05459111,0.01736773
2262.092,0.02525935,0.05408208,0.05470534,0.01790212
2262.574,0.02555935,0.0543605,0.05478744,0.01841121
2263.056,0.02590765,0.05458222,0.05481119,0.01885041
2263.538,0.026228,0.05469369,0.05475928,0.0191718
2264.02,0.02647105,0.05466158,0.05463284,0.01933702
2264.502,0.02662438,0.05447719,0.05445316,0.01932681
2264.984,0.0267054,0.05415654,0.05425734,0.01914757
2265.466,0.02674191,0.05373952,0.05408553,0.01883547
2265.948,0.02674832,0.05328276,0.05396944,0.01844819
2266.431,0.02671305,0.05285622,0.05392833,0.01805872
2266.913,0.02660143,0.05252567,0.05396564,0.01773261
2267.395,0.02637581,0.05233962,0.05407493,0.01751446
2267.877,0.02601912,0.05232161,0.05424492,0.01742095
2268.359,0.02555589,0.05246191,0.05446289,0.01743918
2268.841,0.0250533,0.05272207,0.05471308,0.01753556
2269.323,0.02461035,0.05304208,0.0549707,0.01766736
2269.805,0.02431815,0.05335958,0.05520264,0.01779814
2270.288,0.02423385,0.05362092,0.05536751,0.01790533
2270.77,0.0243572,0.05379136,0.05542417,0.01798282
2271.252,0.02463269,0.0538621,0.05534862,0.01803859
2271.734,0.02496786,0.05384594,0.05514236,0.01808796
2272.216,0.02526582,0.05377173,0.05483989,0.01814653
2272.698,0.02546344,0.05367152,0.05449729,0.01822415
2273.18,0.02554226,0.0535751,0.05418317,0.01832334
2273.662,0.02552997,0.0535021,0.05395887,0.01843958
2274.145,0.02547739,0.05345796,0.0538596,0.01856455
2274.627,0.02543488,0.05343497,0.05389229,0.01868856
2275.109,0.02542824,0.05341596,0.05403487,0.01880234
2275.591,0.02545065,0.0533816,0.05424906,0.01889822
2276.073,0.02547117,0.0533166,0.05448766,0.01896891
2276.555,0.02545376,0.05321717,0.0547061,0.01900693
2277.037,0.02537952,0.05309431,0.05486963,0.01900511
2277.519,0.02525545,0.05297205,0.05495094,0.01895724
2278.001,0.02511384,0.05288066,0.05493478,0.01886193
2278.484,0.02499492,0.05284431,0.05481961,0.01872434
2278.966,0.0249328,0.05287419,0.05462142,0.01855899
2279.448,0.02493783,0.05296035,0.05437496,0.01838699
2279.93,0.02499691,0.05307583,0.05412696,0.01823137
2280.412,0.02508097,0.0531816,0.05393051,0.01811312
2280.894,0.02516237,0.05324174,0.05382727,0.01804321
2281.376,0.02522854,0.05323473,0.05383249,0.01802125
2281.858,0.02528627,0.05315822,0.05393012,0.01803608
2282.341,0.02535611,0.05302913,0.05407543,0.01807242
2282.823,0.02545859,0.05287512,0.0542105,0.01811784
2283.305,0.02560125,0.05272521,0.05428032,0.01816881
2283.787,0.02577052,0.05259918,0.05425469,0.01823149
2284.269,0.02593566,0.05250471,0.0541355,0.01831802
2284.751,0.02605856,0.05243957,0.05395544,0.01843731
2285.233,0.02611218,0.05239845,0.05376201,0.01858642
2285.715,0.02608952,0.05237861,0.05360311,0.01874588
2286.198,0.02600675,0.05238409,0.0535119,0.01888239
2286.68,0.02589492,0.05242339,0.05349601,0.01896033
2287.162,0.0257879,0.05250414,0.05354194,0.01895439
2287.644,0.02571034,0.05262544,0.05362159,0.0188612
2288.126,0.02566946,0.05277459,0.05370696,0.0187022
2288.608,0.02565907,0.05292735,0.05377669,0.01851898
2289.09,0.02566619,0.05305383,0.05382252,0.01835977
2289.572,0.02568182,0.05313163,0.0538485,0.01825877
2290.054,0.02570648,0.05315212,0.05386839,0.01822832
2290.537,0.02574963,0.05312844,0.05390065,0.01825222
2291.019,0.02582229,0.05309056,0.05396155,0.01829585
2291.501,0.0259295,0.05307917,0.05406349,0.0183163
2291.983,0.02606319,0.05313152,0.05420946,0.01828049
2292.465,0.02620365,0.05326682,0.05439075,0.01817552
2292.947,0.02632352,0.0534796,0.05458608,0.0180112
2293.429,0.02640007,0.05373861,0.05476279,0.01781345
2293.911,0.02642392,0.05399682,0.05488679,0.01761364
2294.394,0.02640251,0.05420057,0.05492711,0.01744062
2294.875,0.02635857,0.05430897,0.05486943,0.01731234
2295.358,0.02631969,0.05430589,0.05472146,0.01723582
2295.84,0.02631128,0.0542031,0.05451463,0.01721155
2296.322,0.0263461,0.05403775,0.05429623,0.01723704
2296.804,0.02642096,0.05385832,0.05411601,0.01730986
2297.286,0.02651962,0.05371385,0.05401667,0.01742624
2297.768,0.02661919,0.05363564,0.05401858,0.01757857
2298.25,0.026698,0.05363007,0.05411777,0.01775325
2298.732,0.02674069,0.05367891,0.05428867,0.01793016
2299.215,0.02674182,0.05374803,0.05449375,0.01808797
2299.697,0.02670545,0.05380004,0.0546952,0.01820925
2300.179,0.02664169,0.05380673,0.05486156,0.0182856
2300.661,0.02656266,0.05375944,0.05497692,0.01832067
2301.143,0.02647964,0.05367054,0.05504005,0.01832745
2301.625,0.02640017,0.05356867,0.05506178,0.01832381
2302.107,0.02632829,0.05348603,0.0550595,0.01832439
2302.589,0.02626439,0.05344924,0.05505255,0.01833671
2303.072,0.0262089,0.05347024,0.05505765,0.0183588
2303.554,0.02616363,0.0535435,0.05508372,0.01838181
2304.036,0.02613467,0.05364912,0.05513178,0.0183927
2304.518,0.02613239,0.05375921,0.05519567,0.01837903
2305.0,0.02616786,0.05384931,0.05526518,0.01833376
2305.482,0.02625073,0.0539033,0.05533174,0.01825603
2305.964,0.02638219,0.05391859,0.05539321,0.01815357
2306.446,0.02655258,0.0539058,0.05545624,0.01804022
2306.928,0.02674002,0.05388553,0.05553396,0.01793682
2307.411,0.02691359,0.05388133,0.05563782,0.01786682
2307.893,0.02704446,0.05391134,0.05576837,0.01785018
2308.375,0.0271114,0.05398313,0.05590772,0.01789948
2308.857,0.02711125,0.05408869,0.0560186,0.01801258
2309.339,0.02705951,0.05420569,0.05605751,0.01817153
2309.821,0.02698863,0.05430025,0.05598538,0.01834215
2310.303,0.02693597,0.05433758,0.05578909,0.01848309
2310.785,0.02693021,0.05429417,0.05548956,0.01855795
2311.268,0.02698318,0.05416582,0.05514278,0.01854389
2311.75,0.02708284,0.05397354,0.05482276,0.01844066
2312.232,0.02719869,0.05375957,0.05459571,0.01826938
2312.714,0.02728901,0.05358053,0.05450336,0.01806619
2313.196,0.02731749,0.0534865,0.0545451,0.01786834
2313.678,0.02726485,0.0535079,0.0546853,0.01770203
2314.16,0.02713414,0.05364573,0.05486664,0.01757719
2314.642,0.02695001,0.05387198,0.05503908,0.0174882
2315.125,0.02675053,0.05413955,0.05517565,0.01742117
2315.606,0.02657775,0.05439564,0.0552798,0.01736254
2316.089,0.02646339,0.05460088,0.05537816,0.01730709
2316.571,0.02642306,0.05473734,0.05550257,0.01725814
2317.053,0.02645134,0.05481026,0.05567236,0.01722597
2317.535,0.02652567,0.05484016,0.05588209,0.01721979
2318.017,0.02661147,0.05485287,0.0561015,0.01724485
2318.499,0.02667076,0.05486765,0.05628539,0.01730137
2318.981,0.02667581,0.05489062,0.05639413,0.01738674
2319.463,0.02661404,0.05491656,0.05640438,0.01750176
2319.946,0.02649464,0.05493467,0.05631849,0.01765263
2320.428,0.02634335,0.05493668,0.05615869,0.01784829
2320.91,0.02619863,0.05492142,0.05596017,0.01809336
2321.392,0.02609907,0.0548933,0.05575846,0.01837809
2321.874,0.02606924,0.05485611,0.05558001,0.01867622
2322.356,0.02611612,0.05480897,0.05544259,0.01894414
2322.838,0.02622424,0.05474244,0.05535372,0.01913488
2323.32,0.02636399,0.05464435,0.05531339,0.0192163
2323.802,0.0264983,0.05450679,0.0553127,0.0191795
2324.285,0.02659495,0.05433445,0.05533363,0.01904677
2324.767,0.02663615,0.05414729,0.05535113,0.01886072
2325.249,0.02661769,0.05397826,0.05533514,0.01867455
2325.731,0.02654876,0.05386213,0.05526086,0.01853185
2326.213,0.0264467,0.05382367,0.05511854,0.01845402
2326.695,0.02633302,0.05386918,0.05491971,0.0184364
2327.177,0.02622787,0.05398159,0.05469821,0.01845159
2327.659,0.02614809,0.05412626,0.05450153,0.01846185
2328.142,0.02610789,0.05425766,0.05437762,0.01843049
2328.624,0.02611628,0.05433728,0.05435383,0.01833648
2329.106,0.02617699,0.05434442,0.05442721,0.0181788
2329.588,0.0262887,0.05428025,0.05456429,0.01797435
2330.07,0.02644211,0.05416503,0.05471596,0.01775098
2330.552,0.02662161,0.05402822,0.0548384,0.01753859
2331.034,0.02680585,0.05389943,0.05490911,0.0173661
2331.516,0.02697393,0.05379787,0.05493545,0.01725328
2331.999,0.02711044,0.05373209,0.0549472,0.01721181
2332.481,0.02721021,0.053702,0.05498131,0.01724326
2332.963,0.02728156,0.05370377,0.0550632,0.01734032
2333.445,0.02733994,0.05373223,0.05519502,0.01748518
2333.927,0.02740229,0.05378063,0.05535321,0.0176484
2334.409,0.02747794,0.05383981,0.05550069,0.01779624
2334.891,0.02756316,0.0538941,0.05559611,0.01789534
2335.373,0.02763951,0.05392317,0.05561002,0.01792542
2335.855,0.02768067,0.05390668,0.05553405,0.01788753
2336.338,0.02766129,0.05382991,0.0553813,0.01780529
2336.82,0.02756892,0.05369217,0.05518149,0.01771846
2337.302,0.02740987,0.05350831,0.0549689,0.01766484
2337.784,0.02721012,0.05330843,0.05477627,0.01766886
2338.266,0.02700683,0.05313035,0.05462733,0.0177306
2338.748,0.02683199,0.053008,0.05453249,0.01782878
2339.23,0.02670594,0.05296737,0.05449003,0.01792869
2339.712,0.0266277,0.05301895,0.05448575,0.01799503
2340.195,0.02657879,0.0531589,0.05449743,0.01800758
2340.677,0.02653521,0.0533713,0.05450244,0.01796588
2341.159,0.0264819,0.05363241,0.05448867,0.01789161
2341.641,0.02642335,0.05391589,0.0544587,0.01781287
2342.123,0.02637657,0.05419147,0.05442146,0.01774408
2342.605,0.02635883,0.05442834,0.05438657,0.01768246
2343.087,0.02637505,0.05459695,0.05436199,0.01762135
2343.569,0.02641974,0.05467081,0.05436045,0.01756594
2344.052,0.02648564,0.05463514,0.05439594,0.01752505
2344.534,0.02657043,0.05449274,0.054479,0.01749955
2345.016,0.02667138,0.05426785,0.05460494,0.01747994
2345.498,0.02677713,0.05400153,0.05474987,0.01745627
2345.98,0.02686568,0.05374157,0.05487347,0.01742922
2346.462,0.0269115,0.05353348,0.0549357,0.01740892
2346.944,0.0269023,0.05340689,0.05491842,0.01740557
2347.426,0.02684569,0.05337643,0.05483412,0.01742109
2347.908,0.02676714,0.05344467,0.0547214,0.01744711
2348.391,0.02669973,0.0536048,0.05462717,0.0174718
2348.873,0.0266755,0.05384558,0.0545931,0.01748189
2349.355,0.02671626,0.05414953,0.05464282,0.0174686
2349.837,0.02682594,0.05449445,0.05477471,0.01742846
2350.319,0.02698663,0.05484677,0.05496033,0.01736856
2350.801,0.0271585,0.0551605,0.05514738,0.01730579
2351.283,0.02728747,0.0553847,0.05527402,0.01726096
2351.765,0.02732248,0.05546774,0.05528843,0.01725439
2352.248,0.02724025,0.05537481,0.05517466,0.01729488
2352.729,0.0270608,0.0550977,0.05496493,0.01737741
2353.212,0.0268331,0.05466275,0.05472611,0.01748118
2353.694,0.02660833,0.0541259,0.05452618,0.01757331
2354.176,0.02641845,0.05355479,0.05440697,0.01761806
2354.658,0.02628182,0.05302201,0.05438593,0.01758763
2355.14,0.02621199,0.05258646,0.0544625,0.01747975
2355.622,0.02622337,0.05228536,0.05463041,0.01732375
2356.104,0.02632308,0.05213358,0.05487441,0.0171805
2356.586,0.02648987,0.05212604,0.05515988,0.01711907
2357.069,0.026669,0.05224543,0.05542825,0.01718047
2357.551,0.02678579,0.05246378,0.05560493,0.01734421
2358.033,0.0267933,0.05274748,0.05564422,0.01753053
2358.515,0.02670574,0.05305777,0.05556304,0.0176459
2358.997,0.02658793,0.05334853,0.05543724,0.01764513
2359.479,0.02650279,0.05357721,0.05534358,0.01757253
2359.961,0.02646184,0.05371332,0.05529987,0.01752908
2360.443,0.02644845,0.05374705,0.05526077,0.01756828
2360.926,0.02645585,0.05369435,0.05517513,0.01765259
2361.408,0.02649652,0.05359207,0.0550448,0.01770892
2361.89,0.02657136,0.05348835,0.05492232,0.01770506
2362.372,0.02666526,0.05342333,0.05487849,0.01765858
2362.854,0.02675247,0.05341842,0.05496735,0.01761336
2363.336,0.02679875,0.05346962,0.05519098,0.01761076
2363.818,0.02678037,0.05355182,0.05549373,0.01765561
2364.3,0.02669826,0.05363036,0.0557883,0.01770962
2364.782,0.02658371,0.05367516,0.05599539,0.0177202
2365.265,0.02647942,0.05367349,0.0560794,0.0176644
2365.747,0.02642431,0.05363029,0.05604773,0.01756354
2366.229,0.02643781,0.05356484,0.05594548,0.01747144
2366.711,0.02651553,0.0534985,0.05583178,0.01744486
2367.193,0.02662873,0.05344871,0.0557561,0.01751896
2367.675,0.02673467,0.05342261,0.0557394,0.01768868
2368.157,0.02679404,0.05341823,0.05576856,0.01791131
2368.639,0.02677839,0.05342953,0.05580889,0.01812275
2369.122,0.02667844,0.05345156,0.05582038,0.01826464
2369.604,0.02650336,0.05348289,0.0557773,0.01830695
2370.086,0.02627736,0.05352407,0.05567504,0.01825329
2370.568,0.02603575,0.05357505,0.05553396,0.01813779
2371.05,0.02581666,0.05363258,0.05538922,0.01800781
2371.532,0.02565943,0.05368918,0.0552814,0.01790941
2372.014,0.02559349,0.05373665,0.05524045,0.01786993
2372.496,0.0256317,0.05377014,0.05527622,0.0178914
2372.979,0.02576683,0.05379022,0.05537876,0.01795541
2373.46,0.02596986,0.05380351,0.05552113,0.01803265
2373.943,0.02619635,0.05381897,0.05566964,0.01809665
2374.425,0.02639251,0.05384395,0.05579089,0.01813061
2374.907,0.02651119,0.05387991,0.05586202,0.01813421
2375.389,0.02652381,0.05392164,0.05587307,0.0181198
2375.871,0.02642433,0.05396038,0.05582672,0.01810619
2376.353,0.02623323,0.0539887,0.05573511,0.01810816
2376.835,0.02598909,0.05400544,0.05561494,0.01813184
2377.317,0.02574279,0.05401787,0.05548537,0.01817124
2377.8,0.02554146,0.05403864,0.05536345,0.01821064
2378.282,0.02542027,0.05408194,0.0552636,0.01823137
2378.764,0.02539551,0.05415632,0.0551962,0.01821755
2379.246,0.02546034,0.05425977,0.05516547,0.01816414
2379.728,0.02558852,0.05437964,0.05517001,0.01807825
2380.21,0.02574067,0.05449468,0.05520218,0.01797853
2380.692,0.02587778,0.05458323,0.05525123,0.01788827
2381.174,0.02596823,0.0546287,0.05530471,0.0178299
2381.656,0.02599736,0.05462433,0.05535172,0.01781767
2382.139,0.02597098,0.0545746,0.0553866,0.01785272
2382.621,0.02591203,0.05449344,0.05540958,0.01792292
2383.103,0.02585302,0.05439832,0.05542626,0.01800632
2383.585,0.02582205,0.05430366,0.05544546,0.01807943
2384.067,0.02583575,0.05421853,0.05547674,0.01812235
2384.549,0.02589147,0.05414352,0.05552706,0.01812635
2385.031,0.02597065,0.05407374,0.05559918,0.01809558
2385.513,0.02604482,0.05400137,0.05569127,0.01804605
2385.996,0.02608834,0.05392065,0.05579764,0.01799927
2386.478,0.02608939,0.05383104,0.05591068,0.01797471
2386.96,0.02605356,0.05373753,0.05602087,0.01798546
2387.442,0.02600196,0.05364992,0.05611872,0.01803343
