absorbance_2.9_1A,2.9_1A,2.9_2,2.9_3A,2.9_4A
1126.707,0.0796585,0.1091918,0.1108153,0.07725763
1127.189,0.07936274,0.1084766,0.1100324,0.07646287
1127.671,0.07916361,0.1079822,0.1094808,0.07581469
1128.153,0.07906197,0.1077742,0.1091945,0.07532657
1128.635,0.07907821,0.1078949,0.1091961,0.07503297
1129.117,0.07924972,0.1083492,0.109492,0.07499133
1129.599,0.07961595,0.109104,0.1100712,0.07526169
1130.082,0.08020978,0.1100994,0.1109095,0.07589345
1130.564,0.08104879,0.1112667,0.1119763,0.07690648
1131.046,0.0821331,0.1125555,0.1132462,0.07828454
1131.528,0.08345266,0.1139415,0.1147056,0.07998188
1132.01,0.08499487,0.1154338,0.1163555,0.08193833
1132.492,0.08675244,0.1170626,0.1182074,0.08409939
1132.974,0.08872177,0.1188663,0.1202749,0.08642048
1133.456,0.09089749,0.1208725,0.1225632,0.08886997
1133.938,0.09326445,0.1230867,0.1250624,0.09142323
1134.421,0.09578945,0.1254903,0.1277455,0.09405365
1134.903,0.09842338,0.1280461,0.1305728,0.09673321
1135.385,0.1011137,0.1307123,0.1335021,0.09944009
1135.867,0.1038123,0.1334485,0.1364899,0.1021653
1136.349,0.1064905,0.1362232,0.1394942,0.1049193
1136.831,0.1091417,0.1390155,0.1424733,0.1077239
1137.313,0.1117739,0.1418074,0.145377,0.1105993
1137.795,0.1143977,0.144581,0.1481492,0.1135443
1138.278,0.1170148,0.1473176,0.15074,0.1165268
1138.76,0.1196106,0.1499971,0.1531153,0.119482
1139.242,0.1221564,0.1526023,0.1552759,0.1223314
1139.724,0.1246169,0.1551194,0.1572618,0.1250072
1140.206,0.126954,0.1575331,0.1591467,0.127465
1140.688,0.1291351,0.1598229,0.1610097,0.1296949
1141.17,0.1311329,0.1619593,0.1629087,0.1317113
1141.652,0.1329232,0.1639051,0.1648588,0.133536
1142.135,0.1344898,0.1656281,0.1668242,0.1351818
1142.617,0.135828,0.1671149,0.1687313,0.1366464
1143.099,0.1369522,0.1683832,0.1704908,0.1379193
1143.581,0.137896,0.169481,0.172034,0.1389949
1144.063,0.1387087,0.1704757,0.1733292,0.1398858
1144.545,0.1394434,0.171434,0.1743872,0.1406294
1145.027,0.1401381,0.1723957,0.1752484,0.1412773
1145.509,0.1408086,0.1733657,0.175966,0.141887
1145.991,0.1414471,0.1743149,0.1765883,0.1425082
1146.474,0.1420336,0.175202,0.1771448,0.1431708
1146.956,0.1425524,0.1759924,0.1776515,0.1438877
1147.438,0.1430077,0.1766788,0.1781163,0.1446579
1147.92,0.1434268,0.1772844,0.1785477,0.145473
1148.402,0.1438555,0.1778547,0.178962,0.1463208
1148.884,0.1443405,0.1784381,0.1793847,0.1471863
1149.366,0.1449111,0.1790661,0.1798461,0.1480536
1149.848,0.1455721,0.1797475,0.1803788,0.148906
1150.331,0.1463054,0.1804698,0.1810117,0.1497329
1150.813,0.1470833,0.1812125,0.1817625,0.1505353
1151.295,0.1478806,0.1819568,0.1826353,0.1513287
1151.777,0.1486863,0.182695,0.1836146,0.1521398
1152.259,0.1495021,0.1834284,0.1846682,0.1529924
1152.741,0.150333,0.1841604,0.1857477,0.1538967
1153.223,0.1511741,0.184891,0.186802,0.1548377
1153.705,0.1520057,0.185615,0.1877924,0.1557779
1154.188,0.1527926,0.1863264,0.1887004,0.1566645
1154.67,0.1534984,0.187024,0.1895345,0.1574521
1155.152,0.1540993,0.1877141,0.1903218,0.1581178
1155.634,0.1545911,0.1884053,0.1910933,0.1586662
1156.116,0.1549881,0.1890969,0.1918622,0.1591226
1156.598,0.1553112,0.189769,0.1926134,0.1595174
1157.08,0.1555747,0.1903777,0.1933032,0.1598688
1157.562,0.1557753,0.1908688,0.1938771,0.1601733
1158.044,0.1558944,0.1911946,0.1942916,0.1604114
1158.526,0.1559072,0.1913351,0.1945315,0.1605586
1159.009,0.1557995,0.191309,0.1946149,0.1606026
1159.491,0.1555777,0.191169,0.1945812,0.1605502
1159.973,0.1552721,0.1909809,0.1944696,0.1604239
1160.455,0.1549239,0.1907924,0.1942969,0.160246
1160.937,0.154575,0.1906155,0.1940524,0.160026
1161.419,0.1542536,0.1904219,0.1937079,0.1597513
1161.901,0.1539669,0.1901598,0.1932413,0.1593935
1162.383,0.1537039,0.1897764,0.1926546,0.1589212
1162.865,0.1534432,0.1892447,0.1919823,0.158319
1163.348,0.153163,0.1885747,0.1912739,0.1575981
1163.83,0.1528437,0.1878062,0.1905724,0.1567954
1164.312,0.152469,0.1869898,0.1898861,0.1559601
1164.794,0.1520234,0.1861599,0.1891817,0.1551327
1165.276,0.1514883,0.1853262,0.188394,0.1543332
1165.758,0.1508432,0.1844701,0.1874574,0.1535529
1166.24,0.1500712,0.1835614,0.1863417,0.1527623
1166.722,0.1491627,0.1825721,0.1850669,0.1519215
1167.205,0.1481196,0.1814915,0.1837007,0.1509962
1167.687,0.1469535,0.1803279,0.1823254,0.1499686
1168.169,0.1456838,0.1791002,0.1810106,0.1488362
1168.651,0.1443318,0.1778265,0.179781,0.1476098
1169.133,0.1429185,0.1765152,0.1786146,0.1463058
1169.615,0.1414666,0.1751663,0.177457,0.1449428
1170.097,0.1400007,0.1737776,0.1762553,0.1435371
1170.579,0.1385475,0.1723543,0.1749828,0.1421014
1171.062,0.1371351,0.1709143,0.1736476,0.1406449
1171.544,0.1357858,0.1694852,0.1722832,0.139171
1172.026,0.1345104,0.1680951,0.1709258,0.1376779
1172.508,0.1333051,0.1667642,0.1695932,0.1361597
1172.99,0.1321516,0.1654949,0.1682758,0.1346123
1173.472,0.1310226,0.1642726,0.1669438,0.1330397
1173.954,0.1298887,0.1630709,0.1655656,0.1314585
1174.436,0.1287285,0.1618628,0.1641282,0.1298982
1174.918,0.1275322,0.1606286,0.1626448,0.128396
1175.401,0.1263018,0.1593593,0.1611507,0.1269874
1175.883,0.1250479,0.1580568,0.1596839,0.1256925
1176.365,0.1237836,0.1567285,0.1582717,0.1245102
1176.847,0.1225211,0.1553825,0.1569206,0.1234155
1177.329,0.1212677,0.1540243,0.1556186,0.122367
1177.811,0.120025,0.1526577,0.1543476,0.1213143
1178.293,0.1187893,0.1512848,0.1530948,0.1202099
1178.775,0.1175527,0.1499071,0.1518614,0.1190224
1179.258,0.1163037,0.1485251,0.1506593,0.117738
1179.74,0.1150314,0.1471376,0.1495013,0.1163633
1180.222,0.1137292,0.1457411,0.1483902,0.1149206
1180.704,0.1124007,0.1443318,0.1473112,0.1134435
1181.186,0.1110629,0.1429079,0.1462352,0.11197
1181.668,0.1097441,0.1414746,0.1451299,0.1105324
1182.15,0.1084816,0.1400472,0.1439686,0.1091544
1182.632,0.1073104,0.1386509,0.1427422,0.1078439
1183.115,0.1062506,0.1373158,0.14146,0.1065932
1183.597,0.1053025,0.1360738,0.1401455,0.1053811
1184.079,0.1044431,0.1349478,0.1388282,0.1041817
1184.561,0.1036312,0.1339462,0.1375339,0.1029729
1185.043,0.1028206,0.1330582,0.136284,0.1017459
1185.525,0.1019731,0.1322549,0.135091,0.1005078
1186.007,0.1010697,0.1314957,0.1339599,0.09927987
1186.489,0.100115,0.1307338,0.132888,0.09809282
1186.971,0.09913377,0.1299319,0.1318652,0.09697596
1187.453,0.0981622,0.1290708,0.1308759,0.09595011
1187.936,0.0972361,0.1281548,0.1299002,0.09502379
1188.418,0.09637856,0.1272095,0.1289224,0.09419262
1188.9,0.0955943,0.1262745,0.1279357,0.09344168
1189.382,0.09486938,0.1253921,0.1269482,0.09274821
1189.864,0.09417848,0.1245907,0.1259807,0.092087
1190.346,0.09349238,0.1238779,0.1250614,0.09143126
1190.828,0.09278724,0.1232368,0.1242159,0.0907558
1191.31,0.09205199,0.1226342,0.1234555,0.09004256
1191.792,0.09129034,0.1220307,0.1227743,0.08928434
1192.275,0.09051877,0.1213941,0.122151,0.08848995
1192.757,0.08975941,0.1207115,0.1215599,0.08768304
1193.239,0.08903523,0.1199894,0.1209815,0.08689973
1193.721,0.08836229,0.1192499,0.1204112,0.08617845
1194.203,0.08774556,0.118517,0.1198596,0.08554536
1194.685,0.08717945,0.117808,0.1193451,0.08500825
1195.167,0.08665037,0.1171255,0.1188824,0.08455133
1195.649,0.08614229,0.1164577,0.1184708,0.0841431
1196.132,0.08564015,0.1157845,0.1180909,0.08374424
1196.614,0.08513415,0.115088,0.1177082,0.08332184
1197.096,0.08462107,0.1143613,0.1172874,0.0828588
1197.578,0.08410307,0.1136109,0.1168003,0.08235377
1198.06,0.08358619,0.1128566,0.1162389,0.08181667
1198.542,0.0830779,0.1121227,0.1156148,0.08125811
1199.024,0.08258596,0.111434,0.114956,0.08068395
1199.506,0.08211772,0.110808,0.1142966,0.08009277
1199.989,0.08167793,0.1102532,0.1136662,0.07948042
1200.471,0.08126916,0.1097694,0.113088,0.07884798
1200.953,0.08088939,0.1093493,0.1125743,0.07820689
1201.435,0.08053216,0.1089812,0.1121268,0.07757761
1201.917,0.08018647,0.1086498,0.1117381,0.07698508
1202.399,0.07984122,0.1083401,0.1113925,0.07644676
1202.881,0.07948789,0.1080398,0.1110674,0.07596727
1203.363,0.07912499,0.1077429,0.110735,0.075537
1203.845,0.07875951,0.1074514,0.110371,0.07514005
1204.328,0.07840492,0.1071763,0.1099613,0.07476321
1204.81,0.07807639,0.1069334,0.1095102,0.07440572
1205.292,0.07778358,0.1067357,0.109042,0.07407927
1205.774,0.0775256,0.1065875,0.1085975,0.07380321
1206.256,0.07728978,0.1064789,0.1082235,0.07359181
1206.738,0.07705784,0.1063883,0.1079559,0.0734442
1207.22,0.0768117,0.1062872,0.1078097,0.07334057
1207.702,0.07654397,0.1061494,0.1077738,0.07324777
1208.185,0.07626321,0.1059616,0.1078161,0.07313474
1208.667,0.07599308,0.1057263,0.1078921,0.07298365
1209.149,0.07576673,0.1054615,0.1079586,0.07280055
1209.631,0.07561316,0.1051917,0.1079871,0.07261124
1210.113,0.07554955,0.1049415,0.1079642,0.07245286
1210.595,0.07557262,0.1047278,0.1078911,0.07235742
1211.077,0.07566135,0.1045568,0.1077771,0.07233761
1211.559,0.07577989,0.1044272,0.1076357,0.07238403
1212.042,0.07589005,0.1043338,0.1074799,0.07246891
1212.524,0.07596368,0.1042728,0.1073231,0.07256098
1213.006,0.07598668,0.1042411,0.1071809,0.072634
1213.488,0.07596369,0.1042362,0.107071,0.07267784
1213.97,0.07591295,0.1042523,0.1070077,0.07269612
1214.452,0.07586275,0.1042801,0.1069993,0.07270025
1214.934,0.07584216,0.1043088,0.1070406,0.07270148
1215.416,0.07587482,0.1043321,0.1071137,0.07270584
1215.898,0.0759766,0.1043527,0.1071895,0.07271589
1216.38,0.07615109,0.1043849,0.1072378,0.07273467
1216.863,0.07638872,0.1044507,0.1072383,0.07277066
1217.345,0.07666583,0.1045729,0.1071859,0.07283952
1217.827,0.07694933,0.104763,0.1070937,0.07295826
1218.309,0.07720285,0.105016,0.1069867,0.07313797
1218.791,0.07739218,0.1053086,0.1068953,0.07337546
1219.273,0.07749693,0.1056069,0.1068434,0.07365121
1219.755,0.0775145,0.1058783,0.1068453,0.07393321
1220.237,0.07746363,0.1061004,0.1069056,0.07418431
1220.719,0.07737772,0.1062691,0.107022,0.07437691
1221.202,0.077298,0.1063966,0.1071901,0.07449754
1221.684,0.07726353,0.1065053,0.1074062,0.07454943
1222.166,0.07729998,0.1066159,0.1076661,0.07454792
1222.648,0.07741846,0.1067429,0.1079626,0.07451385
1223.13,0.0776157,0.1068912,0.1082824,0.07446931
1223.612,0.07788004,0.107059,0.1086075,0.07443208
1224.094,0.07819586,0.1072425,0.1089171,0.07441974
1224.576,0.07854829,0.10744,0.1091944,0.07444995
1225.059,0.07892479,0.1076518,0.1094324,0.07453912
1225.541,0.07931226,0.1078776,0.1096344,0.07470138
1226.023,0.07969439,0.1081117,0.1098119,0.07494296
1226.505,0.08005174,0.1083423,0.1099773,0.07525823
1226.987,0.08036157,0.1085517,0.1101386,0.07562909
1227.469,0.08060298,0.1087242,0.1102956,0.07602782
1227.951,0.08076345,0.1088525,0.1104418,0.07642592
1228.433,0.08084171,0.1089418,0.1105696,0.07679801
1228.916,0.08084956,0.1090108,0.1106764,0.07712735
1229.398,0.08080803,0.109083,0.1107691,0.07740723
1229.88,0.08074501,0.1091823,0.1108639,0.07763702
1230.362,0.08068756,0.1093227,0.1109812,0.07781997
1230.844,0.08065735,0.1095048,0.1111377,0.07796222
1231.326,0.08067035,0.1097168,0.1113403,0.07807268
1231.808,0.08073321,0.109939,0.1115825,0.07816555
1232.29,0.08084413,0.1101499,0.1118437,0.07825755
1232.772,0.08099195,0.1103297,0.112094,0.07836591
1233.255,0.08115819,0.1104651,0.1123023,0.07849887
1233.737,0.08132001,0.1105496,0.1124426,0.0786515
1234.219,0.0814532,0.1105837,0.1124991,0.07880253
1234.701,0.08154009,0.1105755,0.1124696,0.07892096
1235.183,0.0815735,0.1105406,0.1123656,0.0789765
1235.665,0.08155955,0.1105002,0.1122108,0.07895114
1236.147,0.08151574,0.1104758,0.1120344,0.07884819
1236.629,0.08146472,0.1104823,0.111867,0.0786918
1237.112,0.08142761,0.1105216,0.1117339,0.07851806
1237.594,0.08141478,0.1105804,0.1116501,0.07835935
1238.076,0.08142356,0.1106305,0.1116184,0.07823431
1238.558,0.08143908,0.1106359,0.1116303,0.07814173
1239.04,0.08143994,0.110566,0.1116691,0.0780654
1239.522,0.08140364,0.1104015,0.111713,0.07798252
1240.004,0.08131249,0.1101415,0.1117385,0.07787529
1240.486,0.08115767,0.1098005,0.1117243,0.07773829
1240.969,0.08093885,0.1094031,0.1116515,0.07757619
1241.451,0.08066281,0.1089728,0.111504,0.07739691
1241.933,0.08034057,0.1085246,0.1112707,0.07720166
1242.415,0.07998613,0.1080644,0.1109453,0.07698005
1242.897,0.07961551,0.1075926,0.110527,0.0767129
1243.379,0.07924423,0.1071112,0.1100225,0.07638307
1243.861,0.07888599,0.1066286,0.1094447,0.07598409
1244.343,0.07854781,0.1061585,0.1088115,0.07552686
1244.825,0.07822751,0.1057137,0.1081421,0.07503541
1245.307,0.07791129,0.1052988,0.1074563,0.07453917
1245.79,0.07757723,0.1049035,0.1067725,0.07405847
1246.272,0.0772019,0.1045034,0.1061059,0.07359511
1246.754,0.07676588,0.1040644,0.1054717,0.07313111
1247.236,0.07626293,0.1035558,0.1048838,0.0726354
1247.718,0.07570133,0.1029618,0.1043535,0.07207631
1248.2,0.07510344,0.102288,0.1038883,0.07143179
1248.682,0.07449754,0.1015626,0.1034881,0.07069883
1249.164,0.07390989,0.1008282,0.1031443,0.06989223
1249.646,0.07336043,0.1001351,0.1028398,0.0690404
1250.129,0.07285765,0.09952488,0.1025538,0.06817563
1250.611,0.07240114,0.0990241,0.1022667,0.06732833
1251.093,0.07198299,0.09864053,0.1019639,0.06652545
1251.575,0.0715933,0.09836408,0.10164,0.06578861
1252.057,0.07122119,0.09817037,0.1012965,0.06513672
1252.539,0.07085684,0.09802545,0.1009388,0.06458683
1253.021,0.07049314,0.09789461,0.1005715,0.06415077
1253.503,0.07012721,0.09774504,0.1001974,0.06383353
1253.986,0.06976268,0.09755071,0.0998172,0.06363058
1254.468,0.06941026,0.09729785,0.09943225,0.06352957
1254.95,0.06908788,0.09698615,0.09904724,0.06351186
1255.432,0.06881519,0.09662925,0.09867021,0.06355717
1255.914,0.06860624,0.09625004,0.09830989,0.06364726
1256.396,0.06846327,0.09587701,0.09797165,0.0637639
1256.878,0.06837096,0.09553666,0.09765299,0.06388613
1257.36,0.0682999,0.09524614,0.09734339,0.0639884
1257.843,0.06820848,0.09501029,0.09702693,0.06403761
1258.325,0.06805447,0.09481824,0.09669027,0.063999
1258.807,0.06780755,0.09464687,0.0963314,0.06384678
1259.289,0.06745484,0.09446245,0.09596477,0.0635723
1259.771,0.06700744,0.09423068,0.09562059,0.06319157
1260.253,0.06649609,0.09392777,0.09533501,0.06274032
1260.735,0.06596819,0.09354734,0.09513976,0.06226785
1261.217,0.06547545,0.09310725,0.09504761,0.06181862
1261.699,0.0650629,0.09264646,0.09504692,0.06142017
1262.182,0.06476527,0.09222054,0.09510307,0.0610817
1262.664,0.064597,0.09188421,0.09516957,0.06079708
1263.146,0.06455053,0.09167686,0.09520213,0.06055506
1263.628,0.06459372,0.09161295,0.09516621,0.06034766
1264.11,0.06467632,0.09167452,0.09504741,0.06017485
1264.592,0.0647381,0.09181609,0.09484994,0.06004142
1265.074,0.06471962,0.09197165,0.09459251,0.05995014
1265.556,0.06458191,0.09207675,0.09430008,0.05989478
1266.039,0.0643158,0.09208126,0.09399641,0.05985802
1266.521,0.06394546,0.09195931,0.09369954,0.05981446
1267.003,0.06351776,0.0917128,0.09341888,0.05974125
1267.485,0.06308664,0.09136462,0.09315597,0.05962569
1267.967,0.06269525,0.09094977,0.09290782,0.05947
1268.449,0.06235959,0.09050231,0.09266953,0.05928816
1268.931,0.06206737,0.09005319,0.09243715,0.05909887
1269.413,0.06178549,0.08962718,0.0922085,0.05891548
1269.896,0.06147976,0.08924235,0.09198422,0.05873825
1270.378,0.06112922,0.08891235,0.09176788,0.05855358
1270.86,0.06074003,0.08864495,0.09156549,0.05834032
1271.342,0.06034301,0.08844028,0.0913841,0.05808162
1271.824,0.05998464,0.08829144,0.09123178,0.05777421
1272.306,0.05970908,0.08818626,0.09111544,0.0574346
1272.788,0.05954018,0.08811326,0.09104016,0.05709452
1273.27,0.0594778,0.08806628,0.0910075,0.05679377
1273.752,0.05949753,0.08804701,0.09101483,0.05656727
1274.234,0.05956361,0.08806232,0.09105469,0.05643304
1274.717,0.05963651,0.08811788,0.09111401,0.05639011
1275.199,0.05968402,0.08820939,0.09117614,0.05641864
1275.681,0.05968645,0.08831815,0.09122285,0.05648856
1276.163,0.05963393,0.08841113,0.0912357,0.05656546
1276.645,0.05952565,0.08845034,0.09120014,0.0566218
1277.127,0.05936711,0.08840733,0.09110817,0.05664035
1277.609,0.05916987,0.0882722,0.0909587,0.05661359
1278.091,0.05894979,0.08805875,0.09075673,0.05653976
1278.573,0.05872514,0.0877974,0.09051158,0.05641749
1279.056,0.05851377,0.08752347,0.09023479,0.05624124
1279.538,0.0583256,0.08725838,0.08993661,0.05600194
1280.02,0.05815936,0.08700179,0.08962648,0.05569035
1280.502,0.05800083,0.08673171,0.08931254,0.05530477
1280.984,0.05782846,0.0864186,0.08900206,0.05485663
1281.466,0.05762221,0.08604051,0.08870044,0.05437201
1281.948,0.05737356,0.08559862,0.08840968,0.05388948
1282.43,0.0570925,0.08511973,0.08812686,0.05344649
1282.913,0.05680647,0.08464905,0.08784311,0.05307007
1283.395,0.05655296,0.08423557,0.08754572,0.05276761
1283.877,0.05636311,0.08391047,0.08722308,0.05252456
1284.359,0.05625135,0.08367997,0.08686964,0.05230922
1284.841,0.05620634,0.0835228,0.08649147,0.05208374
1285.323,0.05619459,0.08340162,0.0861061,0.05181985
1285.805,0.056167,0.08327513,0.08574077,0.05150618
1286.287,0.05607523,0.08311214,0.0854243,0.051153
1286.77,0.05588898,0.08290066,0.08517604,0.05078594
1287.252,0.05560338,0.08264545,0.08499964,0.0504363
1287.734,0.05524134,0.08236209,0.08487928,0.05012831
1288.216,0.05484302,0.0820661,0.08478601,0.04986942
1288.698,0.05445495,0.08176852,0.08468454,0.04965064
1289.18,0.05411363,0.08147285,0.08454656,0.04945211
1289.662,0.05383481,0.08117875,0.08435956,0.04925539
1290.144,0.05361435,0.08088665,0.08412655,0.04904976
1290.626,0.05343216,0.08060161,0.08386344,0.04883532
1291.109,0.0532627,0.08033172,0.0835896,0.04861984
1291.591,0.05308188,0.08008735,0.0833232,0.04841141
1292.073,0.05287441,0.07987642,0.08307561,0.04821169
1292.555,0.05263661,0.07970199,0.08285192,0.04801475
1293.037,0.05237513,0.07956304,0.08265354,0.04780977
1293.519,0.05210415,0.0794559,0.08248163,0.04758849
1294.001,0.05184075,0.07937533,0.0823388,0.04735393
1294.483,0.0516042,0.0793162,0.08222838,0.04712343
1294.966,0.05141077,0.07927227,0.082152,0.04692534
1295.448,0.0512725,0.07923484,0.08210687,0.04679147
1295.93,0.05119578,0.07919283,0.08208389,0.04674776
1296.412,0.05117934,0.07913595,0.0820707,0.04680318
1296.894,0.05121369,0.07905816,0.0820554,0.04694619
1297.376,0.05128131,0.0789623,0.0820299,0.04714715
1297.858,0.0513614,0.07886126,0.08199367,0.04736819
1298.34,0.05143239,0.07877448,0.0819519,0.04757143
1298.823,0.05147573,0.07872284,0.0819125,0.04772393
1299.305,0.05148074,0.07871877,0.08188064,0.04780459
1299.787,0.05144493,0.07876259,0.08185638,0.04780137
1300.269,0.05137502,0.07884017,0.0818333,0.04771195
1300.751,0.05128409,0.07892828,0.0818022,0.04754345
1301.233,0.05118951,0.07900037,0.08175328,0.04731327
1301.715,0.0511085,0.07903419,0.08168116,0.04704888
1302.197,0.0510535,0.07901856,0.08158607,0.04678227
1302.679,0.05103068,0.07895166,0.08147316,0.04654739
1303.161,0.05103843,0.07883898,0.08135049,0.04637069
1303.644,0.05106883,0.07868861,0.0812251,0.04626252
1304.126,0.05110855,0.07850855,0.08110163,0.04621432
1304.608,0.05114206,0.07830589,0.08098148,0.04619819
1305.09,0.05115535,0.07808749,0.08086281,0.04617738
1305.572,0.05113619,0.07786269,0.08074242,0.04611263
1306.054,0.05107702,0.07764249,0.08061703,0.04597622
1306.536,0.05097493,0.07743806,0.08048484,0.04575887
1307.018,0.05083275,0.07725843,0.08034597,0.04547175
1307.5,0.05065851,0.07710648,0.08020285,0.04514319
1307.983,0.05046446,0.07697926,0.08006039,0.04480967
1308.465,0.05026648,0.07686911,0.07992475,0.04450934
1308.947,0.05007905,0.07676893,0.07980192,0.04427229
1309.429,0.0499123,0.07667605,0.07969576,0.0441156
1309.911,0.04977015,0.07659435,0.07960725,0.04404498
1310.393,0.04964897,0.07653247,0.07953429,0.0440549
1310.875,0.04953964,0.0764999,0.07947252,0.04413184
1311.357,0.04943049,0.07650255,0.07941826,0.04425403
1311.84,0.04931302,0.07653765,0.07937003,0.04439446
1312.322,0.04918548,0.07659487,0.0793301,0.04452415
1312.804,0.04905571,0.07665832,0.07930327,0.04461596
1313.286,0.04893941,0.07671426,0.07929307,0.04465439
1313.768,0.04885536,0.07675588,0.07929883,0.04463764
1314.25,0.04881883,0.07678412,0.07931168,0.0445775
1314.732,0.04883549,0.07680447,0.07931693,0.04449178
1315.214,0.04889991,0.07682079,0.07929761,0.04439764
1315.697,0.04899653,0.07682997,0.07924052,0.0443049
1316.179,0.04910518,0.07682086,0.07914205,0.04421346
1316.661,0.04920336,0.07677604,0.07901062,0.04411492
1317.143,0.0492718,0.07667819,0.07886565,0.04399814
1317.625,0.04929875,0.07651895,0.07872866,0.04385691
1318.107,0.04928012,0.07630377,0.07861587,0.04369459
1318.589,0.04921925,0.07605459,0.07852951,0.04352632
1319.071,0.04912461,0.07580157,0.07845636,0.04337302
1319.553,0.04900638,0.07557636,0.07837225,0.04325566
1320.036,0.04887273,0.07539877,0.07825302,0.04318572
1320.518,0.04872811,0.07527192,0.07808564,0.04316102
1321.0,0.04857172,0.07518212,0.07786927,0.04316787
1321.482,0.04839861,0.0751055,0.07761502,0.04318529
1321.964,0.04820056,0.07501653,0.07733694,0.04319253
1322.446,0.04796791,0.07489307,0.07704782,0.04317079
1322.928,0.04769328,0.07472266,0.07675433,0.04310836
1323.41,0.04737405,0.0745047,0.07645702,0.04300018
1323.893,0.04701559,0.07425002,0.07615517,0.04284766
1324.375,0.04663156,0.07397714,0.07585169,0.04265707
1324.857,0.04624157,0.07370597,0.07555622,0.04243736
1325.339,0.04586876,0.07345445,0.07528602,0.0421984
1325.821,0.04553329,0.07323222,0.07506134,0.04194818
1326.303,0.04524839,0.07304016,0.07489856,0.04169217
1326.785,0.04502004,0.07287167,0.07480564,0.04143296
1327.267,0.04484631,0.07271655,0.07477742,0.041171
1327.75,0.04472073,0.07256535,0.07479716,0.04090514
1328.232,0.04463609,0.07241318,0.07484001,0.04063509
1328.714,0.04458857,0.07226209,0.074883,0.04036262
1329.196,0.04457795,0.07212096,0.0749101,0.04009262
1329.678,0.04460694,0.07200294,0.07491702,0.03983366
1330.16,0.044677,0.07192045,0.07491106,0.039596
1330.642,0.04478441,0.07188131,0.07490747,0.03939105
1331.124,0.04491694,0.07188627,0.07492362,0.03922896
1331.606,0.04505719,0.07192793,0.07497227,0.03911684
1332.089,0.04518501,0.0719932,0.07505828,0.03905816
1332.571,0.04528508,0.07206722,0.0751766,0.03905392
1333.053,0.04535268,0.07213902,0.07531454,0.03910361
1333.535,0.04539444,0.07220353,0.07545416,0.03920621
1334.017,0.04542693,0.07226323,0.07557665,0.03936017
1334.499,0.04546905,0.07232648,0.07566822,0.03956286
1334.981,0.04553796,0.07240622,0.07572211,0.03980833
1335.463,0.04564267,0.072516,0.07574338,0.04008742
1335.945,0.04578312,0.07266785,0.0757483,0.04038937
1336.427,0.04595175,0.07287011,0.07576553,0.04070323
1336.91,0.04613963,0.07312598,0.07582964,0.04102111
1337.392,0.04634198,0.07343242,0.07597378,0.04133926
1337.874,0.04656042,0.0737778,0.07622111,0.0416557
1338.356,0.04680159,0.07414073,0.07657284,0.04196664
1338.838,0.04707011,0.07449367,0.07700163,0.04226235
1339.32,0.04736204,0.07480894,0.07745262,0.04252791
1339.802,0.04766257,0.07507133,0.07786499,0.04275042
1340.284,0.04795093,0.07528416,0.07819724,0.04292652
1340.767,0.04820875,0.07546738,0.07843747,0.04306683
1341.249,0.04842429,0.07564374,0.07859749,0.04318968
1341.731,0.04859275,0.07582898,0.07869773,0.04331367
1342.213,0.04871327,0.07602738,0.078757,0.04345278
1342.695,0.04878864,0.07623157,0.07878799,0.04361238
1343.177,0.04882494,0.0764273,0.07880153,0.04378994
1343.659,0.04883374,0.07659723,0.07881053,0.04397587
1344.141,0.0488326,0.0767298,0.07883045,0.04415769
1344.624,0.0488459,0.07682258,0.07887873,0.04432253
1345.106,0.04890192,0.07688479,0.07896966,0.04446086
1345.588,0.0490259,0.07693321,0.07910793,0.04456948
1346.07,0.04923421,0.07698762,0.07928649,0.04465044
1346.552,0.04952727,0.07706316,0.07948674,0.04471101
1347.034,0.04988769,0.0771663,0.07968687,0.04476059
1347.516,0.05027909,0.0772948,0.07986718,0.04481135
1347.998,0.05065291,0.07743933,0.08001806,0.0448776
1348.48,0.05096205,0.07758933,0.08014156,0.04497316
1348.963,0.05116919,0.07773513,0.08024894,0.0451108
1349.445,0.05125906,0.07787051,0.08035308,0.0452971
1349.927,0.05124103,0.07799298,0.08046179,0.04553
1350.409,0.05114572,0.07810145,0.08057497,0.04579679
1350.891,0.05101427,0.07819569,0.08068645,0.04607509
1351.373,0.05088349,0.07827542,0.08079007,0.04633986
1351.855,0.050782,0.07834055,0.08088385,0.04656487
1352.337,0.05072274,0.07839197,0.08097187,0.04672923
1352.82,0.05070449,0.07843104,0.08106065,0.0468201
1353.302,0.0507163,0.0784592,0.08115321,0.04683297
1353.784,0.05074288,0.07847726,0.08124271,0.04677306
1354.266,0.05077098,0.07848499,0.08131284,0.04665418
1354.748,0.0507929,0.07848276,0.08134158,0.04649894
1355.23,0.05080965,0.07847272,0.08131377,0.046335
1355.712,0.05082918,0.07846001,0.08123061,0.04618934
1356.194,0.05086386,0.07845326,0.08111317,0.04608521
1356.677,0.05092525,0.07846206,0.08099633,0.04603583
1357.159,0.05102065,0.07849401,0.08091623,0.04604252
1357.641,0.05115127,0.07855253,0.08090074,0.04609612
1358.123,0.0513114,0.07863638,0.08095872,0.04618102
1358.605,0.05148949,0.07874115,0.08108112,0.04628083
1359.087,0.05166861,0.07886226,0.08124648,0.04638343
1359.569,0.05183081,0.07899895,0.08143243,0.04648683
