absorbance_6.10_1 (1),6.10_1 (1),6.10_2,6.10_3,6.10_4
2018.623,0.07989599,0.02528058,0.01547694,0.0671308
2019.105,0.07994646,0.02597394,0.01486437,0.06682384
2019.587,0.07962627,0.02661186,0.01446645,0.06659028
2020.069,0.07898003,0.02709116,0.01426671,0.06653194
2020.551,0.07813427,0.02734707,0.01420306,0.06667609
2021.033,0.07727432,0.02736654,0.01418445,0.06697096
2021.515,0.076575,0.02719517,0.01412872,0.06731848
2021.998,0.07615688,0.02691955,0.01398344,0.0676208
2022.48,0.07606252,0.02664936,0.01374084,0.06781716
2022.962,0.07625459,0.02647789,0.01343612,0.06790489
2023.444,0.07664332,0.02645731,0.01313387,0.06791833
2023.926,0.07712024,0.02658109,0.01290361,0.06789563
2024.408,0.07760068,0.0267942,0.01279018,0.06784166
2024.89,0.07802796,0.0270149,0.01280315,0.06771789
2025.372,0.07836504,0.02717111,0.01291691,0.06746286
2025.854,0.07858085,0.02723351,0.01309188,0.06703676
2026.337,0.07863509,0.02721395,0.01329514,0.0664603
2026.819,0.07849027,0.02715302,0.01352184,0.06583788
2027.301,0.07814257,0.02708727,0.01380108,0.06532903
2027.783,0.07765011,0.02701977,0.01418844,0.0651101
2028.265,0.07714494,0.02690283,0.01474309,0.06530286
2028.747,0.07679208,0.02666317,0.01549804,0.06592663
2029.229,0.07675122,0.02623272,0.01644619,0.06689529
2029.711,0.07710515,0.02560507,0.01753425,0.06804627
2030.193,0.07782678,0.02486411,0.01868133,0.0692073
2030.676,0.07877342,0.02419224,0.01978872,0.07022336
2031.158,0.07972372,0.02382325,0.02077087,0.07100216
2031.64,0.080456,0.02394938,0.02157549,0.0715187
2032.122,0.08079092,0.02464896,0.02218305,0.07179178
2032.604,0.08064938,0.02581085,0.02260291,0.07185413
2033.086,0.08004819,0.02716021,0.02285429,0.07172421
2033.568,0.07906758,0.02829942,0.0229504,0.07139792
2034.05,0.077813,0.02885038,0.02289647,0.07085938
2034.532,0.07639356,0.02857391,0.02269903,0.07010425
2035.015,0.07493746,0.02743642,0.02238458,0.06916006
2035.497,0.07359511,0.02564188,0.02200518,0.06809027
2035.979,0.07253934,0.02355974,0.02162876,0.06697631
2036.461,0.07195843,0.02163244,0.02131669,0.06589952
2036.943,0.07199161,0.0202151,0.02108805,0.06491339
2037.425,0.07268771,0.01950943,0.02090631,0.06404487
2037.907,0.07396334,0.01954513,0.02067829,0.06330959
2038.389,0.07560094,0.02020429,0.02029341,0.06272529
2038.872,0.07727559,0.02128891,0.01966376,0.06232453
2039.354,0.07862011,0.02258112,0.01877561,0.06214928
2039.836,0.07935922,0.02392017,0.01771495,0.06222763
2040.318,0.07937658,0.02521201,0.01666069,0.06255017
2040.8,0.07876525,0.02642144,0.01583999,0.06305082
2041.282,0.07777651,0.02753679,0.01543827,0.06361502
2041.764,0.07675064,0.02853063,0.01555544,0.06409747
2042.246,0.07600056,0.02933812,0.01615967,0.06436371
2042.729,0.07570492,0.02987584,0.01710667,0.06434367
2043.211,0.07589117,0.03006901,0.01817617,0.06405357
2043.693,0.07643745,0.0298926,0.01914631,0.06360656
2044.175,0.0771502,0.02938841,0.01986918,0.06316753
2044.657,0.07782044,0.02866356,0.02028533,0.06292269
2045.139,0.07829513,0.02786075,0.02043178,0.06301367
2045.621,0.07851,0.0271127,0.02040004,0.06349415
2046.103,0.07848038,0.02652958,0.02030167,0.06431882
2046.585,0.0782834,0.02616943,0.02022057,0.06534722
2047.068,0.07801753,0.02603767,0.02018985,0.06639418
2047.55,0.07777898,0.02609844,0.02019635,0.0672655
2048.032,0.07763198,0.0262898,0.02019725,0.06782597
2048.514,0.07760036,0.02654169,0.02015158,0.06802843
2048.996,0.07767607,0.02677964,0.02003736,0.06790707
2049.478,0.07783074,0.02693691,0.01986146,0.06755711
2049.96,0.07803087,0.02696048,0.01965076,0.06709184
2050.442,0.07824719,0.02681778,0.01943727,0.06662047
2050.925,0.07846282,0.0265112,0.01924232,0.06621729
2051.407,0.07867231,0.02608095,0.01906814,0.06592299
2051.889,0.07887474,0.02560708,0.01890004,0.06575251
2052.371,0.0790682,0.02518709,0.01871479,0.06570376
2052.853,0.07924195,0.02491201,0.01849188,0.06576351
2053.335,0.07937497,0.02484243,0.01822453,0.06590486
2053.817,0.07944416,0.02497832,0.01792438,0.06608396
2054.299,0.07943537,0.02525577,0.01762193,0.0662339
2054.781,0.07935786,0.02555731,0.01735803,0.06626959
2055.264,0.07924913,0.02576041,0.01716809,0.06611459
2055.746,0.07916921,0.02576977,0.017073,0.06571983
2056.228,0.07918274,0.02555386,0.01707116,0.0650917
2056.71,0.07932974,0.02515306,0.01714212,0.06429853
2057.192,0.07960867,0.02466749,0.01725184,0.06346943
2057.674,0.07996568,0.02422793,0.01736604,0.06276949
2058.156,0.08031328,0.02394802,0.01746281,0.0623467
2058.638,0.08054871,0.0239041,0.01753807,0.06230272
2059.121,0.08059669,0.02411071,0.01760661,0.06265044
2059.603,0.08043938,0.02452625,0.01769155,0.06331415
2060.085,0.08012241,0.0250677,0.01781251,0.06414609
2060.567,0.07974034,0.02563841,0.01796944,0.0649759
2061.049,0.079395,0.02615708,0.01813787,0.06566824
2061.531,0.07916832,0.02656065,0.01826916,0.06614156
2062.013,0.07908915,0.02681656,0.01830702,0.06639168
2062.495,0.07913087,0.0269196,0.01821236,0.06647398
2062.978,0.0792269,0.02688427,0.01798009,0.06647889
2063.459,0.07930388,0.0267395,0.01765445,0.06649143
2063.942,0.07931709,0.02651935,0.01731964,0.06655969
2064.424,0.07926457,0.02625789,0.0170867,0.06668733
2064.906,0.07918655,0.02597816,0.01705004,0.06683701
2065.388,0.07914004,0.02568829,0.01725539,0.06695855
2065.87,0.07916936,0.02537869,0.01768258,0.06701087
2066.352,0.07927682,0.02502857,0.01824892,0.06698556
2066.834,0.07942072,0.0246185,0.01883922,0.06690653
2067.316,0.07952514,0.02414505,0.01933677,0.06681788
2067.799,0.07951392,0.02363265,0.01966632,0.06675925
2068.281,0.07933666,0.02313802,0.01980784,0.06675027
2068.763,0.07898504,0.02274639,0.01979719,0.06678305
2069.245,0.07849838,0.02254541,0.01970728,0.06682904
2069.727,0.07795223,0.02260159,0.0196233,0.06685392
2070.209,0.07743755,0.02293456,0.01961545,0.06683604
2070.691,0.0770288,0.02350343,0.01971296,0.06677797
2071.173,0.07677028,0.02421293,0.01990313,0.06670527
2071.656,0.07666756,0.02493577,0.0201392,0.06665243
2072.138,0.07669316,0.02555575,0.02036514,0.0666409
2072.62,0.07679866,0.02598645,0.02053261,0.06666506
2073.102,0.07692681,0.02619303,0.02061915,0.0666865
2073.584,0.07702874,0.02619248,0.02063125,0.06664941
2074.066,0.07706736,0.02603941,0.02059911,0.06650019
2074.548,0.077026,0.0258038,0.02056081,0.06621644
2075.03,0.07690989,0.0255408,0.02054436,0.06582154
2075.512,0.0767474,0.02528521,0.02055915,0.06538559
2075.995,0.07658674,0.02504707,0.02059193,0.06500612
2076.477,0.07648406,0.02482247,0.02061441,0.06477169
2076.959,0.07649845,0.02460937,0.02059133,0.06474046
2077.441,0.07667285,0.02441757,0.02049498,0.06491338
2077.923,0.07701937,0.0242662,0.02031343,0.0652359
2078.405,0.07751337,0.024179,0.02005215,0.06560954
2078.887,0.07809494,0.02416804,0.01973116,0.06592795
2079.369,0.07868712,0.02422435,0.0193763,0.0661109
2079.852,0.0792072,0.02431674,0.01901602,0.06611805
2080.333,0.07959358,0.02440239,0.01867302,0.06595919
2080.816,0.07981835,0.02444215,0.0183636,0.065681
2081.298,0.07989175,0.02441557,0.01809728,0.0653524
2081.78,0.0798566,0.02433125,0.01787467,0.06504127
2082.262,0.07977255,0.02422291,0.01768838,0.06479969
2082.744,0.0797009,0.02413961,0.01752079,0.06466231
2083.226,0.07968283,0.02412345,0.01734946,0.06464253
2083.708,0.07973272,0.02419567,0.01715282,0.06473949
2084.19,0.0798388,0.02434897,0.01691684,0.06494204
2084.673,0.07997082,0.02455187,0.01664574,0.06523063
2085.155,0.08009108,0.02475794,0.01636584,0.06557631
2085.637,0.0801632,0.02492103,0.01612492,0.06594078
2086.119,0.0801617,0.02501207,0.01597758,0.06628393
2086.601,0.08007161,0.02502156,0.01597234,0.06656759
2087.083,0.07988782,0.02496026,0.01613423,0.06676476
2087.565,0.07961357,0.0248499,0.01645428,0.06686653
2088.047,0.07926197,0.02471644,0.0168884,0.06688153
2088.53,0.07885827,0.024584,0.01736628,0.06683316
2089.012,0.07843978,0.02447087,0.01781725,0.06675005
2089.494,0.07805567,0.02439012,0.0181837,0.06666102
2089.976,0.07775701,0.02434884,0.01844148,0.06658784
2090.458,0.0775806,0.02434687,0.0186018,0.06654271
2090.94,0.07753953,0.02437419,0.01869994,0.06653216
2091.422,0.07761522,0.02441101,0.0187739,0.06656004
2091.904,0.07776482,0.02443231,0.01884219,0.06663028
2092.386,0.07792906,0.02441205,0.01889473,0.06674603
2092.869,0.07805337,0.02433542,0.0188951,0.06690508
2093.351,0.0781068,0.02420756,0.01880088,0.0670955
2093.833,0.07809015,0.02405785,0.01858362,0.06729127
2094.315,0.07803713,0.02393476,0.01825262,0.06745559
2094.797,0.07799901,0.02389124,0.01785817,0.06755054
2095.279,0.07802969,0.02397154,0.01748518,0.06754491
2095.761,0.07816249,0.02419373,0.0172222,0.06742849
2096.243,0.07839964,0.0245465,0.01712917,0.06721643
2096.726,0.07871254,0.02499144,0.01721871,0.06694929
2097.208,0.07905284,0.0254783,0.01744758,0.06668249
2097.69,0.07936849,0.02596032,0.01773425,0.0664706
2098.172,0.07961406,0.02640098,0.01798341,0.06635717
2098.654,0.0797619,0.02677977,0.01812638,0.06635974
2099.136,0.07980273,0.02708696,0.01814144,0.06646927
2099.618,0.07974014,0.02731317,0.01806115,0.06665345
2100.1,0.07958648,0.02744573,0.01795724,0.06686972
2100.583,0.07936045,0.027469,0.01791567,0.06707551
2101.065,0.07908666,0.02737048,0.01800724,0.06723796
2101.547,0.07879404,0.02715047,0.01825865,0.06734127
2102.029,0.07851466,0.02682865,0.01864662,0.06738435
2102.511,0.07827923,0.02644413,0.01910202,0.06737442
2102.993,0.0781081,0.02604402,0.01953733,0.06731779
2103.475,0.07800818,0.02567748,0.01986602,0.06721462
2103.957,0.07797092,0.02538231,0.0200274,0.06705654
2104.439,0.07797629,0.0251773,0.02000237,0.06683446
2104.922,0.07800114,0.02506491,0.01980999,0.06654607
2105.404,0.07802771,0.02503441,0.01949893,0.06620669
2105.886,0.07805033,0.02507024,0.01912517,0.06585007
2106.368,0.07807358,0.02515666,0.01874126,0.06552669
2106.85,0.0781075,0.0252799,0.01838158,0.0652896
2107.332,0.07815744,0.02542942,0.01806046,0.06517527
2107.814,0.07821902,0.02559559,0.01777877,0.06519434
2108.296,0.07827496,0.0257711,0.01753195,0.06532267
2108.779,0.0783006,0.02595139,0.01731845,0.06551113
2109.261,0.07826956,0.02613654,0.01714498,0.06569691
2109.743,0.07816369,0.02632923,0.01702481,0.0658275
2110.225,0.07797831,0.02653007,0.01697143,0.06587787
2110.707,0.07772525,0.026731,0.0169925,0.06585503
2111.189,0.07743202,0.02691117,0.01708252,0.06579347
2111.671,0.07713847,0.02703817,0.01722213,0.06573907
2112.153,0.07689778,0.02707326,0.0173803,0.06573453
2112.635,0.07676638,0.02698716,0.01752328,0.06580202
2113.118,0.07679532,0.02677213,0.01762455,0.06593888
2113.6,0.07702179,0.02644913,0.01766994,0.06612217
2114.082,0.07745218,0.02606439,0.01766283,0.06632087
2114.564,0.07805405,0.02567816,0.01762116,0.06650749
2115.046,0.07875202,0.02535274,0.01757317,0.06666537
2115.528,0.07944496,0.02513184,0.01754778,0.06679235
2116.01,0.08002467,0.02503905,0.01756886,0.06689639
2116.492,0.08040334,0.02507845,0.0176522,0.06698878
2116.975,0.08054356,0.02524318,0.01780143,0.0670789
2117.457,0.08046325,0.02552368,0.01801077,0.06717156
2117.939,0.08022757,0.02591048,0.01826518,0.06726789
2118.421,0.07991734,0.02638948,0.01854444,0.06736802
2118.903,0.0796046,0.0269297,0.01882242,0.06747381
2119.385,0.07932694,0.02747385,0.01906903,0.06758973
2119.867,0.07908081,0.02794589,0.01925546,0.06772076
2120.349,0.07883595,0.02825838,0.0193559,0.06787127
2120.832,0.07856155,0.02834209,0.01935477,0.06804259
2121.313,0.07825569,0.02817396,0.01925099,0.06823203
2121.796,0.07795792,0.0277894,0.01906021,0.06843323
2122.278,0.07774464,0.02728125,0.01881393,0.06863512
2122.76,0.07769634,0.02676873,0.01855032,0.06882208
2123.242,0.07787115,0.02637466,0.01831121,0.06897155
2123.724,0.07826985,0.02617986,0.01812903,0.06905467
2124.206,0.07883186,0.02619938,0.01801711,0.06904234
2124.688,0.07944243,0.02637996,0.01796757,0.06890931
2125.17,0.07997277,0.02661821,0.01795146,0.06864464
2125.653,0.08032117,0.02680215,0.01793049,0.06825916
2126.135,0.08043106,0.02683608,0.01786541,0.06778978
2126.617,0.08030716,0.02667642,0.01773232,0.06729365
2127.099,0.07999953,0.02633655,0.01753185,0.06683673
2127.581,0.07958613,0.02588277,0.01729275,0.06648457
2128.063,0.07914092,0.02540813,0.01706454,0.06628124
2128.545,0.0787169,0.02500708,0.01690306,0.06624284
2129.027,0.07834201,0.02475756,0.01685695,0.06635609
2129.51,0.07802045,0.02469946,0.0169484,0.06658664
2129.992,0.0777455,0.02483474,0.01716757,0.06689329
2130.474,0.07750726,0.02512862,0.01747247,0.06723608
2130.956,0.07729904,0.02552112,0.01780337,0.06758744
2131.438,0.0771173,0.02593513,0.01809576,0.06793074
2131.92,0.07696073,0.02628735,0.0182958,0.06825573
2132.402,0.0768324,0.0265095,0.01837508,0.06855407
2132.884,0.07674286,0.02655873,0.01833013,0.0688151
2133.366,0.07671449,0.02642968,0.01817643,0.0690264
2133.849,0.07677764,0.02615366,0.01793433,0.06917531
2134.331,0.07696287,0.025794,0.01762228,0.06925053
2134.813,0.07728539,0.02542716,0.01725481,0.0692421
2135.295,0.07773142,0.02511421,0.01684792,0.06913994
2135.777,0.07825188,0.02488673,0.0164328,0.06893062
2136.259,0.07877152,0.02473252,0.01606312,0.06859872
2136.741,0.07921617,0.02460653,0.01580811,0.06813315
2137.223,0.07952762,0.02444522,0.01574533,0.06754036
2137.706,0.07968163,0.02419666,0.01593463,0.0668564
2138.188,0.07968609,0.0238427,0.01639638,0.06614929
2138.67,0.0795694,0.02340625,0.01709779,0.06552184
2139.152,0.07936368,0.02294972,0.01795323,0.06508736
2139.634,0.0790939,0.02254743,0.01885041,0.06493326
2140.116,0.07878296,0.02226966,0.01966764,0.06509902
2140.598,0.07845998,0.02215307,0.02031628,0.06555048
2141.08,0.07817113,0.02219116,0.02075989,0.06618978
2141.563,0.07798687,0.02233635,0.02101313,0.06686873
2142.044,0.07798159,0.02251661,0.02112957,0.06743542
2142.527,0.07820362,0.02265676,0.02117373,0.06777209
2143.009,0.07864214,0.02269229,0.02120592,0.06781597
2143.491,0.07920501,0.02259144,0.02126131,0.06757726
2143.973,0.07973418,0.02235978,0.02135071,0.06712455
2144.455,0.08003505,0.02204349,0.02146697,0.06657033
2144.937,0.07995553,0.02171669,0.02159726,0.06603376
2145.419,0.07943588,0.02146621,0.02173106,0.06562246
2145.901,0.07854272,0.02138012,0.02186327,0.06542495
2146.384,0.07744974,0.02151865,0.0219929,0.06549627
2146.866,0.07639591,0.02189866,0.0221182,0.06585841
2147.348,0.07561815,0.02247802,0.02223505,0.06648999
2147.83,0.07526548,0.02316128,0.02233839,0.06732685
2148.312,0.07537507,0.02381007,0.02242382,0.06825566
2148.794,0.07587188,0.02427449,0.02248916,0.06912431
2149.276,0.07662128,0.02444444,0.02253156,0.06977867
2149.758,0.07746741,0.02427516,0.0225407,0.07007998
2150.24,0.07827138,0.02381646,0.0224906,0.06995073
2150.723,0.07893381,0.02320203,0.02234061,0.06940319
2151.205,0.07937497,0.0226299,0.0220364,0.06855056
2151.687,0.07952634,0.02230392,0.02152677,0.06758844
2152.169,0.07932811,0.02236267,0.02078402,0.06672687
2152.651,0.07873394,0.02284438,0.01981885,0.066154
2153.133,0.07773976,0.02366262,0.01869336,0.06597427
2153.615,0.07640426,0.02464707,0.01750964,0.06619389
2154.097,0.07487437,0.02557209,0.01640741,0.06672926
2154.58,0.07336973,0.02623999,0.01552962,0.06744578
2155.062,0.07212798,0.0265443,0.0149837,0.06821502
2155.544,0.07137366,0.02648667,0.01482305,0.06893992
2156.026,0.07124212,0.02616788,0.01502094,0.06958741
2156.508,0.07175796,0.02572591,0.01548439,0.07017703
2156.99,0.07283387,0.02528192,0.01605728,0.07075427
2157.472,0.07430589,0.0248827,0.01656525,0.07135225
2157.954,0.07597979,0.02450156,0.01685586,0.07196845
2158.437,0.07765141,0.02407834,0.01683039,0.0725574
2158.919,0.07915027,0.02359034,0.01648397,0.07304659
2159.401,0.08034888,0.02309875,0.015905,0.07336414
2159.883,0.08116063,0.02274755,0.01525401,0.07344867
2160.365,0.08154675,0.02269777,0.01470501,0.07326145
2160.847,0.08151777,0.02305551,0.01440566,0.07278033
2161.329,0.08114204,0.0238152,0.0144528,0.07199983
2161.811,0.08054189,0.02484496,0.01486632,0.07094505
2162.293,0.0798824,0.02592113,0.01559527,0.06968642
2162.776,0.07934021,0.02679398,0.01652269,0.06834807
2163.258,0.07903852,0.02729334,0.01750276,0.06708076
2163.74,0.07901765,0.02737151,0.01838393,0.06603567
2164.222,0.07921502,0.02711334,0.0190387,0.06532063
2164.704,0.07949629,0.02668113,0.01939339,0.06496398
2165.186,0.079696,0.02625518,0.0194263,0.06491777
2165.668,0.07967825,0.02595903,0.01916637,0.06507645
2166.15,0.07938959,0.02581863,0.01867719,0.06532925
2166.633,0.07886791,0.02577353,0.01804546,0.06559489
2167.115,0.07823332,0.02571418,0.01735905,0.06585132
2167.597,0.07763028,0.0255488,0.01668734,0.06612683
2168.079,0.07719625,0.02524039,0.01608236,0.06646875
2168.561,0.07701543,0.02482907,0.01557674,0.06689466
2169.043,0.07710844,0.0244089,0.01519087,0.06736513
2169.525,0.0774477,0.02410382,0.01494475,0.06777789
2170.007,0.07797882,0.0240193,0.01485909,0.06800243
2170.49,0.07865012,0.02420819,0.01495195,0.06794058
2170.972,0.07942627,0.02466499,0.01523321,0.06756753
2171.454,0.08029573,0.02532869,0.01569496,0.06696133
2171.936,0.08125997,0.02610664,0.01630873,0.06627197
2172.418,0.082316,0.026886,0.01702415,0.06568444
2172.9,0.08343676,0.02755879,0.01778112,0.06533957
2173.382,0.08456349,0.02803437,0.01852418,0.06528957
2173.864,0.08559805,0.0282449,0.01921331,0.06548567
2174.346,0.08642589,0.0281662,0.01983881,0.06580545
2174.829,0.08693787,0.02782496,0.02041874,0.06611057
2175.311,0.08704826,0.02730409,0.02098742,0.0662967
2175.793,0.0867228,0.02672295,0.02157117,0.06633506
2176.275,0.08598025,0.0262131,0.02216766,0.06626144
2176.757,0.08489676,0.02589724,0.02273166,0.06614579
2177.239,0.08358664,0.02585141,0.02318631,0.06604448
2177.721,0.0821918,0.02609631,0.02343937,0.06597649
2178.203,0.08086208,0.02659688,0.02341406,0.06592036
2178.686,0.07971631,0.02728125,0.02308189,0.06583871
2179.167,0.07882756,0.02806006,0.02247344,0.06570539
2179.65,0.07820822,0.02884577,0.02167813,0.06553106
2180.132,0.0778139,0.02957076,0.02081488,0.06535895
2180.614,0.07756058,0.03017421,0.02001391,0.06524879
2181.096,0.07735085,0.03059928,0.01938578,0.06524549
2181.578,0.0771115,0.03079447,0.01899128,0.0653566
2182.06,0.07680397,0.03071598,0.01883686,0.06554779
2182.542,0.07643513,0.03034883,0.01887031,0.06576048
2183.024,0.0760451,0.0297193,0.0190028,0.06594443
2183.507,0.075691,0.02890176,0.01912181,0.06607042
2183.989,0.07542865,0.02800924,0.01912153,0.06613883
2184.471,0.07529583,0.02715994,0.01893171,0.06616415
2184.953,0.07531293,0.02646423,0.01852853,0.06615649
2185.435,0.07548008,0.02599002,0.01795166,0.06610822
2185.917,0.07578254,0.02575233,0.01729271,0.06599876
2186.399,0.0761906,0.02571922,0.01668324,0.06581049
2186.881,0.07666434,0.02582986,0.01624907,0.06555114
2187.364,0.0771568,0.02602246,0.01606956,0.06526323
2187.846,0.07761311,0.02624478,0.01615781,0.06502499
2188.328,0.07798204,0.02646681,0.01645041,0.06492198
2188.81,0.07822485,0.02667351,0.01683707,0.06501909
2189.292,0.07832341,0.02685444,0.01719166,0.06534085
2189.774,0.07828743,0.02699947,0.01742934,0.06585789
2190.256,0.07815309,0.02709706,0.01753093,0.06650019
2190.738,0.07797495,0.02713842,0.01754282,0.06717264
2191.22,0.07781027,0.02712103,0.0175426,0.06778692
2191.703,0.07770662,0.02705065,0.01759419,0.06827229
2192.185,0.07769726,0.02693574,0.01770919,0.0685785
2192.667,0.07779343,0.02678188,0.01783499,0.06867881
2193.149,0.0779883,0.02658859,0.0178764,0.06856911
2193.631,0.07825855,0.02635191,0.01774217,0.06827589
2194.113,0.07857146,0.02607223,0.01740172,0.06785859
2194.595,0.07888535,0.02576386,0.01691012,0.06741405
2195.077,0.07915595,0.02546027,0.01640261,0.06706227
2195.56,0.07934661,0.02520582,0.01603616,0.06690671
2196.042,0.07943321,0.02504501,0.01593906,0.06700859
2196.524,0.07941377,0.02500383,0.01615358,0.06735295
2197.006,0.07931142,0.02507471,0.01661952,0.06784783
2197.488,0.0791712,0.02521551,0.01719686,0.06833988
2197.97,0.07904639,0.02536238,0.01772787,0.06866239
2198.452,0.07897632,0.02545601,0.01811196,0.06869914
2198.934,0.0789746,0.02545979,0.01833699,0.0684066
2199.417,0.07902003,0.0253776,0.01848507,0.06783042
2199.898,0.07906796,0.02524825,0.018679,0.06707116
2200.381,0.07906481,0.02513405,0.01903356,0.06625457
2200.863,0.07897475,0.0250956,0.01959111,0.06548442
2201.345,0.07879375,0.02516796,0.02030593,0.06481782
2201.827,0.07855193,0.02535238,0.02105887,0.06427588
2202.309,0.07829756,0.02561288,0.02171038,0.06386047
2202.791,0.07807145,0.02588979,0.02215606,0.06357761
2203.273,0.0778897,0.026109,0.02235066,0.06345025
2203.755,0.0777345,0.02620217,0.02231568,0.06350729
2204.238,0.07756692,0.02611903,0.02211102,0.06376105
2204.72,0.07735042,0.02583339,0.02180477,0.06418521
2205.202,0.07708137,0.02535597,0.02144189,0.06471116
2205.684,0.07680161,0.02473347,0.02103958,0.06524724
2206.166,0.07659733,0.02405156,0.02060202,0.06570671
2206.648,0.0765653,0.02341404,0.02014039,0.06604696
2207.13,0.07677844,0.02292433,0.01968788,0.06627568
2207.612,0.07725526,0.02266434,0.01929933,0.06644003
2208.094,0.0779447,0.02266649,0.01902735,0.06658901
2208.577,0.07873938,0.02290591,0.01890022,0.06674242
2209.059,0.07950294,0.0233049,0.01890309,0.06687418
2209.541,0.08012518,0.02376447,0.01898288,0.06692801
2210.023,0.080546,0.02418944,0.01906709,0.06685011
2210.505,0.08077189,0.02451869,0.01909444,0.06663254
2210.987,0.08086189,0.02474302,0.0190428,0.06633145
2211.469,0.08090321,0.02489592,0.01892962,0.06606268
2211.951,0.08097873,0.02503455,0.01879878,0.06596147
2212.434,0.08113749,0.02521016,0.01868867,0.06611967
2212.916,0.08139092,0.02545019,0.01861202,0.06654942
2213.398,0.08171208,0.02574848,0.01854518,0.06716251
2213.88,0.08205195,0.02607468,0.01844615,0.06780875
2214.362,0.08234758,0.02638506,0.01827554,0.06831379
2214.844,0.08253425,0.02663979,0.01802817,0.06854707
2215.326,0.08255646,0.02681221,0.01773919,0.068464
2215.808,0.0823677,0.02688359,0.01747731,0.06810719
2216.291,0.08194435,0.02684133,0.01731269,0.0675879
2216.773,0.08129504,0.0266775,0.01728162,0.06703594
2217.255,0.08047006,0.02639111,0.01736756,0.06657264
2217.737,0.07955934,0.02599928,0.01750333,0.06627525
2218.219,0.07867434,0.02554304,0.01759905,0.06617506
2218.701,0.07793783,0.02509218,0.01757235,0.06627172
2219.183,0.07744668,0.02472878,0.01738621,0.0665462
2219.665,0.07725,0.02452407,0.01706108,0.06696902
2220.147,0.07734129,0.02451831,0.01666975,0.06749555
2220.63,0.07765952,0.02469995,0.01630862,0.0680638
2221.112,0.07811195,0.02501074,0.01606568,0.06859446
2221.594,0.07859468,0.02536005,0.01599765,0.06899688
2222.076,0.07902777,0.02566332,0.01611215,0.06919705
2222.558,0.07936557,0.0258686,0.01637314,0.06915628
2223.04,0.07959626,0.02596939,0.01671194,0.06888356
2223.522,0.07973411,0.0259998,0.01705114,0.06843305
2224.004,0.07980314,0.02601273,0.01731736,0.06788949
2224.487,0.07982745,0.02605126,0.01745418,0.06734728
2224.969,0.07982229,0.02612395,0.01743529,0.0668806
2225.451,0.07979823,0.02620265,0.01726445,0.06654151
2225.933,0.07976435,0.02623288,0.0169755,0.06635856
2226.415,0.07973228,0.02616421,0.01662016,0.06634615
2226.897,0.07971802,0.02597169,0.01625826,0.06651376
2227.379,0.07973722,0.02567188,0.01594374,0.0668655
2227.861,0.07979859,0.02531756,0.01570695,0.06739062
2228.344,0.07989727,0.02498694,0.01555444,0.06805125
2228.826,0.08001153,0.02475647,0.01547025,0.06877457
2229.308,0.08010579,0.02467523,0.01543059,0.06946783
2229.79,0.08013524,0.02476172,0.01541705,0.07002844
2230.272,0.08005491,0.02499704,0.01542683,0.07037584
2230.754,0.07983822,0.02535305,0.0154757,0.0704761
2231.236,0.07947908,0.02579151,0.01558501,0.07034665
2231.718,0.07900184,0.02627643,0.01576554,0.07005271
2232.2,0.07845539,0.02677782,0.01600647,0.06967958
2232.683,0.07791086,0.02726632,0.01627083,0.06931396
2233.165,0.07744242,0.02771144,0.01650864,0.06901508
2233.647,0.07710944,0.02808156,0.01667733,0.06880537
2234.129,0.07694955,0.02834404,0.01675644,0.06867613
2234.611,0.07696772,0.02847266,0.0167604,0.06859943
2235.093,0.07714105,0.0284557,0.01673002,0.06854554
2235.575,0.07742704,0.0283002,0.01671998,0.06849233
2236.057,0.07778172,0.02803444,0.01677286,0.06843327
2236.54,0.07817165,0.02770307,0.01690415,0.06837521
2237.021,0.07857922,0.02736398,0.01709965,0.0683353
2237.504,0.07900008,0.02707294,0.01732509,0.06833411
2237.986,0.07943134,0.02687576,0.01754334,0.06839068
2238.468,0.07985697,0.02680063,0.01772759,0.06851931
2238.95,0.0802428,0.02684947,0.01787039,0.06872385
2239.432,0.0805372,0.02699632,0.01797814,0.06899351
2239.914,0.08068502,0.02718934,0.01806193,0.06929947
2240.396,0.08065189,0.02736337,0.01812695,0.06959998
2240.878,0.08043878,0.02745087,0.01816967,0.06984407
2241.361,0.08009294,0.02739729,0.01818304,0.06998257
2241.843,0.07969388,0.02717788,0.01816537,0.06998372
2242.325,0.07933979,0.02680213,0.01812955,0.06983949
2242.807,0.07911903,0.02631639,0.01810339,0.06957134
2243.289,0.07907954,0.02579028,0.01812038,0.06922338
2243.771,0.07922174,0.02530889,0.01820963,0.0688558
2244.253,0.07949397,0.02495243,0.01838266,0.06852912
2244.735,0.07981567,0.02477453,0.01863036,0.06828703
2245.218,0.08009132,0.02479938,0.0189275,0.06815326
2245.7,0.08023924,0.02501348,0.01924402,0.06812388
2246.182,0.08021204,0.02537392,0.01955665,0.06817245
2246.664,0.07999933,0.02581313,0.0198487,0.06825371
2247.146,0.07963206,0.02625761,0.02010575,0.06831402
2247.628,0.07916951,0.02664569,0.02030678,0.0683069
2248.11,0.07869335,0.02693477,0.02041296,0.06819753
2248.592,0.07828522,0.02711192,0.02037073,0.06797715
2249.074,0.07800996,0.02719051,0.02012887,0.06766505
2249.557,0.07791001,0.02720109,0.01965418,0.06730908
2250.039,0.07799253,0.02717705,0.01895826,0.06697393
2250.521,0.07823324,0.02714092,0.01810465,0.0667259
