absorbance_6.10_1 (1),6.10_1 (1),6.10_2,6.10_3,6.10_4
1267.485,0.1201484,0.0603743,0.05460051,0.1026763
1267.967,0.120061,0.06027097,0.05428032,0.1025976
1268.449,0.1199937,0.06016852,0.05399859,0.1025542
1268.931,0.1199546,0.06006391,0.05378795,0.1025164
1269.413,0.1199512,0.05996303,0.0536694,0.102454
1269.896,0.1199869,0.05987737,0.05364321,0.1023462
1270.378,0.1200584,0.05981804,0.05368933,0.1021873
1270.86,0.1201524,0.05978733,0.05377242,0.1019873
1271.342,0.1202485,0.05977606,0.05385574,0.1017666
1271.824,0.1203196,0.05976355,0.05390904,0.1015472
1272.306,0.1203389,0.05972628,0.05391883,0.1013434
1272.788,0.1202882,0.05965059,0.05388835,0.1011557
1273.27,0.1201598,0.05953981,0.05383372,0.100973
1273.752,0.1199603,0.05941728,0.05377498,0.1007792
1274.234,0.1197055,0.05931636,0.05372729,0.1005628
1274.717,0.1194171,0.05926947,0.05369645,0.1003231
1275.199,0.119115,0.05928984,0.05367619,0.1000728
1275.681,0.1188115,0.05936363,0.05365167,0.09983359
1276.163,0.118513,0.05944877,0.05360337,0.09963198
1276.645,0.1182188,0.05948981,0.05351382,0.09948841
1277.127,0.1179272,0.0594402,0.05337297,0.09941177
1277.609,0.1176386,0.05927594,0.05317983,0.09939796
1278.091,0.1173568,0.05901022,0.05294239,0.09943058
1278.573,0.1170875,0.05868398,0.05267322,0.09948646
1279.056,0.1168354,0.05835326,0.05238622,0.09953889
1279.538,0.1165999,0.05806196,0.05209074,0.09956291
1280.02,0.1163742,0.05782588,0.05179027,0.09953765
1280.502,0.116145,0.05762824,0.05148217,0.09944595
1280.984,0.1158981,0.05742995,0.05116143,0.09927706
1281.466,0.1156213,0.05718947,0.05082388,0.09902726
1281.948,0.1153063,0.05688155,0.05046969,0.09870094
1282.43,0.114951,0.05651108,0.05010534,0.09831069
1282.913,0.1145565,0.05610955,0.04974224,0.09787598
1283.395,0.1141265,0.0557227,0.04939512,0.09742143
1283.877,0.1136649,0.05538826,0.04907675,0.09697049
1284.359,0.1131787,0.05512394,0.04879564,0.09654315
1284.841,0.1126794,0.05492058,0.04855374,0.09615322
1285.323,0.1121833,0.05474999,0.04834507,0.09580515
1285.805,0.1117115,0.05457658,0.04815707,0.09549621
1286.287,0.1112868,0.05437302,0.04797246,0.09521701
1286.77,0.1109258,0.05413115,0.04777408,0.09495609
1287.252,0.1106376,0.05386186,0.0475475,0.09470148
1287.734,0.1104199,0.0535884,0.04728501,0.09444381
1288.216,0.1102617,0.05333336,0.04698808,0.09417883
1288.698,0.1101482,0.05311131,0.0466679,0.09390651
1289.18,0.1100653,0.05292354,0.04634222,0.09363066
1289.662,0.1100036,0.05276179,0.04603104,0.09335635
1290.144,0.1099564,0.05261489,0.04575249,0.09308872
1290.626,0.1099162,0.05247532,0.04551841,0.09283127
1291.109,0.1098716,0.05234186,0.04533152,0.09258632
1291.591,0.1098061,0.05221775,0.04518621,0.09235619
1292.073,0.1097006,0.05210643,0.04507016,0.09214503
1292.555,0.1095425,0.05200754,0.04496871,0.0919604
1293.037,0.10933,0.05191619,0.04486793,0.09181374
1293.519,0.1090773,0.05182501,0.04476024,0.09171782
1294.001,0.1088108,0.05172815,0.04464545,0.09168375
1294.483,0.1085645,0.05162538,0.04453151,0.09171762
1294.966,0.1083661,0.05152291,0.04443179,0.09181584
1295.448,0.1082297,0.05143189,0.04436114,0.09196549
1295.93,0.1081517,0.0513643,0.04433139,0.09214287
1296.412,0.108113,0.0513282,0.04434688,0.09231995
1296.894,0.1080878,0.05132527,0.0444021,0.09246911
1297.376,0.108053,0.05135006,0.04448213,0.09256788
1297.858,0.1079984,0.05139351,0.04456792,0.09260415
1298.34,0.1079282,0.05144487,0.04464077,0.09257601
1298.823,0.1078585,0.05149394,0.04468838,0.09249064
1299.305,0.107807,0.051532,0.04470908,0.09236107
1299.787,0.1077874,0.05155107,0.0447121,0.09220479
1300.269,0.1078032,0.05154201,0.04471476,0.09204285
1300.751,0.1078462,0.05149601,0.04473438,0.09189514
1301.233,0.1079001,0.0514043,0.04478246,0.09178072
1301.715,0.1079464,0.05126085,0.04485704,0.09171236
1302.197,0.1079718,0.051064,0.04494216,0.09169297
1302.679,0.1079692,0.050818,0.04500955,0.09171435
1303.161,0.10794,0.05053316,0.04502753,0.09175774
1303.644,0.1078902,0.05022427,0.04497274,0.09180009
1304.126,0.1078274,0.04991104,0.04483586,0.09181876
1304.608,0.1077564,0.04961465,0.0446268,0.09180076
1305.09,0.1076766,0.04935393,0.0443697,0.09174594
1305.572,0.1075815,0.04914403,0.04409728,0.09166636
1306.054,0.1074603,0.04899269,0.04383915,0.09157996
1306.536,0.107303,0.04889852,0.04361354,0.09150141
1307.018,0.1071038,0.04885111,0.04342801,0.09143589
1307.5,0.1068673,0.04883342,0.04328056,0.09137494
1307.983,0.1066097,0.04882717,0.04316657,0.0913015
1308.465,0.1063592,0.04881719,0.04308436,0.0911961
1308.947,0.1061474,0.04879759,0.04303741,0.09104799
1309.429,0.1060005,0.04877239,0.04303152,0.09086117
1309.911,0.1059325,0.04875388,0.04306909,0.09065503
1310.393,0.1059389,0.04875577,0.04314321,0.09045826
1310.875,0.1059978,0.04878782,0.04323514,0.09029997
1311.357,0.1060718,0.04885083,0.04331448,0.09020235
1311.84,0.1061217,0.04893486,0.04334886,0.09017184
1312.322,0.1061166,0.04902259,0.04331307,0.090197
1312.804,0.1060454,0.04909498,0.04319857,0.09025031
1313.286,0.1059219,0.04913981,0.04301712,0.09029912
1313.768,0.1057799,0.04915464,0.0427959,0.09031369
1314.25,0.1056611,0.04914516,0.04256625,0.09027536
1314.732,0.1055971,0.04911812,0.04234964,0.09018118
1315.214,0.1056025,0.04907423,0.04215414,0.09004106
1315.697,0.1056701,0.04900464,0.04197384,0.0898746
1316.179,0.105776,0.04889309,0.0417966,0.08970565
1316.661,0.1058851,0.0487221,0.04161171,0.08955872
1317.143,0.1059611,0.04848272,0.04141798,0.08945423
1317.625,0.1059766,0.04818269,0.04122518,0.08940209
1318.107,0.1059167,0.04784926,0.04105176,0.08939835
1318.589,0.1057826,0.04752403,0.04091714,0.08942327
1319.071,0.1055874,0.04724706,0.0408317,0.08944855
1319.553,0.1053527,0.04704605,0.04079349,0.0894431
1320.036,0.1051003,0.04692459,0.04078791,0.08938605
1320.518,0.1048464,0.04686386,0.04079557,0.0892746
1321.0,0.1045999,0.04683135,0.04079739,0.08912246
1321.482,0.1043616,0.04679418,0.04078117,0.08895368
1321.964,0.1041255,0.04673064,0.04074126,0.08879147
1322.446,0.103882,0.04663236,0.04067572,0.08865076
1322.928,0.1036214,0.04650451,0.04058343,0.08853082
1323.41,0.1033368,0.04635936,0.04046102,0.08841653
1323.893,0.1030275,0.04620957,0.04030325,0.0882839
1324.375,0.102699,0.04606128,0.04010543,0.08811064
1324.857,0.1023627,0.04591258,0.03986674,0.08788671
1325.339,0.1020333,0.04575498,0.03959418,0.08761758
1325.821,0.1017241,0.04557878,0.0393021,0.08732364
1326.303,0.1014438,0.04537819,0.03901067,0.08703128
1326.785,0.1011958,0.04515449,0.03874338,0.08676569
1327.267,0.1009781,0.04491598,0.03851987,0.08654047
1327.75,0.1007849,0.04467487,0.0383518,0.08635632
1328.232,0.1006098,0.04444376,0.03823988,0.08620317
1328.714,0.1004479,0.04423093,0.03817424,0.08606718
1329.196,0.1002976,0.04403981,0.03813733,0.08593865
1329.678,0.1001616,0.0438695,0.03810945,0.08581549
1330.16,0.1000453,0.04371807,0.03807542,0.08570371
1330.642,0.09995657,0.04358491,0.0380278,0.08561338
1331.124,0.09990339,0.04347277,0.03796856,0.08555293
1331.606,0.09989236,0.04338677,0.0379068,0.0855244
1332.089,0.09992832,0.04333424,0.03785519,0.08552349
1332.571,0.1000133,0.04332267,0.03782525,0.08554207
1333.053,0.100146,0.04335888,0.03782348,0.0855733
1333.535,0.100322,0.04344922,0.03785075,0.08561447
1334.017,0.1005335,0.04359891,0.03790361,0.08566789
1334.499,0.1007703,0.04381155,0.03797756,0.08573903
1334.981,0.1010195,0.04408626,0.03806968,0.08583304
1335.463,0.1012671,0.04441578,0.0381815,0.08595261
1335.945,0.1015023,0.04478726,0.03831886,0.08609807
1336.427,0.101718,0.04518074,0.03849104,0.08627028
1336.91,0.1019145,0.04557411,0.03870691,0.08647401
1337.392,0.1020984,0.04594762,0.03897107,0.08671986
1337.874,0.1022827,0.04628503,0.0392796,0.08702269
1338.356,0.102482,0.04657771,0.03961671,0.08739234
1338.838,0.1027071,0.04682416,0.03995676,0.08782244
1339.32,0.1029611,0.04703043,0.04026975,0.08828261
1339.802,0.1032364,0.04720626,0.04053324,0.08872557
1340.284,0.1035177,0.04736049,0.04074039,0.08910675
1340.767,0.1037867,0.04749834,0.04089927,0.08940212
1341.249,0.1040269,0.04761905,0.04102332,0.08961372
1341.731,0.1042267,0.04771879,0.04112314,0.08976032
1342.213,0.1043794,0.04779545,0.04120423,0.0898653
1342.695,0.1044865,0.04785243,0.04126784,0.0899459
1343.177,0.1045589,0.04790072,0.0413154,0.09001073
1343.659,0.1046171,0.04795904,0.04135333,0.09006049
1344.141,0.1046871,0.04804864,0.04139448,0.09009299
1344.624,0.1047946,0.0481882,0.0414567,0.09010857
1345.106,0.1049554,0.04838761,0.04155859,0.0901149
1345.588,0.105169,0.04864438,0.04171074,0.09012628
1346.07,0.1054162,0.04894417,0.04191245,0.09016158
1346.552,0.105665,0.0492637,0.04214921,0.09023833
1347.034,0.1058834,0.04957947,0.04239837,0.09036633
1347.516,0.1060489,0.0498702,0.04263364,0.09054554
1347.998,0.1061581,0.05012036,0.04283274,0.09076596
1348.48,0.1062268,0.05032186,0.04298344,0.0910124
1348.963,0.1062849,0.05047065,0.04308347,0.09126674
1349.445,0.1063634,0.05056591,0.0431385,0.09151258
1349.927,0.1064804,0.05060822,0.04315723,0.09173705
1350.409,0.1066373,0.05060028,0.0431482,0.09192975
1350.891,0.1068197,0.05054905,0.04311858,0.09208269
1351.373,0.107008,0.0504657,0.0430747,0.0921911
1351.855,0.1071856,0.05036794,0.04302566,0.09225436
1352.337,0.1073473,0.05027647,0.04298381,0.09227838
1352.82,0.1074991,0.0502101,0.04296351,0.09227525
1353.302,0.1076535,0.05018287,0.04297934,0.0922635
1353.784,0.1078201,0.05019888,0.04304081,0.09226201
1354.266,0.1079987,0.05025192,0.04314897,0.09228502
1354.748,0.1081755,0.0503268,0.04329605,0.09233786
1355.23,0.1083267,0.05040637,0.04346695,0.0924154
1355.712,0.1084274,0.05047803,0.04364581,0.09250554
1356.194,0.1084582,0.05053622,0.04381805,0.09259458
1356.677,0.1084118,0.05058455,0.04397444,0.09267361
1357.159,0.1082932,0.05063146,0.04410977,0.09274024
1357.641,0.1081182,0.05068786,0.04422052,0.09279706
1358.123,0.1079082,0.05076305,0.04430433,0.09284841
1358.605,0.1076888,0.05086214,0.04435944,0.09289671
1359.087,0.10749,0.05098686,0.0443858,0.09294087
1359.569,0.1073411,0.05113385,0.04438671,0.09297679
1360.051,0.1072708,0.05129419,0.04436943,0.09300071
1360.533,0.1073037,0.05145098,0.04434431,0.0930122
1361.016,0.1074517,0.05157986,0.04432153,0.09301552
1361.498,0.1077037,0.05164903,0.04430863,0.09302071
1361.98,0.1080173,0.05163047,0.04430804,0.09303889
1362.462,0.1083307,0.05151857,0.0443169,0.0930762
1362.944,0.1085831,0.05134173,0.04433153,0.09312946
1363.426,0.1087463,0.05115626,0.04435324,0.0931887
1363.908,0.1088309,0.05101528,0.04438891,0.09324417
1364.39,0.1088702,0.05094878,0.04445025,0.09329134
1364.872,0.1088968,0.05095574,0.04454844,0.0933316
1365.354,0.1089273,0.05101264,0.04469074,0.09336846
1365.837,0.1089634,0.05108728,0.0448797,0.09340353
1366.319,0.1089955,0.05115143,0.04511133,0.09343322
1366.801,0.1090126,0.05119154,0.04537557,0.09344925
1367.283,0.1090093,0.0512126,0.04565394,0.09344123
1367.765,0.1089949,0.05123893,0.04592193,0.09340282
1368.247,0.1089924,0.0513025,0.04615457,0.09333863
1368.729,0.1090332,0.05142843,0.04633002,0.09326775
1369.211,0.1091419,0.05161861,0.04643808,0.09321874
1369.694,0.109326,0.05184931,0.04648355,0.09321943
1370.176,0.1095748,0.05207966,0.04648705,0.09329063
1370.658,0.1098662,0.0522705,0.04648226,0.09344086
1371.14,0.1101791,0.05240041,0.04651202,0.09366897
1371.622,0.1105011,0.05247613,0.0466295,0.09396914
1372.104,0.1108359,0.05253588,0.04688945,0.09433687
1372.586,0.1112019,0.05264419,0.04733932,0.09477059
1373.068,0.1116253,0.05288049,0.04800133,0.09526865
1373.551,0.1121245,0.05330422,0.04884879,0.09582299
1374.033,0.1126954,0.05392297,0.0497969,0.09641064
1374.515,0.1133047,0.05467696,0.05072127,0.09699372
1374.997,0.1139014,0.05546762,0.05151566,0.09753065
1375.479,0.1144338,0.05620004,0.05212547,0.09798719
1375.961,0.1148568,0.05681047,0.05254507,0.09833984
1376.443,0.1151333,0.05726652,0.05278819,0.09857122
1376.925,0.1152254,0.05754495,0.05285803,0.09866014
1377.407,0.1150957,0.05761831,0.05273573,0.0985782
1377.89,0.1147214,0.05745673,0.05239261,0.09829901
1378.372,0.1141053,0.05703492,0.05180804,0.09780572
1378.854,0.113288,0.05635058,0.05099272,0.09710445
1379.336,0.1123369,0.05543356,0.0499929,0.09622681
1379.818,0.1113286,0.05434307,0.04888087,0.09522413
1380.3,0.1103217,0.05315339,0.04772881,0.09415544
1380.782,0.1093396,0.05193195,0.04658455,0.0930725
1381.264,0.1083795,0.05073985,0.04547106,0.0920227
1381.747,0.1074248,0.0496245,0.0443911,0.09104609
1382.229,0.1064647,0.04861736,0.0433406,0.09017312
1382.711,0.1055033,0.0477353,0.04232011,0.08942325
1383.193,0.1045578,0.04697426,0.04133828,0.08879671
1383.675,0.1036455,0.04630946,0.0404048,0.08827282
1384.157,0.1027759,0.04569814,0.03952749,0.08781124
1384.639,0.1019412,0.04508849,0.03870501,0.08735828
1385.121,0.1011193,0.04443111,0.03792629,0.0868577
1385.604,0.1002841,0.04369035,0.03717715,0.0862563
1386.086,0.09942208,0.04286171,0.03644895,0.08552326
1386.568,0.09854752,0.04198191,0.03574883,0.08466557
1387.05,0.09770554,0.04112355,0.03510109,0.08373649
1387.532,0.09695319,0.04036315,0.0345383,0.08281779
1388.014,0.09632721,0.03974395,0.03408296,0.08198391
1388.496,0.09582537,0.03926016,0.03373419,0.08127604
1388.978,0.09541453,0.03887393,0.03347245,0.08069867
1389.46,0.09505246,0.03854118,0.03326792,0.08023655
1389.943,0.09470545,0.03823064,0.03308901,0.07986799
1390.425,0.09435831,0.03792939,0.03290893,0.07957146
1390.907,0.09401386,0.03764038,0.03270686,0.07932584
1391.389,0.09368851,0.03737513,0.03246871,0.07910851
1391.871,0.09340252,0.03714553,0.03218788,0.07889698
1392.353,0.09317591,0.0369609,0.03186534,0.07867136
1392.835,0.0930223,0.03682674,0.03151158,0.07842264
1393.317,0.09294698,0.03674609,0.03114424,0.07815978
1393.799,0.09294303,0.03671718,0.03079026,0.07791647
1394.281,0.09299099,0.03673074,0.03047854,0.07774559
1394.764,0.09306773,0.03677064,0.03022937,0.07769407
1395.246,0.09315336,0.03681324,0.03004411,0.07777624
1395.728,0.0932403,0.03683811,0.02990676,0.07796048
1396.21,0.09332973,0.03683364,0.02980022,0.07819258
1396.692,0.09342214,0.03679838,0.02972011,0.07842197
1397.174,0.09350856,0.03674081,0.02968323,0.07862194
1397.656,0.09357026,0.03667831,0.02972098,0.07878909
1398.138,0.09358304,0.03663836,0.0298677,0.0789316
1398.621,0.09352991,0.03664925,0.03013669,0.07905437
1399.103,0.09341497,0.03672659,0.03050247,0.07915051
1399.585,0.09326488,0.03686267,0.03090316,0.07920241
1400.067,0.09311596,0.0370263,0.03126874,0.07919448
1400.549,0.09299294,0.03717674,0.03155117,0.07912392
1401.031,0.09290236,0.03727303,0.03172881,0.07900155
1401.513,0.09283298,0.03728585,0.03180155,0.07884707
1401.995,0.0927657,0.03719985,0.03177716,0.07868098
1402.478,0.09268133,0.03701694,0.03166254,0.07852097
1402.96,0.09256698,0.0367586,0.0314625,0.07837452
1403.442,0.09242001,0.03646786,0.03118305,0.07823732
1403.924,0.09225171,0.03620817,0.03084138,0.07809336
1404.406,0.09208542,0.03604414,0.03046877,0.07792428
1404.888,0.09195075,0.03601981,0.03011017,0.07772285
1405.37,0.09187413,0.0361397,0.02981382,0.07750501
1405.852,0.09186824,0.03636949,0.02961259,0.07730691
1406.334,0.09193172,0.03665278,0.02951796,0.07717276
1406.817,0.09205398,0.03693308,0.02952129,0.07713925
1407.299,0.09222187,0.03717172,0.02960203,0.07722346
1407.781,0.09242424,0.03734971,0.02973583,0.07742303
1408.263,0.09265458,0.03746776,0.02989906,0.07771937
1408.745,0.09291171,0.03754249,0.03007558,0.07808648
1409.227,0.09319922,0.03760452,0.03025875,0.07849613
1409.709,0.09352551,0.03769427,0.03045539,0.07892703
1410.191,0.09390156,0.03785323,0.0306864,0.07937098
1410.674,0.09433848,0.03811792,0.03098463,0.07983275
1411.156,0.09484345,0.03850818,0.03138522,0.08032627
1411.638,0.09541503,0.03902114,0.03191151,0.08086395
1412.12,0.09604316,0.03963172,0.03256828,0.08145201
1412.602,0.09671018,0.04029828,0.03333589,0.08208527
1413.084,0.09739628,0.04097468,0.03417694,0.08275105
1413.566,0.09808149,0.04161391,0.03503817,0.08343185
1414.048,0.09875047,0.04217754,0.03586367,0.08411176
1414.531,0.09939551,0.04264276,0.03660847,0.08478214
1415.013,0.1000118,0.04300042,0.03723966,0.08543952
1415.495,0.1005966,0.04325721,0.03774706,0.08608647
1415.977,0.1011442,0.04342946,0.03814104,0.08672689
1416.459,0.1016351,0.04353685,0.03844596,0.08735278
1416.941,0.1020306,0.04358997,0.0386845,0.08793014
1417.423,0.1022711,0.04358131,0.03885978,0.0883837
1417.905,0.1022871,0.04348177,0.03894269,0.08859111
1418.387,0.1020453,0.04325876,0.03888047,0.08843298
1418.87,0.1015963,0.04291419,0.03863931,0.08788028
1419.352,0.1010722,0.04250704,0.03824691,0.08704467
1419.834,0.100601,0.042123,0.0377844,0.08611249
1420.316,0.1002358,0.04182332,0.03733467,0.08523446
1420.798,0.09995444,0.04162856,0.0369476,0.08448129
1421.28,0.09969945,0.04152822,0.03663386,0.08385696
1421.762,0.09941468,0.04150482,0.03638108,0.08334249
1422.244,0.09906693,0.04154193,0.03616644,0.08292253
1422.726,0.09865697,0.04162458,0.03596731,0.08259559
1423.208,0.09822463,0.04173506,0.0357691,0.08237833
1423.691,0.09784161,0.04185185,0.03557295,0.08229338
1424.173,0.09757863,0.04195742,0.03539497,0.08234923
1424.655,0.09747393,0.04204363,0.03525827,0.08252737
1425.137,0.09751602,0.04211686,0.03518066,0.08278741
1425.619,0.09766076,0.04219234,0.03516743,0.08308844
1426.101,0.09785991,0.04228859,0.03521703,0.08340269
1426.583,0.09808512,0.04242401,0.03532866,0.08372154
1427.065,0.09833466,0.04261399,0.0355083,0.08405203
1427.548,0.09862816,0.04287227,0.03577173,0.08440824
1428.03,0.0989948,0.04320633,0.0361405,0.08480445
1428.512,0.0994571,0.04361583,0.03663376,0.0852478
1428.994,0.1000154,0.04408827,0.03725574,0.08573648
1429.476,0.1006448,0.04460581,0.03798608,0.08626203
1429.958,0.1013088,0.04515372,0.03878336,0.08681633
1430.44,0.101976,0.04572542,0.03959549,0.08739839
1430.922,0.1026341,0.04631854,0.04037882,0.08801134
1431.405,0.1032849,0.04692613,0.0411073,0.08865429
1431.887,0.1039322,0.0475303,0.04177251,0.08931673
1432.369,0.1045711,0.04810444,0.04237942,0.08997664
1432.851,0.1051873,0.04862276,0.04293955,0.09060927
1433.333,0.1057604,0.04906713,0.0434661,0.09119168
1433.815,0.1062774,0.049438,0.04397092,0.09171589
1434.297,0.1067417,0.0497591,0.04446318,0.09219281
1434.779,0.1071817,0.05008402,0.04494631,0.09265673
1435.261,0.107653,0.05049154,0.0454182,0.0931609
1435.744,0.1082246,0.05106597,0.04587059,0.09376138
1436.226,0.1089429,0.05184683,0.04629677,0.09448277
1436.708,0.1097848,0.05278055,0.04669774,0.09528098
1437.19,0.1106677,0.0537433,0.04709046,0.09606431
1437.672,0.1115089,0.05462436,0.04750003,0.0967567
1438.154,0.112269,0.055378,0.04794287,0.09733729
1438.636,0.1129499,0.05600979,0.0484257,0.09782903
1439.118,0.1135732,0.05654543,0.0489466,0.09827022
1439.601,0.11416,0.05700684,0.04949812,0.09869422
1440.083,0.1147231,0.05740873,0.05006787,0.09912166
1440.565,0.1152646,0.05776007,0.05063941,0.09955899
1441.047,0.1157804,0.05807192,0.05119673,0.1000013
1441.529,0.1162629,0.05836174,0.05172331,0.1004343
1442.011,0.1167074,0.05865287,0.05220494,0.1008407
1442.493,0.1171159,0.0589681,0.052633,0.1012067
1442.975,0.1174951,0.059322,0.05300281,0.1015249
1443.458,0.1178525,0.05971438,0.05331393,0.1017966
1443.94,0.1181932,0.06013224,0.05356986,0.1020319
1444.422,0.1185192,0.06055541,0.05377873,0.1022499
1444.904,0.1188321,0.0609694,0.05395384,0.102479
1445.386,0.1191375,0.0613748,0.05411334,0.102754
1445.868,0.1194506,0.06179133,0.05428335,0.103118
1446.35,0.1197972,0.06225508,0.05449716,0.1036126
1446.832,0.1202099,0.06280374,0.05479153,0.1042661
1447.314,0.120721,0.06345879,0.05520332,0.1050762
1447.797,0.1213487,0.06420969,0.05575569,0.1060012
1448.279,0.1220922,0.06501758,0.05644922,0.1069746
1448.761,0.1229415,0.06584102,0.05726543,0.1079369
1449.243,0.1238904,0.06666272,0.0581779,0.1088657
1449.725,0.1249438,0.06749646,0.05916249,0.109779
1450.207,0.1261184,0.06837939,0.06019928,0.1107197
1450.689,0.1274291,0.06935038,0.06127094,0.1117299
1451.171,0.1288762,0.07043413,0.0623562,0.112834
1451.653,0.13043,0.07162768,0.06342696,0.1140248
1452.135,0.1320397,0.07290212,0.06446101,0.1152697
1452.618,0.1336422,0.07421126,0.06545092,0.11652
1453.1,0.1351851,0.07550934,0.06641419,0.1177296
1453.582,0.1366517,0.07677607,0.06739493,0.1188772
1454.064,0.1380563,0.07801414,0.06845655,0.1199619
1454.546,0.1394288,0.07924014,0.0696694,0.1209919
1455.028,0.1407874,0.08046471,0.07109773,0.1219651
1455.51,0.1420984,0.08165967,0.07276577,0.1228502
1455.992,0.1432326,0.08271889,0.07458913,0.12359
1456.475,0.1439723,0.08344625,0.07629481,0.1241455
1456.957,0.1441965,0.08369416,0.07748535,0.1246157
1457.439,0.1441218,0.08359362,0.0779869,0.1252215
1457.921,0.1441283,0.08346847,0.07801622,0.1260604
1458.403,0.144421,0.08353899,0.07792257,0.12704
1458.885,0.1449389,0.08379915,0.07789354,0.1279799
1459.367,0.1455325,0.08414824,0.07796511,0.1287462
1459.849,0.1460838,0.08450026,0.07812646,0.1292749
1460.332,0.1465394,0.08481739,0.07836477,0.1295704
1460.814,0.1468992,0.08510277,0.07867564,0.1296812
1461.296,0.1471883,0.08538238,0.07905442,0.1296739
1461.778,0.1474367,0.08568757,0.07948318,0.1296174
1462.26,0.1476629,0.08604192,0.07992338,0.1295672
1462.742,0.1478632,0.08645141,0.08030209,0.1295646
1463.224,0.1480093,0.08689427,0.08052497,0.1296261
1463.706,0.148055,0.08731585,0.08050276,0.1297387
1464.188,0.1479484,0.08761879,0.08019556,0.1298453
1464.671,0.1476559,0.08769277,0.07965143,0.1298453
1465.153,0.147163,0.08744854,0.07897268,0.1296141
1465.635,0.1464435,0.0868304,0.07822357,0.1290278
1466.117,0.1454442,0.08581614,0.07736889,0.1280077
1466.599,0.1440957,0.08439852,0.07630248,0.1265245
1467.081,0.1423441,0.08258745,0.07491504,0.1245963
1467.563,0.1401948,0.08042825,0.07316381,0.1222922
1468.045,0.1377141,0.07800277,0.07107815,0.119717
1468.528,0.1350174,0.07541828,0.0687432,0.1169947
1469.01,0.1322059,0.0727518,0.06623587,0.1142118
1469.492,0.1293422,0.07003194,0.06359124,0.1114047
1469.974,0.1264074,0.06720307,0.06075708,0.1085299
1470.456,0.123267,0.06410299,0.05756669,0.1054485
1470.938,0.1196888,0.06049472,0.05377996,0.1019638
1471.42,0.1154342,0.05618291,0.04922435,0.09792878
1471.902,0.1104895,0.05125058,0.04405385,0.09344548
1472.385,0.1052551,0.0462185,0.03890676,0.08897269
1472.867,0.1004216,0.04183535,0.03461674,0.08511008
1473.349,0.09650997,0.0385707,0.03164162,0.08218452
1473.831,0.09359358,0.03638971,0.02986665,0.08009861
1474.313,0.09144098,0.03496247,0.02887387,0.07854733
1474.795,0.08977876,0.03395389,0.02826605,0.07726229
1475.277,0.08840951,0.03312643,0.02776163,0.07608049
1475.759,0.08724298,0.03236751,0.02722341,0.07495506
1476.241,0.08626004,0.03165165,0.02662212,0.07390638
1476.724,0.08546498,0.03099154,0.02598417,0.07297103
1477.206,0.08484934,0.03040182,0.02535257,0.07216285
1477.688,0.08438094,0.02988022,0.02475543,0.07146414
1478.17,0.08401368,0.02941068,0.02420227,0.07083908
1478.652,0.08370169,0.02897468,0.023687,0.07025315
1479.134,0.08341005,0.02856163,0.02319982,0.06968761
1479.616,0.08311721,0.02817638,0.02273681,0.06914686
1480.098,0.08281401,0.02783413,0.02230209,0.06865405
1480.58,0.08250026,0.02755198,0.02190685,0.06823999
1481.063,0.08218137,0.0273368,0.02156373,0.06792862
1481.545,0.08186765,0.02717793,0.02127932,0.06771956
1482.027,0.08157157,0.02705001,0.0210512,0.0675882
1482.509,0.08130661,0.02692295,0.02087002,0.06749597
1482.991,0.08108193,0.02677412,0.02072635,0.06741056
1483.473,0.08090121,0.02659219,0.02061344,0.06731369
1483.955,0.08076125,0.02637468,0.02052736,0.06720143
1484.437,0.08065069,0.02612326,0.02046408,0.06707884
1484.919,0.08055165,0.02584175,0.02041643,0.06695454
1485.402,0.08044164,0.02553537,0.02037125,0.06683714
1485.884,0.08030117,0.02521198,0.02031218,0.06673327
1486.366,0.08011974,0.02488727,0.02022231,0.0666493
1486.848,0.07990476,0.02458888,0.02008924,0.06659245
1487.33,0.07968093,0.0243552,0.01990841,0.0665699
1487.812,0.07948541,0.02423016,0.01968184,0.06658418
1488.294,0.07935102,0.02424256,0.01941487,0.06662489
1488.776,0.07929003,0.02438339,0.01911514,0.06666426
1489.259,0.07928199,0.02458181,0.01879784,0.06666043
1489.741,0.0792872,0.02472829,0.01849345,0.06658372
1490.223,0.07927984,0.02474605,0.01824078,0.06644268
1490.705,0.07926182,0.0246317,0.0180697,0.0662798
1491.187,0.07925126,0.02444103,0.01798576,0.06614162
1491.669,0.07925825,0.02423374,0.01797404,0.06605323
1492.151,0.07927842,0.0240498,0.01801033,0.06601887
1492.633,0.07929599,0.02390587,0.01806906,0.06602813
1493.115,0.07929317,0.02380488,0.01812807,0.06606586
1493.598,0.07925436,0.02374969,0.01816791,0.06611674
1494.08,0.07916909,0.02374283,0.01817502,0.06616961
1494.562,0.07903333,0.02378796,0.01814318,0.06621934
1495.044,0.07884869,0.02388375,0.01807794,0.06626721
1495.526,0.07862079,0.02401523,0.01799704,0.06632013
1496.008,0.07835604,0.02414504,0.01792657,0.06638399
1496.49,0.07805992,0.02421264,0.01788924,0.06645464
1496.972,0.07774302,0.02416759,0.01788644,0.06651331
1497.455,0.07742701,0.02400053,0.01789677,0.06653277
1497.937,0.07714586,0.02375089,0.01788899,0.06649201
1498.419,0.07693496,0.02348016,0.0178434,0.06638767
1498.901,0.07681946,0.02324226,0.01775759,0.06623228
1499.383,0.07680541,0.02306597,0.01764341,0.06604739
1499.865,0.07687667,0.02295051,0.01751696,0.06585437
