absorbance_1.7_1A,1.7_1A,1.7_2A,1.7_3A,1.7_4A,1.7_5
2146.866,0.07602661,0.07384538,0.0581858,0.0689781,0.07671392
2147.348,0.07487459,0.07430056,0.05797456,0.06813896,0.07706749
2147.83,0.07360633,0.07488185,0.05741674,0.06716143,0.07754529
2148.312,0.07246524,0.07550094,0.05649452,0.0661888,0.0781287
2148.794,0.07164519,0.07605311,0.05530959,0.06533562,0.07877789
2149.276,0.07124735,0.07645229,0.05405428,0.0646585,0.079439
2149.758,0.07128717,0.0766424,0.05297903,0.06416121,0.0800456
2150.24,0.07170151,0.07661343,0.05232371,0.06380691,0.08053041
2150.723,0.0723838,0.07640071,0.05224024,0.06354537,0.08084439
2151.205,0.07319389,0.07607888,0.05276777,0.06332825,0.08096351
2151.687,0.07398611,0.0757433,0.053819,0.06312491,0.0808943
2152.169,0.07463767,0.0754809,0.0552289,0.06292959,0.08066192
2152.651,0.07505321,0.07535923,0.05679061,0.06276197,0.08029722
2153.133,0.0751856,0.07541134,0.05831533,0.06266733,0.07982118
2153.615,0.07504748,0.07563592,0.05967125,0.06271111,0.0792369
2154.097,0.07471844,0.07600664,0.06077337,0.06297592,0.07854822
2154.58,0.07434136,0.07648567,0.06158097,0.06353856,0.07777648
2155.062,0.07408961,0.07703771,0.06207937,0.06444008,0.07697938
2155.544,0.07414527,0.07763383,0.06226511,0.06565024,0.07626806
2156.026,0.07463176,0.07825311,0.06214147,0.06704025,0.0757872
2156.508,0.0755686,0.07887243,0.06172042,0.06839699,0.07567556
2156.99,0.07683404,0.07945351,0.06104101,0.06943502,0.07603426
2157.472,0.0781735,0.07993738,0.06017604,0.06988978,0.07687389
2157.954,0.07926057,0.08025038,0.05923497,0.06961086,0.07809851
2158.437,0.07976925,0.08031837,0.058357,0.06863336,0.07950224
2158.919,0.07951373,0.08009578,0.05766791,0.06719407,0.08083297
2159.401,0.07851635,0.07957583,0.05724246,0.06564503,0.08186004
2159.883,0.07700995,0.07878676,0.05708431,0.06433928,0.08243057
2160.365,0.07534415,0.07777193,0.05712862,0.06348154,0.0825047
2160.847,0.07388201,0.07657687,0.05727478,0.06309602,0.08213642
2161.329,0.07291968,0.07524995,0.05741768,0.06305524,0.08144462
2161.811,0.07260048,0.07385177,0.05749074,0.0631688,0.08057272
2162.293,0.07291216,0.07247495,0.05747736,0.0632688,0.07966857
2162.776,0.07369827,0.07125439,0.05741386,0.06327445,0.07887267
2163.258,0.07472654,0.07033747,0.05736298,0.06321795,0.07829056
2163.74,0.07574842,0.06986198,0.05738162,0.0632171,0.0779891
2164.222,0.07656621,0.06991503,0.05748276,0.06341327,0.07798801
2164.704,0.0770797,0.07049751,0.05762008,0.06389222,0.07825705
2165.186,0.07727538,0.07152122,0.05768959,0.064649,0.07872087
2165.668,0.07719997,0.07281943,0.05756248,0.06557185,0.07927128
2166.15,0.07691508,0.07420158,0.05714587,0.06649067,0.07979561
2166.633,0.07646462,0.07548442,0.05642085,0.06722131,0.0801866
2167.115,0.07585749,0.07654583,0.0554792,0.06763544,0.0803697
2167.597,0.07507912,0.07734983,0.0544956,0.06770009,0.08031696
2168.079,0.07412013,0.07792843,0.05369554,0.06747558,0.08004384
2168.561,0.07300885,0.07835228,0.05327457,0.06708853,0.07960484
2169.043,0.07182383,0.07868528,0.05332696,0.06668071,0.07907508
2169.525,0.07070113,0.07896254,0.05381661,0.06638356,0.07854647
2170.007,0.0697986,0.07917921,0.05456893,0.06628022,0.07810462
2170.49,0.06924494,0.07930972,0.05533508,0.06639176,0.07781078
2170.972,0.06911363,0.07933093,0.05584645,0.0666863,0.07769052
2171.454,0.06938958,0.07924718,0.05592362,0.06709015,0.07772236
2171.936,0.06998429,0.07909568,0.05553047,0.06751499,0.07784256
2172.418,0.07075529,0.07893583,0.05478591,0.06787045,0.07795461
2172.9,0.07155414,0.07882237,0.05392528,0.06809023,0.07795721
2173.382,0.07226259,0.07878148,0.05322101,0.06814314,0.07777479
2173.864,0.07280812,0.07879944,0.05292523,0.06803744,0.07737365
2174.346,0.07318328,0.07882833,0.05317415,0.06781699,0.07677986
2174.829,0.07343409,0.0788075,0.05396009,0.06754482,0.07607084
2175.311,0.07364674,0.0786863,0.05513494,0.06728555,0.07536057
2175.793,0.07391312,0.07844525,0.05646642,0.0670809,0.07475962
2176.275,0.07430574,0.07809535,0.05770443,0.06694345,0.0743559
2176.757,0.07485615,0.0776671,0.05863012,0.06686415,0.0742027
2177.239,0.07553602,0.07719286,0.05911621,0.06683063,0.07431429
2177.721,0.07625617,0.07670023,0.05912762,0.06684346,0.074677
2178.203,0.07687263,0.07621449,0.05871794,0.06692836,0.07525903
2178.686,0.07723197,0.07576589,0.05799943,0.06712396,0.07602043
2179.167,0.07720033,0.07540123,0.05711881,0.06746037,0.07691647
2179.65,0.07670953,0.07518382,0.05622917,0.06792879,0.07789608
2180.132,0.07578269,0.0751696,0.0554546,0.06846476,0.0789058
2180.614,0.0745356,0.07538778,0.05488877,0.06894699,0.07988378
2181.096,0.07315701,0.07580782,0.05458235,0.069225,0.0807642
2181.578,0.0718459,0.07633631,0.05454241,0.0691807,0.08148854
2182.06,0.07077844,0.07682488,0.05474098,0.06876773,0.08200652
2182.542,0.07005844,0.07711521,0.05512352,0.06804844,0.08228284
2183.024,0.06970249,0.07710029,0.0556267,0.06717055,0.08229952
2183.507,0.06966276,0.07675222,0.05618137,0.06633344,0.08204904
2183.989,0.06986243,0.0761384,0.05672152,0.06571333,0.08153915
2184.471,0.07023477,0.07538813,0.05719062,0.06540239,0.08079459
2184.953,0.07073465,0.07465988,0.05753692,0.0653927,0.0798708
2185.435,0.07133753,0.07408205,0.05772518,0.06558036,0.07885879
2185.917,0.07201895,0.07371605,0.05774605,0.06581546,0.07787085
2186.399,0.07273121,0.07355697,0.05762329,0.06594512,0.07703447
2186.881,0.07339746,0.07354892,0.05741523,0.06587379,0.07645176
2187.364,0.0739295,0.07362672,0.05719824,0.06558611,0.07617155
2187.846,0.07424566,0.07374423,0.05705569,0.0651411,0.0761809
2188.328,0.07431049,0.07389399,0.0570465,0.06464667,0.07640827
2188.81,0.07415037,0.07410002,0.05718677,0.06422195,0.07675133
2189.292,0.07385676,0.0743973,0.05744508,0.06397604,0.07710015
2189.774,0.07355949,0.07480542,0.05775093,0.06397697,0.07737611
2190.256,0.07339027,0.07531506,0.05802099,0.06424787,0.0775453
2190.738,0.07345567,0.07588637,0.05818035,0.06477069,0.0776151
2191.22,0.07380425,0.07646598,0.05819074,0.0654965,0.07761946
2191.703,0.07442965,0.07700168,0.05805393,0.06635775,0.07759557
2192.185,0.07527956,0.07745343,0.05780469,0.06727502,0.07756715
2192.667,0.07627913,0.07779852,0.05749162,0.06817611,0.07753918
2193.149,0.07734276,0.07802435,0.05716414,0.06900324,0.07750215
2193.631,0.07838009,0.07812223,0.05686243,0.0697241,0.07744571
2194.113,0.07930645,0.07808515,0.05661361,0.07033753,0.07736929
2194.595,0.08003756,0.07790872,0.05644015,0.07086457,0.07728388
2195.077,0.08049273,0.07759897,0.05636331,0.07132908,0.07720782
2195.56,0.08061329,0.0771768,0.05640077,0.07173338,0.07715633
2196.042,0.08036966,0.07667921,0.0565589,0.07204207,0.07713411
2196.524,0.07977933,0.0761565,0.05681973,0.07217987,0.07713488
2197.006,0.07890612,0.07565887,0.05713585,0.0720612,0.0771485
2197.488,0.07785465,0.07523412,0.05743152,0.07161999,0.07716932
2197.97,0.07674398,0.07492359,0.05762133,0.07085436,0.07720364
2198.452,0.07567048,0.07476237,0.05764169,0.06984318,0.0772698
2198.934,0.0746991,0.07478758,0.05746675,0.0687466,0.07739226
2199.417,0.07385423,0.0750361,0.05712416,0.0677675,0.07758999
2199.898,0.07313614,0.07553267,0.05668392,0.06708339,0.07786781
2200.381,0.07254647,0.07627271,0.05624482,0.06681435,0.07821372
2200.863,0.07210822,0.07720011,0.05590255,0.06697071,0.07860123
2201.345,0.07186785,0.07820755,0.05571992,0.06745858,0.07900062
2201.827,0.07188786,0.07913637,0.05572157,0.06809857,0.07938259
2202.309,0.07221471,0.07982089,0.05588678,0.0686887,0.07972432
2202.791,0.07285154,0.0801371,0.05616328,0.06906703,0.08001041
2203.273,0.07373837,0.08002685,0.05647413,0.0691354,0.08022717
2203.755,0.07475348,0.07952549,0.05673236,0.06888625,0.08036319
2204.238,0.07573844,0.07874387,0.05685038,0.06838291,0.08041266
2204.72,0.07651702,0.07784618,0.05674267,0.06773791,0.08038211
2205.202,0.07695036,0.07699263,0.05634817,0.06707117,0.08029518
2205.684,0.07696313,0.07629882,0.0556486,0.06648061,0.08019287
2206.166,0.07655203,0.07581761,0.05468627,0.06603105,0.080128
2206.648,0.07578097,0.07553301,0.05356815,0.06574263,0.08014602
2207.13,0.07475691,0.07538611,0.0524536,0.06560124,0.08027174
2207.612,0.07361055,0.07530134,0.05153178,0.06556782,0.08050075
2208.094,0.07246409,0.07522044,0.05095886,0.06559449,0.08079971
2208.577,0.07142504,0.0751134,0.05082365,0.06563226,0.08111797
2209.059,0.07058136,0.074979,0.05111759,0.06563912,0.08140091
2209.541,0.06999183,0.07483581,0.05174344,0.06559174,0.08160813
2210.023,0.06969418,0.07470973,0.05254771,0.06548773,0.08171647
2210.505,0.0697035,0.0746246,0.05337462,0.06534769,0.08171706
2210.987,0.07001314,0.07459665,0.05412522,0.06520743,0.08160692
2211.469,0.07059222,0.07463694,0.05476882,0.06510846,0.08138278
2211.951,0.07138267,0.07475124,0.05533716,0.06508209,0.08103927
2212.434,0.07230677,0.07493995,0.05588304,0.06513579,0.08057695
2212.916,0.07326626,0.07519565,0.05643802,0.06524689,0.08001257
2213.398,0.07415858,0.07550285,0.05697548,0.06536794,0.07938617
2213.88,0.07489967,0.07584033,0.05741436,0.06544658,0.07875291
2214.362,0.07542804,0.07618449,0.05763862,0.06544198,0.07817839
2214.844,0.07571628,0.07651499,0.05754868,0.06534696,0.07771596
2215.326,0.0757696,0.07681751,0.05710921,0.06519305,0.07739154
2215.808,0.07561805,0.07708018,0.05636912,0.06504748,0.07720019
2216.291,0.07530647,0.07729048,0.05545948,0.06499056,0.07710949
2216.773,0.07488126,0.0774318,0.05454609,0.06508753,0.07707538
2217.255,0.07438932,0.0774826,0.05379687,0.06536961,0.07705655
2217.737,0.073871,0.0774261,0.05332005,0.06581809,0.07702978
2218.219,0.07336,0.07725937,0.05314283,0.06637175,0.07699257
2218.701,0.0728887,0.07700329,0.05321737,0.06693673,0.07695837
2219.183,0.07248521,0.07670234,0.05344606,0.06741508,0.07694612
2219.665,0.07217058,0.07641366,0.05372366,0.06772883,0.07697065
2220.147,0.07195439,0.07619406,0.05396067,0.06782587,0.07704042
2220.63,0.07182871,0.07607558,0.05411293,0.06769237,0.07715674
2221.112,0.07176869,0.076056,0.05418295,0.06734662,0.0773174
2221.594,0.07173805,0.07610021,0.05421094,0.06683112,0.07751773
2222.076,0.07170392,0.07615724,0.05425246,0.06620043,0.07774923
2222.558,0.07165081,0.07618203,0.05435966,0.06551746,0.07799394
2223.04,0.07158866,0.07615036,0.05456554,0.06485394,0.07821986
2223.522,0.07155305,0.07606672,0.05487017,0.06428048,0.07838579
2224.004,0.07159422,0.07595287,0.05524145,0.06386827,0.07844943
2224.487,0.07176192,0.07583151,0.05561997,0.06367885,0.0783814
2224.969,0.07208285,0.07570952,0.05594116,0.06374674,0.07818008
2225.451,0.07255267,0.0755745,0.05615072,0.06407505,0.07787426
2225.933,0.07313284,0.07540615,0.05622553,0.06462782,0.07751801
2226.415,0.0737657,0.0751984,0.0561826,0.06534074,0.07716762
2226.897,0.07438488,0.0749782,0.05607738,0.066128,0.0768676
2227.379,0.07493198,0.07481329,0.0559865,0.06689781,0.07663359
2227.861,0.07536937,0.07479002,0.055977,0.06757322,0.07645129
2228.344,0.07567763,0.07498852,0.05608676,0.06809456,0.07628617
2228.826,0.07585286,0.07543946,0.05630551,0.06842694,0.07610471
2229.308,0.07589936,0.0761025,0.05658123,0.06856014,0.07589445
2229.79,0.07582546,0.07686307,0.05683493,0.06850254,0.0756759
2230.272,0.07565165,0.07756747,0.05699495,0.06827614,0.07550307
2230.754,0.0753861,0.0780673,0.05701625,0.06791916,0.0754402
2231.236,0.07505484,0.07826235,0.05689747,0.06748313,0.07555565
2231.718,0.07469654,0.07813952,0.05667735,0.06702837,0.07589192
2232.2,0.07435674,0.077769,0.05641094,0.06661332,0.07645067
2232.683,0.07408294,0.07728472,0.05615138,0.06629108,0.07718993
2233.165,0.0739106,0.0768337,0.05592673,0.06609064,0.07803329
2233.647,0.07385387,0.07652467,0.05573882,0.06601133,0.07889116
2234.129,0.07390603,0.07640853,0.05557504,0.06602321,0.079671
2234.611,0.0740423,0.07646216,0.05542857,0.06607938,0.0803009
2235.093,0.07422721,0.07661147,0.05531196,0.0661341,0.08073859
2235.575,0.07441904,0.07675388,0.05526428,0.06615947,0.08097068
2236.057,0.07457648,0.07680056,0.0553349,0.06615768,0.08101296
2236.54,0.07466096,0.0767004,0.05556255,0.06615751,0.08089945
2237.021,0.07463609,0.076447,0.05595659,0.06620109,0.0806729
2237.504,0.07447838,0.07607649,0.05648574,0.06631881,0.080368
2237.986,0.07418346,0.0756522,0.05708497,0.0665123,0.08000351
2238.468,0.07377769,0.0752468,0.05766965,0.06674585,0.07957939
2238.95,0.07331923,0.0749178,0.05816665,0.06695852,0.07908413
2239.432,0.07289183,0.07469807,0.05852851,0.06708474,0.07850607
2239.914,0.07259007,0.07458721,0.05874136,0.06708153,0.07785095
2240.396,0.07248391,0.07455594,0.05882052,0.06695171,0.07715013
2240.878,0.07260182,0.07455605,0.0587948,0.06674702,0.07646222
2241.361,0.07291534,0.07453933,0.05869327,0.0665563,0.07586361
2241.843,0.07335218,0.07447904,0.0585343,0.06646875,0.07542075
2242.325,0.07381323,0.07438145,0.05832918,0.06654961,0.07517907
2242.807,0.07420568,0.07429171,0.05808946,0.06681217,0.07514483
2243.289,0.07447419,0.07427672,0.057834,0.06721348,0.07528873
2243.771,0.07460779,0.07441033,0.05759313,0.0676627,0.07555521
2244.253,0.07463841,0.07474296,0.05740522,0.06804962,0.07588554
2244.735,0.07461745,0.07527991,0.05730249,0.06828377,0.076238
2245.218,0.0745966,0.07597548,0.05730441,0.06830918,0.07659386
2245.7,0.0746094,0.07674001,0.05740935,0.06812269,0.07695305
2246.182,0.07466607,0.07746992,0.05759633,0.06776574,0.07731979
2246.664,0.07476402,0.07806343,0.05782736,0.06731287,0.07768532
2247.146,0.07489846,0.07845216,0.05805601,0.06684948,0.07802049
2247.628,0.07507003,0.07861234,0.05823548,0.06644936,0.0782831
2248.11,0.07528152,0.07856114,0.05831636,0.06617017,0.07843177
2248.592,0.07552698,0.07834459,0.05825339,0.06604259,0.07845028
2249.074,0.07578063,0.07801679,0.05801149,0.06607188,0.07835841
2249.557,0.07598886,0.07763226,0.05756947,0.06624237,0.07821312
2250.039,0.07608272,0.07723495,0.05693398,0.06652204,0.07808767
2250.521,0.07600131,0.07685766,0.05614576,0.0668682,0.07804363
2251.003,0.07571085,0.0765292,0.05528319,0.06722826,0.07810993
2251.485,0.0752274,0.07627051,0.05444716,0.06754922,0.07826824
2251.967,0.07461304,0.07609245,0.05373745,0.06778372,0.07846194
2252.449,0.07396244,0.07599103,0.05323323,0.06789389,0.0786152
2252.931,0.07336596,0.07594388,0.05296554,0.0678611,0.0786691
2253.414,0.07288498,0.07591378,0.05291431,0.06768811,0.07860205
2253.896,0.07254075,0.07585566,0.05301563,0.06739938,0.07844026
2254.378,0.07231577,0.07573526,0.05319,0.06703447,0.07824576
2254.86,0.07217536,0.07553951,0.05336546,0.06664241,0.0780955
2255.342,0.0720878,0.07528371,0.05349718,0.06627394,0.0780555
2255.824,0.07204108,0.07500548,0.05357776,0.06596734,0.07815514
2256.306,0.0720405,0.07475424,0.0536254,0.06574776,0.07838035
2256.788,0.07209577,0.07457521,0.05366855,0.06562362,0.07867704
2257.271,0.07220432,0.0744938,0.05372693,0.06558972,0.0789721
2257.752,0.07234082,0.07451276,0.05380421,0.06563254,0.0791876
2258.235,0.07245988,0.07461391,0.05389125,0.06573718,0.07926288
2258.717,0.07251658,0.07476863,0.05397727,0.06589217,0.07917125
2259.199,0.0724824,0.0749461,0.0540611,0.06608933,0.0789232
2259.681,0.07236437,0.07512261,0.05415793,0.06632147,0.07856736
2260.163,0.0722023,0.07528718,0.05429297,0.06657688,0.07817478
2260.645,0.07205714,0.07543886,0.05449017,0.06683333,0.0778298
2261.127,0.07198618,0.07558593,0.05475663,0.06705568,0.07760853
2261.609,0.07202019,0.0757411,0.0550743,0.06720343,0.07755752
2262.092,0.07215863,0.07592057,0.05540137,0.06723538,0.07768793
2262.574,0.07237385,0.07614088,0.05568516,0.06712671,0.07796901
2263.056,0.07263146,0.07641319,0.05588364,0.06687865,0.07834153
2263.538,0.07290576,0.07674003,0.0559762,0.06652533,0.07872918
2264.02,0.07319191,0.07710793,0.05597367,0.06612758,0.07906399
2264.502,0.07350051,0.07748707,0.05590924,0.06575496,0.07930496
2264.984,0.07384235,0.07782924,0.05582827,0.06547496,0.07944059
2265.466,0.07421037,0.07808094,0.05576817,0.06533016,0.07948604
2265.948,0.07457311,0.07819825,0.05574773,0.06532987,0.07946865
2266.431,0.0748762,0.07815937,0.05576679,0.06545099,0.07941259
2266.913,0.07506569,0.07797755,0.05581148,0.06564982,0.07932743
2267.395,0.07511014,0.07769936,0.05586641,0.06587733,0.07920821
2267.877,0.07501511,0.07739635,0.05592284,0.06609155,0.07904302
2268.359,0.07482482,0.07713841,0.05598327,0.06627177,0.07882605
2268.841,0.07460545,0.07697507,0.05605734,0.06641617,0.07856655
2269.323,0.07442397,0.07692045,0.05615467,0.06653752,0.07829204
2269.805,0.07431924,0.07694767,0.05627685,0.0666531,0.07803794
2270.288,0.07429484,0.0769999,0.05641465,0.06677757,0.07783803
2270.77,0.07432047,0.07700633,0.05655076,0.0669181,0.07771293
2271.252,0.07435299,0.07691191,0.05666777,0.06707349,0.07766379
2271.734,0.07435611,0.07669094,0.05675451,0.06723641,0.07767747
2272.216,0.07431816,0.07635716,0.05681144,0.06739492,0.07773601
2272.698,0.07425749,0.07595585,0.05684958,0.06753531,0.0778275
2273.18,0.07421432,0.07555139,0.0568861,0.06764092,0.07795072
2273.662,0.07423425,0.07520788,0.05693745,0.06769256,0.07811262
2274.145,0.07434648,0.07496682,0.05701219,0.06767397,0.07831784
2274.627,0.07455473,0.07484415,0.05710891,0.06757335,0.07855941
2275.109,0.07483155,0.07482756,0.05721519,0.06739007,0.07881136
2275.591,0.0751292,0.07488962,0.05731231,0.06713787,0.07903564
2276.073,0.07538784,0.07499752,0.05737788,0.06684452,0.079189
2276.555,0.07555284,0.07512718,0.05739089,0.06654704,0.07924017
2277.037,0.07559025,0.07526734,0.05733668,0.06628052,0.07918291
2277.519,0.07549072,0.07541699,0.05720875,0.06607344,0.07903977
2278.001,0.07527532,0.07557786,0.05701237,0.06593935,0.07885757
2278.484,0.07498878,0.07574603,0.05676461,0.06587613,0.07869031
2278.966,0.07469657,0.07590722,0.05649537,0.06587004,0.07858827
2279.448,0.07446706,0.07603806,0.05624144,0.0659022,0.07858018
2279.93,0.07435448,0.07611416,0.0560383,0.06595675,0.07866655
2280.412,0.07439063,0.07611627,0.05591647,0.06602313,0.07882126
2280.894,0.07457095,0.07603983,0.05588992,0.06609868,0.07899996
2281.376,0.07485764,0.07589512,0.05595455,0.06618612,0.07915344
2281.858,0.07518418,0.07570485,0.05608735,0.06629011,0.07923517
2282.341,0.07547742,0.07549584,0.05625217,0.06641434,0.07921544
2282.823,0.07567488,0.07529095,0.05640797,0.06656013,0.0790852
2283.305,0.07573672,0.07510744,0.05651456,0.06672674,0.07885726
2283.787,0.07565673,0.0749558,0.05654341,0.06691118,0.07856163
2284.269,0.07545812,0.07484431,0.05647993,0.0671087,0.07823911
2284.751,0.07518411,0.07478413,0.05632524,0.0673118,0.07793342
2285.233,0.07488242,0.07478747,0.05609531,0.06751095,0.07767828
2285.715,0.07459693,0.07486542,0.05581808,0.06769408,0.07749145
2286.198,0.07436141,0.07501907,0.05553108,0.06784758,0.07737179
2286.68,0.07419499,0.07523408,0.05527214,0.06796061,0.07730169
2287.162,0.07410477,0.07547782,0.05507636,0.06802578,0.07725536
2287.644,0.07408733,0.07570425,0.0549704,0.06804031,0.07720817
2288.126,0.07412882,0.07586996,0.05496585,0.06800483,0.07714982
2288.608,0.07420564,0.07594506,0.05505886,0.06792179,0.07708627
2289.09,0.07428692,0.07592674,0.05523124,0.06779195,0.07704003
2289.572,0.07434265,0.07584009,0.05545582,0.06761537,0.07703985
2290.054,0.07435085,0.07573298,0.05570079,0.06739329,0.07711163
2290.537,0.07430708,0.07565925,0.05593591,0.06713265,0.07726638
2291.019,0.07422904,0.07565834,0.05613887,0.06684908,0.07749518
2291.501,0.0741542,0.07574452,0.05629309,0.06656974,0.07776855
2291.983,0.07412736,0.0759008,0.05638846,0.06632946,0.078044
2292.465,0.07418248,0.0760881,0.05641961,0.06616006,0.078279
2292.947,0.07433039,0.07625496,0.05638533,0.0660845,0.07843672
2293.429,0.07454869,0.07635625,0.05629023,0.06610569,0.07849725
2293.911,0.07478868,0.07636722,0.05614633,0.06620519,0.07846038
2294.394,0.07498483,0.0762848,0.0559761,0.06634607,0.07834455
2294.875,0.07507976,0.07612654,0.05580932,0.0664846,0.07818116
2295.358,0.07504338,0.0759197,0.05567621,0.06658497,0.07800573
2295.84,0.07488088,0.07569537,0.05560176,0.06662737,0.07785261
2296.322,0.07463255,0.07547776,0.05559499,0.06661534,0.07774509
2296.804,0.07435775,0.07528387,0.05564653,0.06657138,0.07769036
2297.286,0.07412206,0.07512604,0.05572841,0.06652942,0.0776787
2297.768,0.0739736,0.07501391,0.05580417,0.06652027,0.07768634
2298.25,0.07393318,0.0749568,0.05584097,0.06656136,0.0776827
2298.732,0.07399306,0.0749631,0.05581887,0.06665258,0.07763863
2299.215,0.07412224,0.07503697,0.05573965,0.06677805,0.07753771
2299.697,0.07427906,0.07517476,0.0556252,0.06691217,0.07738146
2300.179,0.07441958,0.07536201,0.05551187,0.06702898,0.07719065
2300.661,0.07451084,0.07557565,0.05543625,0.06711205,0.0769994
2301.143,0.07453518,0.0757871,0.05542586,0.06715596,0.07684477
2301.625,0.07449217,0.07596869,0.05549212,0.06716625,0.07675763
2302.107,0.07439767,0.07610174,0.05562659,0.06715438,0.07675123
2302.589,0.07427927,0.07618007,0.05580522,0.06713242,0.07682086
2303.072,0.07417046,0.07621112,0.05599335,0.06710918,0.07694531
2303.554,0.07409963,0.07621263,0.0561562,0.06708715,0.0770969
2304.036,0.07408478,0.07620776,0.05626241,0.06706423,0.07724778
2304.518,0.07412666,0.07621913,0.0562907,0.06703537,0.07737628
2305.0,0.07421063,0.07626098,0.05623548,0.06699602,0.07747071
2305.482,0.07430957,0.0763379,0.05610702,0.06694282,0.07752682
2305.964,0.07439409,0.07644225,0.05593283,0.06687558,0.07754495
2306.446,0.07444458,0.07655877,0.05575013,0.06679658,0.07752676
2306.928,0.07445662,0.07666773,0.05560287,0.06671029,0.07747427
2307.411,0.07444275,0.07675283,0.05552971,0.0666231,0.07739136
2307.893,0.07442552,0.07680629,0.05555297,0.06654342,0.07728518
2308.375,0.07442774,0.07683194,0.0556752,0.06648201,0.0771707
2308.857,0.07446081,0.07684322,0.05587747,0.06645057,0.07706919
2309.339,0.07451861,0.0768567,0.05612687,0.06645932,0.07700527
2309.821,0.07457926,0.07688697,0.05638316,0.0665146,0.07700299
2310.303,0.07461539,0.07693748,0.05661301,0.06661455,0.07707801
2310.785,0.07460731,0.07699879,0.05679746,0.06674903,0.07723311
2311.268,0.07455157,0.07704917,0.05693165,0.06689827,0.07745597
2311.75,0.07446449,0.07706261,0.05702272,0.0670387,0.07772128
2312.232,0.07437397,0.07701837,0.05708143,0.06714725,0.07799681
2312.714,0.07430821,0.07690658,0.05711729,0.06720638,0.07824835
2313.196,0.0742799,0.07673333,0.0571347,0.06720813,0.07845012
2313.678,0.07427909,0.07651705,0.05713534,0.06715481,0.07859118
2314.16,0.0742742,0.07628465,0.05712219,0.06705733,0.07867838
2314.642,0.07422417,0.07606146,0.05710178,0.06693134,0.07873398
2315.125,0.07409496,0.07586677,0.05708377,0.06679378,0.07878823
2315.606,0.07387028,0.07571312,0.05707477,0.06666087,0.07887135
2316.089,0.07355995,0.07560623,0.05707218,0.06654643,0.0789998
2316.571,0.07319766,0.07554807,0.05705933,0.06646201,0.07917062
2317.053,0.07283399,0.07553973,0.05700621,0.0664165,0.07935925
2317.535,0.0725181,0.0755792,0.05688128,0.06641503,0.07952857
2318.017,0.07229115,0.07565922,0.05666207,0.06645705,0.07963885
2318.499,0.07217783,0.07576223,0.05635053,0.06653536,0.07966101
2318.981,0.07218291,0.07586143,0.05597597,0.0666348,0.07958858
2319.463,0.07229561,0.07592297,0.05559454,0.06673492,0.0794387
2319.946,0.0724941,0.07591574,0.05527464,0.06681361,0.07924587
2320.428,0.07275353,0.0758242,0.05507334,0.06685231,0.07904614
2320.91,0.07304722,0.07565614,0.05502418,0.06684037,0.07886608
2321.392,0.07335012,0.07544579,0.05512526,0.06677657,0.07871317
2321.874,0.0736433,0.07524266,0.05534581,0.06666823,0.07857827
2322.356,0.07391153,0.07510163,0.05563443,0.06652883,0.07844308
2322.838,0.07414702,0.07506156,0.05593656,0.06637487,0.07829215
2323.32,0.07434825,0.07513301,0.0562109,0.06622173,0.07812032
2323.802,0.07451702,0.07529414,0.05643016,0.06608466,0.07793332
2324.285,0.07465479,0.07549714,0.05658315,0.06597812,0.07774105
2324.767,0.0747582,0.07568543,0.05666932,0.06591627,0.07754935
2325.249,0.07481665,0.07580376,0.05669423,0.0659121,0.07735561
2325.731,0.07481362,0.07581618,0.05666898,0.06597569,0.07714914
2326.213,0.07473116,0.07571165,0.05660972,0.06611005,0.07691921
2326.695,0.07455702,0.07550566,0.05654158,0.06630725,0.07666326
2327.177,0.07429212,0.075235,0.05649565,0.06654719,0.07639807
2327.659,0.07395484,0.07494745,0.05650282,0.06680116,0.07615986
2328.142,0.07358437,0.07469747,0.05658663,0.06703321,0.07600045
2328.624,0.07323077,0.0745285,0.05675009,0.06721035,0.07596546
2329.106,0.07294412,0.07446723,0.05697248,0.06730807,0.07607742
2329.588,0.07276252,0.0745168,0.05720948,0.06731491,0.07632118
2330.07,0.07270078,0.07465828,0.05740908,0.06723333,0.0766478
2330.552,0.07274841,0.07485605,0.05752873,0.06707839,0.07698962
2331.034,0.07287186,0.07506491,0.0575497,0.06687654,0.07728234
2331.516,0.07302776,0.07524533,0.05748419,0.06665891,0.07749031
2331.999,0.07317115,0.07536992,0.05736833,0.06645843,0.07761474
2332.481,0.07326401,0.07542863,0.05724874,0.06630536,0.07769191
2332.963,0.07328471,0.07543085,0.0571601,0.06622199,0.07777309
2333.445,0.07323085,0.07540096,0.05711772,0.06621779,0.07790381
2333.927,0.07311979,0.07537122,0.05711314,0.0662842,0.07810207
2334.409,0.07298212,0.07536989,0.05712362,0.06639619,0.07835119
2334.891,0.07286187,0.07541639,0.05712425,0.06651516,0.07860506
2335.373,0.07280743,0.07551711,0.05710171,0.06660011,0.07880863
2335.855,0.07285754,0.07566548,0.05706003,0.06662352,0.07892115
2336.338,0.07303098,0.07584254,0.05701703,0.06657872,0.07892684
2336.82,0.07331494,0.07602371,0.0569928,0.06648548,0.07884088
2337.302,0.07366629,0.07618566,0.05699719,0.06638048,0.07869614
2337.784,0.07401539,0.07630893,0.0570246,0.06630735,0.07853095
2338.266,0.07428819,0.07638512,0.05705643,0.06630114,0.07837765
2338.748,0.07443179,0.07641676,0.05707345,0.06637616,0.07825557
