absorbance_1.7_1A,1.7_1A,1.7_2A,1.7_3A,1.7_4A,1.7_5
1272.306,0.1127813,0.1148034,0.09663872,0.1051209,0.1169615
1272.788,0.112673,0.1146971,0.09655647,0.1051313,0.1167326
1273.27,0.1126066,0.1146079,0.09649836,0.1051302,0.1165732
1273.752,0.1125496,0.1145233,0.09644462,0.1051142,0.1164804
1274.234,0.1124799,0.1144354,0.09638686,0.1050934,0.1164487
1274.717,0.1123901,0.1143415,0.09632781,0.1050851,0.1164704
1275.199,0.1122917,0.114245,0.09627878,0.105103,0.1165384
1275.681,0.1122078,0.1141542,0.09625234,0.1051499,0.1166498
1276.163,0.1121661,0.1140818,0.09625746,0.1052157,0.1168036
1276.645,0.112186,0.1140424,0.09629469,0.1052807,0.1169985
1277.127,0.1122696,0.1140479,0.09635553,0.1053244,0.1172275
1277.609,0.1123987,0.1141048,0.09642377,0.1053311,0.1174717
1278.091,0.1125394,0.1142082,0.09648034,0.1052951,0.1176989
1278.573,0.112651,0.1143397,0.096506,0.105219,0.1178682
1279.056,0.1126931,0.1144638,0.09648316,0.1051069,0.1179331
1279.538,0.112638,0.1145348,0.09639822,0.1049568,0.1178568
1280.02,0.1124742,0.1145056,0.09624219,0.1047584,0.1176198
1280.502,0.1122059,0.1143365,0.09601142,0.1044943,0.1172274
1280.984,0.11185,0.1140118,0.09570938,0.1041503,0.1167106
1281.466,0.1114313,0.1135453,0.09534834,0.1037244,0.1161215
1281.948,0.1109777,0.1129818,0.09494873,0.1032346,0.1155259
1282.43,0.1105138,0.1123829,0.09453452,0.1027157,0.1149841
1282.913,0.1100591,0.1118139,0.0941295,0.1022113,0.1145432
1283.395,0.1096267,0.1113276,0.09375174,0.1017608,0.1142277
1283.877,0.1092218,0.110949,0.09340852,0.1013844,0.1140343
1284.359,0.1088422,0.1106755,0.09309631,0.1010787,0.1139348
1284.841,0.10848,0.1104801,0.09280182,0.1008171,0.1138799
1285.323,0.1081244,0.1103259,0.09250791,0.1005623,0.1138153
1285.805,0.1077638,0.110175,0.09219661,0.1002755,0.1136877
1286.287,0.1073877,0.1099976,0.09185524,0.09992837,0.1134582
1286.77,0.1069923,0.1097771,0.09147886,0.09951171,0.1131128
1287.252,0.1065781,0.1095048,0.09107102,0.09903266,0.1126634
1287.734,0.1061525,0.1091765,0.09064252,0.09851129,0.112145
1288.216,0.1057258,0.1087899,0.09020828,0.09797159,0.1116029
1288.698,0.1053111,0.1083439,0.089784,0.09743813,0.1110827
1289.18,0.1049195,0.1078428,0.08938286,0.09693229,0.110615
1289.662,0.1045596,0.1073011,0.08901215,0.09647053,0.1102083
1290.144,0.1042366,0.1067457,0.0886733,0.09606723,0.1098496
1290.626,0.1039521,0.1062129,0.08836219,0.09573308,0.1095121
1291.109,0.103705,0.1057388,0.08807187,0.09547326,0.1091693
1291.591,0.103492,0.1053549,0.08779557,0.09528688,0.1088028
1292.073,0.1033082,0.1050776,0.0875297,0.09516489,0.1084136
1292.555,0.1031493,0.1049051,0.08727515,0.09509312,0.1080199
1293.037,0.103012,0.1048195,0.08703827,0.09505506,0.1076549
1293.519,0.1028963,0.1047949,0.08682747,0.09503818,0.1073542
1294.001,0.1028062,0.1048059,0.08665058,0.09503639,0.1071451
1294.483,0.1027489,0.1048329,0.08651307,0.09505025,0.1070415
1294.966,0.1027322,0.1048672,0.08641532,0.095083,0.1070394
1295.448,0.1027602,0.1049073,0.08635376,0.09513627,0.1071206
1295.93,0.1028297,0.1049554,0.08632272,0.09520581,0.1072572
1296.412,0.1029274,0.1050105,0.08631599,0.09528162,0.1074209
1296.894,0.1030316,0.1050677,0.08632959,0.09535085,0.1075877
1297.376,0.1031145,0.1051159,0.08636012,0.09540177,0.1077401
1297.858,0.1031524,0.1051426,0.08640407,0.09542797,0.1078688
1298.34,0.1031302,0.1051367,0.08645616,0.09542926,0.1079686
1298.823,0.103046,0.1050916,0.08650717,0.09540801,0.1080372
1299.305,0.1029117,0.1050068,0.08654608,0.09536605,0.1080729
1299.787,0.10275,0.1048875,0.08656188,0.09530247,0.1080757
1300.269,0.1025883,0.1047437,0.08654711,0.09521441,0.1080486
1300.751,0.1024495,0.1045873,0.08650055,0.09510046,0.1079987
1301.233,0.1023484,0.1044309,0.08642763,0.09496443,0.1079367
1301.715,0.1022873,0.1042867,0.08633881,0.09481663,0.1078742
1302.197,0.1022561,0.1041635,0.08624372,0.09466965,0.107819
1302.679,0.1022356,0.1040675,0.08614992,0.0945342,0.1077725
1303.161,0.1022023,0.1040001,0.08605873,0.0944122,0.107728
1303.644,0.1021358,0.1039585,0.08596636,0.09429546,0.107674
1304.126,0.1020214,0.103934,0.08586539,0.09416914,0.1075974
1304.608,0.1018539,0.1039135,0.08574723,0.09402061,0.1074897
1305.09,0.1016382,0.1038814,0.08560463,0.09384856,0.1073505
1305.572,0.1013889,0.1038201,0.08543205,0.09366847,0.1071885
1306.054,0.1011281,0.1037145,0.08522613,0.09350882,0.1070181
1306.536,0.1008801,0.1035553,0.08498645,0.0933985,0.1068536
1307.018,0.1006709,0.1033426,0.08471774,0.0933556,0.1067056
1307.5,0.1005217,0.1030879,0.08443128,0.09337334,0.1065769
1307.983,0.1004438,0.1028141,0.08414567,0.09342093,0.106463
1308.465,0.1004372,0.1025536,0.08388624,0.09344994,0.1063551
1308.947,0.1004888,0.1023394,0.08367725,0.09341583,0.1062442
1309.429,0.1005758,0.1021968,0.08353475,0.09329554,0.1061266
1309.911,0.1006696,0.1021378,0.08346172,0.09309681,0.1060032
1310.393,0.1007424,0.1021563,0.08344428,0.09285527,0.1058797
1310.875,0.1007724,0.10223,0.08345494,0.09262116,0.1057624
1311.357,0.1007463,0.1023229,0.08345766,0.09244447,0.105655
1311.84,0.1006622,0.102396,0.08342095,0.09235339,0.1055553
1312.322,0.1005292,0.102417,0.08332592,0.09234647,0.1054546
1312.804,0.100365,0.1023682,0.08317421,0.09239262,0.1053386
1313.286,0.1001893,0.1022529,0.08298595,0.09244682,0.1051935
1313.768,0.1000198,0.1020915,0.08279129,0.09246658,0.1050096
1314.25,0.09986799,0.1019133,0.08261841,0.09242557,0.1047858
1314.732,0.09973771,0.1017431,0.08248172,0.09231993,0.1045292
1315.214,0.09962736,0.1015967,0.08237997,0.09216068,0.1042552
1315.697,0.09953291,0.1014782,0.08229926,0.0919661,0.1039845
1316.179,0.09945071,0.1013833,0.08222206,0.09175207,0.1037382
1316.661,0.09937708,0.1013048,0.08213322,0.09153147,0.1035364
1317.143,0.09930772,0.1012364,0.08202684,0.09131509,0.103393
1317.625,0.09923652,0.1011755,0.08190624,0.09111328,0.1033126
1318.107,0.09915345,0.1011222,0.0817804,0.09093747,0.1032871
1318.589,0.09904613,0.1010738,0.08165772,0.09079564,0.1032969
1319.071,0.098904,0.1010243,0.08154026,0.09068509,0.1033162
1319.553,0.09872139,0.100961,0.08142207,0.09058872,0.1033166
1320.036,0.09850113,0.1008694,0.08129192,0.09047589,0.1032758
1320.518,0.09825321,0.1007379,0.08113927,0.09031524,0.1031831
1321.0,0.09799238,0.1005616,0.08095811,0.09008312,0.103038
1321.482,0.09773203,0.1003449,0.08074953,0.08977643,0.1028491
1321.964,0.09748049,0.1000993,0.08052079,0.08941244,0.1026299
1322.446,0.0972396,0.09984051,0.08028447,0.08902589,0.1023961
1322.928,0.09700552,0.0995842,0.08005549,0.08865543,0.1021625
1323.41,0.09677171,0.09934109,0.07984854,0.08832988,0.1019405
1323.893,0.0965329,0.09911706,0.0796781,0.08806156,0.101739
1324.375,0.09628881,0.0989115,0.07955472,0.08784296,0.1015621
1324.857,0.09604526,0.09872021,0.07948259,0.08765556,0.1014095
1325.339,0.09581273,0.09853771,0.07945737,0.08748075,0.1012765
1325.821,0.09560341,0.09836012,0.07946544,0.08731262,0.1011557
1326.303,0.09542573,0.09818628,0.07948488,0.08716187,0.1010386
1326.785,0.09528257,0.09801729,0.07948798,0.08705114,0.1009164
1327.267,0.09516972,0.09785579,0.07944971,0.08700215,0.1007838
1327.75,0.09507792,0.09770487,0.07935418,0.08702391,0.1006389
1328.232,0.0949968,0.09756823,0.07920018,0.08710477,0.1004851
1328.714,0.09491932,0.09745022,0.07900291,0.08721629,0.1003299
1329.196,0.09484438,0.09735614,0.0787906,0.08732191,0.1001837
1329.678,0.09477718,0.09729268,0.07859745,0.08738984,0.1000585
1330.16,0.09472629,0.0972653,0.07845036,0.08740547,0.09996437
