absorbance_2.4_1A,2.4_1A,2.4_2A,2.4_3A
1483.473,0.0541525,0.04119294,0.05783506
1483.955,0.05401733,0.04092422,0.05786755
1484.437,0.0538923,0.04070045,0.0579836
1484.919,0.05378067,0.04052799,0.05815567
1485.402,0.05368332,0.04040435,0.05835127
1485.884,0.05359668,0.0403201,0.05854017
1486.366,0.05351613,0.0402598,0.05869995
1486.848,0.05343994,0.04020587,0.05882411
1487.33,0.05337341,0.04014077,0.05892089
1487.812,0.0533287,0.04004328,0.05900515
1488.294,0.05331651,0.03988626,0.0590772
1488.776,0.05333337,0.03964436,0.05910607
1489.259,0.05334842,0.03931319,0.05903196
1489.741,0.05331523,0.03893473,0.05880652
1490.223,0.05320786,0.03858594,0.05843908
1490.705,0.05303853,0.03833376,0.05799414
1491.187,0.05284622,0.03819848,0.05754929
1491.669,0.0526678,0.03816046,0.05715852
1492.151,0.05252852,0.03818424,0.05684898
1492.633,0.05243951,0.03823487,0.05662575
1493.115,0.05240323,0.03828619,0.05648199
1493.598,0.05241781,0.03832001,0.05640449
1494.08,0.05247788,0.03832892,0.05637768
1494.562,0.05257341,0.03831664,0.05638359
1495.044,0.05268528,0.03829813,0.05640111
1495.526,0.05278485,0.0382949,0.05640742
1496.008,0.05283759,0.0383236,0.05638209
1496.49,0.05281607,0.03838104,0.05631571
1496.972,0.05271934,0.03843892,0.0562152
1497.455,0.0525766,0.03846082,0.05610136
1497.937,0.05243161,0.03842501,0.05599993
1498.419,0.05231662,0.03833741,0.05593057
1498.901,0.05224171,0.03822065,0.05590218
1499.383,0.05219748,0.03809904,0.05591099
1499.865,0.05216368,0.03798677,0.05594343
1500.347,0.05211985,0.03788774,0.05598081
1500.829,0.0520526,0.03779979,0.05600521
1501.312,0.0519599,0.03772182,0.05600751
1501.794,0.05185039,0.03765874,0.05598632
1502.276,0.05174098,0.03762351,0.05594826
1502.758,0.05165062,0.03763261,0.05590381
1503.24,0.05160059,0.03770466,0.05586281
1503.722,0.05161218,0.0378539,0.05582828
1504.204,0.05170852,0.03808875,0.05578642
1504.686,0.0519183,0.03840325,0.05568912
1505.168,0.05227866,0.03876755,0.05542546
1505.651,0.05282916,0.03911181,0.05479791
1506.133,0.05354186,0.03929169,0.05360388
1506.615,0.0541776,0.0391351,0.05200012
1507.097,0.05431681,0.03866341,0.05080775
1507.579,0.05386053,0.03819108,0.05065621
1508.061,0.05315021,0.03791195,0.05119574
1508.543,0.05247245,0.0377714,0.0518808
1509.025,0.05191981,0.03766216,0.05247795
1509.507,0.05149688,0.03753055,0.05297014
1509.99,0.05119533,0.03737402,0.0533969
1510.472,0.05101392,0.03722256,0.0537871
1510.954,0.05094787,0.03711958,0.05414846
1511.436,0.0509819,0.03710404,0.05446923
1511.918,0.05108634,0.03719926,0.0547281
1512.4,0.05122086,0.03740259,0.05491439
1512.882,0.05134448,0.0376914,0.05503819
1513.364,0.05142089,0.03803023,0.05513299
1513.846,0.05142703,0.03838391,0.05524714
1514.329,0.05134962,0.03871689,0.05543327
1514.811,0.05118452,0.03898847,0.05572929
1515.293,0.05093588,0.03915136,0.05613427
1515.775,0.05062417,0.03915159,0.05658036
1516.257,0.0502939,0.03895637,0.05692425
1516.739,0.05000343,0.03859099,0.05700868
1517.221,0.04980086,0.0381552,0.0567603
1517.703,0.04969466,0.03777399,0.05624796
1518.186,0.04966069,0.03752869,0.05561665
1518.668,0.04966122,0.03745026,0.05500891
1519.15,0.04966245,0.03753723,0.05451272
1519.632,0.04963899,0.03778216,0.05415564
1520.114,0.04957058,0.03817444,0.05392056
1520.596,0.04944814,0.03868236,0.05375355
1521.078,0.04928647,0.03922578,0.05359694
1521.56,0.04913457,0.03966132,0.0534324
1522.042,0.04903799,0.03987508,0.05330541
1522.525,0.04898867,0.03987358,0.05327252
1523.007,0.04892737,0.03974729,0.05335499
1523.489,0.0487933,0.03956753,0.05354311
1523.971,0.0485529,0.03935806,0.05381501
1524.453,0.0482068,0.03912006,0.05413611
1524.935,0.04780381,0.03885823,0.05446082
1525.417,0.04743997,0.03859639,0.05473525
1525.899,0.04724436,0.03838008,0.05490926
1526.382,0.04730896,0.03824718,0.05495734
1526.864,0.04763742,0.03820191,0.0548844
1527.346,0.04814816,0.03820885,0.05471642
1527.828,0.04872613,0.03821663,0.0544843
1528.31,0.04927527,0.03818059,0.05421603
1528.792,0.0497396,0.03807426,0.05393711
1529.274,0.0501086,0.03788913,0.05367039
1529.756,0.0503998,0.03762178,0.05343622
1530.239,0.05064371,0.03726353,0.05325001
1530.721,0.05086958,0.03679221,0.05311862
1531.203,0.05109367,0.03617337,0.05304032
1531.685,0.05130512,0.03538072,0.0530071
1532.167,0.05145677,0.03443418,0.05301226
1532.649,0.05146214,0.03347343,0.05306183
1533.131,0.05124416,0.0327717,0.05317863
1533.613,0.05081778,0.03257153,0.05337197
1534.095,0.05030383,0.03288187,0.05361453
1534.578,0.04983517,0.03348528,0.05385985
1535.06,0.04947432,0.03414808,0.05408242
1535.542,0.04922822,0.03471993,0.05427964
1536.024,0.04908,0.03514535,0.05445829
1536.506,0.04901144,0.03543019,0.05462392
1536.988,0.04900995,0.03561235,0.05476572
1537.47,0.04906207,0.03576021,0.054849
1537.952,0.04914075,0.03596833,0.05479481
1538.434,0.04917491,0.03635669,0.05445539
1538.917,0.04902115,0.03701602,0.05362084
1539.399,0.04848383,0.03787991,0.05214491
1539.881,0.04750674,0.03852908,0.05030321
1540.363,0.04646235,0.0383708,0.04894052
1540.845,0.04596954,0.03728145,0.04876675
1541.327,0.04631775,0.03574711,0.04966748
1541.809,0.04734465,0.03428256,0.05109312
1542.291,0.0487503,0.03313062,0.05260983
1542.773,0.05024708,0.032362,0.05396641
1543.256,0.05157635,0.03198015,0.05502669
1543.738,0.05250015,0.03197142,0.0557065
1544.22,0.05285028,0.03229154,0.05598493
1544.702,0.05263366,0.03284146,0.0559352
1545.184,0.05201831,0.03348892,0.05569685
1545.666,0.05124099,0.03411065,0.05541571
1546.148,0.05048691,0.03463321,0.05518504
1546.63,0.049861,0.03502402,0.05504404
1547.113,0.04940012,0.03527739,0.05498477
1547.595,0.04909623,0.03540427,0.05496874
1548.077,0.04892618,0.03542457,0.05493274
1548.559,0.04885476,0.03537178,0.05480104
1549.041,0.04884046,0.03529059,0.0545136
1549.523,0.04883146,0.03523254,0.05405791
1550.005,0.04877774,0.03523226,0.05348978
1550.487,0.04864816,0.03529209,0.05289976
1550.969,0.04843084,0.0353923,0.05237411
1551.452,0.04813026,0.03551295,0.05196528
1551.934,0.04776099,0.03564885,0.05169803
1552.416,0.04735248,0.03580851,0.05158501
1552.898,0.04695445,0.03600357,0.05162671
1553.38,0.04663176,0.03623201,0.05180237
1553.862,0.04645453,0.03646529,0.05205364
1554.344,0.04645974,0.03665146,0.05228918
1554.826,0.04663114,0.03673869,0.05241159
1555.309,0.04689909,0.03669502,0.05233949
1555.791,0.04717157,0.03652173,0.05202656
1556.273,0.04735623,0.03624447,0.05144497
1556.755,0.04736025,0.0359134,0.05057937
1557.237,0.04710051,0.03560164,0.0494373
1557.719,0.04654873,0.03542627,0.0481789
1558.201,0.04593008,0.03553991,0.04746508
1558.683,0.04582087,0.03594417,0.0482784
1559.166,0.04649866,0.03633608,0.05040871
1559.648,0.04749146,0.03648872,0.0524217
1560.13,0.04834599,0.03646389,0.05362812
1560.612,0.04896554,0.03637211,0.05418303
1561.094,0.04939929,0.03626768,0.05438106
1561.576,0.04971166,0.03616216,0.05441357
1562.058,0.04994573,0.03605019,0.05436679
1562.54,0.0501242,0.03592315,0.05427032
1563.022,0.05025467,0.03577828,0.05413081
1563.505,0.05033297,0.03562479,0.05395174
1563.987,0.05035124,0.03548494,0.05375069
1564.469,0.05030943,0.03538315,0.05355935
1564.951,0.05022277,0.0353341,0.05342161
1565.433,0.0501218,0.03532711,0.05337421
1565.915,0.05003938,0.03533148,0.05343635
1566.397,0.05000328,0.03530433,0.05361285
1566.879,0.05002706,0.03520747,0.05389986
1567.361,0.05010918,0.03501893,0.05429004
1567.844,0.05022814,0.03474478,0.05476036
1568.326,0.05033792,0.03443753,0.05525674
1568.808,0.05037714,0.03419809,0.0556852
1569.29,0.05029324,0.03415077,0.05592638
1569.772,0.05009223,0.03435185,0.05590655
1570.254,0.0498395,0.03474192,0.05565111
1570.736,0.04961365,0.03519738,0.05526307
1571.218,0.04945822,0.0356175,0.05485569
1571.7,0.0493785,0.03595516,0.05451198
1572.183,0.0493597,0.03619778,0.05428651
1572.665,0.04938004,0.03635029,0.05420966
1573.147,0.04941907,0.0364191,0.05430033
1573.629,0.04945929,0.0364069,0.05456772
1574.111,0.04948947,0.03631368,0.0550058
1574.593,0.04950456,0.03614589,0.05557445
1575.075,0.04950636,0.03593427,0.05616634
1575.557,0.04950168,0.03574174,0.05660919
1576.04,0.04949674,0.03564606,0.05673113
1576.522,0.04949309,0.03567646,0.05648952
1577.004,0.0494904,0.0357821,0.05600477
1577.486,0.04949398,0.03587834,0.05544787
1577.968,0.04951639,0.03590559,0.05493382
1578.45,0.04957107,0.03584945,0.05450359
1578.932,0.04966912,0.03572576,0.05415983
1579.414,0.04981373,0.03556954,0.05389197
1579.896,0.04999737,0.03542229,0.05368862
1580.379,0.05019921,0.03532822,0.0535424
1580.861,0.0503875,0.03532109,0.05344833
1581.343,0.05053068,0.03541287,0.05340044
1581.825,0.05060372,0.03559052,0.05339051
1582.307,0.05059984,0.03581916,0.05340673
1582.789,0.05052993,0.0360565,0.05343575
1583.271,0.0504161,0.03626351,0.05346421
1583.753,0.05027974,0.03641442,0.05348066
1584.236,0.05013182,0.03649911,0.05347638
1584.718,0.04997204,0.03651746,0.05344526
1585.2,0.0497926,0.0364761,0.05338496
1585.682,0.04958802,0.03638398,0.05329711
1586.164,0.04936353,0.03625541,0.05319046
1586.646,0.04913916,0.03611065,0.05307902
1587.128,0.04894459,0.03597761,0.05298186
1587.61,0.0488125,0.03589335,0.05292103
1588.093,0.0487637,0.03589404,0.05291603
1588.575,0.04879832,0.03600446,0.05297916
1589.057,0.04889141,0.03622685,0.05311319
1589.539,0.04900144,0.0365338,0.05330993
1590.021,0.04908397,0.03687312,0.05355406
1590.503,0.04910735,0.03717881,0.05382698
1590.985,0.04906547,0.03739587,0.05411376
1591.467,0.04897679,0.03749189,0.05440172
1591.949,0.04887773,0.0374651,0.05467826
1592.432,0.04880676,0.03734167,0.05492827
1592.914,0.04879464,0.03716717,0.05513106
1593.396,0.04885553,0.0369945,0.05526271
1593.878,0.04898417,0.03686492,0.0553052
1594.36,0.04915916,0.03680056,0.05525484
1594.842,0.04935021,0.03679779,0.05513009
1595.324,0.04952887,0.03683197,0.05496707
1595.806,0.04967213,0.03686685,0.05481222
1596.288,0.04976712,0.03686895,0.05470487
1596.771,0.04981034,0.03681968,0.05466346
1597.253,0.04980615,0.03671636,0.05468328
1597.735,0.04976527,0.03657188,0.05474085
1598.217,0.04970316,0.03640658,0.05480683
1598.699,0.04964053,0.03624461,0.05485363
1599.181,0.0496003,0.03610645,0.05486658
1599.663,0.04960221,0.036005,0.05484649
1600.145,0.04965938,0.03594533,0.05480769
1600.627,0.0497713,0.03592465,0.05477043
1601.11,0.04992188,0.03593561,0.05475032
1601.592,0.05008005,0.03596935,0.05475141
1602.074,0.05020863,0.03601888,0.05476234
1602.556,0.05027616,0.03608051,0.0547625
1603.038,0.0502641,0.03615123,0.05473041
1603.52,0.05017485,0.03622738,0.05465651
1604.002,0.05002824,0.03630314,0.05454725
1604.484,0.04985736,0.03637083,0.05442355
1604.967,0.0496979,0.03642365,0.05431148
1605.449,0.04958335,0.03645727,0.05423362
1605.931,0.04954282,0.03647039,0.05420187
1606.413,0.04959488,0.03646452,0.05421239
1606.895,0.04974537,0.03644127,0.05424562
1607.377,0.04998038,0.03640138,0.05426929
1607.859,0.05026677,0.03634364,0.05424999
1608.341,0.0505537,0.03626831,0.05416325
1608.823,0.05078519,0.03618065,0.05400415
1609.306,0.05092007,0.03609311,0.0537906
1609.788,0.05094017,0.036024,0.05355901
1610.27,0.05085647,0.0359919,0.05335532
1610.752,0.05070152,0.03600664,0.05322009
1611.234,0.05052127,0.03606468,0.05318416
1611.716,0.0503626,0.0361479,0.05326134
1612.198,0.05025964,0.0362304,0.05344845
1612.68,0.05023378,0.03628517,0.05372832
1613.163,0.05029118,0.03629368,0.05407424
1613.645,0.05042748,0.03625257,0.0544571
1614.127,0.05062997,0.03617758,0.05483766
1614.609,0.05087865,0.03610647,0.05516615
1615.091,0.05114542,0.03609383,0.05538069
1615.573,0.05138506,0.03620207,0.05541605
1616.055,0.05154231,0.0364574,0.05524727
1616.537,0.05157662,0.03680895,0.05493344
1617.02,0.05149398,0.03713556,0.05461164
1617.502,0.05134311,0.0373353,0.05439724
1617.984,0.05117463,0.03738752,0.05432339
1618.466,0.05101714,0.03733259,0.05436433
1618.948,0.05087733,0.0372256,0.05447836
1619.43,0.05075322,0.03710838,0.05463161
1619.912,0.05064497,0.03700605,0.05479815
1620.394,0.05055822,0.03692626,0.05496031
1620.876,0.05050708,0.03686533,0.05510144
1621.359,0.05051367,0.03681283,0.05520137
1621.841,0.05059934,0.03675747,0.05523919
1622.323,0.05076982,0.03669407,0.05520136
1622.805,0.05099447,0.03663024,0.05509733
1623.287,0.05120962,0.03658436,0.05495894
1623.769,0.05134741,0.03657328,0.05482667
1624.251,0.05137499,0.03660136,0.05472697
1624.733,0.05130316,0.03666206,0.05466805
1625.215,0.05116697,0.03674497,0.05464683
1625.698,0.05100784,0.03684323,0.05465554
1626.18,0.05086092,0.0369556,0.05468515
1626.662,0.05075654,0.03708322,0.05472232
1627.144,0.05071427,0.03722733,0.0547541
1627.626,0.050738,0.03738565,0.05477024
1628.108,0.05081355,0.03755146,0.05476801
1628.59,0.05091322,0.0377156,0.05475128
1629.072,0.05101069,0.03787121,0.05472765
1629.554,0.05108748,0.03801456,0.05470543
1630.037,0.05113672,0.03814256,0.0546906
1630.519,0.0511581,0.03825086,0.0546865
1631.001,0.05115222,0.03832992,0.05469343
1631.483,0.05111706,0.03836693,0.05471026
1631.965,0.05104749,0.03834859,0.05473635
1632.447,0.05093532,0.03826456,0.05477228
1632.929,0.05077063,0.0381138,0.05482024
1633.411,0.05054301,0.03790836,0.05488104
1633.894,0.0502496,0.03768532,0.05495165
1634.376,0.04990752,0.0375087,0.05502193
1634.858,0.04957683,0.03746503,0.05508239
1635.34,0.04937598,0.03761532,0.05514269
1635.822,0.0494177,0.03791112,0.05522908
1636.304,0.0496964,0.03819529,0.05534658
1636.786,0.05008456,0.03833653,0.05546035
1637.268,0.05045775,0.03832586,0.05553527
1637.75,0.05075689,0.03822527,0.05556175
1638.233,0.0509725,0.0381035,0.05554634
1638.715,0.05111683,0.03800676,0.05550044
1639.197,0.05120669,0.03795973,0.05543523
1639.679,0.05126064,0.03796735,0.05536261
1640.161,0.05129844,0.03801866,0.05529578
1640.643,0.05134001,0.03809334,0.05524825
1641.125,0.05140217,0.03816979,0.05522887
1641.607,0.05149243,0.03823464,0.05523838
1642.09,0.05160758,0.03828433,0.05526844
1642.572,0.05173197,0.03832554,0.05530451
1643.054,0.051842,0.03836856,0.05533201
1643.536,0.05190613,0.03842251,0.05533975
1644.018,0.05189108,0.03848872,0.05532533
1644.5,0.05176616,0.03855781,0.05529574
1644.982,0.05151252,0.03860709,0.05527242
1645.464,0.05114526,0.03860542,0.05529333
1645.947,0.05074349,0.03853054,0.05540944
1646.429,0.05047512,0.03840494,0.05566119
1646.911,0.05050272,0.03830977,0.05601057
1647.393,0.05082821,0.03831988,0.05633324
1647.875,0.05129872,0.03843572,0.05651999
1648.357,0.05176803,0.03859806,0.0565636
1648.839,0.05217789,0.03874545,0.05652487
1649.321,0.05252963,0.03883228,0.05647633
1649.803,0.05285042,0.03882905,0.05647631
1650.286,0.05317182,0.03871129,0.05656921
1650.768,0.05351985,0.03845721,0.05679016
1651.25,0.05391096,0.03805583,0.05716351
1651.732,0.05433497,0.03754314,0.05768051
1652.214,0.05471262,0.0371038,0.05825283
1652.696,0.05487356,0.03712058,0.05869515
1653.178,0.0546946,0.03787241,0.05884835
1653.66,0.054332,0.03900963,0.05875919
1654.142,0.05403512,0.03995021,0.05857175
1654.625,0.05388204,0.0404944,0.05837533
1655.107,0.05382787,0.04072465,0.05819976
1655.589,0.05381279,0.04076821,0.05804708
1656.071,0.0537956,0.04071683,0.05791029
1656.553,0.0537541,0.04062787,0.05778241
1657.035,0.05368227,0.04053104,0.05766312
1657.517,0.05358394,0.04044021,0.05755482
1657.999,0.0534703,0.04035734,0.05746107
1658.481,0.05335478,0.04027787,0.05738239
1658.964,0.05325208,0.04019698,0.05731411
1659.446,0.05317508,0.04011372,0.05724633
1659.928,0.05313457,0.04003327,0.05716511
1660.41,0.05314169,0.03996697,0.05705477
1660.892,0.05320787,0.03992808,0.05690311
1661.374,0.05334191,0.03992461,0.05670902
1661.856,0.05354058,0.03995076,0.05649418
1662.338,0.05377741,0.03998263,0.05630341
1662.821,0.05400617,0.03999065,0.0561818
1663.303,0.0541797,0.03995618,0.05614746
1663.785,0.05427717,0.03988497,0.05618173
1664.267,0.05430729,0.03979835,0.0562538
1664.749,0.05429537,0.03971963,0.05633998
1665.231,0.05427067,0.03966432,0.0564337
1665.713,0.05425932,0.03964059,0.05654119
1666.195,0.05428563,0.03965121,0.05667552
1666.677,0.05436921,0.03969715,0.05685674
1667.16,0.05452388,0.0397813,0.05710986
1667.642,0.05474852,0.039912,0.05746225
1668.124,0.05501821,0.04010428,0.05793063
1668.606,0.05527344,0.04037263,0.05849934
1669.088,0.05542844,0.0407097,0.05909532
1669.57,0.0554162,0.04106703,0.05959804
1670.052,0.05523493,0.04136372,0.05989419
1670.534,0.05495025,0.04152891,0.05994622
1671.017,0.05464173,0.04154008,0.05979872
1671.499,0.05436414,0.04141668,0.05953358
1671.981,0.05413827,0.04119827,0.05922665
1672.463,0.05396307,0.04092463,0.05892746
1672.945,0.05383284,0.04063534,0.05866552
1673.427,0.05374579,0.04037162,0.05845919
1673.909,0.05370777,0.04017533,0.0583237
1674.391,0.05373031,0.04009087,0.05828049
1674.874,0.05381795,0.0401395,0.05834758
1675.356,0.05395643,0.04030023,0.05851704
1675.838,0.05411331,0.0405142,0.05874785
1676.32,0.05425687,0.04072468,0.05898638
1676.802,0.05437134,0.04090387,0.05919779
1677.284,0.05445572,0.04105036,0.05936682
1677.766,0.05451814,0.04117569,0.05949215
1678.248,0.05457015,0.04129172,0.05957721
1678.73,0.05462401,0.04140401,0.05962726
1679.213,0.05468908,0.04150977,0.05965515
1679.695,0.05476807,0.0416007,0.05968305
1680.177,0.05485265,0.04166887,0.05974378
1680.659,0.05492302,0.04171687,0.05986856
1681.141,0.05494937,0.04176189,0.06007972
1681.623,0.05489249,0.04184027,0.0603872
1682.105,0.05470769,0.04200312,0.06079069
1682.587,0.05435348,0.04231023,0.06127464
1683.069,0.05384019,0.04279578,0.06179319
1683.552,0.05330968,0.04338973,0.06226099
1684.034,0.05305134,0.043867,0.06257909
1684.516,0.05325733,0.04401895,0.06270627
1684.998,0.0538104,0.04387907,0.06267938
1685.48,0.05447141,0.04362936,0.06257392
1685.962,0.05508633,0.04341936,0.06245472
1686.444,0.05560575,0.0433167,0.06235901
1686.926,0.05602368,0.04334676,0.06229986
1687.408,0.05635198,0.04350959,0.0622791
1687.891,0.05661156,0.04378794,0.06229563
1688.373,0.05683059,0.04414777,0.06234817
1688.855,0.05704309,0.04454254,0.0624347
1689.337,0.05727786,0.04492897,0.06254771
1689.819,0.0575504,0.04527752,0.0626737
1690.301,0.05785458,0.04558227,0.06279664
1690.783,0.05816913,0.04585339,0.06290516
1691.265,0.05846822,0.04610456,0.06299518
1691.748,0.0587338,0.04634286,0.06307154
1692.23,0.05896332,0.04656768,0.06314727
1692.712,0.05916941,0.04677237,0.06324279
1693.194,0.05938307,0.04695259,0.06338933
1693.676,0.05965243,0.04711517,0.0636326
1694.158,0.06004285,0.04728885,0.06403695
1694.64,0.06061865,0.04753325,0.06467491
1695.122,0.0614035,0.04793044,0.06559235
1695.604,0.06231208,0.04854086,0.06674121
1696.087,0.06314799,0.04933003,0.06794013
1696.569,0.06371962,0.05016402,0.06895739
1697.051,0.06397966,0.05090248,0.06966385
1697.533,0.06402981,0.05149404,0.07009631
1698.015,0.06404268,0.05198187,0.07040261
1698.497,0.06422213,0.05247783,0.07079385
1698.979,0.06476588,0.05312419,0.07149523
1699.461,0.06581032,0.05404536,0.07268419
1699.944,0.06728207,0.05524103,0.07432703
1700.426,0.06884922,0.05652508,0.07608691
1700.908,0.07014702,0.05766559,0.07755058
1701.39,0.07103979,0.05856719,0.07853975
1701.872,0.07160755,0.05928103,0.07913643
1702.354,0.07199557,0.059914,0.07951327
1702.836,0.07233297,0.06056933,0.07982618
1703.318,0.07271641,0.06132684,0.08018757
1703.801,0.07322772,0.06224226,0.08067921
1704.283,0.07393558,0.06333207,0.08135162
1704.765,0.0748771,0.06455885,0.08221099
1705.247,0.07602599,0.06582017,0.08320473
1705.729,0.07728022,0.06699371,0.08423215
1706.211,0.07850677,0.06800669,0.08519744
1706.693,0.07960655,0.0688687,0.08606046
1707.175,0.08054233,0.06963828,0.08684035
1707.657,0.08132128,0.07036957,0.08758118
1708.14,0.08196496,0.07109107,0.08832151
1708.622,0.08249635,0.07180051,0.08907586
1709.104,0.08293633,0.07247911,0.08983637
1709.586,0.08330619,0.07310162,0.09057537
1710.068,0.08362742,0.07365309,0.09126227
1710.55,0.08391856,0.07413299,0.09187433
1711.032,0.08419037,0.07455012,0.092398
1711.514,0.08444124,0.07491511,0.09282868
1711.996,0.08465828,0.0752299,0.09316257
1712.479,0.08481923,0.07548401,0.09338991
1712.961,0.08490173,0.07565948,0.09349538
1713.443,0.08489066,0.07573915,0.09346698
1713.925,0.08478731,0.07572335,0.09331568
1714.407,0.08460982,0.07563823,0.09308431
1714.889,0.08438875,0.07553722,0.09285203
1715.371,0.0841503,0.07548508,0.09271288
1715.853,0.08390129,0.07552542,0.09273106
1716.335,0.08363622,0.07565823,0.09290381
1716.818,0.08337522,0.07584728,0.09315766
1717.3,0.0831953,0.07605942,0.09340519
1717.782,0.08319885,0.07629651,0.09360912
1718.264,0.08343197,0.07658419,0.09379806
1718.746,0.08384983,0.07692824,0.09401163
1719.228,0.08437067,0.07731056,0.09427376
1719.71,0.08492172,0.07770421,0.09458552
1720.192,0.08546143,0.07809556,0.09493928
1720.675,0.08597371,0.07849516,0.09532743
1721.157,0.08646536,0.07894564,0.0957524
1721.639,0.08696175,0.07951756,0.09623415
1722.121,0.08750008,0.08029966,0.09680961
1722.603,0.08812324,0.08136576,0.09752811
1723.085,0.08886819,0.08273643,0.09843361
1723.567,0.08976144,0.08435327,0.09955098
1724.049,0.09081491,0.08609489,0.1008732
1724.531,0.09203274,0.08783616,0.1023712
1725.014,0.09342077,0.08949637,0.1040134
1725.496,0.09498668,0.09107359,0.1057838
1725.978,0.09673657,0.09263189,0.107688
1726.46,0.09866384,0.09427366,0.1097452
1726.942,0.100748,0.09610626,0.1119843
1727.424,0.1029551,0.09821889,0.1144371
1727.906,0.1052324,0.100663,0.1171266
1728.388,0.1075298,0.1034427,0.1200652
1728.871,0.1098047,0.1065061,0.1232407
1729.353,0.1120283,0.1097366,0.126598
1729.835,0.1141918,0.1129864,0.1300457
1730.317,0.1163062,0.1161116,0.1334747
1730.799,0.1184134,0.1190307,0.1368078
1731.281,0.1206076,0.1217872,0.140074
1731.763,0.1231014,0.124629,0.1434921
1732.245,0.1263218,0.1281311,0.1475914
1732.728,0.1309232,0.1332142,0.1532183
1733.21,0.1375996,0.1409528,0.1613278
1733.692,0.1463453,0.1516074,0.1720651
1734.174,0.15581,0.1636251,0.1838632
1734.656,0.1641153,0.1745352,0.1943668
1735.138,0.1703516,0.1829388,0.2023222
1735.62,0.1747771,0.1889767,0.2079553
1736.102,0.1780964,0.1934635,0.2121022
1736.584,0.1809627,0.1972322,0.2155685
1737.067,0.1838593,0.2009441,0.2189579
1737.549,0.1871519,0.20514,0.2227261
1738.031,0.1910855,0.2102313,0.2271882
1738.513,0.1957385,0.2164161,0.2324712
1738.995,0.2009045,0.2234929,0.2383864
1739.477,0.2061065,0.2308154,0.2444293
1739.959,0.2108123,0.2375662,0.2500054
1740.441,0.214697,0.2431457,0.2547283
1740.923,0.2177647,0.2474244,0.258575
1741.406,0.2202094,0.2506011,0.2617514
1741.888,0.222239,0.2529655,0.264496
1742.37,0.2239393,0.2547061,0.2669162
1742.852,0.2252576,0.2558616,0.268948
1743.334,0.2260517,0.256368,0.270396
1743.816,0.2262034,0.256161,0.2710674
1744.298,0.2256961,0.2552553,0.2708812
1744.78,0.2246192,0.2537549,0.2698978
1745.262,0.2230885,0.2517785,0.2682461
1745.745,0.221165,0.2493852,0.2660222
1746.227,0.2188048,0.2465266,0.2632203
1746.709,0.2158685,0.2430509,0.2597173
1747.191,0.2121889,0.2387628,0.2553315
1747.673,0.2076769,0.2335213,0.2499229
1748.155,0.2024043,0.2273311,0.2434902
1748.637,0.1965782,0.2203301,0.2361681
1749.119,0.1904163,0.2126947,0.2281408
1749.602,0.1840521,0.204587,0.2195957
1750.084,0.1775125,0.196141,0.2107127
1750.566,0.1708461,0.1875837,0.2017743
1751.048,0.1642529,0.1792999,0.1932077
1751.53,0.1580053,0.1716801,0.1854178
1752.012,0.1523457,0.1649746,0.1786393
1752.494,0.1473714,0.1591999,0.1728624
1752.976,0.1430369,0.1541878,0.1678988
1753.458,0.1391879,0.1496561,0.1634601
1753.941,0.1356072,0.1452754,0.1592229
1754.423,0.132057,0.1407084,0.1548603
1754.905,0.1283004,0.1356495,0.150075
1755.387,0.1241549,0.1299026,0.1446666
1755.869,0.1195735,0.1235045,0.1386441
1756.351,0.1147133,0.1167966,0.1322994
1756.833,0.1098958,0.1103215,0.1261212
1757.315,0.105466,0.1045886,0.1205864
1757.798,0.1016184,0.09982261,0.1159269
1758.28,0.09835815,0.09594871,0.1121071
1758.762,0.09556049,0.09270883,0.108924
1759.244,0.09304996,0.08979888,0.1061255
1759.726,0.0906558,0.086944,0.1034759
1760.208,0.0882386,0.08393423,0.1007825
1760.69,0.08572309,0.08067217,0.09793228
1761.172,0.08312213,0.07720742,0.09492047
1761.655,0.08054496,0.07374203,0.09186567
1762.137,0.07815211,0.07054292,0.08896062
1762.619,0.07607188,0.0678099,0.08637337
1763.101,0.0743459,0.06559728,0.08417702
1763.583,0.07293774,0.06383941,0.08235209
1764.065,0.0717721,0.06242051,0.08083224
1764.547,0.07076722,0.06122734,0.07953959
1765.029,0.06985073,0.06017095,0.07840184
1765.511,0.06896414,0.05918955,0.07735902
1765.994,0.06806546,0.05824476,0.07636374
1766.476,0.06713429,0.05731996,0.07538556
1766.958,0.06618092,0.05642121,0.07442039
1767.44,0.06524707,0.05557181,0.07349325
1767.922,0.0643893,0.05479915,0.07264484
1768.404,0.06365737,0.05411785,0.07191149
1768.886,0.06307183,0.05351809,0.07130108
1769.368,0.06262374,0.05296833,0.07078749
1769.85,0.06228331,0.05241738,0.07030886
1770.333,0.06201256,0.05180691,0.06977881
1770.815,0.06177309,0.05108506,0.06910454
1771.297,0.06152222,0.05023065,0.06822327
1771.779,0.06122515,0.0492896,0.06716827
1772.261,0.06086921,0.04837237,0.06608466
1772.743,0.0604672,0.04759035,0.06514891
1773.225,0.06005053,0.04698879,0.06445549
1773.707,0.05964901,0.04654571,0.06399786
1774.189,0.05928541,0.04621246,0.06371858
1774.672,0.05897501,0.04594738,0.06355754
1775.154,0.05872814,0.04572339,0.06346752
1775.636,0.05855039,0.04552376,0.06341431
1776.118,0.05843835,0.04533658,0.0633772
