absorbance_5.10_1A,5.10_1A,5.10_2A,5.10_3A,5.10_4A,5.9_1A,5.9_2A
591.5573,0.05606171,0.0453602,0.08378825,0.05207382,0.02577099,0.0333361
592.0394,0.05863248,0.04732676,0.08788721,0.05087135,0.03111134,0.03577725
592.5215,0.05965327,0.04840649,0.092715,0.04878753,0.03592038,0.03786767
593.0036,0.05912405,0.04872512,0.09774247,0.04566005,0.03946375,0.03916117
593.4857,0.0574368,0.04857295,0.1023003,0.04163219,0.04128886,0.03941375
593.9678,0.05518402,0.04825057,0.1058041,0.03711309,0.04128215,0.03866288
594.45,0.05301861,0.04798299,0.1078556,0.03269549,0.03959027,0.03719913
594.9321,0.0514468,0.04782561,0.1084032,0.0289652,0.03656099,0.03546207
595.4142,0.05069603,0.04765942,0.107742,0.02631299,0.03263901,0.0338612
595.8963,0.05070698,0.04721653,0.1064524,0.02488727,0.0283545,0.03268781
596.3784,0.05116244,0.04618113,0.1052048,0.0245459,0.0242395,0.03202105
596.8605,0.05164608,0.04432208,0.1045135,0.02496553,0.02074188,0.03176993
597.3427,0.05175465,0.04157818,0.1046221,0.02574986,0.01822369,0.03177816
597.8248,0.05126551,0.03814569,0.1054021,0.02658817,0.01686271,0.0319513
598.3069,0.0501888,0.03445701,0.1064543,0.02734021,0.01663248,0.03233245
598.789,0.04876056,0.03115981,0.1072391,0.02802744,0.01728557,0.03309918
599.2711,0.04735578,0.02892657,0.1073171,0.02877201,0.01839673,0.0344538
599.7532,0.04636192,0.0282686,0.1065005,0.02968236,0.01946486,0.03646623
600.2354,0.04609208,0.02939905,0.1048894,0.03075783,0.01999756,0.03894283
600.7175,0.0466758,0.03212059,0.1027972,0.03184225,0.01967644,0.04142856
601.1996,0.04804989,0.03589863,0.1005851,0.03266458,0.01840521,0.0433564
601.6817,0.04997047,0.03996404,0.09854472,0.03291528,0.01629541,0.04423539
602.1638,0.05208337,0.0435557,0.09681049,0.03237888,0.01359965,0.04388599
602.6459,0.05398424,0.04604886,0.09540168,0.03100202,0.01062648,0.04249271
603.1281,0.05528151,0.04704228,0.09429651,0.02893689,0.007690186,0.04057978
603.6102,0.05572411,0.04644648,0.09349617,0.02650535,0.005036853,0.03880467
604.0923,0.05525748,0.04444595,0.09304772,0.02414071,0.002851171,0.03777675
604.5744,0.05407668,0.04143612,0.0930047,0.02229423,0.001254292,0.03784753
605.0565,0.05256441,0.0378642,0.09335204,0.02128857,0.0003026109,0.03896829
605.5386,0.05120399,0.0341409,0.09394078,0.02127074,0.0,0.04070875
606.0208,0.05041759,0.03055287,0.09446804,0.02217312,0.0002955766,0.04238208
606.5029,0.05039204,0.02723192,0.09456819,0.02376356,0.001093473,0.04332592
606.985,0.05101252,0.02422126,0.09389713,0.02570501,0.002257795,0.04305059
607.4671,0.05185121,0.0215406,0.09227724,0.02764932,0.003639558,0.0414004
607.9492,0.05233249,0.01924365,0.08978153,0.02934213,0.005119415,0.03855494
608.4313,0.05186547,0.01745499,0.08674051,0.03064112,0.006617007,0.03495038
608.9135,0.05007754,0.01634939,0.08366714,0.03154434,0.008095759,0.03113798
609.3956,0.04695569,0.0160885,0.08107724,0.03215506,0.009531179,0.02760163
609.8777,0.04286357,0.01678263,0.0794062,0.03264116,0.01086392,0.02471161
610.3598,0.03846246,0.01843004,0.07887493,0.03317291,0.01196924,0.02263803
610.8419,0.03448479,0.02090876,0.07946648,0.03386668,0.01267579,0.02135651
611.324,0.03163062,0.02397746,0.08097108,0.03477244,0.01279583,0.02068296
611.8062,0.03036271,0.02731609,0.08306707,0.0358618,0.01221705,0.02033421
612.2883,0.03083425,0.03058982,0.08542244,0.03705665,0.0109658,0.02001632
612.7704,0.03290811,0.0334527,0.08770762,0.03825475,0.009236963,0.01945945
613.2525,0.03619339,0.03560555,0.08963542,0.03936851,0.007356345,0.01850139
613.7346,0.0401474,0.03681606,0.09095491,0.04034481,0.005679365,0.01711934
614.2167,0.04409456,0.0369108,0.09142493,0.04115583,0.004526403,0.01543849
614.6989,0.04736122,0.0358137,0.09086441,0.04178736,0.00407835,0.01370689
615.181,0.04937607,0.03356124,0.08920537,0.04221489,0.004359035,0.01222547
615.6631,0.04973587,0.03033209,0.08655909,0.04238549,0.005263775,0.01129398
616.1452,0.04835131,0.02643937,0.08325429,0.04222424,0.006621256,0.01109892
616.6273,0.04547474,0.02229716,0.07980674,0.04166076,0.00825599,0.01167172
617.1094,0.04169103,0.01839368,0.07686129,0.04065952,0.01001605,0.01287712
617.5916,0.03773945,0.0151688,0.07499141,0.03925725,0.01179591,0.01447025
618.0737,0.03434807,0.01296342,0.07457596,0.03756969,0.01351293,0.01617714
618.5558,0.03208026,0.01199146,0.07571112,0.03578493,0.01508275,0.01777048
619.0379,0.0311657,0.01231312,0.078191,0.03410308,0.01642642,0.01914264
619.52,0.03150692,0.01386959,0.08157608,0.03269529,0.01747647,0.02029791
620.0021,0.03272058,0.01651092,0.08527732,0.03165501,0.01820693,0.02131376
620.4843,0.03430686,0.02003752,0.08871625,0.03096966,0.01865305,0.02227163
620.9664,0.0357665,0.02420405,0.09137511,0.03053601,0.01890815,0.02320649
621.4485,0.03673664,0.02872495,0.09287822,0.03020657,0.01909353,0.02407562
621.9306,0.03707759,0.03331006,0.09306549,0.02986783,0.01930635,0.02477904
622.4127,0.03684257,0.03764934,0.09198424,0.02949128,0.01959108,0.02518968
622.8948,0.03622848,0.04144222,0.08989455,0.0291721,0.01992647,0.02520982
623.377,0.03547638,0.04444471,0.08719766,0.02909554,0.02025387,0.02481518
623.8591,0.03483238,0.04646679,0.08440407,0.02949665,0.02051325,0.02407053
624.3412,0.03449572,0.04741763,0.0820245,0.03056195,0.02068225,0.02312152
624.8233,0.03458896,0.0473303,0.08043299,0.03234359,0.02078862,0.02214235
625.3054,0.03516379,0.04637686,0.07982445,0.03472141,0.0208881,0.0212961
625.7875,0.03618985,0.04485935,0.08015119,0.03741436,0.02102091,0.02066861
626.2697,0.03756908,0.04313546,0.08117857,0.04007319,0.02117421,0.0202444
626.7518,0.03914646,0.04157735,0.08256087,0.04233782,0.02126879,0.01991327
627.2339,0.04074419,0.04046154,0.08397548,0.04393105,0.02118516,0.01952005
627.716,0.04219932,0.0399037,0.08522063,0.04469509,0.02081535,0.01893038
628.1981,0.04336663,0.03984194,0.08622129,0.04456693,0.02008978,0.01807459
628.6802,0.04414508,0.04003935,0.08700967,0.04357663,0.0190029,0.01699088
629.1624,0.04448374,0.04015453,0.08764631,0.04182635,0.0176002,0.01581586
629.6445,0.0443813,0.03979419,0.0881485,0.03949915,0.0159552,0.01476648
630.1266,0.04389503,0.03865743,0.08845189,0.03684705,0.0141368,0.01406093
630.6087,0.04313651,0.03663647,0.08843186,0.03416993,0.01220177,0.01384584
631.0908,0.04228111,0.03387699,0.08795771,0.0318106,0.01021201,0.01415285
631.5729,0.04153759,0.0307667,0.08698481,0.03007063,0.00825679,0.01487576
632.0551,0.04112251,0.02783516,0.08560514,0.029162,0.006477161,0.01580921
632.5372,0.04123626,0.02564719,0.08406708,0.02916974,0.005078502,0.01670272
633.0193,0.04199737,0.02459329,0.08269376,0.03002009,0.004276232,0.01736306
633.5014,0.04341593,0.02479639,0.08178819,0.03149732,0.004242367,0.01770883
633.9835,0.04536838,0.02605094,0.08152789,0.03327606,0.005035402,0.01779921
634.4656,0.04762417,0.02789368,0.08188722,0.03502081,0.006555044,0.0178057
634.9478,0.0498826,0.02972283,0.08265439,0.0364398,0.008549438,0.01795039
635.4299,0.05183194,0.03097086,0.083508,0.03734147,0.01067197,0.01842932
635.912,0.05324076,0.03131223,0.08416441,0.03766782,0.01261343,0.01933643
636.3941,0.05397582,0.03071365,0.08445638,0.03747038,0.01417615,0.02065618
636.8762,0.0540179,0.02943393,0.08438169,0.03687814,0.01533227,0.02228288
637.3583,0.0534386,0.02788858,0.08406724,0.03604615,0.01620222,0.02408163
637.8405,0.05236919,0.02654525,0.08369679,0.03513996,0.01698911,0.02592142
638.3226,0.05097649,0.02578815,0.08342522,0.03431702,0.01788184,0.02769594
638.8047,0.04943239,0.02581758,0.08332046,0.03370639,0.01896437,0.02932299
639.2868,0.04792883,0.02665464,0.08336754,0.03341295,0.02018786,0.03070387
639.7689,0.04666248,0.02814409,0.08349726,0.03349428,0.02137014,0.03171501
640.251,0.04580163,0.03002991,0.08364132,0.03394484,0.02226941,0.0322318
640.7332,0.04547455,0.03199662,0.08375997,0.03469238,0.02263563,0.03216057
641.2153,0.04572396,0.03374785,0.0838504,0.03560813,0.02230102,0.03150681
641.6974,0.04649889,0.03506898,0.08392312,0.03654739,0.02122997,0.0304021
642.1795,0.04766012,0.03582986,0.08396924,0.03736388,0.01952933,0.02910702
642.6616,0.04902348,0.03601287,0.08394266,0.03794736,0.01743165,0.0279384
643.1437,0.05041396,0.03570027,0.08377615,0.03823452,0.01523066,0.02715877
643.6259,0.051681,0.03506523,0.08341028,0.03819796,0.01325292,0.02690913
644.108,0.05272354,0.03432986,0.08284237,0.03784513,0.01176474,0.02713344
644.5901,0.05347252,0.0337073,0.08214419,0.03721173,0.01091396,0.02760749
645.0722,0.05385595,0.03336855,0.08145958,0.0363697,0.01071311,0.02799741
645.5543,0.0537883,0.03338183,0.08095133,0.03542933,0.01103837,0.02800038
646.0364,0.05318207,0.0337074,0.08074684,0.03453416,0.01168876,0.0274529
646.5186,0.05198072,0.03421093,0.08091024,0.03385365,0.01244051,0.0263782
647.0007,0.05022119,0.03471697,0.08143008,0.03352759,0.01313656,0.02497713
647.4828,0.04806734,0.03506274,0.08224811,0.03362017,0.01372095,0.02354365
647.9649,0.04582664,0.03513708,0.08329207,0.03407627,0.01424403,0.02237354
648.447,0.04386603,0.03491308,0.08450877,0.0347181,0.01482016,0.02163878
648.9291,0.04252439,0.03443806,0.08586298,0.03528886,0.01556496,0.02134988
649.4113,0.04201357,0.03380634,0.0873083,0.03552504,0.01653487,0.02136613
649.8934,0.0423336,0.03311343,0.08876309,0.03527322,0.01769052,0.0214836
650.3755,0.04328058,0.0324331,0.09009036,0.03454087,0.01890431,0.02151936
650.8576,0.0444978,0.03180821,0.09110973,0.03351492,0.01999749,0.02138431
651.3397,0.04561856,0.03125947,0.09165712,0.03248619,0.02081227,0.02110908
651.8218,0.04634918,0.03080668,0.09163339,0.03177177,0.02124554,0.02081512
652.304,0.04655468,0.03048129,0.09105366,0.03160551,0.02127764,0.02065637
652.7861,0.04627628,0.03032143,0.09004492,0.0320536,0.0209627,0.02074222
653.2682,0.04568458,0.0303582,0.08881572,0.03301544,0.02039731,0.02110529
653.7503,0.04500272,0.03059339,0.08758823,0.034259,0.01968367,0.02168672
654.2324,0.04441337,0.03098715,0.08652267,0.03552328,0.01889371,0.02237177
654.7145,0.04402991,0.03145668,0.0857033,0.03656854,0.0180742,0.02302606
655.1967,0.04387653,0.03189403,0.08513817,0.0372389,0.01725757,0.02354539
655.6788,0.04391022,0.03220202,0.08479939,0.03747839,0.01648165,0.02389042
656.1609,0.04405363,0.03230703,0.08466484,0.03730812,0.0158036,0.02409138
656.643,0.04422984,0.0321805,0.08474283,0.03680662,0.01529264,0.02424118
657.1251,0.04439,0.03183263,0.08506046,0.03608143,0.01500214,0.0244567
657.6072,0.04451711,0.03129629,0.08563288,0.03527177,0.01494925,0.02485303
658.0894,0.04463041,0.03060827,0.08642618,0.03453209,0.01509231,0.02549391
658.5715,0.04477256,0.02979962,0.08734832,0.0340054,0.01534101,0.02636331
659.0536,0.04499864,0.02890626,0.08826003,0.03380482,0.01556904,0.02735632
659.5357,0.04534998,0.02798395,0.08902823,0.03395792,0.01566083,0.02830384
660.0178,0.04583372,0.02712257,0.08957613,0.03438963,0.01554574,0.0290302
660.4999,0.04640782,0.02646105,0.0899025,0.03492722,0.01521519,0.0294011
660.9821,0.04698474,0.02615985,0.09006782,0.03536604,0.01472406,0.02938593
661.4642,0.04745598,0.02636171,0.09014263,0.03554804,0.01416709,0.02906516
661.9463,0.0477196,0.02715108,0.09015798,0.03541858,0.01365674,0.02861349
662.4284,0.04772929,0.02849754,0.09007876,0.03506362,0.0132848,0.02822785
662.9105,0.04751576,0.03024723,0.08982749,0.03467343,0.01310177,0.02805767
663.3926,0.04718557,0.03213813,0.0893354,0.03448185,0.01310977,0.02815537
663.8748,0.04687951,0.03389217,0.0886092,0.03465808,0.01326669,0.02846047
664.3569,0.04672448,0.03528422,0.08775139,0.03526061,0.01350364,0.0288403
664.839,0.04679381,0.03618564,0.08694065,0.03622743,0.01374493,0.02914423
665.3211,0.04708744,0.03658766,0.08635383,0.03742084,0.01393248,0.02927166
665.8032,0.04753769,0.03657819,0.08611202,0.03866412,0.01403457,0.02919486
666.2853,0.04803319,0.03633095,0.08625489,0.03976876,0.01405156,0.02898212
666.7675,0.04847087,0.03606152,0.08671278,0.04057822,0.01402081,0.02877999
667.2496,0.04882798,0.03600105,0.08738284,0.04099398,0.01400266,0.02878691
667.7317,0.04922387,0.03628048,0.08816557,0.04105291,0.0140516,0.02913046
668.2138,0.04980786,0.03680936,0.08902299,0.04094644,0.01416554,0.02971621
668.6959,0.05059366,0.03729735,0.08988091,0.04095258,0.01428532,0.03022936
669.178,0.05140962,0.03748002,0.09046409,0.04125607,0.01437151,0.03038546
669.6602,0.05207955,0.03730027,0.09047925,0.04187124,0.01444073,0.03015838
670.1423,0.05251182,0.03685988,0.08994892,0.0427212,0.01452371,0.02973686
670.6244,0.05270479,0.03631274,0.08922662,0.04369986,0.01464752,0.02938198
671.1065,0.05271307,0.03577833,0.08870517,0.04469524,0.01484831,0.02928462
671.5886,0.05260245,0.03532954,0.08867742,0.04556311,0.01518702,0.02951933
672.0707,0.05244142,0.03497778,0.08925948,0.04612951,0.01573364,0.03000124
672.5529,0.05227699,0.0346849,0.09039202,0.04623163,0.01653646,0.03051266
673.035,0.05212609,0.03438647,0.09187838,0.04575701,0.01759754,0.03074526
673.5171,0.0519641,0.03402989,0.09342811,0.04472786,0.01885621,0.03042782
673.9992,0.05174346,0.03361021,0.09475382,0.04332041,0.02020837,0.02944819
674.4813,0.05142914,0.03319059,0.09562105,0.04185677,0.02152281,0.02790798
674.9634,0.05103764,0.03288864,0.0959389,0.040703,0.02268025,0.02610916
675.4456,0.05064986,0.03283402,0.09577338,0.04015081,0.02359229,0.02443626
675.9277,0.05040103,0.03313353,0.09533444,0.04034965,0.02419615,0.02326581
676.4098,0.05041942,0.0338193,0.09490319,0.04123904,0.02446012,0.0228186
676.8919,0.05076584,0.03483803,0.09473471,0.04258688,0.02437874,0.02311604
677.374,0.0513945,0.03606227,0.09498852,0.04405328,0.0239751,0.02400025
677.8561,0.05215707,0.0373387,0.09565797,0.04533148,0.0233031,0.02522558
678.3383,0.05285939,0.03853201,0.09658882,0.04623291,0.02244695,0.02656359
678.8204,0.05332488,0.03954624,0.09752773,0.04671364,0.02152151,0.0278625
679.3025,0.05348089,0.040341,0.09823546,0.04685371,0.02064719,0.0290795
679.7846,0.05338531,0.04091702,0.09856629,0.04678816,0.01993105,0.03023907
680.2667,0.05321918,0.04130246,0.09851919,0.04664443,0.01944437,0.0313768
680.7488,0.0532041,0.04153777,0.09822657,0.04649242,0.01920437,0.03249238
681.231,0.05352228,0.04166942,0.09789041,0.04635242,0.01918333,0.03353699
681.7131,0.05423542,0.0417462,0.09769269,0.04622455,0.01933217,0.03443467
682.1952,0.05525418,0.04181074,0.09770797,0.04612254,0.01961797,0.03512758
682.6773,0.05636138,0.04189525,0.09788202,0.04608949,0.02004419,0.0356029
683.1594,0.0572785,0.04201366,0.09805174,0.04618269,0.02065398,0.03590107
683.6415,0.05777806,0.0421587,0.09802652,0.04643398,0.02150275,0.03608719
684.1237,0.05774295,0.04230694,0.09765437,0.04681839,0.02262255,0.03621744
684.6058,0.05722331,0.04243429,0.0968893,0.0472454,0.02398304,0.03630099
685.0879,0.0564108,0.04253554,0.09580298,0.04759996,0.02548837,0.03629659
685.57,0.05559973,0.04263587,0.09455855,0.0477876,0.02699031,0.03613455
686.0521,0.05510565,0.04279242,0.0933582,0.04779353,0.02833487,0.03576767
686.5342,0.05517435,0.04307118,0.09237874,0.04769579,0.02942223,0.03521523
687.0164,0.0559595,0.04352761,0.09176376,0.04764887,0.03022723,0.0345901
687.4985,0.05747306,0.04417273,0.09160109,0.04781667,0.03081508,0.03408507
687.9806,0.05959094,0.0449612,0.09192202,0.0482918,0.03130583,0.03390548
688.4627,0.06206723,0.04579197,0.09271044,0.04905171,0.03183441,0.03421661
688.9448,0.06459682,0.0465411,0.09390102,0.0499492,0.03248227,0.03506058
