absorbance_6.5_1A,6.5_1A,6.5_2A,6.5_3A,6.5_4A,6.5_5A,6.5_6A
1282.43,0.07153425,0.1047219,0.06374191,0.04937587,0.09209441,0.0991262
1282.913,0.07126845,0.1042912,0.06356488,0.04906971,0.09157047,0.09868873
1283.395,0.07102289,0.1038478,0.06334405,0.04871127,0.09108573,0.09823503
1283.877,0.07078958,0.1034072,0.06308172,0.04829976,0.09065637,0.09778202
1284.359,0.07055363,0.1029861,0.06279138,0.04784704,0.09029349,0.09734364
1284.841,0.0702984,0.1025942,0.0624954,0.04737648,0.08999938,0.09692762
1285.323,0.0700129,0.1022311,0.06221797,0.04691562,0.08976465,0.0965353
1285.805,0.06969497,0.1018863,0.06198268,0.04649166,0.08956965,0.09616358
1286.287,0.06935254,0.1015456,0.06180691,0.04612511,0.08938942,0.09580903
1286.77,0.06900013,0.1011994,0.06169689,0.04582398,0.08920331,0.09547105
1287.252,0.06865554,0.1008464,0.06164661,0.04558368,0.08900028,0.09515429
1287.734,0.06833305,0.1004955,0.06163622,0.04538951,0.0887839,0.09486811
1288.216,0.06804048,0.1001616,0.06163727,0.04522352,0.08857046,0.09462345
1288.698,0.06777903,0.09985928,0.06161509,0.04506887,0.08838391,0.09442903
1289.18,0.06754511,0.09959744,0.06153724,0.04491592,0.08824642,0.094288
1289.662,0.06733257,0.09937622,0.06138255,0.04476211,0.08816981,0.09419611
1290.144,0.06713422,0.09918917,0.06114309,0.04460909,0.08815299,0.09414223
1290.626,0.06694292,0.09902604,0.06082795,0.04445837,0.08818201,0.09411108
1291.109,0.06675075,0.09887758,0.06045845,0.04430752,0.0882356,0.09408605
1291.591,0.0665488,0.09873553,0.06006662,0.04414981,0.08828975,0.09404946
1292.073,0.06632892,0.09859249,0.05968548,0.04397813,0.08832421,0.09398638
1292.555,0.06608733,0.0984415,0.05934306,0.04378916,0.08832699,0.09388546
1293.037,0.06582768,0.09827513,0.05905977,0.04358852,0.08829372,0.09374058
1293.519,0.06556308,0.09808832,0.05884511,0.04339135,0.0882277,0.09355322
1294.001,0.06531463,0.09788203,0.05869859,0.04321788,0.0881357,0.09333251
1294.483,0.06510748,0.09766623,0.05861333,0.04308838,0.08802484,0.09309689
1294.966,0.06496237,0.09746022,0.0585787,0.04301361,0.08789884,0.09286835
1295.448,0.06488907,0.09728825,0.05858295,0.04299061,0.08775666,0.09266879
1295.93,0.06488249,0.09717377,0.05861275,0.0430032,0.0875934,0.09251515
1296.412,0.06492339,0.0971297,0.05865419,0.04302863,0.08740307,0.09241337
1296.894,0.06498462,0.09715284,0.05869247,0.0430471,0.08718302,0.09235612
1297.376,0.06503844,0.09722371,0.05871189,0.04304893,0.086938,0.09232423
1297.858,0.06506775,0.09731309,0.05869913,0.0430401,0.08668161,0.09229305
1298.34,0.06506859,0.09739101,0.05864556,0.04303828,0.08643581,0.09223899
1298.823,0.06505018,0.09743564,0.05854844,0.04306415,0.08622729,0.09214545
1299.305,0.06502808,0.09743974,0.05841237,0.04313041,0.08607898,0.09200884
1299.787,0.06501694,0.09741018,0.05824786,0.04323415,0.08600497,0.09183814
1300.269,0.06502286,0.09736373,0.05806912,0.0433541,0.08600469,0.09165417
1300.751,0.0650412,0.09731849,0.05788968,0.04345818,0.08606212,0.09148253
1301.233,0.06505664,0.09728926,0.05772103,0.04351011,0.08614776,0.09134956
1301.715,0.06504938,0.09728235,0.05756987,0.04348171,0.08622582,0.09127584
1302.197,0.06500306,0.09729598,0.0574391,0.0433621,0.08626568,0.09127016
1302.679,0.06490973,0.09732309,0.05732896,0.04315675,0.08624573,0.09132835
1303.161,0.06477235,0.09735456,0.05723946,0.04288493,0.08615951,0.09143285
1303.644,0.06460401,0.09738304,0.05717117,0.0425702,0.08601501,0.09155821
1304.126,0.06442295,0.09740224,0.05712458,0.04223506,0.08583219,0.09167307
1304.608,0.06424689,0.09740703,0.05709865,0.041895,0.08563779,0.09174851
1305.09,0.06408644,0.09739275,0.05708884,0.04155784,0.0854574,0.09176573
1305.572,0.06394381,0.09735392,0.0570858,0.04122815,0.0853134,0.0917181
1306.054,0.06381332,0.09728566,0.05707736,0.04091213,0.08521914,0.09161386
1306.536,0.06368548,0.09718445,0.05705109,0.04062058,0.08517673,0.09147249
1307.018,0.0635522,0.09704979,0.05699742,0.0403714,0.08517543,0.09132165
1307.5,0.06341241,0.09688476,0.05691271,0.04018486,0.08519302,0.09118931
1307.983,0.06327288,0.09669429,0.05679955,0.0400766,0.08520051,0.09109651
1308.465,0.06314763,0.09648519,0.05666643,0.04005236,0.08516558,0.09105438
1308.947,0.06305243,0.0962639,0.05652264,0.04010274,0.08506426,0.09106028
1309.429,0.06299794,0.09603607,0.05637533,0.04020496,0.08488773,0.0911
1309.911,0.06298611,0.09580901,0.05622787,0.04032639,0.08464494,0.09114937
1310.393,0.06300755,0.09559224,0.05608003,0.04043422,0.08436237,0.09118071
1310.875,0.06304488,0.09539913,0.05593062,0.0405025,0.08407709,0.09116762
1311.357,0.06307641,0.09524739,0.05578081,0.04051571,0.08382976,0.09108879
1311.84,0.06308468,0.09515347,0.0556359,0.04047415,0.0836512,0.09093558
1312.322,0.06306325,0.09512749,0.05550481,0.04039045,0.08355502,0.09071581
1312.804,0.06302019,0.09516723,0.05539697,0.04028754,0.08353367,0.09045616
1313.286,0.06297586,0.09525586,0.05531754,0.04018857,0.08356389,0.0901954
1313.768,0.06295586,0.09536453,0.05526381,0.04011106,0.083616,0.0899771
1314.25,0.06298168,0.09545919,0.0552244,0.04006302,0.08366494,0.08983758
1314.732,0.06306094,0.09551232,0.05518277,0.04004202,0.08369882,0.08979505
1315.214,0.06318462,0.09550703,0.05512143,0.04004024,0.0837165,0.08984706
1315.697,0.06332728,0.09544141,0.05502557,0.04004902,0.08372277,0.08997101
1316.179,0.06345633,0.09532551,0.05488732,0.04006329,0.08371934,0.09013264
1316.661,0.06353654,0.09517833,0.05470566,0.04008297,0.08370013,0.09029167
1317.143,0.06354078,0.09502011,0.05448715,0.04011002,0.08365138,0.09041158
1317.625,0.06345776,0.09486601,0.05424359,0.04014517,0.08355811,0.09046952
1318.107,0.06329388,0.09472257,0.05399255,0.04018299,0.0834126,0.09045771
1318.589,0.06307185,0.0945876,0.05375603,0.04020986,0.08322281,0.09038284
1319.071,0.06282164,0.09445365,0.05355614,0.04020789,0.08301265,0.09026041
1319.553,0.06257302,0.09431229,0.05341371,0.04015953,0.08281625,0.09010703
1320.036,0.06234564,0.09416002,0.05334152,0.04005504,0.08266453,0.08993386
1320.518,0.06214403,0.09399886,0.05333965,0.0398967,0.08257112,0.089743
1321.0,0.06195976,0.09383506,0.05339292,0.03969808,0.08252949,0.08952939
1321.482,0.06177603,0.09367464,0.05347227,0.03947802,0.08251416,0.08928524
1321.964,0.06157591,0.09351954,0.05354314,0.03925291,0.08249294,0.08900414
1322.446,0.06134656,0.09336603,0.05356894,0.03903297,0.08243438,0.08868434
1322.928,0.06108417,0.0932049,0.05352423,0.03881786,0.08231884,0.08833054
1323.41,0.06079369,0.09302502,0.05340068,0.03859858,0.0821418,0.08795291
1323.893,0.06048755,0.09281693,0.05320968,0.03836132,0.08191231,0.08756676
1324.375,0.06018036,0.0925781,0.05297884,0.03809445,0.08164734,0.08718889
1324.857,0.0598839,0.09231552,0.05274107,0.03779422,0.08136444,0.08683518
1325.339,0.05960575,0.09204651,0.05252618,0.03746688,0.08107769,0.08651955
1325.821,0.05934839,0.09179384,0.05234888,0.0371282,0.08079545,0.08625195
1326.303,0.05911236,0.09158121,0.05220807,0.03679786,0.08052198,0.08603786
1326.785,0.05889994,0.09142735,0.05208997,0.03649613,0.08026159,0.08587867
1327.267,0.05871767,0.09133978,0.05197793,0.03623651,0.08001961,0.08577079
1327.75,0.05857527,0.09131216,0.05186007,0.03602347,0.0798025,0.08570571
1328.232,0.058483,0.09132397,0.05173498,0.03585239,0.07961541,0.08567031
1328.714,0.05844521,0.09134769,0.05161136,0.03571238,0.07946014,0.08564965
1329.196,0.05845761,0.09135374,0.05150284,0.03559075,0.07933327,0.08562937
1329.678,0.05850545,0.0913187,0.05142055,0.03547712,0.07922912,0.08559833
1330.16,0.05856822,0.09123233,0.05136648,0.03536814,0.0791432,0.08555172
1330.642,0.05862433,0.09109889,0.05133284,0.03526719,0.07907541,0.085491
1331.124,0.05865844,0.09093656,0.05130411,0.03518404,0.07903142,0.08542384
1331.606,0.05866683,0.09077002,0.05126531,0.03513048,0.07902035,0.08536112
1332.089,0.05865745,0.09062612,0.05120757,0.03511764,0.07905019,0.08531521
1332.571,0.05864648,0.09052673,0.0511336,0.03515247,0.07912395,0.08529711
1333.053,0.05865034,0.09048381,0.05105574,0.03523625,0.07923581,0.08531387
1333.535,0.058681,0.09050038,0.05099472,0.03536497,0.0793726,0.08536998
1334.017,0.05874112,0.09057157,0.05097208,0.03553065,0.07951623,0.08546622
1334.499,0.0588249,0.09068841,0.05100425,0.03572468,0.07965071,0.08560158
1334.981,0.05892162,0.09083936,0.05110099,0.03593834,0.07976475,0.0857733
1335.463,0.05902094,0.09101373,0.05126281,0.03616544,0.07985663,0.08597803
1335.945,0.05911916,0.09120305,0.05148359,0.03640384,0.07993463,0.08621291
1336.427,0.05922064,0.09140091,0.05175144,0.03665505,0.08001676,0.08647513
1336.91,0.05933669,0.09160398,0.05205251,0.03692225,0.08012747,0.08676282
1337.392,0.05948149,0.09181151,0.0523729,0.03720733,0.08029081,0.08707468
1337.874,0.05966564,0.09202366,0.05269695,0.03750529,0.08052661,0.08740723
1338.356,0.05989072,0.09223981,0.05300801,0.03780092,0.08084002,0.08775336
1338.838,0.06014749,0.09245707,0.05329062,0.03807023,0.08121635,0.08810064
1339.32,0.06041873,0.09267008,0.05353387,0.03828697,0.08161687,0.08843195
1339.802,0.06068816,0.09287342,0.05373801,0.03843735,0.08199167,0.08873095
1340.284,0.06094843,0.0930639,0.05391381,0.038528,0.0822978,0.08898686
1340.767,0.06120205,0.09324288,0.05408028,0.0385848,0.08251203,0.08919597
1341.249,0.06145556,0.09341466,0.05425351,0.03863843,0.08263644,0.08936007
1341.731,0.06171212,0.09358427,0.05444114,0.0387129,0.08269062,0.08948272
1342.213,0.06196791,0.09375781,0.05464152,0.03882241,0.08270574,0.08956891
1342.695,0.06221217,0.09394091,0.05484557,0.0389682,0.08271414,0.08962601
1343.177,0.0624312,0.09413844,0.05504128,0.03914447,0.08274717,0.08966664
1343.659,0.06261291,0.09435416,0.05521718,0.03934129,0.08283152,0.08971027
1344.141,0.06275249,0.09458914,0.0553673,0.03954957,0.08298273,0.08977985
1344.624,0.06285419,0.09483935,0.055492,0.0397632,0.0832028,0.08989624
1345.106,0.06293063,0.09509447,0.05559712,0.039979,0.08347815,0.09006967
1345.588,0.06299607,0.09533937,0.0556908,0.0401958,0.08378465,0.09029446
1346.07,0.06306265,0.09555435,0.05577978,0.04041173,0.08409286,0.09054711
1346.552,0.06313443,0.09571944,0.05586737,0.04062189,0.08437525,0.09079269
1347.034,0.06320824,0.0958197,0.05595399,0.04081987,0.08461473,0.09099901
1347.516,0.06327632,0.09584913,0.05603922,0.04099935,0.08480479,0.0911464
1347.998,0.06333143,0.09581478,0.05612573,0.04115865,0.08495049,0.09123763
1348.48,0.06337181,0.0957365,0.05621984,0.04130279,0.08506318,0.09129655
1348.963,0.06340192,0.09564565,0.05633057,0.04144287,0.0851566,0.09135984
1349.445,0.06343116,0.09557816,0.05646491,0.04159112,0.08524148,0.09146086
1349.927,0.06346939,0.09556413,0.05662322,0.04175328,0.08532329,0.0916127
1350.409,0.06352458,0.09562407,0.05679612,0.04192434,0.08540313,0.09180307
1350.891,0.06360028,0.09576312,0.05696531,0.04208747,0.08548129,0.09199648
1351.373,0.06369801,0.09597228,0.05710971,0.04222001,0.08555907,0.09215135
1351.855,0.06381881,0.09623033,0.05720922,0.04230005,0.08564132,0.09223141
1352.337,0.06396501,0.09650894,0.05725127,0.04231662,0.08573496,0.09222135
1352.82,0.06413901,0.09677824,0.05723447,0.04227327,0.08584498,0.09212991
1353.302,0.06433967,0.09700754,0.05716844,0.04219028,0.08597083,0.09198618
1353.784,0.06455893,0.09717211,0.05707191,0.04209793,0.08610331,0.09182887
1354.266,0.06477948,0.09725752,0.05696778,0.04202641,0.08622573,0.09169127
1354.748,0.06497603,0.09726281,0.05688057,0.04199895,0.08631709,0.09159468
1355.23,0.06512246,0.09720322,0.05682967,0.04202297,0.08636059,0.09154268
1355.712,0.0652013,0.09710632,0.05682573,0.04209094,0.08635159,0.09152684
1356.194,0.06520814,0.09700793,0.05687093,0.04218496,0.08629857,0.09153421
1356.677,0.06515481,0.09694032,0.05695768,0.04228631,0.08622139,0.09155699
1357.159,0.06506511,0.09692545,0.05707223,0.04238169,0.08614415,0.09159528
1357.641,0.06496915,0.09697136,0.05719529,0.04246616,0.08608867,0.09165549
1358.123,0.06489421,0.09707119,0.05730747,0.0425421,0.08606711,0.09174515
1358.605,0.06485948,0.09720748,0.05739052,0.0426156,0.08607987,0.09186755
1359.087,0.06487459,0.09735706,0.05743082,0.04269185,0.08611695,0.09201878
1359.569,0.06493782,0.09750047,0.05742183,0.04277214,0.08616294,0.092188
1360.051,0.06503969,0.09762455,0.05736553,0.04285277,0.08620194,0.09235939
1360.533,0.0651647,0.0977262,0.05727246,0.04292491,0.08622266,0.09251469
1361.016,0.06529599,0.09780925,0.05716001,0.04297912,0.08622356,0.09263936
1361.498,0.06541611,0.09788068,0.05705202,0.04300756,0.08621221,0.09272403
1361.98,0.06551013,0.0979438,0.05697536,0.04300977,0.08620382,0.09277055
1362.462,0.06557105,0.09799559,0.05695247,0.04299663,0.08621553,0.09279449
1362.944,0.0656027,0.09802838,0.05699609,0.04299005,0.08625924,0.09282452
1363.426,0.06561936,0.09803516,0.05710581,0.04301445,0.08633768,0.09289248
1363.908,0.06563751,0.09801579,0.05726992,0.04308371,0.08644377,0.09301933
1364.39,0.06566995,0.09797564,0.05747198,0.04319711,0.08656482,0.09321019
1364.872,0.06572201,0.09792461,0.05769553,0.04334009,0.08668722,0.09345251
1365.354,0.06579151,0.09787321,0.05792867,0.04349253,0.08680052,0.09372209
1365.837,0.06587382,0.09783614,0.05816278,0.04363509,0.08689996,0.09398635
1366.319,0.06596406,0.09783026,0.05839344,0.04375532,0.08698745,0.09421024
1366.801,0.06605923,0.0978728,0.05861944,0.04385175,0.0870713,0.09436555
1367.283,0.06615914,0.0979791,0.0588403,0.0439325,0.08716545,0.09443447
1367.765,0.0662666,0.09815493,0.05905505,0.04401398,0.08728507,0.09442097
1368.247,0.06638577,0.09839278,0.05926027,0.04411414,0.08744115,0.09434979
1368.729,0.06652049,0.09866881,0.05944784,0.04424471,0.08763509,0.09426165
1369.211,0.0666721,0.09895062,0.05960608,0.0444066,0.08785591,0.09419627
1369.694,0.06683987,0.09920885,0.05972356,0.04459003,0.08808368,0.09417816
1370.176,0.06702094,0.09942575,0.05979194,0.04478128,0.08829378,0.0942136
1370.658,0.0672135,0.09960286,0.05981111,0.04497188,0.08846493,0.09429482
1371.14,0.06741844,0.09976175,0.05979095,0.04516631,0.08858509,0.09441178
1371.622,0.06764096,0.09994221,0.05975515,0.04538659,0.08865615,0.09456372
1372.104,0.06789203,0.1001935,0.05973972,0.04567028,0.08869717,0.09476756
1372.586,0.06818626,0.1005627,0.05979054,0.04606199,0.08874589,0.09505752
1373.068,0.06853967,0.1010781,0.05995886,0.04659709,0.08885854,0.09547754
1373.551,0.06896368,0.101729,0.06028372,0.04727806,0.08909399,0.09605833
1374.033,0.06945883,0.1024583,0.06077434,0.04805964,0.08949309,0.09679358
1374.515,0.07001302,0.1031776,0.06139929,0.04885505,0.09005678,0.09762763
1374.997,0.07060281,0.1038096,0.06209696,0.04957587,0.09074021,0.09847505
1375.479,0.0711974,0.1043134,0.06279625,0.05016071,0.09146878,0.09925027
1375.961,0.07175823,0.104684,0.06343171,0.05058314,0.09215685,0.09988695
1376.443,0.07223888,0.1049304,0.06395099,0.05083659,0.09272826,0.1003428
1376.925,0.07257954,0.1050524,0.06430368,0.05091454,0.09311239,0.1005838
1377.407,0.07271068,0.1050284,0.06443819,0.05080086,0.09324704,0.1005789
1377.89,0.07257161,0.1048232,0.06431296,0.0504742,0.09309103,0.1003063
1378.372,0.07212324,0.1043989,0.06390484,0.04991813,0.09263165,0.09976378
1378.854,0.07137032,0.103736,0.0632268,0.04913522,0.09189732,0.09898055
1379.336,0.0703624,0.1028463,0.06232769,0.04815112,0.09095021,0.09801334
1379.818,0.06918226,0.1017724,0.06128111,0.04700927,0.08987048,0.09693392
1380.3,0.06791881,0.1005745,0.06016174,0.04575778,0.08873036,0.09580541
1380.782,0.06664104,0.099311,0.05902227,0.04443695,0.08757436,0.094666
1381.264,0.06540038,0.09803571,0.05789495,0.04308291,0.08642786,0.09353431
1381.747,0.064231,0.09679366,0.05679433,0.0417321,0.08530434,0.09241756
1382.229,0.06315644,0.0956199,0.05572692,0.04042365,0.08421792,0.09132494
1382.711,0.06219707,0.09454313,0.05469976,0.03920303,0.08319089,0.09027517
1383.193,0.06136453,0.09357974,0.05372021,0.03811055,0.08224676,0.08929226
1383.675,0.06065501,0.09272854,0.05279106,0.03716863,0.08139826,0.08839336
1384.157,0.0600468,0.09197313,0.05191088,0.03638132,0.08064148,0.08758187
1384.639,0.05949941,0.09128337,0.05107187,0.03573187,0.07995118,0.08684048
1385.121,0.05895999,0.09062317,0.050266,0.03519025,0.07928726,0.08613431
1385.604,0.05836977,0.08995581,0.04949323,0.03471668,0.07860406,0.0854205
1386.086,0.05768242,0.08925703,0.04876559,0.03427074,0.07787033,0.08466631
1386.568,0.05688414,0.08852574,0.0481086,0.03381981,0.07708464,0.08386882
1387.05,0.05600372,0.08778837,0.04754765,0.03334318,0.07628167,0.08306315
1387.532,0.05510657,0.08709237,0.047093,0.03284363,0.07551835,0.08231106
1388.014,0.0542659,0.08648462,0.04673044,0.03234065,0.07484485,0.08166976
1388.496,0.05353449,0.0859921,0.04642498,0.03185862,0.07428145,0.08116543
1388.978,0.05293191,0.08561539,0.04614096,0.0314156,0.07381804,0.08078734
1389.46,0.05245573,0.08533601,0.04585379,0.03101969,0.07342925,0.08050321
1389.943,0.05209437,0.08512597,0.04555563,0.03067265,0.07309031,0.0802746
1390.425,0.05183521,0.08495611,0.04525156,0.03037021,0.07278613,0.08007053
1390.907,0.05166634,0.08479912,0.04495488,0.03010538,0.07251176,0.07987141
1391.389,0.05157379,0.0846323,0.04467951,0.02986866,0.0722696,0.07966928
1391.871,0.05153918,0.08444077,0.04443342,0.0296487,0.07206184,0.07946482
1392.353,0.05153627,0.08421948,0.04421822,0.02943457,0.07188814,0.07926473
1392.835,0.05153121,0.08397618,0.04402981,0.02921884,0.07174364,0.0790802
1393.317,0.05148868,0.08373075,0.04386419,0.02900103,0.07162118,0.07892379
1393.799,0.05137587,0.08351234,0.04371983,0.02878838,0.07151376,0.07880849
1394.281,0.05117482,0.08334871,0.04360214,0.02859357,0.07141612,0.07874186
1394.764,0.05089291,0.08325218,0.04352274,0.02843053,0.0713293,0.07872376
1395.246,0.05056547,0.08321118,0.04349205,0.0283075,0.07125775,0.07874265
1395.728,0.05024359,0.08319642,0.04351257,0.02822519,0.07120916,0.07878295
1396.21,0.04997225,0.08317968,0.04357598,0.02817803,0.07118886,0.07883143
1396.692,0.04978375,0.08314709,0.04366688,0.02815972,0.07119723,0.07887684
1397.174,0.04969523,0.08310499,0.04376858,0.02816666,0.07122985,0.07890794
1397.656,0.04971311,0.08307394,0.04386806,0.0281998,0.07128087,0.07891066
1398.138,0.04983493,0.08307882,0.04395508,0.02826126,0.071348,0.07886921
1398.621,0.0500443,0.08313238,0.0440231,0.02834978,0.07143469,0.0787735
1399.103,0.05031067,0.08322603,0.04406922,0.02845933,0.07154898,0.07862879
1399.585,0.05059312,0.08332963,0.04409374,0.0285789,0.07169731,0.078457
1400.067,0.05085621,0.08341005,0.04410028,0.02869833,0.07187678,0.07828812
1400.549,0.05108058,0.08344625,0.0440923,0.02880991,0.07207251,0.0781453
1401.031,0.05125978,0.08343437,0.04407208,0.02890691,0.07225791,0.07803927
1401.513,0.05139477,0.08338565,0.04403915,0.02898055,0.07240048,0.07796697
1401.995,0.05148649,0.0833198,0.04399139,0.02901947,0.07246748,0.07791743
1402.478,0.05153155,0.08326145,0.04392464,0.02900821,0.07242957,0.07787663
1402.96,0.051521,0.08323207,0.04383275,0.0289292,0.07226937,0.07783166
1403.442,0.05144408,0.08324388,0.04370724,0.02876677,0.07198831,0.07777345
1403.924,0.05129338,0.08329274,0.04353987,0.02851458,0.0716138,0.07769792
1404.406,0.05107407,0.08335769,0.04332814,0.02818718,0.07119548,0.07760779
1404.888,0.05080817,0.08340673,0.04308103,0.0278249,0.07079212,0.07751141
1405.37,0.0505312,0.08341014,0.04282146,0.02748793,0.07045253,0.07742004
1405.852,0.05027868,0.0833557,0.04257921,0.02723414,0.07019879,0.07734477
1406.334,0.05007607,0.08325063,0.0423829,0.02710432,0.07003077,0.07729574
1406.817,0.0499355,0.08311851,0.04225389,0.02711515,0.06993977,0.07728248
1407.299,0.04985857,0.08298862,0.04220231,0.02726132,0.06992244,0.07731391
1407.781,0.04984592,0.08289286,0.04223189,0.02752644,0.0699892,0.07740027
1408.263,0.04990462,0.08286293,0.04234408,0.02788917,0.0701615,0.0775509
1408.745,0.05004899,0.08292545,0.04254184,0.02832974,0.07045992,0.07777231
1409.227,0.05030022,0.08310179,0.04283169,0.02882901,0.07089385,0.07806705
1409.709,0.05067766,0.08340475,0.04322306,0.02936853,0.07144851,0.07843246
1410.191,0.05118848,0.08383524,0.04372332,0.0299327,0.07208652,0.07886404
1410.674,0.05181881,0.0843811,0.04433174,0.0305071,0.07275332,0.07935778
1411.156,0.05253327,0.08502081,0.04503386,0.03108235,0.07339916,0.07991345
1411.638,0.0532866,0.08572952,0.04580297,0.03165435,0.07399848,0.08053371
1412.12,0.05403262,0.08648141,0.04660173,0.03222361,0.0745554,0.08122022
1412.602,0.05473806,0.08725253,0.04739015,0.03279122,0.075096,0.08196665
1413.084,0.05538613,0.08801973,0.04813366,0.0333561,0.07565045,0.08275587
1413.566,0.0559729,0.08875525,0.0488027,0.0339118,0.07624088,0.08355821
1414.048,0.05650249,0.08942807,0.04937661,0.03444806,0.07687104,0.08433662
1414.531,0.0569824,0.09000889,0.04984503,0.03495419,0.07752937,0.08505885
1415.013,0.05741975,0.09047076,0.05020401,0.03542059,0.0781923,0.08569824
1415.495,0.0578201,0.09079832,0.05045675,0.03584379,0.07883335,0.08624239
1415.977,0.05818675,0.09099044,0.05060956,0.03622616,0.07942901,0.08669025
1416.459,0.0585178,0.09106006,0.0506708,0.03657088,0.07995166,0.08704303
1416.941,0.05880313,0.09103062,0.05064737,0.03687365,0.08036524,0.08729227
1417.423,0.05902073,0.09092926,0.05054452,0.03711088,0.08061696,0.08740883
1417.905,0.05913491,0.0907828,0.05037127,0.03723012,0.08064057,0.08734532
1418.387,0.05911034,0.09061106,0.0501459,0.03716666,0.08039168,0.08706361
1418.87,0.05893825,0.09042963,0.04989989,0.03688877,0.07989774,0.08657897
1419.352,0.0586537,0.09025178,0.04966818,0.03643561,0.07927351,0.08597641
1419.834,0.05831759,0.09008896,0.04947031,0.03590038,0.07865754,0.08536473
1420.316,0.05797904,0.08994279,0.04930008,0.03536882,0.0781367,0.08481637
1420.798,0.0576585,0.08980152,0.04913212,0.03488424,0.07772756,0.08434983
1421.28,0.05735142,0.08964369,0.04893657,0.03444837,0.07739851,0.08394723
1421.762,0.057044,0.08944453,0.04869021,0.03404865,0.07710384,0.08358066
1422.244,0.05672435,0.08918235,0.04838388,0.03367771,0.07680187,0.08322796
1422.726,0.05638981,0.08884599,0.04802665,0.0333395,0.07646869,0.08288212
1423.208,0.05605455,0.08844455,0.04764967,0.0330534,0.07610767,0.0825563
1423.691,0.05575179,0.08801588,0.04730187,0.03284686,0.07575724,0.08228247
1424.173,0.05552254,0.08761972,0.04703061,0.03274154,0.07547721,0.08209503
1424.655,0.05539951,0.08732129,0.04686501,0.03274054,0.07532515,0.08201239
1425.137,0.05539106,0.0871659,0.04680444,0.03282697,0.07532775,0.08202524
1425.619,0.05548182,0.08716538,0.0468277,0.03297534,0.07547446,0.08210601
1426.101,0.05564527,0.08730995,0.04691121,0.03316428,0.0757335,0.08222541
1426.583,0.05585792,0.08757992,0.04704364,0.03338664,0.07606991,0.08236843
1427.065,0.0561071,0.08795754,0.0472318,0.0336503,0.07646026,0.08253989
1427.548,0.0563929,0.08842603,0.0474991,0.03397354,0.07689179,0.08276546
1428.03,0.05672534,0.08896587,0.04787697,0.03437435,0.07736082,0.08308399
1428.512,0.05711955,0.0895527,0.04839112,0.03485995,0.0778679,0.08353432
1428.994,0.05758667,0.09015343,0.04904886,0.03541564,0.07840773,0.08414009
1429.476,0.05812762,0.09073844,0.04983171,0.0360105,0.07897,0.08489459
1429.958,0.0587315,0.09129458,0.05070046,0.03661229,0.07954353,0.08576419
1430.44,0.05937928,0.09183246,0.05160614,0.03720327,0.08012313,0.08669871
1430.922,0.06005045,0.09238016,0.05250417,0.03778696,0.08071247,0.08765142
1431.405,0.06072707,0.09296666,0.05335952,0.03837751,0.08131959,0.08858803
1431.887,0.06139557,0.09361317,0.05414421,0.03898809,0.08195288,0.0894855
1432.369,0.06204743,0.09432429,0.05483837,0.039619,0.08261506,0.09032944
1432.851,0.06268041,0.09509331,0.05543021,0.04025863,0.08330542,0.09111148
1433.333,0.06329812,0.09590854,0.05591847,0.04088943,0.0840227,0.09182609
1433.815,0.06391266,0.09676276,0.05631731,0.04150055,0.08477142,0.09247409
1434.297,0.06454487,0.09765477,0.05665896,0.04209687,0.08556531,0.09306365
1434.779,0.06522585,0.09857944,0.05699823,0.04270269,0.08642787,0.09361529
1435.261,0.06599224,0.09951644,0.0574047,0.04335929,0.08738539,0.09416437
1435.744,0.06686943,0.1004111,0.05794299,0.04410402,0.08844298,0.09475715
1436.226,0.0678422,0.1011758,0.05863473,0.04493608,0.08954914,0.09543061
1436.708,0.06883729,0.1017393,0.05942643,0.04579661,0.09059037,0.09617515
1437.19,0.06975539,0.102104,0.06021553,0.04660131,0.09144798,0.09693739
1437.672,0.07052788,0.1023503,0.06091545,0.04729549,0.09206909,0.09765759
1438.154,0.07114074,0.1025688,0.06149568,0.04787383,0.09247674,0.0983059
1438.636,0.0716168,0.1028201,0.06197011,0.04836341,0.09273341,0.09888551
1439.118,0.07199226,0.1031241,0.06237084,0.04880146,0.09290641,0.09941686
1439.601,0.07230243,0.1034708,0.06272832,0.04921896,0.09304821,0.09992
1440.083,0.07258151,0.1038355,0.06306537,0.049639,0.09320091,0.1004068
1440.565,0.07286404,0.1041899,0.06339537,0.05007369,0.0933956,0.1008779
1441.047,0.07318115,0.1045153,0.06372276,0.05052593,0.09365194,0.1013285
1441.529,0.07355835,0.1048067,0.06404421,0.0509898,0.09397884,0.1017501
1442.011,0.07400414,0.1050784,0.06435109,0.05145547,0.09437056,0.1021382
1442.493,0.07450597,0.105359,0.06463293,0.05191397,0.09481047,0.1024946
1442.975,0.07502889,0.1056833,0.06487873,0.05235812,0.09527265,0.1028277
1443.458,0.07552567,0.1060795,0.06507983,0.05278418,0.09573132,0.1031498
1443.94,0.07595526,0.1065606,0.06523279,0.05319139,0.09616971,0.1034732
1444.422,0.07629073,0.1071241,0.0653408,0.05358114,0.09658343,0.1038085
1444.904,0.07653207,0.1077549,0.0654175,0.05395837,0.09698228,0.1041629
1445.386,0.0767044,0.1084339,0.06548633,0.05433377,0.09738643,0.1045411
1445.868,0.07685606,0.1091388,0.06558494,0.05472673,0.09782118,0.1049461
